split_name,checkpoint_name,checkpoint,PDMS,trajectory_l1,num_pdm_valid,source_val_PDMS,source_val_epoch,completed_at,eval_dir
navtest,epoch=128-step=103845.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_128-step_103845.ckpt/epoch=128-step=103845.ckpt,0.865892938509269,0.33795863002932497,12138,0.9445631125601661,129,2026-06-17T22:57:14+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_128-step_103845.ckpt
navtest,step_00100000.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/step_00100000.ckpt/step_00100000.ckpt,0.8651237197632411,0.33298565349582243,12138,0.9435367255444947,,2026-06-17T21:57:49+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/step_00100000.ckpt
navtest,epoch=129-step=104650.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_129-step_104650.ckpt/epoch=129-step=104650.ckpt,0.8652950780081099,0.33999975463036536,12138,0.9435250564005646,130,2026-06-17T22:57:14+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_129-step_104650.ckpt
navtest,epoch=123-step=99820.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_123-step_99820.ckpt/epoch=123-step=99820.ckpt,0.8600983987235964,0.33384552066518486,12138,0.9412728613985327,124,2026-06-17T21:57:49+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_123-step_99820.ckpt
navtest,epoch=117-step=94990.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_117-step_94990.ckpt/epoch=117-step=94990.ckpt,0.8675907687924546,0.3222015835610095,12138,0.9410173212375761,118,2026-06-17T20:53:40+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_117-step_94990.ckpt
navtest,step_00080000.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/step_00080000.ckpt/step_00080000.ckpt,0.8634615618265824,0.3317012168050227,12138,0.940706199235821,,2026-06-17T19:07:11+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/step_00080000.ckpt
navtest,epoch=103-step=83720.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_103-step_83720.ckpt/epoch=103-step=83720.ckpt,0.8626134136273639,0.3862579990828264,12138,0.9402174221704582,104,2026-06-17T19:07:11+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_103-step_83720.ckpt
navtest,epoch=104-step=84525.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_104-step_84525.ckpt/epoch=104-step=84525.ckpt,0.865332516438718,0.3442160470651028,12138,0.9390539533038458,105,2026-06-17T19:07:11+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_104-step_84525.ckpt
navtest,step_00060000.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/step_00060000.ckpt/step_00060000.ckpt,0.8567104074548182,0.391747119813046,12138,0.9370948927327073,,2026-06-17T18:02:49+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/step_00060000.ckpt
navtest,epoch=89-step=72450.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_89-step_72450.ckpt/epoch=89-step=72450.ckpt,0.8606108159836788,0.3418808113890946,12138,0.9362188438476099,90,2026-06-17T18:02:49+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_89-step_72450.ckpt
navtest,epoch=93-step=75670.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_93-step_75670.ckpt/epoch=93-step=75670.ckpt,0.8546615227427069,0.3346958873306122,12138,0.934397280310728,94,2026-06-17T18:02:49+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_93-step_75670.ckpt
navtest,epoch=52-step=42665.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_52-step_42665.ckpt/epoch=52-step=42665.ckpt,0.8664701544572844,0.33231077267989706,12138,0.9322611581132204,53,2026-06-17T12:52:40+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_52-step_42665.ckpt
navtest,epoch=63-step=51520.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_63-step_51520.ckpt/epoch=63-step=51520.ckpt,0.8554148717815705,0.34066586519218706,12138,0.9302293186658144,64,2026-06-17T13:41:05+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_63-step_51520.ckpt
navtest,epoch=51-step=41860.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_51-step_41860.ckpt/epoch=51-step=41860.ckpt,0.8385987541777157,0.40840127952789457,12138,0.9143998929470307,52,2026-06-17T13:28:38+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_51-step_41860.ckpt
navtest,epoch=22-step=18515.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_22-step_18515.ckpt/epoch=22-step=18515.ckpt,0.8587003918661174,0.3263378413208534,12138,0.908171923161798,23,2026-06-17T08:04:57+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_22-step_18515.ckpt
navtest,epoch=44-step=36225.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_44-step_36225.ckpt/epoch=44-step=36225.ckpt,0.8435516271269845,0.3180297060858746,12138,0.9075171844962935,45,2026-06-17T12:11:53+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_44-step_36225.ckpt
navtest,epoch=32-step=26565.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_32-step_26565.ckpt/epoch=32-step=26565.ckpt,0.8514585175156159,0.3550820485468682,12138,0.9054001956511886,33,2026-06-17T10:32:37+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_32-step_26565.ckpt
