split_name,checkpoint_name,checkpoint,PDMS,trajectory_l1,num_pdm_valid,source_val_PDMS,source_val_epoch,completed_at,eval_dir
navtest,step_00160000.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/step_00160000.ckpt/step_00160000.ckpt,0.8662816851411413,0.33724304544758593,12138,0.9526587992493918,,2026-06-18T08:24:25+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/step_00160000.ckpt
navtest,epoch=196-step=158585.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_196-step_158585.ckpt/epoch=196-step=158585.ckpt,0.867316531947819,0.3422284269486578,12138,0.9519695616816006,197,2026-06-18T08:24:25+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_196-step_158585.ckpt
navtest,epoch=199-step=161000.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_199-step_161000.ckpt/epoch=199-step=161000.ckpt,0.8686851121462762,0.3351587185663153,12138,0.9519368952614611,200,2026-06-18T08:35:27+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_199-step_161000.ckpt
navtest,epoch=164-step=132825.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_164-step_132825.ckpt/epoch=164-step=132825.ckpt,0.8669250663911666,0.3443911720702764,12138,0.9505879118751807,165,2026-06-18T05:05:50+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_164-step_132825.ckpt
navtest,epoch=142-step=115115.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_142-step_115115.ckpt/epoch=142-step=115115.ckpt,0.8728629594201617,0.35099197744252153,12138,0.9505426283834653,143,2026-06-18T03:15:51+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_142-step_115115.ckpt
navtest,epoch=155-step=125580.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_155-step_125580.ckpt/epoch=155-step=125580.ckpt,0.8667213540745805,0.3317842370950553,12138,0.9495405468187781,156,2026-06-18T04:16:12+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_155-step_125580.ckpt
navtest,epoch=149-step=120750.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_149-step_120750.ckpt/epoch=149-step=120750.ckpt,0.8682683455443351,0.3333653349632717,12138,0.9473008671884553,150,2026-06-18T03:15:51+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_149-step_120750.ckpt
navtest,epoch=140-step=113505.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_140-step_113505.ckpt/epoch=140-step=113505.ckpt,0.8636719820658748,0.34542605605543214,12138,0.947215323818277,141,2026-06-18T03:15:51+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_140-step_113505.ckpt
navtest,epoch=132-step=107065.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_132-step_107065.ckpt/epoch=132-step=107065.ckpt,0.8676401595071735,0.341882621216921,12138,0.9470223146936065,133,2026-06-18T00:33:09+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_132-step_107065.ckpt
navtest,epoch=134-step=108675.ckpt,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/checkpoint_snapshots/epoch_134-step_108675.ckpt/epoch=134-step=108675.ckpt,0.864335986422284,0.3557501054575482,12138,0.9454742768691432,135,2026-06-18T00:33:09+00:00,/mnt/project/VLA-AD/outputs/two_expert_slot_stage2_prefuse_v2_dual_val6000_navtest_watch_20260617T020404Z/navtest_elite_full103k_top3/navtest/epoch_134-step_108675.ckpt
