model,token,pairwise_ADE,pre_final_noise_mean_pairwise_ADE,residual_pairwise_ADE,mean_to_output_ADE,cache_parity,x_residual_std,y_residual_std
official_il,263c5bd9fb2c5762,1.9840099811553955,0.3371910452842712,1.9452250003814695,1.3859245777130127,3.993511199951172e-06,1.3408468961715698,0.8064711093902588
official_il,aff746599fd8582d,2.016655445098877,0.3761608898639679,1.9574565887451167,1.382785081863403,7.62939453125e-06,1.3420324325561523,0.8303384780883789
official_il,946c91b5d1cd5a55,2.0163443088531494,0.4578348696231842,1.944840788841248,1.3673458099365234,5.7220458984375e-06,1.324648380279541,0.8459358811378479
official_il,acfc271e3c3d58fa,2.0370476245880127,0.4682852625846863,1.9388941526412964,1.3718868494033811,1.1444091796875e-05,1.312888741493225,0.8487638831138611
official_il,5d56faad4e2a53ee,1.9633123874664309,0.3314958810806274,1.9237531423568728,1.3625125885009766,3.814697265625e-06,1.308535933494568,0.8351643085479736
official_il,11054ab5a1295993,1.9755858182907104,0.3829216659069061,1.9140639305114744,1.3532383441925049,5.7220458984375e-06,1.3175486326217651,0.8188592791557312
official_il,751662b7a38a5704,1.920445680618286,0.2725287079811096,1.886945366859436,1.3305928707122805,4.0531158447265625e-06,1.2724261283874512,0.8261383175849915
official_il,d7bf37cb07855eff,1.9559446573257449,0.3424158692359924,1.9161124229431152,1.3562448024749756,4.291534423828125e-06,1.3053686618804932,0.8332185745239258
official_il,51917072a2835e88,2.0033175945281982,0.3633745014667511,1.9539120197296145,1.390155792236328,5.7220458984375e-06,1.3380069732666016,0.8447062373161316
official_il,71023e606ba25219,1.974545121192932,0.4027826189994812,1.9020665884017944,1.343791961669922,5.7220458984375e-06,1.2928662300109863,0.8389526009559631
official_il,d7f815f394c751e6,1.95813250541687,0.2929454445838928,1.9348279237747192,1.3672761917114258,4.291534423828125e-06,1.3101511001586914,0.8419306874275208
official_il,fd969a1af5b25d83,2.0004425048828125,0.3878905475139618,1.946568489074707,1.3788208961486816,4.76837158203125e-06,1.339106202125549,0.8253675103187561
official_il,2bdd7e6fdc0e5977,2.016609907150269,0.3272946774959564,1.9701610803604128,1.3968937397003174,3.814697265625e-06,1.3362176418304443,0.8591378331184387
official_il,0f276bab4fa85df0,1.9790003299713133,0.3786446750164032,1.9307726621627808,1.3646047115325928,7.62939453125e-06,1.3030056953430176,0.8493040800094604
official_il,851806dd87395ba2,2.001574993133545,0.3797940909862518,1.9746297597885127,1.399695634841919,3.814697265625e-06,1.3425931930541992,0.8480080962181091
official_il,8918e19570455363,1.937683343887329,0.2501555383205414,1.902869462966919,1.3488740921020508,4.76837158203125e-06,1.2906672954559326,0.8272337913513184
official_il,d212f493c8995eda,1.934391021728516,0.2102702111005783,1.9211775064468384,1.3606799840927124,4.0531158447265625e-06,1.3244497776031494,0.8086866140365601
official_il,e14a2e4d5fed5bbe,1.9836091995239256,0.4000209867954254,1.946530103683472,1.3838577270507812,4.76837158203125e-06,1.3039320707321167,0.8636730313301086
official_il,25095144b96e5804,1.965338945388794,0.3732061982154846,1.9248547554016116,1.3621914386749268,5.7220458984375e-06,1.3270721435546875,0.8064817190170288
official_il,5c722cde25ba50d9,1.924107789993286,0.2095485031604766,1.9043540954589844,1.359512448310852,3.933906555175781e-06,1.2797995805740356,0.8331973552703857
official_il,c23a63adc5a950d8,1.977092146873474,0.3678038716316223,1.924607276916504,1.3604111671447754,4.291534423828125e-06,1.3117893934249878,0.8406860828399658
official_il,4c8981852b90598b,2.00200629234314,0.3024858236312866,1.9549118280410769,1.3847843408584597,4.76837158203125e-06,1.345510721206665,0.8302955031394958
official_il,f176680da7b25594,1.9508565664291384,0.3680207431316376,1.9118866920471191,1.348353385925293,3.814697265625e-06,1.311362385749817,0.8387486338615417
official_il,5bca03887dcf5725,1.970741868019104,0.2544580101966858,1.9409644603729248,1.3677978515625,4.291534423828125e-06,1.3231747150421145,0.827988862991333
official_il,b3477cbd1ba75b6a,1.9817627668380735,0.3325797915458679,1.9522746801376345,1.3848458528518677,3.814697265625e-06,1.3337315320968628,0.8377167582511902
official_il,79dae39b861857a6,1.9950743913650515,0.3015963137149811,1.958960056304932,1.381525635719299,4.76837158203125e-06,1.3431302309036257,0.8403769731521606
official_il,b99276420cf55c2d,1.9669123888015747,0.3279323875904083,1.9202632904052732,1.354467749595642,4.291534423828125e-06,1.3027501106262207,0.8436325788497925
official_il,c59206d1fe965b72,2.05872654914856,0.2765629291534424,2.0365805625915527,1.4338058233261108,4.291534423828125e-06,1.3990894556045532,0.8595139384269714
official_il,89a7b788217c5f67,1.995321035385132,0.2969367802143097,1.9622023105621336,1.38373863697052,4.291534423828125e-06,1.3603571653366089,0.8171386122703552
official_il,efca1a10bbb859ef,2.0485599040985107,0.3682175278663635,2.002485513687134,1.4191304445266724,5.7220458984375e-06,1.358237385749817,0.8583455681800842
official_il,481b84c931245f5d,2.0039682388305664,0.4797644019126892,1.935802102088928,1.3744499683380127,7.62939453125e-06,1.3090622425079346,0.8436181545257568
official_il,2eed49e143195847,1.9640929698944087,0.3330997228622436,1.9308712482452397,1.370789885520935,5.7220458984375e-06,1.3024379014968872,0.8503105044364929
official_il,54f9582c839c5708,2.0416269302368164,0.4049690067768097,1.978395700454712,1.4014058113098145,5.7220458984375e-06,1.364669680595398,0.8241898417472839
official_il,3e1deb4dc9735514,1.9849562644958496,0.3246455490589142,1.9373985528945925,1.3788836002349854,5.7220458984375e-06,1.31169855594635,0.8427919149398804
official_il,1efaaa346d9c5991,1.94152307510376,0.2399224936962127,1.9163137674331665,1.3465434312820437,3.814697265625e-06,1.291140913963318,0.8533394932746887
official_il,0f9def181e1452a9,1.9841281175613403,0.3791974186897278,1.934653401374817,1.3662647008895874,3.814697265625e-06,1.343289494514465,0.8099417686462402
