model,token,pairwise_ADE,pre_final_noise_mean_pairwise_ADE,residual_pairwise_ADE,mean_to_output_ADE,cache_parity,x_residual_std,y_residual_std
official_il,263c5bd9fb2c5762,1.9840099811553955,0.33719104528427124,1.9452250003814697,1.3859245777130127,3.993511199951172e-06,1.3408468961715698,0.8064711093902588
official_il,aff746599fd8582d,2.016655445098877,0.3761608898639679,1.9574565887451172,1.3827850818634033,7.62939453125e-06,1.3420324325561523,0.8303384780883789
official_il,946c91b5d1cd5a55,2.0163443088531494,0.4578348696231842,1.9448407888412476,1.3673458099365234,5.7220458984375e-06,1.324648380279541,0.8459358811378479
official_il,acfc271e3c3d58fa,2.0370476245880127,0.4682852625846863,1.9388941526412964,1.3718868494033813,1.1444091796875e-05,1.312888741493225,0.8487638831138611
official_il,5d56faad4e2a53ee,1.9633123874664307,0.33149588108062744,1.9237531423568726,1.3625125885009766,3.814697265625e-06,1.3085359334945679,0.8351643085479736
official_il,11054ab5a1295993,1.9755858182907104,0.38292166590690613,1.9140639305114746,1.3532383441925049,5.7220458984375e-06,1.3175486326217651,0.8188592791557312
official_il,751662b7a38a5704,1.9204456806182861,0.2725287079811096,1.886945366859436,1.3305928707122803,4.0531158447265625e-06,1.2724261283874512,0.8261383175849915
official_il,d7bf37cb07855eff,1.9559446573257446,0.34241586923599243,1.9161124229431152,1.3562448024749756,4.291534423828125e-06,1.3053686618804932,0.8332185745239258
official_il,51917072a2835e88,2.0033175945281982,0.3633745014667511,1.9539120197296143,1.3901557922363281,5.7220458984375e-06,1.3380069732666016,0.8447062373161316
official_il,71023e606ba25219,1.9745451211929321,0.4027826189994812,1.9020665884017944,1.3437919616699219,5.7220458984375e-06,1.2928662300109863,0.8389526009559631
official_il,d7f815f394c751e6,1.9581325054168701,0.2929454445838928,1.9348279237747192,1.3672761917114258,4.291534423828125e-06,1.3101511001586914,0.8419306874275208
official_il,fd969a1af5b25d83,2.0004425048828125,0.3878905475139618,1.946568489074707,1.3788208961486816,4.76837158203125e-06,1.3391062021255493,0.8253675103187561
official_il,2bdd7e6fdc0e5977,2.0166099071502686,0.3272946774959564,1.9701610803604126,1.3968937397003174,3.814697265625e-06,1.3362176418304443,0.8591378331184387
official_il,0f276bab4fa85df0,1.9790003299713135,0.3786446750164032,1.9307726621627808,1.3646047115325928,7.62939453125e-06,1.3030056953430176,0.8493040800094604
official_il,851806dd87395ba2,2.001574993133545,0.37979409098625183,1.9746297597885132,1.399695634841919,3.814697265625e-06,1.3425931930541992,0.8480080962181091
official_il,8918e19570455363,1.937683343887329,0.2501555383205414,1.902869462966919,1.3488740921020508,4.76837158203125e-06,1.2906672954559326,0.8272337913513184
official_il,d212f493c8995eda,1.9343910217285156,0.2102702111005783,1.9211775064468384,1.3606799840927124,4.0531158447265625e-06,1.3244497776031494,0.8086866140365601
official_il,e14a2e4d5fed5bbe,1.9836091995239258,0.4000209867954254,1.9465301036834717,1.3838577270507812,4.76837158203125e-06,1.3039320707321167,0.8636730313301086
official_il,25095144b96e5804,1.965338945388794,0.3732061982154846,1.9248547554016113,1.3621914386749268,5.7220458984375e-06,1.3270721435546875,0.8064817190170288
official_il,5c722cde25ba50d9,1.9241077899932861,0.20954850316047668,1.9043540954589844,1.359512448310852,3.933906555175781e-06,1.2797995805740356,0.8331973552703857
official_il,c23a63adc5a950d8,1.9770921468734741,0.3678038716316223,1.924607276916504,1.3604111671447754,4.291534423828125e-06,1.3117893934249878,0.8406860828399658
official_il,4c8981852b90598b,2.0020062923431396,0.3024858236312866,1.9549118280410767,1.3847843408584595,4.76837158203125e-06,1.345510721206665,0.8302955031394958
official_il,f176680da7b25594,1.9508565664291382,0.3680207431316376,1.9118866920471191,1.348353385925293,3.814697265625e-06,1.311362385749817,0.8387486338615417
official_il,5bca03887dcf5725,1.970741868019104,0.2544580101966858,1.9409644603729248,1.3677978515625,4.291534423828125e-06,1.3231747150421143,0.827988862991333
official_il,b3477cbd1ba75b6a,1.9817627668380737,0.3325797915458679,1.9522746801376343,1.3848458528518677,3.814697265625e-06,1.3337315320968628,0.8377167582511902
official_il,79dae39b861857a6,1.9950743913650513,0.3015963137149811,1.9589600563049316,1.3815256357192993,4.76837158203125e-06,1.3431302309036255,0.8403769731521606
official_il,b99276420cf55c2d,1.9669123888015747,0.3279323875904083,1.9202632904052734,1.354467749595642,4.291534423828125e-06,1.3027501106262207,0.8436325788497925
official_il,c59206d1fe965b72,2.0587265491485596,0.2765629291534424,2.0365805625915527,1.4338058233261108,4.291534423828125e-06,1.3990894556045532,0.8595139384269714
official_il,89a7b788217c5f67,1.9953210353851318,0.2969367802143097,1.9622023105621338,1.38373863697052,4.291534423828125e-06,1.3603571653366089,0.8171386122703552
official_il,efca1a10bbb859ef,2.0485599040985107,0.3682175278663635,2.002485513687134,1.4191304445266724,5.7220458984375e-06,1.358237385749817,0.8583455681800842
official_il,481b84c931245f5d,2.0039682388305664,0.4797644019126892,1.9358021020889282,1.3744499683380127,7.62939453125e-06,1.3090622425079346,0.8436181545257568
official_il,2eed49e143195847,1.9640929698944092,0.33309972286224365,1.9308712482452393,1.370789885520935,5.7220458984375e-06,1.3024379014968872,0.8503105044364929
official_il,54f9582c839c5708,2.0416269302368164,0.4049690067768097,1.978395700454712,1.4014058113098145,5.7220458984375e-06,1.364669680595398,0.8241898417472839
official_il,3e1deb4dc9735514,1.9849562644958496,0.3246455490589142,1.9373985528945923,1.3788836002349854,5.7220458984375e-06,1.31169855594635,0.8427919149398804
official_il,1efaaa346d9c5991,1.9415230751037598,0.23992249369621277,1.9163137674331665,1.3465434312820435,3.814697265625e-06,1.2911409139633179,0.8533394932746887
official_il,0f9def181e1452a9,1.9841281175613403,0.3791974186897278,1.934653401374817,1.3662647008895874,3.814697265625e-06,1.3432894945144653,0.8099417686462402
official_il,3cc4a3645d6e5d99,2.0153145790100098,0.32613497972488403,1.9835631847381592,1.4038114547729492,6.67572021484375e-06,1.3518357276916504,0.852540135383606
official_il,8fc8b66500535388,1.994249701499939,0.33664360642433167,1.9595344066619873,1.3787825107574463,4.291534423828125e-06,1.3615806102752686,0.8119847774505615
official_il,0b66798de45c55aa,2.014108657836914,0.35553911328315735,1.962947130203247,1.3869822025299072,4.76837158203125e-06,1.3089078664779663,0.8796190023422241
official_il,e18dcf6d661f5d1a,1.996512770652771,0.4251728951931,1.9191350936889648,1.3549473285675049,3.814697265625e-06,1.321187973022461,0.8167644143104553
official_il,3d53eff55b2855c2,1.9489789009094238,0.3816053867340088,1.8900843858718872,1.3374269008636475,5.7220458984375e-06,1.2626458406448364,0.8391754627227783
official_il,578aaaaef50350d6,2.010190725326538,0.2709956765174866,1.979513168334961,1.3969768285751343,4.76837158203125e-06,1.3489494323730469,0.8568004369735718
official_il,3e84eab85ecd586f,2.005488395690918,0.44483309984207153,1.9174355268478394,1.3516952991485596,7.62939453125e-06,1.2932389974594116,0.845054030418396
official_il,2178bfdeb0b657a4,1.9888266324996948,0.21285109221935272,1.9675272703170776,1.3971712589263916,4.0531158447265625e-06,1.3517870903015137,0.8235944509506226
official_il,efad2708409b5834,1.8986573219299316,0.24230533838272095,1.8701797723770142,1.320741891860962,4.0531158447265625e-06,1.27394700050354,0.8177242279052734
official_il,8a9328949ae7553a,1.9825403690338135,0.374786376953125,1.9242690801620483,1.35475492477417,4.76837158203125e-06,1.3152996301651,0.8281551599502563
official_il,985d0eb18f855ade,2.017697811126709,0.3146399259567261,1.9698197841644287,1.382765293121338,4.291534423828125e-06,1.3439116477966309,0.8530679941177368
official_il,0eea4103d56352dd,1.928562045097351,0.26893869042396545,1.9142547845840454,1.358675479888916,4.0531158447265625e-06,1.30283522605896,0.8340418338775635
official_il,e232108230b85dd7,1.9766182899475098,0.4385336935520172,1.9099024534225464,1.3400994539260864,7.62939453125e-06,1.3024758100509644,0.8321700692176819
official_il,f0ad8f6cb73a59fb,1.956045389175415,0.27851951122283936,1.9284906387329102,1.3641211986541748,4.291534423828125e-06,1.3012927770614624,0.8428751826286316
official_il,726ddca8d31e5e81,1.9149539470672607,0.2996702492237091,1.8740004301071167,1.3402299880981445,4.0531158447265625e-06,1.2563799619674683,0.8245008587837219
official_il,165e96e510d1580d,1.9803459644317627,0.3747779130935669,1.9462392330169678,1.3700459003448486,4.76837158203125e-06,1.3352197408676147,0.8368921875953674
official_il,4fa9eec154e55b34,2.0338313579559326,0.32231393456459045,1.9881939888000488,1.4054014682769775,5.7220458984375e-06,1.3708484172821045,0.835202157497406
official_il,a8263f179cca558d,1.980173945426941,0.29330214858055115,1.9480000734329224,1.3713176250457764,4.291534423828125e-06,1.329098105430603,0.8511539697647095
official_il,089b0ec6d7d35c09,1.92177152633667,0.37120139598846436,1.8797235488891602,1.3267607688903809,3.814697265625e-06,1.290940523147583,0.8127886056900024
official_il,1b16b06ffc2f5ba0,1.9366106986999512,0.2916885316371918,1.9052734375,1.3436455726623535,4.76837158203125e-06,1.3144737482070923,0.8111345171928406
official_il,d6af2b0d7d965708,1.9916523694992065,0.3807561695575714,1.9329417943954468,1.3603922128677368,4.76837158203125e-06,1.3117825984954834,0.8446424603462219
official_il,8beb214f348d5431,1.994400143623352,0.397370845079422,1.93666410446167,1.3666597604751587,3.814697265625e-06,1.2962970733642578,0.8594492673873901
official_il,234dcc3673e85687,1.9340214729309082,0.27191704511642456,1.898001790046692,1.3339862823486328,4.76837158203125e-06,1.2992165088653564,0.8164768218994141
official_il,c5a1a4e21a4952b7,1.9724369049072266,0.3069790005683899,1.9256720542907715,1.3635871410369873,4.76837158203125e-06,1.3100703954696655,0.8308942914009094
official_il,60f07c83edbf523b,2.015688419342041,0.44871166348457336,1.9594076871871948,1.3856064081192017,3.814697265625e-06,1.3361510038375854,0.8399685025215149
official_il,b6c1912453605bb9,2.0143520832061768,0.3078761696815491,1.989835500717163,1.406788945198059,3.814697265625e-06,1.350479006767273,0.8541590571403503
official_il,c05082561ab75f59,1.987579345703125,0.382292240858078,1.945091724395752,1.3799405097961426,4.76837158203125e-06,1.319533109664917,0.8524712920188904
official_il,48eb1ac181405aa8,2.0025479793548584,0.31113699078559875,1.9744995832443237,1.3912644386291504,3.814697265625e-06,1.374003529548645,0.8225701451301575
