grouping,G,metric,scenes,mean_difference,median_difference,ci_low,ci_high,log_ci_low,log_ci_high,scene_win_fraction,scene_tie_fraction,bootstrap_sign_tail,holm_primary_bootstrap_sign_tail
prefix,16,native_nonzero_advantage_on_constant_reward,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
prefix,16,native_mean_advantage,5000,1.4162766469283383e-08,3.0850060284137726e-09,4.7168968636146504e-09,2.3551665595311634e-08,4.328371961918739e-09,2.3753562247680674e-08,0.5054,0.0154,0.001999333555481506,
prefix,16,no_reward_contrast_but_outcome_difference,5000,-0.0008,0.0,-0.0018,0.0002,-0.0018003656999687132,0.0,0.0002,0.9988,0.12729090303232257,
prefix,16,near_tie_different_outcome_pair_fraction,5000,-0.024095000000000002,0.0,-0.026155083333333336,-0.022049958333333338,-0.026370413087669037,-0.021836350257162962,0.1676,0.3778,0.0006664445184938354,
prefix,16,outcome_difference_given_near_tie,4999,-0.07687447137992781,0.0,-0.08264231192616114,-0.07115540695669118,-0.08348761074742612,-0.07031300291781155,0.19343868773754752,0.3280656131226245,0.0006664445184938354,
prefix,16,zero_reward_masked_fraction,5000,-0.087825,0.0,-0.0920375,-0.083749375,-0.09318755373415108,-0.08226971770921923,0.063,0.4746,0.0006664445184938354,
prefix,16,masked_pair_outcome_difference,1390,-0.015189289128138047,0.0,-0.032977132537658854,0.002279850028910163,-0.0325376685275521,0.002127266161768061,0.43237410071942445,0.18201438848920864,0.09796734421859381,
prefix,16,positive_infeasible_rate,3739,0.01137109153958579,0.0,0.005067699025554105,0.017996421296320782,0.002107695663503129,0.02060539442221293,0.18641347953998394,0.633859320673977,0.0006664445184938354,0.005331556147950683
prefix,16,infeasible_among_positive,4981,-0.0045840689235589855,0.0,-0.008680340995049366,-0.0003421884356749438,-0.010316965321183175,0.0010894576653543838,0.13170046175466774,0.7237502509536238,0.031322892369210265,
prefix,16,positive_infeasible_adv_mass,4981,0.0079729422071212,0.0,0.004639863916485454,0.011466573338824153,0.0028386810299543723,0.013293355902662327,0.1339088536438466,0.7141136318008432,0.0006664445184938354,
prefix,16,positive_count,5000,0.7082,0.0,0.6392,0.7778,0.630709668308355,0.7832295586332774,0.492,0.2378,0.0006664445184938354,
prefix,16,infeasible_count,5000,-1.2928,-1.0,-1.366805,-1.219395,-1.3860691399480032,-1.1969584525170396,0.1662,0.3122,0.0006664445184938354,
prefix,16,positive_infeasible_count,5000,0.0352,0.0,-0.008004999999999998,0.0794,-0.029108601502110632,0.0995800515498131,0.132,0.741,0.10396534488503832,
prefix,16,positive_reward_winner_infeasible,5000,0.0212,0.0,0.015995000000000002,0.0266,0.015148444100886262,0.027718135970193118,0.0296,0.962,0.0006664445184938354,
prefix,16,unsafe_reward_winner_with_safe_alternative,5000,0.0206,0.0,0.0158,0.0262,0.01461197772378183,0.027027317016587404,0.0278,0.965,0.0006664445184938354,
