scope,model,protocol,scenes,groups,mean_PDMS,max_PDMS,min_PDMS,std_PDMS,range_PDMS,P10_PDMS,CVaR25_PDMS,feasible_rate,safe_count,hard_failure_rate,zero_score_rate,all_safe_group,no_safe_group,best_safe_PDMS,pairwise_ADE,Spread_AUC,endpoint_spread,nonredundant_0p1m,HQ_mass,Hit16,D_HQ,zero_variance_group,train_reward_mean,train_reward_min,train_reward_max,vanilla_proxy_positive_infeasible_count,infeasible_count,vanilla_proxy_positive_count,best_is_unsafe,NC,DAC,EP,TTC,Comfort,DDC,center_shift_IL_eval,center_shift_own_eval,CRN_shift_own_eval,GT_center_distance,HQ_threshold,center_shift_SFT_parent,CRN_shift_SFT_parent,vanilla_proxy_PIA_rate
FULL1000,psi_sft,clip_only,256,1024,91.26728191884483,96.3941362477388,75.99427978322328,7.113883962755087,20.399856464515523,84.01800611207855,83.11705092339912,0.89715576171875,14.3544921875,0.04388427734375,0.04217529296875,0.6875,0.0322265625,97.89506433623373,0.5111280984274345,0.41881035995902494,0.6168700787238777,15.916015625,0.40118408203125,0.576171875,0.5306907617011849,0.279296875,90.4356313440677,75.94413028219756,95.587218085043,0.271484375,1.6455078125,7.103515625,0.0458984375,98.0224609375,97.589111328125,88.52327858287084,94.64111328125,99.91455078125,97.784423828125,0.45173007,0.07326099,0.21279633,0.6433579946300025,92.93519311787456,,,0.16498516320474776
FULL1000,psi_sft,eval,1000,4000,92.60146978191746,96.12848335072495,85.97540597951914,3.5799563562292804,10.153077371205798,89.25732028692127,88.82687272876603,0.91871875,14.6995,0.030328125,0.028796875,0.83225,0.038,97.28729400100333,0.30701064643636344,0.25043226197361945,0.4017404031008482,15.398,0.429578125,0.56125,0.3010926643651304,0.3105,91.51586175094229,85.02998491226232,95.0990353186705,0.2165,1.3005,6.10375,0.0435,99.1359375,97.85625,88.97276386078796,96.4828125,100.0,97.97890625,0.4411151,0.0,0.0,0.6008669656756096,93.17669863814972,,,0.16647443291041908
FULL1000,psi_sft,floor_and_clip,256,1024,66.05343082408905,97.11287970413575,17.643377636325575,29.397112707458696,79.46950206781015,31.77040620700933,30.818139059412346,0.625732421875,10.01171875,0.2193603515625,0.21319580078125,0.11328125,0.025390625,97.84679435928959,2.2609934241045266,1.8091263631358743,1.8859995603561401,16.0,0.143310546875,0.5576171875,2.088911303857557,0.0078125,67.54963901268454,20.009601600577817,96.44146778840846,1.23046875,5.98828125,9.458984375,0.083984375,92.5048828125,84.649658203125,71.34895219711208,79.52880859375,62.701416015625,94.2657470703125,0.53171563,0.24391651,1.5528421,0.7157323088349112,92.93519311787456,,,0.2054794520547945
FULL1000,psi_sft,floor_only,256,1024,77.72730157200708,97.30510360259169,35.100923719565685,22.718646171369393,62.204179883026,50.48890287071434,49.50618444908554,0.74468994140625,11.9150390625,0.130859375,0.127197265625,0.263671875,0.0244140625,98.23849571834673,1.5524396381806582,1.2279907139018178,1.3081432525068521,16.0,0.226806640625,0.58203125,1.5082999963221668,0.0126953125,78.3142758176497,38.978877820583754,96.64351023307061,0.7314453125,4.0849609375,10.37890625,0.0595703125,96.124267578125,90.61279296875,79.8592619114536,86.614990234375,81.414794921875,96.5728759765625,0.48277092,0.1489658,1.092451,0.6698082022448058,92.93519311787456,,,0.1790580922782692
FULL1000,psi_sft,native_grpo,1000,4000,65.7063664057178,97.49787918845513,17.10581874586019,29.832412474022,80.39206044259494,30.391604255913688,29.77175869465919,0.623640625,9.97825,0.220515625,0.2146875,0.10925,0.02325,97.77906407010174,2.2587595948278905,1.8070611623525619,1.8876781511306762,16.0,0.15909375,0.585,2.0890753793624017,0.00425,67.11914411689571,19.324597757169403,96.77162964593197,1.29825,6.02175,9.54425,0.07425,92.08359375,85.0125,70.69350129842651,78.30625,63.484375,94.9203125,0.54242504,0.251175,1.5570933,0.7038426735113683,93.17669863814972,,,0.21559347365798978
FULL1000,v6_grpo_300,eval,1000,4000,94.96842867175194,96.68328706716855,92.84184117764143,1.3094268076472273,3.8414458895271353,93.82269730291047,93.69505050337155,0.958578125,15.33725,0.00775,0.00775,0.92575,0.02775,97.16334537418501,0.2095982012259774,0.19840640088915826,0.38651628870889543,4.192,0.3986875,0.54,0.23418803281162764,0.374,93.55064930129686,91.50318754490556,95.57934644776738,0.06975,0.66275,4.057,0.03125,99.9875,99.2359375,90.14797881220464,98.85625,99.98125,98.4890625,0.5586251,0.0,0.0,0.4905920950703595,93.17669863814972,0.5110165283046663,0.5118337185904384,0.1052433044134289
FULL1000,v6_grpo_300,native_grpo,1000,4000,94.66886723641383,97.54449698670373,88.633926711681,2.971321858281764,8.910570275022742,92.13941012742964,91.56839622042378,0.95053125,15.2085,0.01078125,0.01059375,0.867,0.02275,97.64731479741764,0.3976690418124199,0.3539809934347868,0.6479376713633538,10.8865,0.4171875,0.595,0.390975236482586,0.34125,93.38555153964307,87.57510241649082,96.61281927534644,0.115,0.7915,5.00025,0.0285,99.92578125,99.003125,90.31233727718192,98.325,99.978125,98.47578125,0.6180985,0.09515926,0.18522777,0.5759426040445109,93.17669863814972,0.6013277682941407,0.6032062996234745,0.14529374605180037
FULL1000,v6_grpo_3300,eval,1000,4000,95.90922743095621,97.51159997316628,92.69461673855298,1.6860909413629726,4.816983234613316,94.36010801043244,94.1474480093408,0.946109375,15.13775,0.01009375,0.00975,0.902,0.0305,97.97388191245041,0.19893644027458504,0.17593636211473496,0.3578307506646961,5.29025,0.575375,0.6165,0.17623374898698954,0.44925,95.19556372605584,92.02328245442773,96.77078819741122,0.107,0.86225,5.2595,0.035,99.7828125,99.175,93.4954099830467,97.840625,99.9984375,98.3734375,1.0220916,0.0,0.0,1.0280252153810105,93.17669863814972,1.065278972422704,1.0679282432887702,0.12409394027254277
FULL1000,v6_grpo_3300,native_grpo,1000,4000,95.35353176886706,97.85907234985737,87.66801692398015,3.4320443808600056,10.19105542587721,92.37352416157984,91.66314781159754,0.939265625,15.02825,0.01453125,0.013984375,0.83625,0.02575,98.11878803553515,0.33736537395417693,0.28801142969727517,0.5298028236180544,11.89575,0.565328125,0.625,0.30707551055706167,0.3935,94.65140146781232,87.27690624561903,97.14074919979862,0.16175,0.97175,6.078,0.0325,99.70546875,98.81875,92.98756894060236,97.5515625,99.9984375,98.31484375,1.0166014,0.039891213,0.14996825,1.0256350320717984,93.17669863814972,1.062812149560079,1.06769008557871,0.1664522768201698
FULL1000,v6_sft,clip_only,256,1024,94.78021035236384,96.06030804955257,93.10533028835738,0.9188973811781691,2.9549777611951824,94.10677810777594,93.93434740195164,0.97601318359375,15.6162109375,0.00250244140625,0.00244140625,0.9482421875,0.0126953125,96.05791615347553,0.181503556221287,0.1960844476125203,0.268152621210902,3.6767578125,0.19012451171875,0.302734375,0.26068413155480175,0.373046875,92.87179455535923,91.26588908356338,94.43808195230952,0.052734375,0.3837890625,4.396484375,0.017578125,99.9969482421875,99.755859375,88.2933053958526,99.52392578125,100.0,98.86474609375,0.45960504,0.0385497,0.066217065,0.18808552391061198,92.93519311787456,,,0.13740458015267176
FULL1000,v6_sft,eval,1000,4000,93.7182420370097,94.46291516244912,93.00519604645015,0.47905231282365296,1.4577191159989906,93.32841902463741,93.2822054251598,0.967734375,15.48375,0.008515625,0.008515625,0.95775,0.026,94.99605624696939,0.08301303234603256,0.08043456467799842,0.11291085049137473,2.0395,0.190796875,0.23775,0.0983948435911218,0.34825,91.57988949342544,90.8411591244002,92.43882140581054,0.079,0.51625,4.9845,0.02725,100.0,99.1484375,86.44784338882326,99.68125,99.9671875,98.5875,0.4137821,0.0,0.0,0.16864389246621664,93.17669863814972,,,0.15302663438256658
FULL1000,v6_sft,floor_and_clip,256,1024,94.56005165169512,96.15706667643167,91.17243172959594,1.5890724709548723,4.984634946835715,93.19625160117367,92.87515156957298,0.97332763671875,15.5732421875,0.0045166015625,0.00445556640625,0.9287109375,0.0126953125,96.15637292181464,0.27491825172910467,0.2578699037840124,0.3543387437821366,8.9716796875,0.1917724609375,0.3154296875,0.30070839455972115,0.3564453125,92.66007464338576,89.30685214766487,94.57468236672705,0.068359375,0.4267578125,5.05078125,0.017578125,99.9908447265625,99.560546875,88.10183096764803,99.462890625,100.0,98.8861083984375,0.45861012,0.044185795,0.14992961,0.18939686317500198,92.93519311787456,,,0.16018306636155608
FULL1000,v6_sft,floor_only,256,1024,94.69468362858731,95.564324088451,93.05531633561145,0.8453414348045261,2.5090077528395485,93.88616149722242,93.8244439311398,0.9757080078125,15.611328125,0.0028076171875,0.0028076171875,0.955078125,0.0146484375,95.56474663032462,0.1608043888991233,0.14192036251188256,0.19514324571355246,4.892578125,0.1815185546875,0.2490234375,0.15810613460295525,0.3740234375,92.7532051273071,91.10911387086323,93.73786930134258,0.078125,0.388671875,5.04296875,0.0166015625,100.0,99.71923828125,88.09365672423455,99.566650390625,100.0,98.84033203125,0.4533639,0.009946786,0.078727186,0.17412099542329235,92.93519311787456,,,0.20100502512562815
FULL1000,v6_sft,native_grpo,1000,4000,93.58594301492654,95.78527589629573,90.00239752361524,1.8627203374417798,5.782878372680483,92.21143186231019,91.83321702057701,0.96440625,15.4305,0.010078125,0.01,0.918,0.019,95.75193525446727,0.2666405666526407,0.24836416220664978,0.3420718889683485,8.87875,0.200140625,0.33725,0.2969466855210251,0.3185,91.49964013871983,87.95191415098624,94.04980126535867,0.0925,0.5695,5.3735,0.0235,99.98671875,99.0078125,86.49420192833355,99.51875,99.9640625,98.58828125,0.4181585,0.043061536,0.14726058,0.1830956791991302,93.17669863814972,,,0.16242317822651448
COMMON_TRAIN835,a5_grpo_300,eval,835,3340,96.7076997007376,98.67381410517211,92.84492751266043,2.120079562134283,5.828886592511699,94.51987354260017,94.33326691484059,0.9399139221556886,15.038622754491017,0.008345808383233533,0.0068862275449101795,0.8787425149700598,0.029940119760479042,99.10965916473397,0.4619302044260109,0.41754768944518295,0.7915862840248975,7.569161676646707,0.5710703592814371,0.6110778443113772,0.5428434942228099,0.4754491017964072,96.39158520625446,92.59597374806023,98.39191508754134,0.18892215568862275,0.9613772455089821,5.165868263473054,0.04131736526946108,99.7127619760479,99.52282934131736,95.67438424694659,97.2997754491018,99.85965568862275,97.99120508982035,1.4712198,0.0,0.0,1.4915473276689941,94.10097389476556,1.5514470629572512,1.5535708953609724,0.19651199003425723
COMMON_TRAIN835,a5_grpo_300,native_grpo,835,3340,96.13568599563054,98.98313846180052,87.75052323945684,3.7845505207871915,11.232615222343693,92.67530017662547,91.88255497920613,0.927563622754491,14.841017964071856,0.012256736526946107,0.010497754491017964,0.8065868263473054,0.02694610778443114,99.29488045757489,0.665043141862411,0.5836207377518009,1.0486072747293347,13.495508982035927,0.5638660179640719,0.6170658682634731,0.7282413367543695,0.4212574850299401,95.94662010232028,87.86864992734871,98.73878793761763,0.2652694610778443,1.1589820359281438,6.172754491017964,0.04161676646706587,99.5939371257485,99.25711077844312,95.5461542731296,96.45958083832335,99.86714071856288,97.84805389221557,1.6128396,0.1763177,0.28000227,1.64803644468413,94.10097389476556,1.6500075255548525,1.6537831605640714,0.22888142598811675
COMMON_TRAIN835,a5_grpo_4842,eval,835,3340,98.39550999859574,99.16170430905792,96.71609487697955,0.8712993581231412,2.4456094320783706,97.4929115337695,97.42742289781467,0.9625374251497006,15.40059880239521,0.005183383233532934,0.004098053892215569,0.9374251497005988,0.025149700598802394,99.26627120069915,0.3207707972067804,0.27901537220055117,0.4635726409668694,7.766467065868263,0.6023016467065868,0.615568862275449,0.3511841591186676,0.6281437125748504,98.06627036786605,96.3818627217098,98.86583686886375,0.055089820359281436,0.5994011976047904,3.57814371257485,0.02904191616766467,99.90924401197604,99.61077844311377,97.31968565512251,99.41616766467065,100.0,98.02395209580838,1.8249187,0.0,0.0,1.8519750881767076,94.10097389476556,1.9061544986832106,1.9093933283658084,0.0919080919080919
COMMON_TRAIN835,a5_grpo_4842,native_grpo,835,3340,97.89324314250732,99.2609281674041,93.12137809268214,2.0608674021857696,6.139550074721964,95.99279829123812,95.55348703195759,0.9555763473053892,15.289221556886227,0.008813622754491018,0.007672155688622754,0.8877245508982036,0.024550898203592814,99.3667156922886,0.5057976093076303,0.43297357244227463,0.6863520747530246,13.637425149700599,0.5973989520958084,0.6179640718562874,0.5372096494387842,0.5508982035928144,97.58845315786166,92.97128685997534,99.00591761005835,0.09431137724550898,0.7107784431137725,4.728443113772455,0.030239520958083833,99.84936377245509,99.30014970059881,96.90280804508228,99.06624251497006,99.99438622754491,97.98839820359281,1.8832964,0.09733726,0.21262427,1.915028658250265,94.10097389476556,1.9075507217248577,1.9146488452675992,0.13268744734625104
COMMON_TRAIN835,a5_sft,clip_only,205,820,95.3131369552719,97.18617016771917,93.12660490658429,1.2248407025115489,4.059565261134867,94.4743263357542,94.2103390045236,0.9774390243902439,15.639024390243902,0.003125,0.003048780487804878,0.9463414634146341,0.014634146341463415,97.18866017695116,0.20303469832259707,0.2351271382919172,0.44151311331405874,3.4292682926829268,0.2096798780487805,0.41097560975609754,0.5656859120155057,0.40853658536585363,93.56304055091466,91.4082915754361,96.02753435442703,0.05121951219512195,0.36097560975609755,3.597560975609756,0.020731707317073172,99.98094512195122,99.71036585365853,89.36516994941964,99.80182926829268,100.0,98.8719512195122,0.38975152,0.05895575,0.07823609,0.20147434322422417,94.38570537810453,,,0.14189189189189189
COMMON_TRAIN835,a5_sft,eval,835,3340,94.52476697054294,95.56237992954482,93.47058479648554,0.7003416566343504,2.091795133059273,93.92996727953086,93.86981175171809,0.9695733532934132,15.513173652694611,0.005426646706586827,0.004528443113772455,0.9583832335329341,0.024850299401197606,95.68000437050003,0.08493608737219414,0.08718566211933147,0.15905086665810225,1.9703592814371258,0.20537050898203593,0.28263473053892213,0.2194805925814546,0.37964071856287424,92.53762892495108,91.44772943441849,93.81085549757509,0.07604790419161676,0.4868263473053892,4.471856287425149,0.026347305389221556,99.95415419161677,99.54715568862275,87.78653286962557,99.77170658682634,99.92327844311377,98.45527694610779,0.41443118,0.0,0.0,0.20811626706387173,94.10097389476556,,,0.15621156211562115
COMMON_TRAIN835,a5_sft,floor_and_clip,205,820,94.93131082240654,97.25477937986565,89.43778618217287,2.3527209943615803,7.816993197692766,93.27233867609182,92.5372486869189,0.9732469512195122,15.571951219512195,0.006707317073170732,0.00663109756097561,0.9048780487804878,0.014634146341463415,97.25637747380972,0.3110798930522145,0.3085905829217376,0.5394259987807856,9.860975609756098,0.20914634146341463,0.4304878048780488,0.6391004138863555,0.3780487804878049,93.20333192144625,87.76439254412928,96.12439441863383,0.05853658536585366,0.42804878048780487,4.602439024390244,0.020731707317073172,99.95807926829268,99.375,89.05852962586441,99.6798780487805,99.97713414634147,98.88719512195122,0.387565,0.06534581,0.1728457,0.2013636703144885,94.38570537810453,,,0.13675213675213677
COMMON_TRAIN835,a5_sft,floor_only,205,820,95.07942600344374,96.21263629228224,92.77434198289012,1.1251113505888095,3.438294309392115,94.14964083007435,93.87133290161064,0.9776676829268293,15.642682926829268,0.004496951219512195,0.004496951219512195,0.9512195121951219,0.014634146341463415,96.21382970360578,0.1707803349941969,0.1550117832494945,0.254514024461188,5.469512195121951,0.18879573170731706,0.2804878048780488,0.254520970597571,0.4024390243902439,93.25730658161926,90.89663201027815,94.65313358910433,0.04024390243902439,0.3573170731707317,4.7109756097560975,0.01951219512195122,99.9923780487805,99.5579268292683,88.88421996924058,99.9314024390244,99.9923780487805,98.89481707317073,0.40521643,0.010795298,0.08617738,0.20376502773114816,94.38570537810453,,,0.11262798634812286
COMMON_TRAIN835,a5_sft,native_grpo,835,3340,94.33480130746608,97.07222941096451,89.63556428918487,2.3326147237401043,7.43666512177965,92.44195155071654,91.9911527543587,0.9642028443113773,15.427245508982036,0.008514221556886227,0.007765718562874251,0.9089820359281438,0.021856287425149702,97.04951515643694,0.31485181521780475,0.31289042050610044,0.5459795645254101,9.868263473053892,0.22687125748502995,0.4476047904191617,0.63722591214721,0.34850299401197604,92.45546711529553,87.75069009262755,95.86667681547932,0.12095808383233533,0.572754491017964,4.696407185628742,0.02874251497005988,99.93450598802396,99.24026946107784,87.96159412710767,99.56399700598803,99.92140718562874,98.41036676646706,0.40137738,0.070614904,0.1764468,0.20903277362130127,94.10097389476556,,,0.21118661787767903
COMMON_TRAIN835,official_il,clip_only,205,820,93.17640919531044,95.87339051723343,88.44350948630425,2.453453403054024,7.429881030929169,91.17328863209798,90.68930045356609,0.948780487804878,15.180487804878048,0.014100609756097561,0.014100609756097561,0.8902439024390244,0.02195121951219512,96.23047937301905,0.2071950137887786,0.1744853311195606,0.3810737165735989,7.221951219512195,0.08963414634146341,0.33902439024390246,0.13872177010303102,0.3378048780487805,91.5929327807539,86.87003347851277,94.40375361399956,0.06097560975609756,0.8195121951219512,5.693902439024391,0.02195121951219512,99.98475609756098,98.60518292682927,87.79258938581823,97.78963414634147,100.0,98.99771341463415,0.014925905,0.014925905,0.056221154,0.3358381220419679,94.38570537810453,,,0.0744047619047619
