model,protocol,token,group,batch_size,positive_count,negative_count,zero_count,no_positive_group,rule_feasible_count,progress_pass_count,ttc_pass_count,pareto_count,infeasible_count,positive_infeasible_count,mean_positive_PDMS,positive_above_reference_count,ref_scalar,ref_EP,ref_TTC,mean_advantage,std_advantage,all_zero,positive_below_reference_count,positive_equal_reference_count,positive_gain1point_count,positive_advantage_mass,positive_below_reference_advantage_mass
a5_grpo_300,eval,9c83725ca24453f5,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,1295232b65bf5f8d,0,64,1,7,8,False,16,16,16,1,0,0,88.0615270361545,1,73.94950985908508,0.5571416616439819,1.0,-0.6219455599784851,1.1023459434509277,False,0,0,1,1.56027352809906,0.0
a5_grpo_300,eval,980c4467fdf156c4,0,64,0,16,0,True,16,16,16,16,16,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,2fbab9ffc3fe5a5d,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,1e66e2bddb1d5b49,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,69cd8ef1721f550d,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,9a78f0e3d0335345,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,9e7acfb214dd58eb,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,6a53dd2411825857,0,64,1,8,7,False,16,16,16,1,0,0,97.40487507763929,1,85.94868779182434,0.7611276507377625,1.0,-0.09891276806592941,0.31882980465888977,False,0,0,1,0.49731549620628357,0.0
a5_grpo_300,eval,e671280656f55009,0,64,1,6,9,False,16,16,16,1,0,0,97.4610021155524,1,87.25325465202332,0.783305287361145,1.0,-0.03905177861452103,0.09875750541687012,False,0,0,1,0.1915598213672638,0.0
a5_grpo_300,eval,beea15c8657d59a2,0,64,1,9,6,False,13,14,14,1,3,0,95.53285235042432,1,82.6703667640686,0.7053962349891663,1.0,-0.4707637429237366,0.6736899018287659,False,0,0,1,1.2157083749771118,0.0
a5_grpo_300,eval,7bb8d2878b1f53cb,0,64,14,1,1,False,16,16,16,14,0,0,100.0,14,89.5595371723175,0.822512149810791,1.0,-0.0011180667206645012,0.07867301255464554,False,0,0,14,0.2873229384422302,0.0
a5_grpo_300,eval,b1483be2f1e35882,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,ef4f3026ae1b56a3,0,64,1,4,11,False,16,16,14,1,2,0,97.49539306604804,1,82.98793435096741,0.7107948660850525,1.0,-0.2989729046821594,1.174546718597412,False,0,0,1,2.233011484146118,0.0
a5_grpo_300,eval,a73551f67ae95c4d,0,64,1,11,4,False,16,16,16,1,0,0,96.25537068539879,1,79.16994094848633,0.6458889842033386,1.0,-0.15391145646572113,0.4340539574623108,False,0,0,1,1.357682704925537,0.0
a5_grpo_300,eval,ee05069c50295595,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,56faab1d1228542e,0,64,12,3,1,False,15,16,16,12,1,0,100.0,12,85.76391935348511,0.7579866051673889,1.0,-0.06757886707782745,0.33718833327293396,False,0,0,12,1.1589770317077637,0.0
a5_grpo_300,eval,073c4d0738b45047,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,84.52181220054626,0.7368708252906799,1.0,1.8847769069907372e-06,0.0,False,0,0,16,3.0156430511851795e-05,0.0
a5_grpo_300,eval,838c6ba50bd25cd5,0,64,11,4,1,False,16,16,16,11,0,0,100.0,11,90.8221423625946,0.8439764380455017,1.0,-0.011397100985050201,0.4528787434101105,False,0,0,11,2.339517831802368,0.0
a5_grpo_300,eval,2314cd5f97c5596c,0,64,1,5,10,False,16,16,16,1,0,0,97.36390262497477,1,80.40186762809753,0.6668317914009094,1.0,-0.17712938785552979,0.7554510831832886,False,0,0,1,0.7266610264778137,0.0
a5_grpo_300,eval,984be293f9195416,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,8419b5d5eab75027,0,64,1,4,11,False,16,16,16,1,0,0,98.87751055975252,1,89.7186815738678,0.825217604637146,1.0,-0.18120908737182617,0.4565439820289612,False,0,0,1,0.6223772168159485,0.0
a5_grpo_300,eval,dcea502e05ca5eb5,0,64,1,10,5,False,16,16,16,1,0,0,98.15622342644929,1,86.3149344921112,0.7673538327217102,1.0,-0.2578217685222626,0.7516674995422363,False,0,0,1,2.258770704269409,0.0
a5_grpo_300,eval,8cf3b1868b2f5262,0,64,8,6,2,False,16,16,16,8,0,0,100.0,8,80.31203150749207,0.6653044819831848,1.0,-0.011259119026362896,0.2707367241382599,False,0,0,8,1.6835319995880127,0.0
a5_grpo_300,eval,4af11dadd34359fe,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,a8263f179cca558d,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,e4bc6fc5aeb15a9b,0,64,1,2,13,False,16,16,16,1,0,0,99.99195926189003,1,92.47369170188904,0.8720527291297913,1.0,-0.12094692885875702,0.4374738037586212,False,0,0,1,0.4025149643421173,0.0
a5_grpo_300,eval,116b808c2f825f23,0,64,1,6,9,False,12,12,10,1,6,0,92.72587521636858,1,85.18804907798767,0.7481968402862549,1.0,-0.4542592167854309,1.278705358505249,False,0,0,1,2.7318525314331055,0.0
a5_grpo_300,eval,dcb23119258e58ec,0,64,1,14,1,False,4,4,16,1,12,0,99.74288938152945,1,89.187091588974,0.8161805272102356,1.0,-0.779694676399231,0.4600726366043091,False,0,0,1,0.5372034907341003,0.0
a5_grpo_300,eval,4ce4021236435fc2,0,64,1,5,10,False,16,16,16,1,0,0,98.23467653768829,1,81.81571364402771,0.6908671259880066,1.0,-0.08028087019920349,0.2727821469306946,False,0,0,1,0.24876075983047485,0.0
a5_grpo_300,eval,99adfd4cd925504d,0,64,5,8,3,False,16,16,16,5,0,0,100.0,5,93.03308129310608,0.881562352180481,1.0,-0.13710837066173553,0.9476107358932495,False,0,0,5,5.303271293640137,0.0
a5_grpo_300,eval,b29e1677139a5f6b,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,99.24859404563904,0.9872260689735413,1.0,1.8847769069907372e-06,0.0,False,0,0,0,3.0156430511851795e-05,0.0
a5_grpo_300,eval,e5acc98f52f458cc,0,64,7,6,3,False,16,16,16,7,0,0,100.0,7,97.82968759536743,0.9631047248840332,1.0,-0.01690099388360977,0.15381276607513428,False,0,0,7,0.822449266910553,0.0
a5_grpo_300,eval,0c9d055f4ccc5d64,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,e72eb72ebdc25a8a,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,74ae55238ee5525d,0,64,1,8,7,False,16,16,16,1,0,0,92.98467618374119,1,85.05527973175049,0.7459397315979004,1.0,-0.10910715162754059,0.2775392532348633,False,0,0,1,0.6046801805496216,0.0
a5_grpo_300,eval,4124b6e12f8b5f0d,0,64,1,5,10,False,16,16,16,1,0,0,96.9539630310742,1,84.17865037918091,0.7310370802879333,1.0,-0.3142853081226349,0.7678518295288086,False,0,0,1,0.7921525239944458,0.0
a5_grpo_300,eval,2ce54722e81a5726,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,9fe72fe991c859f0,0,64,0,16,0,True,16,16,16,16,0,0,,0,99.00106191635132,0.9830181002616882,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,04f77fbd6bf3505a,0,64,0,16,0,True,16,16,16,16,0,0,,0,98.97292852401733,0.9825398325920105,1.0,-1.3681479060778656e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,fa4cc4b0188c5b79,0,64,15,1,0,False,16,16,16,15,0,0,100.0,15,87.45777010917664,0.7867820858955383,1.0,9.462237358093262e-07,0.7015454769134521,False,0,0,15,2.717088222503662,0.0
a5_grpo_300,eval,0fae6a22120d5bc2,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,5985ea459f145e5c,0,64,12,3,1,False,16,16,13,12,3,0,100.0,12,93.7636137008667,0.8939814567565918,1.0,1.2286723852157593,2.110828161239624,False,0,0,12,28.658756256103516,0.0
a5_grpo_300,eval,79ebfc1d85bf5a51,0,64,1,7,8,False,16,16,16,1,0,0,95.06986494291155,1,74.03907179832458,0.5586642026901245,1.0,-0.2798767685890198,0.5555545091629028,False,0,0,1,0.9757075309753418,0.0
a5_grpo_300,eval,b6bba53a1bef520e,0,64,14,2,0,False,16,16,16,14,0,0,100.0,14,88.45906257629395,0.8038040995597839,1.0,1.903623342514038e-06,0.23963820934295654,False,0,0,14,1.243963599205017,0.0
a5_grpo_300,eval,711cc9425e2f5aff,0,64,0,16,0,True,15,16,16,15,1,0,,0,100.0,1.0,1.0,-0.06250026822090149,0.24206140637397766,False,0,0,0,0.0,0.0
a5_grpo_300,eval,2ce59f70a15b5ddf,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,7cfa2141cf77549d,0,64,0,16,0,True,0,0,16,0,16,0,,0,100.0,1.0,1.0,-1.2048228192895749e-08,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,71495dbc0a3255dc,0,64,7,8,1,False,16,16,16,7,0,0,100.0,7,93.4405505657196,0.8884893655776978,1.0,-0.03186171501874924,0.8925195336341858,False,0,0,7,6.478236198425293,0.0
a5_grpo_300,eval,a0283fb79a975f2c,0,64,2,4,10,False,16,16,16,2,0,0,100.0,2,89.71993327140808,0.8252388834953308,1.0,-0.10345611721277237,0.39501675963401794,False,0,0,2,0.6461513042449951,0.0
a5_grpo_300,eval,a4cf3a412034565a,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,339d5c1111125971,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,99.04388785362244,0.9837460517883301,1.0,1.897048832688597e-06,0.0,False,0,0,0,3.0352781323017552e-05,0.0
a5_grpo_300,eval,5abdbfe1845e59c5,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,88.94441723823547,0.8120551109313965,1.0,1.897048832688597e-06,0.0,False,0,0,16,3.0352781323017552e-05,0.0
a5_grpo_300,eval,4fa9113617d254d4,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,fbec1eb4b33955e2,0,64,1,7,8,False,16,16,16,1,0,0,90.98555559029111,1,83.84571075439453,0.725377082824707,1.0,-0.1567119061946869,0.4457114040851593,False,0,0,1,1.1308854818344116,0.0
a5_grpo_300,eval,b87bd020396b5670,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,0dff173b10b75b6a,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,b25e5caac7645be6,0,64,1,7,8,False,16,16,16,1,0,0,92.52039268068582,1,81.86518549919128,0.6917081475257874,1.0,-0.02279285155236721,0.062231287360191345,False,0,0,1,0.1454772651195526,0.0
a5_grpo_300,eval,0d24b5cc9f005fe0,0,64,1,9,6,False,16,16,16,1,0,0,98.77925179418234,1,93.60634088516235,0.8913077712059021,1.0,-0.29633647203445435,0.7059770822525024,False,0,0,1,1.9027235507965088,0.0
a5_grpo_300,eval,584a14a3e42050c4,0,64,1,9,6,False,16,16,16,1,0,0,93.57813984879719,1,76.35980248451233,0.5981165766716003,1.0,-0.20861183106899261,0.4022187292575836,False,0,0,1,0.9165473580360413,0.0
a5_grpo_300,eval,1ef92a1e554b567c,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,b1199a48987b5f73,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,edfca2d846ee5acf,0,64,1,6,9,False,16,16,16,1,0,0,97.46210063971623,1,87.13043928146362,0.7812174558639526,1.0,-0.24641764163970947,0.5529273748397827,False,0,0,1,0.8139361143112183,0.0
a5_grpo_300,eval,165b4475bd6b5188,0,64,1,8,7,False,16,16,16,1,0,0,97.008236802924,1,78.65377068519592,0.6371141672134399,1.0,-0.07461707293987274,0.17076259851455688,False,0,0,1,0.3435564637184143,0.0
a5_grpo_300,eval,6c0b6e4fdf005a81,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,da088bb9d4fb5d0e,0,64,1,8,7,False,16,16,16,1,0,0,99.95726721269696,1,89.0596330165863,0.8140137791633606,1.0,-0.06947942823171616,0.20612680912017822,False,0,0,1,0.35505685210227966,0.0
a5_grpo_300,eval,682378d23c335e89,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,59b4fffb7aef599d,0,64,0,16,0,True,5,16,16,5,16,0,,0,100.0,1.0,1.0,-0.6875000596046448,0.46351227164268494,False,0,0,0,0.0,0.0
a5_grpo_300,eval,2ad520fb925f5ace,0,64,11,5,0,False,16,16,16,11,0,0,100.0,11,96.67815566062927,0.9435286521911621,1.0,1.3597309589385986e-06,0.8404130339622498,False,0,0,11,6.115744590759277,0.0
a5_grpo_300,eval,3783e56bc9ef5e85,0,64,5,8,3,False,16,16,16,5,0,0,100.0,5,91.82461500167847,0.8610184788703918,1.0,-0.3679504990577698,2.239727735519409,False,0,0,5,13.154593467712402,0.0
a5_grpo_300,eval,b386322960ff5784,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,4521af05098b5726,0,64,1,11,4,False,16,16,16,1,0,0,96.94056362055402,1,89.55559730529785,0.8224452137947083,1.0,-0.4741869866847992,0.9926072955131531,False,0,0,1,2.9457309246063232,0.0
a5_grpo_300,eval,f40040c002375188,0,64,0,16,0,True,16,16,16,16,0,0,,0,98.25184941291809,0.9702814817428589,1.0,-2.466601699779858e-06,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,1b1311d50d47553f,0,64,7,5,4,False,16,16,16,7,0,0,100.0,7,86.79511547088623,0.775516927242279,1.0,-0.00781414657831192,0.09231043606996536,False,0,0,7,0.5177145600318909,0.0
a5_grpo_300,eval,b790a763e1ee538e,0,64,1,4,11,False,16,16,16,1,0,0,99.59217708393727,1,94.5318877696991,0.9070420861244202,1.0,-0.22745071351528168,0.5702093839645386,False,0,0,1,0.8851443529129028,0.0
a5_grpo_300,eval,1d45b9d20e9d5f92,0,64,1,7,8,False,16,16,16,1,0,0,99.51000229598698,1,90.11391401290894,0.8319364786148071,1.0,-0.08852878212928772,0.2242768555879593,False,0,0,1,0.37752747535705566,0.0
a5_grpo_300,eval,a2c048ba29a85ad0,0,64,12,3,1,False,16,16,16,12,0,0,100.0,12,79.7432541847229,0.6556353569030762,1.0,-0.004724469035863876,0.5562607645988464,False,0,0,12,3.329627275466919,0.0
a5_grpo_300,eval,6320ecb991675a39,0,64,1,7,8,False,16,16,16,1,0,0,99.55424639172004,1,81.00178241729736,0.6770303249359131,1.0,-0.050842802971601486,0.15435518324375153,False,0,0,1,0.17473772168159485,0.0
a5_grpo_300,eval,9d722cf10d7f5bd1,0,64,0,16,0,True,16,16,16,16,16,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,80d5ce364722516b,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,0a76d212e8fe5898,0,64,10,5,1,False,16,16,16,10,0,0,100.0,10,85.18228530883789,0.7480988502502441,1.0,-0.01418621838092804,0.3928966224193573,False,0,0,10,2.4336049556732178,0.0
a5_grpo_300,eval,80dfd05ab759518f,0,64,1,12,3,False,16,16,4,1,12,0,97.85510875789217,1,93.77720952033997,0.894212543964386,1.0,-1.7320756912231445,1.5742497444152832,False,0,0,1,3.0,0.0
a5_grpo_300,eval,8b0773eaa2375bbf,0,64,1,6,9,False,16,16,16,1,0,0,95.2310425466918,1,85.51164865493774,0.7536979913711548,1.0,-0.04978092014789581,0.12641814351081848,False,0,0,1,0.172215536236763,0.0
a5_grpo_300,eval,bc4345e13302535e,0,64,14,2,0,False,16,16,16,14,0,0,100.0,14,80.54181933403015,0.6692109704017639,1.0,-2.852175384759903e-07,0.012829333543777466,False,0,0,14,0.0678376704454422,0.0
a5_grpo_300,eval,22a09b0100175b62,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,8b800af555d35794,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,0f44c6e6440654d0,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,bf6158f005f956ae,0,64,14,2,0,False,16,16,16,14,0,0,100.0,14,83.29776525497437,0.7160620093345642,1.0,1.6242265701293945e-06,0.39391154050827026,False,0,0,14,1.9488935470581055,0.0
a5_grpo_300,eval,8224627048195e4f,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,96.3293731212616,0.9375993609428406,1.0,1.897048832688597e-06,0.0,False,0,0,16,3.0352781323017552e-05,0.0
a5_grpo_300,eval,98ad6d2817355b99,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,9349bacb4a225ae3,0,64,1,5,10,False,16,16,16,1,0,0,97.56845111359746,1,79.35798764228821,0.6490858197212219,1.0,-0.03922741115093231,0.12026441097259521,False,0,0,1,0.14403289556503296,0.0
a5_grpo_300,eval,822b5a4a2e075ace,0,64,1,3,12,False,16,16,16,1,0,0,86.76165131868036,1,74.10919666290283,0.5598562955856323,1.0,-0.21428556740283966,0.750249445438385,False,0,0,1,0.41489776968955994,0.0
a5_grpo_300,eval,dd175b6e08565a4e,0,64,3,8,5,False,16,16,16,3,0,0,100.0,3,73.10374975204468,0.5427637696266174,1.0,-0.2777349650859833,1.1098473072052002,False,0,0,3,5.116714954376221,0.0
a5_grpo_300,eval,2d1c26e4b5895e96,0,64,1,9,6,False,16,16,16,1,0,0,98.44128291012586,1,92.40421652793884,0.8708716630935669,1.0,-0.20646369457244873,0.6316030025482178,False,0,0,1,1.7963836193084717,0.0
a5_grpo_300,eval,0ee58e583be85ffb,0,64,13,2,1,False,16,16,16,13,0,0,100.0,13,96.8413770198822,0.9463033676147461,1.0,-0.0023952294141054153,0.13381636142730713,False,0,0,13,0.6611548066139221,0.0
a5_grpo_300,eval,095770e79ccf5d82,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,fc2be4c9cc135538,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,f6a1a2760a7b57a4,0,64,11,2,3,False,16,16,16,11,0,0,100.0,11,90.12050032615662,0.8320484757423401,1.0,-0.0030658282339572906,0.22374171018600464,False,0,0,11,1.0856643915176392,0.0
a5_grpo_300,eval,d2b1e07b5d38547e,0,64,1,8,7,False,16,16,16,1,0,0,99.41519679198217,1,86.77771091461182,0.7752211093902588,1.0,-0.04254193231463432,0.14632372558116913,False,0,0,1,0.3790765702724457,0.0
a5_grpo_300,eval,37ab6257bb545b45,0,64,0,16,0,True,16,16,16,16,0,0,,0,97.7295994758606,0.9614031910896301,1.0,-2.8477637670221156e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_300,eval,cd07f4279fa35240,0,64,12,3,1,False,16,16,16,12,0,0,100.0,12,84.8623514175415,0.7426599860191345,1.0,-0.0006001284345984459,0.20180456340312958,False,0,0,12,1.2287132740020752,0.0
