scope,policy,protocol,origin,kind,scenes,teachers,nearest_rollout_ADE,weighted_nearest_rollout_ADE,mean_rollout_ADE,weighted_mean_rollout_ADE,epsilon_mse,weighted_epsilon_mse,teacher_PDMS,weighted_teacher_PDMS,teacher_GT_ADE,weighted_teacher_GT_ADE,hit16_0p25,weighted_hit16_0p25,hit64_0p25,weighted_hit64_0p25,mass64_0p25,weighted_mass64_0p25,hit16_0p5,weighted_hit16_0p5,hit64_0p5,weighted_hit64_0p5,mass64_0p5,weighted_mass64_0p5,hit16_1p0,weighted_hit16_1p0,hit64_1p0,weighted_hit64_1p0,mass64_1p0,weighted_mass64_1p0
FULL1000,a5_sft,eval,v6_sft,NON_GT,925,1551,1.0853034354357032,1.0777282029015838,1.315992405500498,1.3073523545798456,0.1491564016716517,0.15014278776080445,96.5003227428555,96.48750207837598,1.246299169625488,1.2399110103395454,0.00527027027027027,0.005295163586332991,0.01783783783783784,0.017937411102088723,0.00036317567567567565,0.00036473150792959576,0.025315315315315313,0.026241441383180863,0.062162162162162166,0.06337007637103201,0.00370213963963964,0.00403873333748941,0.29220720720720716,0.3028153416257875,0.3837837837837838,0.39429099065472367,0.19956644144144142,0.20942964198464134
FULL1000,a5_sft,native_grpo,a5_sft,ALL,1000,10249,0.655627366889091,0.15969615889575822,1.446224926135369,0.4920030416637029,0.14492291941007102,0.04705312950114464,97.46618404932757,95.55349851854798,1.3777483461214892,0.2609673479619397,0.2560392586580087,0.8852615388427251,0.3144924963924964,0.8998811373490859,0.1295453795770202,0.552867188036924,0.42057000360750363,0.9127749419413776,0.5416505050505049,0.9337621882946205,0.2756466213474026,0.8335926209578027,0.6611876172438672,0.9429103417844191,0.8056271284271284,0.9706038902993329,0.4740289721996753,0.891804204855187
FULL1000,a5_sft,native_grpo,a5_sft,GT,995,995,0.07563582602045943,0.07563582602045943,0.2875659220257596,0.2875659220257596,0.03169983030917256,0.03169983030917256,94.93487504588592,94.93487504588592,2.2688294821827722e-07,2.2688294821827722e-07,0.992462311557789,0.992462311557789,0.9989949748743718,0.9989949748743718,0.6224403266331658,0.6224403266331658,0.9989949748743718,0.9989949748743718,0.9989949748743718,0.9989949748743718,0.9305590452261306,0.9305590452261306,0.9989949748743718,0.9989949748743718,0.9989949748743718,0.9989949748743718,0.9745760050251256,0.9745760050251256
FULL1000,a5_sft,native_grpo,a5_sft,NON_GT,967,9254,0.7415458616209861,0.7995556667475379,1.6329144881953053,1.7776170430234366,0.16161026603901996,0.16346904197231854,98.02102105582875,98.56956592773172,1.5975794000192993,1.7537959890837165,0.13960201438226255,0.12637826193540286,0.20763518625462782,0.1888271010515711,0.05391106132606908,0.050312503841004094,0.3294916031343125,0.2966728910413853,0.47329399027951247,0.4371583321072966,0.1714729121059912,0.15221825543879067,0.6075191361838207,0.559117451063379,0.7783253199747512,0.7429313319687756,0.3914157543217296,0.34738240974073553
FULL1000,a5_sft,native_grpo,official_il,ALL,1000,1000,0.09231421062536538,0.09231421062536538,0.3145094457939267,0.3145094457939267,0.03210880799645383,0.03210880799645383,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.9875,0.9875,0.994,0.994,0.619328125,0.619328125,0.994,0.994,0.994,0.994,0.92590625,0.92590625,0.994,0.994,0.994,0.994,0.969703125,0.969703125
FULL1000,a5_sft,native_grpo,official_il,GT,1000,1000,0.09231421062536538,0.09231421062536538,0.3145094457939267,0.3145094457939267,0.03210880799645383,0.03210880799645383,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.9875,0.9875,0.994,0.994,0.619328125,0.619328125,0.994,0.994,0.994,0.994,0.92590625,0.92590625,0.994,0.994,0.994,0.994,0.969703125,0.969703125
FULL1000,a5_sft,native_grpo,psi_sft,ALL,1000,1455,0.7719152222933868,0.7061035275307749,1.0954801450818776,1.0305054051176392,0.9298832830021226,0.831584827775885,97.94812956097341,97.94812956097341,0.9439994138731718,0.8673022549941636,0.37495833333333334,0.4270874971523881,0.3915,0.44344999715685846,0.22505989583333336,0.26201640426320955,0.40825,0.45524999740719796,0.42083333333333334,0.46829999738931655,0.3664713541666667,0.41169999750703573,0.5190416666666666,0.568387497343123,0.5758333333333333,0.6250999973416328,0.4422734375,0.48978437241725625
FULL1000,a5_sft,native_grpo,psi_sft,GT,493,493,0.07984915830980813,0.07984915830980813,0.2682456789617606,0.2682456789617606,0.03570863671915352,0.03570863671915352,98.11343399101185,98.11343399101185,2.1244645894020357e-07,2.1244645894020357e-07,0.9913793103448276,0.9913793103448276,0.9979716024340771,0.9979716024340771,0.6294054259634888,0.6294054259634888,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.945803752535497,0.945803752535497,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.9846919371196755,0.9846919371196755
FULL1000,a5_sft,native_grpo,psi_sft,NON_GT,767,962,1.1449065140607577,1.1332302126389997,1.4962896355781956,1.484037238023396,1.469268542114835,1.459530049087927,98.53742712308288,98.53742712308288,1.4252046007545534,1.4126920877850948,0.039602346805736634,0.04074315509165126,0.06301607996523251,0.06531942621203725,0.009435435680139069,0.00953797261549993,0.09751195132551063,0.10009778344413603,0.11473272490221642,0.1182529333362057,0.06295156996957844,0.0635063559050044,0.2555953933072577,0.2674543671164239,0.3318122555410691,0.34458930838993973,0.15645371577574968,0.16326597100791596
FULL1000,a5_sft,native_grpo,v6_sft,ALL,1000,2551,0.431544643974863,0.36992409576332375,0.8565587415893873,0.7721877629608769,0.09992494992980332,0.08641784130882926,95.73021650759442,95.73194659852885,0.6789184019109168,0.5734589617967081,0.45579166666666665,0.5441795859441044,0.48925,0.576953548628604,0.2813541666666667,0.3350963186433801,0.5124375,0.5957317399145697,0.6050833333333333,0.6792277118525808,0.42132421875,0.5043290614989901,0.7645416666666667,0.8011802228246615,0.8795833333333333,0.9009065089371456,0.5704427083333333,0.6297282594010792
FULL1000,a5_sft,native_grpo,v6_sft,GT,1000,1000,0.09231421062536538,0.09231421062536538,0.3145094457939267,0.3145094457939267,0.03210880799645383,0.03210880799645383,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.9875,0.9875,0.994,0.994,0.619328125,0.619328125,0.994,0.994,0.994,0.994,0.92590625,0.92590625,0.994,0.994,0.994,0.994,0.969703125,0.969703125
FULL1000,a5_sft,native_grpo,v6_sft,NON_GT,925,1551,0.6935695325764449,0.6900591723323029,1.311899875316534,1.3039239055342022,0.1491564016716517,0.15014278776080445,96.5003227428555,96.48750207837598,1.246299169625488,1.2399110103395454,0.029099099099099097,0.02903694790435603,0.09315315315315315,0.09287254280234514,0.0019707207207207205,0.0019650165024968622,0.13220720720720722,0.13347403743691824,0.3131531531531532,0.3140058680851215,0.0125,0.0129412191197447,0.5689189189189189,0.5776869705898153,0.7877477477477478,0.7933113719287486,0.2252533783783784,0.23436178120321416
FULL1000,official_il,eval,a5_sft,ALL,1000,10249,1.2462615647943276,0.43537268532717505,1.4499194544062146,0.6055992668429128,0.024547592694702372,0.008448747853493952,97.46618404932757,95.55349851854798,1.3777483461214892,0.2609673479619397,0.17119704184704182,0.6004117028858671,0.1903858225108225,0.6550460109959185,0.09426266515602452,0.3456862489293078,0.31489706890331887,0.7927077991992205,0.33372417027417034,0.8105224412670282,0.24331604662698414,0.6803028441463393,0.5357011724386724,0.8926470084528902,0.554489502164502,0.8977721929873584,0.4684325250270563,0.8668420149198476
FULL1000,official_il,eval,a5_sft,GT,995,995,0.23268788762053652,0.23268788762053652,0.3952576368822524,0.3952576368822524,0.0038618012304580053,0.0038618012304580053,94.93487504588592,94.93487504588592,2.2688294821827722e-07,2.2688294821827722e-07,0.6753768844221105,0.6753768844221105,0.7366834170854272,0.7366834170854272,0.38894472361809046,0.38894472361809046,0.8831658291457286,0.8831658291457286,0.9015075376884422,0.9015075376884422,0.761196608040201,0.761196608040201,0.9726130653266332,0.9726130653266332,0.9758793969849247,0.9758793969849247,0.951821608040201,0.951821608040201
FULL1000,official_il,eval,a5_sft,NON_GT,967,9254,1.409985350401742,1.550379414678985,1.6214829963456836,1.767189750574975,0.02765961680765389,0.031261329270762146,98.02102105582875,98.56956592773172,1.5975794000192993,1.7537959890837165,0.08591293157606497,0.07780089735586802,0.1004650210182785,0.09119274075433358,0.04190047531284928,0.03771295918411695,0.22034931416394704,0.1956574683905107,0.23935749129647785,0.21271857363878785,0.15620301991327068,0.13810552221171057,0.46386131032589145,0.4119684212712667,0.4848885516413955,0.43159094818853266,0.38833181264185657,0.34398779935785256
FULL1000,official_il,eval,official_il,ALL,1000,1000,0.23207562425360084,0.23207562425360084,0.3946911493167281,0.3946911493167281,0.0038498056689886652,0.0038498056689886652,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.6765,0.6765,0.738,0.738,0.389625,0.389625,0.88375,0.88375,0.902,0.902,0.761890625,0.761890625,0.97275,0.97275,0.976,0.976,0.9520625,0.9520625
FULL1000,official_il,eval,official_il,GT,1000,1000,0.23207562425360084,0.23207562425360084,0.3946911493167281,0.3946911493167281,0.0038498056689886652,0.0038498056689886652,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.6765,0.6765,0.738,0.738,0.389625,0.389625,0.88375,0.88375,0.902,0.902,0.761890625,0.761890625,0.97275,0.97275,0.976,0.976,0.9520625,0.9520625
FULL1000,official_il,eval,psi_sft,ALL,1000,1455,0.9570930959874142,0.8939239696528464,1.1090384446705381,1.0494012415072624,0.025418910424686452,0.023014801234611887,97.94812956097341,97.94812956097341,0.9439994138731718,0.8673022549941636,0.2137083333333333,0.25198749790340663,0.2368333333333333,0.2778999977707863,0.11528385416666666,0.13766718624997884,0.316125,0.3625749974399805,0.32766666666666666,0.37474999740719794,0.2572786458333333,0.29851406021323057,0.46145833333333336,0.5116499972939491,0.475,0.5250499972999096,0.4166796875,0.4642664036820643
FULL1000,official_il,eval,psi_sft,GT,493,493,0.29756557751771884,0.29756557751771884,0.46438529513186905,0.46438529513186905,0.0063402040760864265,0.0063402040760864265,98.11343399101185,98.11343399101185,2.1244645894020357e-07,2.1244645894020357e-07,0.5948275862068966,0.5948275862068966,0.6490872210953347,0.6490872210953347,0.3347172920892495,0.3347172920892495,0.8154158215010142,0.8154158215010142,0.8377281947261663,0.8377281947261663,0.6887043610547667,0.6887043610547667,0.949290060851927,0.949290060851927,0.9553752535496958,0.9553752535496958,0.9165821501014199,0.9165821501014199
FULL1000,official_il,eval,psi_sft,NON_GT,767,962,1.2761983065026083,1.2624210202772832,1.4108940309536087,1.3971624964852267,0.03650784396625175,0.036265078957172875,98.53742712308288,98.53742712308288,1.4252046007545534,1.4126920877850948,0.02906345067362016,0.030573663550685252,0.03737505432420687,0.03937418504364332,0.0091875814863103,0.009647979113276965,0.07235984354628422,0.07614080815769081,0.07692307692307693,0.08070404153448352,0.05119377444589309,0.0534529822855469,0.20730117340286833,0.21939374129573244,0.22251195132551066,0.23474576214457119,0.16302694480660582,0.1710346720783669
FULL1000,official_il,eval,v6_sft,ALL,1000,2551,0.6694620858610917,0.599943642122088,0.8618656167760491,0.7889158634156487,0.010025201278519337,0.00897513873422181,95.73021650759442,95.73194659852885,0.6789184019109168,0.5734589617967081,0.3194375,0.3717224863660099,0.34541666666666665,0.4045927015051923,0.18834765625,0.2152340843447389,0.43183333333333324,0.5031734347931717,0.4454166666666666,0.5178199600664367,0.3649309895833333,0.4250031448113443,0.6915416666666666,0.7358157664778735,0.7206666666666667,0.7610900673735786,0.5937135416666668,0.649407120873403
FULL1000,official_il,eval,v6_sft,GT,1000,1000,0.23207562425360084,0.23207562425360084,0.3946911493167281,0.3946911493167281,0.0038498056689886652,0.0038498056689886652,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.6765,0.6765,0.738,0.738,0.389625,0.389625,0.88375,0.88375,0.902,0.902,0.761890625,0.761890625,0.97275,0.97275,0.976,0.976,0.9520625,0.9520625
FULL1000,official_il,eval,v6_sft,NON_GT,925,1551,1.0299538289503873,1.0250016102747863,1.251909266072619,1.2463841224954233,0.015043974591380165,0.015057404742151037,96.5003227428555,96.48750207837598,1.246299169625488,1.2399110103395454,0.01027027027027027,0.01048105521159617,0.01171171171171171,0.012092331564397131,0.0038147522522522523,0.003901400653352499,0.056666666666666664,0.05794256636352093,0.06846846846846846,0.06988099944756439,0.02578265765765766,0.026391938764745246,0.4552702702702703,0.4614935520721671,0.5055855855855856,0.5115460942102442,0.29305180180180174,0.298751886737483
FULL1000,official_il,native_grpo,a5_sft,ALL,1000,10249,1.394873515656855,0.9947090456901704,2.1863482478556437,1.6483313668392816,0.024547592694702372,0.008448747853493952,97.46618404932757,95.55349851854798,1.3777483461214892,0.2609673479619397,0.0,0.0,0.0,0.0,0.0,0.0,0.0003598484848484848,0.0002622902227066071,0.0014393939393939391,0.0010491608908264284,2.24905303030303e-05,1.6393138919162944e-05,0.21360322871572873,0.4525017101038907,0.4441983405483405,0.816438635964471,0.01804527473394661,0.0398103991857292
FULL1000,official_il,native_grpo,a5_sft,GT,995,995,0.879541010952475,0.879541010952475,1.5016012812379615,1.5016012812379615,0.0038618012304580053,0.0038618012304580053,94.93487504588592,94.93487504588592,2.2688294821827722e-07,2.2688294821827722e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0010050251256281408,0.0010050251256281408,1.57035175879397e-05,1.57035175879397e-05,0.5,0.5,0.8954773869346734,0.8954773869346734,0.04409547738693467,0.04409547738693467
FULL1000,official_il,native_grpo,a5_sft,NON_GT,967,9254,1.4762530262454323,1.5711333265860001,2.2962777164142927,2.4122424655247063,0.02765961680765389,0.031261329270762146,98.02102105582875,98.56956592773172,1.5975794000192993,1.7537959890837165,0.0,0.0,0.0,0.0,0.0,0.0,0.0001245651969540284,0.00011422685848666836,0.0004982607878161136,0.00045690743394667346,7.785324809626775e-06,7.139178655416773e-06,0.16872139551818977,0.1518243823900158,0.37123607175313483,0.33176759002718725,0.013758629842523327,0.012368460133784991
FULL1000,official_il,native_grpo,official_il,ALL,1000,1000,0.8791904295682907,0.8791904295682907,1.501185163617134,1.501185163617134,0.0038498056689886652,0.0038498056689886652,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.00025,0.001,0.001,1.5625e-05,1.5625e-05,0.50125,0.50125,0.896,0.896,0.044296875,0.044296875
FULL1000,official_il,native_grpo,official_il,GT,1000,1000,0.8791904295682907,0.8791904295682907,1.501185163617134,1.501185163617134,0.0038498056689886652,0.0038498056689886652,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.00025,0.001,0.001,1.5625e-05,1.5625e-05,0.50125,0.50125,0.896,0.896,0.044296875,0.044296875
FULL1000,official_il,native_grpo,psi_sft,ALL,1000,1455,1.135283341685931,1.1130983820793803,1.8676680688460667,1.8372173663367193,0.025418910424686452,0.023014801234611887,97.94812956097341,97.94812956097341,0.9439994138731718,0.8673022549941636,0.0,0.0,0.0,0.0,0.0,0.0,0.000125,0.00017499999701976775,0.0005,0.000699999988079071,7.8125e-06,1.0937499813735485e-05,0.20195833333333335,0.22882499851286411,0.411,0.45519999754428864,0.016927083333333336,0.019374218615237623
FULL1000,official_il,native_grpo,psi_sft,GT,493,493,0.9059835336271213,0.9059835336271213,1.5369360224470405,1.5369360224470405,0.0063402040760864265,0.0063402040760864265,98.11343399101185,98.11343399101185,2.1244645894020357e-07,2.1244645894020357e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0005070993914807302,0.0005070993914807302,0.002028397565922921,0.002028397565922921,3.169371196754564e-05,3.169371196754564e-05,0.4629817444219067,0.4629817444219067,0.845841784989858,0.845841784989858,0.040472870182555784,0.040472870182555784
FULL1000,official_il,native_grpo,psi_sft,NON_GT,767,962,1.2378058040960618,1.2310510718678376,2.015354904647704,2.006605138803775,0.03650784396625175,0.036265078957172875,98.53742712308288,98.53742712308288,1.4252046007545534,1.4126920877850948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713276836158192,0.07542372861150969,0.18883094306823117,0.1977183828531064,0.0054188396349413295,0.005721357547237284
FULL1000,official_il,native_grpo,v6_sft,ALL,1000,2551,1.0185648924857378,0.995716129965314,1.7320079975227514,1.6957494707621001,0.010025201278519337,0.00897513873422181,95.73021650759442,95.73194659852885,0.6789184019109168,0.5734589617967081,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.00025,0.001,0.001,1.5625e-05,1.5625e-05,0.2915833333333333,0.3228638749350679,0.5734166666666668,0.6247201259175322,0.025309895833333335,0.028107083810864006
FULL1000,official_il,native_grpo,v6_sft,GT,1000,1000,0.8791904295682907,0.8791904295682907,1.501185163617134,1.501185163617134,0.0038498056689886652,0.0038498056689886652,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.00025,0.001,0.001,1.5625e-05,1.5625e-05,0.50125,0.50125,0.896,0.896,0.044296875,0.044296875
FULL1000,official_il,native_grpo,v6_sft,NON_GT,925,1551,1.1293214246389027,1.126905027270567,1.9240074818413535,1.9205028373194821,0.015043974591380165,0.015057404742151037,96.5003227428555,96.48750207837598,1.246299169625488,1.2399110103395454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11207207207207207,0.11321919115387136,0.31009009009009014,0.3129083836816588,0.008333333333333333,0.008424100324917114
FULL1000,psi_sft,eval,a5_sft,ALL,1000,10249,1.1359367951026977,0.5268656360402237,1.4675504975140838,0.8053575043416007,0.016841496801539745,0.009008877225121427,97.46618404932757,95.55349851854798,1.3777483461214892,0.2609673479619397,0.12850609668109667,0.3200783865582255,0.1652037518037518,0.40715412065238116,0.03918965097402597,0.09711439068392055,0.32053290945165946,0.6519931500244572,0.36245753968253963,0.706971110025052,0.1836229431592713,0.3987331120739908,0.585030799062049,0.8822190015344776,0.6152450216450216,0.9003159088887438,0.4735227577110389,0.7887816642666945
FULL1000,psi_sft,eval,a5_sft,GT,995,995,0.3761894769554761,0.3761894769554761,0.6422937267239969,0.6422937267239969,0.006961034796020512,0.006961034796020512,94.93487504588592,94.93487504588592,2.2688294821827722e-07,2.2688294821827722e-07,0.3479899497487437,0.3479899497487437,0.4442211055276382,0.4442211055276382,0.10467964824120603,0.10467964824120603,0.7092964824120603,0.7092964824120603,0.7678391959798995,0.7678391959798995,0.4321136934673367,0.4321136934673367,0.9479899497487437,0.9479899497487437,0.964824120603015,0.964824120603015,0.8535175879396985,0.8535175879396985
FULL1000,psi_sft,eval,a5_sft,NON_GT,967,9254,1.2558706606589611,1.3833832208937336,1.6003651548484392,1.7377287439043894,0.018251772322812842,0.02016842030531996,98.02102105582875,98.56956592773172,1.5975794000192993,1.7537959890837165,0.08895954671549294,0.07932615061321706,0.11952756252135777,0.10660705138899326,0.026990227703613177,0.024479281344106513,0.25903955719105665,0.22996180518925047,0.2993940736960385,0.2646053126606199,0.14145296544630823,0.12640291113538776,0.5243157587844764,0.4747174149509855,0.5574447757229556,0.5061109463545524,0.41023761993457253,0.3669913414260634
FULL1000,psi_sft,eval,official_il,ALL,1000,1000,0.3783535915762186,0.3783535915762186,0.644709170922637,0.644709170922637,0.006993641283130273,0.006993641283130273,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.34625,0.34625,0.442,0.442,0.10415625,0.10415625,0.70575,0.70575,0.764,0.764,0.429953125,0.429953125,0.94725,0.94725,0.964,0.964,0.850859375,0.850859375
FULL1000,psi_sft,eval,official_il,GT,1000,1000,0.3783535915762186,0.3783535915762186,0.644709170922637,0.644709170922637,0.006993641283130273,0.006993641283130273,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.34625,0.34625,0.442,0.442,0.10415625,0.10415625,0.70575,0.70575,0.764,0.764,0.429953125,0.429953125,0.94725,0.94725,0.964,0.964,0.850859375,0.850859375
FULL1000,psi_sft,eval,psi_sft,ALL,1000,1455,0.8809064589254558,0.8247366259061542,1.1282144607255857,1.0750240826465367,0.017223756189630273,0.015789833820136188,97.94812956097341,97.94812956097341,0.9439994138731718,0.8673022549941636,0.13720833333333335,0.16419999849796296,0.17016666666666666,0.20134999826550484,0.04313541666666667,0.05338671818980947,0.28654166666666664,0.33096249755471946,0.3178333333333333,0.3635499974787235,0.1812994791666667,0.21232187329418958,0.529875,0.5812124972566962,0.5645,0.6158499972522259,0.4160260416666666,0.4651320286146365
FULL1000,psi_sft,eval,psi_sft,GT,493,493,0.39209163016649096,0.39209163016649096,0.6490971981935036,0.6490971981935036,0.00821336936284141,0.00821336936284141,98.11343399101185,98.11343399101185,2.1244645894020357e-07,2.1244645894020357e-07,0.3803245436105477,0.3803245436105477,0.45841784989858014,0.45841784989858014,0.1269333164300203,0.1269333164300203,0.7190669371196755,0.7190669371196755,0.7768762677484787,0.7768762677484787,0.4726483265720081,0.4726483265720081,0.9274847870182555,0.9274847870182555,0.947261663286004,0.947261663286004,0.8416265212981744,0.8416265212981744
FULL1000,psi_sft,eval,psi_sft,NON_GT,767,962,1.129820206292825,1.1176362240853945,1.3559261486031398,1.3433068680385352,0.022710885950005463,0.022529384324089068,98.53742712308288,98.53742712308288,1.4252046007545534,1.4126920877850948,0.026292916123424596,0.028813559197695657,0.03737505432420687,0.04015645357589523,0.006943312690134725,0.008140482347230324,0.08349630595393306,0.08816818751132473,0.09561060408518035,0.10039113405630518,0.050232915036940454,0.05353752428282057,0.3075836592785745,0.32270208536374057,0.3428943937418514,0.3580834412901156,0.19841577031725335,0.2099932768549697
