scope,policy,protocol,origin,kind,scenes,teachers,nearest_rollout_ADE,weighted_nearest_rollout_ADE,mean_rollout_ADE,weighted_mean_rollout_ADE,epsilon_mse,weighted_epsilon_mse,teacher_PDMS,weighted_teacher_PDMS,teacher_GT_ADE,weighted_teacher_GT_ADE,hit16_0p25,weighted_hit16_0p25,hit64_0p25,weighted_hit64_0p25,mass64_0p25,weighted_mass64_0p25,hit16_0p5,weighted_hit16_0p5,hit64_0p5,weighted_hit64_0p5,mass64_0p5,weighted_mass64_0p5,hit16_1p0,weighted_hit16_1p0,hit64_1p0,weighted_hit64_1p0,mass64_1p0,weighted_mass64_1p0
FULL1000,a5_sft,eval,a5_sft,ALL,1000,10249,1.1523090798464901,0.28445640555242535,1.4588370500522405,0.42461227621883213,0.14492291941007102,0.04705312950114464,97.46618404932757,95.55349851854798,1.3777483461214892,0.2609673479619397,0.1931126352813853,0.8165354453806465,0.2169763347763348,0.848836860714121,0.14793334686147186,0.6698770639099062,0.32347124819624823,0.8991704557114707,0.35979137806637806,0.9059996374639334,0.2853094916801948,0.8828464237362701,0.5245406204906206,0.9195376139131414,0.5810056277056276,0.9307957572796138,0.46819585024350646,0.9060416738378542
FULL1000,a5_sft,eval,a5_sft,GT,995,995,0.11244224184216117,0.11244224184216117,0.20109073579610892,0.20109073579610892,0.03169983030917256,0.03169983030917256,94.93487504588592,94.93487504588592,2.2688294821827722e-07,2.2688294821827722e-07,0.9208542713567839,0.9208542713567839,0.9537688442211055,0.9537688442211055,0.7569723618090453,0.7569723618090453,0.9984924623115577,0.9984924623115577,0.9989949748743718,0.9989949748743718,0.987766959798995,0.987766959798995,0.9989949748743718,0.9989949748743718,0.9989949748743718,0.9989949748743718,0.9945508793969849,0.9945508793969849
FULL1000,a5_sft,eval,a5_sft,NON_GT,967,9254,1.3150846183302356,1.439928104132297,1.6611482399199213,1.81276711912523,0.16161026603901996,0.16346904197231854,98.02102105582875,98.56956592773172,1.5975794000192993,1.7537959890837165,0.08394918307017583,0.07736075969227234,0.10552097276502653,0.09613945493182685,0.0576484742348884,0.053596882986588094,0.21513226518397147,0.19176910860642749,0.2578667081510928,0.22988929835265734,0.1726196182863873,0.15266665084518066,0.4462158331729169,0.39647226902869254,0.5132549456748009,0.4627230338419887,0.38085959359065613,0.33524589449034775
FULL1000,a5_sft,eval,official_il,ALL,1000,1000,0.12976157212350517,0.12976157212350517,0.22795566347241403,0.22795566347241403,0.03210880799645383,0.03210880799645383,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.91625,0.91625,0.949,0.949,0.7531875,0.7531875,0.9935,0.9935,0.994,0.994,0.982828125,0.982828125,0.994,0.994,0.994,0.994,0.989578125,0.989578125
FULL1000,a5_sft,eval,official_il,GT,1000,1000,0.12976157212350517,0.12976157212350517,0.22795566347241403,0.22795566347241403,0.03210880799645383,0.03210880799645383,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.91625,0.91625,0.949,0.949,0.7531875,0.7531875,0.9935,0.9935,0.994,0.994,0.982828125,0.982828125,0.994,0.994,0.994,0.994,0.989578125,0.989578125
FULL1000,a5_sft,eval,psi_sft,ALL,1000,1455,0.9363094262667,0.8678651323011846,1.0667768029073872,0.9993141109610905,0.9298832830021226,0.831584827775885,97.94812956097341,97.94812956097341,0.9439994138731718,0.8673022549941636,0.33904166666666663,0.3877124973461032,0.35516666666666663,0.40554999724030494,0.27365625,0.3168343726750463,0.3944166666666667,0.44037499745190145,0.3988333333333334,0.4447999974489212,0.38340364583333336,0.42959843494649974,0.464375,0.5132124973461032,0.4863333333333333,0.5346999973654747,0.4458046875,0.4934812474064529
FULL1000,a5_sft,eval,psi_sft,GT,493,493,0.12187088065181857,0.12187088065181857,0.20342761065818477,0.20342761065818477,0.03570863671915352,0.03570863671915352,98.11343399101185,98.11343399101185,2.1244645894020357e-07,2.1244645894020357e-07,0.9148073022312373,0.9148073022312373,0.9513184584178499,0.9513184584178499,0.7586523833671399,0.7586523833671399,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.9918230223123732,0.9918230223123732,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.9979716024340771,0.9959115111561866,0.9959115111561866
FULL1000,a5_sft,eval,psi_sft,NON_GT,767,962,1.3515133348814512,1.3394155013162485,1.4889270416171538,1.4762427760789643,1.469268542114835,1.459530049087927,98.53742712308288,98.53742712308288,1.4252046007545534,1.4126920877850948,0.023142112125162973,0.02333767925822595,0.02803129074315515,0.028552803097989753,0.013017438070404171,0.013033735331492753,0.07849847892220772,0.07933507166132622,0.0847457627118644,0.08578878742153362,0.06411274989135159,0.06409916884084918,0.17926988265971316,0.1882170791090545,0.20903954802259886,0.2180573659350384,0.15454897327249023,0.16125122199230857
FULL1000,a5_sft,eval,v6_sft,ALL,1000,2551,0.6555527001417552,0.5705512246642376,0.8186076729275907,0.7288437657525072,0.09992494992980332,0.08641784130882926,95.73021650759442,95.73194659852885,0.6789184019109168,0.5734589617967081,0.41075,0.492824010822922,0.43216666666666664,0.5172960501909256,0.33703125,0.40354368644638455,0.45741666666666664,0.5458866641226188,0.4761666666666666,0.5633086578390987,0.44167317708333326,0.5301647866705193,0.6183333333333333,0.6740520937642256,0.6649166666666667,0.7163595815919327,0.5670963541666666,0.6285565199416051
FULL1000,a5_sft,eval,v6_sft,GT,1000,1000,0.12976157212350517,0.12976157212350517,0.22795566347241403,0.22795566347241403,0.03210880799645383,0.03210880799645383,94.87825064740692,94.87825064740692,2.2610024652007266e-07,2.2610024652007266e-07,0.91625,0.91625,0.949,0.949,0.7531875,0.7531875,0.9935,0.9935,0.994,0.994,0.982828125,0.982828125,0.994,0.994,0.994,0.994,0.989578125,0.989578125
