model,protocol,token,group,batch_size,positive_count,negative_count,zero_count,no_positive_group,rule_feasible_count,progress_pass_count,ttc_pass_count,pareto_count,infeasible_count,positive_infeasible_count,mean_positive_PDMS,positive_above_reference_count,ref_scalar,ref_EP,ref_TTC,mean_advantage,std_advantage,all_zero,positive_below_reference_count,positive_equal_reference_count,positive_gain1point_count,positive_advantage_mass,positive_below_reference_advantage_mass
v6_grpo_300,eval,7ff20da52e205bf0,0,64,3,10,3,False,16,16,16,3,0,0,100.0,3,91.75482392311096,0.8598319888114929,1.0,-0.1925366222858429,1.6435420513153076,False,0,0,3,9.0,0.0
v6_grpo_300,eval,d68f1142da63586f,0,64,1,12,3,False,16,16,16,1,0,0,97.21979470461223,1,91.87091588973999,0.8618055582046509,1.0,-0.11162132024765015,0.7627055048942566,False,0,0,1,2.742716073989868,0.0
v6_grpo_300,eval,9c83725ca24453f5,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,1295232b65bf5f8d,0,64,1,9,6,False,16,16,16,1,0,0,82.13931411362502,1,73.72880578041077,0.5533896684646606,1.0,-0.04336833953857422,0.08715755492448807,False,0,0,1,0.1839613914489746,0.0
v6_grpo_300,eval,980c4467fdf156c4,0,64,1,15,0,False,1,1,16,1,16,1,100.0,0,100.0,1.0,1.0,-0.75,0.9682458639144897,False,0,1,0,3.0,0.0
v6_grpo_300,eval,2fbab9ffc3fe5a5d,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,1e66e2bddb1d5b49,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,69cd8ef1721f550d,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,9a78f0e3d0335345,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,9e7acfb214dd58eb,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,6a53dd2411825857,0,64,1,12,3,False,16,16,16,1,0,0,91.77938198658767,1,85.94868779182434,0.7611276507377625,1.0,-0.135711207985878,0.5048555135726929,False,0,0,1,1.72346830368042,0.0
v6_grpo_300,eval,e671280656f55009,0,64,1,11,4,False,16,16,16,1,0,0,91.63062982680607,1,87.25325465202332,0.783305287361145,1.0,-0.05825921893119812,0.20793315768241882,False,0,0,0,0.6726014614105225,0.0
v6_grpo_300,eval,beea15c8657d59a2,0,64,1,8,7,False,15,15,15,1,1,0,88.71408212137769,1,82.6703667640686,0.7053962349891663,1.0,-0.10697907209396362,0.3074924945831299,False,0,0,1,0.6194043159484863,0.0
v6_grpo_300,eval,7bb8d2878b1f53cb,0,64,0,16,0,True,16,16,16,14,0,0,,0,89.80771899223328,0.826731264591217,1.0,-0.022796833887696266,0.05250607803463936,False,0,0,0,0.0,0.0
v6_grpo_300,eval,b1483be2f1e35882,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,ef4f3026ae1b56a3,0,64,1,9,6,False,16,16,16,1,0,0,92.8056786411532,1,85.77584028244019,0.75818932056427,1.0,-0.5993649363517761,1.027746558189392,False,0,0,1,2.431318759918213,0.0
v6_grpo_300,eval,a73551f67ae95c4d,0,64,1,13,2,False,16,16,16,1,0,0,87.99905943380466,1,79.56076264381409,0.6525329947471619,1.0,-0.046322859823703766,0.22646450996398926,False,0,0,1,0.795358419418335,0.0
v6_grpo_300,eval,ee05069c50295595,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,56faab1d1228542e,0,64,1,10,5,False,16,16,16,1,0,0,92.66728007460202,1,86.70439124107361,0.7739746570587158,1.0,-0.06191954016685486,0.22816933691501617,False,0,0,1,0.7224082946777344,0.0
v6_grpo_300,eval,073c4d0738b45047,0,64,1,13,2,False,16,16,16,1,0,0,90.71437679446522,1,84.46178436279297,0.7358503341674805,1.0,-0.12708529829978943,0.549501895904541,False,0,0,1,1.9298315048217773,0.0
v6_grpo_300,eval,838c6ba50bd25cd5,0,64,1,13,2,False,16,16,16,1,0,0,94.90676085854942,1,91.00126028060913,0.8470214009284973,1.0,-0.09530432522296906,0.3896450996398926,False,0,0,1,1.3511335849761963,0.0
v6_grpo_300,eval,2314cd5f97c5596c,0,64,1,13,2,False,16,16,16,1,0,0,88.55322840781496,1,80.5389940738678,0.6691628694534302,1.0,-0.1459670066833496,0.6557828783988953,False,0,0,1,2.29486346244812,0.0
v6_grpo_300,eval,984be293f9195416,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,8419b5d5eab75027,0,64,1,12,3,False,16,16,16,1,0,0,94.54154473237543,1,89.56422209739685,0.8225918412208557,1.0,-0.09582161903381348,0.4415525794029236,False,0,0,1,1.5343272686004639,0.0
v6_grpo_300,eval,dcea502e05ca5eb5,0,64,1,10,5,False,16,16,16,1,0,0,92.67805905420276,1,86.3149344921112,0.7673538327217102,1.0,-0.06894335150718689,0.19104023277759552,False,0,0,1,0.4829537868499756,0.0
v6_grpo_300,eval,8cf3b1868b2f5262,0,64,3,10,3,False,16,16,16,3,0,0,100.0,3,79.89456057548523,0.6582075357437134,1.0,-0.07966719567775726,0.8127146363258362,False,0,0,3,4.452577590942383,0.0
v6_grpo_300,eval,4af11dadd34359fe,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,a8263f179cca558d,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,e4bc6fc5aeb15a9b,0,64,1,11,4,False,16,16,16,1,0,0,96.22272237621591,1,92.31889247894287,0.869421124458313,1.0,-0.14303535223007202,0.5298892259597778,False,0,0,1,1.6860854625701904,0.0
v6_grpo_300,eval,116b808c2f825f23,0,64,1,9,6,False,16,16,16,1,0,0,90.24191934726706,1,85.2810263633728,0.7497774958610535,1.0,-0.04239380359649658,0.12437433004379272,False,0,0,0,0.3474724292755127,0.0
v6_grpo_300,eval,dcb23119258e58ec,0,64,1,11,4,False,16,16,16,1,0,0,93.83811289016877,1,89.187091588974,0.8161805272102356,1.0,-0.1028364896774292,0.535332977771759,False,0,0,1,1.8878710269927979,0.0
v6_grpo_300,eval,4ce4021236435fc2,0,64,1,12,3,False,16,16,16,1,0,0,87.89420770482623,1,81.81571364402771,0.6908671259880066,1.0,-0.08335687220096588,0.1794990748167038,False,0,0,1,0.5091440677642822,0.0
v6_grpo_300,eval,99adfd4cd925504d,0,64,1,12,3,False,16,16,16,1,0,0,97.55299175761154,1,93.03308129310608,0.881562352180481,1.0,-0.10078524053096771,0.8359565138816833,False,0,0,1,3.0,0.0
v6_grpo_300,eval,b29e1677139a5f6b,0,64,1,10,5,False,16,16,16,1,0,0,100.0,1,96.4406967163086,0.939491868019104,1.0,-0.1469697803258896,0.6361966133117676,False,0,0,1,2.1302521228790283,0.0
v6_grpo_300,eval,e5acc98f52f458cc,0,64,1,9,6,False,16,16,16,1,0,0,98.5256485865266,1,97.80789613723755,0.9627342224121094,1.0,-0.05892515182495117,0.11867266148328781,False,0,0,0,0.22431373596191406,0.0
v6_grpo_300,eval,0c9d055f4ccc5d64,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,e72eb72ebdc25a8a,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,74ae55238ee5525d,0,64,1,11,4,False,16,16,16,1,0,0,92.91193824073373,1,84.93090867996216,0.7438254356384277,1.0,-0.2674192786216736,0.8732123374938965,False,0,0,1,2.7077853679656982,0.0
v6_grpo_300,eval,4124b6e12f8b5f0d,0,64,1,12,3,False,16,16,16,1,0,0,91.35306795777943,1,84.17865037918091,0.7310370802879333,1.0,-0.0667591392993927,0.7465662360191345,False,0,0,1,2.7399468421936035,0.0
v6_grpo_300,eval,2ce54722e81a5726,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-0.0227963849902153,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,9fe72fe991c859f0,0,64,1,13,2,False,16,16,16,1,0,0,100.0,1,99.00106191635132,0.9830181002616882,1.0,-0.0637054443359375,0.41081175208091736,False,0,0,0,1.4693737030029297,0.0
v6_grpo_300,eval,04f77fbd6bf3505a,0,64,0,16,0,True,16,16,16,16,0,0,,0,98.73209595680237,0.9784455895423889,1.0,-0.022798769176006317,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,fa4cc4b0188c5b79,0,64,1,11,4,False,16,16,16,1,0,0,92.0217089239483,1,87.45777010917664,0.7867820858955383,1.0,-0.04585040360689163,0.14402905106544495,False,0,0,1,0.43760401010513306,0.0
v6_grpo_300,eval,0fae6a22120d5bc2,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,5985ea459f145e5c,0,64,1,10,5,False,16,16,16,1,0,0,98.17701325147998,1,93.71910095214844,0.8932246565818787,1.0,-0.3043164610862732,0.768324613571167,False,0,0,1,2.164900064468384,0.0
v6_grpo_300,eval,79ebfc1d85bf5a51,0,64,1,9,6,False,16,15,16,1,0,0,89.41706095067657,1,78.55154275894165,0.6353762149810791,1.0,-0.939516007900238,1.5474803447723389,False,0,0,1,3.0,0.0
v6_grpo_300,eval,b6bba53a1bef520e,0,64,1,10,5,False,16,16,16,1,0,0,91.86494877390778,1,88.02827596664429,0.7964807152748108,1.0,-0.031003545969724655,0.12998774647712708,False,0,0,0,0.4026041626930237,0.0
v6_grpo_300,eval,711cc9425e2f5aff,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,2ce59f70a15b5ddf,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,7cfa2141cf77549d,0,64,0,16,0,True,2,2,16,2,14,0,,0,100.0,1.0,1.0,-0.875,0.33071884512901306,False,0,0,0,0.0,0.0
v6_grpo_300,eval,71495dbc0a3255dc,0,64,1,14,1,False,16,16,16,1,0,0,98.5122984993435,1,94.09589767456055,0.8996302485466003,1.0,-0.001200750470161438,0.7103860378265381,False,0,0,1,2.705632209777832,0.0
v6_grpo_300,eval,a0283fb79a975f2c,0,64,1,12,3,False,16,16,16,1,0,0,96.21729623206046,1,89.13785219192505,0.81534343957901,1.0,-0.2623031437397003,0.9060602188110352,False,0,0,1,3.0,0.0
v6_grpo_300,eval,a4cf3a412034565a,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,339d5c1111125971,0,64,6,9,1,False,16,16,16,6,0,0,100.0,6,99.04388785362244,0.9837460517883301,1.0,-0.02206169068813324,0.7076038122177124,False,0,0,0,5.16457462310791,0.0
v6_grpo_300,eval,5abdbfe1845e59c5,0,64,1,4,11,False,16,16,16,1,0,0,97.82972146973664,1,89.25506472587585,0.8173361420631409,1.0,-0.22542241215705872,0.5039204359054565,False,0,0,1,0.5364773869514465,0.0
v6_grpo_300,eval,4fa9113617d254d4,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,fbec1eb4b33955e2,0,64,1,11,4,False,16,6,16,1,0,0,91.44265707139877,1,87.36623525619507,0.785226047039032,1.0,-0.1919652223587036,0.5536643266677856,False,0,0,0,1.649342656135559,0.0
v6_grpo_300,eval,b87bd020396b5670,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,0dff173b10b75b6a,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,b25e5caac7645be6,0,64,1,12,3,False,16,16,16,1,0,0,91.34014452805536,1,81.86518549919128,0.6917081475257874,1.0,-0.2050778865814209,0.6909308433532715,False,0,0,1,2.1243903636932373,0.0
v6_grpo_300,eval,0d24b5cc9f005fe0,0,64,1,13,2,False,16,16,16,1,0,0,97.47329094200187,1,93.60634088516235,0.8913077712059021,1.0,-0.19185355305671692,0.5920188426971436,False,0,0,1,1.9659351110458374,0.0
v6_grpo_300,eval,584a14a3e42050c4,0,64,1,9,6,False,16,16,16,1,0,0,89.83685944132071,1,76.35980248451233,0.5981165766716003,1.0,-0.38216936588287354,0.7776856422424316,False,0,0,1,1.9672845602035522,0.0
v6_grpo_300,eval,1ef92a1e554b567c,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,b1199a48987b5f73,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,edfca2d846ee5acf,0,64,1,8,7,False,14,14,16,1,2,0,95.37919743772993,1,87.13607788085938,0.7813133597373962,1.0,-0.3358832001686096,0.7162034511566162,False,0,0,1,1.8437837362289429,0.0
v6_grpo_300,eval,165b4475bd6b5188,0,64,1,8,7,False,16,16,16,1,0,0,95.75677457046785,1,78.65377068519592,0.6371141672134399,1.0,-0.18204891681671143,0.372281551361084,False,0,0,1,0.7843778729438782,0.0
v6_grpo_300,eval,6c0b6e4fdf005a81,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,da088bb9d4fb5d0e,0,64,1,11,4,False,16,16,16,1,0,0,94.25223694074433,1,88.49582076072693,0.8044289350509644,1.0,-0.22650930285453796,0.5947205424308777,False,0,0,1,1.6674970388412476,0.0
v6_grpo_300,eval,682378d23c335e89,0,64,1,13,2,False,16,16,16,1,0,0,92.90245684826574,1,86.59186363220215,0.7720616459846497,1.0,-0.15025624632835388,0.6923778653144836,False,0,0,1,2.4740586280822754,0.0
v6_grpo_300,eval,59b4fffb7aef599d,0,64,0,16,0,True,16,16,16,16,16,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,2ad520fb925f5ace,0,64,4,10,2,False,16,6,16,4,0,0,100.0,0,100.0,1.0,1.0,-0.12176837772130966,0.9257297515869141,False,0,4,0,5.248074054718018,0.0
v6_grpo_300,eval,3783e56bc9ef5e85,0,64,1,12,3,False,16,1,16,1,0,0,94.47454824845138,0,93.2672917842865,0.885543942451477,1.0,-0.19198080897331238,0.6638119220733643,False,1,0,0,2.1732006072998047,2.1732006072998047
v6_grpo_300,eval,b386322960ff5784,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,4521af05098b5726,0,64,1,8,7,False,16,16,16,1,0,0,93.2326352996808,1,89.55559730529785,0.8224452137947083,1.0,-0.028924141079187393,0.05788100138306618,False,0,0,0,0.11411530524492264,0.0
v6_grpo_300,eval,f40040c002375188,0,64,1,8,7,False,16,16,16,1,0,0,98.77701915144232,1,98.25184941291809,0.9702814817428589,1.0,-0.03517830744385719,0.20651118457317352,False,0,0,0,0.6970511078834534,0.0
v6_grpo_300,eval,1b1311d50d47553f,0,64,1,11,4,False,16,16,16,1,0,0,92.03851420101557,1,86.95957064628601,0.7783127427101135,1.0,-0.14463622868061066,0.3519105017185211,False,0,0,1,1.076377511024475,0.0
v6_grpo_300,eval,b790a763e1ee538e,0,64,1,13,2,False,16,16,16,1,0,0,97.39906348546334,1,94.5318877696991,0.9070420861244202,1.0,-0.12040302902460098,0.6170679926872253,False,0,0,1,2.1762726306915283,0.0
v6_grpo_300,eval,1d45b9d20e9d5f92,0,64,1,10,5,False,16,16,16,1,0,0,97.75989711049996,1,90.16105532646179,0.8327379822731018,1.0,-0.20675340294837952,0.6360853910446167,False,0,0,1,1.9545077085494995,0.0
v6_grpo_300,eval,a2c048ba29a85ad0,0,64,1,9,6,False,16,16,16,1,0,0,100.0,1,81.22422695159912,0.6808118224143982,1.0,-0.666182279586792,1.2779583930969238,False,0,0,1,2.987656354904175,0.0
v6_grpo_300,eval,6320ecb991675a39,0,64,1,12,3,False,16,16,16,1,0,0,88.36393989596336,1,80.95113635063171,0.6761693358421326,1.0,-0.08607981353998184,0.3958807587623596,False,0,0,1,1.377273678779602,0.0
v6_grpo_300,eval,9d722cf10d7f5bd1,0,64,0,16,0,True,16,16,16,16,16,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,80d5ce364722516b,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,0a76d212e8fe5898,0,64,1,9,6,False,16,16,16,1,0,0,100.0,1,83.76027941703796,0.7239248156547546,1.0,-0.4464291036128998,1.041847825050354,False,0,0,1,2.7230546474456787,0.0
v6_grpo_300,eval,80dfd05ab759518f,0,64,0,7,9,True,16,16,0,0,16,0,,0,93.75783801078796,0.893883228302002,1.0,-0.13115227222442627,0.16253170371055603,False,0,0,0,0.0,0.0
v6_grpo_300,eval,8b0773eaa2375bbf,0,64,1,8,7,False,16,16,16,1,0,0,93.47793456490164,1,85.70625185966492,0.7570063471794128,1.0,-0.19834116101264954,0.6180133819580078,False,0,0,1,1.7522763013839722,0.0
v6_grpo_300,eval,bc4345e13302535e,0,64,1,9,6,False,16,16,16,1,0,0,97.23910430478882,1,80.8454692363739,0.6743729710578918,1.0,-0.7242885828018188,1.1621341705322266,False,0,0,1,2.297377347946167,0.0
v6_grpo_300,eval,22a09b0100175b62,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,8b800af555d35794,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,0f44c6e6440654d0,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,bf6158f005f956ae,0,64,1,7,8,False,16,16,16,1,0,0,98.15773123679547,1,87.85621523857117,0.7935556173324585,1.0,-0.5160300731658936,1.0385998487472534,False,0,0,1,1.9345735311508179,0.0
v6_grpo_300,eval,8224627048195e4f,0,64,15,1,0,False,16,16,16,15,0,0,100.0,15,96.74092531204224,0.9445957541465759,1.0,-1.3653188943862915e-06,0.13354545831680298,False,0,0,15,0.5171988010406494,0.0
v6_grpo_300,eval,98ad6d2817355b99,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,9349bacb4a225ae3,0,64,1,12,3,False,16,16,16,1,0,0,86.80062303439155,1,79.35798764228821,0.6490858197212219,1.0,-0.046160582453012466,0.24291934072971344,False,0,0,1,0.824940025806427,0.0
v6_grpo_300,eval,822b5a4a2e075ace,0,64,1,10,5,False,16,16,16,1,0,0,82.73156250823398,1,74.27225708961487,0.5626283288002014,1.0,-0.03023628517985344,0.10945380479097366,False,0,0,1,0.3375135064125061,0.0
v6_grpo_300,eval,dd175b6e08565a4e,0,64,0,9,7,True,16,0,16,0,0,0,,0,81.29947185516357,0.6820910573005676,1.0,-0.17802435159683228,0.1900707483291626,False,0,0,0,0.0,0.0
v6_grpo_300,eval,2d1c26e4b5895e96,0,64,0,11,5,True,16,0,16,0,0,0,,0,97.50600457191467,0.9576020836830139,1.0,-0.24102595448493958,0.21247318387031555,False,0,0,0,0.0,0.0
v6_grpo_300,eval,0ee58e583be85ffb,0,64,1,11,4,False,16,16,16,1,0,0,97.87177819480677,1,96.8413770198822,0.9463033676147461,1.0,-0.025636978447437286,0.12621119618415833,False,0,0,0,0.4340277314186096,0.0
v6_grpo_300,eval,095770e79ccf5d82,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,fc2be4c9cc135538,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-1.69284305684414e-07,0.0,False,0,0,0,0.0,0.0
v6_grpo_300,eval,f6a1a2760a7b57a4,0,64,1,11,4,False,16,16,16,1,0,0,93.73993353713522,1,90.12050032615662,0.8320484757423401,1.0,-0.059420518577098846,0.2175813466310501,False,0,0,1,0.6915615200996399,0.0
v6_grpo_300,eval,d2b1e07b5d38547e,0,64,1,11,4,False,16,16,16,1,0,0,90.87996821416452,1,86.77771091461182,0.7752211093902588,1.0,-0.011572593823075294,0.20222605764865875,False,0,0,0,0.7479797005653381,0.0
v6_grpo_300,eval,37ab6257bb545b45,0,64,4,10,2,False,15,15,16,4,1,0,100.0,4,97.7295994758606,0.9614031910896301,1.0,-0.13818645477294922,1.0740858316421509,False,0,0,4,6.504296779632568,0.0
v6_grpo_300,eval,cd07f4279fa35240,0,64,1,12,3,False,16,16,16,1,0,0,100.0,1,93.3834969997406,0.8875194191932678,1.0,-0.29918172955513,0.9105003476142883,False,0,0,1,3.0,0.0
