model,protocol,token,group,batch_size,positive_count,negative_count,zero_count,no_positive_group,rule_feasible_count,progress_pass_count,ttc_pass_count,pareto_count,infeasible_count,positive_infeasible_count,mean_positive_PDMS,positive_above_reference_count,ref_scalar,ref_EP,ref_TTC,mean_advantage,std_advantage,all_zero,positive_below_reference_count,positive_equal_reference_count,positive_gain1point_count,positive_advantage_mass,positive_below_reference_advantage_mass
v6_sft,eval,e6a85ef20b3054c4,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,2.6490953430879927e-08,0.0,False,0,16,0,4.238552548940788e-07,0.0
v6_sft,eval,d193c14478495b74,0,64,0,9,7,True,16,0,16,0,0,0,,0,92.40133762359619,0.8708227872848511,1.0,-0.13163518905639648,0.17064982652664185,False,0,0,0,0.0,0.0
v6_sft,eval,b450f88783c15dea,0,64,1,10,5,False,16,16,16,1,0,0,92.72816178824831,1,89.25633430480957,0.8173576593399048,1.0,-0.055230990052223206,0.19956998527050018,False,0,0,0,0.6029033660888672,0.0
v6_sft,eval,dabc9a6d5e755758,0,64,1,8,7,False,16,16,16,1,0,0,86.81443866458577,0,81.56447410583496,0.6865960359573364,1.0,-0.01517048291862011,0.04435867816209793,False,1,0,0,0.11450651288032532,0.11450651288032532
v6_sft,eval,8fe647ed2b7a5aee,0,64,1,8,7,False,16,16,16,1,0,0,99.35918996547147,0,99.39929842948914,0.9897881150245667,1.0,-0.06717196106910706,0.15531949698925018,False,1,0,0,0.303264856338501,0.303264856338501
v6_sft,eval,d91a4c7d1d9e5647,0,64,0,8,8,True,16,0,16,0,0,0,,0,79.28884625434875,0.6479103565216064,1.0,-0.16111254692077637,0.23291444778442383,False,0,0,0,0.0,0.0
v6_sft,eval,12264b570ba358e9,0,64,1,8,7,False,16,16,16,1,0,0,90.48846423232042,0,87.08958029747009,0.780522882938385,1.0,-0.05420638620853424,0.138252854347229,False,1,0,0,0.34155967831611633,0.34155967831611633
v6_sft,eval,411a748874035630,0,64,0,0,16,True,0,0,16,0,16,0,,0,100.0,1.0,1.0,0.0,0.0,True,0,0,0,0.0,0.0
v6_sft,eval,baef6630583c5f87,0,64,1,9,6,False,16,16,16,1,0,0,96.01754371136852,0,94.41443681716919,0.9050454497337341,1.0,-0.04173365980386734,0.1241242066025734,False,1,0,0,0.34122708439826965,0.34122708439826965
v6_sft,eval,40bdcf910bed5013,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,2.6490953430879927e-08,0.0,False,0,16,0,4.238552548940788e-07,0.0
v6_sft,eval,4bfb866afaf35777,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,2.6490953430879927e-08,0.0,False,0,16,0,4.238552548940788e-07,0.0
v6_sft,eval,430843d30f9258ed,0,64,1,10,5,False,16,16,16,1,0,0,92.08358923987618,0,89.45010304450989,0.8206517696380615,1.0,-0.012481640093028545,0.057779595255851746,False,1,0,0,0.18381954729557037,0.18381954729557037
v6_sft,eval,3ff6652d6dec55da,0,64,1,10,5,False,16,16,16,1,0,0,87.05371057293844,1,75.24996995925903,0.5792495012283325,1.0,-0.25018310546875,0.9025336503982544,False,0,0,1,2.7182865142822266,0.0
v6_sft,eval,3138ce4847ee5007,0,64,1,8,7,False,16,16,16,1,0,0,88.09288584623064,0,83.79388451576233,0.724496066570282,1.0,-0.021311849355697632,0.06493213772773743,False,1,0,0,0.1105523407459259,0.1105523407459259
v6_sft,eval,972eb434cfd159e8,0,64,1,11,4,False,16,16,16,1,0,0,84.62674061371088,1,77.02184915542603,0.6093714237213135,1.0,-0.0585123747587204,0.4872508645057678,False,0,0,1,1.661837100982666,0.0
v6_sft,eval,43df192ed9125ff3,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,2.6490953430879927e-08,0.0,False,0,16,0,4.238552548940788e-07,0.0
v6_sft,eval,86fbc624ea435e56,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,2.6490953430879927e-08,0.0,False,0,16,0,4.238552548940788e-07,0.0
v6_sft,eval,576835726a7c57d4,0,64,1,9,6,False,16,1,16,1,0,0,90.6568574182971,0,87.87311911582947,0.7938430309295654,1.0,-0.11305323988199234,0.4015403091907501,False,1,0,0,1.186894178390503,1.186894178390503
v6_sft,eval,392e034cb2a55053,0,64,14,2,0,False,14,14,16,14,2,0,100.0,0,100.0,1.0,1.0,-0.12499997764825821,0.33071890473365784,False,0,14,0,3.708734084284515e-07,0.0
v6_sft,eval,14096d0f331a594a,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,2.6490953430879927e-08,0.0,False,0,16,0,4.238552548940788e-07,0.0
v6_sft,eval,9252ad8efde85a85,0,64,1,8,7,False,16,16,16,1,0,0,99.67883699728142,0,100.0,1.0,1.0,-0.01880308799445629,0.05364217981696129,False,1,0,0,0.1367819607257843,0.1367819607257843
v6_sft,eval,86208267d61253c0,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,2.6490953430879927e-08,0.0,False,0,16,0,4.238552548940788e-07,0.0
v6_sft,eval,7ff20da52e205bf0,0,64,0,8,8,True,16,0,16,0,0,0,,0,91.75482392311096,0.8598319888114929,1.0,-0.0213442612439394,0.04397336393594742,False,0,0,0,0.0,0.0
v6_sft,eval,d68f1142da63586f,0,64,1,10,5,False,16,16,16,1,0,0,93.83935759764155,0,91.87091588973999,0.8618055582046509,1.0,-0.04015197977423668,0.10307217389345169,False,1,0,0,0.2736318111419678,0.2736318111419678
v6_sft,eval,9c83725ca24453f5,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,2.6490953430879927e-08,0.0,False,0,16,0,4.238552548940788e-07,0.0
v6_sft,eval,1295232b65bf5f8d,0,64,1,9,6,False,16,16,16,1,0,0,81.25279343185886,0,73.72880578041077,0.5533896684646606,1.0,-0.02417115494608879,0.06454797834157944,False,1,0,0,0.15748383104801178,0.15748383104801178
