comparison,metric,n,mean_difference,median_difference,ci_low,ci_high,log_cluster_ci_low,log_cluster_ci_high,win_fraction,tie_fraction,log_count
a5_sft:native-minus-eval,feasible_rate,1000,-0.004890625,0.0,-0.007422265625,-0.002484375,-0.00722009161179675,-0.0026861424615639354,0.016,0.866,512.0
a5_sft:native-minus-eval,pairwise_ADE,1000,0.2343566520116292,0.191564058419317,0.22686006217274116,0.2417766601573676,0.2259925665727976,0.24313367035503464,0.999,0.0,512.0
a5_sft:native-minus-eval,Hit16,1000,0.1625,0.0,0.145,0.18025,0.14505543285341366,0.1810207480913815,0.31,0.689,512.0
a5_sft:native-minus-eval,safe_count,1000,-0.07825,0.0,-0.11525625,-0.04125,-0.11508645140387813,-0.04354500677713259,0.016,0.866,512.0
a5_sft:native-minus-eval,hard_failure_rate,1000,0.003,0.0,0.000859375,0.00509375,0.00109308302555429,0.004925983199367321,0.067,0.924,512.0
a5_sft:native-minus-eval,center_shift_IL_eval,1000,-0.013736876055598259,-0.008300557732582092,-0.018599641820415853,-0.009003799327276647,-0.018583349580056113,-0.008467068504781253,0.414,0.0,512.0
v6_sft:native-minus-eval,mean_PDMS,1000,-0.13229902208313843,0.0,-0.30631951816215913,0.04083878509614519,-0.30596328381697263,0.03661368186185101,0.476,0.296,512.0
v6_sft:native-minus-eval,max_PDMS,1000,1.3223607338465986,0.3027131279172437,0.9387117253507598,1.7774168931522776,0.9009956065642537,1.8504901700760639,0.639,0.36,512.0
v6_sft:native-minus-eval,min_PDMS,1000,-3.002798522834894,-0.27919127778332253,-3.72364512309271,-2.3196041415229196,-3.724567576263973,-2.310770417785742,0.0,0.308,512.0
v6_sft:native-minus-eval,range_PDMS,1000,4.325159256681491,0.7557286427575143,3.5621415774809613,5.163424120950806,3.483635879422992,5.256603382332385,0.702,0.298,512.0
v6_sft:native-minus-eval,feasible_rate,1000,-0.003328125,0.0,-0.0055,-0.00115625,-0.005612664004309238,-0.0011867372071535272,0.016,0.895,512.0
v6_sft:native-minus-eval,pairwise_ADE,1000,0.18362753430660814,0.1715647280216217,0.1802641078584944,0.18685065794680267,0.18029345955881124,0.1870432801289299,1.0,0.0,512.0
v6_sft:native-minus-eval,Hit16,1000,0.0995,0.0,0.08575,0.11400625000000003,0.08504643978770383,0.11370261270491804,0.198,0.802,512.0
v6_sft:native-minus-eval,safe_count,1000,-0.05325,0.0,-0.09000625,-0.0185,-0.08781923822014727,-0.01887101105560606,0.016,0.895,512.0
v6_sft:native-minus-eval,hard_failure_rate,1000,0.0015625,0.0,-0.00017226562499999987,0.003219140625000001,-0.00029518143998603794,0.003316434693816783,0.047,0.944,512.0
v6_sft:native-minus-eval,center_shift_IL_eval,1000,0.004376421593129635,0.001565307378768921,0.001822324448823929,0.006912527915835381,0.0018792500426641926,0.007088711887561281,0.529,0.0,512.0
original_grpo_11970:native-minus-eval,mean_PDMS,1000,-15.999371304115142,-12.459304094975934,-16.763340411868565,-15.257642852519531,-16.800260349267003,-15.196225062448665,0.009,0.001,512.0
original_grpo_11970:native-minus-eval,max_PDMS,1000,1.947553692764706,0.23041569756339442,1.597935977125505,2.3781283815746375,1.5401483223788992,2.4375907191668498,0.518,0.454,512.0
original_grpo_11970:native-minus-eval,min_PDMS,1000,-63.27940002677696,-64.58333333333333,-64.94738684921603,-61.62862111694601,-65.0649775736781,-61.50328390173797,0.0,0.01,512.0
original_grpo_11970:native-minus-eval,range_PDMS,1000,65.22695371954167,68.29559421652152,63.53182729306419,66.87006103046123,63.42519638349138,67.06129243183743,0.998,0.002,512.0
original_grpo_11970:native-minus-eval,feasible_rate,1000,-0.1755625,-0.140625,-0.186969140625,-0.163608984375,-0.18930562818644192,-0.16258820308136843,0.039,0.097,512.0
original_grpo_11970:native-minus-eval,pairwise_ADE,1000,1.824799729061313,1.827015595510602,1.821401437902008,1.8283167509085732,1.821412936889463,1.8281102371027393,1.0,0.0,512.0
original_grpo_11970:native-minus-eval,Hit16,1000,0.1185,0.0,0.10075,0.13775,0.10054994088545831,0.1374871567233141,0.168,0.821,512.0
original_grpo_11970:native-minus-eval,safe_count,1000,-2.809,-2.25,-3.00125,-2.6187437499999997,-3.0186176344953037,-2.6088551021249273,0.039,0.097,512.0
original_grpo_11970:native-minus-eval,hard_failure_rate,1000,0.085421875,0.03125,0.077671875,0.09370468750000001,0.07689972449002369,0.0940653717412666,0.71,0.283,512.0
original_grpo_11970:native-minus-eval,center_shift_IL_eval,1000,0.02433047290146351,0.02506844699382782,0.020752067217603327,0.027754717711731793,0.020969559963625525,0.027774219930406276,0.667,0.0,512.0
psi_sft:native-minus-eval,mean_PDMS,1000,-26.895103376199657,-24.262163774663847,-27.999238181325794,-25.75594041961173,-28.048380378116846,-25.702484132365722,0.019,0.002,512.0
psi_sft:native-minus-eval,max_PDMS,1000,1.3693958377301927,0.0,0.9783247219213419,1.8097073160281356,0.9766511310196925,1.816634250355328,0.476,0.413,512.0
psi_sft:native-minus-eval,min_PDMS,1000,-68.86958723365893,-79.3052282426369,-70.71897046648196,-66.87491629151643,-70.92598486275978,-66.85649202242239,0.0,0.055,512.0
psi_sft:native-minus-eval,range_PDMS,1000,70.23898307138914,81.51102250825566,68.35434990864559,72.05849698061755,68.22347589747717,72.19109370438191,0.97,0.016,512.0
psi_sft:native-minus-eval,feasible_rate,1000,-0.295078125,-0.28125,-0.30884375,-0.28045195312500004,-0.3107575076052012,-0.2793782231183458,0.042,0.058,512.0
psi_sft:native-minus-eval,pairwise_ADE,1000,1.951748948391527,1.9559059254825115,1.9473214170625432,1.956206073548086,1.947254032484396,1.9561348071045992,1.0,0.0,512.0
psi_sft:native-minus-eval,Hit16,1000,0.02375,0.0,0.009993750000000003,0.03775,0.009725921511992584,0.03836989623279947,0.087,0.838,512.0
psi_sft:native-minus-eval,safe_count,1000,-4.72125,-4.5,-4.95375,-4.49748125,-4.976203524649844,-4.4687401107594935,0.042,0.058,512.0
psi_sft:native-minus-eval,hard_failure_rate,1000,0.1901875,0.140625,0.17865429687499998,0.20225390625000003,0.17783168447256315,0.2028810764730243,0.812,0.171,512.0
psi_sft:native-minus-eval,center_shift_IL_eval,1000,0.10130992949008942,0.10912011563777924,0.094579065252468,0.10778763887546956,0.0948109462128171,0.1079733717875271,0.846,0.0,512.0
a5_grpo_300:native-minus-eval,mean_PDMS,1000,-0.6217648759803432,0.0,-0.8068321254590198,-0.44664363792093553,-0.8008558790088056,-0.4492855550473065,0.265,0.344,512.0
a5_grpo_300:native-minus-eval,max_PDMS,1000,0.40149617157413825,0.0,0.2524445066154433,0.5879404684859842,0.25388864317198456,0.5885773532097954,0.265,0.719,512.0
a5_grpo_300:native-minus-eval,min_PDMS,1000,-5.174292910544811,-0.0736283488921039,-6.056001376006993,-4.34376219395634,-6.058781739844599,-4.298825954283916,0.074,0.389,512.0
a5_grpo_300:native-minus-eval,range_PDMS,1000,5.57578908211895,0.17860783414989356,4.73227492696722,6.44806962572119,4.723169889732717,6.524047442484471,0.569,0.377,512.0
a5_grpo_300:native-minus-eval,feasible_rate,1000,-0.01246875,0.0,-0.01540703125,-0.00975,-0.015444917573823824,-0.009466449271595274,0.03,0.752,512.0
a5_grpo_300:native-minus-eval,pairwise_ADE,1000,0.20395360965281725,0.18637838773429394,0.1975853686871473,0.2108699671851471,0.19765578788789356,0.21075117142598074,0.989,0.0,512.0
a5_grpo_300:native-minus-eval,Hit16,1000,0.0065,0.0,0.003,0.01125,0.0027998415931206155,0.010870411756738457,0.012,0.988,512.0
a5_grpo_300:native-minus-eval,safe_count,1000,-0.1995,0.0,-0.24450624999999998,-0.155,-0.24385659694288014,-0.15474763388149101,0.03,0.752,512.0
a5_grpo_300:native-minus-eval,hard_failure_rate,1000,0.004484375,0.0,0.003015234375,0.006000390625000002,0.002917242705589537,0.006020211508842745,0.11,0.88,512.0
a5_grpo_300:native-minus-eval,center_shift_IL_eval,1000,0.13455091559886934,0.11149296164512634,0.12457273089680822,0.14501146014723929,0.12301201828514459,0.14647243704807733,0.847,0.0,512.0
a5_grpo_4842:native-minus-eval,mean_PDMS,1000,-0.49086190921100675,0.0,-0.6336705983790081,-0.36046695724231087,-0.632895614621095,-0.3512892780826317,0.076,0.465,512.0
a5_grpo_4842:native-minus-eval,max_PDMS,1000,0.13901349078923317,0.0,0.0853363074466635,0.23261717867853618,0.08600188311408528,0.23453451954998433,0.236,0.756,512.0
a5_grpo_4842:native-minus-eval,min_PDMS,1000,-3.579849386778032,-0.05400684819026225,-4.338291599162949,-2.8444314563238633,-4.3718804866523335,-2.834891767704396,0.011,0.479,512.0
a5_grpo_4842:native-minus-eval,range_PDMS,1000,3.718862877567265,0.0620851316842721,2.98174181627266,4.4802687240095755,2.9928464935197923,4.5092302379009395,0.514,0.476,512.0
a5_grpo_4842:native-minus-eval,feasible_rate,1000,-0.006796875,0.0,-0.008641015625,-0.00490625,-0.00879320252838821,-0.004892937785861129,0.013,0.856,512.0
a5_grpo_4842:native-minus-eval,pairwise_ADE,1000,0.1867187587756198,0.1748513514176011,0.1826318331311748,0.19108196149583093,0.18252013801548078,0.19121504459973665,0.999,0.0,512.0
a5_grpo_4842:native-minus-eval,Hit16,1000,0.002,0.0,0.0005,0.004,0.00047214353163361664,0.004220056126104612,0.004,0.996,512.0
a5_grpo_4842:native-minus-eval,safe_count,1000,-0.10875,0.0,-0.13975,-0.079,-0.14108701239403618,-0.07755976258641543,0.013,0.856,512.0
a5_grpo_4842:native-minus-eval,hard_failure_rate,1000,0.003546875,0.0,0.0023125,0.004890625,0.0022917112976212017,0.004895390170174653,0.067,0.929,512.0
a5_grpo_4842:native-minus-eval,center_shift_IL_eval,1000,0.05476709582656622,0.032938212156295776,0.047992631007358434,0.061509628717601295,0.04779242308289112,0.06171397076779234,0.708,0.0,512.0
v6_grpo_300:native-minus-eval,mean_PDMS,1000,-0.29956143533809854,0.04314331220711409,-0.47038499729576644,-0.12281081876123923,-0.49051266993668236,-0.1302297573629937,0.517,0.315,512.0
v6_grpo_300:native-minus-eval,max_PDMS,1000,0.861209919535173,0.09094001290402076,0.6181386928295469,1.1568863761482786,0.6100575838344862,1.1691762903731429,0.516,0.471,512.0
v6_grpo_300:native-minus-eval,min_PDMS,1000,-4.207914465960434,-0.17830891380475578,-5.044127967666512,-3.425077795085139,-5.116574199389498,-3.3765661024033506,0.004,0.337,512.0
v6_grpo_300:native-minus-eval,range_PDMS,1000,5.069124385495607,0.6073117460491151,4.231047974939015,5.94172648614481,4.170521732859882,6.098260189822874,0.667,0.328,512.0
v6_grpo_300:native-minus-eval,feasible_rate,1000,-0.008046875,0.0,-0.010297265625,-0.005953125,-0.01034084268111195,-0.005843920376077009,0.018,0.834,512.0
v6_grpo_300:native-minus-eval,pairwise_ADE,1000,0.1880708405864425,0.18036767933517694,0.18407653403886362,0.19193420361570315,0.18344798286894806,0.19285022753991812,1.0,0.0,512.0
v6_grpo_300:native-minus-eval,Hit16,1000,0.055,0.0,0.04475,0.06625,0.044326250588850605,0.06642644857344138,0.119,0.88,512.0
v6_grpo_300:native-minus-eval,safe_count,1000,-0.12875,0.0,-0.16475,-0.09325,-0.16632794991222843,-0.09302172904045339,0.018,0.834,512.0
v6_grpo_300:native-minus-eval,hard_failure_rate,1000,0.00303125,0.0,0.00140625,0.0047347656250000016,0.0013032976810636626,0.004806738991809277,0.073,0.919,512.0
v6_grpo_300:native-minus-eval,center_shift_IL_eval,1000,0.05947332942485809,0.06552562117576599,0.05526803625728935,0.06350968487691135,0.05506711586988111,0.06367380538170672,0.84,0.0,512.0
v6_grpo_3300:native-minus-eval,mean_PDMS,1000,-0.5556956620891608,-0.021047943895034393,-0.7042121531180546,-0.407614276416929,-0.7105280640983735,-0.40485421275805067,0.112,0.339,512.0
v6_grpo_3300:native-minus-eval,max_PDMS,1000,0.3474723766910693,0.0,0.2072728845413294,0.5256457549433377,0.20517333938306617,0.5158412986799418,0.427,0.564,512.0
v6_grpo_3300:native-minus-eval,min_PDMS,1000,-5.026599814572823,-0.26511600048115014,-5.894249804448634,-4.225742727686143,-6.005998772266073,-4.0744449652789845,0.011,0.376,512.0
v6_grpo_3300:native-minus-eval,range_PDMS,1000,5.374072191263893,0.4728842972270453,4.565860846914346,6.260319266264829,4.421668262858845,6.409908700176765,0.63,0.364,512.0
v6_grpo_3300:native-minus-eval,feasible_rate,1000,-0.00684375,0.0,-0.009094140624999998,-0.00465625,-0.009091198511665509,-0.004432770106463524,0.029,0.794,512.0
v6_grpo_3300:native-minus-eval,pairwise_ADE,1000,0.13842893367959186,0.13731180597096682,0.13613951847098069,0.14063176796701737,0.13613444565832358,0.14076014789712857,0.999,0.0,512.0
v6_grpo_3300:native-minus-eval,Hit16,1000,0.0085,0.0,0.0045,0.013,0.004667567555982305,0.012860182188661154,0.02,0.98,512.0
v6_grpo_3300:native-minus-eval,safe_count,1000,-0.1095,0.0,-0.14525,-0.07199374999999997,-0.14675595212449696,-0.07258509260003213,0.029,0.794,512.0
v6_grpo_3300:native-minus-eval,hard_failure_rate,1000,0.0044375,0.0,0.003187109375,0.0058125,0.0030735945317653117,0.005807387402632896,0.103,0.888,512.0
v6_grpo_3300:native-minus-eval,center_shift_IL_eval,1000,-0.005490188155323267,-0.006785571575164795,-0.007754208527226001,-0.0030347512261010706,-0.007908257866506976,-0.0031878170715719575,0.415,0.0,512.0
factorial:official_il:floor_only-minus-eval,mean_PDMS,256,-13.95187818095009,-7.573723287106979,-15.954133458723474,-12.115131653209238,-15.85779590877625,-12.045734930025095,0.0234375,0.0078125,203.0
factorial:official_il:floor_only-minus-eval,pairwise_ADE,256,1.3134783060013433,1.3150849733501673,1.3098416021020967,1.3169429623263569,1.31002733640909,1.3169849336242494,1.0,0.0,203.0
factorial:official_il:floor_only-minus-eval,feasible_rate,256,-0.15435791015625,-0.09375,-0.1785888671875,-0.1312255859375,-0.17847888981875973,-0.12986218944099379,0.04296875,0.23828125,203.0
factorial:official_il:clip_only-minus-eval,mean_PDMS,256,-0.25675588581860065,0.0,-0.4539208510878282,-0.07160806632989752,-0.45017165348405597,-0.08073431287304937,0.28515625,0.30078125,203.0
factorial:official_il:clip_only-minus-eval,pairwise_ADE,256,0.060865426021337043,0.05982675589621067,0.05926996214457177,0.06258513857283106,0.05923162303103764,0.06252694896678081,1.0,0.0,203.0
factorial:official_il:clip_only-minus-eval,feasible_rate,256,-0.00347900390625,0.0,-0.0062271118164062495,-0.00079345703125,-0.006177993544801641,-0.0006735070454037109,0.01953125,0.875,203.0
factorial:official_il:floor_and_clip-minus-eval,mean_PDMS,256,-22.123137769755342,-16.648629879379634,-24.308396404619916,-19.87960303581332,-24.450177426934516,-19.884099948278845,0.02734375,0.00390625,203.0
factorial:official_il:floor_and_clip-minus-eval,pairwise_ADE,256,1.8498142815151368,1.854780949652195,1.843379904869107,1.8559721482542955,1.8439792196567175,1.8557262079013717,1.0,0.0,203.0
factorial:official_il:floor_and_clip-minus-eval,feasible_rate,256,-0.23785400390625,-0.21875,-0.26526031494140623,-0.2095947265625,-0.2672019220167591,-0.2088557842803154,0.046875,0.109375,203.0
factorial:psi_sft:floor_only-minus-eval,mean_PDMS,256,-15.160506569706328,-9.505257393401052,-16.915512596718504,-13.375136808390435,-16.935672323961178,-13.440685606330195,0.01953125,0.0078125,203.0
factorial:psi_sft:floor_only-minus-eval,pairwise_ADE,256,1.2397194135701284,1.2420409694314003,1.2338672121470153,1.2453895073042076,1.2339328034552959,1.2451830920138305,1.0,0.0,203.0
factorial:psi_sft:floor_only-minus-eval,feasible_rate,256,-0.1788330078125,-0.1328125,-0.20269927978515626,-0.1556396484375,-0.2023019025562852,-0.156011213725312,0.02734375,0.17578125,203.0
factorial:psi_sft:clip_only-minus-eval,mean_PDMS,256,-1.6205262228685877,0.0,-2.1416196006021337,-1.1437376560987185,-2.1283858265463658,-1.1682250675426813,0.3359375,0.23046875,203.0
factorial:psi_sft:clip_only-minus-eval,pairwise_ADE,256,0.1984078738169046,0.20546253770589828,0.1908566816480743,0.20606359787307157,0.19023988071469677,0.206622609317474,1.0,0.0,203.0
factorial:psi_sft:clip_only-minus-eval,feasible_rate,256,-0.0263671875,0.0,-0.03369140625,-0.01959228515625,-0.033321843984544734,-0.019916938530219776,0.0234375,0.609375,203.0
factorial:psi_sft:floor_and_clip-minus-eval,mean_PDMS,256,-26.834377317624366,-23.114001214965043,-29.07160355417829,-24.58278785451295,-29.07056909333221,-24.530939674900253,0.0234375,0.00390625,203.0
factorial:psi_sft:floor_and_clip-minus-eval,pairwise_ADE,256,1.9482731994939968,1.9539530016481876,1.9394407506802964,1.9570542891666265,1.9398520783725623,1.9568631147866007,1.0,0.0,203.0
factorial:psi_sft:floor_and_clip-minus-eval,feasible_rate,256,-0.29779052734375,-0.296875,-0.32623443603515623,-0.2698333740234375,-0.3274720774598194,-0.26650843797807244,0.03125,0.05859375,203.0
factorial:a5_sft:floor_only-minus-eval,mean_PDMS,256,-0.11749352169402866,0.0,-0.21841287501672618,-0.041900848671275456,-0.21871147115822842,-0.03749213894445827,0.28515625,0.37890625,203.0
factorial:a5_sft:floor_only-minus-eval,pairwise_ADE,256,0.08379084673470061,0.08547997614368796,0.082302451059968,0.08526958485535943,0.08223836161279058,0.08526888660844259,1.0,0.0,203.0
factorial:a5_sft:floor_only-minus-eval,feasible_rate,256,-0.0008544921875,0.0,-0.0023193359375,0.00091552734375,-0.002303575051645271,0.0008857175331621741,0.00390625,0.953125,203.0
factorial:a5_sft:clip_only-minus-eval,mean_PDMS,256,0.11346112552386484,0.020558971870592302,0.03654836647940333,0.19343968895093763,0.033940532092493036,0.19896386245558803,0.54296875,0.3671875,203.0
factorial:a5_sft:clip_only-minus-eval,pairwise_ADE,256,0.12286010409115988,0.08112791180610657,0.10881997796259384,0.13746504350847316,0.10885101805468146,0.1376718158490303,1.0,0.0,203.0
factorial:a5_sft:clip_only-minus-eval,feasible_rate,256,-0.00103759765625,0.0,-0.002197265625,0.0001220703125,-0.002214785759858081,0.0001260208183688129,0.01171875,0.92578125,203.0
factorial:a5_sft:floor_and_clip-minus-eval,mean_PDMS,256,-0.2874240787373532,4.191682585030776e-05,-0.5413100570609365,-0.07438247175256872,-0.5269133452459046,-0.07485943613825174,0.5,0.31640625,203.0
factorial:a5_sft:floor_and_clip-minus-eval,pairwise_ADE,256,0.2302942722581065,0.19229818508028984,0.2178542316437415,0.24373005901206854,0.2170792597146179,0.2442792326883639,1.0,0.0,203.0
factorial:a5_sft:floor_and_clip-minus-eval,feasible_rate,256,-0.00543212890625,0.0,-0.00872802734375,-0.00238037109375,-0.008572526424741388,-0.0022747352382276598,0.01171875,0.8359375,203.0
factorial:v6_sft:floor_only-minus-eval,mean_PDMS,256,-0.06014934584747375,0.0,-0.17215829748445619,0.05490210800269729,-0.17740124394042775,0.0580483283182214,0.296875,0.35546875,203.0
factorial:v6_sft:floor_only-minus-eval,pairwise_ADE,256,0.0735118991942727,0.07454216666519642,0.07208790259396665,0.07486048403429776,0.07213691497257808,0.07484697652366905,1.0,0.0,203.0
factorial:v6_sft:floor_only-minus-eval,feasible_rate,256,-0.000244140625,0.0,-0.00244140625,0.00225830078125,-0.002447381437514765,0.0022675034886217274,0.015625,0.95703125,203.0
factorial:v6_sft:clip_only-minus-eval,mean_PDMS,256,0.025377377929039713,0.0,-0.06975608486994438,0.12267989907849881,-0.07624213068097065,0.12532585576306648,0.48828125,0.34375,203.0
factorial:v6_sft:clip_only-minus-eval,pairwise_ADE,256,0.0942110665164364,0.08500936953350902,0.08736741230968618,0.10118587238007422,0.08755897731312089,0.10115011707621686,1.0,0.0,203.0
factorial:v6_sft:clip_only-minus-eval,feasible_rate,256,6.103515625e-05,0.0,-0.0020751953125,0.0025634765625,-0.001992194738487909,0.0027147821615096583,0.015625,0.921875,203.0
factorial:v6_sft:floor_and_clip-minus-eval,mean_PDMS,256,-0.19478132273967314,0.0,-0.4537463173861939,0.03698556096355961,-0.45562624324147566,0.03727040695000723,0.42578125,0.32421875,203.0
factorial:v6_sft:floor_and_clip-minus-eval,pairwise_ADE,256,0.18762576202425407,0.1753528444096446,0.18117038521577342,0.19359105798421297,0.18209897487554888,0.19365112880728064,1.0,0.0,203.0
factorial:v6_sft:floor_and_clip-minus-eval,feasible_rate,256,-0.00262451171875,0.0,-0.0068359375,0.00177001953125,-0.006877538811132561,0.0020002008032128523,0.015625,0.8828125,203.0
a5_sft-minus-official_il:eval,mean_PDMS,1000,1.9964996142720657,0.0,1.2156618021677013,2.865361102730561,1.1520317523870938,2.881487175478754,0.384,0.291,512.0
a5_sft-minus-official_il:eval,max_PDMS,1000,1.1306768589615859,0.0,0.5032945751130549,1.870764601449723,0.44413217919844766,1.918518764083885,0.295,0.35,512.0
a5_sft-minus-official_il:eval,min_PDMS,1000,4.230853364845261,0.0,3.1056253383722456,5.3730237567515395,3.037159124777643,5.441248121651838,0.471,0.297,512.0
a5_sft-minus-official_il:eval,range_PDMS,1000,-3.1001765058836743,-0.44099096062976706,-4.164797261588174,-2.069772029875828,-4.088022897192647,-2.15649511363602,0.133,0.298,512.0
a5_sft-minus-official_il:eval,feasible_rate,1000,0.028,0.0,0.01715625,0.039657421875,0.01678797621165086,0.039560186990405095,0.085,0.894,512.0
a5_sft-minus-official_il:eval,pairwise_ADE,1000,-0.059029044050257655,-0.07953219534829259,-0.06457504825692158,-0.053101306166278665,-0.06482121652084397,-0.05331750055239841,0.098,0.0,512.0
a5_sft-minus-official_il:eval,Hit16,1000,0.01975,0.0,-0.004,0.04550625000000002,-0.008374668236411892,0.04760747519346722,0.187,0.674,512.0
a5_sft-minus-official_il:eval,safe_count,1000,0.448,0.0,0.28121875,0.6377625000000001,0.2712040251943437,0.6398080151390289,0.085,0.894,512.0
a5_sft-minus-official_il:eval,hard_failure_rate,1000,-0.013828125,0.0,-0.0225171875,-0.005765234374999998,-0.022655168301170873,-0.005784061881099168,0.013,0.942,512.0
a5_sft-minus-official_il:eval,center_shift_IL_eval,1000,0.4625920451879501,0.3721912056207657,0.4351911550917663,0.493612256608624,0.4330335668905131,0.49476870166292036,1.0,0.0,512.0
a5_sft-minus-official_il:native_grpo,mean_PDMS,1000,24.768829990065154,19.949033797294277,23.574781079399372,25.9695541208175,23.510625011943965,26.03716032593833,0.993,0.0,512.0
a5_sft-minus-official_il:native_grpo,max_PDMS,1000,0.18591685961255824,0.0,-0.15975513833752822,0.5857191630391114,-0.15057895332188598,0.5931200701262408,0.262,0.364,512.0
a5_sft-minus-official_il:native_grpo,min_PDMS,1000,67.10498097467757,75.15561980327485,65.35103938087195,68.89979730441873,65.13074242259384,69.10539884248475,0.973,0.024,512.0
a5_sft-minus-official_il:native_grpo,range_PDMS,1000,-66.919064115065,-75.64935096724322,-68.71386889354628,-65.10942163797415,-68.92039260858215,-64.93923803411974,0.014,0.008,512.0
a5_sft-minus-official_il:native_grpo,feasible_rate,1000,0.271765625,0.2421875,0.25703125,0.286703125,0.2550478282275288,0.28853949558739317,0.889,0.091,512.0
a5_sft-minus-official_il:native_grpo,pairwise_ADE,1000,-1.6753445072490722,-1.7266215197741985,-1.6861459751653018,-1.6637517715043852,-1.686847211077244,-1.6629776220298644,0.0,0.0,512.0
a5_sft-minus-official_il:native_grpo,Hit16,1000,-0.0885,0.0,-0.10800625,-0.06975,-0.10839349152851156,-0.06818181818181818,0.11,0.658,512.0
a5_sft-minus-official_il:native_grpo,safe_count,1000,4.34825,3.875,4.11823125,4.58475,4.084977174314727,4.601749001374961,0.889,0.091,512.0
a5_sft-minus-official_il:native_grpo,hard_failure_rate,1000,-0.171265625,-0.09375,-0.183954296875,-0.159030859375,-0.18589688560283268,-0.15760014866685398,0.009,0.238,512.0
a5_sft-minus-official_il:native_grpo,center_shift_IL_eval,1000,0.2722633193805814,0.17700520902872086,0.24545922895837574,0.3017046578615904,0.24162845888057902,0.3053395117782943,0.86,0.0,512.0
v6_sft-minus-official_il:eval,mean_PDMS,1000,1.5415433988599774,0.0,0.6064389425322082,2.4859966420395643,0.6178233701310336,2.506553338522723,0.324,0.286,512.0
v6_sft-minus-official_il:eval,max_PDMS,1000,0.2854036638849519,0.0,-0.43525728486837056,1.0533796232834636,-0.5213828073502487,1.077932620153474,0.195,0.339,512.0
v6_sft-minus-official_il:eval,min_PDMS,1000,4.139947274184058,0.0,2.952841833930513,5.381343028400407,2.9610297844282045,5.376835157991993,0.399,0.29,512.0
v6_sft-minus-official_il:eval,range_PDMS,1000,-3.854543610299107,-0.6020367974491023,-4.914597542591109,-2.8803287689466983,-4.858721711065009,-2.869565689754943,0.072,0.293,512.0
v6_sft-minus-official_il:eval,feasible_rate,1000,0.02821875,0.0,0.01717109375,0.039578515625,0.01758174499313111,0.03951935456784596,0.084,0.894,512.0
v6_sft-minus-official_il:eval,pairwise_ADE,1000,-0.061859153208322824,-0.07673066621646285,-0.06689868769899476,-0.05655488661227282,-0.06712157443721971,-0.055695237280227176,0.07,0.0,512.0
v6_sft-minus-official_il:eval,Hit16,1000,-0.0435,0.0,-0.06825,-0.019243749999999976,-0.0683004130722534,-0.018578457640921614,0.105,0.728,512.0
