token,model,native_vs_floor_and_clip_CRN_ADE,native_vs_floor_and_clip_max_abs
502320eeaec55d1f,a5_sft,2.0892423e-07,2.86102294921875e-06
502320eeaec55d1f,v6_sft,1.11829465e-07,1.9073486328125e-06
502320eeaec55d1f,psi_sft,9.560099e-07,4.76837158203125e-06
4667b479001e52d3,official_il,4.4820644e-07,4.76837158203125e-06
4667b479001e52d3,a5_sft,2.6798546e-07,3.814697265625e-06
4667b479001e52d3,v6_sft,2.032592e-07,3.814697265625e-06
4667b479001e52d3,psi_sft,9.781057e-07,4.291534423828125e-06
ade775b8413358d6,official_il,5.2633374e-07,3.814697265625e-06
ade775b8413358d6,a5_sft,2.9894943e-07,1.9073486328125e-06
ade775b8413358d6,v6_sft,2.430491e-07,1.9073486328125e-06
ade775b8413358d6,psi_sft,1.0242046e-06,4.76837158203125e-06
09961e24208b5972,official_il,5.6949415e-07,7.62939453125e-06
09961e24208b5972,a5_sft,2.7833858e-07,7.62939453125e-06
09961e24208b5972,v6_sft,4.1567898e-07,7.62939453125e-06
09961e24208b5972,psi_sft,9.697982e-07,1.1444091796875e-05
f503e5d4f2815027,official_il,3.140611e-07,2.86102294921875e-06
f503e5d4f2815027,a5_sft,1.5666954e-07,9.5367431640625e-07
f503e5d4f2815027,v6_sft,1.7050304e-07,1.9073486328125e-06
f503e5d4f2815027,psi_sft,8.796067e-07,4.291534423828125e-06
0996ce03d2325a75,official_il,4.9534435e-07,3.814697265625e-06
0996ce03d2325a75,a5_sft,2.8853742e-07,3.814697265625e-06
0996ce03d2325a75,v6_sft,2.1467693e-07,3.814697265625e-06
0996ce03d2325a75,psi_sft,9.945683e-07,7.62939453125e-06
4d4d070cb9095f94,official_il,4.6705395e-07,5.7220458984375e-06
4d4d070cb9095f94,a5_sft,1.9181797e-07,1.9073486328125e-06
4d4d070cb9095f94,v6_sft,1.3763807e-07,2.86102294921875e-06
4d4d070cb9095f94,psi_sft,8.987412e-07,5.7220458984375e-06
f4ab14a89bb7500e,official_il,5.6611293e-07,3.814697265625e-06
f4ab14a89bb7500e,a5_sft,3.63767e-07,7.62939453125e-06
f4ab14a89bb7500e,v6_sft,3.7272775e-07,3.814697265625e-06
f4ab14a89bb7500e,psi_sft,1.0971748e-06,1.1444091796875e-05
e671280656f55009,official_il,4.1598162e-07,3.814697265625e-06
e671280656f55009,a5_sft,2.189312e-07,3.814697265625e-06
e671280656f55009,v6_sft,2.5803678e-07,3.814697265625e-06
e671280656f55009,psi_sft,8.36836e-07,7.62939453125e-06
095eafbb5c8f5b02,official_il,4.315172e-07,4.291534423828125e-06
095eafbb5c8f5b02,a5_sft,2.9300335e-07,2.86102294921875e-06
095eafbb5c8f5b02,v6_sft,2.1290575e-07,1.9073486328125e-06
095eafbb5c8f5b02,psi_sft,8.391845e-07,4.291534423828125e-06
da088bb9d4fb5d0e,official_il,3.5772206e-07,3.814697265625e-06
da088bb9d4fb5d0e,a5_sft,3.539423e-07,3.814697265625e-06
da088bb9d4fb5d0e,v6_sft,3.556337e-07,3.814697265625e-06
da088bb9d4fb5d0e,psi_sft,9.653359e-07,5.7220458984375e-06
2b6a3141bbd95909,official_il,2.944313e-07,2.384185791015625e-06
2b6a3141bbd95909,a5_sft,1.121887e-07,7.152557373046875e-07
2b6a3141bbd95909,v6_sft,1.2618287e-07,5.960464477539062e-07
2b6a3141bbd95909,psi_sft,8.9371855e-07,5.7220458984375e-06
4cf79f853daa5e18,official_il,4.1205317e-07,4.76837158203125e-06
4cf79f853daa5e18,a5_sft,9.751985e-08,1.9073486328125e-06
4cf79f853daa5e18,v6_sft,1.0058378e-07,1.9073486328125e-06
4cf79f853daa5e18,psi_sft,8.050706e-07,4.76837158203125e-06
b4e37918a3075f27,official_il,4.4066616e-07,4.76837158203125e-06
b4e37918a3075f27,a5_sft,1.4406571e-07,1.9073486328125e-06
b4e37918a3075f27,v6_sft,1.3537752e-07,1.9073486328125e-06
b4e37918a3075f27,psi_sft,9.254481e-07,5.7220458984375e-06
03925cda82c35516,official_il,4.230333e-07,3.814697265625e-06
03925cda82c35516,a5_sft,2.6587918e-07,5.7220458984375e-06
03925cda82c35516,v6_sft,2.9753636e-07,3.814697265625e-06
03925cda82c35516,psi_sft,1.003154e-06,6.67572021484375e-06
b4929fe228725c94,official_il,4.475433e-07,3.933906555175781e-06
b4929fe228725c94,a5_sft,1.8487974e-07,1.9073486328125e-06
b4929fe228725c94,v6_sft,1.3220385e-07,9.5367431640625e-07
b4929fe228725c94,psi_sft,9.267714e-07,4.76837158203125e-06
1672f5b30038519f,official_il,5.003086e-07,7.62939453125e-06
1672f5b30038519f,a5_sft,3.008717e-07,7.62939453125e-06
1672f5b30038519f,v6_sft,3.413091e-07,7.62939453125e-06
1672f5b30038519f,psi_sft,8.730365e-07,3.814697265625e-06
daaed109e7eb5f66,official_il,3.8904003e-07,3.814697265625e-06
daaed109e7eb5f66,a5_sft,2.1403876e-07,3.814697265625e-06
daaed109e7eb5f66,v6_sft,1.178918e-07,1.9073486328125e-06
daaed109e7eb5f66,psi_sft,9.699208e-07,4.76837158203125e-06
1e66e2bddb1d5b49,official_il,4.314256e-07,4.0531158447265625e-06
1e66e2bddb1d5b49,a5_sft,2.8705975e-07,6.198883056640625e-06
1e66e2bddb1d5b49,v6_sft,1.4923728e-07,3.814697265625e-06
1e66e2bddb1d5b49,psi_sft,9.639568e-07,5.9604644775390625e-06
dfdc23aed4e95e49,official_il,3.8748814e-07,3.814697265625e-06
dfdc23aed4e95e49,a5_sft,2.4609687e-07,1.9073486328125e-06
dfdc23aed4e95e49,v6_sft,1.2282575e-07,1.9073486328125e-06
dfdc23aed4e95e49,psi_sft,8.8258645e-07,4.76837158203125e-06
0354be0727e25157,official_il,4.2315492e-07,3.814697265625e-06
0354be0727e25157,a5_sft,1.8962686e-07,1.9073486328125e-06
0354be0727e25157,v6_sft,1.3660107e-07,3.814697265625e-06
0354be0727e25157,psi_sft,9.745454e-07,5.7220458984375e-06
984be293f9195416,official_il,4.4637432e-07,3.814697265625e-06
984be293f9195416,a5_sft,1.3791873e-07,1.9073486328125e-06
984be293f9195416,v6_sft,1.5919477e-07,1.9073486328125e-06
984be293f9195416,psi_sft,7.971885e-07,6.198883056640625e-06
682378d23c335e89,official_il,4.463438e-07,5.7220458984375e-06
682378d23c335e89,a5_sft,4.3053308e-07,1.1444091796875e-05
682378d23c335e89,v6_sft,2.7088612e-07,3.814697265625e-06
682378d23c335e89,psi_sft,9.57867e-07,3.814697265625e-06
42d309d92a3a59c0,official_il,4.372813e-07,3.814697265625e-06
42d309d92a3a59c0,a5_sft,1.9087679e-07,2.86102294921875e-06
42d309d92a3a59c0,v6_sft,1.7487937e-07,1.9073486328125e-06
42d309d92a3a59c0,psi_sft,9.272237e-07,6.67572021484375e-06
b512bc2c568d5b7a,official_il,3.9528936e-07,4.291534423828125e-06
b512bc2c568d5b7a,a5_sft,2.1180682e-07,1.430511474609375e-06
b512bc2c568d5b7a,v6_sft,1.0894833e-07,9.5367431640625e-07
b512bc2c568d5b7a,psi_sft,8.108665e-07,4.291534423828125e-06
5dbd0aba5f315388,official_il,4.5325783e-07,4.291534423828125e-06
5dbd0aba5f315388,a5_sft,1.5209348e-07,9.5367431640625e-07
5dbd0aba5f315388,v6_sft,1.8001799e-07,1.9073486328125e-06
5dbd0aba5f315388,psi_sft,7.792334e-07,4.76837158203125e-06
775b0dd554395fa3,official_il,3.734286e-07,3.814697265625e-06
775b0dd554395fa3,a5_sft,2.1775348e-07,1.9073486328125e-06
775b0dd554395fa3,v6_sft,1.3759451e-07,1.430511474609375e-06
775b0dd554395fa3,psi_sft,8.832928e-07,4.291534423828125e-06
b9e0dc94c7725924,official_il,5.31135e-07,7.62939453125e-06
b9e0dc94c7725924,a5_sft,4.5047722e-07,7.62939453125e-06
b9e0dc94c7725924,v6_sft,5.287154e-07,7.62939453125e-06
b9e0dc94c7725924,psi_sft,9.493706e-07,4.291534423828125e-06
089107cd2d6354e0,official_il,4.69067e-07,4.76837158203125e-06
089107cd2d6354e0,a5_sft,1.4377264e-07,1.9073486328125e-06
089107cd2d6354e0,v6_sft,1.5891092e-07,1.9073486328125e-06
089107cd2d6354e0,psi_sft,7.8951393e-07,3.814697265625e-06
c615107923dc5602,official_il,4.302162e-07,4.76837158203125e-06
c615107923dc5602,a5_sft,2.0214421e-07,3.814697265625e-06
c615107923dc5602,v6_sft,1.8837179e-07,1.9073486328125e-06
c615107923dc5602,psi_sft,8.2686125e-07,4.76837158203125e-06
e20b77b0ed075fb6,official_il,3.9075658e-07,3.814697265625e-06
e20b77b0ed075fb6,a5_sft,1.622927e-07,3.814697265625e-06
e20b77b0ed075fb6,v6_sft,1.9512012e-07,1.9073486328125e-06
e20b77b0ed075fb6,psi_sft,8.5478877e-07,5.7220458984375e-06
54399d56e69f5a2c,official_il,5.1447506e-07,3.814697265625e-06
54399d56e69f5a2c,a5_sft,2.635087e-07,7.62939453125e-06
54399d56e69f5a2c,v6_sft,3.8404727e-07,7.62939453125e-06
54399d56e69f5a2c,psi_sft,9.711339e-07,7.62939453125e-06
2f875dc108ed572f,official_il,4.6831366e-07,5.7220458984375e-06
2f875dc108ed572f,a5_sft,1.5760021e-07,1.9073486328125e-06
2f875dc108ed572f,v6_sft,1.5028638e-07,1.9073486328125e-06
2f875dc108ed572f,psi_sft,8.673098e-07,5.7220458984375e-06
91513086606a567e,official_il,4.4576257e-07,3.814697265625e-06
91513086606a567e,a5_sft,1.7413336e-07,1.9073486328125e-06
91513086606a567e,v6_sft,1.0362554e-07,1.9073486328125e-06
91513086606a567e,psi_sft,8.637335e-07,4.291534423828125e-06
80dfd05ab759518f,official_il,4.6756054e-07,5.7220458984375e-06
80dfd05ab759518f,a5_sft,2.0674369e-07,3.814697265625e-06
80dfd05ab759518f,v6_sft,3.243572e-07,1.9073486328125e-06
80dfd05ab759518f,psi_sft,8.8176034e-07,5.7220458984375e-06
d5e7dc43eb5c57cd,official_il,4.0533072e-07,3.814697265625e-06
d5e7dc43eb5c57cd,a5_sft,1.3675196e-07,1.9073486328125e-06
d5e7dc43eb5c57cd,v6_sft,1.7062222e-07,1.9073486328125e-06
d5e7dc43eb5c57cd,psi_sft,6.758703e-07,3.814697265625e-06
97e38fdccf915283,official_il,4.968755e-07,3.814697265625e-06
97e38fdccf915283,a5_sft,3.0947342e-07,3.814697265625e-06
97e38fdccf915283,v6_sft,2.3602459e-07,3.814697265625e-06
97e38fdccf915283,psi_sft,8.271458e-07,5.7220458984375e-06
a460f60f07f05098,official_il,3.9298726e-07,3.814697265625e-06
a460f60f07f05098,a5_sft,1.805098e-07,1.9073486328125e-06
a460f60f07f05098,v6_sft,1.5453416e-07,1.9073486328125e-06
a460f60f07f05098,psi_sft,7.596898e-07,4.76837158203125e-06
86a8eb25b4045aba,official_il,5.0520543e-07,7.62939453125e-06
86a8eb25b4045aba,a5_sft,4.8800496e-07,7.62939453125e-06
86a8eb25b4045aba,v6_sft,3.9905785e-07,3.814697265625e-06
86a8eb25b4045aba,psi_sft,8.688467e-07,7.62939453125e-06
04f77fbd6bf3505a,official_il,3.2098671e-07,3.814697265625e-06
04f77fbd6bf3505a,a5_sft,1.521787e-07,1.9073486328125e-06
04f77fbd6bf3505a,v6_sft,1.2209543e-07,1.9073486328125e-06
04f77fbd6bf3505a,psi_sft,8.6255915e-07,4.76837158203125e-06
9bbb66957b9d5e1c,official_il,3.7454225e-07,3.814697265625e-06
9bbb66957b9d5e1c,a5_sft,1.7216844e-07,1.9073486328125e-06
9bbb66957b9d5e1c,v6_sft,1.9867268e-07,1.9073486328125e-06
9bbb66957b9d5e1c,psi_sft,6.926707e-07,5.7220458984375e-06
ccb7a68f3e0a57fc,official_il,4.7000674e-07,3.814697265625e-06
ccb7a68f3e0a57fc,a5_sft,1.4655829e-07,3.814697265625e-06
ccb7a68f3e0a57fc,v6_sft,1.4611084e-07,1.9073486328125e-06
ccb7a68f3e0a57fc,psi_sft,9.670889e-07,6.67572021484375e-06
2d1c26e4b5895e96,official_il,3.4019746e-07,2.86102294921875e-06
2d1c26e4b5895e96,a5_sft,1.8149885e-07,3.814697265625e-06
2d1c26e4b5895e96,v6_sft,1.0861889e-07,9.5367431640625e-07
2d1c26e4b5895e96,psi_sft,8.6535306e-07,4.291534423828125e-06
1f71cdf4e4c65299,official_il,3.6272274e-07,3.814697265625e-06
1f71cdf4e4c65299,a5_sft,1.75982e-07,1.430511474609375e-06
1f71cdf4e4c65299,v6_sft,2.0026918e-07,1.430511474609375e-06
1f71cdf4e4c65299,psi_sft,8.220761e-07,4.76837158203125e-06
1b7a2afa56df5d20,official_il,2.8450944e-07,3.814697265625e-06
1b7a2afa56df5d20,a5_sft,1.7701409e-07,2.86102294921875e-06
1b7a2afa56df5d20,v6_sft,1.883822e-07,3.814697265625e-06
1b7a2afa56df5d20,psi_sft,8.3716156e-07,5.7220458984375e-06
1f37959067985e67,official_il,4.7379038e-07,7.62939453125e-06
1f37959067985e67,a5_sft,1.424396e-07,3.814697265625e-06
1f37959067985e67,v6_sft,1.3296031e-07,1.9073486328125e-06
1f37959067985e67,psi_sft,9.872913e-07,3.814697265625e-06
f07db0b393fd522e,official_il,4.2105978e-07,4.0531158447265625e-06
f07db0b393fd522e,a5_sft,1.8247455e-07,1.9073486328125e-06
f07db0b393fd522e,v6_sft,1.5161952e-07,1.430511474609375e-06
f07db0b393fd522e,psi_sft,8.747513e-07,6.67572021484375e-06
bc4345e13302535e,official_il,4.0897206e-07,4.291534423828125e-06
bc4345e13302535e,a5_sft,1.8967594e-07,6.67572021484375e-06
bc4345e13302535e,v6_sft,1.2101357e-07,1.9073486328125e-06
bc4345e13302535e,psi_sft,9.2460385e-07,4.76837158203125e-06
a124b877d2b35519,official_il,4.2843067e-07,3.814697265625e-06
a124b877d2b35519,a5_sft,2.495692e-07,1.9073486328125e-06
a124b877d2b35519,v6_sft,2.7320115e-07,1.9073486328125e-06
a124b877d2b35519,psi_sft,1.0091075e-06,6.67572021484375e-06
61987c90d8635129,official_il,5.227598e-07,3.814697265625e-06
61987c90d8635129,a5_sft,1.7613988e-07,1.9073486328125e-06
61987c90d8635129,v6_sft,2.6309354e-07,1.9073486328125e-06
61987c90d8635129,psi_sft,7.2797235e-07,4.76837158203125e-06
bbbae26a26605b08,official_il,4.4080775e-07,7.62939453125e-06
bbbae26a26605b08,a5_sft,1.9183801e-07,3.814697265625e-06
bbbae26a26605b08,v6_sft,2.6152077e-07,3.814697265625e-06
bbbae26a26605b08,psi_sft,8.386178e-07,6.67572021484375e-06
b8adc82de5ae50e2,official_il,4.484222e-07,7.62939453125e-06
b8adc82de5ae50e2,a5_sft,2.905196e-07,3.814697265625e-06
b8adc82de5ae50e2,v6_sft,2.4997087e-07,7.62939453125e-06
b8adc82de5ae50e2,psi_sft,9.2611316e-07,7.62939453125e-06
025b2d4de25c5036,official_il,4.2634133e-07,3.814697265625e-06
025b2d4de25c5036,a5_sft,2.059032e-07,2.86102294921875e-06
025b2d4de25c5036,v6_sft,1.7142176e-07,1.9073486328125e-06
025b2d4de25c5036,psi_sft,8.420575e-07,5.7220458984375e-06
ad1af1160bd05ef7,official_il,4.3440903e-07,4.76837158203125e-06
ad1af1160bd05ef7,a5_sft,2.1433922e-07,1.9073486328125e-06
ad1af1160bd05ef7,v6_sft,1.595844e-07,2.86102294921875e-06
ad1af1160bd05ef7,psi_sft,7.994728e-07,4.76837158203125e-06
573ac67fb17a5a71,official_il,4.1776494e-07,3.814697265625e-06
573ac67fb17a5a71,a5_sft,1.6805764e-07,1.9073486328125e-06
573ac67fb17a5a71,v6_sft,1.4076582e-07,1.9073486328125e-06
573ac67fb17a5a71,psi_sft,9.2928633e-07,5.7220458984375e-06
7f2409d7f6705308,official_il,4.583799e-07,3.814697265625e-06
7f2409d7f6705308,a5_sft,2.0760564e-07,3.814697265625e-06
7f2409d7f6705308,v6_sft,2.3355241e-07,3.814697265625e-06
7f2409d7f6705308,psi_sft,9.56413e-07,7.62939453125e-06
4f9a94c1302e56d8,official_il,4.2994367e-07,3.814697265625e-06
4f9a94c1302e56d8,a5_sft,1.9712733e-07,1.9073486328125e-06
4f9a94c1302e56d8,v6_sft,2.0462353e-07,2.86102294921875e-06
4f9a94c1302e56d8,psi_sft,8.7996546e-07,4.76837158203125e-06
ed54b128881a5278,official_il,4.6223636e-07,3.814697265625e-06
ed54b128881a5278,a5_sft,2.9600662e-07,5.7220458984375e-06
ed54b128881a5278,v6_sft,2.5704313e-07,3.814697265625e-06
ed54b128881a5278,psi_sft,9.496125e-07,3.814697265625e-06
7e5d78b37ed653b1,official_il,5.0653273e-07,3.814697265625e-06
7e5d78b37ed653b1,a5_sft,2.137954e-07,5.7220458984375e-06
7e5d78b37ed653b1,v6_sft,2.2768057e-07,3.814697265625e-06
7e5d78b37ed653b1,psi_sft,8.1886003e-07,5.7220458984375e-06
a9e5ed5e52b555bb,official_il,4.354601e-07,3.814697265625e-06
a9e5ed5e52b555bb,a5_sft,1.406275e-07,1.9073486328125e-06
a9e5ed5e52b555bb,v6_sft,1.9220032e-07,3.814697265625e-06
a9e5ed5e52b555bb,psi_sft,8.6584254e-07,4.76837158203125e-06
a2c048ba29a85ad0,official_il,0.0,0.0
a2c048ba29a85ad0,a5_sft,2.3205301e-07,1.9073486328125e-06
a2c048ba29a85ad0,v6_sft,0.0,0.0
a2c048ba29a85ad0,psi_sft,8.635567e-07,4.0531158447265625e-06
f40040c002375188,official_il,5.0081655e-07,7.62939453125e-06
f40040c002375188,a5_sft,3.897427e-07,7.62939453125e-06
f40040c002375188,v6_sft,3.012948e-07,3.814697265625e-06
f40040c002375188,psi_sft,9.243822e-07,7.62939453125e-06
2eaf758421aa5190,official_il,5.0294614e-07,3.814697265625e-06
2eaf758421aa5190,a5_sft,1.5346535e-07,1.9073486328125e-06
2eaf758421aa5190,v6_sft,1.5127483e-07,1.9073486328125e-06
2eaf758421aa5190,psi_sft,7.962747e-07,4.291534423828125e-06
