model,teacher_PDMS_weighted,teacher_feasible_weighted,teacher_best_PDMS,teacher_GT_PDMS,GT_in_selected_support,teacher_best_gain_over_GT,teacher_nonGT_PDMS,teacher_weighted_GT_distance,shift_teacher_cosine,output_to_weighted_teacher_center,il_to_weighted_teacher_center,official_il_teacher_nearest_ADE_weighted,official_il_teacher_mass_covered_0.25,official_il_nonGT_mass_covered_0.25,official_il_teacher_mass_covered_0.5,official_il_nonGT_mass_covered_0.5,official_il_teacher_mass_covered_1.0,official_il_nonGT_mass_covered_1.0,mts_8692_teacher_nearest_ADE_weighted,mts_8692_teacher_mass_covered_0.25,mts_8692_nonGT_mass_covered_0.25,mts_8692_teacher_mass_covered_0.5,mts_8692_nonGT_mass_covered_0.5,mts_8692_teacher_mass_covered_1.0,mts_8692_nonGT_mass_covered_1.0,mts_8751_teacher_nearest_ADE_weighted,mts_8751_teacher_mass_covered_0.25,mts_8751_nonGT_mass_covered_0.25,mts_8751_teacher_mass_covered_0.5,mts_8751_nonGT_mass_covered_0.5,mts_8751_teacher_mass_covered_1.0,mts_8751_nonGT_mass_covered_1.0,raw_count,support_count,unique_support_count,positive_weight_count,non_gt_count,nominal_GT_mass,expected_GT_mass_pre_budget,beta,scene_weight,target_ESS,weighted_pair_ADE,unweighted_pair_ADE,gt_archive_ADE
mts_8692,95.73194721725886,0.9788486300706863,97.04910969360871,94.87825061567789,1.0,2.1708590779308214,96.48750207837598,0.5734589656939816,0.478786741083284,0.4410996581747593,0.5526455897064351,0.600043135671889,0.40750059854984283,0.010812103954814281,0.5168521771579981,0.07535605718481359,0.7614096588343382,0.5111560116282237,0.5322038280595328,0.5385715570747852,0.023938499961261725,0.5734219678640365,0.08091236055013586,0.7266867840141058,0.4112146615104196,,,,,,,,42.796,2.551,2.551,2.551,1.551,0.53750000072,0.5375000007152557,0.4625,1.0,2.2801944429927694,0.699912553934487,1.3065244965908749,2.2610024652007266e-07
mts_8751,95.55349851854794,0.9781129070761942,99.01747252126746,94.87825061567789,0.995,4.139221905589575,98.56956592773172,0.26096734796193954,0.5394214073462918,0.36754928762114825,0.4554203236187835,0.43581390208851034,0.6603908011625499,0.09199867497696257,0.8046418158144464,0.2128137065888842,0.8989921917832995,0.43270340497639365,,,,,,,,0.2865063928570215,0.8494700994903177,0.09446373297701946,0.9040650916121539,0.22231888523750676,0.9293979559456234,0.4564984778989776,23.306,10.249,10.249,10.249,9.254,0.74652248921,0.8832786813446357,0.2742999002699071,1.1162353731393815,1.2862973187935474,0.39991722014550224,1.1608278808766808,2.2688294821827722e-07
