stratification,stratum,model,n,GT_heading_change,PDMS,median_PDMS,P10_PDMS,feasible,hard_failure,zero_score,oracle64,oracle_gap,CVaR20,NC,DAC,EP,TTC,Comfort,DDC,HQ_mass,Hit8,best8,pairwise_ADE,Spread_AUC,spread_ratio,pairwise_ratio,R90,effective_rank,endpoint_spread,mean_center_shift,medoid_center_shift,mean_GT_distance,D_high_quality,HQ_count,D_positive_legacy,positive_count_legacy,Hit8_legacy,mean_progress_shift,mean_lateral_shift,longitudinal_spread,lateral_spread,threshold_PDMS,CRN_score_win,CRN_safe_repair,CRN_safe_loss,median_spread_ratio,compressed_scene_fraction
IL_spread_quartile,Q1,apr_9145,250,0.25286229608199773,94.97682807208413,94.94286276093749,94.59998444746223,0.98525,0.004,0.004,95.60108027071756,0.624252198633452,94.55638322920979,1.0,0.996,0.8917938737300187,0.99325,1.0,0.996,0.35875,0.389,95.4270397810028,0.1493558366348349,0.1242374841660212,1.3463958646488328,1.3747730879152436,0.17748391043389838,3.4496527739800302,0.20561545616971277,0.6856901225925982,0.6916717512204664,0.7854486175487226,0.165330339007683,22.96,0.1649687830323988,27.592,0.3925,0.3628603177774474,-0.07329731187600663,0.11623160786009804,0.041016646284354585,93.54767193683307,0.4214375,0.0185625,0.0105625,1.2802406799727533,0.056
IL_spread_quartile,Q1,grpo_9041,250,0.25286229608199773,95.23599539245086,95.18438025823104,94.84306271789178,0.989625,6.25e-05,6.25e-05,96.02130455270189,0.785309160251045,94.74736629312736,1.0,0.9999375,0.8920638894188205,0.9936875,1.0,0.99590625,0.3769375,0.417,95.73491564486028,0.14054480519694873,0.11917149462542857,1.3004199607922182,1.3055833582521676,0.18097470838699234,1.918972697208696,0.19758279226522496,0.4819609131574216,0.4819842482963241,0.5614641391495586,0.14214538243857708,24.124,0.14486791062565277,28.94,0.414,-0.1635168137789742,-0.01880014943326164,0.11436731782834635,0.02923660056546772,93.54767193683307,0.4463125,0.0189375,0.0065625,1.2818609093262168,0.0
IL_spread_quartile,Q1,mts_8692,250,0.25286229608199773,93.32676656070949,93.38111903058395,92.83853075387023,0.991125,0.0088125,0.0088125,94.6850801015156,1.358313540806117,92.77997416699709,0.9999375,0.99125,0.8522423974570272,0.999875,1.0,1.0,0.1621875,0.2135,93.87666304785924,0.06793025796108705,0.07268122000277037,0.7707346004211522,0.6195219408308154,0.08044804882699226,1.6638536861667828,0.11344615789153246,0.3381124164498452,0.33928496021444415,0.15464830626772777,0.12457724097050772,10.38,0.0903790559688976,19.568,0.209,-0.12490563170340635,0.02315671504986247,0.07075331086023343,0.012221426419780428,93.54767193683307,0.253875,0.022,0.008125,0.5199409637251314,0.808
IL_spread_quartile,Q1,mts_8751,250,0.25286229608199773,93.92950024528793,93.86413632214423,93.72674490066773,0.9960625,0.0038125,0.0038125,95.6946573902899,1.7651571450019865,93.50911002927835,1.0,0.9961875,0.8597705058869102,0.999875,1.0,1.0,0.17575,0.2385,94.58763341937556,0.07455248315440588,0.09200074631490049,0.9762599380991154,0.6825505735048195,0.08516504338304962,1.665886311071079,0.16835745594549537,0.38760876482073603,0.3907638246920801,0.1864915387189058,0.19385593606645393,11.248,0.16051735974505654,21.148,0.2385,-0.19391177046518412,0.0193222042651725,0.08988863570960196,0.014260055922112214,93.54767193683307,0.270125,0.02125,0.0024375,0.49675791293936045,0.804
IL_spread_quartile,Q1,official_il,250,0.25286229608199773,92.54767193683307,93.39304257003693,89.87101197708787,0.97725,0.0155,0.0155,94.55888002776092,2.0112080909278633,89.79243597973483,0.997125,0.987375,0.8500941264839934,0.9895,1.0,1.0,0.072625,0.2085,94.12346353160079,0.1095048591966485,0.09299651947422745,1.0,1.0,0.14294447726314524,1.631260094188474,0.19798333850265573,0.0,0.0,0.308229282613254,0.06684500272897467,4.648,0.09204717606850013,26.676,0.293,0.0,0.0,0.08875517053119718,0.02219112691939322,93.54767193683307,0.0,0.0,0.0,1.0,0.0
IL_spread_quartile,Q2,apr_9145,250,0.29616813531381925,95.30935495173742,95.39521489503066,94.81858436581285,0.954375,0.004,0.004,95.99134771630045,0.681992764563035,94.7764739883693,0.996,1.0,0.8986495188416982,0.990375,1.0,0.98,0.443125,0.473,95.78176014294458,0.17792686589279513,0.14839086207983712,1.307254682193211,1.3183636710468758,0.21318176553259244,2.999904572168925,0.27495921248316485,0.7866046439781039,0.7913413954396021,0.8760903514119056,0.19048844124574588,28.36,0.19210543596808513,31.916,0.465,0.4758113117182254,-0.022156436346500583,0.1390230347597327,0.0475163084169973,93.01167599192843,0.5138125,0.025875,0.004875,1.2105289517733087,0.1
IL_spread_quartile,Q2,grpo_9041,250,0.29616813531381925,94.84111290521875,94.92299869827434,94.18193377156268,0.9345,0.00875,0.00875,95.5036079028812,0.662494997662442,94.17491935860177,0.992,0.99925,0.89243670972525,0.988,1.0,0.96628125,0.43425,0.478,95.29743152006925,0.16255533644900727,0.13722955335393333,1.2083593013908998,1.2073723008965767,0.20621057894834904,1.9111046181607443,0.2542551323762369,0.5141174045370861,0.5158052277218903,0.623669885006486,0.15780166709603755,27.792,0.1626728229306885,32.268,0.4655,-0.10772928154838975,0.007969748172152423,0.130383297141891,0.03624838198754492,93.01167599192843,0.5330625,0.025125,0.024,1.201356622035743,0.016
IL_spread_quartile,Q2,mts_8692,250,0.29616813531381925,93.96632244892913,93.94525566718605,93.80221184314759,0.963875,0.004,0.004,95.10744519616789,1.1411227472387695,93.61756049219079,1.0,0.996,0.8608542387742989,0.9999375,1.0,0.98253125,0.212125,0.245,94.45443265660316,0.07809630437323105,0.08636241202076397,0.7617901672690389,0.5788400211994295,0.08938449856745552,1.7262363427440703,0.11813711238171277,0.3657646028059253,0.36163308737850614,0.16899373186004077,0.104723491600634,13.576,0.08232669288757677,20.74,0.2375,-0.07132321681424467,0.014172662732602266,0.08349692394930536,0.017113242417223725,93.01167599192843,0.29425,0.0343125,0.0038125,0.4694932228522058,0.812
IL_spread_quartile,Q2,mts_8751,250,0.29616813531381925,94.0268858562453,93.93535845817442,93.42321814666296,0.956875,0.0076875,0.0076875,95.92712936142075,1.9002435051754782,93.36947312859725,1.0,0.9923125,0.867470260549887,0.9999375,1.0,0.98209375,0.265125,0.3255,94.81782803743819,0.09556909113626796,0.12387925976595532,1.0915676492211894,0.7140219845539377,0.10707455742837206,1.7774629787293628,0.2381380573288086,0.4219087875781142,0.4279328810942163,0.23914976785104586,0.2662052880842821,16.968,0.26474501163554737,24.332,0.308,-0.09118989129848037,0.007314422278766632,0.12063686670791667,0.021290554406943295,93.01167599192843,0.3626875,0.028375,0.004875,0.44393693255118105,0.792
IL_spread_quartile,Q2,official_il,250,0.29616813531381925,92.01167599192843,91.97686332239883,90.54046285743276,0.933375,0.0210625,0.0210625,94.4469143125497,2.4352383206212553,89.90382719594702,0.996,0.9829375,0.8473302238062822,0.9864375,1.0,0.980125,0.094375,0.262,93.86106803025952,0.1346738989372252,0.11360113496266447,1.0,1.0,0.17351719893762643,1.6596399762947278,0.25304015820918724,0.0,0.0,0.34033998750467104,0.08737152372112654,6.04,0.10885143645437032,27.424,0.298,0.0,0.0,0.10748906949027674,0.030047171029022577,93.01167599192843,0.0,0.0,0.0,1.0,0.0
IL_spread_quartile,Q3,apr_9145,250,0.2755974560671635,94.28382226694525,94.42902427426797,93.07565507834236,0.93775,0.01875,0.01875,95.81695916178941,1.5331368948441704,92.84865427317628,0.9854375,0.9939375,0.9098742344066859,0.9625,1.0,0.97915625,0.4866875,0.5445,95.47219666316619,0.19199644731641324,0.16010885936328365,1.2546787802549093,1.2624021296086407,0.22878871398709105,2.882767983378374,0.3079726474951039,0.8772921202373957,0.8846256108670233,1.0132314829929596,0.19395074592918315,31.148,0.19768298539380857,35.904,0.534,0.5636227654849133,-0.022026663076943814,0.1502538987985849,0.05036621848671441,91.73388630101596,0.5678125,0.0301875,0.0226875,1.2055318202979928,0.184
IL_spread_quartile,Q3,grpo_9041,250,0.2755974560671635,93.70370543752178,93.64727381834129,93.27175414529748,0.922625,0.020375,0.020375,94.97827499488623,1.2745695573644789,93.11876689971486,0.98175,0.995875,0.8987889305005221,0.958375,1.0,0.96925,0.4195,0.5,94.48329570176202,0.17714161942088333,0.1492100118620383,1.1694354857285685,1.1678621392761188,0.2259649101111742,1.8931206709202386,0.29088626646841415,0.5030891267734331,0.5053355744805819,0.6766761908072038,0.16322145976201044,26.848,0.1768290906907615,35.404,0.5015,-0.05266500783807535,0.013423441903490967,0.14164469065902255,0.04013882123415531,91.73388630101596,0.572875,0.0269375,0.0345625,1.1669906150612,0.052
IL_spread_quartile,Q3,mts_8692,250,0.2755974560671635,93.08194483370279,92.88514557115253,92.76129867130547,0.964375,0.014125,0.014125,94.78240175826255,1.7004569245597607,92.64524346603025,1.0,0.985875,0.8574291760088671,0.9963125,1.0,0.98709375,0.1958125,0.223,93.682422546865,0.08578117294078069,0.09121247411367259,0.7145729583245972,0.5609890123222264,0.11118784576470635,1.7750342952396958,0.12380741120713824,0.4382262363894703,0.43852384477243445,0.17777084468204563,0.08632298633752257,12.532,0.09592909794570782,19.088,0.2195,-0.14450019618047116,0.02192290000269217,0.0882709993436257,0.01896953075897181,91.73388630101596,0.267875,0.046375,0.01225,0.42954539669167274,0.852
IL_spread_quartile,Q3,mts_8751,250,0.2755974560671635,93.35271795553476,93.59632770788609,92.14561151161213,0.9610625,0.0141875,0.0141875,95.64150171601858,2.288783760483827,92.1334516358275,1.0,0.9858125,0.8659527309328341,0.994375,1.0,0.9864375,0.222375,0.2715,94.55652088267128,0.08099551422118108,0.09691129001776133,0.7582389051136493,0.5359938633405708,0.08836682825249807,1.871178314378119,0.18597513404577745,0.4946937275618323,0.501269262308922,0.23201743505490657,0.2759765541400752,14.232,0.2393746460068318,24.152,0.269,-0.1541665699295664,0.009898685219713389,0.09341909924130384,0.018793985011414653,91.73388630101596,0.3343125,0.05025,0.0194375,0.4013294599225625,0.868
