token,model,K,pairwise_ADE,Spread_AUC
f8268857204e554e,official_il,16,0.13772039612564593,0.10874917471584711
f8268857204e554e,official_il,32,0.16144555777712397,0.12966912952450188
f8268857204e554e,official_il,64,0.15878194510969795,0.1284644108013306
f8268857204e554e,mts_8692,16,0.06098804831041567,0.05050957056939555
f8268857204e554e,mts_8692,32,0.060789214176384464,0.051956683794166084
f8268857204e554e,mts_8692,64,0.057306532271934975,0.04844429288095406
f8268857204e554e,mts_8751,16,0.07925666599120634,0.0674781576581763
f8268857204e554e,mts_8751,32,0.06794776976832662,0.05768594167131445
f8268857204e554e,mts_8751,64,0.06935264790849431,0.0594272908196028
f8268857204e554e,grpo_9041,16,0.16120386713848045,0.1306436789747169
f8268857204e554e,grpo_9041,32,0.19034365247643184,0.1561107463483378
f8268857204e554e,grpo_9041,64,0.1900899530549141,0.15607436711302514
f8268857204e554e,apr_9145,16,0.17816514130749905,0.14727064933732287
f8268857204e554e,apr_9145,32,0.21042135240387458,0.1741258385650541
f8268857204e554e,apr_9145,64,0.2144534997621735,0.17732749592567698
1bf169a6aaf65858,official_il,16,0.09321729155192733,0.07529652227236305
1bf169a6aaf65858,official_il,32,0.12239825449367897,0.10171816602513245
1bf169a6aaf65858,official_il,64,0.11723178059625305,0.0968971642205489
1bf169a6aaf65858,mts_8692,16,0.02652577108485116,0.021937159119936066
1bf169a6aaf65858,mts_8692,32,0.02853489103302736,0.023493274665891666
1bf169a6aaf65858,mts_8692,64,0.03283167369860034,0.027600139401222863
1bf169a6aaf65858,mts_8751,16,0.02755811330258917,0.022357145084563834
1bf169a6aaf65858,mts_8751,32,0.03035149662229006,0.024790160830079244
1bf169a6aaf65858,mts_8751,64,0.033881817161743134,0.02849126231388778
1bf169a6aaf65858,grpo_9041,16,0.11930634734936794,0.09787084235603909
1bf169a6aaf65858,grpo_9041,32,0.14769590065170768,0.12332194162648795
1bf169a6aaf65858,grpo_9041,64,0.13990399735660144,0.11679963875928634
1bf169a6aaf65858,apr_9145,16,0.1456915852242196,0.11608247071093575
1bf169a6aaf65858,apr_9145,32,0.17679103494544168,0.14326922741600445
1bf169a6aaf65858,apr_9145,64,0.17119382922857476,0.13790781887165277
3764407c90d65df3,official_il,16,0.10148909425441378,0.09126123686716235
3764407c90d65df3,official_il,32,0.09274667430386871,0.08301709732546857
3764407c90d65df3,official_il,64,0.08607563966621073,0.07668379171456068
3764407c90d65df3,mts_8692,16,0.10371100689360135,0.12137908311505888
3764407c90d65df3,mts_8692,32,0.08784806545372212,0.09725421653791393
3764407c90d65df3,mts_8692,64,0.08307527776727223,0.08470799570287879
3764407c90d65df3,mts_8751,16,0.07129228068836245,0.07676336424319445
3764407c90d65df3,mts_8751,32,0.05686314705588672,0.059751642987182135
3764407c90d65df3,mts_8751,64,0.05479142091613965,0.05337750251807648
3764407c90d65df3,grpo_9041,16,0.1324739672156593,0.1184031752906315
3764407c90d65df3,grpo_9041,32,0.12064698692916713,0.10684862685324881
3764407c90d65df3,grpo_9041,64,0.11726527477923526,0.1029274476286269
3764407c90d65df3,apr_9145,16,0.11803267029701635,0.10016475112879814
3764407c90d65df3,apr_9145,32,0.11488791422830456,0.09722420498529064
3764407c90d65df3,apr_9145,64,0.1105175469227321,0.09303831664318646
38cfd81687975661,official_il,16,0.16798899644839319,0.13615942061614844
38cfd81687975661,official_il,32,0.1723684621713281,0.13714593389427393
38cfd81687975661,official_il,64,0.1774302869126161,0.14219924959316044
38cfd81687975661,mts_8692,16,0.8956436592378367,0.8169315052779378
38cfd81687975661,mts_8692,32,0.9834069015816616,0.8734240853747088
38cfd81687975661,mts_8692,64,0.9472233951467711,0.8559056778591858
38cfd81687975661,mts_8751,16,0.1770061027298966,0.14484377422661096
38cfd81687975661,mts_8751,32,0.2073561026993033,0.17741085973116727
38cfd81687975661,mts_8751,64,0.20194820089970367,0.1774458806094637
38cfd81687975661,grpo_9041,16,0.19664704771817634,0.15771182804621717
38cfd81687975661,grpo_9041,32,0.21275211201840935,0.16945994935995898
38cfd81687975661,grpo_9041,64,0.21257527336983556,0.16960266748405478
38cfd81687975661,apr_9145,16,0.28197721576162793,0.22426415490795826
38cfd81687975661,apr_9145,32,0.2872280048051903,0.22877344598111604
38cfd81687975661,apr_9145,64,0.2982933077643581,0.2391069278491077
42e6895442ab5601,official_il,16,0.14865512992027885,0.12570629319585136
42e6895442ab5601,official_il,32,0.13219331528740455,0.11260351226375716
42e6895442ab5601,official_il,64,0.12317371761553182,0.1047656742822129
42e6895442ab5601,mts_8692,16,0.052642197479902404,0.043870320353795636
42e6895442ab5601,mts_8692,32,0.05442364080530597,0.0470874804590325
42e6895442ab5601,mts_8692,64,0.049367874023004736,0.04281471523601577
42e6895442ab5601,mts_8751,16,0.05587409264802164,0.046707824792956994
42e6895442ab5601,mts_8751,32,0.05004258618124222,0.04202211106606905
42e6895442ab5601,mts_8751,64,0.0455018184706559,0.03846911634977228
42e6895442ab5601,grpo_9041,16,0.19011412397658248,0.16082871299404727
42e6895442ab5601,grpo_9041,32,0.16920381051391362,0.14401163595998556
42e6895442ab5601,grpo_9041,64,0.15916720332446677,0.13553980808499966
42e6895442ab5601,apr_9145,16,0.17974982927218583,0.146004678612355
42e6895442ab5601,apr_9145,32,0.1658348976257122,0.13504910892846944
42e6895442ab5601,apr_9145,64,0.15862173484554856,0.12944146773833715
b34272d337d350d2,official_il,16,0.11324523166377759,0.09210132365456422
b34272d337d350d2,official_il,32,0.11418895035962018,0.09288894530323308
b34272d337d350d2,official_il,64,0.11620153943487896,0.09513729804320273
b34272d337d350d2,mts_8692,16,0.05387692979625901,0.04409237232781786
b34272d337d350d2,mts_8692,32,0.059359267670032606,0.05150566524960982
b34272d337d350d2,mts_8692,64,0.05926362894177932,0.05100357406400171
b34272d337d350d2,mts_8751,16,0.05347512901460865,0.042681312913343886
b34272d337d350d2,mts_8751,32,0.13200491484613774,0.23677006331383085
b34272d337d350d2,mts_8751,64,0.09519670860526573,0.17043321654908794
b34272d337d350d2,grpo_9041,16,0.138856543358179,0.11587819635427166
b34272d337d350d2,grpo_9041,32,0.1462551817044614,0.1214789915285191
b34272d337d350d2,grpo_9041,64,0.14673429677656175,0.12215462168601043
b34272d337d350d2,apr_9145,16,0.16451564350372122,0.13476498303622572
b34272d337d350d2,apr_9145,32,0.1666254249089854,0.13667955014609562
b34272d337d350d2,apr_9145,64,0.16729562695751876,0.1373217981122679
b23ede9a183b5b71,official_il,16,0.15506433540642917,0.13058569149623941
b23ede9a183b5b71,official_il,32,0.14823910281806732,0.12475147804442338
b23ede9a183b5b71,official_il,64,0.15344317788922493,0.12982139742563892
b23ede9a183b5b71,mts_8692,16,0.04889834377297008,0.0410013099350415
b23ede9a183b5b71,mts_8692,32,0.08737735903838065,0.12329541815269462
b23ede9a183b5b71,mts_8692,64,0.07224948082811272,0.09561251336047294
b23ede9a183b5b71,mts_8751,16,0.049319507877830855,0.04101143471754737
b23ede9a183b5b71,mts_8751,32,0.05191658056329583,0.04365145762138831
b23ede9a183b5b71,mts_8751,64,0.061330464323909546,0.059905879608962626
b23ede9a183b5b71,grpo_9041,16,0.18471654814627742,0.15718301126623135
b23ede9a183b5b71,grpo_9041,32,0.17825444262200044,0.15074746033579028
b23ede9a183b5b71,grpo_9041,64,0.18449555159038186,0.15715912114364558
b23ede9a183b5b71,apr_9145,16,0.2519875225569722,0.21119288559150995
b23ede9a183b5b71,apr_9145,32,0.25476279079290937,0.21416558578508582
b23ede9a183b5b71,apr_9145,64,0.2505951689299008,0.2120240787047487
fff951eab9f45288,official_il,16,0.13592900201282396,0.11024237642327026
fff951eab9f45288,official_il,32,0.12971506621090803,0.10526309229902933
fff951eab9f45288,official_il,64,0.12010736257000543,0.0978092975001238
fff951eab9f45288,mts_8692,16,0.04904555848772672,0.040431069529411744
fff951eab9f45288,mts_8692,32,0.043222706157044634,0.03559759338510132
fff951eab9f45288,mts_8692,64,0.04178139206163021,0.03453071988412544
fff951eab9f45288,mts_8751,16,0.05560910184279219,0.04593978014490302
fff951eab9f45288,mts_8751,32,0.049107536838985624,0.04066386282529391
fff951eab9f45288,mts_8751,64,0.044938123932878604,0.03731744155584143
fff951eab9f45288,grpo_9041,16,0.17612896515811205,0.14467918439417535
fff951eab9f45288,grpo_9041,32,0.1663132846191162,0.13730184896568404
fff951eab9f45288,grpo_9041,64,0.15502546410931992,0.12761102518252515
fff951eab9f45288,apr_9145,16,0.21278362599380932,0.17212786226709587
fff951eab9f45288,apr_9145,32,0.2045556598582863,0.165451880813807
fff951eab9f45288,apr_9145,64,0.19645925511467446,0.15898820286911403
4fa9113617d254d4,official_il,16,0.15934046757727222,0.1333053075771216
4fa9113617d254d4,official_il,32,0.15491618526243328,0.13028018747563666
4fa9113617d254d4,official_il,64,0.15541652725492122,0.1316870146897025
4fa9113617d254d4,mts_8692,16,0.058333350435857724,0.04876161272599405
4fa9113617d254d4,mts_8692,32,0.053521020904159784,0.045151868004714525
4fa9113617d254d4,mts_8692,64,0.05783838040307407,0.0503846788816823
4fa9113617d254d4,mts_8751,16,0.05458050323744015,0.04548431324727439
4fa9113617d254d4,mts_8751,32,0.048220118369094365,0.04034344155155515
4fa9113617d254d4,mts_8751,64,0.04831519684476722,0.04029682147263977
4fa9113617d254d4,grpo_9041,16,0.1891608170752436,0.15856599081606026
4fa9113617d254d4,grpo_9041,32,0.18095367727344122,0.1523056693012387
4fa9113617d254d4,grpo_9041,64,0.18211133266205462,0.15402804749335913
4fa9113617d254d4,apr_9145,16,0.19118581815881322,0.1585583225587938
4fa9113617d254d4,apr_9145,32,0.18087277701705545,0.1505410764563319
4fa9113617d254d4,apr_9145,64,0.17963365620434812,0.1505493505721665
988785170de957da,official_il,16,0.10354500749837763,0.08912868629722195
988785170de957da,official_il,32,0.10465172110954711,0.09234652827693723
988785170de957da,official_il,64,0.10540268921977253,0.09211618884503667
988785170de957da,mts_8692,16,0.08031218137790391,0.094167145558961
988785170de957da,mts_8692,32,0.06656397992069399,0.07380970224972062
988785170de957da,mts_8692,64,0.05730134553237751,0.05949124423264257
988785170de957da,mts_8751,16,0.1045846752132447,0.13471046412448845
988785170de957da,mts_8751,32,0.08265894713597237,0.10210510633449456
988785170de957da,mts_8751,64,0.07514674884409012,0.08358350762253926
988785170de957da,grpo_9041,16,0.1389353536487172,0.1192482871543378
988785170de957da,grpo_9041,32,0.14439402520468866,0.1260745152987054
988785170de957da,grpo_9041,64,0.14668076860610493,0.12593761440120158
988785170de957da,apr_9145,16,0.11785212014346476,0.0985641401818405
988785170de957da,apr_9145,32,0.12223042733123456,0.10334198887468735
988785170de957da,apr_9145,64,0.12089245711487179,0.1018350341700702
046b1cc13f0d5f9d,official_il,16,0.09614773250802597,0.08348548641468478
046b1cc13f0d5f9d,official_il,32,0.11841511891679511,0.10280423157501153
046b1cc13f0d5f9d,official_il,64,0.11853211872566606,0.10278515141985253
046b1cc13f0d5f9d,mts_8692,16,0.05413589469144786,0.048427523852105456
046b1cc13f0d5f9d,mts_8692,32,0.06864652462471389,0.06782769898807439
046b1cc13f0d5f9d,mts_8692,64,0.08663881974068592,0.08520238249569687
046b1cc13f0d5f9d,mts_8751,16,0.030722038569487298,0.026467961442670027
046b1cc13f0d5f9d,mts_8751,32,0.03692257975136364,0.03145604599320511
046b1cc13f0d5f9d,mts_8751,64,0.04412823014112191,0.03834527115128064
046b1cc13f0d5f9d,grpo_9041,16,0.1011452974263029,0.0869242729620906
046b1cc13f0d5f9d,grpo_9041,32,0.120195134993036,0.10313910684720479
046b1cc13f0d5f9d,grpo_9041,64,0.12076809377149599,0.10382127504630836
046b1cc13f0d5f9d,apr_9145,16,0.11124654314167794,0.09020223521021725
046b1cc13f0d5f9d,apr_9145,32,0.12422256434610468,0.103011117991043
046b1cc13f0d5f9d,apr_9145,64,0.1280502317810358,0.1064949055907762
d7fbd35a0f315447,official_il,16,0.11974174968117633,0.09973354293457776
d7fbd35a0f315447,official_il,32,0.11143217723663412,0.09299548390283825
d7fbd35a0f315447,official_il,64,0.1165792323193819,0.09581886808725852
d7fbd35a0f315447,mts_8692,16,0.044559831428343195,0.03667416747277347
d7fbd35a0f315447,mts_8692,32,0.05249172869327471,0.04432384112155551
d7fbd35a0f315447,mts_8692,64,0.04684229867020464,0.039540328305910435
d7fbd35a0f315447,mts_8751,16,0.04560069805464305,0.037630409256081875
d7fbd35a0f315447,mts_8751,32,0.05381810286474415,0.04614485489785085
d7fbd35a0f315447,mts_8751,64,0.049187921054828256,0.04215680194703878
d7fbd35a0f315447,grpo_9041,16,0.14676447581845795,0.12063208336778802
d7fbd35a0f315447,grpo_9041,32,0.1336108668511329,0.11025745686192572
d7fbd35a0f315447,grpo_9041,64,0.1391578725563502,0.11471931274151773
d7fbd35a0f315447,apr_9145,16,0.14046492784405434,0.11431625701010985
d7fbd35a0f315447,apr_9145,32,0.13188913892689597,0.10772594525177939
d7fbd35a0f315447,apr_9145,64,0.13683258075327545,0.11184462866367355
951957b841e05cfa,official_il,16,0.16714509145128872,0.14207497320646295
951957b841e05cfa,official_il,32,0.14792889305641677,0.12568225623210239
951957b841e05cfa,official_il,64,0.14076461348566105,0.12092486322920859
951957b841e05cfa,mts_8692,16,0.0762348748423946,0.06686994080405854
951957b841e05cfa,mts_8692,32,0.06911239768266597,0.060894877111264546
951957b841e05cfa,mts_8692,64,0.0774162939820743,0.06972488233075272
951957b841e05cfa,mts_8751,16,0.07789270369259986,0.06761089795267491
951957b841e05cfa,mts_8751,32,0.0620874305441835,0.05553058262927091
951957b841e05cfa,mts_8751,64,0.06734695656334116,0.06261331295149294
951957b841e05cfa,grpo_9041,16,0.1633777794971709,0.13866391455722568
951957b841e05cfa,grpo_9041,32,0.14192031193812968,0.12007918617428869
951957b841e05cfa,grpo_9041,64,0.1343017318151291,0.11506310477859355
951957b841e05cfa,apr_9145,16,0.15918500885182674,0.13260232019893603
951957b841e05cfa,apr_9145,32,0.14055797682273902,0.11696637937781687
951957b841e05cfa,apr_9145,64,0.1344256003325465,0.11213637616042386
61db822891625c3b,official_il,16,0.14083471690960708,0.12093142941171385
61db822891625c3b,official_il,32,0.13980885784616434,0.12296155875360373
61db822891625c3b,official_il,64,0.1355959340293249,0.11960233894995488
61db822891625c3b,mts_8692,16,0.07695521579242853,0.06706719262192923
61db822891625c3b,mts_8692,32,0.06878754048493999,0.06040223984537402
61db822891625c3b,mts_8692,64,0.06732570279437668,0.059345163330656536
61db822891625c3b,mts_8751,16,0.1145044666368818,0.10204590762304737
61db822891625c3b,mts_8751,32,0.0910790259066165,0.08347749098109715
61db822891625c3b,mts_8751,64,0.09338091882718713,0.0936411760409995
61db822891625c3b,grpo_9041,16,0.16654332457537885,0.1422339450756035
61db822891625c3b,grpo_9041,32,0.16894678512420247,0.14642315832745073
61db822891625c3b,grpo_9041,64,0.16805658821276104,0.1468316359583376
61db822891625c3b,apr_9145,16,0.17577084242483465,0.14795071630801065
61db822891625c3b,apr_9145,32,0.17534484972645037,0.1497037529941193
61db822891625c3b,apr_9145,64,0.16832713352117254,0.14359950901570348
759e9e451eba5b47,official_il,16,0.15639088919908056,0.1306487293821213
759e9e451eba5b47,official_il,32,0.15912054234609932,0.13778814654560262
759e9e451eba5b47,official_il,64,0.16009680977406812,0.13734601252090223
759e9e451eba5b47,mts_8692,16,0.10829075909125689,0.09438345243354904
759e9e451eba5b47,mts_8692,32,0.117070485505737,0.10130430848636268
759e9e451eba5b47,mts_8692,64,0.10352840268608822,0.09016097844840894
759e9e451eba5b47,mts_8751,16,0.06767507502353697,0.05849241536276597
759e9e451eba5b47,mts_8751,32,0.07060578381779373,0.060120949506773665
759e9e451eba5b47,mts_8751,64,0.061735504743829356,0.05302071313591312
759e9e451eba5b47,grpo_9041,16,0.16392908045518667,0.1365103319097662
759e9e451eba5b47,grpo_9041,32,0.16862612883271946,0.1447607125871206
759e9e451eba5b47,grpo_9041,64,0.16732721960483724,0.14329006063937416
759e9e451eba5b47,apr_9145,16,0.1779851764448179,0.1475738837537702
759e9e451eba5b47,apr_9145,32,0.18376678031853813,0.15475514286683084
759e9e451eba5b47,apr_9145,64,0.17726742631561096,0.14807964290460512
9c05edf9d6e85716,official_il,16,0.18700482354581607,0.16116171840444754
9c05edf9d6e85716,official_il,32,0.20027711331898398,0.17277227823917596
9c05edf9d6e85716,official_il,64,0.19706323902795242,0.17099716868142384
9c05edf9d6e85716,mts_8692,16,0.058688587700756134,0.049925865247440984
9c05edf9d6e85716,mts_8692,32,0.0586674692734329,0.05022577411039274
9c05edf9d6e85716,mts_8692,64,0.0531046308667773,0.04597405141628997
9c05edf9d6e85716,mts_8751,16,0.048781570271954525,0.04146289942909741
9c05edf9d6e85716,mts_8751,32,0.05443793074635811,0.047686861256938905
9c05edf9d6e85716,mts_8751,64,0.06401898746199224,0.0709871803695428
9c05edf9d6e85716,grpo_9041,16,0.19969407911679168,0.16859027390454256
9c05edf9d6e85716,grpo_9041,32,0.22510522132759736,0.19102224910438959
9c05edf9d6e85716,grpo_9041,64,0.21661831428137573,0.1853370070879081
9c05edf9d6e85716,apr_9145,16,0.15630701441553677,0.1306033530312537
9c05edf9d6e85716,apr_9145,32,0.17448928709131212,0.1469685751843867
9c05edf9d6e85716,apr_9145,64,0.17073696673343947,0.14502748321122427
467bbee636b65c84,official_il,16,0.1317264093159041,0.10968193680149095
467bbee636b65c84,official_il,32,0.15227149864478037,0.12764552725882433
467bbee636b65c84,official_il,64,0.1544859074983457,0.1310478553475468
467bbee636b65c84,mts_8692,16,0.08766054694845832,0.07756012029458309
467bbee636b65c84,mts_8692,32,0.09215200405793832,0.08705876804994674
467bbee636b65c84,mts_8692,64,0.0806354917611822,0.07606715060012967
467bbee636b65c84,mts_8751,16,0.06450936742905099,0.056232775303691446
467bbee636b65c84,mts_8751,32,0.08111871841521448,0.0830476202353535
467bbee636b65c84,mts_8751,64,0.07668493008701907,0.07558853598036377
467bbee636b65c84,grpo_9041,16,0.15457111335967522,0.12812418409608353
467bbee636b65c84,grpo_9041,32,0.17839798571305643,0.14960161429737198
467bbee636b65c84,grpo_9041,64,0.18443361181141868,0.1563149623534934
467bbee636b65c84,apr_9145,16,0.15400056334860351,0.1242853414583326
467bbee636b65c84,apr_9145,32,0.16573957004257253,0.13415937938951922
467bbee636b65c84,apr_9145,64,0.1684232325747624,0.1376974232626097
4f6409df56a85592,official_il,16,0.11469329480678624,0.09661236200429996
4f6409df56a85592,official_il,32,0.10919936584136757,0.09293174091091849
4f6409df56a85592,official_il,64,0.10920787469188488,0.09373843085710541
4f6409df56a85592,mts_8692,16,0.07213998465037864,0.0612285292961231
4f6409df56a85592,mts_8692,32,0.08947237642844053,0.08281255901029037
4f6409df56a85592,mts_8692,64,0.07472393589620879,0.06926851286408443
4f6409df56a85592,mts_8751,16,0.04376528982595713,0.03680591235748715
4f6409df56a85592,mts_8751,32,0.04548367081832104,0.038468007759688484
4f6409df56a85592,mts_8751,64,0.04543059097282334,0.03878130546781329
4f6409df56a85592,grpo_9041,16,0.14634049101793678,0.1238772249397024
4f6409df56a85592,grpo_9041,32,0.1411969846196006,0.11972401180958206
4f6409df56a85592,grpo_9041,64,0.1380329444046511,0.11789107650586027
4f6409df56a85592,apr_9145,16,0.12435633959962136,0.10030852134147017
4f6409df56a85592,apr_9145,32,0.13154536817859555,0.10633553127851034
4f6409df56a85592,apr_9145,64,0.13199323223487747,0.10688845868689592
16ddb1838af755e3,official_il,16,0.13401014298882044,0.11315174591339769
16ddb1838af755e3,official_il,32,0.14587544893515172,0.12451713896806108
16ddb1838af755e3,official_il,64,0.1329183324826114,0.11447550978553328
16ddb1838af755e3,mts_8692,16,0.045502023737320665,0.038446751733346565
16ddb1838af755e3,mts_8692,32,0.041860356638300324,0.03561395026091768
16ddb1838af755e3,mts_8692,64,0.039472083426405624,0.033542668952944346
16ddb1838af755e3,mts_8751,16,0.05511284839446047,0.04664619046114945
16ddb1838af755e3,mts_8751,32,0.04771062398976748,0.04056541761625415
16ddb1838af755e3,mts_8751,64,0.04375476594713035,0.037205617817148935
16ddb1838af755e3,grpo_9041,16,0.1896490564335058,0.15830727293595756
16ddb1838af755e3,grpo_9041,32,0.20232497356144138,0.17117266942686435
16ddb1838af755e3,grpo_9041,64,0.18574904519442764,0.15813031697752633
16ddb1838af755e3,apr_9145,16,0.20980038613275662,0.17504608068476585
16ddb1838af755e3,apr_9145,32,0.23953604588381422,0.20224181414941297
16ddb1838af755e3,apr_9145,64,0.2256355565442182,0.1911088979671341
2ce59f70a15b5ddf,official_il,16,0.17978078970322645,0.1469132381981099
2ce59f70a15b5ddf,official_il,32,0.1761625636139852,0.14369206556761652
2ce59f70a15b5ddf,official_il,64,0.16815273479808882,0.13761764941411858
2ce59f70a15b5ddf,mts_8692,16,0.0655789139351442,0.0539192077128971
2ce59f70a15b5ddf,mts_8692,32,0.060027027174459374,0.049483206777951705
2ce59f70a15b5ddf,mts_8692,64,0.059679590582171996,0.0497890887022686
2ce59f70a15b5ddf,mts_8751,16,0.0565779570421461,0.0476165168592416
2ce59f70a15b5ddf,mts_8751,32,0.055599560647871984,0.04619112235201818
2ce59f70a15b5ddf,mts_8751,64,0.056334029736274015,0.04716353023190477
2ce59f70a15b5ddf,grpo_9041,16,0.18228834841126965,0.14864570678485958
2ce59f70a15b5ddf,grpo_9041,32,0.18098202410599545,0.1476354294927308
2ce59f70a15b5ddf,grpo_9041,64,0.1693469572418424,0.13864039911908074
2ce59f70a15b5ddf,apr_9145,16,0.17078297242003768,0.13763643767293995
2ce59f70a15b5ddf,apr_9145,32,0.17409526031008765,0.14110887577924947
2ce59f70a15b5ddf,apr_9145,64,0.16386396352585045,0.13295556953058654
461fb854eaa3583e,official_il,16,0.2232203247483963,0.18811972064134164
461fb854eaa3583e,official_il,32,0.2558004097775934,0.2190002438301943
461fb854eaa3583e,official_il,64,0.2443078392716141,0.20954673488705555
461fb854eaa3583e,mts_8692,16,0.11836718978312274,0.12588155561399486
461fb854eaa3583e,mts_8692,32,0.19031668399710674,0.2847388990378371
461fb854eaa3583e,mts_8692,64,0.1361757736151038,0.21092973392800557
461fb854eaa3583e,mts_8751,16,0.07439960068143657,0.05930233764774449
461fb854eaa3583e,mts_8751,32,0.08708742511953059,0.07141679309389709
461fb854eaa3583e,mts_8751,64,0.08072151715046595,0.06604983459984134
461fb854eaa3583e,grpo_9041,16,0.22757158757950746,0.19375928176655202
