model,GT_heading_change,PDMS,median_PDMS,P10_PDMS,feasible,hard_failure,zero_score,oracle64,oracle_gap,CVaR20,NC,DAC,EP,TTC,Comfort,DDC,HQ_mass,Hit8,best8,pairwise_ADE,Spread_AUC,spread_ratio,pairwise_ratio,R90,effective_rank,endpoint_spread,mean_center_shift,medoid_center_shift,mean_GT_distance,D_high_quality,HQ_count,D_positive_legacy,positive_count_legacy,Hit8_legacy,mean_progress_shift,mean_lateral_shift,longitudinal_spread,lateral_spread,threshold_PDMS,threshold_above_100,CRN_score_win,CRN_safe_repair,CRN_safe_loss,median_spread_ratio,compressed_scene_fraction,HQ_diversity_defined_scenes,D_positive_legacy_defined_scenes,ratio_of_mean_pairwise_ADE
official_il,0.2643921915800802,92.15470908243051,92.46639792793405,89.93564855532384,0.939359375,0.02153125,0.02153125,94.66818146356408,2.513472381133557,89.73085422659608,0.99253125,0.984109375,0.8572317679783326,0.97634375,1.0,0.9824375,0.081546875,0.22925,93.95102604233455,0.14478978419522887,0.12226869354854673,1.0,1.0,0.18632688828549865,1.6655912778904214,0.2702886351234353,0.0,0.0,0.3938063727729764,0.09041053974738619,5.219,0.11861251217392241,28.42,0.284625,0.0,0.0,0.11582590971353995,0.03168412454975599,93.15470908243051,0.354,0.0,0.0,0.0,1.0,0.0,311,623,1.0
mts_8692,0.2643921915800802,93.71392122449052,93.67111648467666,93.30931095499193,0.967625,0.00853125,0.00853125,95.05978076276494,1.3458595382744236,93.19646830454808,0.999984375,0.991484375,0.8644841093877726,0.996734375,0.999609375,0.9858359375,0.186328125,0.21975,94.30217251054519,0.08405477344643435,0.09008527696917795,0.739325726649325,0.5805377784964423,0.10594479957421322,1.7368917099431274,0.12246466064454861,0.4128032645331388,0.4125958054848959,0.18072379956491957,0.10889212158015639,11.925,0.09141627869787784,20.19,0.21975,-0.1105992209323102,0.018555685476167896,0.08719141978452234,0.0178014196993033,93.15470908243051,0.354,0.274375,0.037375,0.009109375,0.45288478853467173,0.827,245,380,0.5805297239278856
mts_8751,0.2643921915800802,94.18290493208929,94.22688289860552,93.58693562783539,0.967640625,0.0071875,0.00653125,95.95069696500644,1.7677920329171621,93.42849747240015,0.999671875,0.99346875,0.8733622304520039,0.996734375,0.99925,0.9856328125,0.221328125,0.271625,94.99247314052825,0.08347700274366629,0.09955556612514709,0.8446415862711694,0.5958016643001073,0.09508456918241741,1.7944134177124629,0.18737362853034933,0.4623919579356388,0.4677280153251947,0.22653659728150544,0.22017888620136508,14.165,0.18998030628305046,24.09,0.27125,-0.14245141842276582,0.010451303816772676,0.09645377637494298,0.018268472468585352,93.15470908243051,0.354,0.331625,0.0364375,0.00815625,0.42771915747209666,0.842,300,458,0.5765393132371077
grpo_9041,0.2643921915800802,95.05813227827204,95.04359488481754,94.48927404326949,0.946359375,0.008421875,0.008421875,95.9391233780372,0.8809910997651669,94.42648527846843,0.9923125,0.998765625,0.9025139246785289,0.982484375,1.0,0.973390625,0.406375,0.470375,95.65031327796817,0.17047847489399406,0.14401838996265964,1.1960482875131346,1.1966544504429693,0.21794341124803324,1.8774095689669215,0.26961646479239026,0.49898914547317197,0.5008256694137707,0.6502798839463096,0.16168027558551,26.008,0.17173687068465726,33.414,0.4715,-0.09959205276136832,0.004976936197511829,0.13723900310725437,0.03709689846487708,93.15470908243051,0.354,0.531375,0.025328125,0.018328125,1.1826498654972561,0.05,494,566,1.1774206021615972
apr_9145,0.2643921915800802,95.3553098026161,95.42087973027054,94.71915852983813,0.956796875,0.007796875,0.007796875,96.24397793992608,0.8886681373099877,94.58178596859744,0.99425,0.997484375,0.9087399352627865,0.984421875,1.0,0.9812890625,0.4444375,0.48625,96.02025929746743,0.18307283643512112,0.1527560269503868,1.2669062518177494,1.2807474621772315,0.21918112828550257,2.9973304144329775,0.2828400323177277,0.8027806522391664,0.809153710933691,0.9321751764306404,0.19269317513411988,28.444,0.19487625133542127,32.84,0.48,0.4731488284259724,-0.0389420678238317,0.14346361803587737,0.04794020037755776,93.15470908243051,0.354,0.516015625,0.028171875,0.010734375,1.2227396471359717,0.159,497,543,1.2644043739182103
