model,epoch,optimizer_step,metric,value,wall_time
mts_8692,109,88769,train/loss_epoch,0.03774406760931015,1784024716.9917557
mts_8692,110,89576,train/loss_epoch,0.03720400109887123,1784025355.2165785
mts_8692,111,90383,train/loss_epoch,0.03731153532862663,1784025942.197427
mts_8692,112,91190,train/loss_epoch,0.03688592463731766,1784026571.3558073
mts_8692,113,91997,train/loss_epoch,0.03620682284235954,1784027150.6247299
mts_8692,114,92804,train/loss_epoch,0.035945817828178406,1784027776.864688
mts_8692,115,93611,train/loss_epoch,0.03585875406861305,1784028356.6407669
mts_8692,116,94418,train/loss_epoch,0.03541334718465805,1784028975.1510384
mts_8692,117,95225,train/loss_epoch,0.03568681329488754,1784029555.8160782
mts_8692,118,96032,train/loss_epoch,0.03533390909433365,1784030188.3357792
mts_8692,119,96839,train/loss_epoch,0.03482548147439957,1784030770.4588218
mts_8692,120,97646,train/loss_epoch,0.03446866571903229,1784031406.5013776
mts_8692,121,98453,train/loss_epoch,0.034461621195077896,1784031981.1653728
mts_8692,122,99260,train/loss_epoch,0.03440450504422188,1784032602.3497493
mts_8692,123,100067,train/loss_epoch,0.03378663584589958,1784033186.7395217
mts_8692,124,100874,train/loss_epoch,0.033580463379621506,1784033804.8639233
mts_8692,125,101681,train/loss_epoch,0.033853549510240555,1784034388.80651
mts_8692,126,102488,train/loss_epoch,0.03358737379312515,1784035002.9268582
mts_8692,127,103295,train/loss_epoch,0.03333887457847595,1784035590.844088
mts_8692,128,104102,train/loss_epoch,0.03328907489776611,1784036208.2243547
mts_8692,129,104909,train/loss_epoch,0.032245390117168427,1784036787.8431132
mts_8692,130,105716,train/loss_epoch,0.03228989616036415,1784037408.406507
mts_8692,131,106523,train/loss_epoch,0.032164089381694794,1784037988.2970943
mts_8692,132,107330,train/loss_epoch,0.0318949893116951,1784038608.6882873
mts_8692,133,108137,train/loss_epoch,0.031271710991859436,1784039180.668637
mts_8692,134,108944,train/loss_epoch,0.03158370032906532,1784039796.0371006
mts_8692,135,109751,train/loss_epoch,0.03127826750278473,1784040374.2243652
mts_8692,136,110558,train/loss_epoch,0.031152917072176933,1784040993.2850444
mts_8692,137,111365,train/loss_epoch,0.031038925051689148,1784041565.1140761
mts_8692,138,112172,train/loss_epoch,0.030888071283698082,1784042189.6215503
mts_8692,139,112979,train/loss_epoch,0.030517112463712692,1784042772.7169998
mts_8692,140,113786,train/loss_epoch,0.029777277261018753,1784043387.4032826
mts_8692,141,114593,train/loss_epoch,0.03010285645723343,1784043965.7358208
mts_8692,142,115400,train/loss_epoch,0.02994436025619507,1784044573.9090283
mts_8692,143,116207,train/loss_epoch,0.030019031837582588,1784045172.2202258
mts_8692,144,117014,train/loss_epoch,0.029584825038909912,1784045790.5798662
mts_8692,145,117821,train/loss_epoch,0.029044805094599724,1784046381.366811
mts_8692,146,118628,train/loss_epoch,0.02957846410572529,1784046997.7586844
mts_8692,147,119435,train/loss_epoch,0.028816035017371178,1784047572.577073
mts_8692,148,120242,train/loss_epoch,0.028787098824977875,1784048188.5312629
mts_8692,149,121049,train/loss_epoch,0.02862396650016308,1784048781.3022978
mts_8692,150,121856,train/loss_epoch,0.028509005904197693,1784049396.4165342
mts_8692,151,122663,train/loss_epoch,0.028054574504494667,1784049978.6349077
mts_8692,152,123470,train/loss_epoch,0.028184588998556137,1784050609.3357644
mts_8692,153,124277,train/loss_epoch,0.02773054875433445,1784051188.9207196
mts_8692,154,125084,train/loss_epoch,0.027742981910705566,1784051822.5939808
mts_8692,155,125891,train/loss_epoch,0.027733905240893364,1784052399.8093376
mts_8692,156,126698,train/loss_epoch,0.026993179693818092,1784053025.778974
mts_8692,157,127505,train/loss_epoch,0.02697664499282837,1784053597.6868246
mts_8692,158,128312,train/loss_epoch,0.026982979848980904,1784054219.4918478
mts_8692,159,129119,train/loss_epoch,0.026835013180971146,1784054800.420686
mts_8692,160,129926,train/loss_epoch,0.02683618664741516,1784055415.8472984
mts_8692,161,130733,train/loss_epoch,0.026918821036815643,1784055994.3291817
mts_8692,162,131540,train/loss_epoch,0.02667905017733574,1784056614.8445525
mts_8692,163,132347,train/loss_epoch,0.026363348588347435,1784057194.4273202
mts_8692,164,133154,train/loss_epoch,0.02638746239244938,1784057815.1861098
mts_8692,165,133961,train/loss_epoch,0.02618912048637867,1784058400.707401
mts_8692,0,806,train/total_loss_epoch,0.22756247222423553,1783963006.0247488
mts_8692,1,1613,train/total_loss_epoch,0.11011075973510742,1783963546.710076
mts_8692,2,2420,train/total_loss_epoch,0.10167419910430908,1783964086.7645743
mts_8692,3,3227,train/total_loss_epoch,0.08843725919723511,1783964617.8856294
mts_8692,4,4034,train/total_loss_epoch,0.08328871428966522,1783965151.3328857
mts_8692,5,4841,train/total_loss_epoch,0.08080549538135529,1783965712.6749122
mts_8692,6,5648,train/total_loss_epoch,0.07907792925834656,1783966240.464145
mts_8692,7,6455,train/total_loss_epoch,0.07780525088310242,1783966787.9066222
mts_8692,8,7262,train/total_loss_epoch,0.07640442997217178,1783967323.786194
mts_8692,9,8069,train/total_loss_epoch,0.07621686905622482,1783967849.4228628
mts_8692,10,8876,train/total_loss_epoch,0.07540589570999146,1783968385.2949924
mts_8692,11,9683,train/total_loss_epoch,0.07460010051727295,1783968923.5077047
mts_8692,12,10490,train/total_loss_epoch,0.0737600177526474,1783969463.2092705
mts_8692,13,11297,train/total_loss_epoch,0.07365266978740692,1783970006.7016096
mts_8692,14,12104,train/total_loss_epoch,0.07350210100412369,1783970542.9585907
mts_8692,15,12911,train/total_loss_epoch,0.0734187662601471,1783971066.0941746
mts_8692,16,13718,train/total_loss_epoch,0.07374188303947449,1783971594.1352427
mts_8692,17,14525,train/total_loss_epoch,0.071844182908535,1783972128.2266464
mts_8692,18,15332,train/total_loss_epoch,0.07214552909135818,1783972665.1726205
mts_8692,19,16139,train/total_loss_epoch,0.0708891749382019,1783973224.0606055
mts_8692,20,16946,train/total_loss_epoch,0.06996647268533707,1783973756.002872
mts_8692,21,17753,train/total_loss_epoch,0.06966236978769302,1783974283.3340614
mts_8692,22,18560,train/total_loss_epoch,0.06944607943296432,1783974815.8861156
mts_8692,23,19367,train/total_loss_epoch,0.0688810870051384,1783975344.615762
mts_8692,24,20174,train/total_loss_epoch,0.06857287138700485,1783975875.1491349
mts_8692,25,20981,train/total_loss_epoch,0.06780824065208435,1783976401.2994642
mts_8692,26,21788,train/total_loss_epoch,0.06662997603416443,1783976925.814051
mts_8692,27,22595,train/total_loss_epoch,0.06564382463693619,1783977464.5801237
mts_8692,28,23402,train/total_loss_epoch,0.06619451940059662,1783977995.5653863
mts_8692,29,24209,train/total_loss_epoch,0.0646318644285202,1783978529.2609193
mts_8692,30,25016,train/total_loss_epoch,0.06443499773740768,1783979061.6910462
mts_8692,31,25823,train/total_loss_epoch,0.0633920207619667,1783979589.6401775
mts_8692,32,26630,train/total_loss_epoch,0.06327559053897858,1783980122.3001268
mts_8692,33,27437,train/total_loss_epoch,0.0625474750995636,1783980664.5401614
mts_8692,34,28244,train/total_loss_epoch,0.06234036758542061,1783981211.0658002
mts_8692,35,29051,train/total_loss_epoch,0.061072710901498795,1783981743.3539343
mts_8692,36,29858,train/total_loss_epoch,0.06112673133611679,1783982282.1747055
mts_8692,37,30665,train/total_loss_epoch,0.06013740226626396,1783982815.6941383
mts_8692,38,31472,train/total_loss_epoch,0.060921553522348404,1783983356.8079278
mts_8692,39,32279,train/total_loss_epoch,0.06013704836368561,1783983893.6326396
mts_8692,40,33086,train/total_loss_epoch,0.059849612414836884,1783984568.6865478
mts_8692,41,33893,train/total_loss_epoch,0.05893326923251152,1783985099.7328525
mts_8692,42,34700,train/total_loss_epoch,0.0585385262966156,1783985631.9663532
mts_8692,43,35507,train/total_loss_epoch,0.05775892734527588,1783986167.4314141
mts_8692,44,36314,train/total_loss_epoch,0.05754941701889038,1783986702.7133558
mts_8692,45,37121,train/total_loss_epoch,0.05759381130337715,1783987231.2579443
mts_8692,46,37928,train/total_loss_epoch,0.057416122406721115,1783987763.9454074
mts_8692,47,38735,train/total_loss_epoch,0.057204052805900574,1783988303.590004
mts_8692,48,39542,train/total_loss_epoch,0.056585244834423065,1783988828.9239213
mts_8692,49,40349,train/total_loss_epoch,0.05535883456468582,1783989360.1426473
mts_8692,50,41156,train/total_loss_epoch,0.055466178804636,1783989883.4620736
mts_8692,51,41963,train/total_loss_epoch,0.055091895163059235,1783990413.6423206
mts_8692,52,42770,train/total_loss_epoch,0.0551338717341423,1783990942.9348302
mts_8692,53,43577,train/total_loss_epoch,0.05470617860555649,1783991487.1508784
mts_8692,54,44384,train/total_loss_epoch,0.053843047469854355,1783992032.044502
mts_8692,55,45191,train/total_loss_epoch,0.05366671830415726,1783992624.8885176
mts_8692,56,45998,train/total_loss_epoch,0.05366789177060127,1783993221.9791317
mts_8692,57,46805,train/total_loss_epoch,0.05276292935013771,1783993807.446357
mts_8692,58,47612,train/total_loss_epoch,0.05271875485777855,1783994394.5694969
mts_8692,59,48419,train/total_loss_epoch,0.05225208029150963,1783994951.3224566
mts_8692,60,49226,train/total_loss_epoch,0.051239263266325,1783995583.9923697
mts_8692,61,50033,train/total_loss_epoch,0.051097191870212555,1783996184.955676
mts_8692,62,50840,train/total_loss_epoch,0.05172662064433098,1783996760.7958663
mts_8692,63,51647,train/total_loss_epoch,0.051198676228523254,1783997350.3187134
mts_8692,64,52454,train/total_loss_epoch,0.05088728666305542,1783997945.751445
mts_8692,65,53261,train/total_loss_epoch,0.05062194541096687,1783998518.7170584
mts_8692,66,54068,train/total_loss_epoch,0.05000598728656769,1783999077.412981
mts_8692,67,54875,train/total_loss_epoch,0.04978419467806816,1783999639.8421128
mts_8692,68,55682,train/total_loss_epoch,0.04901532083749771,1784000201.9612803
mts_8692,69,56489,train/total_loss_epoch,0.049401942640542984,1784000754.0532382
mts_8692,70,57296,train/total_loss_epoch,0.048483673483133316,1784001313.104504
mts_8692,71,58103,train/total_loss_epoch,0.04842347279191017,1784001860.9920797
mts_8692,72,58910,train/total_loss_epoch,0.048126839101314545,1784002436.9319394
mts_8692,73,59717,train/total_loss_epoch,0.04767831042408943,1784003013.551295
mts_8692,74,60524,train/total_loss_epoch,0.047417353838682175,1784003581.9050357
mts_8692,75,61331,train/total_loss_epoch,0.04719753935933113,1784004167.1150863
mts_8692,76,62138,train/total_loss_epoch,0.04681076109409332,1784004743.7313147
mts_8692,77,62945,train/total_loss_epoch,0.04688194394111633,1784005320.4415824
mts_8692,78,63752,train/total_loss_epoch,0.046278201043605804,1784005900.202299
mts_8692,79,64559,train/total_loss_epoch,0.0458776094019413,1784006489.0634236
mts_8692,80,65366,train/total_loss_epoch,0.046113792806863785,1784007063.8485668
mts_8692,81,66173,train/total_loss_epoch,0.04586220532655716,1784007623.227843
mts_8692,82,66980,train/total_loss_epoch,0.04496147483587265,1784008204.482778
mts_8692,83,67787,train/total_loss_epoch,0.0444672591984272,1784008793.8759124
mts_8692,84,68594,train/total_loss_epoch,0.04459715634584427,1784009360.5679119
mts_8692,85,69401,train/total_loss_epoch,0.04446081444621086,1784009928.6661391
mts_8692,86,70208,train/total_loss_epoch,0.04368145763874054,1784010510.5594964
mts_8692,87,71015,train/total_loss_epoch,0.0435057058930397,1784011078.149364
mts_8692,88,71822,train/total_loss_epoch,0.04328923672437668,1784011653.0603843
mts_8692,89,72629,train/total_loss_epoch,0.04280314967036247,1784012225.5106368
mts_8692,90,73436,train/total_loss_epoch,0.042693499475717545,1784012798.6095884
mts_8692,91,74243,train/total_loss_epoch,0.04217682033777237,1784013368.152888
mts_8692,92,75050,train/total_loss_epoch,0.04203946143388748,1784013935.8592947
mts_8692,93,75857,train/total_loss_epoch,0.04125962778925896,1784014497.9405835
mts_8692,94,76664,train/total_loss_epoch,0.04157928004860878,1784015066.76621
mts_8692,95,77471,train/total_loss_epoch,0.04119567945599556,1784015631.9190557
mts_8692,96,78278,train/total_loss_epoch,0.04072568938136101,1784016198.9633362
mts_8692,97,79085,train/total_loss_epoch,0.04076911509037018,1784016748.6314383
mts_8692,98,79892,train/total_loss_epoch,0.04078901931643486,1784017339.6885738
mts_8692,99,80699,train/total_loss_epoch,0.03953138366341591,1784018209.9317954
mts_8692,100,81506,train/total_loss_epoch,0.03928748890757561,1784018821.9734907
mts_8692,101,82313,train/total_loss_epoch,0.03967247158288956,1784019405.045356
mts_8692,102,83120,train/total_loss_epoch,0.039060212671756744,1784020144.4098253
mts_8692,103,83927,train/total_loss_epoch,0.039092276245355606,1784020893.3881145
mts_8692,104,84734,train/total_loss_epoch,0.0383206270635128,1784021528.6898699
mts_8692,105,85541,train/total_loss_epoch,0.03891961649060249,1784022147.1564646
mts_8692,106,86348,train/total_loss_epoch,0.03798704221844673,1784022812.8280916
mts_8692,107,87155,train/total_loss_epoch,0.038307491689920425,1784023434.5447783
mts_8692,108,87962,train/total_loss_epoch,0.037440743297338486,1784024108.4605443
mts_8692,109,88769,train/total_loss_epoch,0.03774406760931015,1784024716.991857
mts_8692,110,89576,train/total_loss_epoch,0.03720400109887123,1784025355.2166784
mts_8692,111,90383,train/total_loss_epoch,0.03731153532862663,1784025942.1975386
mts_8692,112,91190,train/total_loss_epoch,0.03688592463731766,1784026571.3559127
mts_8692,113,91997,train/total_loss_epoch,0.03620682284235954,1784027150.6248477
mts_8692,114,92804,train/total_loss_epoch,0.035945817828178406,1784027776.864778
mts_8692,115,93611,train/total_loss_epoch,0.03585875406861305,1784028356.6409612
mts_8692,116,94418,train/total_loss_epoch,0.03541334718465805,1784028975.1511376
mts_8692,117,95225,train/total_loss_epoch,0.03568681329488754,1784029555.8162036
mts_8692,118,96032,train/total_loss_epoch,0.03533390909433365,1784030188.3358707
mts_8692,119,96839,train/total_loss_epoch,0.03482548147439957,1784030770.4589477
mts_8692,120,97646,train/total_loss_epoch,0.03446866571903229,1784031406.501474
mts_8692,121,98453,train/total_loss_epoch,0.034461621195077896,1784031981.165508
mts_8692,122,99260,train/total_loss_epoch,0.03440450504422188,1784032602.3498256
mts_8692,123,100067,train/total_loss_epoch,0.03378663584589958,1784033186.739616
mts_8692,124,100874,train/total_loss_epoch,0.033580463379621506,1784033804.8640137
mts_8692,125,101681,train/total_loss_epoch,0.033853549510240555,1784034388.8065856
mts_8692,126,102488,train/total_loss_epoch,0.03358737379312515,1784035002.9269552
mts_8692,127,103295,train/total_loss_epoch,0.03333887457847595,1784035590.8441806
mts_8692,128,104102,train/total_loss_epoch,0.03328907489776611,1784036208.2244418
mts_8692,129,104909,train/total_loss_epoch,0.032245390117168427,1784036787.843208
mts_8692,130,105716,train/total_loss_epoch,0.03228989616036415,1784037408.4066
mts_8692,131,106523,train/total_loss_epoch,0.032164089381694794,1784037988.297172
mts_8692,132,107330,train/total_loss_epoch,0.0318949893116951,1784038608.688339
mts_8692,133,108137,train/total_loss_epoch,0.031271710991859436,1784039180.6687222
mts_8692,134,108944,train/total_loss_epoch,0.03158370032906532,1784039796.037192
mts_8692,135,109751,train/total_loss_epoch,0.03127826750278473,1784040374.2244074
mts_8692,136,110558,train/total_loss_epoch,0.031152917072176933,1784040993.2851346
mts_8692,137,111365,train/total_loss_epoch,0.031038925051689148,1784041565.1141562
mts_8692,138,112172,train/total_loss_epoch,0.030888071283698082,1784042189.6216393
mts_8692,139,112979,train/total_loss_epoch,0.030517112463712692,1784042772.7171257
mts_8692,140,113786,train/total_loss_epoch,0.029777277261018753,1784043387.4033573
mts_8692,141,114593,train/total_loss_epoch,0.03010285645723343,1784043965.7358975
mts_8692,142,115400,train/total_loss_epoch,0.02994436025619507,1784044573.9091187
mts_8692,143,116207,train/total_loss_epoch,0.030019031837582588,1784045172.220322
mts_8692,144,117014,train/total_loss_epoch,0.029584825038909912,1784045790.5799444
mts_8692,145,117821,train/total_loss_epoch,0.029044805094599724,1784046381.3669477
mts_8692,146,118628,train/total_loss_epoch,0.02957846410572529,1784046997.7587721
mts_8692,147,119435,train/total_loss_epoch,0.028816035017371178,1784047572.5771496
mts_8692,148,120242,train/total_loss_epoch,0.028787098824977875,1784048188.5315082
mts_8692,149,121049,train/total_loss_epoch,0.02862396650016308,1784048781.3023834
mts_8692,150,121856,train/total_loss_epoch,0.028509005904197693,1784049396.4166262
mts_8692,151,122663,train/total_loss_epoch,0.028054574504494667,1784049978.635001
mts_8692,152,123470,train/total_loss_epoch,0.028184588998556137,1784050609.3358228
mts_8692,153,124277,train/total_loss_epoch,0.02773054875433445,1784051188.9208107
mts_8692,154,125084,train/total_loss_epoch,0.027742981910705566,1784051822.5940645
mts_8692,155,125891,train/total_loss_epoch,0.027733905240893364,1784052399.8094294
mts_8692,156,126698,train/total_loss_epoch,0.026993179693818092,1784053025.7790608
mts_8692,157,127505,train/total_loss_epoch,0.02697664499282837,1784053597.6868932
mts_8692,158,128312,train/total_loss_epoch,0.026982979848980904,1784054219.491936
mts_8692,159,129119,train/total_loss_epoch,0.026835013180971146,1784054800.4207602
mts_8692,160,129926,train/total_loss_epoch,0.02683618664741516,1784055415.8473773
mts_8692,161,130733,train/total_loss_epoch,0.026918821036815643,1784055994.3292694
mts_8692,162,131540,train/total_loss_epoch,0.02667905017733574,1784056614.8446484
mts_8692,163,132347,train/total_loss_epoch,0.026363348588347435,1784057194.4274123
mts_8692,164,133154,train/total_loss_epoch,0.02638746239244938,1784057815.1862028
mts_8692,165,133961,train/total_loss_epoch,0.02618912048637867,1784058400.7074919
mts_8692,0,806,train/diffusion_loss_epoch,0.22650626301765442,1783963006.0247622
mts_8692,1,1613,train/diffusion_loss_epoch,0.10890007019042969,1783963546.7100885
mts_8692,2,2420,train/diffusion_loss_epoch,0.10005459189414978,1783964086.764587
mts_8692,3,3227,train/diffusion_loss_epoch,0.08658044040203094,1783964617.8856425
mts_8692,4,4034,train/diffusion_loss_epoch,0.08119095116853714,1783965151.3328986
mts_8692,5,4841,train/diffusion_loss_epoch,0.07837074995040894,1783965712.6749256
mts_8692,6,5648,train/diffusion_loss_epoch,0.07642963528633118,1783966240.464158
mts_8692,7,6455,train/diffusion_loss_epoch,0.0747549906373024,1783966787.906635
mts_8692,8,7262,train/diffusion_loss_epoch,0.07315276563167572,1783967323.7862074
mts_8692,9,8069,train/diffusion_loss_epoch,0.0726868137717247,1783967849.4228756
mts_8692,10,8876,train/diffusion_loss_epoch,0.07185906916856766,1783968385.295005
mts_8692,11,9683,train/diffusion_loss_epoch,0.07113134860992432,1783968923.507718
mts_8692,12,10490,train/diffusion_loss_epoch,0.070318803191185,1783969463.2092834
mts_8692,13,11297,train/diffusion_loss_epoch,0.07021105289459229,1783970006.7016234
mts_8692,14,12104,train/diffusion_loss_epoch,0.06991654634475708,1783970542.958604
mts_8692,15,12911,train/diffusion_loss_epoch,0.06982757151126862,1783971066.0941873
mts_8692,16,13718,train/diffusion_loss_epoch,0.07003506273031235,1783971594.1352558
mts_8692,17,14525,train/diffusion_loss_epoch,0.06817998737096786,1783972128.2266598
mts_8692,18,15332,train/diffusion_loss_epoch,0.06856599450111389,1783972665.1726341
mts_8692,19,16139,train/diffusion_loss_epoch,0.06735041737556458,1783973224.0606194
mts_8692,20,16946,train/diffusion_loss_epoch,0.06639199703931808,1783973756.0028849
mts_8692,21,17753,train/diffusion_loss_epoch,0.06613807380199432,1783974283.3340747
mts_8692,22,18560,train/diffusion_loss_epoch,0.06595451384782791,1783974815.8861287
mts_8692,23,19367,train/diffusion_loss_epoch,0.06541751325130463,1783975344.6157756
mts_8692,24,20174,train/diffusion_loss_epoch,0.06514408439397812,1783975875.1491482
