pair_id,token,log,split,source,both_full_score,progress_gap_m,selection_preference_available,pdms_a,pdms_b,selection_risk_a,selection_risk_b,evaluation_risk_a,evaluation_risk_b,object_margin_a,object_margin_b,road_margin_a,road_margin_b
a7c9e418652afd00883e,005a44fa33b55e7b,2021.10.01.13.28.54_veh-28_00094_00181,confirmation,native_within_group,True,0.19506231690374065,False,1.0,1.0,0.0,0.0,0.0,0.0,2.386634416956585,2.6384584047474537,4.244270322468573,4.244270322468573
a225681abb450d4481a2,005a44fa33b55e7b,2021.10.01.13.28.54_veh-28_00094_00181,confirmation,native_within_group,True,0.2670975722885274,False,1.0,1.0,0.0,0.0,0.0,0.0,2.4096808840096946,2.7640063329448057,4.244270322468573,4.244270322468573
7e7fbbe23489e4d52ffd,008a9f9434c75b99,2021.09.14.18.43.41_veh-45_00965_01195,calibration,native_within_group,True,0.20602376117807353,False,1.0,1.0,0.0,0.0,0.0,0.0,1.2797728818183294,1.238967625162737,0.6508129947887252,0.6306848440645512
8e45492531279beb8564,008a9f9434c75b99,2021.09.14.18.43.41_veh-45_00965_01195,calibration,native_within_group,True,0.4996731597955488,False,1.0,1.0,0.0,0.0,0.0,0.0,1.328939481168713,1.2863936366229944,0.661714114464245,0.6933571883926384
237427cbb8b1db22fa39,019cfd828c3f5b7c,2021.07.16.22.40.23_veh-38_00371_00797,calibration,native_within_group,False,0.17916579150828227,False,0.953613424550384,0.9520529559033285,0.0,0.0,0.0,0.0,2.5242689635218114,2.5595827497531456,0.49283883498835473,0.6349522456144318
afe3895f8396fe93af23,019cfd828c3f5b7c,2021.07.16.22.40.23_veh-38_00371_00797,calibration,native_within_group,False,0.3418057148559086,False,0.9539803841828777,0.9510033811683686,0.0,0.0,0.0,0.0,2.455586175220235,2.604775576470223,0.5128305488874086,0.5183681517021493
5e3c35fd25de4d72e3f3,02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,native_within_group,False,0.022473624168064532,False,0.9639192150460595,0.9636353157745844,0.0,0.0,0.0,0.0,2.5383752881671837,2.9433660893985456,0.5726518913547741,0.6043789649352052
072778d02b65f2a6e1ab,02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,native_within_group,False,0.050691639419945034,False,0.9626918059503121,0.963332170823978,0.0,0.0,0.0,0.0,2.7953153417887617,2.7113136666486866,0.6232406494092497,0.5930961255320057
f96d2caa4d9b8f91eefe,0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,native_within_group,False,0.1607749765266,False,0.9730263626866464,0.9769300595037332,0.0,0.0,0.0,0.0,1.798720812115612,1.8608546060446338,0.6986850816918625,0.7583951162686617
9eddec3898bc72b81b2d,0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,native_within_group,False,0.11370690055389687,False,0.9700898264806662,0.967328966082098,0.0,0.0,0.0,0.0,1.789536629742551,1.8194655063142857,0.6857181021470755,0.7168441390723432
751dea33d071f885731e,05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,native_within_group,False,0.34182425956495877,False,0.9667362359317279,0.9582848418254337,0.0,0.0,0.0,0.0,0.5641342956006548,0.5641342956006548,0.8256715268981033,0.8247193113859669
dac1a8a82e7610298202,05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,native_within_group,False,0.21690319609854924,False,0.9582680597159602,0.9529052618985183,0.0,0.0,0.0,0.0,0.5641342956006548,0.5641342956006548,0.8246573661781096,0.8232933637127621
ace582b281f5f3c139d8,064bbfac76a95dae,2021.09.14.20.42.30_veh-45_00805_01078,calibration,native_within_group,True,0.14653797830241722,False,1.0,1.0,0.0,0.0,0.0,0.0,3.6859720604822925,3.6859720604822925,3.7251421417611867,3.627076069279742
678dfa770af6a52f0682,064bbfac76a95dae,2021.09.14.20.42.30_veh-45_00805_01078,calibration,native_within_group,True,0.18678403952037748,False,1.0,1.0,0.0,0.0,0.0,0.0,3.6859720604822925,3.6859720604822925,3.7019258982228314,3.5724836907373607
a23e1ed1d9f1cfc8fda7,076f5a91273050e6,2021.09.15.14.27.22_veh-39_01491_01763,confirmation,native_within_group,True,0.16573845113857288,False,1.0,1.0,0.0,0.0,0.0,0.0,1.1929093376590016,1.176966040809211,0.5593499754861537,0.5630489170579255
6f804cfcf884cf332b2b,076f5a91273050e6,2021.09.15.14.27.22_veh-39_01491_01763,confirmation,native_within_group,True,0.043357183078242656,False,1.0,1.0,0.0,0.0,0.0,0.0,1.181228901781967,1.1735277070920636,0.5619894245408108,0.5622075287709865
0aee34314f243d38eb17,0827c1c05e0e5596,2021.07.09.23.23.48_veh-26_04648_06327,confirmation,native_within_group,True,0.15954732623643686,False,1.0,1.0,0.0,0.0,0.0,0.0,0.8359146441074838,0.8359146441074838,1.5568241095268998,1.5569628057200975
56e4e557b23015dcc98d,0827c1c05e0e5596,2021.07.09.23.23.48_veh-26_04648_06327,confirmation,native_within_group,True,0.4814531651539635,False,1.0,1.0,0.0,0.0,0.0,0.0,0.8359146441074838,0.8359146441074838,1.557243093142655,1.5565242223910167
53b4b3e7b21efe7f6fad,089b0ec6d7d35c09,2021.07.16.16.27.22_veh-26_03836_05047,confirmation,native_within_group,True,0.20331069844037586,False,1.0,1.0,0.0,0.0,0.0,0.0,3.217318633766513,3.0023427241829923,5.552901147090229,5.333443883970404
eb8f0fb67b0800189424,089b0ec6d7d35c09,2021.07.16.16.27.22_veh-26_03836_05047,confirmation,native_within_group,True,0.022688693004781157,False,1.0,1.0,0.0,0.0,0.0,0.0,3.0265050431252964,2.520755941913537,5.3621527381579295,4.85454773807003
650370aa5f4e2dca403b,09961e24208b5972,2021.08.24.19.30.33_veh-45_01391_01523,confirmation,native_within_group,True,0.3324123151907088,False,1.0,1.0,0.0,0.0,0.0,0.0,0.6339549472331677,0.7126421819140741,0.6974240389712487,0.7053119923830536
f42c5850d7f2c5d73c5e,09961e24208b5972,2021.08.24.19.30.33_veh-45_01391_01523,confirmation,native_within_group,True,0.008684943335765638,False,1.0,1.0,0.0,0.0,0.0,0.0,0.8012373315306639,0.928618414040752,0.7680205082614397,0.8104181559887558
8a8893a750fcdfa3ee7f,0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,confirmation,native_within_group,False,0.08430703110911253,False,0.9535568713771698,0.9551496702187002,0.0,0.0,0.0,0.0,0.9765549505680711,0.9872206571030877,3.6504988916259338,3.6736903070221754
8a6bddd666c11a463b6e,0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,confirmation,native_within_group,False,0.25889681195350533,False,0.9986351442375182,0.9937438494459635,0.0,0.0,0.0,0.0,0.9956012563732121,1.0889873204973812,3.704290671234651,3.776014658055679
30582e3e818f70d0a479,0b9f2aceebbf5003,2021.06.14.11.44.56_veh-35_00059_00410,confirmation,native_within_group,True,0.3956604560211261,False,1.0,1.0,0.0,0.0,0.0,0.0,3.2786107601510714,3.454262713524081,0.1338096027515858,0.2369374440224816
0673065917efb37bbb7c,0b9f2aceebbf5003,2021.06.14.11.44.56_veh-35_00059_00410,confirmation,native_within_group,True,0.23713425407051147,False,1.0,1.0,0.0,0.0,0.0,0.0,3.4924317332600414,3.3400835782494904,0.25674433018384746,0.18427437109002123
584dae4b1311bcbe7a84,0bc3c50e1292529c,2021.06.14.14.25.15_veh-26_02932_03190,confirmation,native_within_group,True,0.16863640208030972,False,1.0,1.0,0.0,0.0,0.0,0.0,1.518015443017565,1.5174299585837387,7.464053381303194,7.464096165257188
20de63e4dc3ce1f55b0d,0bc3c50e1292529c,2021.06.14.14.25.15_veh-26_02932_03190,confirmation,native_within_group,True,0.3367246269139059,False,1.0,1.0,0.0,0.0,0.0,0.0,1.518015443017565,1.518015443017565,7.464212627693964,7.4641530866736545
419ac8b1432d9fbeda46,0c9d055f4ccc5d64,2021.07.09.02.42.50_veh-35_00038_02629,calibration,native_within_group,True,0.25013520191374994,False,1.0,1.0,0.0,0.0,0.0,0.0,0.8266578214907213,0.8266578214907213,0.4572042300378182,0.43171901864909723
a9ef483471aaac5fa808,0c9d055f4ccc5d64,2021.07.09.02.42.50_veh-35_00038_02629,calibration,native_within_group,True,0.1428890421513529,False,1.0,1.0,0.0,0.0,0.0,0.0,0.8266578214907213,0.8266578214907213,0.4551338958266099,0.3708669245504194
9f1712a1d572158496a9,0d24b5cc9f005fe0,2021.06.23.16.54.19_veh-35_00016_00755,confirmation,native_within_group,False,0.0031839660534771497,False,0.9526833716128144,0.9527192650777989,0.0,0.0,0.0,0.0,1.0727314483159305,1.0987913895197328,0.39295898532682494,0.39295898532682494
55998dba3ddc41905074,0d24b5cc9f005fe0,2021.06.23.16.54.19_veh-35_00016_00755,confirmation,native_within_group,False,0.34727592820975417,False,0.9560583352513334,0.9521434265620513,0.0,0.0,0.0,0.0,0.975207050005858,1.0029142422000508,0.39295898532682494,0.39295898532682494
c2ae32f2ddb179715449,0f276bab4fa85df0,2021.06.09.12.39.51_veh-26_02989_03385,confirmation,native_within_group,False,0.11492349756443332,False,0.962484661273071,0.9640006964252864,0.0,0.0,0.0,0.0,3.320649250795875,3.3475916635808334,4.869187593312222,4.867839937608632
