source,split,selector,comparator,metric,mean,low,high,scenes,logs
native_within_group,calibration,C,A,selection_risk,-0.004153481012658227,-0.008928571428571428,-0.0006009615384615385,158,112
native_within_group,calibration,C,A,evaluation_NC_fail,0.0,0.0,0.0,158,112
native_within_group,calibration,C,A,selection_NC_fail,0.0,0.0,0.0,158,112
native_within_group,calibration,C,A,evaluation_DAC_fail,-0.0029667721518987344,-0.0066823899371069185,-0.00021111322102303635,158,112
native_within_group,calibration,C,A,selection_DAC_fail,-0.0037579113924050634,-0.008506337412587413,-0.00040571407758907714,158,112
native_within_group,calibration,C,A,evaluation_TTC_fail,-0.0007911392405063291,-0.002273073725055432,0.0,158,112
native_within_group,calibration,C,A,selection_TTC_fail,-0.00039556962025316455,-0.001266891891891892,0.0,158,112
native_within_group,calibration,C,A,evaluation_hard_fail,-0.0029667721518987344,-0.006964376206563707,-0.00022313568913480856,158,112
native_within_group,calibration,C,A,selection_hard_fail,-0.0037579113924050634,-0.008506337412587413,-0.00021544393619516745,158,112
native_within_group,calibration,C,A,nominal_PDMS,-0.0007771288043119002,-0.001020303382448673,-0.0005570332872768341,158,112
native_within_group,calibration,C,A,nominal_raw_progress,-0.045251123690012766,-0.06016785968651164,-0.03173967968233365,158,112
native_within_group,calibration,C,A,nominal_end_speed,-0.026920298713433065,-0.043108747672691676,-0.011462754579601626,158,112
native_within_group,calibration,C,A,nominal_EP,-0.0018651091303485581,-0.0024080531440351777,-0.0013608801537066573,158,112
native_within_group,calibration,C,A,evaluation_raw_progress,-0.04501984079484216,-0.059014696666364753,-0.03188672655479291,158,112
native_within_group,calibration,C,A,evaluation_end_speed,-0.02694637636811537,-0.04376717407041659,-0.011118556220733395,158,112
native_within_group,calibration,C,A,evaluation_PDMS,0.0027523668653014768,4.949104746379871e-05,0.006809460218488017,158,112
native_within_group,calibration,C,B,evaluation_risk,-0.002768987341772152,-0.005409071180555555,-0.0005896226415094339,158,112
native_within_group,calibration,C,B,selection_risk,-0.0031645569620253164,-0.006175204097618716,-0.0006087662337662338,158,112
native_within_group,calibration,C,B,evaluation_NC_fail,-0.00039556962025316455,-0.0012842465753424657,0.0,158,112
native_within_group,calibration,C,B,selection_NC_fail,-0.00039556962025316455,-0.0012755102040816326,0.0,158,112
native_within_group,calibration,C,B,evaluation_DAC_fail,-0.001977848101265823,-0.004233956396938218,0.0,158,112
native_within_group,calibration,C,B,selection_DAC_fail,-0.002768987341772152,-0.005787383566200931,-0.00020691960395608213,158,112
native_within_group,calibration,C,B,evaluation_TTC_fail,-0.0011867088607594937,-0.0027693260143922317,0.0,158,112
native_within_group,calibration,C,B,selection_TTC_fail,-0.0007911392405063291,-0.0020161290322580645,0.0,158,112
native_within_group,calibration,C,B,evaluation_hard_fail,-0.001977848101265823,-0.00435126582278481,0.0,158,112
native_within_group,calibration,C,B,selection_hard_fail,-0.002768987341772152,-0.005719286605174614,-0.00036331958260518867,158,112
native_within_group,calibration,C,B,nominal_PDMS,-2.3028127128868444e-05,-0.00017505816827261653,0.00014405588095351898,158,112
native_within_group,calibration,C,B,nominal_raw_progress,-0.006885366533799884,-0.01965282773797541,0.006198937364496524,158,112
native_within_group,calibration,C,B,nominal_end_speed,-0.006372815744063971,-0.020318192567287435,0.007297862972988785,158,112
native_within_group,calibration,C,B,nominal_EP,-5.526750510927598e-05,-0.00043443318724049965,0.0003552850133834037,158,112
native_within_group,calibration,C,B,evaluation_raw_progress,-0.006643168228654463,-0.019095670911829572,0.005722153269729015,158,112
native_within_group,calibration,C,B,evaluation_end_speed,-0.006404768407103918,-0.0203449108718594,0.006609667483377095,158,112
native_within_group,calibration,C,B,evaluation_PDMS,0.002560946423118719,0.000563015876844517,0.0049568432447247195,158,112
native_within_group,calibration,D,A,evaluation_risk,-0.004944620253164557,-0.008984438827614379,-0.0015923566878980893,158,112
native_within_group,calibration,D,A,selection_risk,-0.006724683544303798,-0.012141996196036802,-0.002491848545703313,158,112
native_within_group,calibration,D,A,evaluation_NC_fail,0.0,0.0,0.0,158,112
native_within_group,calibration,D,A,selection_NC_fail,0.0,0.0,0.0,158,112
native_within_group,calibration,D,A,evaluation_DAC_fail,-0.00435126582278481,-0.00843584190018239,-0.0012250948766603402,158,112
native_within_group,calibration,D,A,selection_DAC_fail,-0.006329113924050633,-0.011794140003409866,-0.0019902005584462178,158,112
native_within_group,calibration,D,A,evaluation_TTC_fail,-0.0005933544303797469,-0.0018875838926174498,0.0,158,112
native_within_group,calibration,D,A,selection_TTC_fail,-0.00039556962025316455,-0.0013023109702797202,0.0,158,112
native_within_group,calibration,D,A,evaluation_hard_fail,-0.00435126582278481,-0.008278642617951885,-0.00125,158,112
native_within_group,calibration,D,A,selection_hard_fail,-0.006329113924050633,-0.012004939610694184,-0.002148236836472602,158,112
native_within_group,calibration,D,A,nominal_PDMS,-0.0007716065771454868,-0.0009411394090888185,-0.0006085073360525343,158,112
native_within_group,calibration,D,A,nominal_raw_progress,-0.038744958605396396,-0.04768059273263717,-0.030096405434588178,158,112
native_within_group,calibration,D,A,nominal_end_speed,-0.021548844539591893,-0.03114512504673318,-0.012515066150381785,158,112
native_within_group,calibration,D,A,nominal_EP,-0.0018518557851491724,-0.002285679840731851,-0.0014571514722768596,158,112
native_within_group,calibration,D,A,evaluation_raw_progress,-0.03872513791315858,-0.04797488310404101,-0.03016597515881031,158,112
native_within_group,calibration,D,A,evaluation_end_speed,-0.02153805312819201,-0.03101412577651678,-0.012454378340353968,158,112
native_within_group,calibration,D,A,evaluation_PDMS,0.003732936165217541,0.0006929143249644678,0.007652969598945555,158,112
native_within_group,calibration,D,B,evaluation_risk,-0.003955696202531646,-0.006810897435897436,-0.0014777925471612544,158,112
native_within_group,calibration,D,B,selection_risk,-0.005735759493670886,-0.009570638020833334,-0.002390621442395264,158,112
native_within_group,calibration,D,B,evaluation_NC_fail,-0.00039556962025316455,-0.001293103448275862,0.0,158,112
native_within_group,calibration,D,B,selection_NC_fail,-0.00039556962025316455,-0.0012757286133631533,0.0,158,112
native_within_group,calibration,D,B,evaluation_DAC_fail,-0.003362341772151899,-0.005993748936441759,-0.0011716930318322973,158,112
native_within_group,calibration,D,B,selection_DAC_fail,-0.005340189873417721,-0.009259632616487455,-0.0021749530261075925,158,112
native_within_group,calibration,D,B,evaluation_TTC_fail,-0.0009889240506329115,-0.002637987012987013,0.0,158,112
native_within_group,calibration,D,B,selection_TTC_fail,-0.0007911392405063291,-0.002055921052631579,0.0,158,112
native_within_group,calibration,D,B,evaluation_hard_fail,-0.003362341772151899,-0.005941935161582995,-0.0011503067484662577,158,112
native_within_group,calibration,D,B,selection_hard_fail,-0.005340189873417721,-0.009141156462585034,-0.002161411217368827,158,112
native_within_group,calibration,D,B,nominal_PDMS,-1.750589996245506e-05,-4.482974797278743e-05,0.0,158,112
native_within_group,calibration,D,B,nominal_raw_progress,-0.00037920144918351164,-0.002744323364088448,0.002011714709678236,158,112
native_within_group,calibration,D,B,nominal_end_speed,-0.0010013615702227942,-0.002769379755383626,0.0004989549513718728,158,112
native_within_group,calibration,D,B,nominal_EP,-4.2014159909890384e-05,-0.00010651988477652634,0.0,158,112
native_within_group,calibration,D,B,evaluation_raw_progress,-0.00034846534697088204,-0.002619891797921442,0.0021209913351507713,158,112
native_within_group,calibration,D,B,evaluation_end_speed,-0.0009964451671805575,-0.0028645649234309008,0.0004984733882083613,158,112
native_within_group,calibration,D,B,evaluation_PDMS,0.003541515723034784,0.0013853863689512482,0.006116929236692137,158,112
native_within_group,confirmation,A,B,evaluation_risk,-0.0008389261744966443,-0.0023875701121794874,0.0,149,112
native_within_group,confirmation,A,B,selection_risk,-0.0014681208053691276,-0.0037152882299819386,0.0,149,112
native_within_group,confirmation,A,B,evaluation_NC_fail,-0.00020973154362416107,-0.000684432360991842,0.0,149,112
native_within_group,confirmation,A,B,selection_NC_fail,0.0,0.0,0.0,149,112
native_within_group,confirmation,A,B,evaluation_DAC_fail,-0.00020973154362416107,-0.0006794717946683592,0.0,149,112
native_within_group,confirmation,A,B,selection_DAC_fail,-0.00020973154362416107,-0.0006745826165154833,0.0,149,112
native_within_group,confirmation,A,B,evaluation_TTC_fail,-0.0006291946308724832,-0.001966783216783217,0.0,149,112
native_within_group,confirmation,A,B,selection_TTC_fail,-0.0012583892617449664,-0.0033338926174496645,0.0,149,112
native_within_group,confirmation,A,B,evaluation_hard_fail,-0.00041946308724832214,-0.0010775862068965517,0.0,149,112
native_within_group,confirmation,A,B,selection_hard_fail,-0.00020973154362416107,-0.0007051562589680306,0.0,149,112
native_within_group,confirmation,A,B,nominal_PDMS,0.0005820605123976871,0.00043479654068261607,0.0007501963994092399,149,112
native_within_group,confirmation,A,B,nominal_raw_progress,0.032387094032985383,0.0238545190652415,0.04131748214953967,149,112
native_within_group,confirmation,A,B,nominal_end_speed,0.016213779073143225,0.009458338727288263,0.02337162452471511,149,112
native_within_group,confirmation,A,B,nominal_EP,0.0013969452297544476,0.001040268009227377,0.0017755194329103386,149,112
native_within_group,confirmation,A,B,evaluation_raw_progress,0.03245299764141751,0.02415817784108333,0.041210771069007356,149,112
native_within_group,confirmation,A,B,evaluation_end_speed,0.01623405553532798,0.009438219524597327,0.0234962452585683,149,112
native_within_group,confirmation,A,B,evaluation_PDMS,0.0011661977219944832,0.0005294292688346716,0.0020377204684269524,149,112
native_within_group,confirmation,C,A,evaluation_risk,-0.0012583892617449664,-0.004708904109589041,0.002170138888888889,149,112
native_within_group,confirmation,C,A,selection_risk,-0.0014681208053691276,-0.0053511802837573385,0.0024560593070009486,149,112
native_within_group,confirmation,C,A,evaluation_NC_fail,-0.0012583892617449664,-0.0036767897263071895,0.0,149,112
native_within_group,confirmation,C,A,selection_NC_fail,-0.0008389261744966443,-0.0021118455828277255,0.0,149,112
native_within_group,confirmation,C,A,evaluation_DAC_fail,-0.0010486577181208054,-0.0037257864238410595,0.0012671073496966362,149,112
native_within_group,confirmation,C,A,selection_DAC_fail,-0.0020973154362416107,-0.004957146323361498,0.00019412970690993797,149,112
native_within_group,confirmation,C,A,evaluation_TTC_fail,-0.00041946308724832214,-0.003348401546021093,0.002307046979865772,149,112
native_within_group,confirmation,C,A,selection_TTC_fail,0.00020973154362416107,-0.002261587647787948,0.003425247992442137,149,112
native_within_group,confirmation,C,A,evaluation_hard_fail,-0.0020973154362416107,-0.005756578947368421,0.0006602112676056338,149,112
native_within_group,confirmation,C,A,selection_hard_fail,-0.0025167785234899327,-0.005501760563380281,-0.00019778481012658228,149,112
native_within_group,confirmation,C,A,nominal_PDMS,-0.000580733283110399,-0.0007833856113258938,-0.0003924695130545091,149,112
native_within_group,confirmation,C,A,nominal_raw_progress,-0.03519248050908097,-0.05040024093631603,-0.02060924874225282,149,112
native_within_group,confirmation,C,A,nominal_end_speed,-0.016295960431729345,-0.03234182471781927,-0.0025420557760031746,149,112
native_within_group,confirmation,C,A,nominal_EP,-0.0013937598794649536,-0.0018842532699016204,-0.0009503690411655937,149,112
native_within_group,confirmation,C,A,evaluation_raw_progress,-0.03518724619276006,-0.05106948263816706,-0.019569098877099532,149,112
native_within_group,confirmation,C,A,evaluation_end_speed,-0.016312660977409518,-0.031931916415115065,-0.0019824577245675344,149,112
native_within_group,confirmation,C,A,evaluation_PDMS,0.0011726600138642195,-0.0018085130445485598,0.004639572506938504,149,112
native_within_group,confirmation,C,B,evaluation_risk,-0.0020973154362416107,-0.005588140842658141,0.0006603283263410253,149,112
native_within_group,confirmation,C,B,selection_risk,-0.002936241610738255,-0.006421232876712328,-0.000201580593465674,149,112
native_within_group,confirmation,C,B,evaluation_NC_fail,-0.0014681208053691276,-0.00390625,0.0,149,112
native_within_group,confirmation,C,B,selection_NC_fail,-0.0008389261744966443,-0.0021404109589041095,0.0,149,112
native_within_group,confirmation,C,B,evaluation_DAC_fail,-0.0012583892617449664,-0.003879310344827586,0.001048834856248867,149,112
native_within_group,confirmation,C,B,selection_DAC_fail,-0.002307046979865772,-0.005409071180555555,0.0,149,112
native_within_group,confirmation,C,B,evaluation_TTC_fail,-0.0010486577181208054,-0.0036231884057971015,0.0004310344827586207,149,112
native_within_group,confirmation,C,B,selection_TTC_fail,-0.0010486577181208054,-0.0030439549018055115,0.0008014112903225811,149,112
native_within_group,confirmation,C,B,evaluation_hard_fail,-0.0025167785234899327,-0.005952625704887218,0.0004084967320261438,149,112
native_within_group,confirmation,C,B,selection_hard_fail,-0.002726510067114094,-0.005810195593525179,-0.00022806086692055415,149,112
native_within_group,confirmation,C,B,nominal_PDMS,1.3272292872881469e-06,-0.0001115140861168781,0.00011193676103754878,149,112
native_within_group,confirmation,C,B,nominal_raw_progress,-0.0028053864760955918,-0.016349890142209327,0.010234644588336379,149,112
native_within_group,confirmation,C,B,nominal_end_speed,-8.218135858611789e-05,-0.01441640402777298,0.012334937313127058,149,112
native_within_group,confirmation,C,B,nominal_EP,3.1853502894941603e-06,-0.00026644706620418624,0.00026164937248885554,149,112
native_within_group,confirmation,C,B,evaluation_raw_progress,-0.0027342485513425626,-0.015725628851733925,0.010550977515513113,149,112
native_within_group,confirmation,C,B,evaluation_end_speed,-7.860544208153548e-05,-0.014526445739621986,0.011960431326722733,149,112
native_within_group,confirmation,C,B,evaluation_PDMS,0.0023388577358587027,-0.0005409626763057183,0.005820380691319735,149,112
native_within_group,confirmation,D,A,evaluation_risk,-0.003984899328859061,-0.007705479452054794,-0.0008801277947404702,149,112
native_within_group,confirmation,D,A,selection_risk,-0.004404362416107382,-0.008501877313425369,-0.001062745621897407,149,112
native_within_group,confirmation,D,A,evaluation_NC_fail,-0.0012583892617449664,-0.0035971223021582736,0.0,149,112
native_within_group,confirmation,D,A,selection_NC_fail,-0.0008389261744966443,-0.0021404109589041095,0.0,149,112
native_within_group,confirmation,D,A,evaluation_DAC_fail,-0.002936241610738255,-0.00625,-0.00043096067548417546,149,112
native_within_group,confirmation,D,A,selection_DAC_fail,-0.0037751677852348995,-0.007662319684234438,-0.0007860406839622638,149,112
native_within_group,confirmation,D,A,evaluation_TTC_fail,-0.0012583892617449664,-0.0037251655629139072,0.0,149,112
native_within_group,confirmation,D,A,selection_TTC_fail,-0.0010486577181208054,-0.002726510067114094,0.0,149,112
native_within_group,confirmation,D,A,evaluation_hard_fail,-0.003984899328859061,-0.00807841711859569,-0.000963038446054745,149,112
native_within_group,confirmation,D,A,selection_hard_fail,-0.0041946308724832215,-0.008215082908163265,-0.0010700234717174533,149,112
native_within_group,confirmation,D,A,nominal_PDMS,-0.0005407874258900071,-0.0007050817048836269,-0.0003945142801227899,149,112
native_within_group,confirmation,D,A,nominal_raw_progress,-0.03212080843312445,-0.04063561892941245,-0.023793199199777487,149,112
native_within_group,confirmation,D,A,nominal_end_speed,-0.015188875211507758,-0.022834345610019253,-0.007809280551198285,149,112
native_within_group,confirmation,D,A,nominal_EP,-0.0012978898221360153,-0.0016744183994453561,-0.0009438256174520873,149,112
native_within_group,confirmation,D,A,evaluation_raw_progress,-0.03283840109336218,-0.04162854990413349,-0.02446380871986978,149,112
native_within_group,confirmation,D,A,evaluation_end_speed,-0.0152148186770239,-0.02290466359698399,-0.007935411671337171,149,112
native_within_group,confirmation,D,A,evaluation_PDMS,0.0034259201990706253,0.0002882657786997376,0.007321046795464144,149,112
native_within_group,confirmation,D,B,evaluation_risk,-0.004823825503355705,-0.009156607723486703,-0.0014580918874172177,149,112
native_within_group,confirmation,D,B,selection_risk,-0.00587248322147651,-0.010060111071527076,-0.002369883298146842,149,112
native_within_group,confirmation,D,B,evaluation_NC_fail,-0.0014681208053691276,-0.003981103469304784,0.0,149,112
native_within_group,confirmation,D,B,selection_NC_fail,-0.0008389261744966443,-0.0021114864864864866,0.0,149,112
native_within_group,confirmation,D,B,evaluation_DAC_fail,-0.003145973154362416,-0.006465709667487685,-0.0005971337579617834,149,112
native_within_group,confirmation,D,B,selection_DAC_fail,-0.003984899328859061,-0.008018377649853801,-0.0009827044025157233,149,112
native_within_group,confirmation,D,B,evaluation_TTC_fail,-0.0018875838926174498,-0.004523097209618875,0.0,149,112
native_within_group,confirmation,D,B,selection_TTC_fail,-0.002307046979865772,-0.004791666666666666,-0.00041118421052631577,149,112
native_within_group,confirmation,D,B,evaluation_hard_fail,-0.004404362416107382,-0.008522727272727272,-0.0012752947462768883,149,112
native_within_group,confirmation,D,B,selection_hard_fail,-0.004404362416107382,-0.008307621308016877,-0.0012252912528647815,149,112
native_within_group,confirmation,D,B,nominal_PDMS,4.1273086507679976e-05,0.0,0.00010742414001419993,149,112
native_within_group,confirmation,D,B,nominal_raw_progress,0.0002662855998609327,-0.001761534058896104,0.002284690017362467,149,112
native_within_group,confirmation,D,B,nominal_end_speed,0.0010249038616354643,-0.0007183972675473323,0.003057556538720362,149,112
native_within_group,confirmation,D,B,nominal_EP,9.905540761843231e-05,0.0,0.00026645723447152716,149,112
native_within_group,confirmation,D,B,evaluation_raw_progress,-0.00038540345194467524,-0.00249606959479798,0.0016010395392875459,149,112
native_within_group,confirmation,D,B,evaluation_end_speed,0.0010192368583040832,-0.0008039289151818018,0.0030288675740761293,149,112
native_within_group,confirmation,D,B,evaluation_PDMS,0.004592117921065109,0.001534248061831134,0.008691412081289629,149,112
