family,step,checkpoint,protocol,n_valid,PDMS,NC,DAC,TTC,EP,DDC,Comfort,feasible,zero_score
official_core_pareto,0,ReCogDrive_Diffusion_Planner_2B_IL.ckpt,historical_seed0_common_noise,12138,85.95052234512293,97.94859120118635,94.38952051408799,93.73043334981051,80.6867373520872,97.98566485417697,99.90937551491184,86.40632723677706,7.464162135442412
official_core_pareto,300,step-step_300.ckpt,historical_seed0_common_noise,12138,87.31908568491768,98.08864722359532,95.23809523809523,94.76849563354753,81.90385753767112,97.1700444883836,98.97017630581645,87.86455758774098,6.442577030812324
official_core_pareto,1330,epoch_0-step_1330.ckpt,historical_seed0_common_noise,12138,88.7078228929355,98.20398747734387,96.41621354424123,95.12275498434668,83.33400788433033,96.68396770472894,99.5304003954523,88.64722359532048,5.190311418685121
official_core_pareto,2660,epoch_1-step_2660.ckpt,historical_seed0_common_noise,12138,89.17379081283904,98.28637337287857,96.96819904432361,95.57587740978745,83.11255524539118,97.24419179436481,99.89289833580492,90.00659087164277,4.572417202174988
official_core_pareto,3990,epoch_2-step_3990.ckpt,historical_seed0_common_noise,12138,89.47138045619133,98.25341901466469,97.12473224583951,95.30400395452298,83.96286045950433,97.21535673092767,99.96704564178613,89.56170703575548,4.473554127533366
