comparison,metric,unit,baseline_mean,after_mean,mean_difference,median_difference,ci_low,ci_high,token_win_fraction,scene_win_fraction,n_tokens,n_scene_clusters,seed_protocol
official_core_pareto_1330,zero_score,percentage_points,7.464162135442412,5.190311418685121,-2.2738507167572912,0.0,-2.982021615457914,-1.5388346714651224,0.04572417202174987,0.20365752285951788,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_2660,PDMS,points,85.95052234512293,89.17379081283904,3.2232684677161227,0.0,2.5587258458689215,3.9370306165802837,0.43194925028835063,0.571072319201995,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_2660,NC,percentage_points,97.94859120118635,98.28637337287857,0.3377821716922063,0.0,-0.05793629102500899,0.7482050157774262,0.013758444554292305,0.06982543640897755,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_2660,DAC,percentage_points,94.38952051408799,96.96819904432361,2.578678530235624,0.0,1.985460315673411,3.1557874381411075,0.0387213709013017,0.17040731504571904,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_2660,TTC,percentage_points,93.73043334981051,95.57587740978745,1.845444059976932,0.0,1.1685903309524486,2.5620477660423004,0.039792387543252594,0.16541978387364922,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_2660,EP,percentage_points,80.6867373520872,83.11255524539118,2.425817893303979,0.0,1.7709514713085344,3.127511126876904,0.4136595814796507,0.5469659185369908,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_2660,DDC,percentage_points,97.98566485417697,97.24419179436481,-0.7414730598121602,0.0,-1.0931684510525796,-0.42591465615300544,0.008238589553468446,0.04405652535328346,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_2660,Comfort,percentage_points,99.90937551491184,99.89289833580492,-0.01647717910693689,0.0,-0.07891275180235177,0.04163622075110334,0.0004943153732081067,0.004987531172069825,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_2660,feasible,percentage_points,86.40632723677706,90.00659087164277,3.6002636348657107,0.0,2.6981205902281684,4.531892594088208,0.0773603559070687,0.2801330008312552,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_2660,zero_score,percentage_points,7.464162135442412,4.572417202174988,-2.8917449332674248,0.0,-3.5676819585225803,-2.226243100879782,0.05066732575383094,0.21280133000831256,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_3990,PDMS,points,85.95052234512293,89.47138045619134,3.5208581110684007,0.0,2.8927857199555516,4.178719127174308,0.4782501235788433,0.6151288445552785,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_3990,NC,percentage_points,97.94859120118635,98.25341901466469,0.30482781347833254,0.0,-0.03744603330035047,0.6570066255309297,0.011945954852529247,0.06400665004156277,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_3990,DAC,percentage_points,94.38952051408799,97.12473224583951,2.7352117317515243,0.0,2.185341130149831,3.312745356773074,0.037567968363816116,0.17622610141313383,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_3990,TTC,percentage_points,93.73043334981051,95.30400395452298,1.5735706047124733,0.0,0.9836483415820255,2.1918478124587635,0.033531059482616574,0.15793848711554448,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_3990,EP,percentage_points,80.6867373520872,83.96286045950436,3.2761231074171357,0.0,2.602660044141617,3.977225372867489,0.4645740649200857,0.5960099750623441,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_3990,DDC,percentage_points,97.98566485417697,97.21535673092767,-0.7703081232492998,0.0,-1.0409150056189744,-0.5209053619738071,0.006343713956170703,0.038237738985868665,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_3990,Comfort,percentage_points,99.90937551491184,99.96704564178613,0.05767012687427912,0.0,0.0,0.11804508951972366,0.0008238589553468446,0.00831255195344971,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_3990,feasible,percentage_points,86.40632723677706,89.56170703575548,3.1553797989784154,0.0,2.3048247194836575,4.001037571318032,0.06796836381611468,0.26766417290108063,12138,1203,CRN_seed0_historical_long_run
official_core_pareto_3990,zero_score,percentage_points,7.464162135442412,4.473554127533366,-2.9906080079090462,0.0,-3.6333487513482123,-2.3780235272113273,0.04778381941011699,0.2119700748129676,12138,1203,CRN_seed0_historical_long_run
