run,tag,phase,step,mean,n
psi_sr,train/core_pareto_pdms_formula_mean_epoch,epoch_observation,26599,0.842593789100647,1
psi_sr,train/core_pareto_pdms_formula_mean_step,steps_0_300,299,0.7015791237354279,6
psi_sr,train/core_pareto_pdms_formula_mean_step,steps_301_1613,1599,0.798910881464298,26
psi_sr,train/core_pareto_pdms_formula_mean_step,steps_1614_plus,26599,0.8238693709373475,500
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,1329,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,2659,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,3989,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,5319,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,6649,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,7979,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,9309,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,10639,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,11969,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,13299,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,14629,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,15959,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,17289,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,18619,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,19949,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,21279,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,22609,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,23939,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,25269,0.0,1
psi_sr,train/final_positive_invalid_ratio_epoch,epoch_observation,26599,0.0,1
psi_sr,train/final_positive_invalid_ratio_step,steps_0_300,299,0.0,6
psi_sr,train/final_positive_invalid_ratio_step,steps_301_1613,1599,0.0,26
psi_sr,train/final_positive_invalid_ratio_step,steps_1614_plus,26599,0.0,500
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,1329,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,2659,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,3989,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,5319,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,6649,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,7979,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,9309,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,10639,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,11969,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,13299,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,14629,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,15959,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,17289,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,18619,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,19949,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,21279,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,22609,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,23939,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,25269,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_epoch,epoch_observation,26599,0.0,1
psi_sr,train/final_positive_slow_fail_ratio_step,steps_0_300,299,0.0,6
psi_sr,train/final_positive_slow_fail_ratio_step,steps_301_1613,1599,0.0,26
psi_sr,train/final_positive_slow_fail_ratio_step,steps_1614_plus,26599,0.0,500
psi_sr,train/frontier_gain_epoch,epoch_observation,1329,0.22359082102775574,1
psi_sr,train/frontier_gain_epoch,epoch_observation,2659,0.22558577358722687,1
psi_sr,train/frontier_gain_epoch,epoch_observation,3989,0.22759833931922913,1
psi_sr,train/frontier_gain_epoch,epoch_observation,5319,0.22799618542194366,1
psi_sr,train/frontier_gain_epoch,epoch_observation,6649,0.22849489748477936,1
psi_sr,train/frontier_gain_epoch,epoch_observation,7979,0.2308228760957718,1
psi_sr,train/frontier_gain_epoch,epoch_observation,9309,0.23060791194438934,1
psi_sr,train/frontier_gain_epoch,epoch_observation,10639,0.2325175404548645,1
psi_sr,train/frontier_gain_epoch,epoch_observation,11969,0.23338718712329865,1
psi_sr,train/frontier_gain_epoch,epoch_observation,13299,0.23520328104496002,1
psi_sr,train/frontier_gain_epoch,epoch_observation,14629,0.23546035587787628,1
psi_sr,train/frontier_gain_epoch,epoch_observation,15959,0.23560959100723267,1
psi_sr,train/frontier_gain_epoch,epoch_observation,17289,0.23642778396606445,1
psi_sr,train/frontier_gain_epoch,epoch_observation,18619,0.23691406846046448,1
psi_sr,train/frontier_gain_epoch,epoch_observation,19949,0.23715849220752716,1
psi_sr,train/frontier_gain_epoch,epoch_observation,21279,0.2385040670633316,1
psi_sr,train/frontier_gain_epoch,epoch_observation,22609,0.2381037026643753,1
psi_sr,train/frontier_gain_epoch,epoch_observation,23939,0.23897913098335266,1
psi_sr,train/frontier_gain_epoch,epoch_observation,25269,0.2384098768234253,1
psi_sr,train/frontier_gain_epoch,epoch_observation,26599,0.23900121450424194,1
psi_sr,train/frontier_gain_step,steps_0_300,299,0.2228348304828008,6
psi_sr,train/frontier_gain_step,steps_301_1613,1599,0.2279977248265193,26
psi_sr,train/frontier_gain_step,steps_1614_plus,26599,0.23198146367073058,500
psi_sr,train/group_reward_std_epoch,epoch_observation,1329,0.45070162415504456,1
psi_sr,train/group_reward_std_epoch,epoch_observation,2659,0.42619797587394714,1
psi_sr,train/group_reward_std_epoch,epoch_observation,3989,0.4180862009525299,1
psi_sr,train/group_reward_std_epoch,epoch_observation,5319,0.40914061665534973,1
psi_sr,train/group_reward_std_epoch,epoch_observation,6649,0.40399327874183655,1
psi_sr,train/group_reward_std_epoch,epoch_observation,7979,0.39724138379096985,1
psi_sr,train/group_reward_std_epoch,epoch_observation,9309,0.39419886469841003,1
psi_sr,train/group_reward_std_epoch,epoch_observation,10639,0.3919503688812256,1
psi_sr,train/group_reward_std_epoch,epoch_observation,11969,0.3883197605609894,1
psi_sr,train/group_reward_std_epoch,epoch_observation,13299,0.38654908537864685,1
psi_sr,train/group_reward_std_epoch,epoch_observation,14629,0.3818998634815216,1
psi_sr,train/group_reward_std_epoch,epoch_observation,15959,0.38030126690864563,1
psi_sr,train/group_reward_std_epoch,epoch_observation,17289,0.3769705593585968,1
psi_sr,train/group_reward_std_epoch,epoch_observation,18619,0.3759783208370209,1
psi_sr,train/group_reward_std_epoch,epoch_observation,19949,0.37192535400390625,1
psi_sr,train/group_reward_std_epoch,epoch_observation,21279,0.3698312044143677,1
psi_sr,train/group_reward_std_epoch,epoch_observation,22609,0.36724385619163513,1
psi_sr,train/group_reward_std_epoch,epoch_observation,23939,0.36689600348472595,1
psi_sr,train/group_reward_std_epoch,epoch_observation,25269,0.36589017510414124,1
psi_sr,train/group_reward_std_epoch,epoch_observation,26599,0.3646976351737976,1
psi_sr,train/group_reward_std_step,steps_0_300,299,0.5182332297166189,6
psi_sr,train/group_reward_std_step,steps_301_1613,1599,0.41918410704686093,26
psi_sr,train/group_reward_std_step,steps_1614_plus,26599,0.38695834106206894,500
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,1329,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,2659,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,3989,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,5319,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,6649,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,7979,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,9309,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,10639,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,11969,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,13299,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,14629,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,15959,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,17289,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,18619,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,19949,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,21279,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,22609,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,23939,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,25269,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_epoch,epoch_observation,26599,0.0,1
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_step,steps_0_300,299,0.0,6
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_step,steps_301_1613,1599,0.0,26
psi_sr,train/grpo_buffer_preference_dpo_reward_gap_mean_step,steps_1614_plus,26599,0.0,500
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,1329,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,2659,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,3989,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,5319,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,6649,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,7979,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,9309,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,10639,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,11969,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,13299,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,14629,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,15959,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,17289,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,18619,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,19949,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,21279,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,22609,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,23939,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,25269,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_epoch,epoch_observation,26599,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,1329,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,2659,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,3989,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,5319,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,6649,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,7979,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,9309,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,10639,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,11969,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,13299,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,14629,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,15959,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,17289,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,18619,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,19949,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,21279,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,22609,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,23939,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,25269,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_epoch,epoch_observation,26599,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_max_step,steps_0_300,299,0.0,6
psi_sr,train/grpo_buffer_reward_bonus_max_step,steps_301_1613,1599,0.0,26
psi_sr,train/grpo_buffer_reward_bonus_max_step,steps_1614_plus,26599,0.0,500
psi_sr,train/grpo_buffer_reward_bonus_step,steps_0_300,299,0.0,6
psi_sr,train/grpo_buffer_reward_bonus_step,steps_301_1613,1599,0.0,26
psi_sr,train/grpo_buffer_reward_bonus_step,steps_1614_plus,26599,0.0,500
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,1329,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,2659,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,3989,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,5319,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,6649,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,7979,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,9309,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,10639,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,11969,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,13299,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,14629,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,15959,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,17289,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,18619,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,19949,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,21279,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,22609,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,23939,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,25269,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_epoch,epoch_observation,26599,0.0,1
psi_sr,train/grpo_buffer_reward_bonus_weight_step,steps_0_300,299,0.0,6
psi_sr,train/grpo_buffer_reward_bonus_weight_step,steps_301_1613,1599,0.0,26
psi_sr,train/grpo_buffer_reward_bonus_weight_step,steps_1614_plus,26599,0.0,500
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,1329,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,2659,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,3989,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,5319,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,6649,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,7979,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,9309,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,10639,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,11969,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,13299,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,14629,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,15959,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,17289,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,18619,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,19949,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,21279,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,22609,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,23939,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,25269,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_epoch,epoch_observation,26599,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_max_step,steps_0_300,299,0.0,6
psi_sr,train/grpo_self_imitation_target_reward_max_step,steps_301_1613,1599,0.0,26
psi_sr,train/grpo_self_imitation_target_reward_max_step,steps_1614_plus,26599,0.0,500
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,1329,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,2659,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,3989,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,5319,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,6649,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,7979,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,9309,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,10639,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,11969,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,13299,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,14629,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,15959,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,17289,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,18619,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,19949,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,21279,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,22609,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,23939,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,25269,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_epoch,epoch_observation,26599,0.0,1
psi_sr,train/grpo_self_imitation_target_reward_mean_step,steps_0_300,299,0.0,6
psi_sr,train/grpo_self_imitation_target_reward_mean_step,steps_301_1613,1599,0.0,26
psi_sr,train/grpo_self_imitation_target_reward_mean_step,steps_1614_plus,26599,0.0,500
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,1329,0.8449917435646057,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,2659,0.8617109060287476,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,3989,0.8671016097068787,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,5319,0.871246874332428,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,6649,0.8746005296707153,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,7979,0.8784983158111572,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,9309,0.8814033269882202,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,10639,0.8828352689743042,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,11969,0.8864386081695557,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,13299,0.8878602385520935,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,14629,0.8922038078308105,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,15959,0.8934873938560486,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,17289,0.8956345915794373,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,18619,0.8974990248680115,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,19949,0.8996219635009766,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,21279,0.9013469219207764,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,22609,0.903420627117157,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,23939,0.9040286540985107,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,25269,0.9045448899269104,1
psi_sr,train/hard_safe_ratio_epoch,epoch_observation,26599,0.9052388072013855,1
psi_sr,train/hard_safe_ratio_step,steps_0_300,299,0.7740885416666666,6
psi_sr,train/hard_safe_ratio_step,steps_301_1613,1599,0.8697415865384616,26
psi_sr,train/hard_safe_ratio_step,steps_1614_plus,26599,0.8857890625,500
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,1329,2.4634716510772705,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,2659,2.459888219833374,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,3989,2.4585018157958984,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,5319,2.4560227394104004,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,6649,2.4539430141448975,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,7979,2.4498543739318848,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,9309,2.4492199420928955,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,10639,2.450676679611206,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,11969,2.450794219970703,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,13299,2.4517459869384766,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,14629,2.4513933658599854,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,15959,2.4513583183288574,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,17289,2.4494900703430176,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,18619,2.450770854949951,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,19949,2.4498074054718018,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,21279,2.4500069618225098,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,22609,2.4514405727386475,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,23939,2.4516754150390625,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,25269,2.4518985748291016,1
psi_sr,train/occupied_support_bucket_count_epoch,epoch_observation,26599,2.452897310256958,1
psi_sr,train/occupied_support_bucket_count_step,steps_0_300,299,2.34375,6
psi_sr,train/occupied_support_bucket_count_step,steps_301_1613,1599,2.5072115384615383,26
psi_sr,train/occupied_support_bucket_count_step,steps_1614_plus,26599,2.4555,500
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,1329,1.5528128147125244,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,2659,1.5699431896209717,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,3989,1.58976411819458,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,5319,1.595662236213684,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,6649,1.5930538177490234,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,7979,1.6085511445999146,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,9309,1.616740345954895,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,10639,1.6241775751113892,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,11969,1.6373718976974487,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,13299,1.641589879989624,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,14629,1.64371657371521,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,15959,1.6509774923324585,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,17289,1.655771255493164,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,18619,1.6620453596115112,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,19949,1.6668390035629272,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,21279,1.6729016304016113,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,22609,1.6737593412399292,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,23939,1.6753101348876953,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,25269,1.6785411834716797,1
psi_sr,train/rankable_support_bucket_count_epoch,epoch_observation,26599,1.6802096366882324,1
psi_sr,train/rankable_support_bucket_count_step,steps_0_300,299,1.5208333333333333,6
psi_sr,train/rankable_support_bucket_count_step,steps_301_1613,1599,1.6370192307692308,26
psi_sr,train/rankable_support_bucket_count_step,steps_1614_plus,26599,1.633375,500
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,1329,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,2659,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,3989,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,5319,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,6649,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,7979,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,9309,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,10639,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,11969,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,13299,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,14629,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,15959,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,17289,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,18619,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,19949,0.0,1
psi_sr,train/reference_kl_chunk_size_epoch,epoch_observation,21279,0.0,1
