model,protocol,common_train,mean_PDMS,max_PDMS,min_PDMS,std_PDMS,range_PDMS,P10_PDMS,CVaR25_PDMS,feasible_rate,safe_count,hard_failure_rate,zero_score_rate,all_safe_group,no_safe_group,best_safe_PDMS,pairwise_ADE,Spread_AUC,endpoint_spread,nonredundant_0p1m,HQ_mass,Hit16,D_HQ,zero_variance_group,train_reward_mean,train_reward_min,train_reward_max,vanilla_proxy_positive_infeasible_count,infeasible_count,vanilla_proxy_positive_count,best_is_unsafe,NC,DAC,EP,TTC,Comfort,DDC,center_shift_IL_eval,center_shift_own_eval,CRN_shift_own_eval,GT_center_distance,HQ_threshold,HQ_threshold_above_100,center_shift_SFT_parent,CRN_shift_SFT_parent
a5_sft,eval,0.835,94.17319825242177,95.30818835752576,93.09610213711134,0.7526741699251479,2.2120862204144234,93.53314872702967,93.4738488746301,0.967515625,15.48025,0.007390625,0.006640625,0.95575,0.025,95.56371158270973,0.08584314150409769,0.08920366160757835,0.16532024090737102,1.96475,0.226046875,0.301,0.20109391368232285,0.368,92.15582032694839,91.0503794876866,93.52038356356579,0.0855,0.51975,4.54675,0.027,99.96171875,99.3359375,87.32917274298156,99.6703125,99.9359375,98.565625,0.462592045459,0.0,0.0,0.21020030863530667,93.17669863814972,0.353,,
a5_sft,native_grpo,0.835,93.99749063529812,96.90439486673182,89.08778354093376,2.4709769888643605,7.816611325798052,92.03123145886615,91.54736051597516,0.962625,15.402,0.010390625,0.009765625,0.90375,0.02025,96.9243797946846,0.32019979351572686,0.3211317261457443,0.5669375097453594,9.9155,0.24575,0.4635,0.6136168380370028,0.33625,92.08368163218557,87.19594955835257,95.65032216479786,0.11275,0.598,4.749,0.028,99.94453125,99.0375,87.50434180068842,99.4828125,99.934375,98.52109375,0.44885516967,0.07245754912869999,0.178830973053,0.21000684345962448,93.17669863814972,0.353,,
official_il,eval,0.835,92.17669863814972,94.17751149856419,88.86524877226607,1.9445068494326425,5.312262726298098,90.16006278856867,90.0549760890667,0.939515625,15.03225,0.02121875,0.02121875,0.90225,0.04025,95.42932911736838,0.14487218555435535,0.12118399973213669,0.2679278821796178,4.53775,0.08275,0.28125,0.09584656667085326,0.328,90.28723263621136,86.95241003143447,92.43148682150238,0.173,0.96775,5.64475,0.04225,99.271875,98.4328125,85.75251423155932,97.6359375,100.0,98.253125,0.0,0.0,0.0,0.3798191663697763,93.17669863814972,0.353,,
official_il,native_grpo,0.835,69.22866064523296,96.71847800711924,21.982802566256197,27.2758538059418,74.73567544086306,36.483130134654694,35.78225153882502,0.690859375,11.05375,0.18165625,0.177546875,0.16675,0.02125,96.98368101305017,1.995544300764799,1.597042635679245,1.6758402483463288,16.0,0.106140625,0.552,1.828919814081713,0.0035,69.63908341091712,24.463148823976752,95.5875739371092,0.866,4.94625,9.718,0.04725,95.034375,86.1921875,70.74599110318096,83.4078125,69.35625,96.89609375,0.17659184979599998,0.17659184979599998,1.3909118868,0.4483149904824999,93.17669863814972,0.353,,
psi_sft,eval,0.835,92.60146978191746,96.12848335072495,85.97540597951914,3.5799563562292804,10.153077371205798,89.25732028692127,88.82687272876603,0.91871875,14.6995,0.030328125,0.028796875,0.83225,0.038,97.28729400100335,0.30701064643636344,0.25043226197361945,0.4017404031008482,15.398,0.429578125,0.56125,0.3010926643651304,0.3105,91.51586175094229,85.02998491226231,95.0990353186705,0.2165,1.3005,6.10375,0.0435,99.1359375,97.85625,88.97276386078798,96.4828125,100.0,97.97890625,0.441115128831,0.0,0.0,0.6008669656756096,93.17669863814972,0.353,,
psi_sft,native_grpo,0.835,65.7063664057178,97.49787918845513,17.10581874586019,29.832412474022004,80.39206044259494,30.391604255913688,29.77175869465919,0.623640625,9.97825,0.220515625,0.2146875,0.10925,0.02325,97.77906407010174,2.2587595948278905,1.8070611623525619,1.8876781511306762,16.0,0.15909375,0.585,2.089075379362402,0.00425,67.11914411689571,19.324597757169403,96.77162964593198,1.29825,6.02175,9.54425,0.07425,92.08359375,85.0125,70.6935012984265,78.30625,63.484375,94.9203125,0.5424250577599999,0.25117498459,1.5570933067000001,0.7038426735113683,93.17669863814972,0.353,,
v6_sft,eval,0.835,93.71824203700967,94.46291516244914,93.00519604645015,0.4790523128236529,1.4577191159989906,93.32841902463741,93.28220542515982,0.967734375,15.48375,0.008515625,0.008515625,0.95775,0.026,94.99605624696939,0.08301303234603252,0.08043456467799838,0.11291085049137468,2.0395,0.190796875,0.23775,0.09839484359112176,0.34825,91.57988949342544,90.84115912440019,92.43882140581054,0.079,0.51625,4.9845,0.02725,100.0,99.1484375,86.44784338882326,99.68125,99.9671875,98.5875,0.413782080624,0.0,0.0,0.1686438924662166,93.17669863814972,0.353,,
v6_sft,native_grpo,0.835,93.58594301492656,95.78527589629573,90.00239752361524,1.8627203374417798,5.782878372680483,92.21143186231019,91.833217020577,0.96440625,15.4305,0.010078125,0.01,0.918,0.019,95.75193525446726,0.2666405666526407,0.24836416220664975,0.3420718889683485,8.87875,0.200140625,0.33725,0.2969466855210251,0.3185,91.49964013871983,87.95191415098623,94.04980126535868,0.0925,0.5695,5.3735,0.0235,99.98671875,99.0078125,86.49420192833357,99.51875,99.9640625,98.58828125,0.418158502079,0.043061533517400004,0.14726057945499998,0.18309567919913017,93.17669863814972,0.353,,
