token,method,pool_type,candidate_PDMS,mean_candidate_p_B,strict_count,empty_scene
86208267d61253c0,score,operational,100.0,0.0,16,0
86208267d61253c0,score,strict,100.0,0.0,16,0
86208267d61253c0,pareto,operational,100.0,0.0,16,0
86208267d61253c0,pareto,strict,100.0,0.0,16,0
86208267d61253c0,gt_geometry,operational,100.0,0.0,16,0
86208267d61253c0,gt_geometry,strict,100.0,0.0,16,0
86208267d61253c0,grpo_mass_pc,operational,100.0,0.0,0,0
86208267d61253c0,grpo_mass_pc,strict,,,0,1
f8268857204e554e,score,operational,99.0516212406085,0.0,16,0
f8268857204e554e,score,strict,99.0516212406085,0.0,16,0
f8268857204e554e,pareto,operational,99.0516212406085,0.0,16,0
f8268857204e554e,pareto,strict,99.0516212406085,0.0,16,0
f8268857204e554e,gt_geometry,operational,91.689077778667,0.0,16,0
f8268857204e554e,gt_geometry,strict,91.689077778667,0.0,16,0
f8268857204e554e,grpo_mass_pc,operational,99.0516212406085,0.0,0,0
f8268857204e554e,grpo_mass_pc,strict,,,0,1
1bf169a6aaf65858,score,operational,100.0,0.0,16,0
1bf169a6aaf65858,score,strict,100.0,0.0,16,0
1bf169a6aaf65858,pareto,operational,100.0,0.0,16,0
1bf169a6aaf65858,pareto,strict,100.0,0.0,16,0
1bf169a6aaf65858,gt_geometry,operational,100.0,0.0,16,0
1bf169a6aaf65858,gt_geometry,strict,100.0,0.0,16,0
1bf169a6aaf65858,grpo_mass_pc,operational,100.0,0.0,0,0
1bf169a6aaf65858,grpo_mass_pc,strict,,,0,1
3764407c90d65df3,score,operational,97.12203063534976,0.0,16,0
3764407c90d65df3,score,strict,97.12203063534976,0.0,16,0
3764407c90d65df3,pareto,operational,97.12203063534976,0.0,16,0
3764407c90d65df3,pareto,strict,97.12203063534976,0.0,16,0
3764407c90d65df3,gt_geometry,operational,93.17063834150608,0.0,16,0
3764407c90d65df3,gt_geometry,strict,93.17063834150608,0.0,16,0
3764407c90d65df3,grpo_mass_pc,operational,97.12203063534976,0.0,0,0
3764407c90d65df3,grpo_mass_pc,strict,,,0,1
38cfd81687975661,score,operational,98.69542070766548,0.0,16,0
38cfd81687975661,score,strict,98.69542070766548,0.0,16,0
38cfd81687975661,pareto,operational,98.69542070766548,0.0,16,0
38cfd81687975661,pareto,strict,98.69542070766548,0.0,16,0
38cfd81687975661,gt_geometry,operational,95.91290927213754,0.0,16,0
38cfd81687975661,gt_geometry,strict,95.91290927213754,0.0,16,0
38cfd81687975661,grpo_mass_pc,operational,98.69542070766548,0.0,0,0
38cfd81687975661,grpo_mass_pc,strict,,,0,1
42e6895442ab5601,score,operational,100.0,0.0,16,0
42e6895442ab5601,score,strict,100.0,0.0,16,0
42e6895442ab5601,pareto,operational,100.0,0.0,16,0
42e6895442ab5601,pareto,strict,100.0,0.0,16,0
42e6895442ab5601,gt_geometry,operational,100.0,0.0,16,0
42e6895442ab5601,gt_geometry,strict,100.0,0.0,16,0
42e6895442ab5601,grpo_mass_pc,operational,100.0,0.0,0,0
42e6895442ab5601,grpo_mass_pc,strict,,,0,1
b34272d337d350d2,score,operational,92.42302752124544,0.0,16,0
b34272d337d350d2,score,strict,92.42302752124544,0.0,16,0
b34272d337d350d2,pareto,operational,92.42302752124544,0.0,16,0
b34272d337d350d2,pareto,strict,92.42302752124544,0.0,16,0
b34272d337d350d2,gt_geometry,operational,87.52447919332434,0.0,16,0
b34272d337d350d2,gt_geometry,strict,87.52447919332434,0.0,16,0
b34272d337d350d2,grpo_mass_pc,operational,92.42302752124544,0.0,0,0
b34272d337d350d2,grpo_mass_pc,strict,,,0,1
b23ede9a183b5b71,score,operational,99.63297610751444,0.0,16,0
b23ede9a183b5b71,score,strict,99.63297610751444,0.0,16,0
b23ede9a183b5b71,pareto,operational,99.63297610751444,0.0,16,0
b23ede9a183b5b71,pareto,strict,99.63297610751444,0.0,16,0
b23ede9a183b5b71,gt_geometry,operational,91.91775705418638,0.0,16,0
b23ede9a183b5b71,gt_geometry,strict,91.91775705418638,0.0,16,0
b23ede9a183b5b71,grpo_mass_pc,operational,99.63297610751444,0.0,0,0
b23ede9a183b5b71,grpo_mass_pc,strict,,,0,1
fff951eab9f45288,score,operational,100.0,0.0,16,0
fff951eab9f45288,score,strict,100.0,0.0,16,0
fff951eab9f45288,pareto,operational,100.0,0.0,16,0
fff951eab9f45288,pareto,strict,100.0,0.0,16,0
fff951eab9f45288,gt_geometry,operational,93.2479510750622,0.0,16,0
fff951eab9f45288,gt_geometry,strict,93.2479510750622,0.0,16,0
fff951eab9f45288,grpo_mass_pc,operational,100.0,0.0,0,0
fff951eab9f45288,grpo_mass_pc,strict,,,0,1
4fa9113617d254d4,score,operational,100.0,0.0,16,0
4fa9113617d254d4,score,strict,100.0,0.0,16,0
4fa9113617d254d4,pareto,operational,100.0,0.0,16,0
4fa9113617d254d4,pareto,strict,100.0,0.0,16,0
4fa9113617d254d4,gt_geometry,operational,100.0,0.0,16,0
4fa9113617d254d4,gt_geometry,strict,100.0,0.0,16,0
4fa9113617d254d4,grpo_mass_pc,operational,100.0,0.0,0,0
4fa9113617d254d4,grpo_mass_pc,strict,,,0,1
988785170de957da,score,operational,99.42420361554622,0.0,16,0
988785170de957da,score,strict,99.42420361554622,0.0,16,0
988785170de957da,pareto,operational,99.42420361554622,0.0,16,0
988785170de957da,pareto,strict,99.42420361554622,0.0,16,0
988785170de957da,gt_geometry,operational,95.99451883095674,0.0,16,0
988785170de957da,gt_geometry,strict,95.99451883095674,0.0,16,0
988785170de957da,grpo_mass_pc,operational,99.42420361554622,0.0,0,0
988785170de957da,grpo_mass_pc,strict,,,0,1
046b1cc13f0d5f9d,score,operational,100.0,0.0,16,0
046b1cc13f0d5f9d,score,strict,100.0,0.0,16,0
046b1cc13f0d5f9d,pareto,operational,100.0,0.0,16,0
046b1cc13f0d5f9d,pareto,strict,100.0,0.0,16,0
046b1cc13f0d5f9d,gt_geometry,operational,100.0,0.0,16,0
046b1cc13f0d5f9d,gt_geometry,strict,100.0,0.0,16,0
046b1cc13f0d5f9d,grpo_mass_pc,operational,100.0,0.0,0,0
046b1cc13f0d5f9d,grpo_mass_pc,strict,,,0,1
d7fbd35a0f315447,score,operational,100.0,0.0,16,0
d7fbd35a0f315447,score,strict,100.0,0.0,16,0
d7fbd35a0f315447,pareto,operational,100.0,0.0,16,0
d7fbd35a0f315447,pareto,strict,100.0,0.0,16,0
d7fbd35a0f315447,gt_geometry,operational,98.96606853129884,0.0,16,0
d7fbd35a0f315447,gt_geometry,strict,98.96606853129884,0.0,16,0
d7fbd35a0f315447,grpo_mass_pc,operational,100.0,0.0,0,0
d7fbd35a0f315447,grpo_mass_pc,strict,,,0,1
951957b841e05cfa,score,operational,98.76674708669336,0.0,16,0
951957b841e05cfa,score,strict,98.76674708669336,0.0,16,0
951957b841e05cfa,pareto,operational,98.76674708669336,0.0,16,0
951957b841e05cfa,pareto,strict,98.76674708669336,0.0,16,0
951957b841e05cfa,gt_geometry,operational,90.38665422416712,0.0,16,0
951957b841e05cfa,gt_geometry,strict,90.38665422416712,0.0,16,0
951957b841e05cfa,grpo_mass_pc,operational,98.76674708669336,0.0,0,0
951957b841e05cfa,grpo_mass_pc,strict,,,0,1
61db822891625c3b,score,operational,97.38686361894368,0.0,16,0
61db822891625c3b,score,strict,97.38686361894368,0.0,16,0
61db822891625c3b,pareto,operational,96.35137074940312,0.0,16,0
61db822891625c3b,pareto,strict,96.35137074940312,0.0,16,0
61db822891625c3b,gt_geometry,operational,93.24102079720562,0.0,16,0
61db822891625c3b,gt_geometry,strict,93.24102079720562,0.0,16,0
61db822891625c3b,grpo_mass_pc,operational,97.38686361894368,0.0,0,0
61db822891625c3b,grpo_mass_pc,strict,,,0,1
759e9e451eba5b47,score,operational,100.0,0.0,16,0
759e9e451eba5b47,score,strict,100.0,0.0,16,0
759e9e451eba5b47,pareto,operational,100.0,0.0,16,0
759e9e451eba5b47,pareto,strict,100.0,0.0,16,0
759e9e451eba5b47,gt_geometry,operational,99.27422223919206,0.0,16,0
759e9e451eba5b47,gt_geometry,strict,99.27422223919206,0.0,16,0
759e9e451eba5b47,grpo_mass_pc,operational,100.0,0.0,0,0
759e9e451eba5b47,grpo_mass_pc,strict,,,0,1
9c05edf9d6e85716,score,operational,100.0,0.0,16,0
9c05edf9d6e85716,score,strict,100.0,0.0,16,0
9c05edf9d6e85716,pareto,operational,100.0,0.0,16,0
9c05edf9d6e85716,pareto,strict,100.0,0.0,16,0
9c05edf9d6e85716,gt_geometry,operational,96.61914247604211,0.0,16,0
9c05edf9d6e85716,gt_geometry,strict,96.61914247604211,0.0,16,0
9c05edf9d6e85716,grpo_mass_pc,operational,100.0,0.0,0,0
9c05edf9d6e85716,grpo_mass_pc,strict,,,0,1
467bbee636b65c84,score,operational,100.0,0.0,16,0
467bbee636b65c84,score,strict,100.0,0.0,16,0
467bbee636b65c84,pareto,operational,100.0,0.0,16,0
467bbee636b65c84,pareto,strict,100.0,0.0,16,0
467bbee636b65c84,gt_geometry,operational,98.1312875246503,0.0,16,0
467bbee636b65c84,gt_geometry,strict,98.1312875246503,0.0,16,0
467bbee636b65c84,grpo_mass_pc,operational,100.0,0.0,0,0
467bbee636b65c84,grpo_mass_pc,strict,,,0,1
4f6409df56a85592,score,operational,98.07303904753996,0.0,16,0
4f6409df56a85592,score,strict,98.07303904753996,0.0,16,0
4f6409df56a85592,pareto,operational,97.32319237224073,0.0,16,0
4f6409df56a85592,pareto,strict,97.32319237224073,0.0,16,0
4f6409df56a85592,gt_geometry,operational,94.59888760695392,0.0,16,0
4f6409df56a85592,gt_geometry,strict,94.59888760695392,0.0,16,0
4f6409df56a85592,grpo_mass_pc,operational,98.07303904753996,0.0,0,0
4f6409df56a85592,grpo_mass_pc,strict,,,0,1
16ddb1838af755e3,score,operational,100.0,0.0,16,0
16ddb1838af755e3,score,strict,100.0,0.0,16,0
16ddb1838af755e3,pareto,operational,100.0,0.0,16,0
16ddb1838af755e3,pareto,strict,100.0,0.0,16,0
16ddb1838af755e3,gt_geometry,operational,89.35558220799248,0.0,16,0
16ddb1838af755e3,gt_geometry,strict,89.35558220799248,0.0,16,0
16ddb1838af755e3,grpo_mass_pc,operational,100.0,0.0,0,0
16ddb1838af755e3,grpo_mass_pc,strict,,,0,1
2ce59f70a15b5ddf,score,operational,100.0,0.0,16,0
2ce59f70a15b5ddf,score,strict,100.0,0.0,16,0
2ce59f70a15b5ddf,pareto,operational,100.0,0.0,16,0
2ce59f70a15b5ddf,pareto,strict,100.0,0.0,16,0
2ce59f70a15b5ddf,gt_geometry,operational,100.0,0.0,16,0
2ce59f70a15b5ddf,gt_geometry,strict,100.0,0.0,16,0
2ce59f70a15b5ddf,grpo_mass_pc,operational,100.0,0.0,0,0
2ce59f70a15b5ddf,grpo_mass_pc,strict,,,0,1
461fb854eaa3583e,score,operational,100.0,0.0,16,0
461fb854eaa3583e,score,strict,100.0,0.0,16,0
461fb854eaa3583e,pareto,operational,100.0,0.0,16,0
461fb854eaa3583e,pareto,strict,100.0,0.0,16,0
461fb854eaa3583e,gt_geometry,operational,100.0,0.0,16,0
461fb854eaa3583e,gt_geometry,strict,100.0,0.0,16,0
461fb854eaa3583e,grpo_mass_pc,operational,100.0,0.0,0,0
461fb854eaa3583e,grpo_mass_pc,strict,,,0,1
8b800af555d35794,score,operational,100.0,0.0,16,0
8b800af555d35794,score,strict,100.0,0.0,16,0
8b800af555d35794,pareto,operational,100.0,0.0,16,0
8b800af555d35794,pareto,strict,100.0,0.0,16,0
8b800af555d35794,gt_geometry,operational,100.0,0.0,16,0
8b800af555d35794,gt_geometry,strict,100.0,0.0,16,0
8b800af555d35794,grpo_mass_pc,operational,100.0,0.0,0,0
8b800af555d35794,grpo_mass_pc,strict,,,0,1
2ab1b3941f7153cb,score,operational,99.79620758399398,0.0,16,0
2ab1b3941f7153cb,score,strict,99.79620758399398,0.0,16,0
2ab1b3941f7153cb,pareto,operational,98.81351929244356,0.0,16,0
2ab1b3941f7153cb,pareto,strict,98.81351929244356,0.0,16,0
2ab1b3941f7153cb,gt_geometry,operational,96.82303841219732,0.0,16,0
2ab1b3941f7153cb,gt_geometry,strict,96.82303841219732,0.0,16,0
2ab1b3941f7153cb,grpo_mass_pc,operational,99.79620758399398,0.0,0,0
2ab1b3941f7153cb,grpo_mass_pc,strict,,,0,1
4bc510a669d8549f,score,operational,100.0,0.0,16,0
4bc510a669d8549f,score,strict,100.0,0.0,16,0
4bc510a669d8549f,pareto,operational,100.0,0.0,16,0
4bc510a669d8549f,pareto,strict,100.0,0.0,16,0
4bc510a669d8549f,gt_geometry,operational,100.0,0.0,16,0
4bc510a669d8549f,gt_geometry,strict,100.0,0.0,16,0
4bc510a669d8549f,grpo_mass_pc,operational,100.0,0.0,0,0
4bc510a669d8549f,grpo_mass_pc,strict,,,0,1
3387bab95d41528a,score,operational,100.0,0.0,16,0
3387bab95d41528a,score,strict,100.0,0.0,16,0
3387bab95d41528a,pareto,operational,100.0,0.0,16,0
3387bab95d41528a,pareto,strict,100.0,0.0,16,0
3387bab95d41528a,gt_geometry,operational,100.0,0.0,16,0
3387bab95d41528a,gt_geometry,strict,100.0,0.0,16,0
3387bab95d41528a,grpo_mass_pc,operational,100.0,0.0,0,0
3387bab95d41528a,grpo_mass_pc,strict,,,0,1
e5acc98f52f458cc,score,operational,100.0,0.0,16,0
e5acc98f52f458cc,score,strict,100.0,0.0,16,0
e5acc98f52f458cc,pareto,operational,100.0,0.0,16,0
e5acc98f52f458cc,pareto,strict,100.0,0.0,16,0
e5acc98f52f458cc,gt_geometry,operational,100.0,0.0,16,0
e5acc98f52f458cc,gt_geometry,strict,100.0,0.0,16,0
e5acc98f52f458cc,grpo_mass_pc,operational,100.0,0.0,0,0
e5acc98f52f458cc,grpo_mass_pc,strict,,,0,1
3e9026530c475726,score,operational,100.0,0.0,16,0
3e9026530c475726,score,strict,100.0,0.0,16,0
3e9026530c475726,pareto,operational,100.0,0.0,16,0
3e9026530c475726,pareto,strict,100.0,0.0,16,0
3e9026530c475726,gt_geometry,operational,97.29645829174756,0.0,16,0
3e9026530c475726,gt_geometry,strict,97.29645829174756,0.0,16,0
3e9026530c475726,grpo_mass_pc,operational,100.0,0.0,0,0
3e9026530c475726,grpo_mass_pc,strict,,,0,1
2ae0a44cc4de5c4a,score,operational,100.0,0.0,16,0
2ae0a44cc4de5c4a,score,strict,100.0,0.0,16,0
2ae0a44cc4de5c4a,pareto,operational,100.0,0.0,16,0
2ae0a44cc4de5c4a,pareto,strict,100.0,0.0,16,0
2ae0a44cc4de5c4a,gt_geometry,operational,100.0,0.0,16,0
2ae0a44cc4de5c4a,gt_geometry,strict,100.0,0.0,16,0
2ae0a44cc4de5c4a,grpo_mass_pc,operational,100.0,0.0,0,0
2ae0a44cc4de5c4a,grpo_mass_pc,strict,,,0,1
cc94486698ff58d1,score,operational,99.95196550543716,0.0,16,0
cc94486698ff58d1,score,strict,99.95196550543716,0.0,16,0
cc94486698ff58d1,pareto,operational,97.91666666666669,0.0,16,0
cc94486698ff58d1,pareto,strict,97.91666666666669,0.0,16,0
cc94486698ff58d1,gt_geometry,operational,94.49632376289354,6.103515625e-05,16,0
cc94486698ff58d1,gt_geometry,strict,94.49632376289354,6.103515625e-05,16,0
cc94486698ff58d1,grpo_mass_pc,operational,99.95196550543716,0.0,0,0
cc94486698ff58d1,grpo_mass_pc,strict,,,0,1
969763763ce754a4,score,operational,100.0,0.0,16,0
969763763ce754a4,score,strict,100.0,0.0,16,0
969763763ce754a4,pareto,operational,100.0,0.0,16,0
969763763ce754a4,pareto,strict,100.0,0.0,16,0
969763763ce754a4,gt_geometry,operational,100.0,0.0,16,0
969763763ce754a4,gt_geometry,strict,100.0,0.0,16,0
969763763ce754a4,grpo_mass_pc,operational,100.0,0.0,0,0
969763763ce754a4,grpo_mass_pc,strict,,,0,1
ff6ab495a139534e,score,operational,100.0,0.0,16,0
ff6ab495a139534e,score,strict,100.0,0.0,16,0
ff6ab495a139534e,pareto,operational,100.0,0.0,16,0
ff6ab495a139534e,pareto,strict,100.0,0.0,16,0
ff6ab495a139534e,gt_geometry,operational,90.21148012847728,0.0,16,0
ff6ab495a139534e,gt_geometry,strict,90.21148012847728,0.0,16,0
ff6ab495a139534e,grpo_mass_pc,operational,100.0,0.0,0,0
ff6ab495a139534e,grpo_mass_pc,strict,,,0,1
70248e0bb43a503b,score,operational,100.0,0.0,16,0
70248e0bb43a503b,score,strict,100.0,0.0,16,0
70248e0bb43a503b,pareto,operational,100.0,0.0,16,0
70248e0bb43a503b,pareto,strict,100.0,0.0,16,0
70248e0bb43a503b,gt_geometry,operational,100.0,0.0,16,0
70248e0bb43a503b,gt_geometry,strict,100.0,0.0,16,0
70248e0bb43a503b,grpo_mass_pc,operational,100.0,0.0,0,0
70248e0bb43a503b,grpo_mass_pc,strict,,,0,1
2a2403c9b08b53ac,score,operational,99.9894754166579,0.0,16,0
2a2403c9b08b53ac,score,strict,99.9894754166579,0.0,16,0
2a2403c9b08b53ac,pareto,operational,99.9894754166579,0.0,16,0
2a2403c9b08b53ac,pareto,strict,99.9894754166579,0.0,16,0
2a2403c9b08b53ac,gt_geometry,operational,95.29550916305485,0.0,16,0
2a2403c9b08b53ac,gt_geometry,strict,95.29550916305485,0.0,16,0
2a2403c9b08b53ac,grpo_mass_pc,operational,99.9894754166579,0.0,0,0
2a2403c9b08b53ac,grpo_mass_pc,strict,,,0,1
854169aa74e95251,score,operational,96.04852666913168,0.0,16,0
854169aa74e95251,score,strict,96.04852666913168,0.0,16,0
854169aa74e95251,pareto,operational,96.04852666913168,0.0,16,0
854169aa74e95251,pareto,strict,96.04852666913168,0.0,16,0
854169aa74e95251,gt_geometry,operational,94.7903811622578,0.0,16,0
854169aa74e95251,gt_geometry,strict,94.7903811622578,0.0,16,0
854169aa74e95251,grpo_mass_pc,operational,96.04852666913168,0.0,0,0
854169aa74e95251,grpo_mass_pc,strict,,,0,1
93a9927586995095,score,operational,100.0,0.0,16,0
93a9927586995095,score,strict,100.0,0.0,16,0
93a9927586995095,pareto,operational,100.0,0.0,16,0
93a9927586995095,pareto,strict,100.0,0.0,16,0
93a9927586995095,gt_geometry,operational,100.0,0.0,16,0
93a9927586995095,gt_geometry,strict,100.0,0.0,16,0
93a9927586995095,grpo_mass_pc,operational,100.0,0.0,0,0
93a9927586995095,grpo_mass_pc,strict,,,0,1
af62d866653053f6,score,operational,100.0,0.0,16,0
af62d866653053f6,score,strict,100.0,0.0,16,0
af62d866653053f6,pareto,operational,100.0,0.0,16,0
af62d866653053f6,pareto,strict,100.0,0.0,16,0
af62d866653053f6,gt_geometry,operational,95.72395446619367,0.0,16,0
af62d866653053f6,gt_geometry,strict,95.72395446619367,0.0,16,0
af62d866653053f6,grpo_mass_pc,operational,100.0,0.0,0,0
af62d866653053f6,grpo_mass_pc,strict,,,0,1
17d296a87fb45380,score,operational,100.0,0.0,16,0
17d296a87fb45380,score,strict,100.0,0.0,16,0
17d296a87fb45380,pareto,operational,100.0,0.0,16,0
17d296a87fb45380,pareto,strict,100.0,0.0,16,0
17d296a87fb45380,gt_geometry,operational,97.51891600573968,0.0,16,0
17d296a87fb45380,gt_geometry,strict,97.51891600573968,0.0,16,0
17d296a87fb45380,grpo_mass_pc,operational,100.0,0.0,0,0
17d296a87fb45380,grpo_mass_pc,strict,,,0,1
5370751917315916,score,operational,100.0,0.0,16,0
5370751917315916,score,strict,100.0,0.0,16,0
5370751917315916,pareto,operational,100.0,0.0,16,0
5370751917315916,pareto,strict,100.0,0.0,16,0
5370751917315916,gt_geometry,operational,100.0,0.0,16,0
5370751917315916,gt_geometry,strict,100.0,0.0,16,0
5370751917315916,grpo_mass_pc,operational,100.0,0.0,0,0
5370751917315916,grpo_mass_pc,strict,,,0,1
adaf33e4ba555709,score,operational,99.07479821859444,6.103515625e-05,16,0
adaf33e4ba555709,score,strict,99.07479821859444,6.103515625e-05,16,0
adaf33e4ba555709,pareto,operational,68.73960248392459,0.0,16,0
adaf33e4ba555709,pareto,strict,68.73960248392459,0.0,16,0
adaf33e4ba555709,gt_geometry,operational,97.6581686919646,0.0,16,0
adaf33e4ba555709,gt_geometry,strict,97.6581686919646,0.0,16,0
adaf33e4ba555709,grpo_mass_pc,operational,99.07479821859444,6.103515625e-05,0,0
adaf33e4ba555709,grpo_mass_pc,strict,,,0,1
1aa0acb229945e9b,score,operational,100.0,0.0,16,0
1aa0acb229945e9b,score,strict,100.0,0.0,16,0
1aa0acb229945e9b,pareto,operational,100.0,0.0,16,0
1aa0acb229945e9b,pareto,strict,100.0,0.0,16,0
1aa0acb229945e9b,gt_geometry,operational,98.4269160298824,0.0,16,0
1aa0acb229945e9b,gt_geometry,strict,98.4269160298824,0.0,16,0
1aa0acb229945e9b,grpo_mass_pc,operational,100.0,0.0,0,0
1aa0acb229945e9b,grpo_mass_pc,strict,,,0,1
fad9e78a17825042,score,operational,100.0,0.0,16,0
fad9e78a17825042,score,strict,100.0,0.0,16,0
fad9e78a17825042,pareto,operational,100.0,0.0,16,0
fad9e78a17825042,pareto,strict,100.0,0.0,16,0
fad9e78a17825042,gt_geometry,operational,99.30951943926786,0.0,16,0
fad9e78a17825042,gt_geometry,strict,99.30951943926786,0.0,16,0
fad9e78a17825042,grpo_mass_pc,operational,100.0,0.0,0,0
fad9e78a17825042,grpo_mass_pc,strict,,,0,1
4eaf32face4b5ece,score,operational,100.0,0.0,16,0
4eaf32face4b5ece,score,strict,100.0,0.0,16,0
4eaf32face4b5ece,pareto,operational,100.0,0.0,16,0
4eaf32face4b5ece,pareto,strict,100.0,0.0,16,0
4eaf32face4b5ece,gt_geometry,operational,100.0,0.0,16,0
4eaf32face4b5ece,gt_geometry,strict,100.0,0.0,16,0
4eaf32face4b5ece,grpo_mass_pc,operational,100.0,0.0,0,0
4eaf32face4b5ece,grpo_mass_pc,strict,,,0,1
2db045daf25c5bb7,score,operational,98.78121255736528,0.0,16,0
2db045daf25c5bb7,score,strict,98.78121255736528,0.0,16,0
2db045daf25c5bb7,pareto,operational,94.3582209887558,0.0,16,0
2db045daf25c5bb7,pareto,strict,94.3582209887558,0.0,16,0
2db045daf25c5bb7,gt_geometry,operational,92.10004070288954,0.0,16,0
2db045daf25c5bb7,gt_geometry,strict,92.10004070288954,0.0,16,0
2db045daf25c5bb7,grpo_mass_pc,operational,98.78121255736528,0.0,0,0
2db045daf25c5bb7,grpo_mass_pc,strict,,,0,1
b23f3d728c08529f,score,operational,100.0,0.0,16,0
b23f3d728c08529f,score,strict,100.0,0.0,16,0
b23f3d728c08529f,pareto,operational,100.0,0.0,16,0
b23f3d728c08529f,pareto,strict,100.0,0.0,16,0
b23f3d728c08529f,gt_geometry,operational,100.0,0.0,16,0
b23f3d728c08529f,gt_geometry,strict,100.0,0.0,16,0
b23f3d728c08529f,grpo_mass_pc,operational,100.0,0.0,0,0
b23f3d728c08529f,grpo_mass_pc,strict,,,0,1
dc76a771066b5553,score,operational,100.0,0.0,16,0
dc76a771066b5553,score,strict,100.0,0.0,16,0
dc76a771066b5553,pareto,operational,100.0,0.0,16,0
dc76a771066b5553,pareto,strict,100.0,0.0,16,0
dc76a771066b5553,gt_geometry,operational,94.400645430758,0.0,16,0
dc76a771066b5553,gt_geometry,strict,94.400645430758,0.0,16,0
dc76a771066b5553,grpo_mass_pc,operational,100.0,0.0,0,0
dc76a771066b5553,grpo_mass_pc,strict,,,0,1
d76b0458667c59a2,score,operational,100.0,0.0,16,0
d76b0458667c59a2,score,strict,100.0,0.0,16,0
d76b0458667c59a2,pareto,operational,100.0,0.0,16,0
d76b0458667c59a2,pareto,strict,100.0,0.0,16,0
d76b0458667c59a2,gt_geometry,operational,100.0,0.0,16,0
d76b0458667c59a2,gt_geometry,strict,100.0,0.0,16,0
d76b0458667c59a2,grpo_mass_pc,operational,100.0,0.0,0,0
d76b0458667c59a2,grpo_mass_pc,strict,,,0,1
8cf3b1868b2f5262,score,operational,100.0,0.0,16,0
8cf3b1868b2f5262,score,strict,100.0,0.0,16,0
8cf3b1868b2f5262,pareto,operational,100.0,0.0,16,0
8cf3b1868b2f5262,pareto,strict,100.0,0.0,16,0
8cf3b1868b2f5262,gt_geometry,operational,99.70199829934826,0.0,16,0
8cf3b1868b2f5262,gt_geometry,strict,99.70199829934826,0.0,16,0
8cf3b1868b2f5262,grpo_mass_pc,operational,100.0,0.0,0,0
8cf3b1868b2f5262,grpo_mass_pc,strict,,,0,1
990bd9b32e5d5f60,score,operational,97.37792669098688,0.0,16,0
990bd9b32e5d5f60,score,strict,97.37792669098688,0.0,16,0
990bd9b32e5d5f60,pareto,operational,93.84066448048108,0.0,16,0
990bd9b32e5d5f60,pareto,strict,93.84066448048108,0.0,16,0
990bd9b32e5d5f60,gt_geometry,operational,94.7062047678826,0.0,16,0
990bd9b32e5d5f60,gt_geometry,strict,94.7062047678826,0.0,16,0
990bd9b32e5d5f60,grpo_mass_pc,operational,97.37792669098688,0.0,0,0
990bd9b32e5d5f60,grpo_mass_pc,strict,,,0,1
6320ecb991675a39,score,operational,95.75649902083258,0.0,16,0
6320ecb991675a39,score,strict,95.75649902083258,0.0,16,0
6320ecb991675a39,pareto,operational,95.75649902083258,0.0,16,0
6320ecb991675a39,pareto,strict,95.75649902083258,0.0,16,0
6320ecb991675a39,gt_geometry,operational,88.63181797367558,0.0,16,0
6320ecb991675a39,gt_geometry,strict,88.63181797367558,0.0,16,0
6320ecb991675a39,grpo_mass_pc,operational,95.75649902083258,0.0,0,0
6320ecb991675a39,grpo_mass_pc,strict,,,0,1
