variant,pool_type,comparator,metric,interpretation,n,mean_difference,median_difference,ci_low,ci_high,median_ci_low,median_ci_high,scene_win_fraction,p_value,bootstrap_replicates,cluster_count
eps1.0_p0.05,operational,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0345751953125,0.033203125,0.0330576171875,0.036131909179687505,0.031237792968750004,0.03515625,0.87,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.036697021484375,0.043914794921875,0.03539155426025391,0.037959106445312495,0.0418701171875,0.0452880859375,0.914,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0629892578125,0.068359375,0.060779296875,0.065181787109375,0.0654296875,0.0712890625,0.893,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.88464760488697,-0.18333550466034865,-2.2281818860584544,-1.5110221378749695,-0.4473870437200276,0.0,0.074,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.406,0.0,-0.437,-0.375,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.015625,0.0,0.006625,0.024876562500000008,0.0,0.0,0.096,0.0006664445184938354,3000,1000
eps1.0_p0.05,operational,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0343349609375,0.03271484375,0.0328280029296875,0.0358712646484375,0.03125,0.0341796875,0.871,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0149217529296875,0.01971435546875,0.013609576416015625,0.016257315063476566,0.01763916015625,0.02197265625,0.745,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.00739453125,-0.0087890625,-0.009807031249999999,-0.005080908203125,-0.0107421875,-0.005859375,0.396,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.5368658832341043,0.0,-0.7136482150168797,-0.3695450372371005,0.0,0.0,0.19,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.406,0.0,-0.438,-0.376,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.05,operational,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.0053125,0.0,-0.01,-0.00075,0.0,0.0,0.061,0.02332555814728424,3000,1000
eps1.0_p0.05,operational,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.0018857421875,0.0,-0.0034062744140625,-0.0004931396484375,-0.001953125,0.0,0.465,0.007997334221926024,3000,1000
eps1.0_p0.05,strict,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,901,0.05038209232003237,0.0509033203125,0.04980314165075204,0.05095973146183877,0.05047607421875,0.0513916015625,1.0,0.0003332222592469177,3000,901
eps1.0_p0.05,strict,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0596904296875,0.0673828125,0.057107373046875,0.062247265625,0.064453125,0.0693359375,0.87,0.0003332222592469177,3000,1000
eps1.0_p0.05,strict,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,901,-4.2584730467490095,-3.147813399897288,-4.588628399333729,-3.9370436755501848,-3.6944492237369104,-2.547078742458538,0.003329633740288568,0.0003332222592469177,3000,901
eps1.0_p0.05,strict,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.406,0.0,-0.437,-0.375,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.05,strict,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,901,0.0246156066772049,0.0,0.01640708205809482,0.03306665433468985,0.0,0.0,0.15760266370699222,0.0003332222592469177,3000,901
eps1.0_p0.05,strict,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0334208984375,0.0322265625,0.031818237304687504,0.03510380859375,0.0302734375,0.0341796875,0.867,0.0003332222592469177,3000,1000
eps1.0_p0.05,strict,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,901,0.05071605826932482,0.050908868963068184,0.05016491951365678,0.051263662324814406,0.050537109375,0.0513916015625,1.0,0.0003332222592469177,3000,901
eps1.0_p0.05,strict,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0601572265625,0.0673828125,0.057711865234375,0.0627629150390625,0.06494140625,0.0703125,0.878,0.0003332222592469177,3000,1000
eps1.0_p0.05,strict,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,901,-3.1908941532516457,-2.1540189994575627,-3.590553636088656,-2.774489547065179,-2.6556553563511613,-1.4108189821473474,0.04550499445061043,0.0003332222592469177,3000,901
eps1.0_p0.05,strict,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.406,0.0,-0.437,-0.3769749999999999,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.05,strict,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,901,0.024268769829258175,0.0,0.014242662473794548,0.03456406111615601,0.0,0.0,0.10654827968923418,0.0003332222592469177,3000,901
eps1.0_p0.05,strict,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0331806640625,0.0322265625,0.031529174804687504,0.034851611328125004,0.0302734375,0.0341796875,0.863,0.0003332222592469177,3000,1000
eps1.0_p0.05,strict,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,901,0.028454755181609784,0.02960205078125,0.027646360239866642,0.02925298982102187,0.0283203125,0.0306396484375,0.9977802441731409,0.0003332222592469177,3000,901
eps1.0_p0.05,strict,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.0102265625,-0.009765625,-0.0128184326171875,-0.007662036132812499,-0.01171875,-0.0068359375,0.379,0.0003332222592469177,3000,1000
eps1.0_p0.05,strict,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,901,-1.7612102267124703,-0.7395455602722762,-1.981104611807841,-1.5557478614901814,-0.8586358998074246,-0.5944750830664844,0.03107658157602664,0.0003332222592469177,3000,901
eps1.0_p0.05,strict,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.406,0.0,-0.436,-0.375,0.0,0.0,0.0,0.0003332222592469177,3000,1000
eps1.0_p0.05,strict,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,901,0.002418048408614446,0.0,-0.0035070985941546436,0.008001806354331332,0.0,0.0,0.06992230854605994,0.41886037987337554,3000,901
eps1.0_p0.05,strict,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.0030400390625,-0.0009765625,-0.004528515624999999,-0.0015211669921874988,-0.001953125,0.0,0.451,0.000999666777740753,3000,1000
gt0.5,operational,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt0.5,operational,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt0.5,operational,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt0.5,operational,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt0.5,operational,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt0.5,operational,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt0.5,operational,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,4.2724609375e-07,0.0,0.0,1.15966796875e-06,0.0,0.0,0.003,0.1546151282905698,3000,1000
gt0.5,operational,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,9.765625e-07,0.0,0.0,2.9296875e-06,0.0,0.0,0.001,0.6254581806064645,3000,1000
gt0.5,operational,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,1.1038265228401956,0.0,0.8624458430603754,1.3746399231877484,0.0,0.0,0.182,0.0003332222592469177,3000,1000
gt0.5,operational,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt0.5,operational,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.0023125,0.0,-0.0109375,0.0064375,0.0,0.0,0.068,0.607464178607131,3000,1000
gt0.5,operational,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt0.5,operational,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-8.23974609375e-06,0.0,-1.171875e-05,-5.06591796875e-06,0.0,0.0,0.006,0.0003332222592469177,3000,1000
gt0.5,operational,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-4.98046875e-05,0.0,-6.640625e-05,-3.41796875e-05,0.0,0.0,0.005,0.0003332222592469177,3000,1000
gt0.5,operational,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,3.444665127827011,2.1580331488568447,3.199447913325186,3.706282419537156,1.4141984858323298,2.7204653525495957,0.612,0.0003332222592469177,3000,1000
gt0.5,operational,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.999,-1.0,-1.0,-0.997,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt0.5,operational,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.031625,0.0,-0.03875,-0.02525,0.0,0.0,0.01,0.0003332222592469177,3000,1000
gt0.5,operational,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-4.6875e-05,0.0,-6.25e-05,-3.22265625e-05,0.0,0.0,0.004,0.0003332222592469177,3000,1000
gt0.5,strict,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt0.5,strict,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-9.765625e-06,0.0,-1.66015625e-05,-4.8828125e-06,0.0,0.0,0.0,0.003332222592469177,3000,1000
gt0.5,strict,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt0.5,strict,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt0.5,strict,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt0.5,strict,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.859375e-06,0.0,-1.07421875e-05,-1.953125e-06,0.0,0.0,0.0,0.020659780073308896,3000,1000
gt0.5,strict,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt0.5,strict,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-8.7890625e-06,0.0,-1.46484375e-05,-2.9296875e-06,0.0,0.0,0.0,0.005664778407197601,3000,1000
gt0.5,strict,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt0.5,strict,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt0.5,strict,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt0.5,strict,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.859375e-06,0.0,-1.07421875e-05,-1.953125e-06,0.0,0.0,0.0,0.02165944685104965,3000,1000
gt0.5,strict,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt0.5,strict,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.95703125e-05,0.0,-7.51953125e-05,-4.4921875e-05,0.0,0.0,0.0,0.0003332222592469177,3000,1000
gt0.5,strict,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt0.5,strict,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.999,-1.0,-1.0,-0.997,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt0.5,strict,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt0.5,strict,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.2734375e-05,0.0,-6.640625e-05,-3.90625e-05,0.0,0.0,0.0,0.0003332222592469177,3000,1000
gt2.0,operational,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt2.0,operational,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt2.0,operational,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt2.0,operational,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt2.0,operational,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt2.0,operational,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt2.0,operational,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,4.2724609375e-07,0.0,0.0,1.220703125e-06,0.0,0.0,0.003,0.1586137954015328,3000,1000
gt2.0,operational,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,9.765625e-07,0.0,0.0,2.9296875e-06,0.0,0.0,0.001,0.639786737754082,3000,1000
gt2.0,operational,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,1.1038265228401956,0.0,0.8528907942063798,1.3784014428690599,0.0,0.0,0.182,0.0003332222592469177,3000,1000
gt2.0,operational,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt2.0,operational,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.0023125,0.0,-0.011375,0.007189062500000006,0.0,0.0,0.068,0.6341219593468844,3000,1000
gt2.0,operational,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000,1000
gt2.0,operational,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-3.0517578125e-07,0.0,-7.32421875e-07,0.0,0.0,0.0,0.0,0.13262245918027324,3000,1000
gt2.0,operational,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-2.9296875e-06,0.0,-6.8359375e-06,0.0,0.0,0.0,0.0,0.13462179273575475,3000,1000
gt2.0,operational,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,1.1933464508838802,0.0,1.0641131760156872,1.3233943727989952,0.0,0.0,0.445,0.0003332222592469177,3000,1000
gt2.0,operational,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt2.0,operational,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-0.0155625,0.0,-0.0199375,-0.0115,0.0,0.0,0.029,0.0003332222592469177,3000,1000
gt2.0,operational,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.953125e-06,0.0,-4.8828125e-06,0.0,0.0,0.0,0.0,0.2822392535821393,3000,1000
gt2.0,strict,score,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt2.0,strict,score,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-9.765625e-06,0.0,-1.66015625e-05,-3.90625e-06,0.0,0.0,0.0,0.003998667110963012,3000,1000
gt2.0,strict,score,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt2.0,strict,score,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt2.0,strict,score,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt2.0,strict,score,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.859375e-06,0.0,-1.07421875e-05,-1.953125e-06,0.0,0.0,0.0,0.016327890703098966,3000,1000
gt2.0,strict,pareto,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt2.0,strict,pareto,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-8.7890625e-06,0.0,-1.46484375e-05,-3.90625e-06,0.0,0.0,0.0,0.005331556147950683,3000,1000
gt2.0,strict,pareto,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt2.0,strict,pareto,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt2.0,strict,pareto,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt2.0,strict,pareto,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-5.859375e-06,0.0,-1.07421875e-05,-1.953125e-06,0.0,0.0,0.0,0.020993002332555816,3000,1000
gt2.0,strict,gt_geometry,mean_candidate_p_B,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt2.0,strict,gt_geometry,PoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.26953125e-05,0.0,-1.953125e-05,-5.859375e-06,0.0,0.0,0.0,0.0006664445184938354,3000,1000
gt2.0,strict,gt_geometry,candidate_PDMS,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt2.0,strict,gt_geometry,strict_16_scene_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0003332222592469177,3000,1000
gt2.0,strict,gt_geometry,conservative_feasible_fraction,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,0,,,,,,,,,3000,0
gt2.0,strict,gt_geometry,QualityMatchedPoolMass,PRESPECIFIED_SENSITIVITY_DESCRIPTIVE,1000,-7.8125e-06,0.0,-1.3671875e-05,-2.9296875e-06,0.0,0.0,0.0,0.008330556481172943,3000,1000
