variant,pool_type,method,full_scene_denominator,observed_scene_count,nonempty_scene_count,candidate_denominator,local_gain_candidate_denominator,local_gain_scene_denominator,valid_unique_count,unique_parent_count,strict_count,strict_16_scene_fraction,empty_scene,insufficient_scene,candidate_PDMS,median_PDMS,min_PDMS,PDMS_gain_over_b_s,conservative_feasible_fraction,hard_safe_fraction,mean_candidate_p_B,median_candidate_p_B,P10_candidate_p_B,fraction_candidate_p_B_ge_3percent,mean_candidate_p_B_safe,mean_candidate_p_B_quality,candidate_local_gain,candidate_local_gain_median,fraction_local_gain_ge_0_5point,local_gain_defined_candidate_count,local_gain_defined_scene_count,local_gain_all_hits_descriptive,zero_hit_fraction,external_source_fraction,C_overlap_fraction,near_duplicate_representatives_0_02m,near_duplicate_representatives_0_10m,fallback_fraction,selection_optimism,sum_individual_mass,pairwise_ADE,PoolMass,GroupPoolHit,GroupPoolHit_ci_low,GroupPoolHit_ci_high,QualityMatchedPoolMass,source_GT_fraction,source_GT_structured_fraction,source_ddv2_fraction,source_drivor_fraction,source_IL_native_C_fraction,level_0_fraction,level_1_fraction,level_2_fraction,level_3_fraction,NC,DAC,EP,TTC,Comfort,DDC,epsilon,pmin,gt_geometry_radius
eps1.0_p0.01,operational,pareto,1000,1000,1000,16000,1219,492,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,0.00276556396484375,0.00119921875,8.10546875e-05,0.0316875,0.00178546142578125,0.00098699951171875,20.378828006974658,20.512312557341158,0.9775753323009421,1.219,0.492,18.78319702347458,0.7095625,0.5896875,0.0,15.958,15.579,0.0,1.96533203125e-05,0.0442490234375,2.0288415896351997,0.026359375,0.175421875,0.13310995837676784,0.23664822889415682,0.012279296875,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,1.0,0.01,1.0
eps1.0_p0.01,strict,pareto,1000,1000,1000,16000,1219,492,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,0.00276556396484375,0.00119921875,8.10546875e-05,0.0316875,0.00178546142578125,0.00098699951171875,20.378828006974658,20.512312557341158,0.9775753323009421,1.219,0.492,18.78319702347458,0.7095625,0.5896875,0.0,15.958,15.579,0.0,1.96533203125e-05,0.0442490234375,2.0288415896351997,0.026359375,0.175421875,0.13310995837676784,0.23664822889415682,0.012279296875,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,1.0,0.01,1.0
eps1.0_p0.01,operational,gt_geometry,1000,1000,1000,16000,11627,966,321.0,16.0,16.0,1.0,0.0,0.0,96.78550848219803,96.72514048674238,96.0895338364997,27.755960222008827,0.9670625,1.0,0.02454083251953125,0.02315771484375,0.0103173828125,0.376125,0.0180042724609375,0.01072503662109375,18.895425408494578,18.696502130188705,0.9756415053775304,11.627,0.966,18.732711491506393,0.0484375,0.5723125,0.0,15.192,13.492,0.0,-8.16650390625e-05,0.3926533203125,0.6442813260376261,0.0967431640625,0.53275,0.4526688915638877,0.6109226378001976,0.0485,0.0001875,0.3645625,0.23925,0.3330625,0.0629375,1.0,0.0,0.0,0.0,1.0,1.0,0.9228522035727524,1.0,1.0,0.9786875,1.0,0.01,1.0
eps1.0_p0.01,strict,gt_geometry,1000,1000,1000,16000,11627,966,321.0,16.0,16.0,1.0,0.0,0.0,96.78550848219803,96.72514048674238,96.0895338364997,27.755960222008827,0.9670625,1.0,0.02454083251953125,0.02315771484375,0.0103173828125,0.376125,0.0180042724609375,0.01072503662109375,18.895425408494578,18.696502130188705,0.9756415053775304,11.627,0.966,18.732711491506393,0.0484375,0.5723125,0.0,15.192,13.492,0.0,-8.16650390625e-05,0.3926533203125,0.6442813260376261,0.0967431640625,0.53275,0.4526688915638877,0.6109226378001976,0.0485,0.0001875,0.3645625,0.23925,0.3330625,0.0629375,1.0,0.0,0.0,0.0,1.0,1.0,0.9228522035727524,1.0,1.0,0.9786875,1.0,0.01,1.0
eps1.0_p0.01,operational,grpo_mass_pc,1000,1000,1000,16000,14881,999,321.0,16.0,15.925,0.99,0.0,0.0,96.60930931190279,96.52279359937961,95.82197230609648,27.5797610517136,0.968625,1.0,0.02888861083984375,0.02797119140625,0.0139873046875,0.435125,0.0213548583984375,0.01295111083984375,18.845404546636065,18.623703578605458,0.979689165800277,14.881,0.999,19.001237413166535,0.0033125,0.6273125,0.0,15.132,13.37,0.0046875,0.00012432861328125,0.4622177734375,0.5782887530117233,0.1054208984375,0.5723046875,0.4891825664982978,0.6512133314655879,0.0523408203125,0.000125,0.33925,0.2624375,0.364875,0.0333125,0.9953125,0.0046875,0.0,0.0,1.0,1.0,0.920810923485667,0.9978125,1.0,0.9808125,1.0,0.01,1.0
eps1.0_p0.01,strict,grpo_mass_pc,1000,1000,999,15925,14875,999,321.0,15.925,15.925,0.99,0.001,0.01,96.52418980183103,96.45582178035077,95.81779009619268,27.425542894734757,0.9675243425243426,1.0,0.02899098209156803,0.02807934888013013,0.0141187085523023,0.4362359112359112,0.021392087021156032,0.01297631574731184,18.823592910784225,18.621713405419637,0.979689165800277,14.875,0.999,18.862869436579224,0.0,0.628994253994254,0.0,15.06,13.304,0.0,0.0001152759331470269,0.4621162109375,0.5707204087662299,0.1054111328125,0.572234375,0.48912816875570736,0.6511312015926541,0.05233984375,0.00012512512512512512,0.3383272341605675,0.2631626756626756,0.36583157833157837,0.03255338672005338,1.0,0.0,0.0,0.0,1.0,1.0,0.920652809316199,0.995927745927746,1.0,0.9811061061061062,1.0,0.01,1.0
eps1.0_p0.03,operational,score,1000,1000,1000,16000,1347,497,321.0,16.0,16.0,1.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,0.00308154296875,0.0015927734375,0.00014111328125,0.0374375,0.0019459228515625,0.0010023193359375,21.064675973337593,21.068508172703567,0.9849094567404426,1.347,0.497,19.59032309507237,0.7035625,0.5959375,0.0,15.941,15.502,0.0,4.19921875e-05,0.0493046875,2.0098191141542934,0.026826171875,0.1776015625,0.13507316271116915,0.2389173806410007,0.0120390625,6.25e-05,0.061875,0.200625,0.3953125,0.342125,1.0,0.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,1.0,0.03,1.0
eps1.0_p0.03,strict,score,1000,1000,1000,16000,1347,497,321.0,16.0,16.0,1.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,0.00308154296875,0.0015927734375,0.00014111328125,0.0374375,0.0019459228515625,0.0010023193359375,21.064675973337593,21.068508172703567,0.9849094567404426,1.347,0.497,19.59032309507237,0.7035625,0.5959375,0.0,15.941,15.502,0.0,4.19921875e-05,0.0493046875,2.0098191141542934,0.026826171875,0.1776015625,0.13507316271116915,0.2389173806410007,0.0120390625,6.25e-05,0.061875,0.200625,0.3953125,0.342125,1.0,0.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,1.0,0.03,1.0
eps1.0_p0.03,operational,pareto,1000,1000,1000,16000,1219,492,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,0.00276556396484375,0.00119921875,8.10546875e-05,0.0316875,0.00178546142578125,0.00098699951171875,20.378828006974658,20.512312557341158,0.9775753323009421,1.219,0.492,18.78319702347458,0.7095625,0.5896875,0.0,15.958,15.579,0.0,1.96533203125e-05,0.0442490234375,2.0288415896351997,0.026359375,0.175421875,0.13310995837676784,0.23664822889415682,0.012279296875,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,1.0,0.03,1.0
eps1.0_p0.03,strict,pareto,1000,1000,1000,16000,1219,492,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,0.00276556396484375,0.00119921875,8.10546875e-05,0.0316875,0.00178546142578125,0.00098699951171875,20.378828006974658,20.512312557341158,0.9775753323009421,1.219,0.492,18.78319702347458,0.7095625,0.5896875,0.0,15.958,15.579,0.0,1.96533203125e-05,0.0442490234375,2.0288415896351997,0.026359375,0.175421875,0.13310995837676784,0.23664822889415682,0.012279296875,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,1.0,0.03,1.0
eps1.0_p0.03,operational,gt_geometry,1000,1000,1000,16000,11627,966,321.0,16.0,16.0,1.0,0.0,0.0,96.78550848219803,96.72514048674238,96.0895338364997,27.755960222008827,0.9670625,1.0,0.02454083251953125,0.02315771484375,0.0103173828125,0.376125,0.0180042724609375,0.01072503662109375,18.895425408494578,18.696502130188705,0.9756415053775304,11.627,0.966,18.732711491506393,0.0484375,0.5723125,0.0,15.192,13.492,0.0,-8.16650390625e-05,0.3926533203125,0.6442813260376261,0.0967431640625,0.53275,0.4526688915638877,0.6109226378001976,0.0485,0.0001875,0.3645625,0.23925,0.3330625,0.0629375,1.0,0.0,0.0,0.0,1.0,1.0,0.9228522035727524,1.0,1.0,0.9786875,1.0,0.03,1.0
eps1.0_p0.03,strict,gt_geometry,1000,1000,1000,16000,11627,966,321.0,16.0,16.0,1.0,0.0,0.0,96.78550848219803,96.72514048674238,96.0895338364997,27.755960222008827,0.9670625,1.0,0.02454083251953125,0.02315771484375,0.0103173828125,0.376125,0.0180042724609375,0.01072503662109375,18.895425408494578,18.696502130188705,0.9756415053775304,11.627,0.966,18.732711491506393,0.0484375,0.5723125,0.0,15.192,13.492,0.0,-8.16650390625e-05,0.3926533203125,0.6442813260376261,0.0967431640625,0.53275,0.4526688915638877,0.6109226378001976,0.0485,0.0001875,0.3645625,0.23925,0.3330625,0.0629375,1.0,0.0,0.0,0.0,1.0,1.0,0.9228522035727524,1.0,1.0,0.9786875,1.0,0.03,1.0
eps1.0_p0.03,operational,grpo_mass_pc,1000,1000,1000,16000,15642,998,321.0,16.0,15.637,0.953,0.0,0.0,95.91659937581679,95.89801872167828,95.12060527507585,26.887051115627603,0.971,1.0,0.04255517578125,0.042947265625,0.03132080078125,0.862125,0.03228106689453125,0.0201881103515625,18.153941092233385,18.013131938373792,0.9894789579158316,15.642,0.998,18.353968936315244,0.0174375,0.579875,0.0,14.583,12.345,0.0226875,0.0004898681640625,0.6808828125,0.45120788237524506,0.1112724609375,0.6013828125,0.5168434594073786,0.6800141924432258,0.056466796875,0.000375,0.413375,0.2565,0.323375,0.006375,0.9773125,0.0226875,0.0,0.0,1.0,1.0,0.9039358850196029,0.9980625,1.0,0.98196875,1.0,0.03,1.0
eps1.0_p0.03,strict,grpo_mass_pc,1000,1000,996,15637,15635,996,321.0,15.637,15.637,0.953,0.004,0.047,95.79261552894025,95.73232813503132,95.11380276377822,26.491586756671,0.9709207863198827,1.0,0.04341488534710397,0.04388648343373494,0.03259375392193775,0.8797133018142054,0.03283453463143169,0.020576104845028687,18.01843175256989,17.86019708153362,0.9894578313253012,15.635,0.996,18.01872489335299,0.0,0.5825347914579843,0.0,14.225,12.0,0.0,0.0005059247730616801,0.680583984375,0.38119895097313833,0.1111416015625,0.6005859375,0.5162045325241349,0.6791058063505304,0.0564404296875,0.00037650602409638556,0.416712196493823,0.25772439157228316,0.32481039988570115,0.00037650602409638556,1.0,0.0,0.0,0.0,1.0,1.0,0.902562327740145,0.9964604449544208,1.0,0.98309906291834,1.0,0.03,1.0
eps1.0_p0.05,operational,score,1000,1000,1000,16000,1347,497,321.0,16.0,16.0,1.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,0.00308154296875,0.0015927734375,0.00014111328125,0.0374375,0.0019459228515625,0.0010023193359375,21.064675973337593,21.068508172703567,0.9849094567404426,1.347,0.497,19.59032309507237,0.7035625,0.5959375,0.0,15.941,15.502,0.0,4.19921875e-05,0.0493046875,2.0098191141542934,0.026826171875,0.1776015625,0.13507316271116915,0.2389173806410007,0.0120390625,6.25e-05,0.061875,0.200625,0.3953125,0.342125,1.0,0.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,1.0,0.05,1.0
eps1.0_p0.05,strict,score,1000,1000,1000,16000,1347,497,321.0,16.0,16.0,1.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,0.00308154296875,0.0015927734375,0.00014111328125,0.0374375,0.0019459228515625,0.0010023193359375,21.064675973337593,21.068508172703567,0.9849094567404426,1.347,0.497,19.59032309507237,0.7035625,0.5959375,0.0,15.941,15.502,0.0,4.19921875e-05,0.0493046875,2.0098191141542934,0.026826171875,0.1776015625,0.13507316271116915,0.2389173806410007,0.0120390625,6.25e-05,0.061875,0.200625,0.3953125,0.342125,1.0,0.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,1.0,0.05,1.0
eps1.0_p0.05,operational,pareto,1000,1000,1000,16000,1219,492,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,0.00276556396484375,0.00119921875,8.10546875e-05,0.0316875,0.00178546142578125,0.00098699951171875,20.378828006974658,20.512312557341158,0.9775753323009421,1.219,0.492,18.78319702347458,0.7095625,0.5896875,0.0,15.958,15.579,0.0,1.96533203125e-05,0.0442490234375,2.0288415896351997,0.026359375,0.175421875,0.13310995837676784,0.23664822889415682,0.012279296875,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,1.0,0.05,1.0
eps1.0_p0.05,strict,pareto,1000,1000,1000,16000,1219,492,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,0.00276556396484375,0.00119921875,8.10546875e-05,0.0316875,0.00178546142578125,0.00098699951171875,20.378828006974658,20.512312557341158,0.9775753323009421,1.219,0.492,18.78319702347458,0.7095625,0.5896875,0.0,15.958,15.579,0.0,1.96533203125e-05,0.0442490234375,2.0288415896351997,0.026359375,0.175421875,0.13310995837676784,0.23664822889415682,0.012279296875,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,1.0,0.05,1.0
eps1.0_p0.05,operational,gt_geometry,1000,1000,1000,16000,11627,966,321.0,16.0,16.0,1.0,0.0,0.0,96.78550848219803,96.72514048674238,96.0895338364997,27.755960222008827,0.9670625,1.0,0.02454083251953125,0.02315771484375,0.0103173828125,0.376125,0.0180042724609375,0.01072503662109375,18.895425408494578,18.696502130188705,0.9756415053775304,11.627,0.966,18.732711491506393,0.0484375,0.5723125,0.0,15.192,13.492,0.0,-8.16650390625e-05,0.3926533203125,0.6442813260376261,0.0967431640625,0.53275,0.4526688915638877,0.6109226378001976,0.0485,0.0001875,0.3645625,0.23925,0.3330625,0.0629375,1.0,0.0,0.0,0.0,1.0,1.0,0.9228522035727524,1.0,1.0,0.9786875,1.0,0.05,1.0
eps1.0_p0.05,strict,gt_geometry,1000,1000,1000,16000,11627,966,321.0,16.0,16.0,1.0,0.0,0.0,96.78550848219803,96.72514048674238,96.0895338364997,27.755960222008827,0.9670625,1.0,0.02454083251953125,0.02315771484375,0.0103173828125,0.376125,0.0180042724609375,0.01072503662109375,18.895425408494578,18.696502130188705,0.9756415053775304,11.627,0.966,18.732711491506393,0.0484375,0.5723125,0.0,15.192,13.492,0.0,-8.16650390625e-05,0.3926533203125,0.6442813260376261,0.0967431640625,0.53275,0.4526688915638877,0.6109226378001976,0.0485,0.0001875,0.3645625,0.23925,0.3330625,0.0629375,1.0,0.0,0.0,0.0,1.0,1.0,0.9228522035727524,1.0,1.0,0.9786875,1.0,0.05,1.0
eps1.0_p0.05,operational,grpo_mass_pc,1000,1000,1000,16000,11812,943,321.0,16.0,11.65,0.594,0.0,0.0,96.24864259896391,96.31720907256829,94.75428576348213,27.219094338774724,0.96175,1.0,0.03946258544921875,0.0387265625,0.0292666015625,0.7296875,0.03072332763671875,0.01967193603515625,17.42547766388054,17.3311666005597,0.9890398469799319,11.812,0.943,17.6756315763063,0.22,0.51375,0.0,14.352,11.461,0.271875,0.0021346435546875,0.6314013671875,1.0042467600514247,0.0893486328125,0.510953125,0.4307446391796175,0.5905233293720159,0.0466142578125,0.0014375,0.403625,0.2021875,0.3115625,0.0811875,0.728125,0.271875,0.0,0.0,1.0,1.0,0.9120924223751338,0.997875,1.0,0.97328125,1.0,0.05,1.0
eps1.0_p0.05,strict,grpo_mass_pc,1000,1000,901,11650,11650,901,321.0,11.65,11.65,0.594,0.099,0.406,94.98126474936036,94.95169538038535,94.31831883238647,25.361558687613133,0.9739080595073937,1.0,0.05359263637698298,0.05397160706853496,0.04802790735987791,0.9980310277341354,0.04150187713088201,0.026848168312459293,16.920909264384807,16.829424783986216,0.9894926460270522,11.65,0.901,16.920909264384807,0.0,0.48839231122804927,0.0,10.013,7.198,0.0,0.002544922859549945,0.625912109375,0.231154799364444,0.0865166015625,0.4935390625,0.4170763361031935,0.5703782930036533,0.0454599609375,0.001595449500554939,0.5100122392713958,0.18501683142360167,0.3033754798044476,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8842000697886375,0.9953502841960111,1.0,0.9862614070785547,1.0,0.05,1.0
gt0.5,operational,score,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,1.28173828125e-06,0.0,0.0,0.0,6.7138671875e-07,6.7138671875e-07,,,,0.0,0.0,28.08957525665725,0.9986875,0.5959375,0.0,15.941,15.502,0.0,-7.9345703125e-07,2.05078125e-05,2.0098191141542934,9.765625e-06,7.8125e-05,1.3804318928742413e-05,0.029274849305161946,5.859375e-06,6.25e-05,0.061875,0.200625,0.3953125,0.342125,1.0,0.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,0.5,0.03,0.5
gt0.5,strict,score,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,1.28173828125e-06,0.0,0.0,0.0,6.7138671875e-07,6.7138671875e-07,,,,0.0,0.0,28.08957525665725,0.9986875,0.5959375,0.0,15.941,15.502,0.0,-7.9345703125e-07,2.05078125e-05,2.0098191141542934,9.765625e-06,7.8125e-05,1.3804318928742413e-05,0.029274849305161946,5.859375e-06,6.25e-05,0.061875,0.200625,0.3953125,0.342125,1.0,0.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,0.5,0.03,0.5
gt0.5,operational,pareto,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,8.544921875e-07,0.0,0.0,0.0,3.662109375e-07,3.662109375e-07,,,,0.0,0.0,24.99677925917896,0.999125,0.5896875,0.0,15.958,15.579,0.0,-5.4931640625e-07,1.3671875e-05,2.0288415896351997,8.7890625e-06,7.03125e-05,1.2423887035868172e-05,0.029261060001996592,5.859375e-06,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,0.5,0.03,0.5
gt0.5,strict,pareto,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,8.544921875e-07,0.0,0.0,0.0,3.662109375e-07,3.662109375e-07,,,,0.0,0.0,24.99677925917896,0.999125,0.5896875,0.0,15.958,15.579,0.0,-5.4931640625e-07,1.3671875e-05,2.0288415896351997,8.7890625e-06,7.03125e-05,1.2423887035868172e-05,0.029261060001996592,5.859375e-06,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,0.5,0.03,0.5
gt0.5,operational,gt_geometry,1000,1000,1000,16000,0,0,321.0,16.0,15.988,0.999,0.0,0.0,95.79245159886408,95.70054967203015,95.33588614096327,26.762903338674878,0.9754375,1.0,9.521484375e-06,4.8828125e-06,0.0,0.0,8.48388671875e-06,8.11767578125e-06,,,,0.0,0.0,8.028836267122651,0.990375,0.4611875,0.0,14.184,11.874,0.00075,2.0751953125e-06,0.00015234375,0.3437603211314329,5.95703125e-05,0.0004765625,8.727551731411992e-05,0.029975034594746118,5.2734375e-05,0.0001875,0.538,0.253625,0.2075625,0.000625,0.99925,0.00075,0.0,0.0,1.0,1.0,0.8990188383727375,1.0,1.0,0.984375,0.5,0.03,0.5
gt0.5,strict,gt_geometry,1000,1000,1000,15988,0,0,321.0,15.988,15.988,0.999,0.0,0.001,95.79245159886408,95.70054967203015,95.33588614096327,26.762903338674878,0.9754375,1.0,9.521484375e-06,4.8828125e-06,0.0,0.0,8.48388671875e-06,8.11767578125e-06,,,,0.0,0.0,8.028836267122651,0.990375,0.46175,0.0,14.172,11.862,0.0,2.0751953125e-06,0.00015234375,0.3415354060716201,5.95703125e-05,0.0004765625,8.727551731411992e-05,0.029975034594746118,5.2734375e-05,0.0001875,0.538,0.2536875,0.2080625,6.25e-05,1.0,0.0,0.0,0.0,1.0,1.0,0.8990188383727375,1.0,1.0,0.984375,0.5,0.03,0.5
gt0.5,operational,grpo_mass_pc,1000,1000,1000,16000,0,0,321.0,16.0,0.0,0.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,1.28173828125e-06,0.0,0.0,0.0,6.7138671875e-07,6.7138671875e-07,,,,0.0,0.0,28.08957525665725,0.9986875,0.5959375,0.0,15.941,15.502,1.0,-7.9345703125e-07,2.05078125e-05,2.0098191141542934,9.765625e-06,7.8125e-05,1.3804318928742413e-05,0.029274849305161946,5.859375e-06,6.25e-05,0.061875,0.200625,0.3953125,0.342125,0.0,1.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,0.5,0.03,0.5
gt0.5,strict,grpo_mass_pc,1000,1000,0,0,0,0,321.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.029136956273508423,0.0,,,,,,,,,,,,,,,,0.5,0.03,0.5
gt2.0,operational,score,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,1.28173828125e-06,0.0,0.0,0.0,6.7138671875e-07,6.7138671875e-07,,,,0.0,0.0,28.08957525665725,0.9986875,0.5959375,0.0,15.941,15.502,0.0,-7.9345703125e-07,2.05078125e-05,2.0098191141542934,9.765625e-06,7.8125e-05,1.3804318928742413e-05,0.029274849305161946,5.859375e-06,6.25e-05,0.061875,0.200625,0.3953125,0.342125,1.0,0.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,0.5,0.03,2.0
gt2.0,strict,score,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,1.28173828125e-06,0.0,0.0,0.0,6.7138671875e-07,6.7138671875e-07,,,,0.0,0.0,28.08957525665725,0.9986875,0.5959375,0.0,15.941,15.502,0.0,-7.9345703125e-07,2.05078125e-05,2.0098191141542934,9.765625e-06,7.8125e-05,1.3804318928742413e-05,0.029274849305161946,5.859375e-06,6.25e-05,0.061875,0.200625,0.3953125,0.342125,1.0,0.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,0.5,0.03,2.0
gt2.0,operational,pareto,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,8.544921875e-07,0.0,0.0,0.0,3.662109375e-07,3.662109375e-07,,,,0.0,0.0,24.99677925917896,0.999125,0.5896875,0.0,15.958,15.579,0.0,-5.4931640625e-07,1.3671875e-05,2.0288415896351997,8.7890625e-06,7.03125e-05,1.2423887035868172e-05,0.029261060001996592,5.859375e-06,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,0.5,0.03,2.0
gt2.0,strict,pareto,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,98.13329020385088,98.39917899363319,94.52062762522804,29.103741943661692,0.946125,1.0,8.544921875e-07,0.0,0.0,0.0,3.662109375e-07,3.662109375e-07,,,,0.0,0.0,24.99677925917896,0.999125,0.5896875,0.0,15.958,15.579,0.0,-5.4931640625e-07,1.3671875e-05,2.0288415896351997,8.7890625e-06,7.03125e-05,1.2423887035868172e-05,0.029261060001996592,5.859375e-06,6.25e-05,0.05825,0.1998125,0.389875,0.352,1.0,0.0,0.0,0.0,1.0,1.0,0.9838864648924212,0.9778125,0.98375,0.97821875,0.5,0.03,2.0
gt2.0,operational,gt_geometry,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,98.04377027580719,98.00682653276463,97.43287147661265,29.014222015618007,0.959375,1.0,1.5869140625e-06,0.0,0.0,0.0,9.765625e-07,8.544921875e-07,,,,0.0,0.0,21.767380820940556,0.998375,0.454625,0.0,15.841,15.039,0.0,-4.8828125e-07,2.5390625e-05,1.3861125236678868,1.26953125e-05,0.0001015625,1.7945614607365135e-05,0.029316217214658002,7.8125e-06,6.25e-05,0.1245625,0.1146875,0.3399375,0.42075,1.0,0.0,0.0,0.0,1.0,1.0,0.9530504866193726,1.0,1.0,0.97221875,0.5,0.03,2.0
gt2.0,strict,gt_geometry,1000,1000,1000,16000,0,0,321.0,16.0,16.0,1.0,0.0,0.0,98.04377027580719,98.00682653276463,97.43287147661265,29.014222015618007,0.959375,1.0,1.5869140625e-06,0.0,0.0,0.0,9.765625e-07,8.544921875e-07,,,,0.0,0.0,21.767380820940556,0.998375,0.454625,0.0,15.841,15.039,0.0,-4.8828125e-07,2.5390625e-05,1.3861125236678868,1.26953125e-05,0.0001015625,1.7945614607365135e-05,0.029316217214658002,7.8125e-06,6.25e-05,0.1245625,0.1146875,0.3399375,0.42075,1.0,0.0,0.0,0.0,1.0,1.0,0.9530504866193726,1.0,1.0,0.97221875,0.5,0.03,2.0
gt2.0,operational,grpo_mass_pc,1000,1000,1000,16000,0,0,321.0,16.0,0.0,0.0,0.0,0.0,99.23711672669108,99.23297819821492,98.68291526285125,30.20756846650189,0.9438125,1.0,1.28173828125e-06,0.0,0.0,0.0,6.7138671875e-07,6.7138671875e-07,,,,0.0,0.0,28.08957525665725,0.9986875,0.5959375,0.0,15.941,15.502,1.0,-7.9345703125e-07,2.05078125e-05,2.0098191141542934,9.765625e-06,7.8125e-05,1.3804318928742413e-05,0.029274849305161946,5.859375e-06,6.25e-05,0.061875,0.200625,0.3953125,0.342125,0.0,1.0,0.0,0.0,1.0,1.0,0.981690801440586,1.0,1.0,0.9579375,0.5,0.03,2.0
