token,pool_type,comparator,pc_different_count,other_different_count,shared_count,unmatched_pc,unmatched_other,matched_pair_count
ebb4d3e033ae55e2,strict,pareto,0,16,0,0,16,0
ebb4d3e033ae55e2,strict,gt_geometry,0,16,0,0,16,0
ebb4d3e033ae55e2,operational,score,0,0,16,0,0,0
ebb4d3e033ae55e2,operational,pareto,4,4,12,4,4,0
ebb4d3e033ae55e2,operational,gt_geometry,14,14,2,14,14,0
f1d60841a46d53a5,strict,score,0,16,0,0,16,0
f1d60841a46d53a5,strict,pareto,0,16,0,0,16,0
f1d60841a46d53a5,strict,gt_geometry,0,16,0,0,16,0
f1d60841a46d53a5,operational,score,0,0,16,0,0,0
f1d60841a46d53a5,operational,pareto,5,5,11,0,0,5
f1d60841a46d53a5,operational,gt_geometry,15,15,1,8,8,7
8419b5d5eab75027,strict,score,0,16,0,0,16,0
8419b5d5eab75027,strict,pareto,0,16,0,0,16,0
8419b5d5eab75027,strict,gt_geometry,0,16,0,0,16,0
8419b5d5eab75027,operational,score,0,0,16,0,0,0
8419b5d5eab75027,operational,pareto,0,0,16,0,0,0
8419b5d5eab75027,operational,gt_geometry,16,16,0,16,16,0
9c16cb6c4f94521c,strict,score,0,16,0,0,16,0
9c16cb6c4f94521c,strict,pareto,0,16,0,0,16,0
9c16cb6c4f94521c,strict,gt_geometry,0,16,0,0,16,0
9c16cb6c4f94521c,operational,score,0,0,16,0,0,0
9c16cb6c4f94521c,operational,pareto,0,0,16,0,0,0
9c16cb6c4f94521c,operational,gt_geometry,13,13,3,8,8,5
35e2f788f41851c0,strict,score,0,16,0,0,16,0
35e2f788f41851c0,strict,pareto,0,16,0,0,16,0
35e2f788f41851c0,strict,gt_geometry,0,16,0,0,16,0
35e2f788f41851c0,operational,score,0,0,16,0,0,0
35e2f788f41851c0,operational,pareto,4,4,12,0,0,4
35e2f788f41851c0,operational,gt_geometry,16,16,0,16,16,0
54d3068f889b58ee,strict,score,0,16,0,0,16,0
54d3068f889b58ee,strict,pareto,0,16,0,0,16,0
54d3068f889b58ee,strict,gt_geometry,0,16,0,0,16,0
54d3068f889b58ee,operational,score,0,0,16,0,0,0
54d3068f889b58ee,operational,pareto,1,1,15,1,1,0
54d3068f889b58ee,operational,gt_geometry,16,16,0,16,16,0
e1ee982450c85213,strict,score,0,16,0,0,16,0
e1ee982450c85213,strict,pareto,0,16,0,0,16,0
e1ee982450c85213,strict,gt_geometry,0,16,0,0,16,0
e1ee982450c85213,operational,score,0,0,16,0,0,0
e1ee982450c85213,operational,pareto,10,10,6,10,10,0
e1ee982450c85213,operational,gt_geometry,16,16,0,16,16,0
4a8b4dff75c15a8a,strict,score,0,16,0,0,16,0
4a8b4dff75c15a8a,strict,pareto,0,16,0,0,16,0
4a8b4dff75c15a8a,strict,gt_geometry,0,16,0,0,16,0
4a8b4dff75c15a8a,operational,score,0,0,16,0,0,0
4a8b4dff75c15a8a,operational,pareto,0,0,16,0,0,0
4a8b4dff75c15a8a,operational,gt_geometry,15,15,1,8,8,7
1819e1b106b354ad,strict,score,0,16,0,0,16,0
1819e1b106b354ad,strict,pareto,0,16,0,0,16,0
1819e1b106b354ad,strict,gt_geometry,0,16,0,0,16,0
1819e1b106b354ad,operational,score,0,0,16,0,0,0
1819e1b106b354ad,operational,pareto,0,0,16,0,0,0
1819e1b106b354ad,operational,gt_geometry,16,16,0,16,16,0
4ecdbea836725622,strict,score,0,16,0,0,16,0
4ecdbea836725622,strict,pareto,0,16,0,0,16,0
4ecdbea836725622,strict,gt_geometry,0,16,0,0,16,0
4ecdbea836725622,operational,score,0,0,16,0,0,0
4ecdbea836725622,operational,pareto,1,1,15,1,1,0
4ecdbea836725622,operational,gt_geometry,16,16,0,14,14,2
b9bcc9d0efaf5c7e,strict,score,0,16,0,0,16,0
b9bcc9d0efaf5c7e,strict,pareto,0,16,0,0,16,0
b9bcc9d0efaf5c7e,strict,gt_geometry,0,16,0,0,16,0
b9bcc9d0efaf5c7e,operational,score,0,0,16,0,0,0
b9bcc9d0efaf5c7e,operational,pareto,0,0,16,0,0,0
b9bcc9d0efaf5c7e,operational,gt_geometry,15,15,1,11,11,4
253b856b49ef52d2,strict,score,0,16,0,0,16,0
253b856b49ef52d2,strict,pareto,0,16,0,0,16,0
253b856b49ef52d2,strict,gt_geometry,0,16,0,0,16,0
253b856b49ef52d2,operational,score,0,0,16,0,0,0
253b856b49ef52d2,operational,pareto,1,1,15,1,1,0
253b856b49ef52d2,operational,gt_geometry,12,12,4,12,12,0
68e39232887c5e4a,strict,score,0,16,0,0,16,0
68e39232887c5e4a,strict,pareto,0,16,0,0,16,0
68e39232887c5e4a,strict,gt_geometry,0,16,0,0,16,0
68e39232887c5e4a,operational,score,0,0,16,0,0,0
68e39232887c5e4a,operational,pareto,2,2,14,2,2,0
68e39232887c5e4a,operational,gt_geometry,16,16,0,16,16,0
2e2bb8bb71265998,strict,score,0,16,0,0,16,0
2e2bb8bb71265998,strict,pareto,0,16,0,0,16,0
2e2bb8bb71265998,strict,gt_geometry,0,16,0,0,16,0
2e2bb8bb71265998,operational,score,0,0,16,0,0,0
2e2bb8bb71265998,operational,pareto,5,5,11,5,5,0
2e2bb8bb71265998,operational,gt_geometry,16,16,0,16,16,0
e34a1f5fb71c54da,strict,score,0,16,0,0,16,0
e34a1f5fb71c54da,strict,pareto,0,16,0,0,16,0
e34a1f5fb71c54da,strict,gt_geometry,0,16,0,0,16,0
e34a1f5fb71c54da,operational,score,0,0,16,0,0,0
e34a1f5fb71c54da,operational,pareto,0,0,16,0,0,0
e34a1f5fb71c54da,operational,gt_geometry,16,16,0,16,16,0
1d10ae25c61f50c4,strict,score,0,16,0,0,16,0
1d10ae25c61f50c4,strict,pareto,0,16,0,0,16,0
1d10ae25c61f50c4,strict,gt_geometry,0,16,0,0,16,0
1d10ae25c61f50c4,operational,score,0,0,16,0,0,0
1d10ae25c61f50c4,operational,pareto,0,0,16,0,0,0
1d10ae25c61f50c4,operational,gt_geometry,14,14,2,10,10,4
2af1778054cf51a4,strict,score,0,16,0,0,16,0
2af1778054cf51a4,strict,pareto,0,16,0,0,16,0
2af1778054cf51a4,strict,gt_geometry,0,16,0,0,16,0
2af1778054cf51a4,operational,score,0,0,16,0,0,0
2af1778054cf51a4,operational,pareto,0,0,16,0,0,0
2af1778054cf51a4,operational,gt_geometry,16,16,0,16,16,0
0f276bab4fa85df0,strict,score,0,16,0,0,16,0
0f276bab4fa85df0,strict,pareto,0,16,0,0,16,0
0f276bab4fa85df0,strict,gt_geometry,0,16,0,0,16,0
0f276bab4fa85df0,operational,score,0,0,16,0,0,0
0f276bab4fa85df0,operational,pareto,0,0,16,0,0,0
0f276bab4fa85df0,operational,gt_geometry,16,16,0,16,16,0
6cc16446dbe45353,strict,score,0,16,0,0,16,0
6cc16446dbe45353,strict,pareto,0,16,0,0,16,0
6cc16446dbe45353,strict,gt_geometry,0,16,0,0,16,0
6cc16446dbe45353,operational,score,0,0,16,0,0,0
6cc16446dbe45353,operational,pareto,0,0,16,0,0,0
6cc16446dbe45353,operational,gt_geometry,16,16,0,16,16,0
26043d2de718532d,strict,score,0,16,0,0,16,0
26043d2de718532d,strict,pareto,0,16,0,0,16,0
26043d2de718532d,strict,gt_geometry,0,16,0,0,16,0
26043d2de718532d,operational,score,0,0,16,0,0,0
26043d2de718532d,operational,pareto,5,5,11,2,2,3
26043d2de718532d,operational,gt_geometry,15,15,1,8,8,7
e72eb72ebdc25a8a,strict,score,0,16,0,0,16,0
e72eb72ebdc25a8a,strict,pareto,0,16,0,0,16,0
e72eb72ebdc25a8a,strict,gt_geometry,0,16,0,0,16,0
e72eb72ebdc25a8a,operational,score,0,0,16,0,0,0
e72eb72ebdc25a8a,operational,pareto,0,0,16,0,0,0
e72eb72ebdc25a8a,operational,gt_geometry,15,15,1,7,7,8
c852239b5ac95394,strict,score,0,16,0,0,16,0
c852239b5ac95394,strict,pareto,0,16,0,0,16,0
c852239b5ac95394,strict,gt_geometry,0,16,0,0,16,0
c852239b5ac95394,operational,score,0,0,16,0,0,0
c852239b5ac95394,operational,pareto,15,15,1,15,15,0
c852239b5ac95394,operational,gt_geometry,16,16,0,16,16,0
3c297001ef2d5acb,strict,score,0,16,0,0,16,0
3c297001ef2d5acb,strict,pareto,0,16,0,0,16,0
3c297001ef2d5acb,strict,gt_geometry,0,16,0,0,16,0
3c297001ef2d5acb,operational,score,0,0,16,0,0,0
3c297001ef2d5acb,operational,pareto,0,0,16,0,0,0
3c297001ef2d5acb,operational,gt_geometry,15,15,1,11,11,4
123b77fa26425ac1,strict,score,0,16,0,0,16,0
123b77fa26425ac1,strict,pareto,0,16,0,0,16,0
123b77fa26425ac1,strict,gt_geometry,0,16,0,0,16,0
123b77fa26425ac1,operational,score,0,0,16,0,0,0
123b77fa26425ac1,operational,pareto,1,1,15,1,1,0
123b77fa26425ac1,operational,gt_geometry,16,16,0,16,16,0
f97414b6f4a15866,strict,score,0,16,0,0,16,0
f97414b6f4a15866,strict,pareto,0,16,0,0,16,0
f97414b6f4a15866,strict,gt_geometry,0,16,0,0,16,0
f97414b6f4a15866,operational,score,0,0,16,0,0,0
f97414b6f4a15866,operational,pareto,7,7,9,1,1,6
f97414b6f4a15866,operational,gt_geometry,16,16,0,6,6,10
957d3c9491ba5b5b,strict,score,0,16,0,0,16,0
957d3c9491ba5b5b,strict,pareto,0,16,0,0,16,0
957d3c9491ba5b5b,strict,gt_geometry,0,16,0,0,16,0
957d3c9491ba5b5b,operational,score,0,0,16,0,0,0
957d3c9491ba5b5b,operational,pareto,0,0,16,0,0,0
957d3c9491ba5b5b,operational,gt_geometry,16,16,0,16,16,0
0c9d055f4ccc5d64,strict,score,0,16,0,0,16,0
0c9d055f4ccc5d64,strict,pareto,0,16,0,0,16,0
0c9d055f4ccc5d64,strict,gt_geometry,0,16,0,0,16,0
0c9d055f4ccc5d64,operational,score,0,0,16,0,0,0
0c9d055f4ccc5d64,operational,pareto,0,0,16,0,0,0
0c9d055f4ccc5d64,operational,gt_geometry,15,15,1,4,4,11
cbaf3221997c55be,strict,score,0,16,0,0,16,0
cbaf3221997c55be,strict,pareto,0,16,0,0,16,0
cbaf3221997c55be,strict,gt_geometry,0,16,0,0,16,0
cbaf3221997c55be,operational,score,0,0,16,0,0,0
cbaf3221997c55be,operational,pareto,0,0,16,0,0,0
cbaf3221997c55be,operational,gt_geometry,13,13,3,12,12,1
a02463c8a92d56ce,strict,score,0,16,0,0,16,0
a02463c8a92d56ce,strict,pareto,0,16,0,0,16,0
a02463c8a92d56ce,strict,gt_geometry,0,16,0,0,16,0
a02463c8a92d56ce,operational,score,0,0,16,0,0,0
a02463c8a92d56ce,operational,pareto,0,0,16,0,0,0
a02463c8a92d56ce,operational,gt_geometry,15,15,1,10,10,5
d91a4c7d1d9e5647,strict,score,0,16,0,0,16,0
d91a4c7d1d9e5647,strict,pareto,0,16,0,0,16,0
d91a4c7d1d9e5647,strict,gt_geometry,0,16,0,0,16,0
d91a4c7d1d9e5647,operational,score,0,0,16,0,0,0
d91a4c7d1d9e5647,operational,pareto,0,0,16,0,0,0
d91a4c7d1d9e5647,operational,gt_geometry,16,16,0,16,16,0
742b1d2c6cf156c6,strict,score,0,16,0,0,16,0
742b1d2c6cf156c6,strict,pareto,0,16,0,0,16,0
742b1d2c6cf156c6,strict,gt_geometry,0,16,0,0,16,0
742b1d2c6cf156c6,operational,score,0,0,16,0,0,0
742b1d2c6cf156c6,operational,pareto,0,0,16,0,0,0
742b1d2c6cf156c6,operational,gt_geometry,16,16,0,16,16,0
8b3e9121fd57540f,strict,score,0,16,0,0,16,0
8b3e9121fd57540f,strict,pareto,0,16,0,0,16,0
8b3e9121fd57540f,strict,gt_geometry,0,16,0,0,16,0
8b3e9121fd57540f,operational,score,0,0,16,0,0,0
8b3e9121fd57540f,operational,pareto,0,0,16,0,0,0
8b3e9121fd57540f,operational,gt_geometry,16,16,0,16,16,0
bdf3b83064235e17,strict,score,0,16,0,0,16,0
bdf3b83064235e17,strict,pareto,0,16,0,0,16,0
bdf3b83064235e17,strict,gt_geometry,0,16,0,0,16,0
bdf3b83064235e17,operational,score,0,0,16,0,0,0
bdf3b83064235e17,operational,pareto,0,0,16,0,0,0
bdf3b83064235e17,operational,gt_geometry,16,16,0,6,6,10
ab000bda9ccf5150,strict,score,0,16,0,0,16,0
ab000bda9ccf5150,strict,pareto,0,16,0,0,16,0
ab000bda9ccf5150,strict,gt_geometry,0,16,0,0,16,0
ab000bda9ccf5150,operational,score,0,0,16,0,0,0
ab000bda9ccf5150,operational,pareto,0,0,16,0,0,0
ab000bda9ccf5150,operational,gt_geometry,15,15,1,3,3,12
e165b9b4eb5f5cf4,strict,score,0,16,0,0,16,0
e165b9b4eb5f5cf4,strict,pareto,0,16,0,0,16,0
e165b9b4eb5f5cf4,strict,gt_geometry,0,16,0,0,16,0
e165b9b4eb5f5cf4,operational,score,0,0,16,0,0,0
e165b9b4eb5f5cf4,operational,pareto,0,0,16,0,0,0
e165b9b4eb5f5cf4,operational,gt_geometry,16,16,0,12,12,4
dcb23119258e58ec,strict,score,0,16,0,0,16,0
dcb23119258e58ec,strict,pareto,0,16,0,0,16,0
dcb23119258e58ec,strict,gt_geometry,0,16,0,0,16,0
dcb23119258e58ec,operational,score,0,0,16,0,0,0
dcb23119258e58ec,operational,pareto,0,0,16,0,0,0
dcb23119258e58ec,operational,gt_geometry,16,16,0,16,16,0
f0328bdcd0e15d3a,strict,score,0,16,0,0,16,0
f0328bdcd0e15d3a,strict,pareto,0,16,0,0,16,0
f0328bdcd0e15d3a,strict,gt_geometry,0,16,0,0,16,0
f0328bdcd0e15d3a,operational,score,0,0,16,0,0,0
f0328bdcd0e15d3a,operational,pareto,0,0,16,0,0,0
f0328bdcd0e15d3a,operational,gt_geometry,16,16,0,16,16,0
c6538928de9c552b,strict,score,0,16,0,0,16,0
c6538928de9c552b,strict,pareto,0,16,0,0,16,0
c6538928de9c552b,strict,gt_geometry,0,16,0,0,16,0
c6538928de9c552b,operational,score,0,0,16,0,0,0
c6538928de9c552b,operational,pareto,0,0,16,0,0,0
c6538928de9c552b,operational,gt_geometry,11,11,5,10,10,1
56da0490b78b5033,strict,score,0,16,0,0,16,0
56da0490b78b5033,strict,pareto,0,16,0,0,16,0
56da0490b78b5033,strict,gt_geometry,0,16,0,0,16,0
56da0490b78b5033,operational,score,0,0,16,0,0,0
56da0490b78b5033,operational,pareto,0,0,16,0,0,0
56da0490b78b5033,operational,gt_geometry,5,5,11,5,5,0
8fc454e70d1554b7,strict,score,0,16,0,0,16,0
8fc454e70d1554b7,strict,pareto,0,16,0,0,16,0
8fc454e70d1554b7,strict,gt_geometry,0,16,0,0,16,0
8fc454e70d1554b7,operational,score,0,0,16,0,0,0
8fc454e70d1554b7,operational,pareto,0,0,16,0,0,0
8fc454e70d1554b7,operational,gt_geometry,15,15,1,11,11,4
3eceeb425c3a560b,strict,score,0,16,0,0,16,0
3eceeb425c3a560b,strict,pareto,0,16,0,0,16,0
3eceeb425c3a560b,strict,gt_geometry,0,16,0,0,16,0
3eceeb425c3a560b,operational,score,0,0,16,0,0,0
3eceeb425c3a560b,operational,pareto,1,1,15,0,0,1
3eceeb425c3a560b,operational,gt_geometry,15,15,1,14,14,1
5e7d1f34a80c5e46,strict,score,0,16,0,0,16,0
5e7d1f34a80c5e46,strict,pareto,0,16,0,0,16,0
5e7d1f34a80c5e46,strict,gt_geometry,0,16,0,0,16,0
5e7d1f34a80c5e46,operational,score,0,0,16,0,0,0
5e7d1f34a80c5e46,operational,pareto,0,0,16,0,0,0
5e7d1f34a80c5e46,operational,gt_geometry,16,16,0,8,8,8
ef4f3026ae1b56a3,strict,score,0,16,0,0,16,0
ef4f3026ae1b56a3,strict,pareto,0,16,0,0,16,0
ef4f3026ae1b56a3,strict,gt_geometry,0,16,0,0,16,0
ef4f3026ae1b56a3,operational,score,0,0,16,0,0,0
ef4f3026ae1b56a3,operational,pareto,0,0,16,0,0,0
ef4f3026ae1b56a3,operational,gt_geometry,16,16,0,16,16,0
d92fd7e6c01d503b,strict,score,0,16,0,0,16,0
d92fd7e6c01d503b,strict,pareto,0,16,0,0,16,0
d92fd7e6c01d503b,strict,gt_geometry,0,16,0,0,16,0
d92fd7e6c01d503b,operational,score,0,0,16,0,0,0
d92fd7e6c01d503b,operational,pareto,6,6,10,2,2,4
d92fd7e6c01d503b,operational,gt_geometry,16,16,0,10,10,6
1381f484e75c565a,strict,score,0,16,0,0,16,0
1381f484e75c565a,strict,pareto,0,16,0,0,16,0
1381f484e75c565a,strict,gt_geometry,0,16,0,0,16,0
1381f484e75c565a,operational,score,0,0,16,0,0,0
1381f484e75c565a,operational,pareto,0,0,16,0,0,0
1381f484e75c565a,operational,gt_geometry,16,16,0,16,16,0
7b79090489c95c0b,strict,score,0,16,0,0,16,0
7b79090489c95c0b,strict,pareto,0,16,0,0,16,0
7b79090489c95c0b,strict,gt_geometry,0,16,0,0,16,0
7b79090489c95c0b,operational,score,0,0,16,0,0,0
7b79090489c95c0b,operational,pareto,0,0,16,0,0,0
7b79090489c95c0b,operational,gt_geometry,13,13,3,7,7,6
f0d107fb359953ff,strict,score,0,16,0,0,16,0
f0d107fb359953ff,strict,pareto,0,16,0,0,16,0
f0d107fb359953ff,strict,gt_geometry,0,16,0,0,16,0
f0d107fb359953ff,operational,score,0,0,16,0,0,0
f0d107fb359953ff,operational,pareto,0,0,16,0,0,0
f0d107fb359953ff,operational,gt_geometry,16,16,0,16,16,0
e0c845f2d87555b3,strict,score,0,16,0,0,16,0
e0c845f2d87555b3,strict,pareto,0,16,0,0,16,0
e0c845f2d87555b3,strict,gt_geometry,0,16,0,0,16,0
e0c845f2d87555b3,operational,score,0,0,16,0,0,0
e0c845f2d87555b3,operational,pareto,0,0,16,0,0,0
e0c845f2d87555b3,operational,gt_geometry,15,15,1,9,9,6
9e454d3b139c5a3d,strict,score,0,16,0,0,16,0
9e454d3b139c5a3d,strict,pareto,0,16,0,0,16,0
9e454d3b139c5a3d,strict,gt_geometry,0,16,0,0,16,0
9e454d3b139c5a3d,operational,score,0,0,16,0,0,0
9e454d3b139c5a3d,operational,pareto,0,0,16,0,0,0
9e454d3b139c5a3d,operational,gt_geometry,15,15,1,11,11,4
468894d189a75353,strict,score,0,16,0,0,16,0
468894d189a75353,strict,pareto,0,16,0,0,16,0
468894d189a75353,strict,gt_geometry,0,16,0,0,16,0
468894d189a75353,operational,score,0,0,16,0,0,0
468894d189a75353,operational,pareto,0,0,16,0,0,0
468894d189a75353,operational,gt_geometry,15,15,1,7,7,8
9252ad8efde85a85,strict,score,0,16,0,0,16,0
9252ad8efde85a85,strict,pareto,0,16,0,0,16,0
9252ad8efde85a85,strict,gt_geometry,0,16,0,0,16,0
9252ad8efde85a85,operational,score,0,0,16,0,0,0
9252ad8efde85a85,operational,pareto,0,0,16,0,0,0
9252ad8efde85a85,operational,gt_geometry,14,14,2,5,5,9
d99a3bc24ff75a68,strict,score,0,16,0,0,16,0
d99a3bc24ff75a68,strict,pareto,0,16,0,0,16,0
d99a3bc24ff75a68,strict,gt_geometry,0,16,0,0,16,0
d99a3bc24ff75a68,operational,score,0,0,16,0,0,0
d99a3bc24ff75a68,operational,pareto,0,0,16,0,0,0
d99a3bc24ff75a68,operational,gt_geometry,15,15,1,11,11,4
1d45b9d20e9d5f92,strict,score,0,16,0,0,16,0
1d45b9d20e9d5f92,strict,pareto,0,16,0,0,16,0
1d45b9d20e9d5f92,strict,gt_geometry,0,16,0,0,16,0
1d45b9d20e9d5f92,operational,score,0,0,16,0,0,0
1d45b9d20e9d5f92,operational,pareto,3,3,13,3,3,0
1d45b9d20e9d5f92,operational,gt_geometry,16,16,0,16,16,0
39fc09d325a05606,strict,score,0,16,0,0,16,0
39fc09d325a05606,strict,pareto,0,16,0,0,16,0
39fc09d325a05606,strict,gt_geometry,0,16,0,0,16,0
39fc09d325a05606,operational,score,0,0,16,0,0,0
39fc09d325a05606,operational,pareto,0,0,16,0,0,0
39fc09d325a05606,operational,gt_geometry,3,3,13,3,3,0
75341958391d5aba,strict,score,0,16,0,0,16,0
75341958391d5aba,strict,pareto,0,16,0,0,16,0
75341958391d5aba,strict,gt_geometry,0,16,0,0,16,0
75341958391d5aba,operational,score,0,0,16,0,0,0
75341958391d5aba,operational,pareto,4,4,12,1,1,3
75341958391d5aba,operational,gt_geometry,15,15,1,6,6,9
e65ea4e886535732,strict,score,0,16,0,0,16,0
e65ea4e886535732,strict,pareto,0,16,0,0,16,0
e65ea4e886535732,strict,gt_geometry,0,16,0,0,16,0
e65ea4e886535732,operational,score,0,0,16,0,0,0
e65ea4e886535732,operational,pareto,0,0,16,0,0,0
e65ea4e886535732,operational,gt_geometry,14,14,2,14,14,0
a9134306f1575f88,strict,score,0,16,0,0,16,0
a9134306f1575f88,strict,pareto,0,16,0,0,16,0
a9134306f1575f88,strict,gt_geometry,0,16,0,0,16,0
a9134306f1575f88,operational,score,0,0,16,0,0,0
a9134306f1575f88,operational,pareto,0,0,16,0,0,0
a9134306f1575f88,operational,gt_geometry,16,16,0,7,7,9
3609537de0105997,strict,score,0,16,0,0,16,0
3609537de0105997,strict,pareto,0,16,0,0,16,0
3609537de0105997,strict,gt_geometry,0,16,0,0,16,0
3609537de0105997,operational,score,0,0,16,0,0,0
3609537de0105997,operational,pareto,1,1,15,1,1,0
3609537de0105997,operational,gt_geometry,16,16,0,16,16,0
90c4cd28f0e55d46,strict,score,0,16,0,0,16,0
90c4cd28f0e55d46,strict,pareto,0,16,0,0,16,0
90c4cd28f0e55d46,strict,gt_geometry,0,16,0,0,16,0
90c4cd28f0e55d46,operational,score,0,0,16,0,0,0
90c4cd28f0e55d46,operational,pareto,1,1,15,1,1,0
90c4cd28f0e55d46,operational,gt_geometry,16,16,0,11,11,5
8a022198e6885aed,strict,score,0,16,0,0,16,0
8a022198e6885aed,strict,pareto,0,16,0,0,16,0
8a022198e6885aed,strict,gt_geometry,0,16,0,0,16,0
8a022198e6885aed,operational,score,0,0,16,0,0,0
8a022198e6885aed,operational,pareto,0,0,16,0,0,0
8a022198e6885aed,operational,gt_geometry,15,15,1,14,14,1
f6f213b156de552d,strict,score,0,16,0,0,16,0
f6f213b156de552d,strict,pareto,0,16,0,0,16,0
f6f213b156de552d,strict,gt_geometry,0,16,0,0,16,0
f6f213b156de552d,operational,score,0,0,16,0,0,0
f6f213b156de552d,operational,pareto,1,1,15,1,1,0
f6f213b156de552d,operational,gt_geometry,16,16,0,16,16,0
1cb9fa36aea25d6a,strict,score,0,16,0,0,16,0
1cb9fa36aea25d6a,strict,pareto,0,16,0,0,16,0
1cb9fa36aea25d6a,strict,gt_geometry,0,16,0,0,16,0
1cb9fa36aea25d6a,operational,score,0,0,16,0,0,0
1cb9fa36aea25d6a,operational,pareto,0,0,16,0,0,0
1cb9fa36aea25d6a,operational,gt_geometry,15,15,1,12,12,3
e15983da12955abf,strict,score,0,16,0,0,16,0
e15983da12955abf,strict,pareto,0,16,0,0,16,0
e15983da12955abf,strict,gt_geometry,0,16,0,0,16,0
e15983da12955abf,operational,score,0,0,16,0,0,0
e15983da12955abf,operational,pareto,5,5,11,5,5,0
e15983da12955abf,operational,gt_geometry,12,12,4,11,11,1
8635030755615376,strict,score,0,16,0,0,16,0
8635030755615376,strict,pareto,0,16,0,0,16,0
8635030755615376,strict,gt_geometry,0,16,0,0,16,0
8635030755615376,operational,score,0,0,16,0,0,0
8635030755615376,operational,pareto,11,11,5,11,11,0
8635030755615376,operational,gt_geometry,7,7,9,7,7,0
86fbc624ea435e56,strict,score,0,16,0,0,16,0
86fbc624ea435e56,strict,pareto,0,16,0,0,16,0
86fbc624ea435e56,strict,gt_geometry,0,16,0,0,16,0
86fbc624ea435e56,operational,score,0,0,16,0,0,0
86fbc624ea435e56,operational,pareto,0,0,16,0,0,0
86fbc624ea435e56,operational,gt_geometry,16,16,0,11,11,5
66e564907f5f5601,strict,score,0,16,0,0,16,0
66e564907f5f5601,strict,pareto,0,16,0,0,16,0
66e564907f5f5601,strict,gt_geometry,0,16,0,0,16,0
66e564907f5f5601,operational,score,0,0,16,0,0,0
66e564907f5f5601,operational,pareto,0,0,16,0,0,0
66e564907f5f5601,operational,gt_geometry,14,14,2,11,11,3
808ff2e869ff5d92,strict,score,0,16,0,0,16,0
808ff2e869ff5d92,strict,pareto,0,16,0,0,16,0
808ff2e869ff5d92,strict,gt_geometry,0,16,0,0,16,0
808ff2e869ff5d92,operational,score,0,0,16,0,0,0
808ff2e869ff5d92,operational,pareto,12,12,4,12,12,0
808ff2e869ff5d92,operational,gt_geometry,16,16,0,16,16,0
1b53682e2df854e1,strict,score,0,16,0,0,16,0
1b53682e2df854e1,strict,pareto,0,16,0,0,16,0
1b53682e2df854e1,strict,gt_geometry,0,16,0,0,16,0
1b53682e2df854e1,operational,score,0,0,16,0,0,0
1b53682e2df854e1,operational,pareto,2,2,14,2,2,0
1b53682e2df854e1,operational,gt_geometry,11,11,5,11,11,0
dd175b6e08565a4e,strict,score,0,16,0,0,16,0
dd175b6e08565a4e,strict,pareto,0,16,0,0,16,0
dd175b6e08565a4e,strict,gt_geometry,0,16,0,0,16,0
dd175b6e08565a4e,operational,score,0,0,16,0,0,0
dd175b6e08565a4e,operational,pareto,3,3,13,2,2,1
dd175b6e08565a4e,operational,gt_geometry,16,16,0,16,16,0
8e475454489d5f5b,strict,score,0,16,0,0,16,0
8e475454489d5f5b,strict,pareto,0,16,0,0,16,0
8e475454489d5f5b,strict,gt_geometry,0,16,0,0,16,0
8e475454489d5f5b,operational,score,0,0,16,0,0,0
8e475454489d5f5b,operational,pareto,0,0,16,0,0,0
8e475454489d5f5b,operational,gt_geometry,13,13,3,10,10,3
dc2d27a848115b56,strict,score,0,16,0,0,16,0
dc2d27a848115b56,strict,pareto,0,16,0,0,16,0
dc2d27a848115b56,strict,gt_geometry,0,16,0,0,16,0
dc2d27a848115b56,operational,score,0,0,16,0,0,0
dc2d27a848115b56,operational,pareto,0,0,16,0,0,0
dc2d27a848115b56,operational,gt_geometry,15,15,1,9,9,6
3783e56bc9ef5e85,strict,score,0,16,0,0,16,0
3783e56bc9ef5e85,strict,pareto,0,16,0,0,16,0
3783e56bc9ef5e85,strict,gt_geometry,0,16,0,0,16,0
3783e56bc9ef5e85,operational,score,0,0,16,0,0,0
3783e56bc9ef5e85,operational,pareto,7,7,9,1,1,6
3783e56bc9ef5e85,operational,gt_geometry,14,14,2,12,12,2
d45a215505f05382,strict,score,0,16,0,0,16,0
d45a215505f05382,strict,pareto,0,16,0,0,16,0
d45a215505f05382,strict,gt_geometry,0,16,0,0,16,0
d45a215505f05382,operational,score,0,0,16,0,0,0
d45a215505f05382,operational,pareto,1,1,15,1,1,0
d45a215505f05382,operational,gt_geometry,16,16,0,16,16,0
4775f8e1a53d5c6f,strict,score,0,16,0,0,16,0
4775f8e1a53d5c6f,strict,pareto,0,16,0,0,16,0
4775f8e1a53d5c6f,strict,gt_geometry,0,16,0,0,16,0
4775f8e1a53d5c6f,operational,score,0,0,16,0,0,0
4775f8e1a53d5c6f,operational,pareto,1,1,15,0,0,1
4775f8e1a53d5c6f,operational,gt_geometry,15,15,1,12,12,3
802c127f63f955ed,strict,score,0,16,0,0,16,0
802c127f63f955ed,strict,pareto,0,16,0,0,16,0
802c127f63f955ed,strict,gt_geometry,0,16,0,0,16,0
802c127f63f955ed,operational,score,0,0,16,0,0,0
802c127f63f955ed,operational,pareto,1,1,15,1,1,0
802c127f63f955ed,operational,gt_geometry,13,13,3,13,13,0
f102259e52d35ac5,strict,score,0,16,0,0,16,0
f102259e52d35ac5,strict,pareto,0,16,0,0,16,0
