token,raw_index,candidate_id,PDMS,q,r_knn,source,global_rank,conditional_rank,dominator_count,far_dominator_count,far_dominator_poisoning
d7fbd35a0f315447,32,il_native_00,97.23294297506413,44.53125,0.9756804757591931,IL-native,65,1,64,64,True
d7fbd35a0f315447,35,il_native_03,97.19772810427557,23.4375,0.8588764668667335,IL-native,66,2,65,64,True
951957b841e05cfa,35,il_native_03,90.10920292938106,89.0625,1.334753736815239,IL-native,5,1,4,4,True
951957b841e05cfa,63,il_native_31,90.02367103033853,91.40625,1.412778696150592,IL-native,6,2,5,4,True
61db822891625c3b,50,il_native_18,92.1656821704729,58.59375,1.0535709523746581,IL-native,26,2,25,24,True
61db822891625c3b,52,il_native_20,92.23039303655004,17.1875,0.8223904827537567,IL-native,18,1,17,17,True
759e9e451eba5b47,46,il_native_14,98.13034648843836,91.40625,1.3801098227336726,IL-native,16,1,64,64,True
759e9e451eba5b47,57,il_native_25,97.87996704937147,92.96875,1.47450364609934,IL-native,17,2,65,64,True
9c05edf9d6e85716,47,il_native_15,94.80712476888829,30.46875,0.8999726648499232,IL-native,20,2,66,65,True
9c05edf9d6e85716,61,il_native_29,95.12646762187754,61.71875,1.058306908863969,IL-native,19,1,65,65,True
467bbee636b65c84,43,il_native_11,91.78979585391667,80.46875,1.1172844202938752,IL-native,99,1,114,114,True
467bbee636b65c84,156,bridge_mts_8751_08_0.2,91.61812526101811,92.96875,1.2269000295263954,Bridge-0.2_mts_8751,106,2,121,120,True
4f6409df56a85592,53,il_native_21,88.07718279883625,75.0,1.1001683767828416,IL-native,9,2,8,7,True
16ddb1838af755e3,144,bridge_mts_8751_13_0.2,85.20822528788067,89.0625,1.486537039797823,Bridge-0.2_mts_8751,118,1,117,117,True
16ddb1838af755e3,148,bridge_mts_8751_11_0.2,85.19995861599989,89.0625,1.4494892582567709,Bridge-0.2_mts_8751,119,2,118,117,True
2ab1b3941f7153cb,32,il_native_00,95.73495875859065,40.625,0.9646048007789809,IL-native,57,2,56,55,True
2ab1b3941f7153cb,44,il_native_12,95.79194852212511,83.59375,1.3084736918204287,IL-native,56,1,55,55,True
e5acc98f52f458cc,148,bridge_mts_8751_12_0.2,98.39509616331613,91.40625,1.6605791790014772,Bridge-0.2_mts_8751,39,1,56,56,True
e5acc98f52f458cc,152,bridge_mts_8751_10_0.2,98.39045952167822,90.625,1.5845403875361947,Bridge-0.2_mts_8751,46,2,63,62,True
3e9026530c475726,45,il_native_13,96.58235060115712,17.1875,0.8803234269117524,IL-native,65,2,64,63,True
3e9026530c475726,56,il_native_24,96.68106296885914,73.4375,1.1140967590124073,IL-native,63,1,62,62,True
cc94486698ff58d1,46,il_native_14,93.09643128194587,54.6875,1.0233565754043916,IL-native,69,1,68,68,True
cc94486698ff58d1,145,bridge_mts_8751_10_0.4,93.07517573805568,94.53125,1.5666533250754247,Bridge-0.4_mts_8751,70,2,69,68,True
ff6ab495a139534e,33,il_native_01,81.02494362819273,90.625,1.2609349353262314,IL-native,107,2,120,119,True
ff6ab495a139534e,41,il_native_09,81.54466744381722,94.53125,1.4578373072716262,IL-native,89,1,101,101,True
2a2403c9b08b53ac,42,il_native_10,95.9383542382841,71.09375,1.1313237337295703,IL-native,24,2,23,22,True
2a2403c9b08b53ac,168,bridge_grpo_9041_13_0.2,95.9863015424657,92.96875,1.4923369813985252,Bridge-0.2_grpo_9041,19,1,18,18,True
854169aa74e95251,52,il_native_20,95.89955662171938,75.0,1.160338249924202,IL-native,3,1,2,2,True
854169aa74e95251,59,il_native_27,95.87334329659211,71.09375,1.098239690757725,IL-native,5,2,4,3,True
af62d866653053f6,32,il_native_00,88.06127546368215,90.625,1.3254213452440273,IL-native,35,1,59,59,True
af62d866653053f6,54,il_native_22,88.05046017002759,90.625,1.3285042122746122,IL-native,36,2,60,59,True
17d296a87fb45380,53,il_native_21,96.59913256103737,42.1875,0.9224379323560434,IL-native,64,2,67,66,True
17d296a87fb45380,55,il_native_23,96.69011189694969,64.0625,1.1565291622057963,IL-native,62,1,65,65,True
adaf33e4ba555709,53,il_native_21,99.78678006679415,73.4375,1.1425826293982326,IL-native,3,1,2,2,True
adaf33e4ba555709,55,il_native_23,99.7810080157496,88.28125,1.3864939382727013,IL-native,4,2,3,2,True
1aa0acb229945e9b,62,il_native_30,99.0629225027434,57.8125,1.0624928437614505,IL-native,56,2,62,61,True
1aa0acb229945e9b,63,il_native_31,99.08764884954938,81.25,1.3821297656296718,IL-native,55,1,61,61,True
fad9e78a17825042,32,il_native_00,91.66206948941777,60.9375,1.0591029018806584,IL-native,119,2,143,142,True
fad9e78a17825042,48,il_native_16,92.09577662542142,85.15625,1.3099125918261088,IL-native,112,1,136,136,True
2db045daf25c5bb7,32,il_native_00,93.66108521026169,86.71875,1.3277698809085359,IL-native,62,2,61,60,True
2db045daf25c5bb7,47,il_native_15,93.86030586960892,89.0625,1.355906298411447,IL-native,57,1,56,56,True
dc76a771066b5553,45,il_native_13,92.66380730409395,81.25,1.3111056332435547,IL-native,130,1,129,129,True
dc76a771066b5553,59,il_native_27,92.64384573865878,73.4375,1.2155496761828426,IL-native,136,2,135,134,True
8cf3b1868b2f5262,61,il_native_29,99.62691837147868,43.75,0.9712276699486201,IL-native,3,2,69,62,True
990bd9b32e5d5f60,43,il_native_11,92.91631243974892,60.15625,1.0672790454873693,IL-native,14,2,13,12,True
6320ecb991675a39,38,il_native_06,87.46532032222058,9.375,0.8153255402871206,IL-native,65,1,64,64,True
6320ecb991675a39,46,il_native_14,87.44099759048053,82.8125,1.2143897850139642,IL-native,66,2,65,64,True
66243e185353563a,40,il_native_08,89.28429329474697,23.4375,0.8900071889966014,IL-native,67,2,66,65,True
66243e185353563a,50,il_native_18,89.40340416244919,42.96875,0.9836041663650797,IL-native,66,1,65,65,True
cde84b97e6505437,58,il_native_26,91.14185337067227,75.0,1.1507125198348935,IL-native,86,2,85,84,True
cde84b97e6505437,128,bridge_mts_8692_05_0.2,91.24851896572223,94.53125,1.6254261634951523,Bridge-0.2_mts_8692,66,1,65,65,True
0a87bb919dbb58b6,38,il_native_06,96.91947305483959,91.40625,1.6234413567814747,IL-native,50,1,49,49,True
0a87bb919dbb58b6,49,il_native_17,96.76424820534842,71.09375,1.1669543430540499,IL-native,59,2,58,57,True
fe5811497ace53af,58,il_native_26,95.04799017286602,19.53125,0.8601659311502092,IL-native,100,1,99,99,True
fe5811497ace53af,128,bridge_mts_8692_10_0.2,95.0101759381154,93.75,1.6957489968456239,Bridge-0.2_mts_8692,106,2,105,104,True
1734440b807a58ef,54,il_native_22,91.92162580067289,44.53125,0.9800745346993652,IL-native,70,1,69,69,True
1734440b807a58ef,58,il_native_26,91.86852916020825,60.15625,1.0590187224986718,IL-native,72,2,71,70,True
cb8e247140d55ab2,33,il_native_01,96.21406791251465,89.0625,1.6406218908646037,IL-native,24,1,23,23,True
cb8e247140d55ab2,43,il_native_11,96.12290202714291,76.5625,1.2388038248156552,IL-native,27,2,26,25,True
d7f25a0ac141583a,44,il_native_12,99.14520943084595,29.6875,0.9094747155828111,IL-native,22,1,64,64,True
d7f25a0ac141583a,62,il_native_30,99.00377939309513,67.96875,1.0724955358045922,IL-native,23,2,65,64,True
4b0df2804f165dda,40,il_native_08,89.24089166468235,85.15625,1.513436054427054,IL-native,77,2,95,94,True
4b0df2804f165dda,52,il_native_20,89.62349977622299,80.46875,1.3733098631290603,IL-native,51,1,69,69,True
32516745ea1b59ef,32,il_native_00,99.25623307840401,30.46875,0.8946953535089127,IL-native,3,2,65,64,True
a65dd6d24f575771,32,il_native_00,98.28401031213173,66.40625,1.15593894943055,IL-native,15,2,14,13,True
a65dd6d24f575771,33,il_native_01,98.30323005180638,92.1875,1.503684459874587,IL-native,13,1,12,12,True
9ce305abb88f5ad0,43,il_native_11,87.17671554317131,90.625,1.2886611494849258,IL-native,162,2,161,160,True
9ce305abb88f5ad0,56,il_native_24,87.24906882029103,78.125,1.156854770904877,IL-native,161,1,160,160,True
7af6867add5b5f2c,45,il_native_13,88.20913333398029,92.96875,1.5000062195386,IL-native,146,1,160,160,True
7af6867add5b5f2c,56,il_native_24,87.6026619666909,12.5,0.8412825978347737,IL-native,147,2,161,160,True
b65e09c4d8125da0,48,il_native_16,87.15874177731445,29.6875,0.9070447305250653,IL-native,67,2,66,65,True
b65e09c4d8125da0,61,il_native_29,87.28683505802702,85.9375,1.2821396966697562,IL-native,65,1,64,64,True
6ca6a1a4f3dc5d85,40,il_native_08,83.07517629104098,79.6875,1.2224280526851925,IL-native,98,2,97,96,True
6ca6a1a4f3dc5d85,50,il_native_18,83.83232275665912,90.625,1.4089377068324451,IL-native,97,1,96,96,True
0ee58e583be85ffb,43,il_native_11,98.54730101308428,83.59375,1.3177383782700998,IL-native,37,1,36,36,True
0ee58e583be85ffb,164,bridge_grpo_9041_03_0.2,98.51607855279353,77.34375,1.2298321767496203,Bridge-0.2_grpo_9041,42,2,41,40,True
29b53c57c19b57fe,43,il_native_11,88.69960773814263,93.75,1.6819590913482576,IL-native,137,2,143,142,True
29b53c57c19b57fe,148,bridge_mts_8751_06_0.2,88.71139313526044,93.75,1.604972861194224,Bridge-0.2_mts_8751,134,1,140,140,True
9a83782a2cf85611,48,il_native_16,97.82650709178859,71.875,1.1639429716221878,IL-native,33,1,67,67,True
9a83782a2cf85611,61,il_native_29,97.80376462676509,57.8125,1.0683270958036735,IL-native,34,2,68,67,True
88757fb00fda507b,33,il_native_01,93.34527501013396,88.28125,1.2351447921253198,IL-native,41,1,103,103,True
88757fb00fda507b,47,il_native_15,93.12480567139562,57.8125,1.0491661022543664,IL-native,50,2,112,111,True
e9f4daa7d910568c,43,il_native_11,98.29320947391432,92.1875,1.4338478453857677,IL-native,85,2,149,148,True
e9f4daa7d910568c,164,bridge_grpo_9041_01_0.2,98.41279957217765,86.71875,1.2868785590044476,Bridge-0.2_grpo_9041,83,1,147,147,True
d6bb0cea4dbd5b44,49,il_native_17,92.4598693944465,80.46875,1.2161216304602582,IL-native,159,2,158,157,True
d6bb0cea4dbd5b44,59,il_native_27,92.63467258415893,73.4375,1.1612073244312104,IL-native,158,1,157,157,True
3a4cfdd4bfa55a5e,52,il_native_20,89.45293934295651,50.78125,1.0009614399724391,IL-native,28,2,27,26,True
3a4cfdd4bfa55a5e,140,bridge_mts_8692_11_0.2,89.63486428723368,94.53125,1.6805459171827901,Bridge-0.2_mts_8692,27,1,26,26,True
e926ec6a69cc575c,33,il_native_01,91.54365236404183,83.59375,1.344292922731826,IL-native,72,2,71,70,True
e926ec6a69cc575c,41,il_native_09,91.54682562365134,85.9375,1.4057960197586672,IL-native,71,1,70,70,True
f1aa5d5ed7c65114,136,bridge_mts_8692_06_0.2,96.46553078038804,92.96875,1.3120192050836423,Bridge-0.2_mts_8692,139,2,138,137,True
f1aa5d5ed7c65114,140,bridge_mts_8692_09_0.2,96.67608173244999,94.53125,1.4141399499930272,Bridge-0.2_mts_8692,127,1,126,126,True
4ea3d4068eda5cc5,35,il_native_03,96.33599739833456,69.53125,1.1282219830095939,IL-native,42,2,41,40,True
4ea3d4068eda5cc5,53,il_native_21,96.5622459079921,94.53125,1.7221224160376778,IL-native,38,1,37,37,True
b4322d76ebf8569f,34,il_native_02,98.28388395722563,94.53125,1.5225633621705197,IL-native,102,1,115,115,True
b4322d76ebf8569f,39,il_native_07,98.21643370852252,63.28125,1.0742609808264756,IL-native,108,2,121,120,True
acfc271e3c3d58fa,39,il_native_07,92.62690114204607,65.625,1.1335380269743758,IL-native,143,1,142,142,True
acfc271e3c3d58fa,57,il_native_25,92.43173756799523,64.84375,1.1285459821495936,IL-native,152,2,151,150,True
b222df74b8155735,144,bridge_mts_8751_10_0.2,96.21278763183442,92.1875,1.5381496010340832,Bridge-0.2_mts_8751,41,1,40,40,True
b222df74b8155735,148,bridge_mts_8751_08_0.2,96.20333774240532,90.625,1.5172842139627087,Bridge-0.2_mts_8751,43,2,42,41,True
b28e9b2fa67452a7,35,il_native_03,96.70106949500973,64.84375,1.0957375381002876,IL-native,62,2,65,64,True
b28e9b2fa67452a7,39,il_native_07,96.77348283915131,85.9375,1.3843931486758239,IL-native,61,1,64,64,True
bd8dea7f7efc5343,48,il_native_16,96.33854937782976,85.15625,1.333862959781358,IL-native,42,1,41,41,True
bd8dea7f7efc5343,160,bridge_grpo_9041_15_0.2,96.17510425286024,92.1875,1.7176026849024735,Bridge-0.2_grpo_9041,51,2,50,49,True
8224627048195e4f,59,il_native_27,99.39941284203118,19.53125,0.8681096291692033,IL-native,12,2,20,19,True
8224627048195e4f,60,il_native_28,99.76404787062961,92.96875,1.376175436172724,IL-native,6,1,14,14,True
114a9052bd6851a2,38,il_native_06,95.81979884170588,92.96875,1.3941759157642306,IL-native,102,2,118,117,True
114a9052bd6851a2,54,il_native_22,96.01078178739652,75.0,1.1495881327072155,IL-native,87,1,103,103,True
f80fe289f8135602,44,il_native_12,90.01265934668172,73.4375,1.1464712850642427,IL-native,49,2,48,47,True
f80fe289f8135602,59,il_native_27,90.05448140374149,92.1875,1.6156751851879179,IL-native,46,1,45,45,True
5895d1e3cb355fb9,132,bridge_mts_8692_11_0.2,89.04147703283907,92.96875,1.4715891765759022,Bridge-0.2_mts_8692,120,1,131,131,True
5895d1e3cb355fb9,140,bridge_mts_8692_02_0.2,89.0157927494871,85.15625,1.3160690371178294,Bridge-0.2_mts_8692,124,2,135,134,True
b1e88b8722105d53,63,il_native_31,97.0896068947362,72.65625,1.1037845401727344,IL-native,3,2,2,1,True
69560676d53a56c9,36,il_native_04,82.95337810972471,93.75,1.5992321501684366,IL-native,160,1,160,160,True
69560676d53a56c9,38,il_native_06,82.853848160528,86.71875,1.417376659271346,IL-native,161,2,161,160,True
cef0adbb58ad5ca1,42,il_native_10,96.37971105787838,69.53125,1.1401512087481094,IL-native,71,1,133,133,True
cef0adbb58ad5ca1,48,il_native_16,96.33722700835534,37.5,0.935145219271146,IL-native,74,2,136,135,True
c5dcabed55395a6e,33,il_native_01,93.42967987018427,83.59375,1.3119545566636344,IL-native,161,1,160,160,True
c5dcabed55395a6e,42,il_native_10,93.39879299711106,86.71875,1.3364187230107958,IL-native,162,2,161,160,True
972eb434cfd159e8,32,il_native_00,87.60472414811072,78.90625,1.2190951426684873,IL-native,31,2,30,29,True
505c44ea52485f9d,45,il_native_13,99.9348513674238,9.375,0.7997924763984342,IL-native,7,2,47,46,True
505c44ea52485f9d,48,il_native_16,99.93797281508643,14.0625,0.8328156170459876,IL-native,5,1,45,45,True
7fe310f364355e2d,40,il_native_08,94.83397304086874,93.75,1.6391121623358442,IL-native,129,2,128,127,True
7fe310f364355e2d,63,il_native_31,94.97201652966316,89.0625,1.3397897042661178,IL-native,107,1,106,106,True
efdd48896e7a5f15,145,bridge_mts_8751_05_0.4,92.92387113011183,91.40625,1.5601017642531623,Bridge-0.4_mts_8751,101,2,100,99,True
efdd48896e7a5f15,149,bridge_mts_8751_01_0.4,92.92704127687627,90.625,1.4911182847043847,Bridge-0.4_mts_8751,100,1,99,99,True
e47d448a999b5595,32,il_native_00,93.8243597131892,94.53125,1.7140973066449712,IL-native,28,1,27,27,True
e47d448a999b5595,43,il_native_11,93.73186135174309,94.53125,1.7978075045552295,IL-native,34,2,33,32,True
071d2ff38b4855ed,35,il_native_03,85.37542434549704,87.5,1.3929048900549499,IL-native,64,1,64,64,True
071d2ff38b4855ed,63,il_native_31,84.64584442759482,74.21875,1.1722140526477542,IL-native,67,2,67,66,True
b450f88783c15dea,46,il_native_14,92.86980331780899,60.15625,1.07734697451869,IL-native,51,2,66,65,True
b450f88783c15dea,53,il_native_21,92.88332607636059,67.1875,1.1294963553805095,IL-native,50,1,65,65,True
dc73cea57e105ebd,38,il_native_06,96.46533866106527,86.71875,1.3312063990091947,IL-native,115,2,131,130,True
dc73cea57e105ebd,58,il_native_26,96.53488017131345,35.15625,0.9400310047441196,IL-native,87,1,103,103,True
ba1a894e5a6350d2,55,il_native_23,96.11255459596393,92.1875,1.337199301461841,IL-native,10,1,9,9,True
ba1a894e5a6350d2,56,il_native_24,96.02965132234273,33.59375,0.907194596805747,IL-native,22,2,21,20,True
f9b32e71bedb5996,33,il_native_01,92.90946477166452,83.59375,1.2386161350250462,IL-native,57,1,56,56,True
f9b32e71bedb5996,54,il_native_22,92.87115352942249,71.875,1.148931098587701,IL-native,62,2,61,60,True
886df3cce3a95a83,50,il_native_18,86.78655606948342,21.875,0.8721607764169373,IL-native,83,2,82,81,True
886df3cce3a95a83,62,il_native_30,86.88427454222092,84.375,1.283404595323058,IL-native,79,1,78,78,True
b63b325909a058c9,41,il_native_09,99.01121995773747,53.90625,1.0149090273735564,IL-native,35,1,34,34,True
b63b325909a058c9,148,bridge_mts_8751_06_0.2,98.79251424742564,88.28125,1.5411890625853044,Bridge-0.2_mts_8751,56,2,55,54,True
c9ba785129c35b36,43,il_native_11,91.01906935548352,64.84375,1.1011450807325591,IL-native,26,2,25,24,True
c9ba785129c35b36,44,il_native_12,91.29263103903257,90.625,1.5030665696104353,IL-native,16,1,15,15,True
aac1853286fb586a,50,il_native_18,89.04359345269214,22.65625,0.8390862164112295,IL-native,66,1,65,65,True
aac1853286fb586a,55,il_native_23,89.0142573060389,69.53125,1.1175817024284287,IL-native,67,2,66,65,True
022fef6d66485384,38,il_native_06,94.28289551359214,29.6875,0.8648628072808465,IL-native,48,2,65,64,True
022fef6d66485384,60,il_native_28,94.53450787283653,37.5,0.9065503565846779,IL-native,47,1,64,64,True
51480b09db315e89,58,il_native_26,99.31037539566377,89.84375,1.3908329372929322,IL-native,4,2,69,68,True
5d3ce016a8a256cf,54,il_native_22,92.5363505837337,74.21875,1.2029619933942348,IL-native,127,2,126,125,True
5d3ce016a8a256cf,62,il_native_30,92.56012175324459,59.375,1.076063903299925,IL-native,126,1,125,125,True
60691b9dd3355992,33,il_native_01,91.42848056668228,11.71875,0.8179530865819729,IL-native,66,2,65,64,True
60691b9dd3355992,50,il_native_18,91.4292067059015,60.9375,1.0438786430008886,IL-native,65,1,64,64,True
f0ff3b146af85463,36,il_native_04,97.79327761913768,93.75,1.4237539490972189,IL-native,50,1,67,67,True
f0ff3b146af85463,57,il_native_25,97.75930986132225,62.5,1.0677864402146942,IL-native,51,2,68,67,True
1090fdb8b57850f6,45,il_native_13,98.4253509987815,48.4375,0.9873173875978598,IL-native,50,2,49,48,True
1090fdb8b57850f6,47,il_native_15,98.51072723523409,25.78125,0.8980436690807782,IL-native,40,1,39,39,True
36c6cbf6c8a25415,132,bridge_mts_8692_04_0.2,88.89491687750495,32.03125,0.9351026163944826,Bridge-0.2_mts_8692,32,1,71,71,True
36c6cbf6c8a25415,133,bridge_mts_8692_04_0.4,88.79598725313323,77.34375,1.2223728905553182,Bridge-0.4_mts_8692,37,2,76,75,True
8fe647ed2b7a5aee,57,il_native_25,99.89203244401482,27.34375,0.8663674696979743,IL-native,6,2,72,56,True
5abdbfe1845e59c5,41,il_native_09,94.14756069227427,94.53125,1.6289262102860338,IL-native,42,1,41,41,True
5abdbfe1845e59c5,52,il_native_20,93.97082215489783,79.6875,1.2223424195643815,IL-native,52,2,51,50,True
ad25b37aaad95a6b,132,bridge_mts_8692_03_0.2,96.32142543341473,82.8125,1.3607257801261041,Bridge-0.2_mts_8692,126,2,125,124,True
ad25b37aaad95a6b,144,bridge_mts_8751_14_0.2,96.43791883275699,85.9375,1.4163000767282088,Bridge-0.2_mts_8751,103,1,102,102,True
d5201097ad6e5d67,42,il_native_10,89.39692830064448,93.75,1.306532912935389,IL-native,66,1,65,65,True
d5201097ad6e5d67,46,il_native_14,89.27137155377591,31.25,0.9320638466599118,IL-native,67,2,66,65,True
b6bba53a1bef520e,32,il_native_00,90.42147263168023,50.0,0.998841680777617,IL-native,160,2,159,158,True
b6bba53a1bef520e,49,il_native_17,90.44349322246639,71.09375,1.1803119296106641,IL-native,159,1,158,158,True
7b840b044a6a5e8d,43,il_native_11,90.36614457805116,94.53125,1.4534500149717613,IL-native,93,1,113,113,True
7b840b044a6a5e8d,47,il_native_15,89.0991975537698,52.34375,1.0187414832097348,IL-native,139,2,159,158,True
497e7be0400158a9,33,il_native_01,89.13460728913748,72.65625,1.2263523845650586,IL-native,65,2,64,63,True
497e7be0400158a9,40,il_native_08,89.14152379421623,78.90625,1.3498690238936966,IL-native,64,1,63,63,True
6a53dd2411825857,50,il_native_18,90.6042862478421,13.28125,0.8347321339313838,IL-native,65,1,64,64,True
6a53dd2411825857,59,il_native_27,90.53337174311564,28.125,0.9034305169861114,IL-native,66,2,65,64,True
fb9dcf5b46d65616,36,il_native_04,95.86273992263664,89.84375,1.3767911451587458,IL-native,63,1,67,67,True
fb9dcf5b46d65616,53,il_native_21,95.61833853947196,89.84375,1.4161582631296197,IL-native,84,2,88,87,True
39fe00229f7b5ac4,45,il_native_13,87.73820624417012,83.59375,1.3177499832829784,IL-native,123,2,137,135,True
39fe00229f7b5ac4,132,bridge_mts_8692_12_0.2,88.07061980513313,91.40625,1.5189368047933531,Bridge-0.2_mts_8692,120,1,128,128,True
39fe00229f7b5ac4,140,bridge_mts_8692_03_0.2,88.07061980513313,92.1875,1.5305219111520467,Bridge-0.2_mts_8692,120,1,128,128,True
63dcb963cece5b7d,34,il_native_02,88.3126259910458,94.53125,1.483582427548728,IL-native,161,1,160,160,True
63dcb963cece5b7d,43,il_native_11,88.1691882269498,75.78125,1.1442306403213405,IL-native,162,2,161,160,True
88f9b4f87b6b5bd5,33,il_native_01,91.66767569894286,0.78125,0.7064602233378472,IL-native,81,1,80,80,True
88f9b4f87b6b5bd5,53,il_native_21,91.63249045561828,9.375,0.8307086616955954,IL-native,83,2,82,81,True
90f5bf5743cf5df0,46,il_native_14,93.45315473432689,29.6875,0.9459161989389113,IL-native,16,1,15,15,True
90f5bf5743cf5df0,48,il_native_16,93.16944309745642,3.90625,0.7588383072311593,IL-native,30,2,29,28,True
52caccf1b3b95e4e,144,bridge_mts_8751_03_0.2,94.31806449458226,92.1875,1.396359928337574,Bridge-0.2_mts_8751,84,1,83,83,True
52caccf1b3b95e4e,148,bridge_mts_8751_13_0.2,94.21564865650936,94.53125,1.5004835200102173,Bridge-0.2_mts_8751,118,2,117,116,True
1b064a029c0e513a,35,il_native_03,96.83828474542716,43.75,0.9722457073400274,IL-native,63,1,62,62,True
1b064a029c0e513a,49,il_native_17,96.82537404492676,19.53125,0.876094206757315,IL-native,64,2,63,62,True
ad906e8bb5375747,45,il_native_13,96.54044875404213,10.15625,0.7976657273588862,IL-native,128,2,127,126,True
ad906e8bb5375747,54,il_native_22,96.6271024010696,39.84375,0.9437881547816045,IL-native,119,1,118,118,True
0a76d212e8fe5898,37,il_native_05,92.10799927301065,9.375,0.7993885491805717,IL-native,30,2,65,64,True
0a76d212e8fe5898,53,il_native_21,93.5758400843932,92.96875,1.404004988787389,IL-native,29,1,64,64,True
77d96cb44005501c,35,il_native_03,98.88330922981937,80.46875,1.221508251241922,IL-native,33,1,32,32,True
77d96cb44005501c,62,il_native_30,98.73368674565683,77.34375,1.1638517414342677,IL-native,35,2,34,33,True
12ed1a1d4ae657d1,42,il_native_10,90.20403261576088,67.96875,1.0974587425322777,IL-native,62,2,61,60,True
12ed1a1d4ae657d1,48,il_native_16,90.5082681409145,67.96875,1.098751050115148,IL-native,35,1,34,34,True
a3e94bd829b75673,47,il_native_15,90.0355919532681,82.8125,1.2859388507407814,IL-native,98,2,97,96,True
a3e94bd829b75673,59,il_native_27,90.16904486323955,57.8125,1.04857698144787,IL-native,97,1,96,96,True
3138ce4847ee5007,39,il_native_07,90.93234098948156,57.8125,1.021878723964137,IL-native,66,1,65,65,True
3138ce4847ee5007,41,il_native_09,90.92759794299212,57.8125,1.0338696775583582,IL-native,67,2,66,65,True
ba642ba3c9a65fe7,37,il_native_05,95.23659558345541,91.40625,1.4968045314865035,IL-native,13,1,12,12,True
ba642ba3c9a65fe7,61,il_native_29,95.07342299466451,28.125,0.91681891960724,IL-native,24,2,23,22,True
e34f51206f0e53db,39,il_native_07,89.3355858201084,94.53125,1.8088812456146184,IL-native,28,2,27,26,True
e34f51206f0e53db,60,il_native_28,89.47946839137197,90.625,1.663159354009505,IL-native,9,1,8,8,True
ebb4d3e033ae55e2,34,il_native_02,85.84362133105475,86.71875,1.2183130441316508,IL-native,43,2,42,41,True
ebb4d3e033ae55e2,39,il_native_07,85.95087204163057,33.59375,0.9544222880344901,IL-native,37,1,36,36,True
f1d60841a46d53a5,34,il_native_02,95.709537210675,85.15625,1.2951184125086581,IL-native,40,2,79,78,True
f1d60841a46d53a5,63,il_native_31,95.79228381356977,85.15625,1.3241762814868565,IL-native,37,1,76,76,True
8419b5d5eab75027,36,il_native_04,92.63802941508841,78.125,1.2396258470195327,IL-native,53,1,52,52,True
8419b5d5eab75027,40,il_native_08,92.56822251765155,80.46875,1.2782795619283949,IL-native,83,2,82,81,True
35e2f788f41851c0,47,il_native_15,89.53129554774006,60.9375,1.0713689278696827,IL-native,66,1,65,65,True
35e2f788f41851c0,57,il_native_25,89.51702437074151,64.84375,1.1120936128246197,IL-native,67,2,66,65,True
54d3068f889b58ee,36,il_native_04,89.53443129021763,88.28125,1.503798478689788,IL-native,82,2,81,80,True
54d3068f889b58ee,41,il_native_09,89.5872629561322,87.5,1.4749260633234205,IL-native,81,1,80,80,True
