stage,step,method,metric,n,mean,median,ci_low,ci_high,median_ci_low,median_ci_high,win_fraction
F,50,old_pc,zero_score_rate,300,-0.01171875,0.0,-0.021927734375,-0.002160807291666664,0.0,0.0,0.056666666666666664
F,100,gt_only,PDMS,300,-0.40461375859186727,0.0,-1.2562786383427695,0.40439165623892315,-0.1811426500121911,0.0,0.2866666666666667
F,100,score,PDMS,300,0.09610351996926293,0.0,-1.0258084907067653,1.1699215007259618,0.0,0.0,0.31
F,100,pareto,PDMS,300,0.5931510626309999,0.0,-0.9768572511104482,2.0500992181084117,0.0,0.0,0.3433333333333333
F,100,gt_distance,PDMS,300,0.4123178749585822,0.0,-0.771523450588716,1.5548496471571673,0.0,0.0,0.30666666666666664
F,100,old_pc,PDMS,300,-0.9537688663803755,0.0,-1.7001158791469628,-0.2732974206759798,0.0,0.0,0.39
F,100,gt_only,feasible_rate,300,0.0040885416666666665,0.0,-0.007526041666666667,0.01568033854166668,0.0,0.0,0.17333333333333334
F,100,score,feasible_rate,300,0.00484375,0.0,-0.008466145833333332,0.018333333333333333,0.0,0.0,0.15
F,100,pareto,feasible_rate,300,0.010833333333333334,0.0,-0.007057942708333333,0.028177083333333332,0.0,0.0,0.2
F,100,gt_distance,feasible_rate,300,0.010546875,0.0,-0.0038548177083333334,0.025626302083333337,0.0,0.0,0.16
F,100,old_pc,feasible_rate,300,-0.013645833333333333,0.0,-0.02414192708333333,-0.003957031249999995,0.0,0.0,0.10333333333333333
F,100,gt_only,hard_failure,300,0.005,0.0,-0.0033867187499999995,0.013854166666666667,0.0,0.0,0.11333333333333333
F,100,score,hard_failure,300,-0.003932291666666666,0.0,-0.016432942708333335,0.008699218750000005,0.0,0.0,0.1
F,100,pareto,hard_failure,300,-0.007890625,0.0,-0.023671875,0.00888346354166668,0.0,0.0,0.08666666666666667
F,100,gt_distance,hard_failure,300,-0.004661458333333333,0.0,-0.016771484375,0.007865885416666671,0.0,0.0,0.11
F,100,old_pc,hard_failure,300,0.01171875,0.0,0.004530598958333333,0.019610026041666666,0.0,0.0,0.11666666666666667
F,100,gt_only,EP,300,-0.010093632540684329,0.0,-0.01787890153415229,-0.002581105423754904,-0.004734221819836071,0.0,0.23666666666666666
F,100,score,EP,300,-0.0016946277478937406,0.0,-0.013487316985473414,0.009635268651878094,0.0,0.0,0.30666666666666664
F,100,pareto,EP,300,-0.00046153253297479474,0.0,-0.015262018865511007,0.013205838388334036,0.0,0.0,0.2833333333333333
F,100,gt_distance,EP,300,-0.00044586845151608194,0.0,-0.011641535994864062,0.010421488123808975,0.0,0.0,0.26666666666666666
F,100,old_pc,EP,300,-0.007976505738033938,0.0,-0.015098833442605642,-0.0014617631595556957,0.0,0.0,0.4
F,100,gt_only,TTC,300,-0.00078125,0.0,-0.009716145833333334,0.008206380208333346,0.0,0.0,0.09666666666666666
F,100,score,TTC,300,0.0027604166666666667,0.0,-0.005598958333333333,0.010885416666666667,0.0,0.0,0.09
F,100,pareto,TTC,300,0.013125,0.0,0.00265625,0.024479817708333334,0.0,0.0,0.12
F,100,gt_distance,TTC,300,0.001015625,0.0,-0.006380208333333333,0.00825716145833334,0.0,0.0,0.08
F,100,old_pc,TTC,300,-0.005651041666666667,0.0,-0.012138020833333332,5.208333333333334e-05,0.0,0.0,0.05333333333333334
F,100,gt_only,zero_score_rate,300,0.004114583333333333,0.0,-0.004114583333333333,0.01257877604166667,0.0,0.0,0.10333333333333333
F,100,score,zero_score_rate,300,-0.0022395833333333334,0.0,-0.015,0.009896484375000002,0.0,0.0,0.1
F,100,pareto,zero_score_rate,300,-0.006380208333333333,0.0,-0.021744791666666666,0.008958984375000003,0.0,0.0,0.08333333333333333
F,100,gt_distance,zero_score_rate,300,-0.004895833333333334,0.0,-0.01612109375,0.007761718750000005,0.0,0.0,0.1
F,100,old_pc,zero_score_rate,300,0.010520833333333333,0.0,0.003411458333333333,0.018307291666666666,0.0,0.0,0.11
