token,method,source,count
0424e5fd9a5c5e60,quality_only,Bridge-0.2_mts_8692,4
0424e5fd9a5c5e60,quality_only,GT,1
0424e5fd9a5c5e60,score,apr_9145,14
0424e5fd9a5c5e60,score,Bridge-0.8_apr_9145,2
0424e5fd9a5c5e60,pareto,apr_9145,14
0424e5fd9a5c5e60,pareto,Bridge-0.8_apr_9145,2
0424e5fd9a5c5e60,gt_distance,Bridge-0.4_grpo_9041,4
0424e5fd9a5c5e60,gt_distance,Bridge-0.6_grpo_9041,4
0424e5fd9a5c5e60,gt_distance,Bridge-0.2_apr_9145,4
0424e5fd9a5c5e60,gt_distance,Bridge-0.8_grpo_9041,2
0424e5fd9a5c5e60,gt_distance,grpo_9041,1
0424e5fd9a5c5e60,gt_distance,Bridge-0.4_apr_9145,1
0424e5fd9a5c5e60,old_pc,GT,1
97de4a69dec65c80,conditional_pc,IL-native,16
97de4a69dec65c80,quality_only,IL-native,16
97de4a69dec65c80,score,apr_9145,11
97de4a69dec65c80,score,Bridge-0.8_apr_9145,3
97de4a69dec65c80,score,grpo_9041,2
97de4a69dec65c80,pareto,apr_9145,11
97de4a69dec65c80,pareto,Bridge-0.8_apr_9145,3
97de4a69dec65c80,pareto,grpo_9041,2
97de4a69dec65c80,gt_distance,GT,13
97de4a69dec65c80,gt_distance,mts_8751,3
97de4a69dec65c80,old_pc,IL-native,1
e5a8e75d4450516b,conditional_pc,IL-native,9
e5a8e75d4450516b,conditional_pc,Bridge-0.2_mts_8692,4
e5a8e75d4450516b,conditional_pc,Bridge-0.4_mts_8692,3
e5a8e75d4450516b,quality_only,IL-native,9
e5a8e75d4450516b,quality_only,Bridge-0.2_mts_8692,4
e5a8e75d4450516b,quality_only,Bridge-0.4_mts_8692,3
e5a8e75d4450516b,score,apr_9145,6
e5a8e75d4450516b,score,grpo_9041,4
e5a8e75d4450516b,score,Bridge-0.8_apr_9145,4
e5a8e75d4450516b,score,Bridge-0.8_grpo_9041,2
e5a8e75d4450516b,pareto,apr_9145,6
e5a8e75d4450516b,pareto,grpo_9041,4
e5a8e75d4450516b,pareto,Bridge-0.8_apr_9145,4
e5a8e75d4450516b,pareto,Bridge-0.8_grpo_9041,2
e5a8e75d4450516b,gt_distance,grpo_9041,8
e5a8e75d4450516b,gt_distance,Bridge-0.8_grpo_9041,4
e5a8e75d4450516b,gt_distance,Bridge-0.6_grpo_9041,3
e5a8e75d4450516b,gt_distance,Bridge-0.4_apr_9145,1
e5a8e75d4450516b,old_pc,IL-native,1
4669e83db7965ed0,conditional_pc,IL-native,16
4669e83db7965ed0,quality_only,IL-native,16
4669e83db7965ed0,score,apr_9145,16
4669e83db7965ed0,pareto,apr_9145,11
4669e83db7965ed0,pareto,Bridge-0.8_apr_9145,3
4669e83db7965ed0,pareto,Bridge-0.6_apr_9145,2
4669e83db7965ed0,gt_distance,IL-native,8
4669e83db7965ed0,gt_distance,Bridge-0.2_grpo_9041,4
4669e83db7965ed0,gt_distance,GT,2
4669e83db7965ed0,gt_distance,grpo_9041,1
4669e83db7965ed0,gt_distance,Bridge-0.4_grpo_9041,1
4669e83db7965ed0,old_pc,IL-native,1
00bbc908bd5758e6,conditional_pc,IL-native,11
00bbc908bd5758e6,conditional_pc,Bridge-0.2_mts_8751,2
00bbc908bd5758e6,conditional_pc,Bridge-0.4_mts_8692,2
00bbc908bd5758e6,conditional_pc,Bridge-0.6_mts_8692,1
00bbc908bd5758e6,quality_only,IL-native,11
00bbc908bd5758e6,quality_only,Bridge-0.2_mts_8751,2
00bbc908bd5758e6,quality_only,Bridge-0.4_mts_8692,2
00bbc908bd5758e6,quality_only,Bridge-0.6_mts_8692,1
00bbc908bd5758e6,score,GT,16
00bbc908bd5758e6,pareto,GT,3
00bbc908bd5758e6,pareto,grpo_9041,3
00bbc908bd5758e6,pareto,mts_8751,2
00bbc908bd5758e6,pareto,Bridge-0.2_apr_9145,2
00bbc908bd5758e6,pareto,IL-native,2
00bbc908bd5758e6,pareto,apr_9145,1
00bbc908bd5758e6,pareto,Bridge-0.8_apr_9145,1
00bbc908bd5758e6,pareto,Bridge-0.4_grpo_9041,1
00bbc908bd5758e6,pareto,Bridge-0.6_apr_9145,1
00bbc908bd5758e6,gt_distance,GT,3
00bbc908bd5758e6,gt_distance,IL-native,3
00bbc908bd5758e6,gt_distance,apr_9145,2
00bbc908bd5758e6,gt_distance,Bridge-0.6_apr_9145,2
00bbc908bd5758e6,gt_distance,mts_8751,1
00bbc908bd5758e6,gt_distance,Bridge-0.8_grpo_9041,1
00bbc908bd5758e6,gt_distance,Bridge-0.2_apr_9145,1
00bbc908bd5758e6,gt_distance,Bridge-0.2_grpo_9041,1
00bbc908bd5758e6,gt_distance,grpo_9041,1
00bbc908bd5758e6,gt_distance,Bridge-0.8_mts_8751,1
00bbc908bd5758e6,old_pc,IL-native,11
00bbc908bd5758e6,old_pc,Bridge-0.2_mts_8751,2
00bbc908bd5758e6,old_pc,Bridge-0.4_mts_8692,2
00bbc908bd5758e6,old_pc,Bridge-0.6_mts_8692,1
97f64f5b130055b0,conditional_pc,IL-native,16
97f64f5b130055b0,quality_only,IL-native,16
97f64f5b130055b0,score,mts_8751,12
97f64f5b130055b0,score,apr_9145,4
97f64f5b130055b0,pareto,mts_8751,9
97f64f5b130055b0,pareto,apr_9145,5
97f64f5b130055b0,pareto,Bridge-0.8_mts_8751,1
97f64f5b130055b0,pareto,Bridge-0.8_apr_9145,1
97f64f5b130055b0,gt_distance,IL-native,14
97f64f5b130055b0,gt_distance,GT,2
97f64f5b130055b0,old_pc,IL-native,1
101da9987c395ba4,conditional_pc,IL-native,16
101da9987c395ba4,quality_only,IL-native,16
101da9987c395ba4,score,apr_9145,12
101da9987c395ba4,score,Bridge-0.8_apr_9145,4
101da9987c395ba4,pareto,apr_9145,12
101da9987c395ba4,pareto,Bridge-0.8_apr_9145,4
101da9987c395ba4,gt_distance,apr_9145,8
101da9987c395ba4,gt_distance,Bridge-0.6_apr_9145,4
101da9987c395ba4,gt_distance,Bridge-0.8_apr_9145,3
101da9987c395ba4,gt_distance,grpo_9041,1
101da9987c395ba4,old_pc,IL-native,1
e20db842c987530f,conditional_pc,IL-native,16
e20db842c987530f,quality_only,IL-native,16
e20db842c987530f,score,apr_9145,16
e20db842c987530f,pareto,apr_9145,16
e20db842c987530f,gt_distance,grpo_9041,9
e20db842c987530f,gt_distance,Bridge-0.6_apr_9145,4
e20db842c987530f,gt_distance,Bridge-0.8_grpo_9041,3
e20db842c987530f,old_pc,IL-native,1
d14c834404a75404,conditional_pc,IL-native,9
d14c834404a75404,conditional_pc,mts_8751,4
d14c834404a75404,conditional_pc,Bridge-0.2_mts_8751,2
d14c834404a75404,conditional_pc,Bridge-0.4_mts_8692,1
d14c834404a75404,quality_only,IL-native,9
d14c834404a75404,quality_only,mts_8751,4
d14c834404a75404,quality_only,Bridge-0.2_mts_8751,2
d14c834404a75404,quality_only,Bridge-0.4_mts_8692,1
d14c834404a75404,score,GT,16
d14c834404a75404,pareto,GT,5
d14c834404a75404,pareto,grpo_9041,3
d14c834404a75404,pareto,apr_9145,3
d14c834404a75404,pareto,IL-native,2
d14c834404a75404,pareto,mts_8692,1
d14c834404a75404,pareto,Bridge-0.4_grpo_9041,1
d14c834404a75404,pareto,Bridge-0.6_apr_9145,1
d14c834404a75404,gt_distance,GT,6
d14c834404a75404,gt_distance,grpo_9041,3
d14c834404a75404,gt_distance,apr_9145,3
d14c834404a75404,gt_distance,IL-native,2
d14c834404a75404,gt_distance,Bridge-0.4_grpo_9041,1
d14c834404a75404,gt_distance,Bridge-0.6_apr_9145,1
d14c834404a75404,old_pc,IL-native,9
d14c834404a75404,old_pc,mts_8751,4
d14c834404a75404,old_pc,Bridge-0.2_mts_8751,2
d14c834404a75404,old_pc,Bridge-0.4_mts_8692,1
b20465ed49f953d3,conditional_pc,IL-native,6
b20465ed49f953d3,conditional_pc,Bridge-0.2_mts_8751,4
b20465ed49f953d3,conditional_pc,Bridge-0.2_mts_8692,3
b20465ed49f953d3,conditional_pc,Bridge-0.4_mts_8751,2
b20465ed49f953d3,conditional_pc,GT,1
b20465ed49f953d3,quality_only,IL-native,6
b20465ed49f953d3,quality_only,Bridge-0.2_mts_8751,4
b20465ed49f953d3,quality_only,Bridge-0.2_mts_8692,3
b20465ed49f953d3,quality_only,Bridge-0.4_mts_8751,2
b20465ed49f953d3,quality_only,GT,1
b20465ed49f953d3,score,apr_9145,12
b20465ed49f953d3,score,grpo_9041,2
b20465ed49f953d3,score,Bridge-0.8_apr_9145,2
b20465ed49f953d3,pareto,apr_9145,12
b20465ed49f953d3,pareto,grpo_9041,2
b20465ed49f953d3,pareto,Bridge-0.8_apr_9145,2
b20465ed49f953d3,gt_distance,Bridge-0.4_grpo_9041,4
b20465ed49f953d3,gt_distance,Bridge-0.2_apr_9145,4
b20465ed49f953d3,gt_distance,Bridge-0.2_grpo_9041,4
b20465ed49f953d3,gt_distance,IL-native,3
b20465ed49f953d3,gt_distance,GT,1
b20465ed49f953d3,old_pc,IL-native,1
f6741cbf60265367,conditional_pc,IL-native,16
f6741cbf60265367,quality_only,IL-native,16
f6741cbf60265367,score,mts_8692,8
f6741cbf60265367,score,IL-native,5
f6741cbf60265367,score,Bridge-0.8_mts_8692,2
f6741cbf60265367,score,GT,1
f6741cbf60265367,pareto,mts_8692,8
f6741cbf60265367,pareto,IL-native,5
f6741cbf60265367,pareto,Bridge-0.8_mts_8692,2
f6741cbf60265367,pareto,GT,1
f6741cbf60265367,gt_distance,mts_8692,8
f6741cbf60265367,gt_distance,IL-native,5
f6741cbf60265367,gt_distance,Bridge-0.8_mts_8692,2
f6741cbf60265367,gt_distance,GT,1
f6741cbf60265367,old_pc,IL-native,1
4df92e2616c75be7,conditional_pc,IL-native,6
4df92e2616c75be7,conditional_pc,Bridge-0.2_mts_8751,4
4df92e2616c75be7,conditional_pc,Bridge-0.2_mts_8692,4
4df92e2616c75be7,conditional_pc,Bridge-0.4_mts_8751,2
4df92e2616c75be7,quality_only,IL-native,6
4df92e2616c75be7,quality_only,Bridge-0.2_mts_8751,4
4df92e2616c75be7,quality_only,Bridge-0.2_mts_8692,4
4df92e2616c75be7,quality_only,Bridge-0.4_mts_8751,2
4df92e2616c75be7,score,grpo_9041,16
4df92e2616c75be7,pareto,grpo_9041,4
4df92e2616c75be7,pareto,apr_9145,4
4df92e2616c75be7,pareto,Bridge-0.6_grpo_9041,2
4df92e2616c75be7,pareto,Bridge-0.2_grpo_9041,1
4df92e2616c75be7,pareto,Bridge-0.6_apr_9145,1
4df92e2616c75be7,pareto,Bridge-0.8_apr_9145,1
4df92e2616c75be7,pareto,Bridge-0.4_apr_9145,1
4df92e2616c75be7,pareto,Bridge-0.8_grpo_9041,1
4df92e2616c75be7,pareto,Bridge-0.4_grpo_9041,1
4df92e2616c75be7,gt_distance,Bridge-0.4_grpo_9041,4
4df92e2616c75be7,gt_distance,Bridge-0.6_grpo_9041,4
4df92e2616c75be7,gt_distance,Bridge-0.4_apr_9145,4
4df92e2616c75be7,gt_distance,Bridge-0.6_apr_9145,3
4df92e2616c75be7,gt_distance,Bridge-0.2_grpo_9041,1
4df92e2616c75be7,old_pc,Bridge-0.2_mts_8751,1
b3a6f577c20d5eb3,conditional_pc,IL-native,16
b3a6f577c20d5eb3,quality_only,IL-native,16
b3a6f577c20d5eb3,score,IL-native,16
b3a6f577c20d5eb3,pareto,apr_9145,4
b3a6f577c20d5eb3,pareto,IL-native,3
b3a6f577c20d5eb3,pareto,grpo_9041,3
b3a6f577c20d5eb3,pareto,Bridge-0.6_apr_9145,2
b3a6f577c20d5eb3,pareto,Bridge-0.6_grpo_9041,2
b3a6f577c20d5eb3,pareto,Bridge-0.2_grpo_9041,1
b3a6f577c20d5eb3,pareto,Bridge-0.2_apr_9145,1
b3a6f577c20d5eb3,gt_distance,IL-native,8
b3a6f577c20d5eb3,gt_distance,Bridge-0.8_grpo_9041,2
b3a6f577c20d5eb3,gt_distance,Bridge-0.4_grpo_9041,2
b3a6f577c20d5eb3,gt_distance,Bridge-0.2_grpo_9041,2
b3a6f577c20d5eb3,gt_distance,grpo_9041,1
b3a6f577c20d5eb3,gt_distance,Bridge-0.6_grpo_9041,1
b3a6f577c20d5eb3,old_pc,IL-native,16
d7c39e8608e25e88,conditional_pc,IL-native,16
d7c39e8608e25e88,quality_only,IL-native,16
d7c39e8608e25e88,score,apr_9145,15
d7c39e8608e25e88,score,grpo_9041,1
d7c39e8608e25e88,pareto,apr_9145,11
d7c39e8608e25e88,pareto,Bridge-0.6_apr_9145,2
d7c39e8608e25e88,pareto,Bridge-0.8_apr_9145,2
d7c39e8608e25e88,pareto,grpo_9041,1
d7c39e8608e25e88,gt_distance,Bridge-0.6_apr_9145,4
d7c39e8608e25e88,gt_distance,Bridge-0.4_apr_9145,4
d7c39e8608e25e88,gt_distance,Bridge-0.8_apr_9145,4
d7c39e8608e25e88,gt_distance,apr_9145,3
d7c39e8608e25e88,gt_distance,Bridge-0.8_grpo_9041,1
d7c39e8608e25e88,old_pc,IL-native,1
db42252e1f655f26,conditional_pc,IL-native,13
db42252e1f655f26,conditional_pc,Bridge-0.2_mts_8751,2
db42252e1f655f26,conditional_pc,Bridge-0.2_mts_8692,1
db42252e1f655f26,quality_only,IL-native,13
db42252e1f655f26,quality_only,Bridge-0.2_mts_8751,2
db42252e1f655f26,quality_only,Bridge-0.2_mts_8692,1
db42252e1f655f26,score,GT,16
db42252e1f655f26,pareto,GT,3
db42252e1f655f26,pareto,apr_9145,3
db42252e1f655f26,pareto,grpo_9041,2
db42252e1f655f26,pareto,mts_8751,1
db42252e1f655f26,pareto,IL-native,1
db42252e1f655f26,pareto,Bridge-0.4_apr_9145,1
db42252e1f655f26,pareto,Bridge-0.2_apr_9145,1
db42252e1f655f26,pareto,Bridge-0.6_grpo_9041,1
db42252e1f655f26,pareto,Bridge-0.4_mts_8751,1
db42252e1f655f26,pareto,Bridge-0.6_apr_9145,1
db42252e1f655f26,pareto,mts_8692,1
db42252e1f655f26,gt_distance,GT,4
db42252e1f655f26,gt_distance,apr_9145,3
db42252e1f655f26,gt_distance,IL-native,2
db42252e1f655f26,gt_distance,Bridge-0.4_apr_9145,2
db42252e1f655f26,gt_distance,grpo_9041,1
db42252e1f655f26,gt_distance,mts_8751,1
db42252e1f655f26,gt_distance,Bridge-0.6_grpo_9041,1
db42252e1f655f26,gt_distance,Bridge-0.6_mts_8751,1
db42252e1f655f26,gt_distance,mts_8692,1
db42252e1f655f26,old_pc,IL-native,13
db42252e1f655f26,old_pc,Bridge-0.2_mts_8751,2
db42252e1f655f26,old_pc,Bridge-0.2_mts_8692,1
b4375fa743295bd8,conditional_pc,IL-native,14
b4375fa743295bd8,conditional_pc,Bridge-0.2_mts_8692,2
b4375fa743295bd8,quality_only,IL-native,14
b4375fa743295bd8,quality_only,Bridge-0.2_mts_8692,2
b4375fa743295bd8,score,grpo_9041,16
b4375fa743295bd8,pareto,grpo_9041,14
b4375fa743295bd8,pareto,Bridge-0.8_grpo_9041,2
b4375fa743295bd8,gt_distance,Bridge-0.8_grpo_9041,4
b4375fa743295bd8,gt_distance,Bridge-0.6_grpo_9041,4
b4375fa743295bd8,gt_distance,grpo_9041,3
b4375fa743295bd8,gt_distance,Bridge-0.4_grpo_9041,3
b4375fa743295bd8,gt_distance,mts_8751,1
b4375fa743295bd8,gt_distance,apr_9145,1
b4375fa743295bd8,old_pc,IL-native,1
5b620dbb3b4d5892,conditional_pc,IL-native,14
5b620dbb3b4d5892,conditional_pc,Bridge-0.2_grpo_9041,2
5b620dbb3b4d5892,quality_only,IL-native,14
5b620dbb3b4d5892,quality_only,Bridge-0.2_grpo_9041,2
5b620dbb3b4d5892,score,GT,16
5b620dbb3b4d5892,pareto,GT,16
5b620dbb3b4d5892,gt_distance,GT,16
5b620dbb3b4d5892,old_pc,IL-native,1
9a78f0e3d0335345,score,GT,16
9a78f0e3d0335345,pareto,apr_9145,3
9a78f0e3d0335345,pareto,Bridge-0.8_apr_9145,3
9a78f0e3d0335345,pareto,GT,2
9a78f0e3d0335345,pareto,grpo_9041,2
9a78f0e3d0335345,pareto,Bridge-0.6_grpo_9041,1
9a78f0e3d0335345,pareto,Bridge-0.6_apr_9145,1
9a78f0e3d0335345,pareto,Bridge-0.6_mts_8692,1
9a78f0e3d0335345,pareto,Bridge-0.4_apr_9145,1
9a78f0e3d0335345,pareto,mts_8751,1
9a78f0e3d0335345,pareto,mts_8692,1
9a78f0e3d0335345,gt_distance,GT,7
9a78f0e3d0335345,gt_distance,mts_8751,3
9a78f0e3d0335345,gt_distance,mts_8692,3
9a78f0e3d0335345,gt_distance,Bridge-0.6_mts_8692,1
9a78f0e3d0335345,gt_distance,Bridge-0.8_mts_8751,1
9a78f0e3d0335345,gt_distance,Bridge-0.8_mts_8692,1
9a78f0e3d0335345,old_pc,IL-native,1
576835726a7c57d4,conditional_pc,IL-native,16
576835726a7c57d4,quality_only,IL-native,16
576835726a7c57d4,score,apr_9145,15
576835726a7c57d4,score,mts_8751,1
576835726a7c57d4,pareto,apr_9145,14
576835726a7c57d4,pareto,mts_8751,1
576835726a7c57d4,pareto,Bridge-0.8_mts_8751,1
576835726a7c57d4,gt_distance,GT,12
576835726a7c57d4,gt_distance,Bridge-0.4_mts_8751,1
576835726a7c57d4,gt_distance,Bridge-0.8_mts_8751,1
576835726a7c57d4,gt_distance,Bridge-0.6_mts_8751,1
576835726a7c57d4,gt_distance,mts_8692,1
576835726a7c57d4,old_pc,IL-native,1
23c842d3f001597a,conditional_pc,IL-native,10
23c842d3f001597a,conditional_pc,Bridge-0.2_mts_8692,4
23c842d3f001597a,conditional_pc,Bridge-0.4_mts_8692,2
23c842d3f001597a,quality_only,IL-native,10
23c842d3f001597a,quality_only,Bridge-0.2_mts_8692,4
23c842d3f001597a,quality_only,Bridge-0.4_mts_8692,2
23c842d3f001597a,score,mts_8751,9
23c842d3f001597a,score,Bridge-0.8_mts_8751,4
23c842d3f001597a,score,GT,2
23c842d3f001597a,score,Bridge-0.6_mts_8751,1
23c842d3f001597a,pareto,mts_8751,9
23c842d3f001597a,pareto,Bridge-0.8_mts_8751,4
23c842d3f001597a,pareto,GT,2
23c842d3f001597a,pareto,Bridge-0.6_mts_8751,1
23c842d3f001597a,gt_distance,mts_8751,9
23c842d3f001597a,gt_distance,Bridge-0.8_mts_8751,4
23c842d3f001597a,gt_distance,GT,2
23c842d3f001597a,gt_distance,Bridge-0.6_mts_8751,1
23c842d3f001597a,old_pc,Bridge-0.2_mts_8692,1
db4611f3cf8a5db7,conditional_pc,IL-native,10
db4611f3cf8a5db7,conditional_pc,Bridge-0.4_mts_8692,4
db4611f3cf8a5db7,conditional_pc,Bridge-0.6_mts_8692,2
db4611f3cf8a5db7,quality_only,IL-native,10
db4611f3cf8a5db7,quality_only,Bridge-0.4_mts_8692,4
db4611f3cf8a5db7,quality_only,Bridge-0.6_mts_8692,2
db4611f3cf8a5db7,score,apr_9145,7
db4611f3cf8a5db7,score,Bridge-0.8_apr_9145,4
db4611f3cf8a5db7,score,Bridge-0.6_apr_9145,4
db4611f3cf8a5db7,score,Bridge-0.4_apr_9145,1
db4611f3cf8a5db7,pareto,apr_9145,7
db4611f3cf8a5db7,pareto,Bridge-0.8_apr_9145,4
db4611f3cf8a5db7,pareto,Bridge-0.6_apr_9145,4
db4611f3cf8a5db7,pareto,Bridge-0.4_apr_9145,1
db4611f3cf8a5db7,gt_distance,IL-native,8
db4611f3cf8a5db7,gt_distance,mts_8692,2
db4611f3cf8a5db7,gt_distance,Bridge-0.8_mts_8692,2
db4611f3cf8a5db7,gt_distance,Bridge-0.6_mts_8692,2
db4611f3cf8a5db7,gt_distance,Bridge-0.4_mts_8692,2
db4611f3cf8a5db7,old_pc,IL-native,1
bed1f99d06215f1b,conditional_pc,IL-native,11
bed1f99d06215f1b,conditional_pc,Bridge-0.2_mts_8751,4
bed1f99d06215f1b,conditional_pc,Bridge-0.2_mts_8692,1
bed1f99d06215f1b,quality_only,IL-native,11
bed1f99d06215f1b,quality_only,Bridge-0.2_mts_8751,4
bed1f99d06215f1b,quality_only,Bridge-0.2_mts_8692,1
bed1f99d06215f1b,score,apr_9145,12
bed1f99d06215f1b,score,Bridge-0.8_apr_9145,4
bed1f99d06215f1b,pareto,apr_9145,12
bed1f99d06215f1b,pareto,Bridge-0.8_apr_9145,4
bed1f99d06215f1b,gt_distance,grpo_9041,8
bed1f99d06215f1b,gt_distance,Bridge-0.8_grpo_9041,4
bed1f99d06215f1b,gt_distance,Bridge-0.6_grpo_9041,4
bed1f99d06215f1b,old_pc,IL-native,1
770e1697a0255dc8,conditional_pc,IL-native,6
770e1697a0255dc8,conditional_pc,Bridge-0.4_mts_8692,4
770e1697a0255dc8,conditional_pc,Bridge-0.6_mts_8692,3
770e1697a0255dc8,conditional_pc,Bridge-0.2_mts_8692,2
770e1697a0255dc8,conditional_pc,Bridge-0.8_mts_8692,1
770e1697a0255dc8,quality_only,IL-native,6
770e1697a0255dc8,quality_only,Bridge-0.4_mts_8692,4
770e1697a0255dc8,quality_only,Bridge-0.6_mts_8692,3
770e1697a0255dc8,quality_only,Bridge-0.2_mts_8692,2
770e1697a0255dc8,quality_only,Bridge-0.8_mts_8692,1
770e1697a0255dc8,score,apr_9145,12
770e1697a0255dc8,score,Bridge-0.8_apr_9145,4
770e1697a0255dc8,pareto,apr_9145,12
770e1697a0255dc8,pareto,Bridge-0.8_apr_9145,4
770e1697a0255dc8,gt_distance,mts_8751,6
770e1697a0255dc8,gt_distance,Bridge-0.4_apr_9145,4
770e1697a0255dc8,gt_distance,Bridge-0.2_apr_9145,3
770e1697a0255dc8,gt_distance,Bridge-0.6_apr_9145,1
770e1697a0255dc8,gt_distance,GT,1
770e1697a0255dc8,gt_distance,Bridge-0.8_mts_8751,1
770e1697a0255dc8,old_pc,Bridge-0.2_mts_8692,1
339d5c1111125971,conditional_pc,IL-native,16
339d5c1111125971,quality_only,IL-native,16
339d5c1111125971,score,GT,8
339d5c1111125971,score,apr_9145,5
339d5c1111125971,score,Bridge-0.8_apr_9145,2
339d5c1111125971,score,mts_8751,1
339d5c1111125971,pareto,GT,8
339d5c1111125971,pareto,apr_9145,5
339d5c1111125971,pareto,Bridge-0.8_apr_9145,2
339d5c1111125971,pareto,mts_8751,1
339d5c1111125971,gt_distance,GT,13
339d5c1111125971,gt_distance,apr_9145,1
339d5c1111125971,gt_distance,mts_8751,1
339d5c1111125971,gt_distance,Bridge-0.8_apr_9145,1
339d5c1111125971,old_pc,IL-native,1
4a5cb683d82059f0,conditional_pc,IL-native,11
4a5cb683d82059f0,conditional_pc,Bridge-0.2_mts_8692,4
4a5cb683d82059f0,conditional_pc,Bridge-0.4_mts_8692,1
4a5cb683d82059f0,quality_only,IL-native,11
4a5cb683d82059f0,quality_only,Bridge-0.2_mts_8692,4
4a5cb683d82059f0,quality_only,Bridge-0.4_mts_8692,1
4a5cb683d82059f0,score,grpo_9041,9
4a5cb683d82059f0,score,Bridge-0.2_apr_9145,3
4a5cb683d82059f0,score,Bridge-0.8_grpo_9041,2
4a5cb683d82059f0,score,IL-native,1
4a5cb683d82059f0,score,Bridge-0.6_grpo_9041,1
4a5cb683d82059f0,pareto,grpo_9041,9
4a5cb683d82059f0,pareto,Bridge-0.2_apr_9145,3
4a5cb683d82059f0,pareto,Bridge-0.8_grpo_9041,2
4a5cb683d82059f0,pareto,IL-native,1
4a5cb683d82059f0,pareto,Bridge-0.6_grpo_9041,1
4a5cb683d82059f0,gt_distance,grpo_9041,9
4a5cb683d82059f0,gt_distance,Bridge-0.2_apr_9145,3
4a5cb683d82059f0,gt_distance,Bridge-0.8_grpo_9041,2
4a5cb683d82059f0,gt_distance,IL-native,1
4a5cb683d82059f0,gt_distance,Bridge-0.6_grpo_9041,1
4a5cb683d82059f0,old_pc,IL-native,1
6be7246860e057c8,conditional_pc,IL-native,6
6be7246860e057c8,conditional_pc,GT,3
6be7246860e057c8,conditional_pc,Bridge-0.4_mts_8692,2
6be7246860e057c8,conditional_pc,Bridge-0.2_mts_8751,2
6be7246860e057c8,conditional_pc,Bridge-0.4_mts_8751,1
6be7246860e057c8,conditional_pc,Bridge-0.6_mts_8751,1
6be7246860e057c8,conditional_pc,Bridge-0.2_mts_8692,1
6be7246860e057c8,quality_only,IL-native,6
6be7246860e057c8,quality_only,GT,3
6be7246860e057c8,quality_only,Bridge-0.4_mts_8692,2
6be7246860e057c8,quality_only,Bridge-0.2_mts_8751,2
6be7246860e057c8,quality_only,Bridge-0.4_mts_8751,1
6be7246860e057c8,quality_only,Bridge-0.6_mts_8751,1
6be7246860e057c8,quality_only,Bridge-0.2_mts_8692,1
6be7246860e057c8,score,GT,16
6be7246860e057c8,pareto,GT,5
6be7246860e057c8,pareto,grpo_9041,2
6be7246860e057c8,pareto,apr_9145,2
6be7246860e057c8,pareto,IL-native,2
6be7246860e057c8,pareto,Bridge-0.4_grpo_9041,1
6be7246860e057c8,pareto,Bridge-0.4_apr_9145,1
6be7246860e057c8,pareto,mts_8751,1
6be7246860e057c8,pareto,Bridge-0.6_apr_9145,1
6be7246860e057c8,pareto,Bridge-0.8_apr_9145,1
6be7246860e057c8,gt_distance,GT,5
6be7246860e057c8,gt_distance,IL-native,4
6be7246860e057c8,gt_distance,Bridge-0.4_apr_9145,1
6be7246860e057c8,gt_distance,mts_8751,1
6be7246860e057c8,gt_distance,Bridge-0.6_apr_9145,1
6be7246860e057c8,gt_distance,Bridge-0.2_apr_9145,1
6be7246860e057c8,gt_distance,Bridge-0.4_grpo_9041,1
6be7246860e057c8,gt_distance,mts_8692,1
6be7246860e057c8,gt_distance,Bridge-0.2_grpo_9041,1
6be7246860e057c8,old_pc,IL-native,6
6be7246860e057c8,old_pc,GT,3
6be7246860e057c8,old_pc,Bridge-0.4_mts_8692,2
6be7246860e057c8,old_pc,Bridge-0.2_mts_8751,2
6be7246860e057c8,old_pc,Bridge-0.4_mts_8751,1
6be7246860e057c8,old_pc,Bridge-0.6_mts_8751,1
6be7246860e057c8,old_pc,Bridge-0.2_mts_8692,1
4c31e06f0fc858a0,conditional_pc,IL-native,7
4c31e06f0fc858a0,conditional_pc,Bridge-0.6_mts_8751,3
4c31e06f0fc858a0,conditional_pc,Bridge-0.4_mts_8751,3
4c31e06f0fc858a0,conditional_pc,Bridge-0.2_mts_8751,3
4c31e06f0fc858a0,quality_only,IL-native,7
4c31e06f0fc858a0,quality_only,Bridge-0.6_mts_8751,3
4c31e06f0fc858a0,quality_only,Bridge-0.2_mts_8751,3
4c31e06f0fc858a0,quality_only,Bridge-0.4_mts_8751,3
4c31e06f0fc858a0,score,mts_8692,4
4c31e06f0fc858a0,score,Bridge-0.8_mts_8692,4
4c31e06f0fc858a0,score,Bridge-0.6_mts_8692,3
4c31e06f0fc858a0,score,Bridge-0.4_mts_8692,3
4c31e06f0fc858a0,score,GT,2
4c31e06f0fc858a0,pareto,mts_8692,4
4c31e06f0fc858a0,pareto,Bridge-0.8_mts_8692,4
4c31e06f0fc858a0,pareto,Bridge-0.6_mts_8692,3
4c31e06f0fc858a0,pareto,Bridge-0.4_mts_8692,3
4c31e06f0fc858a0,pareto,GT,2
4c31e06f0fc858a0,gt_distance,mts_8692,4
4c31e06f0fc858a0,gt_distance,Bridge-0.8_mts_8692,4
4c31e06f0fc858a0,gt_distance,Bridge-0.6_mts_8692,3
4c31e06f0fc858a0,gt_distance,Bridge-0.4_mts_8692,3
4c31e06f0fc858a0,gt_distance,GT,2
4c31e06f0fc858a0,old_pc,IL-native,1
ac2dfd95a1e55c5e,conditional_pc,IL-native,7
