step,loss,candidate_or_policy_loss,GT_or_BC_loss,gradient_norm_before_clip,lr,seconds
1,-0.010350961820222437,-0.0019825101073323026,-0.08368451846763492,0.43110954761505127,0.0001,14.252778053283691
2,-0.00759986147750169,0.0005559454893955262,-0.08155807061120868,0.9711156487464905,0.0001,21.309902906417847
3,-0.01142016175435856,0.0008390139919356443,-0.12259175628423691,0.2705041766166687,0.0001,28.7894229888916
4,-0.013949609303381294,-0.0018839597396436147,-0.12065649055875838,0.4738728702068329,0.0001,35.92336058616638
5,-0.011422035298892297,-0.0014662754147138912,-0.09955759788863361,0.34506747126579285,0.0001,43.387595415115356
6,-0.010306067648343742,-0.0009795650985324755,-0.09326502773910761,0.7327818274497986,0.0001,50.671781063079834
7,-0.009465627241297625,-0.001660553811234422,-0.07805073139024898,0.5642096996307373,0.0001,57.866567850112915
8,-0.00885156710864976,0.0017177016561618075,-0.10569268884137273,0.445224404335022,0.0001,65.10462808609009
9,-0.012160835729446262,-0.002390246620052494,-0.09770588856190443,0.2618315517902374,0.0001,72.74592161178589
10,-0.0071413140976801515,0.0009033481110236607,-0.08044662210159004,0.49182865023612976,0.0001,79.97418594360352
11,-0.007507799891754985,0.0014453075539222482,-0.08953107369598001,0.8089017271995544,0.0001,88.30270552635193
12,-0.012927834934089333,-0.002693685019039549,-0.10234150011092424,0.5452401638031006,0.0001,95.52218866348267
13,-0.012705984961939976,1.9732506189029664e-05,-0.12725717131979764,0.5117033123970032,0.0001,102.97893595695496
14,-0.0045738512999378145,0.0006205473036970943,-0.051943984581157565,0.25620943307876587,0.0001,110.76366710662842
15,-0.010050093987956643,-0.0020221301456331275,-0.08027963584754616,0.38845014572143555,0.0001,117.91691589355469
16,-0.01263144623953849,-0.0012029033605358563,-0.11428542528301477,0.3136720657348633,0.0001,125.41870522499084
17,-0.006972327944822609,0.0009775152648217045,-0.07949843184906058,0.5825004577636719,0.0001,132.6662793159485
18,-0.010780917655210942,-0.0007853348179196473,-0.09995583025738597,0.5141280889511108,0.0001,139.4373779296875
19,-0.013485686387866735,6.776655209250748e-05,-0.1355345258489251,0.33878058195114136,0.0001,146.41815948486328
20,-0.013563367683673277,-0.0035601924118964234,-0.10003175167366862,0.37126457691192627,0.0001,154.06067419052124
21,-0.014457245939411223,-0.0012057100830134004,-0.1325153550133109,0.28880712389945984,0.0001,161.2522919178009
22,-0.010273070394759998,-0.0009470239820075221,-0.09326046222122386,0.378629595041275,0.0001,168.6707501411438
23,-0.012066473718732595,-0.0031597785819030832,-0.08906694827601314,0.49043208360671997,0.0001,176.64688181877136
24,-0.013380994962062687,-0.0022607699502259493,-0.11120224604383111,0.32099026441574097,0.0001,183.61179876327515
25,-0.013500977205694653,-0.002995004950207658,-0.10505972377723083,0.3511850833892822,0.0001,191.06611251831055
26,-0.014707316237036139,-0.004104219900909811,-0.10603095917031169,0.531787633895874,0.0001,198.040052652359
27,-0.006723316939314827,0.00013526573275157716,-0.06858582398854196,0.542552649974823,0.0001,205.36192226409912
28,-0.005662285344442353,0.001583080581667673,-0.07245366078859661,0.37287527322769165,0.0001,212.7204041481018
29,-0.005563033133512363,0.0012981925556232454,-0.06861225550528616,0.28451403975486755,0.0001,219.89685344696045
30,-0.012508852290920913,-0.00035590858897194266,-0.12152943480759859,0.35866573452949524,0.0001,227.09889578819275
31,-0.006803750176914036,0.0011508427808166743,-0.07954592793248594,0.27109333872795105,0.0001,234.36040568351746
32,-0.009852710354607552,-0.0006992379348957911,-0.0915347202681005,0.4160914421081543,0.0001,241.54445910453796
33,-0.00680807454045862,0.0021532467835641,-0.08961321081005735,0.503193736076355,0.0001,249.4931674003601
