method,seed,token,gain_AUC,gain_per_100_steps,gain_per_1000_steps_linear_scale_only
conditional_pc,1701,046b1cc13f0d5f9d,0.0,0.0,0.0
conditional_pc,1701,053ae221b0d351f5,4.878388003635898,4.111056728224625,41.11056728224625
conditional_pc,1701,05f01335f6e15d86,0.2719823211730571,-1.5891284664205045,-15.891284664205045
conditional_pc,1701,06f781885ea25f20,-8.26498484902946,-31.68800754299042,-316.8800754299042
conditional_pc,1701,071d2ff38b4855ed,5.751085165411261,3.906929190772942,39.06929190772942
conditional_pc,1701,076f5a91273050e6,0.0,0.0,0.0
conditional_pc,1701,07bd6c8c7de152a6,-75.859375,-100.0,-1000.0
conditional_pc,1701,0827c1c05e0e5596,-7.0572916666666625,1.30208333333335,13.0208333333335
conditional_pc,1701,089107cd2d6354e0,-19.40104166666666,0.0,0.0
conditional_pc,1701,089b0ec6d7d35c09,0.0,0.0,0.0
conditional_pc,1701,095eafbb5c8f5b02,0.03616703436219097,-2.4424484359514906,-24.424484359514906
conditional_pc,1701,09c3d9dbca6455e5,-0.32552083333333215,0.0,0.0
conditional_pc,1701,0a02ef840f2d5d8e,-2.2625473217576935,-3.434307053948018,-34.34307053948018
conditional_pc,1701,0a87bb919dbb58b6,-0.17837355787366888,-1.2091935946178722,-12.091935946178722
conditional_pc,1701,0b9f2aceebbf5003,-23.4375,0.0,0.0
conditional_pc,1701,0eea4103d56352dd,0.0,0.0,0.0
conditional_pc,1701,12115c5ca1215fb7,-0.928077605378666,-0.6976463790504965,-6.976463790504965
conditional_pc,1701,121fdf5f01785268,-3.3620828579694226,-3.1944357910519727,-31.944357910519727
conditional_pc,1701,123b77fa26425ac1,-27.85013475830585,-1.5225602937390477,-15.225602937390477
conditional_pc,1701,130e725a1594571f,-6.225547032454836,-12.289605286812332,-122.89605286812332
conditional_pc,1701,1361ba1955125852,0.24203074390919282,-0.1134967446337356,-1.134967446337356
conditional_pc,1701,1381f484e75c565a,-3.2465957905802214,-2.195442828693757,-21.95442828693757
conditional_pc,1701,13f740d88bf75471,-2.9885668494211677,0.7765807572196621,7.765807572196621
conditional_pc,1701,14d0749e1fc85004,-4.60940354665419,1.5130373969562498,15.130373969562498
conditional_pc,1701,160a7c3cbeee5f8b,0.0,0.0,0.0
conditional_pc,1701,161154cbf4245a3d,-14.746632959172576,-52.933589785495926,-529.3358978549593
conditional_pc,1701,165b4475bd6b5188,-1.9349031936602097,-6.116120114559507,-61.16120114559507
conditional_pc,1701,190b153cfd3b5302,-2.722297782212057,-4.6914335196374,-46.914335196374
conditional_pc,1701,1971c4278e675b9d,-1.6934985213207687,-5.563560161596982,-55.63560161596982
conditional_pc,1701,1b7a2afa56df5d20,-1.1695250070701433,-2.954706178965381,-29.54706178965381
conditional_pc,1701,1ce58516c7675036,0.0,0.0,0.0
conditional_pc,1701,1d0a4f1f6cbd5e38,0.0,0.0,0.0
conditional_pc,1701,1d45b9d20e9d5f92,-0.05334606317769115,-1.0087681826672252,-10.087681826672252
conditional_pc,1701,21249a2d4eb25ed6,0.0,0.0,0.0
conditional_pc,1701,22dddd249c8e5fe4,-0.2910059584606849,0.3067229643238818,3.067229643238818
conditional_pc,1701,2320cdddd8465622,0.0,0.0,0.0
conditional_pc,1701,23724912b8f153f0,-0.4730257950236371,-0.06918651342790838,-0.6918651342790838
conditional_pc,1701,25652aabb1615c8d,1.1939116286862386,1.2662210787344748,12.662210787344748
conditional_pc,1701,25822d3d04305af8,-2.343749999999998,0.0,0.0
conditional_pc,1701,2639525675535145,-0.1153087927704668,-0.6491967461127075,-6.491967461127075
conditional_pc,1701,26e0f72c031b5f07,-0.3940930603537147,-1.5760489756252696,-15.760489756252696
conditional_pc,1701,289087a782995ef0,0.0,0.0,0.0
conditional_pc,1701,28c5133d23575e81,-2.11351599916506,-2.6387814699023835,-26.387814699023835
conditional_pc,1701,2a2403c9b08b53ac,-0.0026093195196608574,-0.5229286406135856,-5.229286406135856
conditional_pc,1701,2ab1b3941f7153cb,-0.13409926867934346,-1.1851847849852533,-11.851847849852533
conditional_pc,1701,2ad520fb925f5ace,2.799367929665167,3.130473083015332,31.304730830153318
conditional_pc,1701,2b07bad4bce156cd,-0.7536453388957334,-2.581013076985627,-25.810130769856272
conditional_pc,1701,2b2663b56a6555a2,48.513660623708205,9.367142494832812,93.67142494832812
conditional_pc,1701,2b9bcbd586b55042,-1.8529474309647094,-1.2733240446183771,-12.733240446183771
conditional_pc,1701,2c772a570884587c,0.0,0.0,0.0
conditional_pc,1701,2ce54722e81a5726,-25.35807291666667,0.0,0.0
conditional_pc,1701,2d1c26e4b5895e96,-2.415343207673794,-3.35054168696405,-33.5054168696405
conditional_pc,1701,2d6b6f9cbf895767,-1.7571548175662224,-2.047782462141086,-20.47782462141086
conditional_pc,1701,2e2bb8bb71265998,1.5990945308099043,0.2030216849247637,2.030216849247637
conditional_pc,1701,2eaf758421aa5190,0.7910096807596012,0.7080355347264771,7.080355347264771
conditional_pc,1701,2f875dc108ed572f,-30.04557291666666,0.0,0.0
conditional_pc,1701,2fbab9ffc3fe5a5d,0.0,0.0,0.0
conditional_pc,1701,2fd40c15042e53d4,0.0,0.0,0.0
conditional_pc,1701,305b1bf4e7f45522,-41.283271832795336,0.1496963143711838,1.496963143711838
conditional_pc,1701,312f7d68b7845c0f,0.0,0.0,0.0
conditional_pc,1701,3138ce4847ee5007,-0.30823476681971373,-0.7804440894452114,-7.804440894452114
conditional_pc,1701,32516745ea1b59ef,-1.1171925515937686,-2.0413209272193313,-20.413209272193313
conditional_pc,1701,3387bab95d41528a,0.28760764566994085,0.4298503107495577,4.298503107495577
conditional_pc,1701,339d5c1111125971,-0.943535934473622,-2.232082986030022,-22.320829860300222
conditional_pc,1701,350714230cb55761,0.0,0.0,0.0
conditional_pc,1701,35e2f788f41851c0,-1.0246188780663033,-1.6063442601404034,-16.063442601404034
conditional_pc,1701,36c5c837df3259f8,-18.69808497474295,-0.115663843210001,-1.15663843210001
conditional_pc,1701,36f37eab352d5150,-0.14873496811898335,0.0,0.0
conditional_pc,1701,377030639621540e,-2.9353390168898,-0.9343751371578861,-9.343751371578861
conditional_pc,1701,377d9bb5bb125691,-1.5683431296151236,-2.4451757257887863,-24.451757257887863
conditional_pc,1701,37ab6257bb545b45,-44.16906677359589,-80.15329793330189,-801.5329793330188
conditional_pc,1701,38cfd81687975661,-8.680058608441476,-8.864602457525606,-88.64602457525606
conditional_pc,1701,39fe00229f7b5ac4,0.5021090959434332,0.005417556068763929,0.05417556068763929
conditional_pc,1701,3a4cfdd4bfa55a5e,-5.249539793556933,-4.776834063316159,-47.768340633161586
conditional_pc,1701,3c297001ef2d5acb,-1.9909054215204165,-3.1598516562712717,-31.598516562712717
conditional_pc,1701,3c30c0c940045ac2,0.6720725012278599,0.052941654960648066,0.5294165496064807
conditional_pc,1701,3e58b4e75b4d5910,0.0,0.0,0.0
conditional_pc,1701,3f67a285648156d8,-1.9962042644072155,-1.788382756634249,-17.88382756634249
conditional_pc,1701,42e6895442ab5601,-0.5955035605043271,-2.2192254901431454,-22.192254901431454
conditional_pc,1701,43df192ed9125ff3,0.0,0.0,0.0
conditional_pc,1701,45e7e76381d85846,-0.03804843787195296,-0.08748308396675952,-0.8748308396675952
conditional_pc,1701,468894d189a75353,0.0,0.0,0.0
conditional_pc,1701,4775f8e1a53d5c6f,2.7343749999999862,5.859374999999986,58.59374999999986
conditional_pc,1701,482b5439cb6c5350,-9.635416666666664,0.0,0.0
conditional_pc,1701,48cf36e2f3e15071,-2.590643180511572,-8.52367114143253,-85.2367114143253
conditional_pc,1701,48d4fcc3437755a8,2.644647379721093,4.391574717921159,43.91574717921159
conditional_pc,1701,4934fe6008f8564b,-3.0727241419138354,-3.0149813567167314,-30.149813567167314
conditional_pc,1701,4a5cb683d82059f0,-2.1269990025503276,-2.0908009735089195,-20.908009735089195
conditional_pc,1701,4a8b4dff75c15a8a,25.703125,50.0,500.0
conditional_pc,1701,4ac0a91fc4dd5ca9,-29.537760416666675,-99.34895833333334,-993.4895833333335
conditional_pc,1701,4af11dadd34359fe,0.0,0.0,0.0
conditional_pc,1701,4bc510a669d8549f,-40.13851321928854,1.3929826729234378,13.929826729234378
conditional_pc,1701,4ce4021236435fc2,-3.440145945005784,-0.9794703524832045,-9.794703524832045
conditional_pc,1701,502320eeaec55d1f,-3.136776821472263,-2.75745741975598,-27.574574197559798
conditional_pc,1701,505c44ea52485f9d,-1.5653775935966323,-1.4872839450017494,-14.872839450017494
conditional_pc,1701,50e0c2fe698655a9,-1.5045237960430762,-3.5158038601339427,-35.15803860133943
conditional_pc,1701,5207306ed1a05de8,0.0,0.0,0.0
conditional_pc,1701,548d6bf7b63459e7,-0.5914766062554385,-3.1284947662784077,-31.284947662784077
conditional_pc,1701,56faab1d1228542e,1.512335420901921,-1.6740781507234175,-16.740781507234175
conditional_pc,1701,570334268a395022,-25.32454667571103,-100.0,-1000.0
conditional_pc,1701,573ac67fb17a5a71,-0.3760569161209837,-1.6156540643478507,-16.156540643478507
conditional_pc,1701,5985ea459f145e5c,-28.49638582728503,-78.71434187283106,-787.1434187283105
conditional_pc,1701,5b3770f00cb55569,-1.6643344066596555,-1.2556658236922118,-12.556658236922118
conditional_pc,1701,5cfcccdb3e3c539b,0.8572810008858,-2.950504778652899,-29.50504778652899
conditional_pc,1701,5d0d7322ddea55ce,-2.8532960557956226,-0.267022817009277,-2.67022817009277
conditional_pc,1701,5d711f77d42054d6,1.709353028001837,1.442335301471033,14.42335301471033
conditional_pc,1701,5fec23f5a5d052cd,-1.4840194945785696,-3.535292219160226,-35.35292219160226
conditional_pc,1701,602d680df54553a2,0.0,0.0,0.0
conditional_pc,1701,60691b9dd3355992,-1.628459839184648,-3.1418880509682765,-31.418880509682765
conditional_pc,1701,6320ecb991675a39,0.3572019415009969,0.908497726293902,9.08497726293902
conditional_pc,1701,635be215dc9d58c3,-0.45175280587199185,-0.2764274896191239,-2.764274896191239
conditional_pc,1701,63dcb963cece5b7d,-2.0986423539405457,0.8019691111053788,8.019691111053788
conditional_pc,1701,65c6face44dc5242,0.0,0.0,0.0
conditional_pc,1701,666ee535a52a5acc,0.0,0.0,0.0
conditional_pc,1701,66d5a6841d835e3a,-1.493303930152584,-0.43269892691964174,-4.326989269196417
conditional_pc,1701,675f0d4dff9c5318,0.0,0.0,0.0
conditional_pc,1701,6848c7497a065ae0,5.199685867959713,5.835482700830653,58.35482700830653
conditional_pc,1701,685c110d6a615ff8,0.0,0.0,0.0
conditional_pc,1701,68f3beae8cd25dba,-0.3045271375479309,-2.2291411261249294,-22.291411261249294
conditional_pc,1701,69cd8ef1721f550d,-37.180989583333336,0.0,0.0
conditional_pc,1701,6b5978b04dc85323,-1.385264097281673,-1.4118339536194497,-14.118339536194497
conditional_pc,1701,6be7246860e057c8,-0.78125,0.0,0.0
conditional_pc,1701,6c0b6e4fdf005a81,-43.32401146354115,-70.02856469846436,-700.2856469846437
conditional_pc,1701,6c0dbda0d8e45ae9,0.0,0.0,0.0
conditional_pc,1701,6ca255559e0350a5,-1.390472401543375,-2.684163820559945,-26.841638205599452
