step,loss,candidate_or_policy_loss,GT_or_BC_loss,gradient_norm_before_clip,lr,seconds
1,0.004653906931707752,0.003907030835762271,0.0029875045256630983,0.42352402210235596,1.0000000000000002e-06,5.33873176574707
2,0.0028690378749161027,0.0009750658809934976,0.00757588826115807,0.4281081259250641,2.0000000000000003e-06,6.433873176574707
3,0.0016675122797096265,0.0016472430752401124,8.10766222230086e-05,0.17463868856430054,3e-06,7.53280782699585
4,0.0029374203586485237,0.002443096811475698,0.0019772939615450014,0.43553003668785095,4.000000000000001e-06,8.630728960037231
5,0.011114528868347406,0.010476353912963532,0.002552699242187373,0.8247596621513367,5e-06,9.724902629852295
6,0.006073794548683509,0.005989416274132964,0.000337514036345965,0.5539776682853699,6e-06,10.820784091949463
7,0.0023900872547528706,0.001984267095394898,0.0016232805635354453,0.4722970724105835,7e-06,11.908558130264282
8,0.003875038426485844,0.003736278184078401,0.0005550409869101713,0.2778913974761963,8.000000000000001e-06,13.001264810562134
9,0.002521502989111468,0.0022007355582900345,0.00128306962278657,0.24030931293964386,9e-06,14.094367504119873
10,0.0028507082161013386,0.002764118049526587,0.0003463606244622497,0.24545423686504364,1e-05,15.189435482025146
11,0.0031790751872904366,0.0016142541535373311,0.006259284268026022,0.32623547315597534,9.999316524962347e-06,16.279908180236816
12,0.006610485623241402,0.006248546982533298,0.0014477547902060905,0.7057011127471924,9.99726628670463e-06,17.374454021453857
13,0.004284598788217409,0.004186216669040732,0.00039352809108095244,0.7273343801498413,9.993849845741525e-06,18.471622228622437
14,0.006117794298916124,0.002877878097933717,0.012959664953996253,0.7596179842948914,9.989068136093873e-06,19.596352100372314
15,0.002568366460764082,0.0019740517891477793,0.0023772586105224036,0.6095817685127258,9.98292246503335e-06,20.69315767288208
16,0.004950126902258489,0.0028154934880149085,0.008538533456885489,0.6200594305992126,9.975414512725058e-06,21.847976446151733
17,0.002414714027509035,0.002369770330915344,0.0001797748032004165,0.42869463562965393,9.966546331768192e-06,22.940048933029175
18,0.007101868410245515,0.002411636203760281,0.018760928878919003,0.6253420114517212,9.956320346634877e-06,24.03211784362793
19,0.0021326478863556986,0.0016257574807241326,0.0020275617941933888,0.31444522738456726,9.944739353007344e-06,25.12022876739502
20,0.002722184388403548,0.0026681366452976363,0.00021619104427372804,0.33934059739112854,9.931806517013612e-06,26.211593866348267
21,0.0048377901330241,0.004602194319886621,0.0009423831343156053,0.22007043659687042,9.917525374361913e-06,28.26486897468567
22,0.00475578702025814,0.0032810764241730794,0.005898842425267503,0.5916882753372192,9.901899829374048e-06,29.36763095855713
23,0.0022574412869289517,0.0010221488500974374,0.004941169787343824,0.489654541015625,9.884934153917998e-06,30.464258909225464
24,0.004746856782730902,0.004631493397027953,0.00046145327360136434,0.9724063277244568,9.86663298624003e-06,31.548951148986816
25,0.00814101861033123,0.007843044950277545,0.0011918952895939583,1.064149260520935,9.847001329696653e-06,32.64053654670715
26,0.004639677237719297,0.004329295828938484,0.001241525619661843,0.24389414489269257,9.826044551386743e-06,33.73414587974548
27,0.003799781552515924,0.003616829735619831,0.0007318068846871029,0.30057626962661743,9.803768380684242e-06,34.82726979255676
28,0.0020860471231571864,0.0020160510030109435,0.0002799844833134557,0.42937546968460083,9.780178907671788e-06,35.928948402404785
29,0.002539946139222593,0.00245837871079857,0.0003262697327954811,0.20007918775081635,9.755282581475769e-06,37.0349645614624
30,0.005970676878860104,0.005413457589384052,0.0022288779027803685,0.5517001748085022,9.729086208503174e-06,38.11937212944031
31,0.006854941799247172,0.006269605912166298,0.0023413433627865743,0.4079650044441223,9.701596950580807e-06,39.20812773704529
32,0.002888209040975198,0.0026546680928731803,0.0009341636477984139,0.4427679479122162,9.672822322997305e-06,40.302584409713745
33,0.0027998137193208095,0.0026473879770492204,0.000609703068221279,0.2785053253173828,9.642770192448537e-06,41.39599919319153
34,0.007334684189117979,0.006116442866186844,0.004872965728281997,0.7228518128395081,9.611448774886925e-06,42.488561153411865
35,0.00392080346136936,0.001965105278941337,0.007822792539627699,0.43566930294036865,9.578866633275289e-06,43.602070331573486
36,0.0044846601977042155,0.0015290388000721578,0.011822485948869144,0.4242408275604248,9.545032675245814e-06,44.70514440536499
37,0.0015779406367073534,0.0015393185258290032,0.0001544883939459396,0.5445722341537476,9.509956150664796e-06,45.82704138755798
38,0.003908788170519983,0.0036009809373354074,0.0012312290282352478,0.4283927381038666,9.473646649103819e-06,46.94737672805786
39,0.0013514202255464625,0.0013335754638319486,7.137911052268464e-05,0.1307327300310135,9.43611409721806e-06,48.041353702545166
40,0.003466164454948739,0.0030543401517206803,0.0016472971026360028,0.2819851040840149,9.397368756032445e-06,49.129318714141846
41,0.00474766211482347,0.004694748717156472,0.00021165345424378756,0.47440558671951294,9.357421218136387e-06,50.21055769920349
42,0.0029632471996592358,0.0028551450195664074,0.0004324088376961299,0.7757941484451294,9.31628240478787e-06,51.29208254814148
43,0.002517717621230986,0.002203744920734607,0.0012558907583297696,0.587078332901001,9.273963562927695e-06,52.3741888999939
44,0.004132571652007755,0.003866837087116437,0.00106293832504889,0.43123680353164673,9.230476262104678e-06,53.45259618759155
45,0.01706619004107779,0.014937865470528777,0.008513297272656928,0.776953399181366,9.185832391312644e-06,54.537824869155884
46,0.004056043431774015,0.0038173091197677422,0.0009549373062327504,0.4992256462574005,9.140044155740102e-06,55.627920150756836
47,0.002520839174394496,0.002368141702390858,0.0006107897324909572,0.5285372138023376,9.093124073433462e-06,56.701908826828
48,0.007882470250478946,0.006004229056998156,0.00751296475482377,0.4235416650772095,9.045084971874738e-06,57.7701849937439
49,0.0043910372332902625,0.0037449976298375987,0.0025841582191787893,0.6892800331115723,8.995939984474624e-06,58.846816539764404
50,0.0024208583490690216,0.002117232163072913,0.0012145048876845976,0.7873682379722595,8.94570254698197e-06,59.93904638290405
51,0.011727463468560018,0.010191963461693376,0.00614200057771086,0.8443880081176758,8.894386393810563e-06,61.02242088317871
52,0.008309692202601582,0.007786029294948094,0.0020946511483543873,0.9978815317153931,8.842005554284296e-06,62.10871195793152
53,0.0029569674770755228,0.002158841823984403,0.0031925024741212837,0.7783939242362976,8.788574348801676e-06,63.19025444984436
54,0.010533000429859385,0.010038290010925266,0.0019788417789641244,0.4403742551803589,8.734107384920771e-06,64.2741219997406
55,0.012919667104142718,0.012580810509462026,0.0013554259576267214,0.6574680209159851,8.67861955336566e-06,65.35508704185486
