metric,contrast,near_mean,far_mean,n,mean,median,ci_low,ci_high,median_ci_low,median_ci_high,win_fraction,cluster_scenes,cluster_ci_low,cluster_ci_high,scene_win_fraction
loss,far_minus_compatible,0.0010523903421189578,0.0013688460323827002,393,0.0003164556902637425,9.398103884450393e-06,6.892582805891509e-05,0.0006431160132412665,6.522099283756688e-06,1.4818009731243365e-05,0.732824427480916,226,6.198127038224036e-05,0.0006260054367536298,0.7699115044247787
gradient_norm,far_minus_compatible,0.3184582684189081,0.40548020043426947,393,0.08702193201536138,0.02497250959277153,0.05773841592450045,0.12156761538038273,0.016866028308868408,0.03236854821443558,0.7150127226463104,226,0.057184253697080585,0.12129692685802915,0.7610619469026548
cosine,far_minus_compatible,0.20717122677181443,0.16235557833960035,393,-0.044815648432214125,-0.013927650836730643,-0.09651343514046766,0.005704809709373304,-0.03038827822865342,-0.004014058714179591,0.43256997455470736,226,-0.10236568665246468,0.007384899438991712,0.42035398230088494
dot,far_minus_compatible,0.00036830091400192835,0.005191385560955896,393,0.004823084646953968,-9.134630090557039e-05,-0.0074619382454811116,0.017504404169941586,-0.0006719221419189125,0.0006398819386959076,0.48854961832061067,226,-0.0085150874271147,0.018298021133260678,0.47345132743362833
predicted_delta_L_ref,far_minus_compatible,-3.6830091400192638e-09,-5.1913855609558943e-08,393,-4.823084646953968e-08,9.134630090557041e-10,-1.811935697871386e-07,7.345676818791209e-08,-5.532391369342802e-09,6.719221419189126e-09,0.5089058524173028,226,-1.859941774326235e-07,8.092811057519842e-08,0.5221238938053098
