step,loss,candidate_or_policy_loss,GT_or_BC_loss,gradient_norm_before_clip,lr,seconds
1,0.0024590482062194496,0.0017121721830335446,0.0029875045256630983,0.3931629955768585,1.0000000000000002e-06,6.190077066421509
2,0.0025216909061782644,0.0005817703804495977,0.007759682237406196,0.21871589124202728,2.0000000000000003e-06,8.039367198944092
3,0.0014711095818711328,0.0014486824875348248,8.97083421023126e-05,0.18168462812900543,3e-06,9.89646315574646
4,0.001763739970556344,0.0011326325311529217,0.0025244297758035827,0.299721896648407,4.000000000000001e-06,11.799788236618042
5,0.0035965108108939603,0.0030207275121938437,0.002303132941506192,0.4686451554298401,5e-06,13.662134885787964
6,0.0009077814434022002,0.0008000036477824324,0.00043111118156957673,0.16711169481277466,6e-06,15.536823034286499
7,0.0008135700190905482,0.0006104430367486202,0.0008125079266392277,0.1779652237892151,7e-06,17.424429893493652
8,0.002297803677720367,0.0021139316668268293,0.0007354880153798149,0.2676553428173065,8.000000000000001e-06,19.31426191329956
9,0.0009717903412820306,0.000743914792110445,0.0009115021332490869,0.0745282843708992,9e-06,21.217520236968994
10,0.0009981002649510629,0.0009174393999273889,0.00032264343371934956,0.16558371484279633,1e-05,23.129892826080322
11,0.0026167801561314263,0.001282043998799054,0.005338944452887517,0.21786810457706451,9.999316524962347e-06,25.0440571308136
12,0.0017069389068637975,0.0013297540172061417,0.0015087395267983084,0.185977503657341,9.99726628670463e-06,26.950326204299927
13,0.0017176057081087492,0.001655488458709442,0.0002484688247932354,0.39380285143852234,9.993849845741525e-06,28.84589958190918
14,0.0058452623525226954,0.0020672111304520513,0.01511220500606214,0.5390329360961914,9.989068136093873e-06,30.749215841293335
15,0.0014164282601996092,0.0006852607511973474,0.00292467008875974,0.17810820043087006,9.98292246503335e-06,32.632582902908325
16,0.00325787979454617,0.001537980946523021,0.006879595408463501,0.1861988604068756,9.975414512725058e-06,34.51073884963989
17,0.001187623032819829,0.0011485494123917306,0.00015629461267963052,0.3027729094028473,9.966546331768192e-06,36.36914277076721
18,0.0060343983823258895,0.0014304052274383139,0.018415973231640237,0.5198700428009033,9.956320346634877e-06,38.24493336677551
19,0.0009078214252440375,0.00035221402504248545,0.0022224295507839997,0.2916330397129059,9.944739353007344e-06,40.1337034702301
20,0.0010830600094777765,0.001029482827107131,0.0002143087417607603,0.32146573066711426,9.931806517013612e-06,42.04564046859741
21,0.002142370711226249,0.001887626722236746,0.00101897592548994,0.2265566736459732,9.917525374361913e-06,44.58745980262756
22,0.0032005747889343183,0.0018534530490796897,0.005388487079471815,0.3202703893184662,9.901899829374048e-06,46.47723364830017
23,0.0019409303858992644,0.00046966363424871815,0.005885066969767649,0.17760679125785828,9.884934153917998e-06,48.368266105651855
24,0.000872847283972078,0.0007785057778164628,0.00037736604281235486,0.2066202014684677,9.86663298624003e-06,50.26216673851013
25,0.002192724099586485,0.0018604547185532283,0.001329077260379563,0.5773659348487854,9.847001329696653e-06,52.15030765533447
26,0.0029931738536106423,0.002671577523869928,0.001286385436742421,0.3515174090862274,9.826044551386743e-06,54.066739320755005
27,0.0013966989445179934,0.001138758147135377,0.001031763134051289,0.22156380116939545,9.803768380684242e-06,55.9955039024353
28,0.0004938873789797071,0.0004095406620763242,0.00033738686488504754,0.27215805649757385,9.780178907671788e-06,57.92840766906738
29,0.0010490128324818215,0.0009005489091578056,0.0005938557465015037,0.2507367730140686,9.755282581475769e-06,59.83525896072388
30,0.0015324881605920382,0.001110348099246039,0.0016885602262846078,0.390918105840683,9.729086208503174e-06,61.77320623397827
31,0.0018263305491927895,0.0007311571207537781,0.004380693679649994,0.348042368888855,9.701596950580807e-06,63.74073767662048
32,0.0011950572661589831,0.001079903432582796,0.00046061529883445473,0.15448994934558868,9.672822322997305e-06,65.67904114723206
33,0.001350175872175896,0.0012630469564101077,0.00034851545615310897,0.3001880645751953,9.642770192448537e-06,67.63465094566345
34,0.0011962558837694814,0.0006319043513940414,0.0022574061249542865,0.2597779631614685,9.611448774886925e-06,69.59212040901184
35,0.0032187749129661825,0.000827832846880483,0.009563768558564334,0.2729930877685547,9.578866633275289e-06,71.53946352005005
36,0.004483574743971985,0.00040632947411722853,0.01630898094845179,0.3166515827178955,9.545032675245814e-06,73.4891574382782
37,0.00045179681274021277,0.0004176338952674996,0.00013665168035004172,0.25756996870040894,9.509956150664796e-06,75.44835758209229
38,0.002251350786536932,0.0019517045802786015,0.0011985848377662478,0.48128196597099304,9.473646649103819e-06,77.35384678840637
39,0.0004996613533876371,0.00046976812609500485,0.00011957290462305536,0.2891882061958313,9.43611409721806e-06,79.33303999900818
40,0.001812082187825581,0.0013277034668135457,0.0019375149465759023,0.304146945476532,9.397368756032445e-06,81.26805543899536
41,0.0026723315349954646,0.0026024507114925655,0.0002795233810957143,0.3036612570285797,9.357421218136387e-06,83.17442512512207
42,0.0004702794585682568,0.00036933636692992877,0.00040377235382038634,0.1666114777326584,9.31628240478787e-06,85.09057712554932
43,0.001191437720990507,0.0008765699531068094,0.0012594709442055319,0.17847469449043274,9.273963562927695e-06,87.0371482372284
44,0.0013868601809008396,0.0011779260712501127,0.0008357362796687084,0.2824506461620331,9.230476262104678e-06,88.95132446289062
45,0.005739496094975038,0.00279935943081,0.011760547667108767,0.5049124360084534,9.185832391312644e-06,90.86949706077576
46,0.0013491930258169305,0.0010410292397864396,0.0012326552150625503,0.20452125370502472,9.140044155740102e-06,92.78840899467468
47,0.001571936645632377,0.0011308551920592436,0.0017643258752286783,0.395425945520401,9.093124073433462e-06,94.68779253959656
48,0.0027513662698765984,0.001247858202077623,0.006014032011080417,0.5570745468139648,9.045084971874738e-06,96.53146266937256
49,0.002059863776594284,0.001353681500404491,0.002824729120675329,0.30789604783058167,8.995939984474624e-06,98.4072322845459
50,0.0005512000152521068,0.00034077050258929376,0.0008417180442847894,0.2878689765930176,8.94570254698197e-06,100.30090975761414
51,0.002652123450388899,0.0012823927518184064,0.005478922512338613,0.26611271500587463,8.894386393810563e-06,102.1744499206543
52,0.0016847668812260963,0.0012693304834101582,0.0016617455457890173,0.243683323264122,8.842005554284296e-06,104.05391025543213
53,0.0010320357923774282,0.0006518293030239874,0.0015208259435439686,0.4189247786998749,8.788574348801676e-06,105.95279693603516
54,0.003501261546261958,0.002985959325087606,0.0020612083990272367,0.4565165936946869,8.734107384920771e-06,107.88043928146362
55,0.0022661473194602877,0.001995749242269085,0.0010815924269991228,0.27306246757507324,8.67861955336566e-06,109.74657964706421
56,0.0015863151838857448,0.0015538809439021861,0.00012973708771824022,0.3300773501396179,8.622126023955446e-06,111.64711046218872
57,0.0011036611867893953,0.0009041653784152004,0.000797983210759412,0.12526080012321472,8.564642241456986e-06,113.51046895980835
58,0.0009279218065785244,0.0006704146153424517,0.0010300286908204725,0.15990763902664185,8.506183921362443e-06,115.37949395179749
59,0.008495206502630026,0.0013561443684011465,0.02855624914263899,0.48406803607940674,8.446767045592829e-06,117.25725722312927
60,0.000562224697205238,0.0003182046457368415,0.0009760802086020703,0.3117031455039978,8.386407858128707e-06,119.13248705863953
61,0.003235673750168644,0.0021612507553072646,0.004297692304589873,0.4719967842102051,8.325122860569243e-06,121.00134921073914
62,0.0007125442825781647,0.000636411694358685,0.0003045303642466024,0.19247755408287048,8.262928807620843e-06,122.89405345916748
63,0.0017722185439197347,0.0007197297663878999,0.00420995511080946,0.21356862783432007,8.199842702516582e-06,124.79565858840942
64,0.0009827796020545065,0.0009119006826949771,0.0002835156319633825,0.14766356348991394,8.135881792367686e-06,126.71310639381409
65,0.0022296296556305606,0.0015646122701582499,0.0026600694918670342,0.21120516955852509,8.071063563448341e-06,128.64767241477966
66,0.0009049967411556281,0.0006196556560098543,0.0011413643187552225,0.17989221215248108,8.005405736415127e-06,130.59611821174622
67,0.0011950175612582825,0.0010660492334864102,0.0005158733765711077,0.23261059820652008,7.938926261462368e-06,132.52645993232727
68,0.00187074683708488,0.0011605427544054692,0.0028408163552740007,0.2403193712234497,7.871643313414718e-06,134.4194028377533
69,0.0016241166886175051,0.0014520389440804138,0.0006883109390400932,0.17949263751506805,7.803575286758365e-06,136.34148049354553
70,0.00040250527490570676,0.0003715676939464174,0.0001237503288393782,0.19700518250465393,7.734740790612137e-06,138.27620458602905
71,0.0013056302777840756,0.0011643226243904792,0.0005652307681884849,0.176991268992424,7.66515864363997e-06,140.23684430122375
72,0.0015129731436900329,0.0011776801366067957,0.00134117203583628,0.36919841170310974,7.594847868906076e-06,142.1582543849945
73,0.000731422110220592,0.0003708186068251962,0.001442414060363717,0.1932886689901352,7.523827688674219e-06,144.0659258365631
74,0.0012736413846141659,0.0010800998643389903,0.0007741661061118066,0.1272684931755066,7.45211751915254e-06,145.99538445472717
75,0.0004247335200489033,0.0003235596996091772,0.0004046952831231465,0.12181369215250015,7.379736965185369e-06,147.92135310173035
76,0.0005426405514299404,0.00046328054304467514,0.0003174400280840928,0.21655753254890442,7.30670581489344e-06,149.8795883655548
77,0.0019061719485762296,0.001132698101173446,0.0030938953987060813,0.2986737787723541,7.233044034264034e-06,151.81981778144836
78,0.0013712735617446015,0.0009534065293337335,0.0016714681460143765,0.1795465052127838,7.158771761692464e-06,153.7686586380005
79,0.011797331233537989,0.00046531871521438006,0.04532804972222948,0.5973740220069885,7.083909302476453e-06,155.67787194252014
80,0.0009246063764294377,0.000901617811905453,9.195433176500956e-05,0.26680177450180054,7.008477123264849e-06,157.60410284996033
81,0.001007980225040228,0.0009144933537754696,0.00037394747778307647,0.36501508951187134,6.932495846462262e-06,159.55244183540344
82,0.0014993568438512739,0.000823428681542282,0.002703712651054957,0.4319353997707367,6.855986244591104e-06,161.49100399017334
83,0.001388982815115014,0.0011645092818071134,0.0008978940604720265,0.42713791131973267,6.778969234612583e-06,163.43459343910217
84,0.0018647047436388675,0.001490011303758365,0.001498773633102246,0.3326079249382019,6.701465872208215e-06,165.35454678535461
85,0.004481128453335259,0.0005603582958428888,0.015683080998314836,0.3709198832511902,6.6234973460234184e-06,167.2932116985321
86,0.0007490487550967373,0.0006627671136811841,0.0003451265624789812,0.1549108326435089,6.545084971874738e-06,169.24680876731873
87,0.0008259932019427652,0.0007528145260948804,0.00029271460334712174,0.12355992197990417,6.466250186922325e-06,171.19252634048462
88,0.0008375370416615624,0.0006236302078832523,0.0008556273160138517,0.2345728874206543,6.387014543809225e-06,173.12687826156616
89,0.0033063629543903517,0.0004656746459659189,0.01136275319277047,0.4296092092990875,6.3073997047691e-06,175.05982446670532
