step,loss,candidate_or_policy_loss,GT_or_BC_loss,gradient_norm_before_clip,lr,seconds
1,0.002450958208555676,0.0017040820721376804,0.0029875045256630983,0.36409085988998413,1.0000000000000002e-06,6.294180870056152
2,0.0023672926304243447,0.00044675958633888513,0.00768213196687384,0.21271610260009766,2.0000000000000003e-06,8.134594440460205
3,0.00141066886135377,0.0013900700796511956,8.239497969952936e-05,0.15565139055252075,3e-06,10.003929138183594
4,0.0015528103172073315,0.0009807255846681073,0.002288338688231306,0.2423282265663147,4.000000000000001e-06,11.89667534828186
5,0.0062377641297644,0.005646080997394165,0.002366732693189988,0.5127270817756653,5e-06,13.782267332077026
6,0.0007288011570381059,0.0006372120292326144,0.000366356516678934,0.187935471534729,6e-06,15.667115449905396
7,0.0008396106532018166,0.0005415234554675408,0.0011923488516458747,0.32674291729927063,7e-06,17.55420970916748
8,0.0023450567341569695,0.002196170783463458,0.0005955437668490049,0.3199070990085602,8.000000000000001e-06,19.464752674102783
9,0.001050639669301745,0.0007581792933706311,0.0011698415543150986,0.19152146577835083,9e-06,21.38304042816162
10,0.0010288864923495566,0.0009407893735442485,0.00035238849159213714,0.09478244185447693,1e-05,23.26976728439331
11,0.00236312364359037,0.0009170002440441749,0.005784493707778893,0.17589576542377472,9.999316524962347e-06,25.16792321205139
12,0.0017487782824900933,0.0013686493839486502,0.001520515686024737,0.1747940480709076,9.99726628670463e-06,27.080883502960205
13,0.0029315598440007307,0.002847544610631303,0.00033606130091357045,0.626011312007904,9.993849845741525e-06,29.0022931098938
14,0.005261405374767492,0.0018253023808938451,0.013744412011419627,0.64950031042099,9.989068136093873e-06,30.910531997680664
15,0.001491486866143532,0.0009332763856946258,0.0022328419659061183,0.2706679701805115,9.98292246503335e-06,32.81145262718201
16,0.003559191160093178,0.0015790235556778498,0.007920670405837882,0.3232000172138214,9.975414512725058e-06,34.70999836921692
17,0.0013723504307563417,0.0013361042529140832,0.0001449846827199508,0.20763041079044342,9.966546331768192e-06,36.615931272506714
18,0.004912568900181213,0.0012513429319369607,0.014644904140368453,0.5452961325645447,9.956320346634877e-06,38.534783124923706
19,0.0008217099484681967,0.00037437187347677536,0.0017893523313432524,0.27100056409835815,9.944739353007344e-06,40.47360014915466
20,0.0012631292775040492,0.0012012856077490142,0.00024737471107982856,0.30796200037002563,9.931806517013612e-06,42.40717816352844
21,0.0023036773682179046,0.00207139008489321,0.0009291490384839562,0.26180240511894226,9.917525374361913e-06,45.27453279495239
22,0.0028199745502206497,0.001719087178571499,0.004403549226026371,0.36151787638664246,9.901899829374048e-06,47.208396911621094
23,0.002224030893557938,0.0006362349804476253,0.006351183565129759,0.24831289052963257,9.884934153917998e-06,49.155537128448486
24,0.004817313496459974,0.004716592831755406,0.00040288258242071606,0.718611478805542,9.86663298624003e-06,51.101691246032715
25,0.0020308760304033058,0.0016801510955701815,0.0014028995146873058,0.5789738297462463,9.847001329696653e-06,53.04346227645874
