step,loss,candidate_or_policy_loss,GT_or_BC_loss,gradient_norm_before_clip,lr,seconds
1,-0.012507146690040827,-0.003042538132831396,-0.09464608412235975,0.23346088826656342,0.0001,14.578842878341675
2,-0.011387557795387693,0.0007030373471934581,-0.12090594720211811,0.7170860767364502,0.0001,21.912850379943848
3,-0.01262276730267331,-0.0042361647510915645,-0.08386602072278038,0.4478859007358551,0.0001,28.813491821289062
4,-0.010458384233061224,-0.0001162335333901865,-0.10342150460928679,0.2043668031692505,0.0001,36.310333251953125
5,-0.011125205783173442,-0.0022410173260141164,-0.08884188475713017,0.521220326423645,0.0001,43.94924855232239
6,-0.009902451129164547,-0.0014370794942806242,-0.08465371304191649,0.4767940938472748,0.0001,51.0103816986084
7,-0.006325252616079524,0.0015502933383686468,-0.0787554585840553,0.20241650938987732,0.0001,58.045716762542725
8,-0.01111207966459915,0.0006693819486827124,-0.11781461397185922,0.24360711872577667,0.0001,65.51065111160278
9,-0.009413580439286307,-0.00017240124725503847,-0.09241178911179304,0.46597346663475037,0.0001,72.59706449508667
10,-0.009652455686591566,-0.00029091760370647535,-0.09361537732183933,0.4683332145214081,0.0001,79.86833477020264
11,-0.011238759121624753,0.0003213284508092329,-0.11560087185353041,0.3966599106788635,0.0001,88.32011389732361
12,-0.009160076959233265,-0.0037358190926397583,-0.054242575948592275,0.2361387461423874,0.0001,95.66723990440369
13,-0.0080624342081137,0.0010203428391832858,-0.0908277714625001,0.2221844345331192,0.0001,102.93273568153381
14,-0.009082847507670522,-6.600915367016569e-05,-0.09016838134266436,0.3684512674808502,0.0001,110.62425184249878
15,-0.012639619992114604,-0.0006416790565708652,-0.11997940577566624,0.4265315532684326,0.0001,117.71778559684753
16,-0.008186903840396553,0.0016152601601788774,-0.09802163951098919,0.23802867531776428,0.0001,124.99901413917542
17,-0.006699690653476864,0.0009384557415614836,-0.07638146332465112,0.4870798885822296,0.0001,132.73644351959229
18,-0.007805874047335237,0.0005891927198717894,-0.08395066624507308,0.18815025687217712,0.0001,139.9080138206482
19,-0.006910403186338954,-0.0002771399995253887,-0.06633262941613793,0.3316652476787567,0.0001,147.4198558330536
20,-0.011009178837412037,-0.0009719560002849903,-0.10037222818937153,0.48003578186035156,0.0001,154.90600728988647
21,-0.006645591289270669,0.0011750802223104984,-0.07820671238005161,0.4226652681827545,0.0001,162.09813690185547
22,-0.012472164235077798,-0.0009621800827517291,-0.11509983940050006,0.38122987747192383,0.0001,169.17008519172668
23,-0.014456006814725697,-0.0022498291946249083,-0.1220617750659585,0.31420716643333435,0.0001,176.6208028793335
24,-0.011382854834664613,-0.0004262027214281261,-0.10956651903688908,0.38676634430885315,0.0001,184.2704951763153
25,-0.006288089614827186,0.00030986069759819657,-0.0659794993698597,0.1934303641319275,0.0001,191.14595866203308
26,-0.0058828534674830735,0.0005167752970010042,-0.06399628636427224,0.35479846596717834,0.0001,198.82672095298767
27,-0.012139763159211725,-0.0007392145953417639,-0.11400548368692398,0.376397043466568,0.0001,206.38077521324158
28,-0.010415854718303308,-6.29075184406247e-05,-0.10352947004139423,0.3382702171802521,0.0001,214.1162395477295
29,-0.010196191200520843,0.0005787486779809115,-0.10774939646944404,0.3992035984992981,0.0001,221.3798270225525
30,-0.008992599017801695,0.0007573582388431532,-0.09749957011081278,0.2675478756427765,0.0001,228.43320202827454
31,-0.011894942377693951,-0.0004336730344220996,-0.11461269203573465,0.4211830496788025,0.0001,235.71723079681396
32,-0.01195300673134625,-0.0013657745821546996,-0.10587231896352023,0.4679579734802246,0.0001,242.88636541366577
33,-0.008689645794220269,0.001737356222292874,-0.10427001910284162,0.37721526622772217,0.0001,250.3022220134735
34,-0.008971443952759728,-0.00031204745755530894,-0.08659396262373775,0.3903089463710785,0.0001,257.84235191345215
35,-0.00875725649530068,-0.0020071832768735476,-0.06750073004513979,0.3386662006378174,0.0001,265.1881582736969
36,-0.010475467483047396,0.0003132741985609755,-0.10788741242140532,0.4137745201587677,0.0001,272.26645827293396
37,-0.005621666205115616,0.002989908341987757,-0.08611574536189437,0.4281544089317322,0.0001,279.5657753944397
38,-0.01323006022721529,-0.001664029092353303,-0.11566030932590365,0.39097848534584045,0.0001,286.70229029655457
39,-0.006511771178338677,-0.001438227589460439,-0.050735433120280504,0.5301775932312012,0.0001,294.09621381759644
40,-0.006875698687508702,0.0010431312221044209,-0.07918829869595356,0.4345780909061432,0.0001,301.6072406768799
41,-0.010353257530368865,-3.731445758603513e-05,-0.10315942857414484,0.12076324969530106,0.0001,308.68690752983093
42,-0.012790135690011084,-0.0007782496941217687,-0.12011885922402143,0.28456681966781616,0.0001,315.55755138397217
43,-0.007610780710820109,0.00016308060730807483,-0.0777386105619371,0.6400365233421326,0.0001,322.55244755744934
44,-0.009050662156369071,0.0011196952109457925,-0.10170357243623585,0.6625246405601501,0.0001,329.7505123615265
45,-0.006767051061615348,0.0001838974731072085,-0.069509482011199,0.4108772575855255,0.0001,336.6652822494507
46,-0.009835164295509458,-0.0012266948542674072,-0.08608469227328897,0.26363152265548706,0.0001,343.9261178970337
47,-0.006241594848688692,0.0016744837048463523,-0.07916078472044319,0.3672678768634796,0.0001,350.90894842147827
48,-0.00860195470158942,-0.0002574566678958945,-0.08344497787766159,0.5097867846488953,0.0001,358.8840661048889
49,-0.013778830645605922,-0.003589214707062638,-0.10189615469425917,0.3987061083316803,0.0001,366.1839020252228
50,-0.0088980634463951,0.0002555760584073141,-0.0915363933891058,0.392327219247818,0.0001,373.3647606372833
51,-0.01299646875122562,-0.0007024839869700372,-0.1229398469440639,0.34660759568214417,0.0001,381.4786117076874
52,-0.015135601453948766,-0.004250037032761611,-0.10885564470663667,0.19572792947292328,0.0001,388.74721217155457
53,-0.005760150437708944,0.003108677890850231,-0.0886882811319083,0.37575575709342957,0.0001,395.6171259880066
54,-0.010772282956168056,-0.0008127156324917451,-0.0995956698898226,0.522459089756012,0.0001,402.9144752025604
55,-0.011844425986055285,-0.0015131443942664191,-0.10331281274557114,0.41969728469848633,0.0001,409.94164419174194
56,-0.010003852483350784,0.0011191425764991436,-0.11122995102778077,0.32325658202171326,0.0001,418.1171793937683
57,-0.013707131671253592,-0.003387683638720773,-0.10319447808433324,0.22688205540180206,0.0001,425.1270127296448
58,-0.011630408640485257,-0.0025595606330170995,-0.09070847858674824,0.1962723731994629,0.0001,432.67233872413635
59,-0.010083014232804999,5.793423770228401e-05,-0.10140948509797454,0.33134421706199646,0.0001,439.53180837631226
60,-0.008062155829975381,-0.00030268966293078847,-0.0775946595822461,0.43472373485565186,0.0001,447.01151871681213
61,-0.012119202932808548,-0.001306266432038683,-0.10812936554430053,0.40144845843315125,0.0001,453.90096640586853
62,-0.00905975530622527,0.00019942749713663943,-0.0925918273278512,0.4157111942768097,0.0001,461.08216643333435
63,-0.009757632040418684,-0.00019756326219066978,-0.09560068510472775,0.16838248074054718,0.0001,468.1137216091156
64,-0.012497595103923231,-0.002361706538067665,-0.1013588821515441,0.24404782056808472,0.0001,475.36959624290466
65,-0.012438217177987099,-0.0010491110660950653,-0.11389105906710029,0.3162408769130707,0.0001,482.25595450401306
66,-0.009461477828153875,-0.0011287097077001818,-0.08332767814863473,0.45576658844947815,0.0001,490.9260025024414
67,-0.011540097606484778,-0.0011755534724215977,-0.10364544321782887,0.2942291498184204,0.0001,497.89201259613037
68,-0.00995548820355907,-0.0013856536097591743,-0.08569834427908063,0.2060198336839676,0.0001,505.18512201309204
69,-0.007508421258535236,-0.0018763404950732365,-0.05632080393843353,0.5678827166557312,0.0001,512.0920262336731
70,-0.013282313593663275,-0.002345451037399471,-0.10936862230300903,0.20028755068778992,0.0001,519.4900088310242
71,-0.010324307775590569,0.00019109063759970013,-0.10515397973358631,0.355218768119812,0.0001,526.4795722961426
72,-0.011657365073915571,-0.0010266430363117252,-0.10630721878260374,0.4339321553707123,0.0001,533.5182178020477
73,-0.008608598873252049,-0.0021823927891091444,-0.06426206015748903,0.34717485308647156,0.0001,540.4821860790253
74,-0.010544865857809782,0.00014333578292280436,-0.10688201419543475,0.5218394994735718,0.0001,547.9023468494415
75,-0.011592435068450868,-0.00017183572344947606,-0.11420599278062582,0.14150188863277435,0.0001,555.1284909248352
76,-0.017414371599443257,-0.004659617305151187,-0.12754753977060318,0.5178419351577759,0.0001,562.4927303791046
77,-0.008639305480755866,-0.0011038113188988063,-0.07535494270268828,0.6394526958465576,0.0001,570.8369407653809
78,-0.011688909406075254,-0.001158503808255773,-0.10530405445024371,0.5328955054283142,0.0001,577.8043324947357
79,-0.010909994234680198,-0.001205702679726528,-0.09704291424714029,0.371409147977829,0.0001,584.9406523704529
80,-0.013335879484657198,-0.0010418453050533572,-0.12294034007936716,0.1472553312778473,0.0001,592.2912707328796
81,-0.012471182591980323,-0.002366148335568141,-0.10105034126900136,0.34143969416618347,0.0001,599.505784034729
82,-0.008466933155432343,0.000814789003925398,-0.09281721664592624,0.46583834290504456,0.0001,606.6781160831451
83,-0.007480165542801842,0.0014549121042364277,-0.08935077441856265,0.5700333714485168,0.0001,613.7398552894592
84,-0.007808812952134758,0.002767002981272526,-0.10575815849006176,0.6083500981330872,0.0001,621.4123122692108
85,-0.01281453255796805,-0.0017325052394880913,-0.11082026967778802,0.39729610085487366,0.0001,628.4924545288086
86,-0.010055191727587953,-0.0015318546502385288,-0.08523336984217167,0.2692544460296631,0.0001,635.4269518852234
87,-0.010824694894836284,-0.0022160665539558977,-0.08608628099318594,0.30253711342811584,0.0001,642.421507358551
88,-0.008874016057234257,-0.004197221504000481,-0.04676794551778585,0.24983283877372742,0.0001,649.5014221668243
89,-0.010865898744668812,-0.0014796080595260719,-0.09386290679685771,0.2770456373691559,0.0001,656.1793448925018
90,-0.010897023894358426,-0.0019964335533586564,-0.0890059028606629,0.194517120718956,0.0001,662.9581685066223
91,-0.011259815364610404,-0.000538394640898332,-0.10721420380286872,0.27901923656463623,0.0001,669.6176393032074
92,-0.007456491934135556,-0.0008590362558607012,-0.06597455299925059,0.3750526010990143,0.0001,676.4115161895752
93,-0.012222537596244365,-0.00047119325608946383,-0.1175134414806962,0.3697297275066376,0.0001,683.1531913280487
94,-0.010782435012515634,-0.001292281735004508,-0.09490153309889138,0.2911875247955322,0.0001,690.2684020996094
95,-0.011527483235113323,-0.0008417880490014795,-0.10685694741550833,0.3156340420246124,0.0001,697.0306465625763
96,-0.015491546713747084,-0.0022483074017145555,-0.132432390935719,0.5146355628967285,0.0001,703.9536373615265
97,-0.012794534966815263,-0.0027850020796904573,-0.10009532887488604,0.37328100204467773,0.0001,710.9023637771606
98,-0.0145218932593707,-0.004228969708492514,-0.10292923240922391,0.21844084560871124,0.0001,717.920583486557
99,-0.011954150744713843,0.00044530851891977363,-0.12399459443986416,0.38499003648757935,0.0001,724.698648929596
