protocol,near_region,metric,contrast,near_mean,far_mean,n,mean,median,ci_low,ci_high,median_ci_low,median_ci_high,win_fraction,cluster_scenes,cluster_ci_low,cluster_ci_high,scene_win_fraction
primary,boundary,diffusion_loss,far_minus_compatible,0.0012262408854439,0.002601871965453,3209,0.001375631043762,5.398067878559232e-05,0.0010146243261679,0.0017689319513361,4.77395806228742e-05,6.1030290089547656e-05,0.7793705204113431,885,0.0008676816042972,0.0019565793449408,0.8112994350282486
primary,boundary,loss_t20,far_minus_compatible,0.0003531089751049,0.000889447517693,3209,0.0005363385267029,7.318393909372389e-05,0.0004463993705788,0.0006283786060394,6.830687925685197e-05,8.049627649597824e-05,0.7961981925833593,885,0.0003599608784304,0.0007169367604011,0.8576271186440678
primary,boundary,loss_t50,far_minus_compatible,6.711279274895787e-05,0.0001293244713451,3209,6.221166956361884e-05,8.119493941194378e-06,5.180725921811651e-05,7.328821993704492e-05,7.292648660950363e-06,8.901068213162944e-06,0.7616079775631037,885,4.281738043788369e-05,8.385247749212927e-05,0.8022598870056498
primary,boundary,loss_t80,far_minus_compatible,2.5591014491510577e-05,3.189354538335465e-05,3209,6.302532299165961e-06,8.153874659910798e-07,5.204706602868144e-06,7.4843319163411e-06,7.143808034015819e-07,9.154982762993312e-07,0.6749766282330945,885,4.319314187479484e-06,8.53314810952776e-06,0.7435028248587571
primary,boundary,E_rec,far_minus_compatible,0.2130434662103653,0.2491556704044342,3209,0.0361121921440491,0.0225825309753417,0.0341663620546436,0.0381924757448943,0.0209880014881491,0.0242094993591308,0.8392022436896229,885,0.0338873392880004,0.0386030346918771,0.8892655367231639
primary,boundary,return_rate,far_minus_compatible,0.9344032408850108,0.8867767736574219,3209,-0.047626467227589,0.0,-0.0521969460891243,-0.0431598628856341,0.0,0.0,0.0405110626363353,885,-0.0529051744759582,-0.0427757104416419,0.0576271186440678
