token,method,count,PDMS,q_holdout,policy_distance_knn,r_knn,maha_ratio,d_GT,local_feasible
23e39302332152b2,conditional_pc,16,93.30678092547416,79.4921875,0.06562195036627563,1.291315491437532,1.4984014738873443,0.12092480806946393,1.0
23e39302332152b2,quality_only,16,93.30678092547416,79.4921875,0.06562195036627563,1.291315491437532,1.4984014738873443,0.12092480806946393,1.0
23e39302332152b2,score,16,96.84449747396911,100.0,0.8341869891775933,16.415217406190536,10.09936340688481,0.9756687618622324,1.0
23e39302332152b2,pareto,16,96.84449747396911,100.0,0.8341869891775933,16.415217406190536,10.09936340688481,0.9756687618622324,1.0
23e39302332152b2,gt_distance,16,94.51974418514492,99.853515625,0.278933390222064,5.488879953468289,4.808672055509306,0.3177099613069766,1.0
23e39302332152b2,old_pc,1,93.55198611032073,91.40625,0.07484991903439449,1.4729044083948986,1.6562757241828436,0.10843265670158238,1.0
411a748874035630,conditional_pc,16,100.0,65.087890625,0.04128775721193993,1.114676154831141,1.090180995984772,0.4044507320118156,1.0
411a748874035630,quality_only,16,100.0,65.087890625,0.04128775721193993,1.114676154831141,1.090180995984772,0.4044507320118156,1.0
411a748874035630,score,16,100.0,100.0,0.2452134846366641,6.6202100241109,4.9094007251015075,0.03279480134124377,1.0
411a748874035630,pareto,16,100.0,96.826171875,0.24279405049226016,6.554890768935387,6.6823553628609975,0.3944426163407512,0.9375
411a748874035630,gt_distance,16,100.0,93.26171875,0.23024766690355486,6.216166760655995,6.491778680738106,0.3535613181070959,0.9375
411a748874035630,old_pc,16,100.0,65.087890625,0.04128775721193993,1.114676154831141,1.090180995984772,0.4044507320118156,1.0
79ebfc1d85bf5a51,conditional_pc,16,83.86116911520502,68.115234375,0.0240959643336581,1.1010165301417687,1.0904134911231202,0.7470663534454545,1.0
79ebfc1d85bf5a51,quality_only,16,83.86116911520502,68.115234375,0.0240959643336581,1.1010165301417687,1.0904134911231202,0.7470663534454545,1.0
79ebfc1d85bf5a51,score,16,85.57174667959485,100.0,0.33464196855989625,15.290790356498368,20.96374603644038,1.0424783934487991,1.0
79ebfc1d85bf5a51,pareto,16,85.57174667959485,100.0,0.33464196855989625,15.290790356498368,20.96374603644038,1.0424783934487991,1.0
79ebfc1d85bf5a51,gt_distance,16,82.09425828981881,100.0,0.1630841673532696,7.4518023671517035,2.4928636106486275,0.38555746205178737,1.0
79ebfc1d85bf5a51,old_pc,1,84.61695686895993,85.9375,0.02618247635977366,1.1963554922717838,0.9736240683533008,0.8453924743063219,1.0
40808270ce205b83,conditional_pc,16,95.71927875466625,56.591796875,0.03430094862009775,1.0578069616474524,1.0866094802955581,0.5667091311261668,1.0
40808270ce205b83,quality_only,16,95.71927875466625,56.591796875,0.03430094862009775,1.0578069616474524,1.0866094802955581,0.5667091311261668,1.0
40808270ce205b83,score,16,97.19593977923046,100.0,0.9357953111199947,28.85899179475676,15.117783463957021,1.6265463061398382,1.0
40808270ce205b83,pareto,16,97.19593977923046,100.0,0.9357953111199947,28.85899179475676,15.117783463957021,1.6265463061398382,1.0
40808270ce205b83,gt_distance,16,95.50616522987525,49.21875,0.03280304911557967,1.011613238515285,1.071367556549987,0.46166052676495406,1.0
40808270ce205b83,old_pc,1,95.96708957015406,50.0,0.03232913437503868,0.9969981817329233,1.0301385004649397,0.6805555246413597,1.0
86208267d61253c0,conditional_pc,16,100.0,74.169921875,0.04499220081679861,1.1719667673557705,1.1140653451043274,0.1577872117984851,1.0
86208267d61253c0,quality_only,16,100.0,74.169921875,0.04499220081679861,1.1719667673557705,1.1140653451043274,0.1577872117984851,1.0
86208267d61253c0,score,16,100.0,99.21875,0.10252280684040393,2.670536678173053,2.939011145356607,0.032727802800206166,1.0
86208267d61253c0,pareto,16,100.0,96.337890625,0.3341878547049394,8.704998925544352,8.375321543176334,0.3930406118188602,1.0
86208267d61253c0,gt_distance,16,100.0,95.41015625,0.23875004006048986,6.219013686284985,6.440319907293826,0.2872188447552605,1.0
86208267d61253c0,old_pc,16,99.9995232412908,75.634765625,0.04538038746934973,1.1820783388739864,1.1134325753197327,0.15852199160531233,1.0
f8268857204e554e,conditional_pc,16,90.76031407582823,50.29296875,0.045040854715557334,1.0436801137342937,1.0277329119360141,0.3656007839089389,1.0
f8268857204e554e,quality_only,16,90.76031407582823,50.29296875,0.045040854715557334,1.0436801137342937,1.0277329119360141,0.3656007839089389,1.0
f8268857204e554e,score,16,91.54651699834989,100.0,0.47556216291828346,11.019657051730954,8.482743639912432,0.8470449037481376,0.75
f8268857204e554e,pareto,16,91.54651699834989,100.0,0.47556216291828346,11.019657051730954,8.482743639912432,0.8470449037481376,0.75
f8268857204e554e,gt_distance,16,91.20719191585533,100.0,0.2282311827275219,5.288539665844681,6.051698024027454,0.41271849631847934,0.453125
f8268857204e554e,old_pc,1,91.00418491717717,94.53125,0.06464307086485503,1.4978998062632807,1.4625261632243225,0.38422966480935605,1.0
1bf169a6aaf65858,conditional_pc,16,100.0,75.439453125,0.03678865727818602,1.1772729604214969,1.2007775326160135,0.12754659403904806,1.0
1bf169a6aaf65858,quality_only,16,100.0,75.439453125,0.03678865727818602,1.1772729604214969,1.2007775326160135,0.12754659403904806,1.0
1bf169a6aaf65858,score,16,100.0,98.14453125,0.06490050656793343,2.0768795915090603,2.3027988761863174,0.03272870094026625,1.0
