method,seed,step,PDMS,feasible_rate,hard_failure,zero_score_rate,EP,NC,DAC,TTC,DDC,Comfort,pairwise_ADE,Spread_AUC,center_shift,CRN_policy_change_ADE,D_positive,IL_retention_loss,candidate_fitting_loss,Hit1,Hit8,Hit16,Hit64
gt_distance,1701,0,92.7806436930076,0.93234375,0.024427083333333332,0.024375,0.8828239902988492,0.9909895833333333,0.9822916666666667,0.9666666666666667,0.9791927083333334,1.0,0.17851809104717375,0.14939394349135127,0.18654703695327043,0.0,0.10520408647755781,0.0016845453889710053,0.00573172789320824,0.30375,0.4737915869557573,0.5024951171345368,0.53
gt_distance,1701,10,88.87109765576383,0.8765104166666666,0.06260416666666667,0.06145833333333333,0.844581768273565,0.97265625,0.9619270833333333,0.9444791666666666,0.9605989583333333,0.9963541666666667,0.3520420930151452,0.2945216252265958,0.441729634453853,0.4455038477977117,0.18499447420239448,0.011542114055882848,0.01483029407497573,0.24359375,0.39907745343794543,0.43345222766918445,0.4766666666666667
gt_distance,1701,50,90.98604747716495,0.885,0.05057291666666667,0.04572916666666667,0.8835194122665969,0.9765885416666666,0.9731770833333333,0.9415104166666667,0.9682552083333333,1.0,0.215199405751182,0.17913504360133864,0.5633584317068259,0.47516591802239416,0.1171728028357029,0.007244077204394065,0.010072656640744148,0.375625,0.47244202227315724,0.48890300535207576,0.5066666666666667
gt_distance,1701,100,92.85236825364588,0.9236458333333334,0.02828125,0.02609375,0.8895416487960996,0.9873697916666667,0.9841666666666666,0.9615104166666667,0.9756510416666667,1.0,0.20546954291610064,0.17270451873287063,0.4346999167650938,0.3944499816993872,0.10517155200242996,0.004951329533186785,0.007923310157154143,0.25526041666666666,0.3719167767871192,0.4044674236030881,0.4533333333333333
gt_distance,1701,110,92.95550260645547,0.9217708333333333,0.029270833333333333,0.02625,0.8940529200528267,0.9868229166666667,0.9840625,0.96,0.9751822916666667,1.0,0.20688196430251443,0.1737382275442197,0.4448106181124846,0.3558427750815948,0.11200289331376552,0.004977736873136488,0.007849950925907857,0.30854166666666666,0.44383042224598596,0.4684382358791909,0.5033333333333333
gt_distance,2903,0,92.7321882069731,0.93640625,0.023802083333333335,0.02375,0.8785464753006876,0.9908854166666666,0.9825,0.9693229166666667,0.98,1.0,0.1676414179748717,0.14062337400444164,0.14670512522260348,0.0,0.09407713467876117,0.001495045433866764,0.00575980956781135,0.23994791666666668,0.4176464030252202,0.4534422714368972,0.5066666666666667
gt_distance,2903,10,90.57011375859202,0.9038541666666666,0.04973958333333333,0.0490625,0.8641983552062084,0.989140625,0.9571354166666667,0.9674479166666666,0.9771875,1.0,0.22451618531485135,0.18708320555745223,0.5287054406603178,0.49378089427947996,0.12294038278361162,0.008075712785882084,0.012085283586444954,0.26557291666666666,0.41461075991893065,0.45199002297205576,0.51
gt_distance,2903,50,93.55703049053695,0.9380729166666667,0.01921875,0.019166666666666665,0.888167725660872,0.99125,0.9885416666666667,0.97421875,0.9745833333333334,1.0,0.2529973034621625,0.20892926529382833,0.4445906375348568,0.3987259043008089,0.12611291574935118,0.006514549930475368,0.009653968473527735,0.2315625,0.33057902059990696,0.3591574395286266,0.4
gt_distance,2903,100,94.0342763883165,0.9388541666666667,0.018125,0.0178125,0.8984200579992356,0.9905208333333333,0.98984375,0.9725,0.9759895833333333,1.0,0.20462064164545044,0.17210522653760452,0.4086890112111966,0.3384321029732625,0.11315008610486985,0.004913663264532033,0.008012277408997761,0.310625,0.4383815921026233,0.47294087279444097,0.53
gt_distance,2903,110,93.90572628329957,0.9389583333333333,0.018072916666666668,0.017708333333333333,0.8959110478773389,0.991015625,0.9894270833333333,0.97234375,0.97625,1.0,0.19823206294970996,0.1665593544080251,0.4045158162464698,0.33312311622003715,0.10803893079360326,0.004711282601990282,0.007902175649796846,0.285625,0.39862382108885847,0.42834144355112574,0.48333333333333334
gt_only,1701,0,92.52056613753629,0.9390104166666666,0.023541666666666666,0.023489583333333335,0.8693529623008712,0.9908854166666666,0.98296875,0.9725520833333333,0.9794270833333333,1.0,0.1691863972999385,0.14228546492993283,0.12205874065558116,0.0,0.08604036637892326,0.0014041952969044166,0.004042859148549797,0.15317708333333332,0.3030747716978055,0.3409741693275217,0.38666666666666666
gt_only,1701,10,87.02440881662525,0.86296875,0.07973958333333334,0.07494791666666667,0.8204762433294134,0.967109375,0.9519791666666667,0.93796875,0.9592447916666667,0.9967708333333334,0.360151288098814,0.3016849761174534,0.5272854549189409,0.5011867408951124,0.16362432459990184,0.01102032754746991,0.013208380644985786,0.18942708333333333,0.30024647554620393,0.3381461704408513,0.3933333333333333
gt_only,1701,50,91.67285499278924,0.9054166666666666,0.04296875,0.04015625,0.8852805080113189,0.9795572916666667,0.97578125,0.9492708333333333,0.9731770833333333,0.9998958333333333,0.20917348604952377,0.17444719425192903,0.498617821931839,0.4823478231330713,0.11593973204493523,0.006603371422806958,0.0088573562791377,0.3542708333333333,0.46599578104903133,0.4844049750383705,0.51
gt_only,1701,100,92.84588958056673,0.9280208333333333,0.026458333333333334,0.024322916666666666,0.885307538042163,0.988359375,0.9846354166666667,0.9638020833333333,0.9761979166666667,1.0,0.20715884915541202,0.17432070641380154,0.43298715613782407,0.39503579162061214,0.09725263473888238,0.004615357720678427,0.006738070725696162,0.22098958333333332,0.3000811584106784,0.32635798663742976,0.37
gt_only,1701,110,92.85084947489835,0.9252083333333333,0.028125,0.025260416666666667,0.8889692051618202,0.9874739583333333,0.98421875,0.9614583333333333,0.9759635416666667,1.0,0.2075287758987927,0.17456786917975237,0.40782726267973585,0.37362395669023196,0.10638245408733686,0.004546508457087839,0.006722658841487525,0.24640625,0.3566665098680365,0.3899703755748271,0.43333333333333335
gt_only,2903,0,92.32897125767714,0.9377083333333334,0.024583333333333332,0.024583333333333332,0.865780726850918,0.9904947916666667,0.9809895833333333,0.9721354166666667,0.9790625,1.0,0.16406050863880445,0.13788012988226414,0.15708464150317014,0.0,0.07857377681881189,0.0014625763537659965,0.004020661486928413,0.12692708333333333,0.26518370112028467,0.3015416251601523,0.3466666666666667
gt_only,2903,10,89.23651228351913,0.8915625,0.058125,0.056614583333333336,0.8482960864711258,0.9867708333333334,0.9508333333333333,0.9593229166666667,0.9784375,1.0,0.22820605346556566,0.1894930771161959,0.4172995789845784,0.44629062215487164,0.11363284123440584,0.008069820363737866,0.01096050340779281,0.19427083333333334,0.3016204721514749,0.3413147689522929,0.42
gt_only,2903,50,92.6661474883875,0.9311979166666666,0.025416666666666667,0.025364583333333333,0.8754111367255585,0.9884635416666666,0.9850520833333334,0.9711979166666667,0.9723697916666667,1.0,0.2426564432971237,0.20085082605896568,0.43050452252229054,0.364364219630758,0.1053811535735925,0.005998038091887186,0.008014029641732728,0.19822916666666668,0.2600893890520962,0.27926966823957455,0.32
gt_only,2903,100,93.95122318354905,0.9430208333333333,0.017552083333333333,0.0175,0.8921783147385105,0.9909635416666667,0.98984375,0.9764583333333333,0.97609375,1.0,0.20579273936960285,0.1727297953045307,0.37994282064338525,0.34221953829129537,0.10847413336237272,0.004457993891658513,0.006625949374914247,0.24515625,0.3453722119350934,0.3797834874464173,0.44333333333333336
gt_only,2903,110,93.85764818027629,0.9434375,0.016927083333333332,0.016875,0.8897866813266311,0.9915364583333334,0.9898958333333333,0.9763020833333333,0.9764583333333333,1.0,0.19980218057360852,0.16745506794597217,0.41702912921706836,0.3460834747056166,0.10106207543363174,0.004413713224705399,0.006569722533919654,0.22661458333333334,0.3104644070858402,0.3371529060453309,0.37666666666666665
official_il,1701,0,92.2064791073072,0.9402083333333333,0.027760416666666666,0.027760416666666666,0.8636950819087061,0.988359375,0.9784375,0.97453125,0.979921875,1.0,0.1468926758707547,0.12386025713910497,0.0,0.0,0.0736763954286774,0.000977528155459808,0.00432068902469755,0.1040625,0.2897144178775744,0.33038848870768145,0.37666666666666665
official_il,1701,10,87.46905342178435,0.87015625,0.07614583333333333,0.0728125,0.8229259198614087,0.96671875,0.9552604166666666,0.9415104166666667,0.9594270833333334,0.9992708333333333,0.262185047362881,0.2184025897799353,0.4563879706710577,0.46596119210124015,0.10522010289132595,0.010480158836977959,0.013684076295855144,0.18072916666666666,0.27084781327432167,0.3043740623678021,0.35333333333333333
official_il,1701,50,92.1559582387348,0.91203125,0.03802083333333333,0.035104166666666665,0.887957009193978,0.980078125,0.9783854166666667,0.9515104166666667,0.9738020833333333,1.0,0.20192342700114105,0.16899479230046469,0.4877550991376241,0.48749463985363645,0.10858491768439611,0.0061157869869551485,0.008792068726324941,0.3318229166666667,0.442728527430835,0.4663381825245137,0.49
official_il,1701,100,92.50483200618685,0.9263541666666667,0.02984375,0.027708333333333335,0.8800899264818175,0.9853125,0.9833333333333333,0.9625,0.976640625,1.0,0.1900717453820463,0.1601809923604492,0.3969188555330038,0.40021261403958003,0.08741373685499032,0.004254623132002659,0.0068141909174058435,0.21078125,0.28785827371659706,0.3121777575844941,0.36
official_il,1701,110,92.53659039508835,0.9227604166666666,0.030885416666666665,0.028333333333333332,0.8845708778154536,0.9850520833333334,0.9827083333333333,0.9596875,0.9762239583333333,1.0,0.18934432015662667,0.15950698757791565,0.36808290200928845,0.371297029380997,0.0971727395306031,0.004175998372083238,0.006787846092847758,0.2396875,0.347414952394371,0.38144835875491023,0.43666666666666665
official_il,2903,0,92.2064791073072,0.9402083333333333,0.027760416666666666,0.027760416666666666,0.8636950819087061,0.988359375,0.9784375,0.97453125,0.979921875,1.0,0.1468926758707547,0.12386025713910497,0.0,0.0,0.0736763954286774,0.000977528155459808,0.00432068902469755,0.1040625,0.2897144178775744,0.33038848870768145,0.37666666666666665
official_il,2903,10,91.18027482524528,0.91640625,0.041302083333333336,0.041041666666666664,0.8648213874725532,0.9906770833333334,0.9634375,0.97078125,0.9792708333333333,1.0,0.20091357066209,0.16726585071228176,0.4744838037590186,0.47902658969163897,0.10856600393851598,0.007542046260784143,0.010995600739649187,0.22270833333333334,0.35286537725070677,0.38846225741576396,0.43333333333333335
official_il,2903,50,93.28202909591285,0.94359375,0.019895833333333335,0.01984375,0.8793989066352417,0.9884635416666666,0.98984375,0.9729166666666667,0.9755989583333333,1.0,0.25373463371305616,0.20979623993896318,0.3868329999347528,0.3944987527281046,0.11410846710205078,0.005636159303210964,0.008093335215041103,0.19578125,0.2669510104093939,0.289689989942725,0.32666666666666666
official_il,2903,100,93.78385244854853,0.9400520833333333,0.019427083333333334,0.019375,0.8924010004318313,0.9912760416666667,0.98765625,0.9730208333333333,0.9765364583333334,1.0,0.19188074193795748,0.16117075890233548,0.35771043407420317,0.3618054246157408,0.10417261319855849,0.004153782883692922,0.006711541439581197,0.26395833333333335,0.37194358209076295,0.4031600797192867,0.46
official_il,2903,110,93.68306753016134,0.94140625,0.019114583333333334,0.0190625,0.889596745723872,0.9913802083333333,0.9878645833333334,0.9733333333333334,0.97703125,1.0,0.18560983175967977,0.15560438452516603,0.35812826675673326,0.3601906241973241,0.09731092338760694,0.003992417839470666,0.006550400325868395,0.24020833333333333,0.3388847352212169,0.3650957866037788,0.4066666666666667
old_pc,1701,0,92.71242403129328,0.9380729166666667,0.023645833333333335,0.023645833333333335,0.876119010084372,0.9902083333333334,0.9825,0.9696875,0.9798177083333334,1.0,0.13811537192473436,0.1162581911845286,0.12182664034267267,0.0,0.07831537090241909,0.0010824758050311327,0.0010575905789926324,0.22151041666666665,0.38215400935361826,0.4184327679853527,0.47333333333333333
old_pc,1701,10,87.02931468942899,0.8633854166666667,0.08088541666666667,0.07708333333333334,0.8211735117963922,0.965078125,0.9525,0.9371875,0.9588541666666667,0.9979166666666667,0.2713182430776312,0.22576847129012323,0.42821038628617925,0.4544212772945563,0.11401923733452955,0.010076435686783044,0.010072051311920708,0.193125,0.28444936487816586,0.3171627696694454,0.36333333333333334
old_pc,1701,50,91.94597967704654,0.9097395833333334,0.039114583333333335,0.03578125,0.8885673182587229,0.9809375,0.9786979166666666,0.9486458333333333,0.97578125,1.0,0.19261924818148424,0.16035403665825929,0.48033861733973027,0.43917395144701005,0.10466568186879158,0.006067034326001704,0.00578642979254558,0.32598958333333333,0.4384138987468878,0.46516817521764625,0.5033333333333333
old_pc,1701,100,92.8499927374089,0.9302083333333333,0.027916666666666666,0.025989583333333333,0.8863425340311469,0.987421875,0.9844270833333333,0.9639583333333334,0.9779427083333333,1.0,0.18299848446030953,0.15392281282249615,0.3846375821530819,0.37553896533946196,0.09048266078035037,0.004389261857367425,0.0041523691805196,0.22802083333333334,0.3119514042280883,0.3393293130835206,0.38666666666666666
old_pc,1701,110,92.88070046299701,0.92703125,0.028802083333333332,0.02625,0.8906333013780113,0.987265625,0.9840104166666667,0.9613541666666666,0.9777864583333333,1.0,0.18199710487438517,0.1530270346731433,0.3939085956911246,0.3479041106750568,0.09698848385363817,0.004406193704456882,0.004056400904689023,0.26317708333333334,0.3810063942915926,0.4085165656384385,0.4533333333333333
old_pc,2903,0,92.17378086200905,0.9344791666666666,0.02802083333333333,0.02802083333333333,0.8688478240215506,0.9888541666666667,0.97796875,0.9697395833333333,0.9799739583333333,1.0,0.1342576877977455,0.11313867363261428,0.09719642617118855,0.0,0.07303305715322495,0.001039256423360809,0.0010708608612217988,0.17442708333333334,0.3452493879739139,0.3770109801300277,0.4033333333333333
old_pc,2903,10,90.0275499373843,0.90046875,0.05161458333333333,0.05067708333333333,0.8581507818305564,0.988359375,0.9556770833333333,0.961875,0.9802864583333334,1.0,0.19942915286747706,0.16515096797014747,0.48781070818503697,0.4439983489612738,0.10599884952108066,0.008069514213178385,0.00765603847297219,0.22541666666666665,0.3561917517651139,0.3906811438386459,0.43666666666666665
old_pc,2903,50,93.17507698588702,0.9378125,0.022604166666666668,0.0225,0.8824970988220453,0.9894010416666666,0.9861979166666667,0.9722395833333334,0.9765625,1.0,0.2325680460686535,0.19233200826761568,0.36043004095554354,0.3629385849336783,0.11417931656042735,0.005715648467119839,0.005666324992344016,0.22552083333333334,0.31498861290700275,0.34069366333758067,0.38333333333333336
old_pc,2903,100,94.04723326538702,0.9413020833333333,0.018958333333333334,0.01885416666666667,0.8972915883421018,0.9903125,0.9891145833333334,0.9749479166666667,0.9766145833333333,1.0,0.18700513133034133,0.15651070840807413,0.38640373239914577,0.35491102136671543,0.10575685088833173,0.004401385812222808,0.004110915421745934,0.30911458333333336,0.44057839787803127,0.47522469810907497,0.5266666666666666
old_pc,2903,110,93.9318561103843,0.9416145833333334,0.018489583333333334,0.0184375,0.8946405883158898,0.9910677083333334,0.9888020833333333,0.9749479166666667,0.9769270833333333,1.0,0.18215747249747663,0.1522163687363737,0.3697597159941991,0.3478466803828875,0.10144744463264942,0.004196121902788453,0.003992761487291621,0.2761458333333333,0.3923202668606966,0.42573302864952794,0.49
pareto,1701,0,93.23866053214468,0.9253645833333334,0.024375,0.02390625,0.9012122277714721,0.9907552083333333,0.98328125,0.9583333333333334,0.9791666666666666,1.0,0.19801906524068888,0.16580966434633543,0.41072294178108376,0.0,0.12033391398688158,0.0026478897878831377,0.008592340317091829,0.5075520833333333,0.5621242486844201,0.5663023281994587,0.5733333333333334
pareto,1701,10,87.11370463168932,0.8466666666666667,0.08666666666666667,0.08182291666666666,0.8410069610722506,0.9634375,0.9477604166666667,0.9247395833333333,0.95828125,0.99609375,0.39458151225914856,0.33104064203574607,0.5867288675159216,0.4029383809367816,0.21442904487252235,0.011820552295566812,0.015805229373121014,0.34958333333333336,0.4966220336204724,0.514484009534882,0.54
pareto,1701,50,91.52024617437657,0.8958333333333334,0.04927083333333333,0.0440625,0.8911907631104631,0.97734375,0.9748958333333333,0.9466145833333334,0.9711458333333334,1.0,0.2172852025653148,0.18152406182194322,0.6665061764419079,0.4130868822087844,0.12338647209107875,0.008102439616886841,0.011887210438629458,0.4313020833333333,0.5105847001579992,0.5236192269036227,0.54
pareto,1701,100,93.46253863250757,0.9261979166666666,0.02671875,0.02411458333333333,0.9013858841873965,0.9871614583333334,0.9866145833333333,0.9620833333333333,0.9748697916666667,1.0,0.2197964262590701,0.18537275019977617,0.5079834481825432,0.3878401702394088,0.1222651689251264,0.005796750941281062,0.00979416068032151,0.38,0.47473220287356727,0.4917874685158723,0.5266666666666666
pareto,1701,110,93.57212313909358,0.9244270833333333,0.027552083333333335,0.023802083333333335,0.9061530925515016,0.9869010416666667,0.9865625,0.9604166666666667,0.9747916666666666,1.0,0.22125369829099342,0.18638347727184357,0.569657264923056,0.33581166391571365,0.1265969253331423,0.00600361383134062,0.009565081968321464,0.42078125,0.5071084466486808,0.5250590253048018,0.5433333333333333
pareto,2903,0,92.9418651245183,0.9228125,0.02640625,0.025989583333333333,0.896136012988439,0.9910677083333334,0.9808333333333333,0.9603125,0.9780729166666666,1.0,0.19286985009611912,0.16167345732991184,0.3716883744796117,0.0,0.11524626264969508,0.0026184957610752234,0.008482151248131528,0.4844791666666667,0.5534987834447611,0.5583018766489374,0.5666666666666667
pareto,2903,10,89.47308965093224,0.87765625,0.06177083333333333,0.060260416666666664,0.869390609955707,0.9867447916666666,0.9486458333333333,0.9489583333333333,0.978203125,1.0,0.24444580278377917,0.2033067103728886,0.7637716126441956,0.5068101215362549,0.13873623378574848,0.010118658634613288,0.014579298790971128,0.40125,0.5002312937493784,0.5144744994596816,0.5333333333333333
pareto,2903,50,93.80670133991126,0.93453125,0.019166666666666665,0.018802083333333334,0.8941992209638527,0.9924479166666667,0.9883333333333333,0.9750520833333334,0.9726302083333334,1.0,0.2734767761766298,0.22665718219559003,0.44399904114504657,0.40562054644028345,0.14461529557903607,0.007108335439434844,0.011448980224959087,0.28828125,0.41912643728256954,0.45529577632502777,0.5033333333333333
pareto,2903,100,94.06625193932156,0.9316145833333334,0.022708333333333334,0.020572916666666666,0.9063431942370884,0.9891927083333333,0.9875,0.9691145833333333,0.9735677083333333,1.0,0.22117171143561629,0.18680711711820444,0.5692033888647954,0.30553941667079926,0.12686565736929575,0.006145192420449348,0.009509173679737918,0.4139583333333333,0.5055985581226782,0.5245882902526056,0.5433333333333333
pareto,2903,110,94.05351436544137,0.9330729166666667,0.0215625,0.019583333333333335,0.9046371125171714,0.98984375,0.9879166666666667,0.97015625,0.9740625,1.0,0.21201007076291156,0.1788489874677145,0.5252727278818686,0.30046903118491175,0.11942331939935684,0.005777414249319766,0.009473191051389829,0.39651041666666664,0.4823872079181053,0.5026969314122154,0.5333333333333333
score,1701,0,92.8468911939821,0.92015625,0.0275,0.026979166666666665,0.897783721988904,0.990390625,0.9802083333333333,0.9566145833333334,0.9788541666666667,0.9999479166666667,0.19391245840700846,0.16270739033483914,0.39919115730871757,0.0,0.11803168808420499,0.0024948500142947336,0.006891333309325181,0.5016666666666667,0.5571910541933461,0.5622001664496823,0.57
score,1701,10,87.62286136457502,0.8575520833333333,0.08,0.07708333333333334,0.842526915796942,0.9664583333333333,0.95078125,0.9311979166666666,0.960546875,0.99671875,0.39438229348562925,0.33111589724392937,0.5159667582064867,0.4244422945876916,0.2094717481235663,0.01092659385062537,0.01396930185641395,0.31515625,0.47755392216139486,0.5042047974702025,0.5366666666666666
score,1701,50,91.11495167618543,0.8855208333333333,0.051875,0.04671875,0.8893326195677528,0.9768489583333333,0.9726041666666667,0.9413541666666667,0.9689322916666666,1.0,0.21537353703521395,0.1799517868630227,0.6650715063512326,0.4320098485549291,0.1224672215183576,0.008003524914515765,0.010531986214142914,0.4317708333333333,0.5143880417340672,0.5277385758596751,0.5433333333333333
score,1701,100,93.19661093177706,0.9211458333333333,0.02796875,0.025677083333333333,0.8996284016032801,0.9873177083333333,0.9845833333333334,0.9588020833333334,0.9742447916666667,1.0,0.21746099625304108,0.1835197421378554,0.5037583881119887,0.38468336482842763,0.12141938346127669,0.0057445595302813976,0.008375354590631712,0.368125,0.4749389193449584,0.4945153804717425,0.5233333333333333
score,1701,110,93.19783510692811,0.9172916666666666,0.029583333333333333,0.026302083333333334,0.9037707698380993,0.9869010416666667,0.9838020833333333,0.9560416666666667,0.9741145833333333,1.0,0.21864437336442127,0.18432607383011076,0.5691469123462836,0.33489613503217697,0.12556767992675305,0.005978343169261204,0.008154071643002681,0.4152604166666667,0.5071614462575589,0.5254031405055503,0.5466666666666666
score,2903,0,92.74527749421203,0.9209895833333334,0.027916666666666666,0.0275,0.8941054098610889,0.9909114583333334,0.9782291666666667,0.9594270833333334,0.9784375,1.0,0.1890628024546036,0.15886265973767608,0.35190787638227145,0.0,0.11364068768918514,0.002441103480877362,0.006895630848299087,0.47833333333333333,0.5515260391863124,0.5576871218141523,0.5666666666666667
score,2903,10,89.44129582857913,0.8766145833333333,0.06291666666666666,0.060260416666666664,0.8694817248858994,0.9854947916666666,0.9494270833333334,0.9488020833333334,0.9760416666666667,1.0,0.2397927500044874,0.20005259580470552,0.7780866083999475,0.5420988041659196,0.1343609644472599,0.009864907539437506,0.012888187488230566,0.4060416666666667,0.49648821968732193,0.5116369042552882,0.5266666666666666
score,2903,50,93.72662655242094,0.93421875,0.02,0.019583333333333335,0.8962634732417308,0.9916927083333333,0.9879166666666667,0.97046875,0.9737239583333334,1.0,0.2764065055639602,0.2292629103678397,0.47457838165263333,0.3563364137709141,0.1504478301356236,0.007210276989615826,0.009976636960733837,0.3191145833333333,0.4648691809798042,0.4961540299883503,0.53
score,2903,100,93.81557910339878,0.9265625,0.023333333333333334,0.021770833333333333,0.9055000821487252,0.9894791666666667,0.9863020833333334,0.9651041666666667,0.9733854166666667,1.0,0.22240622197006743,0.18781347863877662,0.5588450236866872,0.31445288375020025,0.12737152899305026,0.006035674787234863,0.008188627853402674,0.41270833333333334,0.5088170202448402,0.5292606066790889,0.5533333333333333
score,2903,110,93.77839881194657,0.9278645833333333,0.0225,0.020885416666666667,0.9033866072160305,0.9900260416666666,0.9866145833333333,0.9658854166666667,0.973984375,1.0,0.21242863947004967,0.17918230823955927,0.517449473614494,0.3097253059595823,0.12035684218009313,0.005660453025893351,0.00815889389559743,0.3922395833333333,0.4846848694304516,0.506562459110846,0.54
