method,seed,step,token,PDMS_gain,feasible_change,EP_change,retention_loss_change
conditional_pc,1701,50,1b7a2afa56df5d20,2.2949646795270553,0.0,0.05507915230864935,0.005183518123295983
conditional_pc,1701,100,1b7a2afa56df5d20,2.0376519932212034,0.0,0.04890364783730883,0.0023882181293188864
conditional_pc,1701,110,1b7a2afa56df5d20,2.195932488142276,0.0,0.05270237971541458,0.002521682809721426
conditional_pc,1701,0,1ce58516c7675036,0.0,0.0,0.0,0.0
conditional_pc,1701,10,1ce58516c7675036,0.0,0.0,0.0,0.013906911355320517
conditional_pc,1701,50,1ce58516c7675036,0.0,0.0,0.0,0.010565605316173787
conditional_pc,1701,100,1ce58516c7675036,0.0,0.0,0.0,0.0053740257641266
conditional_pc,1701,110,1ce58516c7675036,0.0,0.0,0.0,0.006377576262934781
conditional_pc,1701,0,1d0a4f1f6cbd5e38,0.0,0.0,0.0,0.0
conditional_pc,1701,10,1d0a4f1f6cbd5e38,0.0,0.0,0.0,0.007743806100229733
conditional_pc,1701,50,1d0a4f1f6cbd5e38,0.0,0.0,0.0,0.005344375508180121
conditional_pc,1701,100,1d0a4f1f6cbd5e38,0.0,0.0,0.0,0.0020394359807553997
conditional_pc,1701,110,1d0a4f1f6cbd5e38,0.0,0.0,0.0,0.0019693086143846017
conditional_pc,1701,0,1d45b9d20e9d5f92,0.0,0.0,0.0,0.0
conditional_pc,1701,10,1d45b9d20e9d5f92,-0.43464249195594107,0.0,-0.010431419806943065,0.00569394257546918
conditional_pc,1701,50,1d45b9d20e9d5f92,1.2147299824100344,0.0,0.029153519577840292,0.003703745480031273
conditional_pc,1701,100,1d45b9d20e9d5f92,-0.23610437231208437,0.0,-0.0056665049354902575,0.0015475933793069885
conditional_pc,1701,110,1d45b9d20e9d5f92,0.15647858999614073,0.0,0.003755486159907062,0.0017690241264674
conditional_pc,1701,0,21249a2d4eb25ed6,0.0,0.0,0.0,0.0
conditional_pc,1701,10,21249a2d4eb25ed6,0.0,0.0,0.0,0.013519407520590221
conditional_pc,1701,50,21249a2d4eb25ed6,0.0,0.0,0.0,0.0023834093194921024
conditional_pc,1701,100,21249a2d4eb25ed6,0.0,0.0,0.0,0.0015585105125239807
conditional_pc,1701,110,21249a2d4eb25ed6,0.0,0.0,0.0,0.0012697086708897132
conditional_pc,1701,0,22dddd249c8e5fe4,0.0,0.0,0.0,0.0
conditional_pc,1701,10,22dddd249c8e5fe4,0.9924088576089503,0.0,0.023817812582614728,0.01251676313729888
conditional_pc,1701,50,22dddd249c8e5fe4,7.498369634414274,0.0,0.1799608712259423,0.011820927381975821
conditional_pc,1701,100,22dddd249c8e5fe4,6.383207686901315,0.0,0.15319698448563157,0.007820618685926206
conditional_pc,1701,110,22dddd249c8e5fe4,6.576284457373717,0.0,0.15783082697696915,0.007953819357751968
conditional_pc,1701,0,2320cdddd8465622,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2320cdddd8465622,0.0,0.0,0.0,0.008187439182535172
conditional_pc,1701,50,2320cdddd8465622,0.0,0.0,0.0,0.00871177195122641
conditional_pc,1701,100,2320cdddd8465622,0.0,0.0,0.0,0.008023727896812716
conditional_pc,1701,110,2320cdddd8465622,0.0,0.0,0.0,0.008565078392535952
conditional_pc,1701,0,23724912b8f153f0,0.0,0.0,0.0,0.0
conditional_pc,1701,10,23724912b8f153f0,0.0,0.0,0.0,0.009744906760829508
conditional_pc,1701,50,23724912b8f153f0,0.0,0.0,0.0,0.004967611616052636
conditional_pc,1701,100,23724912b8f153f0,0.0,0.0,0.0,0.0036008651305792228
conditional_pc,1701,110,23724912b8f153f0,0.0,0.0,0.0,0.0033794225806786926
conditional_pc,1701,0,25652aabb1615c8d,0.0,0.0,0.0,0.0
conditional_pc,1701,10,25652aabb1615c8d,1.5593597546696145,-1.0,0.037424634112070754,0.03224474188587578
conditional_pc,1701,50,25652aabb1615c8d,1.5593597546696145,0.0,0.037424634112070754,0.007275992449791602
conditional_pc,1701,100,25652aabb1615c8d,1.5593597546696145,0.0,0.037424634112070754,0.008442847892325744
conditional_pc,1701,110,25652aabb1615c8d,1.5593597546696145,0.0,0.037424634112070754,0.008222157931555785
conditional_pc,1701,0,25822d3d04305af8,0.0,0.0,0.0,0.0
conditional_pc,1701,10,25822d3d04305af8,0.0,0.0,0.0,0.008956930829256748
conditional_pc,1701,50,25822d3d04305af8,0.0,0.0,0.0,0.006906722574015589
conditional_pc,1701,100,25822d3d04305af8,0.0,0.0,0.0,0.0021820360256725735
conditional_pc,1701,110,25822d3d04305af8,0.0,0.0,0.0,0.0018928452199844514
conditional_pc,1701,0,2639525675535145,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2639525675535145,-76.48523744371629,-0.765625,-0.763770698649191,0.00743868364392597
conditional_pc,1701,50,2639525675535145,0.07726255628371348,0.0,0.0018543013508089956,0.00573629015875099
conditional_pc,1701,100,2639525675535145,0.07726255628371348,0.0,0.0018543013508089956,0.004669564234376367
conditional_pc,1701,110,2639525675535145,0.07726255628371348,0.0,0.0018543013508089956,0.004935594073543825
conditional_pc,1701,0,26e0f72c031b5f07,0.0,0.0,0.0,0.0
conditional_pc,1701,10,26e0f72c031b5f07,-0.05855854348719447,0.0,-0.0014054050436926868,0.009105421061704533
conditional_pc,1701,50,26e0f72c031b5f07,0.0,0.0,0.0,0.0040602641648916915
conditional_pc,1701,100,26e0f72c031b5f07,0.0,0.0,0.0,0.001442420890398921
conditional_pc,1701,110,26e0f72c031b5f07,0.0,0.0,0.0,0.0012883914995569512
conditional_pc,1701,0,289087a782995ef0,0.0,0.0,0.0,0.0
conditional_pc,1701,10,289087a782995ef0,0.0,0.0,0.0,0.010591235121580667
conditional_pc,1701,50,289087a782995ef0,0.0,0.0,0.0,0.006405580256512167
conditional_pc,1701,100,289087a782995ef0,0.0,0.0,0.0,0.0025786410014347894
conditional_pc,1701,110,289087a782995ef0,0.0,0.0,0.0,0.0028125275823072116
conditional_pc,1701,0,28c5133d23575e81,0.0,0.0,0.0,0.0
conditional_pc,1701,10,28c5133d23575e81,-1.6861556814984908,0.0,-0.040467736355963124,0.010126433587132055
conditional_pc,1701,50,28c5133d23575e81,-1.059708282984971,0.0,-0.025432998791639072,0.005302162669025279
conditional_pc,1701,100,28c5133d23575e81,-1.1088285445857196,0.0,-0.02661188507005685,0.002678831477126664
conditional_pc,1701,110,28c5133d23575e81,-0.7370748632498874,0.0,-0.017689796717996864,0.0023152436001083743
conditional_pc,1701,0,2a2403c9b08b53ac,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2a2403c9b08b53ac,-0.4493782656692673,0.0,-0.010785078376062462,0.012155949958071233
conditional_pc,1701,50,2a2403c9b08b53ac,-4.203134129984079,-0.0625,-0.013375219119618031,0.005827524608832846
conditional_pc,1701,100,2a2403c9b08b53ac,0.9116836406736866,0.0,0.021880407376168143,0.004011450007567419
conditional_pc,1701,110,2a2403c9b08b53ac,1.1705617199095855,0.0,0.028093481277829846,0.003845112836700082
conditional_pc,1701,0,2ab1b3941f7153cb,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2ab1b3941f7153cb,-0.7104024069565043,0.0,-0.017049657766956328,0.009685425892165256
conditional_pc,1701,50,2ab1b3941f7153cb,0.6278116178489057,0.0,0.015067478828373448,0.0037473873866460394
conditional_pc,1701,100,2ab1b3941f7153cb,-0.5282448149952899,0.0,-0.01267787555988742,0.0015923663717316572
conditional_pc,1701,110,2ab1b3941f7153cb,-0.10602372367188195,0.0,-0.0025445693681254156,0.0016810698170033334
conditional_pc,1701,0,2ad520fb925f5ace,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2ad520fb925f5ace,2.7334389117764033,0.0,0.06560253388263337,0.007555085432997544
conditional_pc,1701,50,2ad520fb925f5ace,3.2426003946261375,0.0,0.07782240947102714,0.0028663072520629385
conditional_pc,1701,100,2ad520fb925f5ace,3.0769102658574923,0.0,0.07384584638057978,0.001305386306214018
conditional_pc,1701,110,2ad520fb925f5ace,3.1666289056033037,0.0,0.07599909373447922,0.0013968091865734777
conditional_pc,1701,0,2b07bad4bce156cd,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2b07bad4bce156cd,-1.6100061038691251,-0.015625,-0.016765146492859095,0.004682615323133632
conditional_pc,1701,50,2b07bad4bce156cd,0.0,0.0,0.0,0.003977425227446929
conditional_pc,1701,100,2b07bad4bce156cd,0.0,0.0,0.0,0.0038591837121089156
conditional_pc,1701,110,2b07bad4bce156cd,0.0,0.0,0.0,0.004169476045433385
conditional_pc,1701,0,2b2663b56a6555a2,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2b2663b56a6555a2,84.375,0.84375,0.84375,0.007538517065128758
conditional_pc,1701,50,2b2663b56a6555a2,84.375,0.84375,0.84375,0.005214194429115082
conditional_pc,1701,100,2b2663b56a6555a2,73.4375,0.734375,0.734375,0.0021379543898518705
conditional_pc,1701,110,2b2663b56a6555a2,68.75,0.6875,0.6875,0.00219898115373951
conditional_pc,1701,0,2b9bcbd586b55042,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2b9bcbd586b55042,-0.8798356942725007,0.0,-0.021116056662539795,0.0049028588636659265
conditional_pc,1701,50,2b9bcbd586b55042,1.3238079495561692,0.0,0.03177139078934843,0.001975565839479998
conditional_pc,1701,100,2b9bcbd586b55042,-2.190335436986402,0.0,-0.052568050487673434,0.0007638735639332594
conditional_pc,1701,110,2b9bcbd586b55042,-1.8264135365531757,0.0,-0.043833924877276,0.0006161755729365836
conditional_pc,1701,0,2c772a570884587c,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2c772a570884587c,0.0,0.0,0.0,0.01860056924243736
conditional_pc,1701,50,2c772a570884587c,0.0,0.0,0.0,0.008736771677206434
conditional_pc,1701,100,2c772a570884587c,0.0,0.0,0.0,0.0035240882996845357
conditional_pc,1701,110,2c772a570884587c,0.0,0.0,0.0,0.003535201427496304
conditional_pc,1701,0,2ce54722e81a5726,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2ce54722e81a5726,0.0,0.0,0.0,0.011992352658140248
conditional_pc,1701,50,2ce54722e81a5726,0.0,0.0,0.0,0.0035406462102542946
conditional_pc,1701,100,2ce54722e81a5726,0.0,0.0,0.0,0.0022120359790420707
conditional_pc,1701,110,2ce54722e81a5726,0.0,0.0,0.0,0.0022714564761514566
conditional_pc,1701,0,2d1c26e4b5895e96,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2d1c26e4b5895e96,-2.22982841240686,0.0,-0.05351588189776413,0.004821252391593589
conditional_pc,1701,50,2d1c26e4b5895e96,-0.960748845669201,0.0,-0.023057972296060103,0.0020628725933420355
conditional_pc,1701,100,2d1c26e4b5895e96,-3.366011016160712,0.0,-0.08078426438785691,0.0010919946935246116
conditional_pc,1701,110,2d1c26e4b5895e96,-2.903623888218803,0.0,-0.06968697331725116,0.0008457735557385604
conditional_pc,1701,0,2d6b6f9cbf895767,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2d6b6f9cbf895767,-2.032331327350164,0.0,-0.04877595185640393,0.006039179370219472
conditional_pc,1701,50,2d6b6f9cbf895767,-0.4872376670625158,0.0,-0.011693704009500427,0.002167094053021401
conditional_pc,1701,100,2d6b6f9cbf895767,-3.1952851587831077,0.0,-0.0766868438107946,0.0007423776962980355
conditional_pc,1701,110,2d6b6f9cbf895767,-2.756053544439254,0.0,-0.06614528506654216,0.0006076342517928879
conditional_pc,1701,0,2e2bb8bb71265998,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2e2bb8bb71265998,1.1491388816945687,0.0,0.02757933316066974,0.004198001889193392
conditional_pc,1701,50,2e2bb8bb71265998,3.697008106482798,0.0,0.08872819455558711,0.0027619825292219957
conditional_pc,1701,100,2e2bb8bb71265998,2.9664887006755265,0.0,0.07119572881621261,0.0013132455688662503
conditional_pc,1701,110,2e2bb8bb71265998,3.2846173195570145,0.0,0.07883081566936834,0.0013597593802785468
conditional_pc,1701,0,2eaf758421aa5190,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2eaf758421aa5190,3.505307365662034,0.0,0.08412737677588833,0.00865245657277569
conditional_pc,1701,50,2eaf758421aa5190,5.579784556050313,0.0,0.13391482934520682,0.008336729352407701
conditional_pc,1701,100,2eaf758421aa5190,5.43502509329042,0.0,0.1304406022389698,0.005595931593092018
conditional_pc,1701,110,2eaf758421aa5190,5.506830556927397,0.0,0.13216393336625742,0.005270493740766824
conditional_pc,1701,0,2f875dc108ed572f,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2f875dc108ed572f,0.0,0.0,0.0,0.0034115145397066726
conditional_pc,1701,50,2f875dc108ed572f,0.0,0.0,0.0,0.002330165048746835
conditional_pc,1701,100,2f875dc108ed572f,0.0,0.0,0.0,0.0009119117605536076
conditional_pc,1701,110,2f875dc108ed572f,0.0,0.0,0.0,0.0007191718561756488
conditional_pc,1701,0,2fbab9ffc3fe5a5d,0.0,0.0,0.0,0.0
conditional_pc,1701,10,2fbab9ffc3fe5a5d,0.0,0.0,0.0,0.009112211800747616
conditional_pc,1701,50,2fbab9ffc3fe5a5d,0.0,0.0,0.0,0.004416412167920214
