method,seed,step,token,PDMS_gain,feasible_change,EP_change,retention_loss_change
conditional_pc,1701,0,046b1cc13f0d5f9d,0.0,0.0,0.0,0.0
conditional_pc,1701,10,046b1cc13f0d5f9d,0.0,0.0,0.0,0.009167270571524
conditional_pc,1701,50,046b1cc13f0d5f9d,0.0,0.0,0.0,0.004926573410884316
conditional_pc,1701,100,046b1cc13f0d5f9d,0.0,0.0,0.0,0.0019248114789292003
conditional_pc,1701,110,046b1cc13f0d5f9d,0.0,0.0,0.0,0.0016937097235398824
conditional_pc,1701,0,053ae221b0d351f5,0.0,0.0,0.0,0.0
conditional_pc,1701,10,053ae221b0d351f5,2.809318020354141,0.0,0.06742363248849903,0.0065883738873253606
conditional_pc,1701,50,053ae221b0d351f5,6.260155467816375,0.0,0.1502437312275925,0.012446780094478527
conditional_pc,1701,100,053ae221b0d351f5,5.480849299239509,0.0,0.13154038318174832,0.006860552931584607
conditional_pc,1701,110,053ae221b0d351f5,5.710919462217575,0.0,0.13706206709322166,0.007336051032552859
conditional_pc,1701,0,05f01335f6e15d86,0.0,0.0,0.0,0.0
conditional_pc,1701,10,05f01335f6e15d86,-5.63812533361029,-0.0625,-0.04781500800664695,0.008648994876253369
conditional_pc,1701,50,05f01335f6e15d86,1.187231216609817,0.0,0.02849354919863578,0.0023665869075699675
conditional_pc,1701,100,05f01335f6e15d86,0.9067143019916841,0.0,0.02176114324780032,0.0012765131528027496
conditional_pc,1701,110,05f01335f6e15d86,1.0611721351988024,0.0,0.02546813124477154,0.0010806671985079674
conditional_pc,1701,0,06f781885ea25f20,0.0,0.0,0.0,0.0
conditional_pc,1701,10,06f781885ea25f20,0.4513723715864586,0.0,0.010832936918074854,0.00499064101622082
conditional_pc,1701,50,06f781885ea25f20,1.3595165237279758,0.0,0.032628396569471585,0.0021195279763475128
conditional_pc,1701,100,06f781885ea25f20,0.27576995704257,0.0,0.0066184789690217904,0.0017194151663630919
conditional_pc,1701,110,06f781885ea25f20,0.6158546658001285,0.0,0.014780511979203048,0.001280428135842726
conditional_pc,1701,0,071d2ff38b4855ed,0.0,0.0,0.0,0.0
conditional_pc,1701,10,071d2ff38b4855ed,2.595549180030133,0.0,0.062293180320723285,0.00987528001169835
conditional_pc,1701,50,071d2ff38b4855ed,6.611640391320606,0.0,0.1586793693916948,0.010331721130029337
conditional_pc,1701,100,071d2ff38b4855ed,6.233202813106857,0.0,0.1495968675145647,0.007256190891808956
conditional_pc,1701,110,071d2ff38b4855ed,6.5556194866653215,0.0,0.15733486767996785,0.006975750762791222
conditional_pc,1701,0,076f5a91273050e6,0.0,0.0,0.0,0.0
conditional_pc,1701,10,076f5a91273050e6,0.0,0.0,0.0,0.006026931645465083
conditional_pc,1701,50,076f5a91273050e6,0.0,-0.046875,0.0,0.006202984774063225
conditional_pc,1701,100,076f5a91273050e6,0.0,0.0,0.0,0.005287550796310825
conditional_pc,1701,110,076f5a91273050e6,0.0,0.0,0.0,0.0054481763145304285
conditional_pc,1701,0,07bd6c8c7de152a6,0.0,0.0,0.0,0.0
conditional_pc,1701,10,07bd6c8c7de152a6,0.0,0.0,0.0,0.004834079939584512
conditional_pc,1701,50,07bd6c8c7de152a6,0.0,0.0,0.0,0.002676966381088164
conditional_pc,1701,100,07bd6c8c7de152a6,0.0,0.0,0.0,0.0011723132983405549
conditional_pc,1701,110,07bd6c8c7de152a6,0.0,0.0,0.0,0.0010133128525211532
conditional_pc,1701,0,0827c1c05e0e5596,0.0,0.0,0.0,0.0
conditional_pc,1701,10,0827c1c05e0e5596,36.45833333333334,0.875,0.0,0.010520315637016608
conditional_pc,1701,50,0827c1c05e0e5596,-27.66927083333333,-0.0625,0.0,0.006153479114594518
conditional_pc,1701,100,0827c1c05e0e5596,-24.479166666666664,-0.0625,0.0,0.004144153209175272
conditional_pc,1701,110,0827c1c05e0e5596,-28.580729166666664,-0.0625,0.0,0.0045151162046508375
conditional_pc,1701,0,089107cd2d6354e0,0.0,0.0,0.0,0.0
conditional_pc,1701,10,089107cd2d6354e0,0.0,0.0,0.0,0.010954449806941824
conditional_pc,1701,50,089107cd2d6354e0,0.0,0.0,0.0,0.003518679300778871
conditional_pc,1701,100,089107cd2d6354e0,0.0,0.0,0.0,0.0017018167123943329
conditional_pc,1701,110,089107cd2d6354e0,0.0,0.0,0.0,0.0017768692019863863
conditional_pc,1701,0,089b0ec6d7d35c09,0.0,0.0,0.0,0.0
conditional_pc,1701,10,089b0ec6d7d35c09,0.0,-0.53125,0.0,0.019871689635166945
conditional_pc,1701,50,089b0ec6d7d35c09,0.0,0.0,0.0,0.005775228695185319
conditional_pc,1701,100,089b0ec6d7d35c09,0.0,0.0,0.0,0.0021805829018575196
conditional_pc,1701,110,089b0ec6d7d35c09,0.0,0.0,0.0,0.0023360650670127825
conditional_pc,1701,0,095eafbb5c8f5b02,0.0,0.0,0.0,0.0
conditional_pc,1701,10,095eafbb5c8f5b02,3.251855801183325,0.0,0.07804453922839993,0.017196646897303935
conditional_pc,1701,50,095eafbb5c8f5b02,7.20067601670975,0.0,0.17281622440103384,0.013058704720918968
conditional_pc,1701,100,095eafbb5c8f5b02,5.618374315259942,0.0,0.13484098356623853,0.012889111742282466
conditional_pc,1701,110,095eafbb5c8f5b02,5.822410873344708,0.0,0.13973786096027307,0.012451908594670158
conditional_pc,1701,0,09c3d9dbca6455e5,0.0,0.0,0.0,0.0
conditional_pc,1701,10,09c3d9dbca6455e5,0.0,0.0,0.0,0.006044466507248103
conditional_pc,1701,50,09c3d9dbca6455e5,0.0,0.0,0.0,0.0017681362691490676
conditional_pc,1701,100,09c3d9dbca6455e5,0.0,0.0,0.0,0.0009633729591058682
conditional_pc,1701,110,09c3d9dbca6455e5,0.0,0.0,0.0,0.0007931762503829987
conditional_pc,1701,0,0a02ef840f2d5d8e,0.0,0.0,0.0,0.0
conditional_pc,1701,10,0a02ef840f2d5d8e,0.17505221460334042,0.0,0.004201253150480144,0.008665467467153576
conditional_pc,1701,50,0a02ef840f2d5d8e,-0.47703084981552024,0.0,-0.011448740395572643,0.0032765119342457183
conditional_pc,1701,100,0a02ef840f2d5d8e,-1.29256822027115,0.0,-0.031021637286507642,0.0015860932751365908
conditional_pc,1701,110,0a02ef840f2d5d8e,-0.8191905737937901,0.0,-0.019660573771051015,0.0017725538386912376
conditional_pc,1701,0,0a87bb919dbb58b6,0.0,0.0,0.0,0.0
conditional_pc,1701,10,0a87bb919dbb58b6,-0.7543080180848705,0.0,-0.018103392434037247,0.008669853367571534
conditional_pc,1701,50,0a87bb919dbb58b6,0.8929003996831852,0.0,0.02142960959239615,0.00443095799870008
conditional_pc,1701,100,0a87bb919dbb58b6,-0.257246835656872,0.0,-0.006173924055765112,0.0020156905518504686
conditional_pc,1701,110,0a87bb919dbb58b6,0.18860143776409188,0.0,0.004526434506338162,0.002405443776531513
conditional_pc,1701,0,0b9f2aceebbf5003,0.0,0.0,0.0,0.0
conditional_pc,1701,10,0b9f2aceebbf5003,0.0,0.0,0.0,0.006492475106959716
conditional_pc,1701,50,0b9f2aceebbf5003,0.0,0.0,0.0,0.002925830818774955
conditional_pc,1701,100,0b9f2aceebbf5003,0.0,0.0,0.0,0.0014190317930555807
conditional_pc,1701,110,0b9f2aceebbf5003,0.0,0.0,0.0,0.001372989455511231
conditional_pc,1701,0,0eea4103d56352dd,0.0,0.0,0.0,0.0
conditional_pc,1701,10,0eea4103d56352dd,0.0,0.0,0.0,0.006426748322439835
conditional_pc,1701,50,0eea4103d56352dd,0.0,0.0,0.0,0.009296307701617934
conditional_pc,1701,100,0eea4103d56352dd,0.0,0.0,0.0,0.0042527225257913415
conditional_pc,1701,110,0eea4103d56352dd,0.0,0.0,0.0,0.0038769246282868153
conditional_pc,1701,0,12115c5ca1215fb7,0.0,0.0,0.0,0.0
conditional_pc,1701,10,12115c5ca1215fb7,-0.7646304966857826,0.0,-0.018351131920458896,0.0057049740549786065
conditional_pc,1701,50,12115c5ca1215fb7,0.38151850919223307,0.0,0.009156444220613569,0.002853146365495718
conditional_pc,1701,100,12115c5ca1215fb7,0.0880704959752876,0.0,0.0021136919034071555,0.001292420192939403
conditional_pc,1701,110,12115c5ca1215fb7,0.45628822409864256,0.0,0.010950917378367842,0.0010258982621138557
conditional_pc,1701,0,121fdf5f01785268,0.0,0.0,0.0,0.0
conditional_pc,1701,10,121fdf5f01785268,-0.41743551146093694,0.0,-0.010018452275062317,0.009570364484659422
conditional_pc,1701,50,121fdf5f01785268,-0.03219905864843042,0.0,-0.0007727774075627081,0.003452909336317589
conditional_pc,1701,100,121fdf5f01785268,-4.501408784394087,0.0,-0.10803381082545804,0.003315060076545251
conditional_pc,1701,110,121fdf5f01785268,-4.295682208750662,0.0,-0.10309637301001595,0.002993697615409019
conditional_pc,1701,0,123b77fa26425ac1,0.0,0.0,0.0,0.0
conditional_pc,1701,10,123b77fa26425ac1,0.6513818246051386,0.0,0.015633163790523485,0.007636390571889251
conditional_pc,1701,50,123b77fa26425ac1,0.9972622014221884,0.0,0.023934292834132842,0.003133110860318311
conditional_pc,1701,100,123b77fa26425ac1,-0.05376810607567961,0.0,-0.0012904345458160105,0.0019092668324276474
conditional_pc,1701,110,123b77fa26425ac1,0.2673300064762003,0.0,0.006415920155428911,0.001855924508646467
conditional_pc,1701,0,130e725a1594571f,0.0,0.0,0.0,0.0
conditional_pc,1701,10,130e725a1594571f,-2.210637290653139,0.0,-0.05305529497567529,0.007289815645151521
conditional_pc,1701,50,130e725a1594571f,-0.6710867513143768,0.0,-0.016106082031545177,0.004390752692586375
conditional_pc,1701,100,130e725a1594571f,-0.8500854299995098,0.0,-0.02040205031998843,0.0028670556868632957
conditional_pc,1701,110,130e725a1594571f,-0.4689419843748368,0.0,-0.011254607624996193,0.002463124982739373
conditional_pc,1701,0,1361ba1955125852,0.0,0.0,0.0,0.0
conditional_pc,1701,10,1361ba1955125852,0.5304557814489357,0.0,0.012730938754774379,0.004925010876867475
conditional_pc,1701,50,1361ba1955125852,0.9462378332825523,0.0,0.022709707998781248,0.0026018272920182994
conditional_pc,1701,100,1361ba1955125852,0.3737780784025375,0.0,0.008970673881660729,0.0021715361149645673
conditional_pc,1701,110,1361ba1955125852,0.684844862791536,0.0,0.016436276706996766,0.002351524954555373
conditional_pc,1701,0,1381f484e75c565a,0.0,0.0,0.0,0.0
conditional_pc,1701,10,1381f484e75c565a,-25.77971660996424,-0.53125,-0.06871319863914138,0.005961217874045133
conditional_pc,1701,50,1381f484e75c565a,-24.13955043437457,-0.578125,-0.001224210424989658,0.0030716598541573603
conditional_pc,1701,100,1381f484e75c565a,-0.07567232997760698,0.0,-0.0018161359194626137,0.0012147850536337046
conditional_pc,1701,110,1381f484e75c565a,0.2616997721848122,0.0,0.006280794532435907,0.0013363863619986205
conditional_pc,1701,0,13f740d88bf75471,0.0,0.0,0.0,0.0
conditional_pc,1701,10,13f740d88bf75471,1.4360053857777757,0.0,0.03446412925866693,0.005176099988460692
conditional_pc,1701,50,13f740d88bf75471,-0.9014498281495094,-0.09375,0.07211520412441175,0.0020849917881093916
conditional_pc,1701,100,13f740d88bf75471,0.33791899077527887,-0.03125,0.039360055778606684,0.002102942277673492
conditional_pc,1701,110,13f740d88bf75471,0.05602990993709511,-0.046875,0.04821971783849044,0.0020612655710863237
conditional_pc,1701,0,14d0749e1fc85004,0.0,0.0,0.0,0.0
conditional_pc,1701,10,14d0749e1fc85004,-3.4111527205758847,-0.078125,-0.003742665293820835,0.004091424017389045
conditional_pc,1701,50,14d0749e1fc85004,-1.6365184482671822,-0.0625,0.023223557241587978,0.0020203203623907484
conditional_pc,1701,100,14d0749e1fc85004,2.6910213637846283,0.09375,-0.029165487269168455,0.0019470046520666529
conditional_pc,1701,110,14d0749e1fc85004,2.538683973973008,0.078125,-0.01719658462464757,0.0017267921341783676
conditional_pc,1701,0,160a7c3cbeee5f8b,0.0,0.0,0.0,0.0
conditional_pc,1701,10,160a7c3cbeee5f8b,0.0,0.0,0.0,0.012542591099517608
conditional_pc,1701,50,160a7c3cbeee5f8b,0.0,0.0,0.0,0.005823110963646627
conditional_pc,1701,100,160a7c3cbeee5f8b,0.0,0.0,0.0,0.004358043047758997
conditional_pc,1701,110,160a7c3cbeee5f8b,0.0,0.0,0.0,0.004411504100843899
conditional_pc,1701,0,161154cbf4245a3d,0.0,0.0,0.0,0.0
conditional_pc,1701,10,161154cbf4245a3d,-85.48742611617293,-0.90625,-0.8141982267881502,0.00941425685326891
conditional_pc,1701,50,161154cbf4245a3d,-38.4822177828396,-0.9375,0.013926773211849763,0.004872943148292563
conditional_pc,1701,100,161154cbf4245a3d,-20.904092782839598,-0.515625,0.013926773211849763,0.002263606498935644
conditional_pc,1701,110,161154cbf4245a3d,-30.669717782839598,-0.75,0.013926773211849763,0.002526144626507687
conditional_pc,1701,0,165b4475bd6b5188,0.0,0.0,0.0,0.0
conditional_pc,1701,10,165b4475bd6b5188,2.7856932750232204,0.0,0.06685663860055702,0.005582364465631429
conditional_pc,1701,50,165b4475bd6b5188,8.95224102516049,0.0,0.21485378460385107,0.006631306726781361
conditional_pc,1701,100,165b4475bd6b5188,8.089314858968962,0.0,0.19414355661525484,0.0058583060749199944
conditional_pc,1701,110,165b4475bd6b5188,8.589986983624797,0.0,0.20615968760699488,0.006058660885123857
conditional_pc,1701,0,190b153cfd3b5302,0.0,0.0,0.0,0.0
conditional_pc,1701,10,190b153cfd3b5302,-0.7512491132871162,0.0,-0.01802997871889067,0.009238406145172462
conditional_pc,1701,50,190b153cfd3b5302,-0.5233601343136343,0.0,-0.012560643223527124,0.0033348972599327453
conditional_pc,1701,100,190b153cfd3b5302,-1.170977472889689,0.0,-0.028103459349352766,0.0012882240514358045
conditional_pc,1701,110,190b153cfd3b5302,-0.6276630913418018,0.0,-0.015063914192202876,0.0013286689313503075
conditional_pc,1701,0,1971c4278e675b9d,0.0,0.0,0.0,0.0
conditional_pc,1701,10,1971c4278e675b9d,-10.539912369793598,-0.125,-0.07435494570921364,0.008535922149086161
conditional_pc,1701,50,1971c4278e675b9d,0.3358950367764919,0.0,0.008061480882635585,0.0038592786429134662
conditional_pc,1701,100,1971c4278e675b9d,-0.07147836734451118,0.0,-0.0017154808162680446,0.001968895000764803
conditional_pc,1701,110,1971c4278e675b9d,0.2716093600706557,0.0,0.006518624641695614,0.002042308778264612
conditional_pc,1701,0,1b7a2afa56df5d20,0.0,0.0,0.0,0.0
conditional_pc,1701,10,1b7a2afa56df5d20,1.3656264100237507,0.0,0.0327750338405699,0.007928079856675652
