method,step,metric,n,mean,median,ci_low,ci_high,median_ci_low,median_ci_high,win_fraction
gt_only,10,PDMS_gain,300,4.909319480728372,0.09630097886745759,3.5052610731364946,6.4446957142094705,0.0,0.6510416666666643,0.5133333333333333
gt_only,10,feasible_change,300,0.07268229166666666,0.0,0.054111328125000004,0.09145898437500001,0.0,0.0,0.38333333333333336
gt_only,10,EP_change,300,0.03629069889092809,0.0,0.023144958138941657,0.05001147456729311,0.0,0.0,0.44
score,10,PDMS_gain,300,3.1150132756285687,0.8095667058244835,1.5949444985202914,4.6668829653996875,0.5670539918403683,1.1179041950559387,0.6433333333333333
score,10,feasible_change,300,0.02625,0.0,0.007026041666666668,0.04583593750000001,0.0,0.0,0.2966666666666667
score,10,EP_change,300,0.04358482143621406,0.015625,0.028882124325208865,0.058678333467133754,0.011222634058334307,0.022095141794715042,0.6433333333333333
pareto,10,PDMS_gain,300,4.228741940151604,0.7465673577483187,2.602406698884284,5.9659558583299654,0.43579728222749736,1.004900949875612,0.65
pareto,10,feasible_change,300,0.047421875,0.0,0.027055989583333336,0.067529296875,0.0,0.0,0.36333333333333334
pareto,10,EP_change,300,0.04887813944917806,0.010651089115669076,0.033904191264421735,0.06565874419298573,0.006666174538888268,0.015718440466896244,0.6233333333333333
gt_distance,10,PDMS_gain,300,4.051773621152556,0.05096602424943336,2.6510828810164293,5.528818151494977,0.0,0.309431033355132,0.5133333333333333
gt_distance,10,feasible_change,300,0.04984375,0.0,0.03302083333333333,0.06752604166666666,0.0,0.0,0.33666666666666667
gt_distance,10,EP_change,300,0.03680933051245652,0.0,0.02394026936569475,0.050471324426369375,0.0,0.0026084148943100313,0.48333333333333334
old_pc,10,PDMS_gain,300,9.393846302740469,0.7630347557221988,7.5404180099320275,11.280253298933365,0.25883336027160564,1.7463496694703018,0.6066666666666667
old_pc,10,feasible_change,300,0.125546875,0.0,0.10048893229166667,0.15065234375000003,0.0,0.0,0.4066666666666667
old_pc,10,EP_change,300,0.08050999163360113,0.005240790822619834,0.0640784149144471,0.09843785276944521,0.0,0.012853731351762598,0.5466666666666666
conditional_pc,10,PDMS_gain,300,4.04247920910998,0.0,2.4698960026823302,5.734072690681783,0.0,0.4588003631290931,0.49333333333333335
conditional_pc,10,feasible_change,300,0.07041666666666667,0.0,0.04874479166666667,0.09234505208333334,0.0,0.0,0.35333333333333333
conditional_pc,10,EP_change,300,0.028324439061974925,0.0,0.01411955633246697,0.04386345047456238,0.0,0.0,0.4266666666666667
gt_only,50,PDMS_gain,300,4.517949419371221,0.2540700905527302,2.7163364197116024,6.349345216632221,0.011134506241578638,0.6221196420737876,0.5666666666666667
gt_only,50,feasible_change,300,0.052473958333333334,0.0,0.028020182291666664,0.07682682291666669,0.0,0.0,0.22333333333333333
gt_only,50,EP_change,300,0.03956293179577473,0.0012587847674284617,0.023804637624984287,0.05544787953708264,0.0,0.007248186764863998,0.54
score,50,PDMS_gain,300,4.321741446907514,0.8270018625075188,2.2199252073559315,6.4543534604777175,0.4601298490141943,1.13700910387292,0.64
score,50,feasible_change,300,0.03557291666666667,0.0,0.009578776041666667,0.061589843750000005,0.0,0.0,0.20333333333333334
score,50,EP_change,300,0.04855357031897254,0.013813415781072086,0.02959166330545393,0.06769948151599019,0.0078125,0.021030667933525565,0.6366666666666667
pareto,50,PDMS_gain,300,3.8820450384398053,0.6583880257492325,2.20377318795854,5.627343409241155,0.4898420648098707,1.0055043495194766,0.6433333333333333
pareto,50,feasible_change,300,0.03578125,0.0,0.014504557291666668,0.058750651041666664,0.0,0.0,0.20666666666666667
pareto,50,EP_change,300,0.04218876871143567,0.01347482660158418,0.02683904272279685,0.05779851069672727,0.006216262271736517,0.01879159800229737,0.6366666666666667
gt_distance,50,PDMS_gain,300,3.485079581162992,0.35336008559367826,1.6843432062775803,5.408540528609921,0.04840659440112918,0.6378308610334784,0.5933333333333334
gt_distance,50,feasible_change,300,0.03260416666666666,0.0,0.009268880208333335,0.05675065104166669,0.0,0.0,0.21
gt_distance,50,EP_change,300,0.0372748009517418,0.0027805187258027855,0.019780868821882507,0.055171149113310156,1.7688541503357857e-05,0.009257307006590148,0.56
old_pc,50,PDMS_gain,300,4.734019519658659,0.6352198652005043,2.7598498670794265,6.678977521970543,0.39295739830956217,0.9601225478955477,0.6366666666666667
old_pc,50,feasible_change,300,0.04986979166666667,0.0,0.025779296875,0.07422005208333333,0.0,0.0,0.22333333333333333
old_pc,50,EP_change,300,0.04705056064382403,0.010644546328690881,0.029821536826527457,0.06544428293471888,0.00478231748559228,0.01583182003059318,0.6066666666666667
conditional_pc,50,PDMS_gain,300,3.3033921888392346,0.5383635474212021,1.6764326030323604,4.96411576334395,0.29742269765128526,0.9074108771126674,0.62
conditional_pc,50,feasible_change,300,0.03830729166666667,0.0,0.017369140624999998,0.058880859375000004,0.0,0.0,0.18666666666666668
conditional_pc,50,EP_change,300,0.03568412880758726,0.00799234965874825,0.021257117814583275,0.05050948141288549,0.0006430307378472732,0.013621943022690167,0.5733333333333334
gt_only,100,PDMS_gain,300,5.398349192251273,0.7063338177309078,3.926003980617501,6.956249956173494,0.3066619385277676,1.0103275249667618,0.61
gt_only,100,feasible_change,300,0.062421875,0.0,0.04317513020833333,0.08180273437500003,0.0,0.0,0.27666666666666667
gt_only,100,EP_change,300,0.05574678477713744,0.00809652292798128,0.0426306563421704,0.06989222140850751,0.00207897527376894,0.01805337619574754,0.5733333333333334
score,100,PDMS_gain,300,6.006605106342427,1.8131264459253735,4.306065481275881,7.774991814755719,1.3019282707980224,2.34375,0.6833333333333333
score,100,feasible_change,300,0.05151041666666667,0.0,0.02890625,0.07505729166666669,0.0,0.0,0.24
score,100,EP_change,300,0.07796710505559395,0.04100185114299071,0.06157778833220957,0.09503937535551207,0.02864798890027756,0.04909755333221488,0.69
pareto,100,PDMS_gain,300,6.761952917330813,1.6957210709412784,4.956275626612305,8.614003242642209,1.2634223038836367,2.231563490710485,0.7
pareto,100,feasible_change,300,0.06255208333333333,0.0,0.04077734375,0.08528841145833334,0.0,0.0,0.2733333333333333
pareto,100,EP_change,300,0.08050049760675265,0.036066664277024776,0.06313859746461957,0.0985996094191384,0.028265670529383766,0.04392042049412665,0.6866666666666666
gt_distance,100,PDMS_gain,300,6.260046764725021,1.2757851799072526,4.589926387333861,7.9493447002594255,0.8572557764627078,1.801762083286448,0.6666666666666666
gt_distance,100,feasible_change,300,0.064609375,0.0,0.04333138020833333,0.08596419270833335,0.0,0.0,0.25666666666666665
gt_distance,100,EP_change,300,0.07063247587363665,0.026035738376361417,0.055195982700555785,0.08738786044180832,0.01605834616967724,0.034568139465381495,0.6466666666666666
old_pc,100,PDMS_gain,300,4.899250703802837,1.4483809813732087,3.5381011089646948,6.327765084187312,0.9959053524201193,1.7364814686919239,0.6733333333333333
old_pc,100,feasible_change,300,0.044921875,0.0,0.02619596354166667,0.06398958333333335,0.0,0.0,0.22
old_pc,100,EP_change,300,0.060938046376075486,0.029753789416734355,0.04722014444458447,0.07420520553324556,0.020105768246430476,0.038071281920148414,0.6666666666666666
conditional_pc,100,PDMS_gain,300,5.697701242509262,1.21955278279707,4.229180314264695,7.262921542833057,0.8897952264821392,1.5659844572308295,0.6766666666666666
conditional_pc,100,feasible_change,300,0.05682291666666667,0.0,0.038019531249999995,0.07575520833333334,0.0,0.0,0.27666666666666667
conditional_pc,100,EP_change,300,0.06593343809686142,0.023987731653119362,0.05158563582512305,0.08080413947095719,0.015623258291078296,0.03021333296302517,0.66
