method,seed,step,PDMS_gain,feasible_change,EP_change,retention_loss_change
conditional_pc,1701,0,0.0,0.0,0.0,0.0
conditional_pc,1701,10,-5.339514017242337,-0.075,-0.0462273574752912,0.009324591217124999
conditional_pc,1701,50,-1.229098037199085,-0.03729166666666667,0.010778786571110649,0.005108968805937882
conditional_pc,1701,100,0.1355683735205923,-0.012604166666666666,0.013368224297827544,0.003251255420270264
conditional_pc,1701,110,0.13795011472882246,-0.015989583333333335,0.017135446548346544,0.003202665340230837
conditional_pc,2903,0,0.0,0.0,0.0,0.0
conditional_pc,2903,10,-2.7381412941882273,-0.044947916666666664,-0.012033099393850787,0.007125815013955261
conditional_pc,2903,50,1.0391417896183763,0.00140625,0.01629356961750772,0.0045703147903718155
conditional_pc,2903,100,1.57332476871357,0.00125,0.02786396111579234,0.003141094967629693
conditional_pc,2903,110,1.503823438093064,0.002447916666666667,0.02570113751423354,0.0029656841214038584
gt_distance,1701,0,0.0,0.0,0.0,0.0
gt_distance,1701,10,-3.909546037243775,-0.05583333333333333,-0.03824222202528423,0.009857568666911842
gt_distance,1701,50,-1.7945962158426558,-0.04734375,0.0006954219677477323,0.005559531815423059
gt_distance,1701,100,0.07172456063827544,-0.008697916666666666,0.006717658497250518,0.003266784144215779
gt_distance,1701,110,0.1748589134478634,-0.010572916666666666,0.01122892975397738,0.003293191484165483
gt_distance,2903,0,0.0,0.0,0.0,0.0
gt_distance,2903,10,-2.1620744483810808,-0.032552083333333336,-0.014348120094479251,0.006580667352015321
gt_distance,2903,50,0.8248422835638504,0.0016666666666666668,0.009621250360184394,0.005019504496608604
gt_distance,2903,100,1.3020881813434029,0.002447916666666667,0.019873582698547967,0.0034186178306652693
gt_distance,2903,110,1.1735380763264736,0.0025520833333333333,0.017364572576651298,0.0032162371681235175
gt_only,1701,0,0.0,0.0,0.0,0.0
gt_only,1701,10,-5.496157320911039,-0.07604166666666666,-0.04887671897145788,0.009616132250565491
gt_only,1701,50,-0.84771114474706,-0.03359375,0.015927545710447643,0.005199176125902542
gt_only,1701,100,0.32532344303043764,-0.010989583333333334,0.015954575741291756,0.0032111624237740107
gt_only,1701,110,0.33028333736204923,-0.013802083333333333,0.01961624286094898,0.0031423131601834224
gt_only,2903,0,0.0,0.0,0.0,0.0
gt_only,2903,10,-3.0924589741580064,-0.04614583333333333,-0.017484640379792152,0.00660724400997187
gt_only,2903,50,0.3371762307103525,-0.006510416666666667,0.009630409874640464,0.00453546173812119
gt_only,2903,100,1.6222519258719121,0.0053125,0.02639758788759255,0.0029954175378925168
gt_only,2903,110,1.5286769225991585,0.005729166666666666,0.024005954475713145,0.002951136870939403
official_il,1701,0,0.0,0.0,0.0,0.0
official_il,1701,10,-4.737425685522849,-0.07005208333333333,-0.04076916204729749,0.00950263068151815
official_il,1701,50,-0.05052086857240591,-0.028177083333333332,0.02426192728527191,0.00513825883149534
official_il,1701,100,0.29835289887964356,-0.013854166666666667,0.016394844573111418,0.003277094976542851
official_il,1701,110,0.33011128778114646,-0.017447916666666667,0.020875795906747513,0.0031984702166234294
official_il,2903,0,0.0,0.0,0.0,0.0
official_il,2903,10,-1.0262042820619282,-0.023802083333333335,0.0011263055638470695,0.006564518105324334
official_il,2903,50,1.0755499886056459,0.0033854166666666668,0.015703824726535493,0.004658631147751156
official_il,2903,100,1.5773733412413293,-0.00015625,0.02870591852312523,0.0031762547282331135
official_il,2903,110,1.476588422854136,0.0011979166666666666,0.025901663815165923,0.003014889684010858
old_pc,1701,0,0.0,0.0,0.0,0.0
old_pc,1701,10,-5.683109341864298,-0.0746875,-0.05494549828797982,0.00899395988175191
old_pc,1701,50,-0.7664443542467395,-0.028333333333333332,0.012448308174350832,0.0049845585209705705
old_pc,1701,100,0.1375687061156241,-0.007864583333333333,0.010223523946774964,0.0033067860523362923
old_pc,1701,110,0.16827643170372872,-0.011041666666666667,0.014514291293639226,0.0033237178994257495
old_pc,2903,0,0.0,0.0,0.0,0.0
old_pc,2903,10,-2.146230924624764,-0.03401041666666667,-0.010697042190994332,0.007030257789817576
old_pc,2903,50,1.0012961238779565,0.0033333333333333335,0.013649274800494639,0.00467639204375903
old_pc,2903,100,1.8734524033779711,0.006822916666666666,0.028443764320551103,0.003362129388861999
old_pc,2903,110,1.7580752483752409,0.007135416666666667,0.02579276429433911,0.003156865479427644
pareto,1701,0,0.0,0.0,0.0,0.0
pareto,1701,10,-6.124955900455361,-0.07869791666666667,-0.06020526669922166,0.009172662507683676
pareto,1701,50,-1.7184143577681141,-0.02953125,-0.010021464661009177,0.005454549829003703
pareto,1701,100,0.223878100362885,0.0008333333333333334,0.0001736564159241891,0.003148861153397924
pareto,1701,110,0.3334626069489028,-0.0009375,0.004940864780029278,0.003355724043457483
pareto,2903,0,0.0,0.0,0.0,0.0
pareto,2903,10,-3.4687754735860614,-0.04515625,-0.026745403032732144,0.007500162873538064
pareto,2903,50,0.864836215392956,0.01171875,-0.0019367920245864823,0.00448983967835962
pareto,2903,100,1.1243868148032699,0.008802083333333334,0.010207181248649165,0.0035266966593741245
pareto,2903,110,1.1116492409230734,0.010260416666666666,0.008501099528732231,0.0031589184882445426
score,1701,0,0.0,0.0,0.0,0.0
score,1701,10,-5.224029829407095,-0.06260416666666667,-0.05525680619196195,0.008431743836330637
score,1701,50,-1.7319395177966896,-0.03463541666666667,-0.008451102421151348,0.005508674900221031
score,1701,100,0.3497197377949465,0.0009895833333333334,0.0018446796143760447,0.0032497095159866635
score,1701,110,0.35094391294598787,-0.002864583333333333,0.005987047849195357,0.0034834931549664696
score,2903,0,0.0,0.0,0.0,0.0
score,2903,10,-3.3039816656328997,-0.044375,-0.02462368497518959,0.007423804058560144
score,2903,50,0.9813490582089024,0.013229166666666667,0.002158063380641937,0.0047691735087384635
score,2903,100,1.0703016091867368,0.005572916666666667,0.011394672287636366,0.0035945713063575014
score,2903,110,1.0331213177345384,0.006875,0.00928119735494165,0.0032193495450159896
