method,step,token,PDMS,feasible_rate,hard_failure,zero_score_rate,EP,NC,DAC,TTC,DDC,Comfort,pairwise_ADE,Spread_AUC,center_shift,CRN_policy_change_ADE,D_positive,IL_retention_loss,candidate_fitting_loss,Hit1,Hit8,Hit16,Hit64
gt_distance,0,36f37eab352d5150,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17775036643389477,0.15058709735417727,0.41294339299201965,0.0,0.0,0.0032377848861671055,0.009579561455474561,0.0,0.0,0.0,0.0
gt_distance,0,377030639621540e,88.78798026501586,1.0,0.0,0.0,0.7309115263603806,1.0,1.0,1.0,1.0,1.0,0.1484950676799736,0.12700004246190894,0.0681096538901329,0.0,0.13886404782533646,0.00022313843333421346,0.0004300911824124398,0.5390625,0.9965262646734441,0.9999925202514823,1.0
gt_distance,0,377d9bb5bb125691,98.11232618604735,1.0,0.0,0.0,0.9546958284651365,1.0,1.0,1.0,1.0,1.0,0.13824115535234746,0.11935296451325496,0.06572413444519043,0.0,0.11679167300462723,0.00040860268054032645,0.0008490950945088116,0.1875,0.7969073769816727,0.9550651177841191,1.0
gt_distance,0,37ab6257bb545b45,86.2329874924088,0.875,0.125,0.125,0.8445916998178107,1.0,0.875,1.0,1.0,1.0,0.1558408249992258,0.13362648626390145,0.1634516939520836,0.0,0.15187954157590866,0.000256577897928878,0.0010759988072237547,0.46875,0.9889556408458167,0.9998944884337215,1.0
gt_distance,0,38cfd81687975661,94.52648663514555,0.875,0.0,0.0,0.8686356792434933,1.0,1.0,1.0,0.9375,1.0,0.22490534556335698,0.1786983932971955,0.21623775362968445,0.0,0.1849927455186844,0.002730900611965126,0.0030683557839097375,0.0625,0.33953445512115354,0.45737292186051914,0.5
gt_distance,0,39fe00229f7b5ac4,88.0074249092944,0.9453125,0.0,0.0,0.7121781978230655,1.0,1.0,1.0,0.97265625,1.0,0.16972184902183235,0.14041676551808524,0.1752508208155632,0.0,0.15503568202257156,0.002984824813164977,0.005846868661933513,0.390625,0.9485705827564099,0.99657319115613,1.0
gt_distance,0,3a4cfdd4bfa55a5e,87.41104657544288,1.0,0.0,0.0,0.697865117810629,1.0,1.0,1.0,1.0,1.0,0.16773434053822178,0.1442433829327206,0.08261296898126602,0.0,0.14640077203512192,0.000748884117228954,0.0007451775362277147,0.7421875,0.999994329967836,0.9999999999998435,1.0
gt_distance,0,3c297001ef2d5acb,97.47642657856787,0.0,0.0,0.0,0.9394342378856286,1.0,1.0,1.0,0.5,1.0,0.16320061780967499,0.13119488909857885,0.23930446058511734,0.0,0.0,0.0052795783080625824,0.005548577070022986,0.0,0.0,0.0,0.0
gt_distance,0,3c30c0c940045ac2,85.29569847913567,1.0,0.0,0.0,0.6470967634992562,1.0,1.0,1.0,1.0,1.0,0.14324266534275784,0.12251500281336579,0.3234482854604721,0.0,0.14324267953634262,0.0029578318600727016,0.002427462354205545,1.0,1.0,1.0,1.0
gt_distance,0,3e58b4e75b4d5910,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.26645328802852786,0.21555043343187796,0.1414371356368065,0.0,0.0,0.0028396315534280347,0.0018939470738104092,0.0,0.0,0.0,0.0
gt_distance,0,3f67a285648156d8,88.39213761467317,1.0,0.0,0.0,0.7214113027521563,1.0,1.0,1.0,1.0,1.0,0.19305273808154466,0.16710357313305582,0.10513066872954369,0.0,0.1800103709101677,0.001503182984460949,0.003444531838226794,0.6875,0.9988118043356395,0.9999993848032274,1.0
gt_distance,0,42e6895442ab5601,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15011263604254232,0.12680475708211086,0.17994192242622375,0.0,0.0,0.001309680080396447,0.0032830822733700415,0.0,0.0,0.0,0.0
gt_distance,0,43df192ed9125ff3,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12220861042537923,0.1023067431761209,0.12716181576251984,0.0,0.0,0.0005979880668540716,0.019146054786418176,0.0,0.0,0.0,0.0
gt_distance,0,45e7e76381d85846,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20610029577557532,0.17118169077646028,0.18654867261648178,0.0,0.0,0.0019665001908890645,0.0042185380238422,0.0,0.0,0.0,0.0
gt_distance,0,468894d189a75353,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16010782318253358,0.12913307453106423,0.09756620600819588,0.0,0.0,0.003230277328846398,0.005158092202357523,0.0,0.0,0.0,0.0
gt_distance,0,4775f8e1a53d5c6f,80.46875,0.53125,0.0,0.0,1.0,1.0,1.0,0.53125,1.0,1.0,0.15206158498761638,0.12405988534129331,0.11688272282481194,0.0,0.0,0.003217302186179438,0.005365698464053992,0.0,0.0,0.0,0.0
gt_distance,0,482b5439cb6c5350,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18509979737803012,0.155586754235079,0.11495903879404068,0.0,0.0,0.0013384907781315292,0.001375442059845966,0.0,0.0,0.0,0.0
gt_distance,0,48cf36e2f3e15071,99.32451534256168,1.0,0.0,0.0,0.9837883682214799,1.0,1.0,1.0,1.0,1.0,0.19507261541920495,0.1698996618620073,0.22580617666244507,0.0,0.1919245347380638,0.0010448672051310837,0.001125281553427726,0.859375,0.9999950568950364,0.9999999999998435,1.0
gt_distance,0,48d4fcc3437755a8,94.37305278832,1.0,0.0,0.0,0.8649532669196802,1.0,1.0,1.0,1.0,1.0,0.17672062914917097,0.15185120906395128,0.27296410501003265,0.0,0.17672063410282135,0.001153072660770249,0.002204596029017125,0.9765625,1.0,1.0,1.0
gt_distance,0,4934fe6008f8564b,96.1945166131443,0.984375,0.015625,0.015625,0.9305433987154633,1.0,0.984375,1.0,1.0,1.0,0.168711725897074,0.13888063114483365,0.1043594665825367,0.0,0.16100023686885834,0.00026223097960098585,0.0004087513526300768,0.0,0.0,0.0,0.0
gt_distance,0,4a5cb683d82059f0,92.97688473621785,1.0,0.0,0.0,0.8314452336692286,1.0,1.0,1.0,1.0,1.0,0.1581741812224366,0.13746448713322998,0.07506246492266655,0.0,0.1364160105586052,0.00032227463172773696,0.0007862482585281327,0.5234375,0.9944202484664147,0.9999772374685008,1.0
gt_distance,0,4a8b4dff75c15a8a,86.71875,0.8671875,0.1328125,0.1328125,0.8671875,1.0,0.8671875,1.0,1.0,1.0,0.14148729020536882,0.11461473622562476,0.18897326290607452,0.0,0.0,0.0012544835101948593,0.0027868473231364987,0.0,0.0,0.0,0.0
gt_distance,0,4ac0a91fc4dd5ca9,98.89322916666667,0.0,0.0078125,0.0078125,0.9921875,0.9921875,1.0,0.984375,0.0,1.0,0.19127296886139963,0.1561816146389055,0.22279677540063858,0.0,0.0,0.00192385482159807,0.005963146007076148,0.0,0.0,0.0,0.0
gt_distance,0,4af11dadd34359fe,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1751022028614819,0.14185255631344068,0.1421736255288124,0.0,0.0,0.00291948086046645,0.006385590110191686,0.0,0.0,0.0,0.0
gt_distance,0,4bc510a669d8549f,62.125128470413856,0.09375,0.0,0.0,0.9972530832899325,1.0,1.0,0.09375,1.0,1.0,0.15284416873821907,0.12987139046541113,0.16506199538707733,0.0,0.11575999483466148,0.000984413559297792,0.0009013125229131447,0.09375,0.5297968140669795,0.7619868028650405,1.0
gt_distance,0,4ce4021236435fc2,88.38436836852699,1.0,0.0,0.0,0.7212248408446482,1.0,1.0,1.0,1.0,1.0,0.2004379622690997,0.16271892657426063,0.1562185138463974,0.0,0.19567526131868362,0.0012950910872575605,0.002581382596602566,0.15625,0.7623350140495699,0.9543588860324751,1.0
gt_distance,0,502320eeaec55d1f,98.63874124027164,1.0,0.0,0.0,0.9673297897665192,1.0,1.0,1.0,1.0,1.0,0.16123348751049557,0.1351846160323947,0.06662878766655922,0.0,0.13597821444272995,0.0013342021409741278,0.003035948168815139,0.234375,0.8624431854937418,0.9779831603617747,1.0
gt_distance,0,505c44ea52485f9d,99.80456064119198,1.0,0.0,0.0,0.9953094553886077,1.0,1.0,1.0,1.0,1.0,0.14635021631490502,0.12198369845138456,0.15607596933841705,0.0,0.14149784296751022,0.0011137958881590748,0.004263279550670518,0.0,0.0,0.0,0.0
gt_distance,0,50e0c2fe698655a9,98.34786604798782,1.0,0.0,0.0,0.9603487851517081,1.0,1.0,1.0,1.0,1.0,0.15742363415961932,0.1329628921588229,0.08481335267424583,0.0,0.14730679988861084,0.00031635323640699653,0.0008904733422454569,0.65625,0.9997464639463963,0.9999999866558924,1.0
gt_distance,0,5207306ed1a05de8,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12144762641861032,0.0989881523959671,0.11614973098039627,0.0,0.0,0.00033262123018573675,0.016845904397399636,0.0,0.0,0.0,0.0
gt_distance,0,548d6bf7b63459e7,96.06661964959622,1.0,0.0,0.0,0.9055988715903094,1.0,1.0,1.0,1.0,1.0,0.1832288039115129,0.1504081442733768,0.1762908771634102,0.0,0.1805362105369568,0.0016899030514281321,0.0022263902479693343,0.671875,0.9998750741434115,0.9999999979090284,1.0
gt_distance,0,56faab1d1228542e,90.76095588876633,1.0,0.0,0.0,0.7782629413303919,1.0,1.0,1.0,1.0,1.0,0.1315365133500151,0.10789417605721921,0.14111217856407166,0.0,0.13061761483550072,0.00028624318261449844,0.0011797224973406628,0.734375,0.9999445932359932,0.9999999997490855,1.0
gt_distance,0,570334268a395022,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2662220573326929,0.21476312960982358,0.25483784079551697,0.0,0.0,0.001363183729353068,0.003164133744604669,0.0,0.0,0.0,0.0
gt_distance,0,573ac67fb17a5a71,99.84348267282961,1.0,0.0,0.0,0.9962435841479106,1.0,1.0,1.0,1.0,1.0,0.1868833325315974,0.1579261168045566,0.1650996431708336,0.0,0.1760856658220291,0.00021933412686792053,0.0007655257990641928,0.0,0.0,0.0,0.0
gt_distance,0,5985ea459f145e5c,95.8525078121252,1.0,0.0,0.0,0.9004601874910048,1.0,1.0,1.0,1.0,1.0,0.20429048549338558,0.16585829625252058,0.15316736698150635,0.0,0.17800895869731903,0.0022874251227733566,0.002023601618958537,0.0625,0.4219328397673189,0.6937561380977563,1.0
gt_distance,0,5b3770f00cb55569,96.91149350739084,1.0,0.0,0.0,0.9258758441773804,1.0,1.0,1.0,1.0,1.0,0.1766430459766308,0.15515246505469982,0.08180142194032669,0.0,0.15902378410100937,0.0004446971897849039,0.000802368069415138,0.6484375,0.9995136857028519,0.9999999305422989,1.0
gt_distance,0,5cfcccdb3e3c539b,98.10217349394614,1.0,0.0,0.0,0.9544521638547072,1.0,1.0,1.0,1.0,1.0,0.17944604463286185,0.1537495188578616,0.25972411036491394,0.0,0.1794460564851761,0.0017355630558526514,0.0034016162390706484,0.9453125,1.0,1.0,1.0
gt_distance,0,5d0d7322ddea55ce,82.7217426220937,1.0,0.0,0.0,0.5853218229302486,1.0,1.0,1.0,1.0,1.0,0.13728105894165094,0.11765842978156049,0.15650132298469543,0.0,0.13728105276823044,0.0004155635517335554,0.0027791785908704014,0.9765625,1.0,1.0,1.0
gt_distance,0,5d711f77d42054d6,83.63195431374824,1.0,0.0,0.0,0.6071669035299578,1.0,1.0,1.0,1.0,1.0,0.16355170610970748,0.1417407699612954,0.18426013737916946,0.0,0.1635517105460167,0.0015386465252902326,0.0011605135691752366,0.9765625,1.0,1.0,1.0
gt_distance,0,5fec23f5a5d052cd,98.96122214048088,1.0,0.0,0.0,0.9750693313715411,1.0,1.0,1.0,1.0,1.0,0.23274626055115072,0.196792336339089,0.43570083379745483,0.0,0.23274625837802887,0.0013306014040992409,0.0017119494643935695,0.8203125,0.9999972538305758,0.9999999999999827,1.0
gt_distance,0,602d680df54553a2,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17435117183292376,0.14437832250304716,0.11463510245084763,0.0,0.0,0.0016131243162220699,0.0010495661376666021,0.0,0.0,0.0,0.0
gt_distance,0,60691b9dd3355992,91.45843186437583,1.0,0.0,0.0,0.7950023647450198,1.0,1.0,1.0,1.0,1.0,0.1666432092800398,0.13332828840802946,0.2035062313079834,0.0,0.16331695020198822,0.0032769893950757023,0.0037345719282626533,0.2265625,0.8884071612933916,0.9915339379871099,1.0
gt_distance,0,6320ecb991675a39,87.19550798170886,1.0,0.0,0.0,0.6926921915610125,1.0,1.0,1.0,1.0,1.0,0.1702587832421938,0.13882476355038187,0.057833531871438026,0.0,0.15179673582315445,0.0007991227274999346,0.0007677258488882899,0.0,0.0,0.0,0.0
gt_distance,0,635be215dc9d58c3,93.75123984053741,1.0,0.0,0.0,0.8500297561728978,1.0,1.0,1.0,1.0,1.0,0.16665727505383182,0.1382342570368279,0.16675202548503876,0.0,0.16267109662294388,0.0003815179867743268,0.0003133696899126903,0.15625,0.6318161445611854,0.7908961797708791,1.0
gt_distance,0,63dcb963cece5b7d,87.96294863631246,1.0,0.0,0.0,0.7111107672714987,1.0,1.0,1.0,1.0,1.0,0.1672687292525358,0.1357469135529618,0.14830238744616508,0.0,0.15293540060520172,0.0005107252674143581,0.002889099147907359,0.09375,0.46237690966000977,0.6098067989892471,1.0
gt_distance,0,65c6face44dc5242,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13743661906880283,0.11819006125879755,0.1421567127108574,0.0,0.0,0.0007320540057804692,0.004113134011632269,0.0,0.0,0.0,0.0
gt_distance,0,666ee535a52a5acc,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.173690747651901,0.14005169984998628,0.09038410149514675,0.0,0.0,0.0007969929553794941,0.0017486942267055383,0.0,0.0,0.0,0.0
gt_distance,0,66d5a6841d835e3a,88.04490968262755,1.0,0.0,0.0,0.7130778323830613,1.0,1.0,1.0,1.0,1.0,0.1430571598360937,0.1229682092143349,0.17847170680761337,0.0,0.14305716007947922,0.0019656065144531,0.001551700081556362,0.9921875,1.0,1.0,1.0
gt_distance,0,675f0d4dff9c5318,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14418129252182535,0.12423405356619288,0.10112680867314339,0.0,0.0,0.0003146682615593477,0.00972245533240823,0.0,0.0,0.0,0.0
gt_distance,0,6848c7497a065ae0,99.11900372410044,1.0,0.0,0.0,0.9788560893784104,1.0,1.0,1.0,1.0,1.0,0.1896829791404941,0.16100182205195343,0.24237608164548874,0.0,0.1896829828619957,0.004202577454677225,0.004803836854520682,0.984375,1.0,1.0,1.0
gt_distance,0,685c110d6a615ff8,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13110593714189608,0.11233607660246112,0.15921154990792274,0.0,0.0,0.0018796980410940023,0.011646732690437034,0.0,0.0,0.0,0.0
gt_distance,0,68f3beae8cd25dba,97.24726776071779,1.0,0.0,0.0,0.9339344262572268,1.0,1.0,1.0,1.0,1.0,0.18294583506491655,0.15158081821327474,0.05948726274073124,0.0,0.15189243108034134,0.0008068782144405873,0.002007333980770909,0.0,0.0,0.0,0.0
gt_distance,0,69cd8ef1721f550d,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1678732425917011,0.14399348226933434,0.09923650324344635,0.0,0.0,0.0009138314029186745,0.031220291025832125,0.0,0.0,0.0,0.0
gt_distance,0,6b5978b04dc85323,94.81192277810953,1.0,0.0,0.0,0.8754861466746285,1.0,1.0,1.0,1.0,1.0,0.16755046029889303,0.14445864628225563,0.06119615584611893,0.0,0.1264379806816578,0.000536412369164907,0.000996873162947054,0.6171875,0.9995009094066003,0.999999930537341,1.0
gt_distance,0,6be7246860e057c8,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13916268432133794,0.11465555702687,0.10486951842904091,0.0,0.0,0.0028318756223306707,0.006703473918094005,0.0,0.0,0.0,0.0
gt_distance,0,6c0b6e4fdf005a81,99.95597386390169,1.0,0.0,0.0,0.9989433727336405,1.0,1.0,1.0,1.0,1.0,0.21907023287259608,0.1869440836701512,0.15081404149532318,0.0,0.2068716138601303,0.0011654856628950938,0.0024895771518274046,0.0,0.0,0.0,0.0
gt_distance,0,6c0dbda0d8e45ae9,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18665400755893352,0.15962499501210783,0.1274997666478157,0.0,0.0,0.0007734462364794581,0.002911083892918498,0.0,0.0,0.0,0.0
gt_distance,0,6ca255559e0350a5,91.57228471359741,1.0,0.0,0.0,0.7977348331263381,1.0,1.0,1.0,1.0,1.0,0.1709185493484149,0.1402786892379677,0.21862366050481796,0.0,0.16911622136831284,0.00026105397769526917,0.000784803738540063,0.0703125,0.36245810438956017,0.469552087043228,0.5
gt_distance,0,6ca6a1a4f3dc5d85,81.48481766108166,1.0,0.0,0.0,0.5556356238659599,1.0,1.0,1.0,1.0,1.0,0.13616222787908128,0.11689104421518695,0.0900011882185936,0.0,0.12343240156769753,0.00039814723844955324,0.0028947437659176956,0.6796875,0.9997488708831269,0.9999999866559098,1.0
gt_distance,0,6cc16446dbe45353,95.20263918801987,1.0,0.0,0.0,0.8848633405124773,1.0,1.0,1.0,1.0,1.0,0.15930783643899876,0.12967628821337945,0.23171142488718033,0.0,0.1566350907087326,0.003608774003993176,0.003933082734008053,0.7421875,0.9988118044486041,0.9999993848032274,1.0
gt_distance,0,6ee8095e2d8b599c,99.8475696098954,1.0,0.0,0.0,0.9963416706374896,1.0,1.0,1.0,1.0,1.0,0.20819855299740836,0.18207167125874552,0.11324188485741615,0.0,0.18076665699481964,0.001383548806437318,0.0014380471968920006,0.0,0.0,0.0,0.0
gt_distance,0,6f2a7bf7cf275dd3,77.5390625,0.4609375,0.0,0.0,1.0,1.0,1.0,0.4609375,1.0,1.0,0.1531918782395837,0.1316157696237822,0.1671367734670639,0.0,0.0,0.001848660464268903,0.07576333455669726,0.0,0.0,0.0,0.0
gt_distance,0,6f31d072740b5885,97.25928725237225,0.9609375,0.0,0.0,0.9732853940569338,1.0,1.0,0.9609375,1.0,1.0,0.15625037362109437,0.1322449844547499,0.09927399456501007,0.0,0.13453973084688187,0.0016265541890163604,0.0010956183602175429,0.625,0.9993338835640178,0.9999998511619146,1.0
gt_distance,0,6f471ee76c595c92,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15792025771633336,0.13677814599241908,0.13598690927028656,0.0,0.0,0.0007327774780279128,0.014750868251887539,0.0,0.0,0.0,0.0
gt_distance,0,70d9d2c73e4155d4,86.23840887009551,1.0,0.0,0.0,0.6697218128822924,1.0,1.0,1.0,1.0,1.0,0.15686960363215302,0.12884151938047195,0.17993605881929398,0.0,0.15686960518360138,0.00102656845126603,0.0029719592572163833,0.03125,0.22983870967741937,0.4174347158218126,1.0
gt_distance,0,70fb14aa330a5e1a,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2169407696611752,0.1873699841463809,0.1597486212849617,0.0,0.0,0.00019183714999471135,0.0008710887582310534,0.0,0.0,0.0,0.0
gt_distance,0,71452581394b54da,97.96341772857934,0.984375,0.0,0.0,0.9667470254859043,1.0,1.0,0.984375,1.0,1.0,0.1332998816204275,0.11511379876558359,0.07055744342505932,0.0,0.10252956300973892,0.0005646331154665063,0.0015633454051453555,0.375,0.9684728206250788,0.9989829651810764,1.0
gt_distance,0,727278e9914354b1,99.99828681961202,1.0,0.0,0.0,0.9999588836706883,1.0,1.0,1.0,1.0,1.0,0.15165317537175077,0.12447448383016987,0.08559434115886688,0.0,0.0,0.0017449956730715144,0.008549733342817945,0.0,0.0,0.0,0.0
gt_distance,0,738c5da7a06d554c,90.75010645348928,1.0,0.0,0.0,0.7780025548837424,1.0,1.0,1.0,1.0,1.0,0.19331465611037468,0.15657220181786113,0.1581922210752964,0.0,0.17304489761590958,0.0029237296234967403,0.01817595934090832,0.03125,0.21096641988365944,0.34687806904887813,0.5
gt_distance,0,74356ec7c3d15e10,93.18039005193177,1.0,0.0,0.0,0.8363293612463626,1.0,1.0,1.0,1.0,1.0,0.20739852840601936,0.16765589802571232,0.31262199580669403,0.0,0.20739852637052536,0.0025121979618063506,0.0016638701562641245,0.296875,0.9306642111208169,0.9948963491890186,1.0
gt_distance,0,75341958391d5aba,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18011270617428055,0.1457731769720811,0.20405582338571548,0.0,0.0,0.0010352846234411572,0.002556208484520539,0.0,0.0,0.0,0.0
gt_distance,0,7592a60634a65972,90.65292202616362,1.0,0.0,0.0,0.7756701286279271,1.0,1.0,1.0,1.0,1.0,0.16605050398094262,0.13400792878482082,0.11153782904148102,0.0,0.14711714535951614,0.0016073688669280273,0.0038900739197771372,0.0,0.0,0.0,0.0
gt_distance,0,75b56424b7eb5ac6,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15689638782381965,0.13538904356549009,0.09901558980345726,0.0,0.0,0.00023380393430727509,0.0026298516735181465,0.0,0.0,0.0,0.0
gt_distance,0,7640be138ae05408,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15312568138589516,0.1251415515378729,0.1038966216146946,0.0,0.0,0.0030088775209620167,0.007048485564830287,0.0,0.0,0.0,0.0
gt_distance,0,772bea477f415d7e,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20840897814666204,0.1826172152280595,0.12074866518378258,0.0,0.0,0.0014978279513613302,0.004688102705749486,0.0,0.0,0.0,0.0
gt_distance,0,775b0dd554395fa3,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,0.19313081803279764,0.1638235550050362,0.15612658113241196,0.0,0.0,0.0013818929408699887,0.027818898847698392,0.0,0.0,0.0,0.0
gt_distance,0,79d01df5793f5d1a,93.01534468821956,0.9375,0.0,0.0,0.8323682725172694,1.0,1.0,1.0,0.96875,1.0,0.17375474986770656,0.14215284885734414,0.1702471524477005,0.0,0.15512333065271378,0.0009051685503536078,0.0013394337949819146,0.1640625,0.782341107956543,0.9632164607108087,1.0
gt_distance,0,79ebfc1d85bf5a51,84.26632988528365,1.0,0.0,0.0,0.6223919172468078,1.0,1.0,1.0,1.0,1.0,0.14476328433306557,0.12392151469533738,0.07923946529626846,0.0,0.12913553789258003,0.001737023060506715,0.002140611904238199,0.546875,0.9986353226782556,0.9999993793667463,1.0
gt_distance,0,7ae1fa9094f355c5,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21138758914307215,0.17002507569078346,0.1381707340478897,0.0,0.0,0.002708184398258595,0.00949670132060021,0.0,0.0,0.0,0.0
gt_distance,0,7b20cfb388a15b3d,94.31189168491001,1.0,0.0,0.0,0.8634854004378404,1.0,1.0,1.0,1.0,1.0,0.17454519748907155,0.15227866588202132,0.09897882491350174,0.0,0.15564724802970886,0.0006495516456297423,0.0015653523098748678,0.1796875,0.8148667386166218,0.9742002246987215,1.0
gt_distance,0,7b79090489c95c0b,99.1983568706088,1.0,0.0,0.0,0.9807605648946114,1.0,1.0,1.0,1.0,1.0,0.15738031102528982,0.1277033939690676,0.214690662920475,0.0,0.15738032013177872,0.005120878899006698,0.011431601430658134,0.6171875,0.9997947381255639,0.9999999971563022,1.0
gt_distance,0,7cfa2141cf77549d,59.63541666666667,0.03125,0.0,0.0,1.0,1.0,1.0,0.03125,1.0,1.0,0.17176425120786523,0.14268909140909128,0.10694440826773643,0.0,0.060674380511045456,0.0017279665030969227,0.0039384697048987505,0.03125,0.22983870967741937,0.4174347158218126,1.0
gt_distance,0,7da1df98fb8e5af0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15389339867220236,0.12368651216174179,0.14007776230573654,0.0,0.0,0.001524810265458143,0.001957532315593369,0.0,0.0,0.0,0.0
gt_distance,0,7e6335968cbb5318,88.58219604087459,1.0,0.0,0.0,0.7259727049809902,1.0,1.0,1.0,1.0,1.0,0.17845035223723982,0.14619907746417812,0.1775704026222229,0.0,0.1755390390753746,0.00037716459841163896,0.00583828911112505,0.5859375,0.9892063748125192,0.9998945017778117,1.0
gt_distance,0,7eb9b36921b25d5b,91.50627717428722,1.0,0.0,0.0,0.7961506521828934,1.0,1.0,1.0,1.0,1.0,0.18420799413162012,0.15579292094530037,0.15379181504249573,0.0,0.1584628000855446,0.0038012393470054917,0.005496575076968213,0.265625,0.9193307052914431,0.9945341760134927,1.0
gt_distance,0,7ecb22e3bba55b12,89.31529513160399,1.0,0.0,0.0,0.7435670831584955,1.0,1.0,1.0,1.0,1.0,0.1567587885421004,0.13099372803258028,0.19692805409431458,0.0,0.15675879269838333,0.00027818105314736385,0.00038066431565653147,0.0078125,0.0625,0.125,0.5
gt_distance,0,7f35bb1a29c1549f,65.49479166666666,0.171875,0.0,0.0,1.0,1.0,1.0,0.171875,1.0,1.0,0.13545328926603944,0.1129359779232427,0.1801026463508606,0.0,0.0,0.0026603895711403425,0.04703909880695534,0.0,0.0,0.0,0.0
gt_distance,0,7f3aa59671c45291,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19283270443416725,0.16564166076318507,0.09882299788296223,0.0,0.0,0.00024414739967681953,0.0005787513360857588,0.0,0.0,0.0,0.0
gt_distance,0,802c127f63f955ed,88.1873853654133,1.0,0.0,0.0,0.716497248769919,1.0,1.0,1.0,1.0,1.0,0.17148057723759091,0.1472920005933966,0.12101596966385841,0.0,0.157120943069458,0.002643116728187067,0.00314495063127751,0.8671875,0.9999999988703541,1.0,1.0
gt_distance,0,80dfd05ab759518f,93.9722418179054,0.9765625,0.0,0.0,0.8787713036297298,1.0,1.0,0.9765625,1.0,1.0,0.17502002283328072,0.14367583626791136,0.12843818962574005,0.0,0.15290263295173645,0.0012714276223455556,0.0024546750947891383,0.265625,0.9016565963289602,0.9892230055044009,1.0
gt_distance,0,86208267d61253c0,99.9869458174772,1.0,0.0,0.0,0.9996866996194527,1.0,1.0,1.0,1.0,1.0,0.19125503464704485,0.16001638482234876,0.0950893871486187,0.0,0.0,0.001187727158324492,0.004880526290619969,0.0,0.0,0.0,0.0
gt_distance,0,873f4bc746a55d13,79.36197916666667,0.734375,0.1640625,0.1640625,0.8359375,1.0,0.8359375,0.7421875,1.0,1.0,0.1993601855196078,0.16247044180988354,0.0694718062877655,0.0,0.0,0.0011791914177550211,0.0019249504554892383,0.0,0.0,0.0,0.0
gt_distance,0,8783e69e8b9d5d5c,88.87351970872336,0.984375,0.015625,0.015625,0.7548394730093604,0.984375,1.0,0.984375,1.0,1.0,0.20845355487734857,0.17193607525897947,0.3000529408454895,0.0,0.20252683013677597,0.0033913421062266025,0.0034828169699636646,0.6796875,0.9998227913024509,0.9999999945635188,1.0
gt_distance,0,8787fbb12fed5433,99.00924021505197,1.0,0.0,0.0,0.9762217651612474,1.0,1.0,1.0,1.0,1.0,0.17452787163339017,0.15075456790857278,0.107208251953125,0.0,0.15575098246335983,0.00030646526754196657,0.0005044485498757467,0.1015625,0.5890386856869918,0.8450835058296964,1.0
gt_distance,0,89a7b788217c5f67,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14134348732674518,0.12112214092718952,0.05920327827334404,0.0,0.0,0.001832140831076856,0.00828921090854351,0.0,0.0,0.0,0.0
gt_distance,0,89c4479f74c05538,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15519946523384315,0.12498847016141822,0.1385565549135208,0.0,0.0,0.004509108935216943,0.009164868243267676,0.0,0.0,0.0,0.0
