method,seed,step,PDMS,feasible_rate,hard_failure,zero_score_rate,EP,NC,DAC,TTC,DDC,PIA_rate,infeasible_count,positive_infeasible_count,lr_after_step,lr_used_from_frozen_epoch_schedule,amp_skipped_update,gradient_norm
official_il,1701,1,68.30104430788444,0.638671875,0.208984375,0.208984375,0.6696938133892266,0.95703125,0.82421875,0.875,0.9296875,0.24864864864864866,185,46,0.0001,0.0001,False,0.11447322368621826
official_il,1701,2,71.7092911328672,0.6875,0.177734375,0.169921875,0.7340082047381821,0.951171875,0.87109375,0.86328125,0.92578125,0.15625,160,25,0.0001,0.0001,False,0.7263001799583435
official_il,1701,3,72.60640048058748,0.7890625,0.154296875,0.1484375,0.6650145490340994,0.9775390625,0.869140625,0.9375,0.9765625,0.17592592592592593,108,19,0.0001,0.0001,False,0.17407183349132538
official_il,1701,4,68.5019705484864,0.701171875,0.173828125,0.171875,0.7105330503724199,0.9501953125,0.8671875,0.837890625,0.974609375,0.13071895424836602,153,20,0.0001,0.0001,False,0.3761783540248871
official_il,1701,5,65.34847651118365,0.62890625,0.212890625,0.212890625,0.6781290612684077,0.9677734375,0.8125,0.849609375,0.951171875,0.1631578947368421,190,31,0.0001,0.0001,False,0.47484976053237915
official_il,1701,6,66.98316893345655,0.6484375,0.21875,0.21875,0.683767929402957,0.974609375,0.798828125,0.8828125,0.9453125,0.2,180,36,0.0001,0.0001,False,0.3400214612483978
official_il,1701,7,68.77144497965807,0.677734375,0.1796875,0.17578125,0.7241663229130598,0.92578125,0.884765625,0.775390625,0.9873046875,0.19393939393939394,165,32,0.0001,0.0001,False,0.25120124220848083
official_il,1701,8,64.4512649923742,0.587890625,0.1953125,0.1953125,0.7116741098169811,0.91015625,0.892578125,0.740234375,0.9375,0.26066350710900477,211,55,0.0001,0.0001,False,0.35602763295173645
official_il,1701,9,66.20138784314409,0.626953125,0.1953125,0.1953125,0.6915676832354583,0.919921875,0.865234375,0.767578125,0.9365234375,0.24083769633507854,191,46,0.0001,0.0001,False,0.32921475172042847
official_il,1701,10,71.64579363118267,0.703125,0.154296875,0.1484375,0.7274232875859151,0.951171875,0.892578125,0.83984375,0.955078125,0.13157894736842105,152,20,0.0001,0.0001,False,0.43627700209617615
official_il,1701,11,60.20129701516721,0.595703125,0.267578125,0.25,0.6462400772367318,0.900390625,0.83203125,0.7421875,0.96875,0.17391304347826086,207,36,9.755282581475769e-05,0.0001,False,0.2641323208808899
official_il,1701,12,68.99953655413714,0.677734375,0.181640625,0.15625,0.7104270405174306,0.9501953125,0.875,0.8203125,0.958984375,0.1393939393939394,165,23,9.755282581475769e-05,9.755282581475769e-05,False,0.48493582010269165
official_il,1701,13,75.66535052966388,0.763671875,0.1015625,0.099609375,0.7627126721346491,0.9765625,0.919921875,0.84375,0.974609375,0.19008264462809918,121,23,9.755282581475769e-05,9.755282581475769e-05,False,0.38822102546691895
official_il,1701,14,71.328991843221,0.71875,0.16015625,0.15625,0.7301786157340409,0.9482421875,0.8828125,0.8203125,0.9658203125,0.18055555555555555,144,26,9.755282581475769e-05,9.755282581475769e-05,False,0.49805647134780884
official_il,1701,15,70.16861944357655,0.70703125,0.1875,0.1875,0.7012343666458373,0.9638671875,0.845703125,0.87890625,0.9736328125,0.16,150,24,9.755282581475769e-05,9.755282581475769e-05,False,0.41956573724746704
official_il,1701,16,70.02862846987846,0.71875,0.19921875,0.193359375,0.6953747878966559,0.9775390625,0.826171875,0.912109375,0.95703125,0.1388888888888889,144,20,9.755282581475769e-05,9.755282581475769e-05,False,0.36916106939315796
official_il,1701,17,60.9313907056912,0.576171875,0.283203125,0.28125,0.6203611894365891,0.908203125,0.791015625,0.76953125,0.9453125,0.2119815668202765,217,46,9.755282581475769e-05,9.755282581475769e-05,False,0.39620187878608704
official_il,1701,18,70.92456894041042,0.7265625,0.177734375,0.177734375,0.7197677795698502,0.9296875,0.875,0.83203125,0.982421875,0.09285714285714286,140,13,9.755282581475769e-05,9.755282581475769e-05,False,0.26947498321533203
official_il,1701,19,73.65650158687515,0.6796875,0.13671875,0.134765625,0.7582043707822326,0.974609375,0.888671875,0.861328125,0.9052734375,0.3353658536585366,164,55,9.755282581475769e-05,9.755282581475769e-05,False,0.4400852620601654
official_il,1701,20,72.83748010402171,0.744140625,0.154296875,0.154296875,0.7254432724965212,0.97265625,0.873046875,0.87109375,0.978515625,0.22900763358778625,131,30,9.755282581475769e-05,9.755282581475769e-05,False,0.38778188824653625
official_il,1701,21,72.02328130678522,0.703125,0.146484375,0.146484375,0.7184025013628454,0.947265625,0.90234375,0.85546875,0.9248046875,0.23026315789473684,152,35,9.755282581475769e-05,9.755282581475769e-05,False,0.2757268249988556
official_il,1701,22,71.84438718408934,0.6796875,0.16015625,0.150390625,0.7352248656752937,0.9326171875,0.912109375,0.83203125,0.9482421875,0.3475609756097561,164,57,9.045084971874738e-05,9.755282581475769e-05,False,0.3681599795818329
official_il,1701,23,75.8081768532742,0.724609375,0.11328125,0.107421875,0.7780415686423642,0.9716796875,0.916015625,0.875,0.9443359375,0.2553191489361702,141,36,9.045084971874738e-05,9.045084971874738e-05,False,0.28558939695358276
official_il,1701,24,75.02462665208134,0.72265625,0.125,0.125,0.7701222896499522,0.953125,0.9140625,0.849609375,0.9580078125,0.29577464788732394,142,42,9.045084971874738e-05,9.045084971874738e-05,False,0.20260347425937653
official_il,1701,25,68.8033863325902,0.615234375,0.1953125,0.1875,0.7152914798843031,0.94140625,0.859375,0.8046875,0.9013671875,0.28426395939086296,197,56,9.045084971874738e-05,9.045084971874738e-05,False,0.2938265800476074
official_il,1701,26,67.81298026978916,0.646484375,0.201171875,0.19921875,0.699019139865031,0.9267578125,0.87109375,0.8203125,0.958984375,0.26519337016574585,181,48,9.045084971874738e-05,9.045084971874738e-05,False,0.2479361742734909
official_il,1701,27,72.01119199882501,0.69140625,0.16015625,0.158203125,0.739717243312835,0.9541015625,0.87890625,0.82421875,0.9638671875,0.1962025316455696,158,31,9.045084971874738e-05,9.045084971874738e-05,False,0.4446637034416199
official_il,1701,28,70.28617482874454,0.6796875,0.166015625,0.1640625,0.7355218341055533,0.9755859375,0.853515625,0.83984375,0.9658203125,0.12804878048780488,164,21,9.045084971874738e-05,9.045084971874738e-05,False,0.2506130635738373
official_il,1701,29,73.82310834470645,0.732421875,0.11328125,0.11328125,0.7795671002729552,0.9736328125,0.91015625,0.828125,0.9765625,0.20437956204379562,137,28,9.045084971874738e-05,9.045084971874738e-05,False,0.28169015049934387
official_il,1701,30,72.78534243077068,0.724609375,0.15234375,0.14453125,0.7723383411622512,0.9345703125,0.908203125,0.80859375,0.9833984375,0.19148936170212766,141,27,9.045084971874738e-05,9.045084971874738e-05,False,0.22635313868522644
official_il,1701,31,70.74646079816469,0.69140625,0.17578125,0.17578125,0.7268213091559526,0.9404296875,0.8828125,0.845703125,0.958984375,0.23417721518987342,158,37,9.045084971874738e-05,9.045084971874738e-05,False,0.2588779926300049
official_il,1701,32,73.99900671924445,0.732421875,0.14453125,0.14453125,0.7349605362618665,0.97265625,0.87890625,0.8671875,0.9765625,0.15328467153284672,137,21,9.045084971874738e-05,9.045084971874738e-05,False,0.19382664561271667
official_il,1701,33,75.70509539427186,0.759765625,0.126953125,0.12109375,0.7664870302231284,0.9560546875,0.919921875,0.861328125,0.9521484375,0.1951219512195122,123,24,7.938926261462366e-05,9.045084971874738e-05,False,0.10074920952320099
official_il,1701,34,70.16451790071815,0.66796875,0.19140625,0.177734375,0.7466338972802702,0.9453125,0.865234375,0.841796875,0.931640625,0.20588235294117646,170,35,7.938926261462366e-05,7.938926261462366e-05,False,0.3125881850719452
official_il,1701,35,74.26124267697503,0.73828125,0.130859375,0.12890625,0.7334812116572711,0.9599609375,0.90234375,0.8828125,0.9423828125,0.23880597014925373,134,32,7.938926261462366e-05,7.938926261462366e-05,False,0.3101934790611267
official_il,1701,36,72.96229220279153,0.697265625,0.140625,0.140625,0.748751262866997,0.9755859375,0.880859375,0.85546875,0.9541015625,0.21935483870967742,155,34,7.938926261462366e-05,7.938926261462366e-05,False,0.2237975299358368
official_il,1701,37,74.62189889586833,0.71875,0.123046875,0.123046875,0.7780349485008397,0.9775390625,0.8984375,0.8359375,0.9716796875,0.18055555555555555,144,26,7.938926261462366e-05,7.938926261462366e-05,False,0.11846655607223511
official_il,1701,38,71.46833980508681,0.73046875,0.1328125,0.1328125,0.7398495303220836,0.9599609375,0.90234375,0.8203125,0.962890625,0.18840579710144928,138,26,7.938926261462366e-05,7.938926261462366e-05,False,0.27224260568618774
official_il,1701,39,68.34348321453939,0.70703125,0.1875,0.18359375,0.697815782202204,0.958984375,0.849609375,0.828125,0.9873046875,0.1,150,15,7.938926261462366e-05,7.938926261462366e-05,False,0.335064172744751
official_il,1701,40,71.46099082815212,0.75,0.16015625,0.158203125,0.7032676880108023,0.94140625,0.8984375,0.861328125,0.9814453125,0.1015625,128,13,7.938926261462366e-05,7.938926261462366e-05,False,0.3009759485721588
official_il,1701,41,67.97777524773139,0.658203125,0.193359375,0.193359375,0.7213103559455534,0.9658203125,0.8359375,0.849609375,0.962890625,0.26285714285714284,175,46,7.938926261462366e-05,7.938926261462366e-05,False,0.16262288391590118
official_il,1701,42,73.5370721764436,0.73828125,0.11328125,0.111328125,0.7516065204908464,0.9560546875,0.927734375,0.830078125,0.9736328125,0.1865671641791045,134,25,7.938926261462366e-05,7.938926261462366e-05,False,0.3019842505455017
official_il,1701,43,79.90195731748662,0.77734375,0.0859375,0.0859375,0.812178225619679,0.9853515625,0.923828125,0.90234375,0.9501953125,0.2894736842105263,114,33,7.938926261462366e-05,7.938926261462366e-05,False,0.14550969004631042
official_il,1701,44,72.8018847237546,0.7109375,0.140625,0.140625,0.7761514833701101,0.9619140625,0.880859375,0.84375,0.9609375,0.22297297297297297,148,33,6.545084971874738e-05,7.938926261462366e-05,False,0.2223680317401886
official_il,1701,45,71.36980734597441,0.716796875,0.154296875,0.154296875,0.7503753763033858,0.9462890625,0.890625,0.81640625,0.9736328125,0.2482758620689655,145,36,6.545084971874738e-05,6.545084971874738e-05,False,0.2820354402065277
official_il,1701,46,74.46438220191057,0.703125,0.126953125,0.12109375,0.8070947427003827,0.9384765625,0.93359375,0.79296875,0.9609375,0.20394736842105263,152,31,6.545084971874738e-05,6.545084971874738e-05,False,0.239346444606781
official_il,1701,47,73.53911900547484,0.736328125,0.14453125,0.142578125,0.7615071831308537,0.966796875,0.8828125,0.86328125,0.966796875,0.15555555555555556,135,21,6.545084971874738e-05,6.545084971874738e-05,False,0.20846866071224213
official_il,1701,48,72.2931331114147,0.70703125,0.1484375,0.13671875,0.7361621210074625,0.953125,0.90234375,0.876953125,0.9306640625,0.2733333333333333,150,41,6.545084971874738e-05,6.545084971874738e-05,False,0.19634193181991577
