method,seed,step,PDMS,feasible_rate,hard_failure,zero_score_rate,EP,NC,DAC,TTC,DDC,PIA_rate,infeasible_count,positive_infeasible_count,lr_after_step,lr_used_from_frozen_epoch_schedule,amp_skipped_update,gradient_norm
official_il,1701,49,70.75815422346079,0.693359375,0.1875,0.1875,0.7337425763630588,0.94140625,0.86328125,0.859375,0.9560546875,0.16560509554140126,157,26,6.545084971874738e-05,6.545084971874738e-05,False,0.15587489306926727
official_il,1701,50,76.150172704548,0.7421875,0.12109375,0.119140625,0.7670110226233111,0.9541015625,0.921875,0.84765625,0.9755859375,0.1893939393939394,132,25,6.545084971874738e-05,6.545084971874738e-05,False,0.2227333039045334
official_il,1701,51,70.68688000365206,0.7109375,0.171875,0.171875,0.7187507450876496,0.9580078125,0.86328125,0.853515625,0.958984375,0.20945945945945946,148,31,6.545084971874738e-05,6.545084971874738e-05,False,0.17281338572502136
official_il,1701,52,76.13071293667835,0.71484375,0.138671875,0.138671875,0.7716683604802803,0.96875,0.890625,0.853515625,0.953125,0.2191780821917808,146,32,6.545084971874738e-05,6.545084971874738e-05,False,0.16980744898319244
official_il,1701,53,73.19750835476523,0.6953125,0.14453125,0.138671875,0.7379776163881553,0.9658203125,0.890625,0.873046875,0.916015625,0.27564102564102566,156,43,6.545084971874738e-05,6.545084971874738e-05,False,0.2953701317310333
official_il,1701,54,74.5380412405735,0.734375,0.1328125,0.12890625,0.7686601869298098,0.9638671875,0.90234375,0.837890625,0.9658203125,0.19117647058823528,136,26,6.545084971874738e-05,6.545084971874738e-05,False,0.1776125580072403
official_il,1701,55,73.54643245757661,0.697265625,0.13671875,0.13671875,0.7791768789818385,0.966796875,0.896484375,0.818359375,0.9609375,0.1935483870967742,155,30,5e-05,6.545084971874738e-05,False,0.19588693976402283
official_il,1701,56,73.76084307420902,0.69921875,0.13671875,0.130859375,0.7778774212810168,0.982421875,0.880859375,0.857421875,0.943359375,0.24025974025974026,154,37,5e-05,5e-05,False,0.18502789735794067
official_il,1701,57,70.60496739439925,0.68359375,0.166015625,0.162109375,0.7236092413981461,0.966796875,0.865234375,0.857421875,0.94921875,0.18518518518518517,162,30,5e-05,5e-05,False,0.16705964505672455
official_il,1701,58,80.4949455211985,0.763671875,0.080078125,0.080078125,0.802581817508764,0.966796875,0.9453125,0.884765625,0.9423828125,0.3305785123966942,121,40,5e-05,5e-05,False,0.17344145476818085
official_il,1701,59,75.21141176577518,0.74609375,0.119140625,0.119140625,0.7761676323786042,0.95703125,0.923828125,0.873046875,0.9521484375,0.23076923076923078,130,30,5e-05,5e-05,False,0.2885568141937256
official_il,1701,60,75.34401632740135,0.74609375,0.12109375,0.1171875,0.7695454144284777,0.9384765625,0.9375,0.841796875,0.9677734375,0.18461538461538463,130,24,5e-05,5e-05,False,0.30648326873779297
official_il,1701,61,71.33738958274994,0.73046875,0.154296875,0.1484375,0.7484189038283295,0.9638671875,0.87890625,0.849609375,0.9765625,0.13768115942028986,138,19,5e-05,5e-05,False,0.15919284522533417
official_il,1701,62,79.56189103629046,0.8046875,0.095703125,0.095703125,0.7645635098709709,0.9765625,0.927734375,0.91015625,0.9677734375,0.22,100,22,5e-05,5e-05,False,0.41446512937545776
official_il,1701,63,75.29384384371816,0.76171875,0.146484375,0.140625,0.7760556097365215,0.9541015625,0.90234375,0.880859375,0.9609375,0.18032786885245902,122,22,5e-05,5e-05,False,0.391546368598938
official_il,1701,64,78.94649215519846,0.79296875,0.0859375,0.083984375,0.7823217529698502,0.9765625,0.931640625,0.888671875,0.9501953125,0.27358490566037735,106,29,5e-05,5e-05,False,0.14384539425373077
official_il,1701,65,68.73823084704593,0.6640625,0.189453125,0.16796875,0.7330772861897891,0.9365234375,0.880859375,0.798828125,0.9501953125,0.18604651162790697,172,32,5e-05,5e-05,False,0.185510516166687
official_il,1701,66,76.46967705821301,0.724609375,0.123046875,0.12109375,0.787030061897112,0.9560546875,0.919921875,0.841796875,0.955078125,0.28368794326241137,141,40,3.4549150281252636e-05,5e-05,False,0.24440588057041168
official_il,1701,67,77.11798561032597,0.765625,0.10546875,0.091796875,0.8159053481351909,0.953125,0.947265625,0.822265625,0.984375,0.15833333333333333,120,19,3.4549150281252636e-05,3.4549150281252636e-05,False,0.5316849946975708
official_il,1701,68,77.49540860184626,0.8125,0.09765625,0.09765625,0.7841085564443102,0.982421875,0.91796875,0.8984375,0.98046875,0.15625,96,15,3.4549150281252636e-05,3.4549150281252636e-05,False,0.1632876843214035
official_il,1701,69,72.83123474027995,0.712890625,0.15234375,0.1484375,0.7622610722478376,0.939453125,0.91015625,0.8125,0.9765625,0.1564625850340136,147,23,3.4549150281252636e-05,3.4549150281252636e-05,False,0.22922110557556152
official_il,1701,70,76.30436108178034,0.78125,0.115234375,0.109375,0.7730724454685383,0.9638671875,0.916015625,0.875,0.9833984375,0.23214285714285715,112,26,3.4549150281252636e-05,3.4549150281252636e-05,False,0.18408538401126862
official_il,1701,71,77.14251648208482,0.7578125,0.111328125,0.10546875,0.7793768580083189,0.9638671875,0.919921875,0.869140625,0.9462890625,0.2661290322580645,124,33,3.4549150281252636e-05,3.4549150281252636e-05,False,0.1479177623987198
official_il,1701,72,77.11794649473917,0.775390625,0.107421875,0.103515625,0.7754400908737403,0.9775390625,0.916015625,0.875,0.96875,0.21739130434782608,115,25,3.4549150281252636e-05,3.4549150281252636e-05,False,0.09372725337743759
official_il,1701,73,80.57759954834589,0.77734375,0.078125,0.078125,0.8115967641603015,0.98828125,0.931640625,0.921875,0.9345703125,0.2982456140350877,114,34,3.4549150281252636e-05,3.4549150281252636e-05,False,0.1477997750043869
official_il,1701,74,72.89328902047421,0.6796875,0.150390625,0.150390625,0.7439701864913812,0.966796875,0.87890625,0.849609375,0.935546875,0.25609756097560976,164,42,3.4549150281252636e-05,3.4549150281252636e-05,False,0.12953250110149384
official_il,1701,75,72.29935813974096,0.71484375,0.166015625,0.166015625,0.7367470953537827,0.9892578125,0.841796875,0.91015625,0.927734375,0.2328767123287671,146,34,3.4549150281252636e-05,3.4549150281252636e-05,False,0.3611063063144684
official_il,1701,76,73.21240622932889,0.76953125,0.13671875,0.1328125,0.7098253873753595,0.982421875,0.880859375,0.912109375,0.978515625,0.15254237288135594,118,18,3.4549150281252636e-05,3.4549150281252636e-05,False,0.23137825727462769
official_il,1701,77,79.36539690859182,0.78515625,0.08984375,0.08984375,0.8020351508062038,0.98046875,0.927734375,0.88671875,0.96484375,0.20909090909090908,110,23,2.061073738537635e-05,3.4549150281252636e-05,False,0.15253092348575592
official_il,1701,78,79.49879192908719,0.794921875,0.08984375,0.087890625,0.7990943826436774,0.9560546875,0.953125,0.888671875,0.95703125,0.2857142857142857,105,30,2.061073738537635e-05,2.061073738537635e-05,False,0.38737937808036804
official_il,1701,79,75.83277122232927,0.701171875,0.123046875,0.12109375,0.7671270616562432,0.97265625,0.904296875,0.86328125,0.9345703125,0.30718954248366015,153,47,2.061073738537635e-05,2.061073738537635e-05,False,0.1645108163356781
official_il,1701,80,75.78950318544841,0.7265625,0.109375,0.109375,0.7912137014507621,0.98046875,0.91015625,0.86328125,0.953125,0.21428571428571427,140,30,2.061073738537635e-05,2.061073738537635e-05,False,0.07492367923259735
official_il,1701,81,72.57911562555142,0.685546875,0.146484375,0.146484375,0.7297894000132341,0.9306640625,0.900390625,0.826171875,0.93359375,0.3167701863354037,161,51,2.061073738537635e-05,2.061073738537635e-05,False,0.21423275768756866
official_il,1701,82,73.94543077186387,0.755859375,0.1328125,0.12890625,0.7658276825500194,0.9677734375,0.890625,0.8828125,0.9638671875,0.216,125,27,2.061073738537635e-05,2.061073738537635e-05,False,0.17124371230602264
official_il,1701,83,77.76153152463846,0.74609375,0.10546875,0.1015625,0.7743584887365416,0.984375,0.912109375,0.888671875,0.953125,0.27692307692307694,130,36,2.061073738537635e-05,2.061073738537635e-05,False,0.2756887674331665
official_il,1701,84,70.16722997505958,0.716796875,0.17578125,0.171875,0.7404270391295358,0.94140625,0.880859375,0.8203125,0.9873046875,0.1310344827586207,145,19,2.061073738537635e-05,2.061073738537635e-05,False,0.21771812438964844
official_il,1701,85,72.43497534504169,0.751953125,0.162109375,0.158203125,0.7560443348519216,0.9755859375,0.86328125,0.884765625,0.9794921875,0.11023622047244094,127,14,2.061073738537635e-05,2.061073738537635e-05,False,0.18304318189620972
official_il,1701,86,79.15037744179622,0.78515625,0.111328125,0.111328125,0.8003903086031094,0.9638671875,0.91796875,0.876953125,0.9716796875,0.19090909090909092,110,21,2.061073738537635e-05,2.061073738537635e-05,False,0.2436392456293106
official_il,1701,87,76.35509528974578,0.76953125,0.123046875,0.12109375,0.7631433628208817,0.970703125,0.90234375,0.876953125,0.9716796875,0.2457627118644068,118,29,2.061073738537635e-05,2.061073738537635e-05,False,0.2666158378124237
official_il,1701,88,73.14108496809924,0.689453125,0.134765625,0.134765625,0.7893704142343818,0.953125,0.91015625,0.794921875,0.96875,0.2641509433962264,159,42,9.549150281252633e-06,2.061073738537635e-05,False,0.2890212833881378
official_il,1701,89,78.67692493556602,0.783203125,0.095703125,0.095703125,0.7827774484535845,0.96875,0.931640625,0.8984375,0.953125,0.25225225225225223,111,28,9.549150281252633e-06,9.549150281252633e-06,False,0.19217060506343842
official_il,1701,90,71.83401433286492,0.724609375,0.14453125,0.13671875,0.7370782406962988,0.9501953125,0.904296875,0.82421875,0.9775390625,0.18439716312056736,141,26,9.549150281252633e-06,9.549150281252633e-06,False,0.19242940843105316
official_il,1701,91,73.21316145289035,0.734375,0.146484375,0.146484375,0.746178374869368,0.9658203125,0.884765625,0.884765625,0.9599609375,0.17647058823529413,136,24,9.549150281252633e-06,9.549150281252633e-06,False,0.23049265146255493
official_il,1701,92,74.8638831534585,0.677734375,0.115234375,0.11328125,0.782682056827467,0.9521484375,0.931640625,0.796875,0.9404296875,0.19393939393939394,165,32,9.549150281252633e-06,9.549150281252633e-06,False,0.2093524932861328
official_il,1701,93,69.54495544029893,0.69140625,0.18359375,0.18359375,0.7393914305671745,0.9609375,0.853515625,0.841796875,0.9755859375,0.13924050632911392,158,22,9.549150281252633e-06,9.549150281252633e-06,False,0.13630364835262299
official_il,1701,94,79.49527271664027,0.76953125,0.0859375,0.083984375,0.8087295535531214,0.9658203125,0.94921875,0.89453125,0.9345703125,0.3050847457627119,118,36,9.549150281252633e-06,9.549150281252633e-06,False,0.17841392755508423
official_il,1701,95,79.4648343590729,0.810546875,0.087890625,0.087890625,0.8087185246177494,0.9765625,0.93359375,0.916015625,0.95703125,0.18556701030927836,97,18,9.549150281252633e-06,9.549150281252633e-06,False,0.2351415753364563
official_il,1701,96,75.04092501180185,0.7578125,0.138671875,0.13671875,0.7790141965412593,0.9716796875,0.888671875,0.87890625,0.9765625,0.13709677419354838,124,17,9.549150281252633e-06,9.549150281252633e-06,False,0.22499608993530273
official_il,1701,97,79.02606208207497,0.80859375,0.091796875,0.087890625,0.7920716190592838,0.96875,0.9375,0.888671875,0.9794921875,0.24489795918367346,98,24,9.549150281252633e-06,9.549150281252633e-06,False,0.18400892615318298
official_il,1701,98,77.10654631524936,0.759765625,0.111328125,0.099609375,0.7826300581802923,0.97265625,0.919921875,0.875,0.9619140625,0.2764227642276423,123,34,9.549150281252633e-06,9.549150281252633e-06,False,0.2668802738189697
official_il,1701,99,77.19499520325654,0.77734375,0.115234375,0.11328125,0.7698465698999951,0.9697265625,0.9140625,0.89453125,0.96484375,0.15789473684210525,114,18,2.4471741852423237e-06,9.549150281252633e-06,False,0.2034338414669037
official_il,1701,100,75.11348515270552,0.7421875,0.119140625,0.119140625,0.7753798936649327,0.9736328125,0.8984375,0.861328125,0.9501953125,0.25757575757575757,132,34,2.4471741852423237e-06,2.4471741852423237e-06,False,0.27080005407333374
official_il,1701,101,73.3801659992948,0.705078125,0.12890625,0.12890625,0.7833896089830751,0.958984375,0.90625,0.82421875,0.953125,0.2781456953642384,151,42,2.4471741852423237e-06,2.4471741852423237e-06,False,0.2770880460739136
official_il,1701,102,73.5654619237713,0.734375,0.138671875,0.138671875,0.7722117111705111,0.96875,0.884765625,0.857421875,0.9697265625,0.19852941176470587,136,27,2.4471741852423237e-06,2.4471741852423237e-06,False,0.18850935995578766
official_il,1701,103,76.2756780689754,0.77734375,0.12109375,0.119140625,0.7689199342179666,0.9677734375,0.91015625,0.869140625,0.98828125,0.18421052631578946,114,21,2.4471741852423237e-06,2.4471741852423237e-06,False,0.1726979911327362
official_il,1701,104,73.30434364349955,0.7265625,0.115234375,0.115234375,0.7819604974439891,0.962890625,0.921875,0.818359375,0.98046875,0.18571428571428572,140,26,2.4471741852423237e-06,2.4471741852423237e-06,False,0.19417525827884674
official_il,1701,105,77.65319036424259,0.78125,0.125,0.123046875,0.7858602649743383,0.962890625,0.91015625,0.912109375,0.943359375,0.23214285714285715,112,26,2.4471741852423237e-06,2.4471741852423237e-06,False,0.2563866972923279
official_il,1701,106,75.715516466151,0.7421875,0.123046875,0.123046875,0.749984895187624,0.984375,0.892578125,0.90625,0.9482421875,0.1893939393939394,132,25,2.4471741852423237e-06,2.4471741852423237e-06,False,0.16736219823360443
official_il,1701,107,74.46070529738579,0.71484375,0.130859375,0.130859375,0.786666302137259,0.9501953125,0.916015625,0.818359375,0.9697265625,0.2054794520547945,146,30,2.4471741852423237e-06,2.4471741852423237e-06,False,0.19985321164131165
official_il,1701,108,71.44033166181728,0.6640625,0.16015625,0.15234375,0.7314200412963052,0.962890625,0.87109375,0.841796875,0.9345703125,0.19186046511627908,172,33,2.4471741852423237e-06,2.4471741852423237e-06,False,0.17060501873493195
official_il,1701,109,79.11397261123453,0.80859375,0.091796875,0.087890625,0.80364543529967,0.974609375,0.931640625,0.90234375,0.970703125,0.22448979591836735,98,22,2.4471741852423237e-06,2.4471741852423237e-06,False,0.23121991753578186
official_il,1701,110,71.08146694818353,0.70703125,0.173828125,0.171875,0.7234885872865627,0.953125,0.869140625,0.837890625,0.9853515625,0.14666666666666667,150,22,0.0,2.4471741852423237e-06,False,0.24509197473526
official_il,2903,1,67.70883054523749,0.685546875,0.20703125,0.201171875,0.6787718993407796,0.958984375,0.8359375,0.861328125,0.96875,0.16149068322981366,161,26,0.0001,0.0001,False,0.22383716702461243
official_il,2903,2,61.50652509750809,0.591796875,0.26171875,0.24609375,0.6479757027984784,0.9072265625,0.810546875,0.73828125,0.9462890625,0.17703349282296652,209,37,0.0001,0.0001,False,0.6422353386878967
official_il,2903,3,61.76586349489619,0.634765625,0.259765625,0.25390625,0.6298775152651988,0.9111328125,0.826171875,0.80078125,0.9677734375,0.17647058823529413,187,33,0.0001,0.0001,False,0.1877720206975937
official_il,2903,4,67.57232731789526,0.646484375,0.212890625,0.203125,0.6761512042589447,0.9560546875,0.83203125,0.853515625,0.94921875,0.2154696132596685,181,39,0.0001,0.0001,False,0.46494394540786743
official_il,2903,5,61.23428966190363,0.537109375,0.267578125,0.25390625,0.6463866559656157,0.908203125,0.82421875,0.755859375,0.9345703125,0.25316455696202533,237,60,0.0001,0.0001,False,0.24686871469020844
official_il,2903,6,71.93663020616752,0.72265625,0.158203125,0.15625,0.7350704186220185,0.9609375,0.875,0.853515625,0.9677734375,0.14084507042253522,142,20,0.0001,0.0001,False,0.5508124232292175
official_il,2903,7,72.3770056219225,0.69921875,0.142578125,0.142578125,0.7518918849261402,0.9609375,0.890625,0.8359375,0.9599609375,0.2532467532467532,154,39,0.0001,0.0001,False,0.23057593405246735
official_il,2903,8,66.77681458095313,0.681640625,0.208984375,0.205078125,0.6803779249428752,0.943359375,0.845703125,0.83203125,0.9658203125,0.17177914110429449,163,28,0.0001,0.0001,False,0.39127424359321594
official_il,2903,9,69.55746747127125,0.71484375,0.1953125,0.1953125,0.6889104693105098,0.9580078125,0.8359375,0.845703125,0.990234375,0.0958904109589041,146,14,0.0001,0.0001,False,0.33932381868362427
official_il,2903,10,67.19226053558309,0.697265625,0.205078125,0.201171875,0.679020502853994,0.9501953125,0.830078125,0.869140625,0.9560546875,0.1935483870967742,155,30,0.0001,0.0001,False,0.16432467103004456
official_il,2903,11,66.67839884074365,0.66796875,0.205078125,0.19921875,0.6836441038910737,0.94140625,0.84375,0.80859375,0.9580078125,0.20588235294117646,170,35,9.755282581475769e-05,0.0001,False,0.48853787779808044
official_il,2903,12,70.46350078452058,0.68359375,0.18359375,0.17578125,0.7433636131967238,0.9404296875,0.87109375,0.828125,0.96484375,0.2037037037037037,162,33,9.755282581475769e-05,9.755282581475769e-05,False,0.2968677580356598
official_il,2903,13,77.45331838748247,0.765625,0.126953125,0.12109375,0.7738245121357665,0.966796875,0.904296875,0.888671875,0.947265625,0.3,120,36,9.755282581475769e-05,9.755282581475769e-05,False,0.28250327706336975
official_il,2903,14,73.07942124444563,0.716796875,0.1328125,0.126953125,0.7376951723666949,0.9599609375,0.91015625,0.8515625,0.95703125,0.21379310344827587,145,31,9.755282581475769e-05,9.755282581475769e-05,False,0.41412636637687683
