endpoint,method,reference,metric,n,mean,median,ci_low,ci_high,median_ci_low,median_ci_high,win_fraction
100,official_il,gt_only,PDMS,300,-0.2542141546902054,0.0,-0.7748192788121722,0.1521329202519541,0.0,0.0,0.3433333333333333
100,score,gt_only,PDMS,300,0.10753863553002346,0.3158669827444811,-0.2634970888735354,0.4227676213101735,0.01404298236342072,0.5696043911786575,0.5666666666666667
100,pareto,gt_only,PDMS,300,0.3658389038566737,0.3021526939601529,-0.009168816332460415,0.7124934701095599,0.02664679001746606,0.6257526455034537,0.5766666666666667
100,gt_distance,gt_only,PDMS,300,0.044765938923298686,0.19115701857320033,-0.15223035635120893,0.21444687512096386,0.00788870118884688,0.2897711269378484,0.57
100,old_pc,gt_only,PDMS,300,0.05005661934007222,0.02171823646121851,-0.1784642850264345,0.2400287469469336,0.0,0.10634452223970925,0.5333333333333333
100,conditional_pc,gt_only,PDMS,300,-0.10526170833387645,0.0,-0.45730999180261783,0.15643893720352567,0.0,0.0,0.41
100,official_il,conditional_pc,PDMS,300,-0.1489524463563289,0.0,-0.5070904924714479,0.14060796750395826,0.0,0.0,0.26
100,gt_only,conditional_pc,PDMS,300,0.10526170833387645,0.0,-0.15455961505261065,0.4503145966130291,0.0,0.0,0.23
100,score,conditional_pc,PDMS,300,0.2128003438638999,0.22496588414892926,-0.1345123257714682,0.5217883013474489,0.010519068944816468,0.4938942300596665,0.56
100,pareto,conditional_pc,PDMS,300,0.4711006121905501,0.22688370120557977,0.14353708223957154,0.829966705522122,0.0,0.45457417988011173,0.5533333333333333
100,gt_distance,conditional_pc,PDMS,300,0.15002764725717513,0.05084827428251515,-0.07894467143157695,0.4539820696679179,0.0,0.12935318327174627,0.53
100,old_pc,conditional_pc,PDMS,300,0.15531832767394868,0.04138856002163749,-0.07912979032353494,0.45139551593798394,0.0,0.08980555737431928,0.5466666666666666
100,official_il,gt_only,feasible_rate,300,-0.0023177083333333335,0.0,-0.008723958333333334,0.002916666666666667,0.0,0.0,0.04666666666666667
100,score,gt_only,feasible_rate,300,-0.011666666666666667,0.0,-0.018673177083333332,-0.0057552083333333335,0.0,0.0,0.02
100,pareto,gt_only,feasible_rate,300,-0.006614583333333333,0.0,-0.012578125,-0.0010410156249999977,0.0,0.0,0.03666666666666667
100,gt_distance,gt_only,feasible_rate,300,-0.004270833333333333,0.0,-0.007578776041666666,-0.0015097656249999977,0.0,0.0,0.02
100,old_pc,gt_only,feasible_rate,300,0.000234375,0.0,-0.00390625,0.004661458333333333,0.0,0.0,0.043333333333333335
100,conditional_pc,gt_only,feasible_rate,300,-0.0015104166666666666,0.0,-0.0059635416666666665,0.0025006510416666692,0.0,0.0,0.04
100,official_il,conditional_pc,feasible_rate,300,-0.0008072916666666667,0.0,-0.004609375,0.002421875,0.0,0.0,0.04
100,gt_only,conditional_pc,feasible_rate,300,0.0015104166666666666,0.0,-0.002447916666666667,0.006251302083333339,0.0,0.0,0.04666666666666667
100,score,conditional_pc,feasible_rate,300,-0.01015625,0.0,-0.017239583333333332,-0.0043222656249999976,0.0,0.0,0.02666666666666667
100,pareto,conditional_pc,feasible_rate,300,-0.005104166666666667,0.0,-0.011666666666666667,0.000781901041666669,0.0,0.0,0.03666666666666667
100,gt_distance,conditional_pc,feasible_rate,300,-0.0027604166666666667,0.0,-0.006536458333333333,0.0011464843750000023,0.0,0.0,0.023333333333333334
100,old_pc,conditional_pc,feasible_rate,300,0.0017447916666666666,0.0,-0.0015371093749999996,0.005572916666666667,0.0,0.0,0.043333333333333335
100,official_il,gt_only,hard_failure,300,0.0026302083333333334,0.0,-0.0014322916666666666,0.00789127604166667,0.0,0.0,0.02
100,score,gt_only,hard_failure,300,0.0036458333333333334,0.0,0.000703125,0.007370442708333336,0.0,0.0,0.03666666666666667
100,pareto,gt_only,hard_failure,300,0.0027083333333333334,0.0,-0.0008079427083333331,0.006693359375000003,0.0,0.0,0.02666666666666667
100,gt_distance,gt_only,hard_failure,300,0.0011979166666666666,0.0,-0.0003125,0.003125,0.0,0.0,0.02666666666666667
100,old_pc,gt_only,hard_failure,300,0.0014322916666666666,0.0,-0.0005208333333333333,0.003671875,0.0,0.0,0.023333333333333334
100,conditional_pc,gt_only,hard_failure,300,0.001484375,0.0,-0.0013020833333333333,0.005286458333333333,0.0,0.0,0.02
100,official_il,conditional_pc,hard_failure,300,0.0011458333333333333,0.0,-0.0021354166666666665,0.005208984375000002,0.0,0.0,0.016666666666666666
100,gt_only,conditional_pc,hard_failure,300,-0.001484375,0.0,-0.0049479166666666664,0.001328125,0.0,0.0,0.013333333333333334
100,score,conditional_pc,hard_failure,300,0.0021614583333333334,0.0,-0.0004427083333333333,0.005364583333333333,0.0,0.0,0.03
100,pareto,conditional_pc,hard_failure,300,0.0012239583333333334,0.0,-0.0023444010416666665,0.004766276041666669,0.0,0.0,0.023333333333333334
100,gt_distance,conditional_pc,hard_failure,300,-0.00028645833333333333,0.0,-0.0033333333333333335,0.0020052083333333332,0.0,0.0,0.016666666666666666
100,old_pc,conditional_pc,hard_failure,300,-5.208333333333334e-05,0.0,-0.002942708333333333,0.0023697916666666667,0.0,0.0,0.02
100,official_il,gt_only,EP,300,-0.0024974629335122434,0.0,-0.0076603215538139325,0.0016218016007677164,0.0,0.0,0.3333333333333333
100,score,gt_only,EP,300,0.013821315485665935,0.009522229103166469,0.009787031771675066,0.017361078122044512,0.0027182369196874865,0.0170597840247651,0.6
100,pareto,gt_only,EP,300,0.015121612821905689,0.007680453037196278,0.011011640091401424,0.019094737703002882,0.0021759668551724065,0.014306437069999123,0.6
100,gt_distance,gt_only,EP,300,0.005237927007330958,0.0050830274154380906,0.003190462374065619,0.006979627251200843,0.0012169541872883993,0.007035258652868304,0.59
100,old_pc,gt_only,EP,300,0.0030741347962876596,0.0005646060108914219,0.0007702886343892689,0.005066326504390738,0.0,0.002239710759047452,0.54
100,conditional_pc,gt_only,EP,300,9.302077903965904e-05,0.0,-0.003552418635756199,0.002731653563077423,0.0,0.0,0.41333333333333333
100,official_il,conditional_pc,EP,300,-0.0025904837125519027,0.0,-0.006711406244731588,0.0007982358750338806,0.0,0.0,0.24
100,gt_only,conditional_pc,EP,300,-9.302077903965904e-05,0.0,-0.0026910218472670435,0.0034053007578411436,0.0,0.0,0.21333333333333335
100,score,conditional_pc,EP,300,0.013728294706626277,0.00653188229821744,0.010422843815810748,0.016791213499397988,0.0008382966365748955,0.01294513392080654,0.5866666666666667
100,pareto,conditional_pc,EP,300,0.01502859204286603,0.0059442581491993,0.011875312024694655,0.01849496039282792,0.000422630282130132,0.01143802837308705,0.5766666666666667
100,gt_distance,conditional_pc,EP,300,0.005144906228291299,0.0013211549907152231,0.0030582902936860516,0.008148182348287087,0.0,0.0031129554555539563,0.5433333333333333
100,old_pc,conditional_pc,EP,300,0.0029811140172480003,0.0003755592755370074,0.000951163883096235,0.005461765031218747,0.0,0.001795225947177459,0.5333333333333333
100,official_il,gt_only,TTC,300,-0.0023697916666666667,0.0,-0.007161458333333333,0.0018229166666666667,0.0,0.0,0.03
100,score,gt_only,TTC,300,-0.008177083333333333,0.0,-0.014037109374999999,-0.0033333333333333335,0.0,0.0,0.016666666666666666
