step,PDMS,median_PDMS,P10_PDMS,feasible,hard_failure,zero_score,oracle64,oracle_gap,CVaR20,NC,DAC,EP,TTC,Comfort,DDC,HQ_mass,Hit8,best8,pairwise_ADE,Spread_AUC,mean_center_shift
0,92.2523130343498,92.65273626251668,90.0353579175278,0.9441666666666668,0.023125,0.023125,94.65044525014572,2.398132215795911,89.95726838190551,0.9951041666666668,0.9802083333333332,0.859138846157729,0.9805208333333332,1.0,0.9834895833333334,0.08125,0.2408333333333333,93.9837156885732,0.1471040795601768,0.1236396512465787,0.0
1330,91.9262359942114,91.87259507714803,89.93666780478299,0.9130208333333332,0.0284375,0.028125,95.62768764881392,3.7014516546025393,89.3041776354837,0.9879166666666668,0.9821875,0.8811735001815136,0.9494791666666668,1.0,0.97953125,0.3580208333333333,0.4933333333333333,94.57630627699562,0.3181821914960356,0.2697016760135574,0.5258481706651064
6650,94.4229247083452,94.48974243461592,93.7723936549904,0.9480208333333332,0.0130208333333333,0.0130208333333333,95.55060759776364,1.1276828894184396,93.49063300512891,0.9889583333333334,0.99625,0.8930251930002845,0.9786458333333332,1.0,0.9752604166666666,0.3884375,0.445,95.3056882015287,0.213993356923318,0.1791314668340813,0.5569726607898016
11970,94.94662786009734,94.9507399621402,94.46971315115772,0.956875,0.01,0.01,95.74310069155622,0.7964728314588754,94.49301752023308,0.9916666666666668,0.9966666666666668,0.8992815686423362,0.9834375,1.0,0.97703125,0.3935416666666667,0.46,95.43056271434664,0.1737837383329635,0.1462328706705959,0.4912634830920677
13300,95.0143608023104,94.96359943824666,94.61731262453,0.9653125,0.01,0.01,95.60809861632488,0.5937378140144541,94.5980870454455,0.9916666666666668,0.9966666666666668,0.8963238259221165,0.9880208333333332,1.0,0.98140625,0.3632291666666666,0.4241666666666667,95.47050327557504,0.1687236477885323,0.142115723832443,0.4343767438584599
