token,model,spread_ratio,pairwise_ADE,PDMS,Hit8
23e39302332152b2,official_il,1.0,0.1787647725665124,92.99462131717893,0.125
23e39302332152b2,mts_8692,1.452544214682733,0.0961420261705333,92.85956568102893,0.0
23e39302332152b2,mts_8751,0.2783655624220068,0.0494870471726575,93.72342714399466,0.0
23e39302332152b2,grpo_9041,1.129972970550284,0.2003997581277407,95.53331750529054,1.0
23e39302332152b2,apr_9145,1.227338809351993,0.2177135274370935,96.59144546524097,1.0
411a748874035630,official_il,1.0,0.1254822598155272,100.0,0.0
411a748874035630,mts_8692,2.5595246678976653,0.1595287500154213,4.6875,0.0
411a748874035630,mts_8751,0.5059205754609025,0.0610648465204795,92.1875,0.0
411a748874035630,grpo_9041,1.1170464697682838,0.1404364255659724,100.0,0.0
411a748874035630,apr_9145,1.171253112067933,0.1450416976234121,100.0,0.0
79ebfc1d85bf5a51,official_il,1.0,0.1124154567623517,83.52371434910101,0.375
79ebfc1d85bf5a51,mts_8692,1.3376032755012717,0.0864718158166692,81.19428973926506,0.125
79ebfc1d85bf5a51,mts_8751,0.8084258243882909,0.0712236289225802,81.21485490437149,0.0
79ebfc1d85bf5a51,grpo_9041,1.2653079498362174,0.1445738319766147,85.50459175759578,1.0
79ebfc1d85bf5a51,apr_9145,1.172912086819459,0.1344905689500656,85.258091561775,1.0
40808270ce205b83,official_il,1.0,0.1272163938213325,95.61527028863289,0.0
40808270ce205b83,mts_8692,0.4499272381701232,0.0554368771288612,93.77222711782456,0.0
40808270ce205b83,mts_8751,0.5510958279521987,0.0689197075503536,94.8460197437166,0.0
40808270ce205b83,grpo_9041,1.3499471571776855,0.1690900261042594,96.78168665752244,1.0
40808270ce205b83,apr_9145,1.601557397532592,0.1943994023125328,97.10725770297586,1.0
86208267d61253c0,official_il,1.0,0.1311409785304832,99.99977892334088,0.0
86208267d61253c0,mts_8692,0.3193836444504869,0.0420742618507448,100.0,0.0
86208267d61253c0,mts_8751,0.3189598558608821,0.0421215741806636,100.0,0.0
86208267d61253c0,grpo_9041,1.2181332589491272,0.1581627151964562,100.0,0.0
86208267d61253c0,apr_9145,1.2434376291888074,0.1624084768484047,100.0,0.0
f8268857204e554e,official_il,1.0,0.1587819451096979,90.57922373022444,0.0
f8268857204e554e,mts_8692,0.3771028301050075,0.0573065322719349,90.09577618845478,0.0
f8268857204e554e,mts_8751,0.4625973096276971,0.0693526479084943,90.9651558217264,0.0
f8268857204e554e,grpo_9041,1.2149229980464642,0.1900899530549141,91.10949172079108,0.0
f8268857204e554e,apr_9145,1.3803628165929382,0.2144534997621735,91.23229773751184,0.75
1bf169a6aaf65858,official_il,1.0,0.117231780596253,100.0,0.0
1bf169a6aaf65858,mts_8692,0.2848394958019806,0.0328316736986003,100.0,0.0
1bf169a6aaf65858,mts_8751,0.2940360798282852,0.0338818171617431,100.0,0.0
1bf169a6aaf65858,grpo_9041,1.2053979050763255,0.1399039973566014,100.0,0.0
1bf169a6aaf65858,apr_9145,1.42323895627904,0.1711938292285747,100.0,0.0
3764407c90d65df3,official_il,1.0,0.0860756396662107,88.28681965139373,0.75
3764407c90d65df3,mts_8692,1.1046401567907145,0.0830752777672722,85.38006348354783,0.125
3764407c90d65df3,mts_8751,0.6960728117978703,0.0547914209161396,87.19970806041243,0.125
3764407c90d65df3,grpo_9041,1.342232110949244,0.1172652747792352,88.34775605870135,0.0
3764407c90d65df3,apr_9145,1.2132722517100103,0.1105175469227321,85.35989534124118,0.0
