step,loss,lr,gradient_norm,seconds
1,0.016514429968083277,5.208333333333334e-07,0.8143081068992615,6.396469354629517
2,0.014404392219148576,1.0416666666666667e-06,1.138101577758789,8.90000295639038
3,0.009968250058591366,1.5625e-06,0.9390086531639099,11.379470109939575
4,0.018171078496379778,2.0833333333333334e-06,1.2619853019714355,13.84122109413147
5,0.01716505592048634,2.604166666666667e-06,1.2572085857391357,16.323261260986328
6,0.005978241904813331,3.125e-06,0.4852348566055298,18.814943075180054
7,0.01541742329573026,3.6458333333333337e-06,0.9340603351593018,21.38641858100891
8,0.008721519443497527,4.166666666666667e-06,0.4007575213909149,23.824825525283813
9,0.019537126572686248,4.6875000000000004e-06,0.5464813113212585,26.31081247329712
10,0.01841178981703706,5.208333333333334e-06,0.4328010082244873,28.820730209350586
11,0.016584182914812118,5.729166666666667e-06,0.3598683774471283,31.259032249450684
12,0.009822173291468062,6.25e-06,0.2711113393306732,33.654956579208374
13,0.014015153516083956,6.770833333333333e-06,0.21584513783454895,36.163904666900635
14,0.007831291586626321,7.2916666666666674e-06,0.5905922651290894,38.62889552116394
15,0.016359734698198736,7.8125e-06,0.4971202611923218,41.13386583328247
16,0.011591996808419935,8.333333333333334e-06,0.3559117019176483,43.56277537345886
17,0.013551509677199647,8.854166666666667e-06,0.5018479228019714,46.062297344207764
18,0.0067471991933416575,9.375000000000001e-06,0.8428431153297424,48.48566913604736
19,0.013080565127893351,9.895833333333333e-06,1.0269852876663208,50.916815996170044
20,0.00905631497153081,1.0416666666666668e-05,0.8324299454689026,53.38141059875488
21,0.00949065070017241,1.09375e-05,0.7331381440162659,55.93445348739624
22,0.014577092602849007,1.1458333333333333e-05,1.0430070161819458,58.37887954711914
23,0.009197754072374664,1.1979166666666667e-05,0.5501118898391724,60.83843278884888
24,0.010045532078947872,1.25e-05,0.954025387763977,63.25280213356018
25,0.010728282883064821,1.3020833333333334e-05,0.385625422000885,65.7320921421051
26,0.009562970415572636,1.3541666666666666e-05,0.20615722239017487,68.25171375274658
27,0.006661760882707313,1.4062500000000001e-05,0.3194221258163452,71.14821577072144
28,0.004699029159382917,1.4583333333333335e-05,0.40658286213874817,73.67900037765503
29,0.008507087120960932,1.5104166666666667e-05,0.6251484155654907,76.31034135818481
30,0.010347513263695873,1.5625e-05,0.5630859732627869,78.79219818115234
31,0.0077330242056632414,1.6145833333333334e-05,0.4124179184436798,81.21635365486145
32,0.01370813004905358,1.6666666666666667e-05,0.82259202003479,83.71391248703003
33,0.013157995010260493,1.71875e-05,0.8763222694396973,86.26027584075928
34,0.009318995638750494,1.7708333333333335e-05,0.8583958745002747,88.82274603843689
35,0.005950416350970045,1.8229166666666668e-05,0.7222580313682556,91.27210354804993
36,0.005779785045888275,1.8750000000000002e-05,0.4257173240184784,93.76991868019104
37,0.00901663675904274,1.9270833333333335e-05,0.32588157057762146,96.24716019630432
