split,method,seed,step,protocol,teacher_origin,kind,native_epsilon_loss_mean,native_epsilon_loss_count,nearest_teacher_ADE_mean,nearest_teacher_ADE_count,Hit64_0p5_mean,Hit64_0p5_count,Mass64_0p5_mean,Mass64_0p5_count,Hit64_1p0_mean,Hit64_1p0_count,Mass64_1p0_mean,Mass64_1p0_count
holdout,pareto,1701,128,native_grpo,psi,GT,,0,0.9922668610692329,391,0.0,391,0.0,391,0.7237851662404092,391,0.026254795396419436,391
holdout,pareto,1701,128,native_grpo,psi,NON_GT,,0,1.100105943743406,943,0.0,943,0.0,943,0.49056203570118134,943,0.01644850210884185,943
holdout,pareto,1701,128,native_grpo,score,ALL,,0,1.0663179264528266,1000,0.0,1000,0.0,1000,0.5891000002741814,1000,0.020933593761711382,1000
holdout,pareto,1701,128,native_grpo,score,GT,,0,0.9920283450888147,397,0.0,397,0.0,397,0.7229219143576826,397,0.0260154282115869,397
holdout,pareto,1701,128,native_grpo,score,NON_GT,,0,1.0670775744841994,1000,0.0,1000,0.0,1000,0.5815500003993511,1000,0.020724609390221305,1000
holdout,pareto,1701,512,eval,il_sft,ALL,0.009541017857860424,1000,0.8937562115751206,5000,0.4038,5000,0.216703125,5000,0.6478,5000,0.45725,5000
holdout,pareto,1701,512,eval,il_sft,GT,0.009541017857860424,1000,0.8937562115751206,5000,0.4038,5000,0.216703125,5000,0.6478,5000,0.45725,5000
holdout,pareto,1701,512,eval,pareto,ALL,0.007778192985938865,1000,0.5663076264960897,5000,0.6155400002759694,5000,0.3479550000821799,5000,0.8367000002646446,5000,0.6724775003372832,5000
holdout,pareto,1701,512,eval,pareto,GT,0.005938875011406249,396,0.4972413511348192,1951,0.6806765761148129,1951,0.4320220399794977,1951,0.8595592004100461,1951,0.7264463736545361,1951
holdout,pareto,1701,512,eval,pareto,NON_GT,0.007806289288533335,1000,0.5710758042966017,5000,0.6138600003026425,5000,0.34452187514100224,5000,0.8354700002849103,5000,0.671653203476913,5000
holdout,pareto,1701,512,eval,psi,ALL,0.008573328831300303,1000,0.5808025347623266,5000,0.5865699982583523,5000,0.3236218737371266,5000,0.8359499993383884,5000,0.6628235929247923,5000
holdout,pareto,1701,512,eval,psi,GT,0.005880136611995578,391,0.490288075359455,1926,0.6838006230529595,1926,0.4361046209761163,1926,0.8624091381100727,1926,0.7295723001038421,1926
holdout,pareto,1701,512,eval,psi,NON_GT,0.010834504381360825,943,0.6624202280860775,4728,0.4946700504865945,4728,0.25375770002080744,4728,0.8085554143234255,4728,0.6256987955120814,4728
holdout,pareto,1701,512,eval,score,ALL,0.007785500926721615,1000,0.5662937648026721,5000,0.6154900002732873,5000,0.34790906257921367,5000,0.8367200002613663,5000,0.6723481253317977,5000
holdout,pareto,1701,512,eval,score,GT,0.005925764881494638,397,0.4970995128791524,1954,0.6806550665301945,1954,0.43187851842374614,1954,0.8597748208802457,1954,0.7263226074718526,1954
holdout,pareto,1701,512,eval,score,NON_GT,0.007813956720969226,1000,0.5711315114497103,5000,0.6137550002995878,5000,0.3444419532629836,5000,0.8354250002820045,5000,0.6714671097209503,5000
holdout,pareto,1701,512,native_grpo,il_sft,ALL,0.009541017857860424,1000,1.1990994823515415,5000,0.0008,5000,1.25e-05,5000,0.4506,5000,0.016353125,5000
holdout,pareto,1701,512,native_grpo,il_sft,GT,0.009541017857860424,1000,1.1990994823515415,5000,0.0008,5000,1.25e-05,5000,0.4506,5000,0.016353125,5000
holdout,pareto,1701,512,native_grpo,pareto,ALL,0.007778192985938865,1000,1.0323796766169115,5000,0.0006799999952316284,5000,1.0624999925494193e-05,5000,0.6260800001907348,5000,0.023746718754218892,5000
holdout,pareto,1701,512,native_grpo,pareto,GT,0.005938875011406249,396,1.0097230674058337,1951,0.0010251153254741158,1951,1.601742696053306e-05,1951,0.681701691440287,1951,0.027453869810353665,1951
holdout,pareto,1701,512,native_grpo,pareto,NON_GT,0.007806289288533335,1000,1.033776085567225,5000,0.0006099999964237213,5000,9.531249944120645e-06,5000,0.6235500002324581,5000,0.02353906250767177,5000
holdout,pareto,1701,512,native_grpo,psi,ALL,0.008573328831300303,1000,1.0347229491032213,5000,0.0006799999952316284,5000,1.0624999925494193e-05,5000,0.6111899991095066,5000,0.022896093697939067,5000
holdout,pareto,1701,512,native_grpo,psi,GT,0.005880136611995578,391,1.0065544134978812,1926,0.0010384215991692627,1926,1.622533748701973e-05,1926,0.6843198338525441,1926,0.027599299065420562,1926
holdout,pareto,1701,512,native_grpo,psi,NON_GT,0.010834504381360825,943,1.0600150577181928,4728,0.00042301184433164127,4728,6.609560067681895e-06,4728,0.5658206427989877,4728,0.020160645349230934,4728
holdout,pareto,1701,512,native_grpo,score,ALL,0.007785500926721615,1000,1.03234057517677,5000,0.0006499999940395355,5000,1.0156249906867743e-05,5000,0.6260300001862645,5000,0.023756562504549508,5000
holdout,pareto,1701,512,native_grpo,score,GT,0.005925764881494638,397,1.0097113684841652,1954,0.0010235414534288639,1954,1.5992835209825998e-05,1954,0.6816786079836233,1954,0.027443705220061412,1954
