split,method,seed,step,protocol,teacher_origin,kind,native_epsilon_loss_mean,native_epsilon_loss_count,nearest_teacher_ADE_mean,nearest_teacher_ADE_count,Hit64_0p5_mean,Hit64_0p5_count,Mass64_0p5_mean,Mass64_0p5_count,Hit64_1p0_mean,Hit64_1p0_count,Mass64_1p0_mean,Mass64_1p0_count
holdout,pareto,1701,512,native_grpo,score,NON_GT,0.007813956720969226,1000,1.0337480600271833,5000,0.0005799999952316284,5000,9.062499925494194e-06,5000,0.6234750002283603,5000,0.02354679688299657,5000
holdout,pareto,2903,128,eval,il_sft,ALL,,0,0.6797022362761199,1000,0.507,1000,0.2500625,1000,0.75,1000,0.54321875,1000
holdout,pareto,2903,128,eval,il_sft,GT,,0,0.6797022362761199,1000,0.507,1000,0.2500625,1000,0.75,1000,0.54321875,1000
holdout,pareto,2903,128,eval,pareto,ALL,,0,0.6155079010399671,1000,0.5944500007376076,1000,0.3306179690298624,1000,0.8127500007882714,1000,0.6495320320200408,1000
holdout,pareto,2903,128,eval,pareto,GT,,0,0.41875102076528953,396,0.7272727272727273,396,0.4435369318181818,396,0.8939393939393939,396,0.7635732323232324,396
holdout,pareto,2903,128,eval,pareto,NON_GT,,0,0.6197659023127676,1000,0.5915750007834285,1000,0.3275125003280118,1000,0.8140750007722527,1000,0.6468660164400062,1000
holdout,pareto,2903,128,eval,psi,ALL,,0,0.6518082333802809,1000,0.5385999978780747,1000,0.29519296728866173,1000,0.7953999990224838,1000,0.6193039050432854,1000
holdout,pareto,2903,128,eval,psi,GT,,0,0.41643081425362843,391,0.7289002557544757,391,0.4439737851662404,391,0.8976982097186701,391,0.7656649616368286,391
holdout,pareto,2903,128,eval,psi,NON_GT,,0,0.7517106839944683,943,0.4287380696227922,943,0.21835150426127262,943,0.7580063622425116,943,0.5679422384547712,943
holdout,pareto,2903,128,eval,score,ALL,,0,0.6159358128966327,1000,0.5940000007197261,1000,0.3305726565201301,1000,0.8120000007584691,1000,0.6489742194978753,1000
holdout,pareto,2903,128,eval,score,GT,,0,0.418031112663917,397,0.7279596977329975,397,0.44493860201511337,397,0.8942065491183879,397,0.764168765743073,397
holdout,pareto,2903,128,eval,score,NON_GT,,0,0.6202244493988096,1000,0.5911250007655472,1000,0.3273554690691526,1000,0.8133250007424504,1000,0.6463082039178407,1000
holdout,pareto,2903,128,native_grpo,il_sft,ALL,,0,1.0785848688483237,1000,0.0,1000,0.0,1000,0.53,1000,0.01853125,1000
holdout,pareto,2903,128,native_grpo,il_sft,GT,,0,1.0785848688483237,1000,0.0,1000,0.0,1000,0.53,1000,0.01853125,1000
holdout,pareto,2903,128,native_grpo,pareto,ALL,,0,1.056721079940761,1000,0.0,1000,0.0,1000,0.6131000005602837,1000,0.023229687522538008,1000
holdout,pareto,2903,128,native_grpo,pareto,GT,,0,0.9626620875464545,396,0.0,396,0.0,396,0.7171717171717171,396,0.028330176767676768,396
holdout,pareto,2903,128,native_grpo,pareto,NON_GT,,0,1.0570495161176543,1000,0.0,1000,0.0,1000,0.6106500006020069,1000,0.02316328127356246,1000
holdout,pareto,2903,128,native_grpo,psi,ALL,,0,1.0679828596383643,1000,0.0,1000,0.0,1000,0.5821499989330768,1000,0.021678906192537397,1000
holdout,pareto,2903,128,native_grpo,psi,GT,,0,0.9629082380963103,391,0.0,391,0.0,391,0.7161125319693095,391,0.028412723785166242,391
holdout,pareto,2903,128,native_grpo,psi,NON_GT,,0,1.1004449334229114,943,0.0,943,0.0,943,0.5258218449158228,943,0.01862158667946023,943
holdout,pareto,2903,128,native_grpo,score,ALL,,0,1.0566944760200125,1000,0.0,1000,0.0,1000,0.6134000005722046,1000,0.023225781272770838,1000
holdout,pareto,2903,128,native_grpo,score,GT,,0,0.962462388748486,397,0.0,397,0.0,397,0.7178841309823678,397,0.02829817380352645,397
holdout,pareto,2903,128,native_grpo,score,NON_GT,,0,1.0570323046269936,1000,0.0,1000,0.0,1000,0.6109500006139278,1000,0.023163281273737082,1000
holdout,pareto,2903,512,eval,il_sft,ALL,0.009636695765129844,1000,0.8817535236872732,5000,0.4266,5000,0.234115625,5000,0.662,5000,0.468903125,5000
holdout,pareto,2903,512,eval,il_sft,GT,0.009636695765129844,1000,0.8817535236872732,5000,0.4266,5000,0.234115625,5000,0.662,5000,0.468903125,5000
holdout,pareto,2903,512,eval,pareto,ALL,0.0079423602973071,1000,0.5600475366681444,5000,0.6276500003126263,5000,0.3548095313685248,5000,0.8430900002211332,5000,0.6754310940692014,5000
holdout,pareto,2903,512,eval,pareto,GT,0.006090892368214407,396,0.47668791746960304,1951,0.7150179395181958,1951,0.46403286776012304,1951,0.8749359302921579,1951,0.7432806893900564,1951
holdout,pareto,2903,512,eval,pareto,NON_GT,0.007956826057821022,1000,0.564900734952433,5000,0.6250450003582985,5000,0.3500132033249887,5000,0.8413600002504885,5000,0.6746621878325939,5000
holdout,pareto,2903,512,eval,psi,ALL,0.008699690351821606,1000,0.5746690251904231,5000,0.5963299981772899,5000,0.328453123626858,5000,0.8414099992930889,5000,0.6652417178549804,5000
holdout,pareto,2903,512,eval,psi,GT,0.006019767020609292,391,0.46966694186897107,1926,0.719626168224299,1926,0.46774402907580476,1926,0.8785046728971962,1926,0.7466089044652129,1926
holdout,pareto,2903,512,eval,psi,NON_GT,0.010899807687765514,943,0.6617231418028642,4728,0.4960554143108188,4728,0.2503165977884103,4728,0.8108185276880785,4728,0.6231337904838716,4728
holdout,pareto,2903,512,eval,score,ALL,0.007952333579942104,1000,0.5602016665267882,5000,0.6274200003027915,5000,0.3545693751084479,5000,0.8429600002118944,5000,0.6752468753111874,5000
holdout,pareto,2903,512,eval,score,GT,0.006077945088924868,397,0.47650109541277375,1954,0.7149437052200615,1954,0.46381621033776865,1954,0.8751279426816786,1954,0.7432750127942682,1954
holdout,pareto,2903,512,eval,score,NON_GT,0.007967225738454447,1000,0.565127858989158,5000,0.6247600003480911,5000,0.349736172064679,5000,0.8411650002416223,5000,0.6744083596990619,5000
holdout,pareto,2903,512,native_grpo,il_sft,ALL,0.009636695765129844,1000,1.2016142563343049,5000,0.0006,5000,9.375e-06,5000,0.4578,5000,0.016765625,5000
holdout,pareto,2903,512,native_grpo,il_sft,GT,0.009636695765129844,1000,1.2016142563343049,5000,0.0006,5000,9.375e-06,5000,0.4578,5000,0.016765625,5000
holdout,pareto,2903,512,native_grpo,pareto,ALL,0.0079423602973071,1000,1.0352852702455693,5000,0.0006,5000,9.375e-06,5000,0.6236900002810359,5000,0.023575312508228235,5000
holdout,pareto,2903,512,native_grpo,pareto,GT,0.006090892368214407,396,1.0078841974220785,1951,0.0010251153254741158,1951,1.601742696053306e-05,1951,0.6929779600205023,1951,0.028270758585340852,1951
holdout,pareto,2903,512,native_grpo,pareto,NON_GT,0.007956826057821022,1000,1.036816441082852,5000,0.0005300000011920928,5000,8.28125001862645e-06,5000,0.6225850002985448,5000,0.023429609385639195,5000
holdout,pareto,2903,512,native_grpo,psi,ALL,0.008699690351821606,1000,1.0370946453939014,5000,0.00047999999523162844,5000,7.499999925494194e-06,5000,0.6065199990510941,5000,0.02256671869540587,5000
holdout,pareto,2903,512,native_grpo,psi,GT,0.006019767020609292,391,1.0050554013388426,1926,0.0010384215991692627,1926,1.622533748701973e-05,1926,0.6962616822429907,1926,0.028451129283489095,1926
holdout,pareto,2903,512,native_grpo,psi,NON_GT,0.010899807687765514,943,1.0632204890870645,4728,0.00021150592216582064,4728,3.3047800338409474e-06,4728,0.5563663280680902,4728,0.01949390597789597,4728
holdout,pareto,2903,512,native_grpo,score,ALL,0.007952333579942104,1000,1.0353121248728392,5000,0.0005399999976158142,5000,8.437499962747096e-06,5000,0.6235200002726913,5000,0.023579687508419156,5000
holdout,pareto,2903,512,native_grpo,score,GT,0.006077945088924868,397,1.0078749810722003,1954,0.0010235414534288639,1954,1.5992835209825998e-05,1954,0.6929375639713409,1954,0.028251343398157627,1954
holdout,pareto,2903,512,native_grpo,score,NON_GT,0.007967225738454447,1000,1.036851201454002,5000,0.0004699999988079071,5000,7.343749981373549e-06,5000,0.6223750002902001,5000,0.023432656260812656,5000
holdout,psi,1701,128,eval,il_sft,ALL,,0,0.8436637714542449,1000,0.459,1000,0.20053125,1000,0.686,1000,0.45975,1000
holdout,psi,1701,128,eval,il_sft,GT,,0,0.8436637714542449,1000,0.459,1000,0.20053125,1000,0.686,1000,0.45975,1000
holdout,psi,1701,128,eval,pareto,ALL,,0,0.5994984162822153,1000,0.6118000000044703,1000,0.2842554686186835,1000,0.8326000003099441,1000,0.6297570313598495,1000
holdout,psi,1701,128,eval,pareto,GT,,0,0.51821964769389,396,0.7121212121212122,396,0.3619791666666667,396,0.8611111111111112,396,0.7039535984848485,396
holdout,psi,1701,128,eval,pareto,NON_GT,,0,0.6016550962436729,1000,0.6059750001039356,1000,0.2822507811501855,1000,0.831400000333786,1000,0.6280710938908742,1000
holdout,psi,1701,128,eval,psi,ALL,,0,0.6006585573937664,1000,0.5876999979615212,1000,0.27317734254011883,1000,0.8314499993026256,1000,0.621431248774752,1000
holdout,psi,1701,128,eval,psi,GT,,0,0.5170066890299625,391,0.7135549872122762,391,0.36389066496163686,391,0.8618925831202046,391,0.7054427749360613,391
holdout,psi,1701,128,eval,psi,NON_GT,,0,0.6709060692757046,943,0.49019087969561526,943,0.21318348993874162,943,0.808112406876029,943,0.5769560241766574,943
holdout,psi,1701,128,eval,score,ALL,,0,0.5998315869294258,1000,0.611049999974668,1000,0.2838414061063901,1000,0.8324500003039836,1000,0.6291312500858214,1000
holdout,psi,1701,128,eval,score,GT,,0,0.5172236236070356,397,0.7128463476070529,397,0.36268104534005036,397,0.8614609571788413,397,0.7046993073047859,397
holdout,psi,1701,128,eval,score,NON_GT,,0,0.6020081427992061,1000,0.6052250000741333,1000,0.2818242186367279,1000,0.8312500003278256,1000,0.6274312501164968,1000
holdout,psi,1701,128,native_grpo,il_sft,ALL,,0,1.206449705183506,1000,0.0,1000,0.0,1000,0.447,1000,0.014546875,1000
holdout,psi,1701,128,native_grpo,il_sft,GT,,0,1.206449705183506,1000,0.0,1000,0.0,1000,0.447,1000,0.014546875,1000
holdout,psi,1701,128,native_grpo,pareto,ALL,,0,1.0647710475405663,1000,0.0,1000,0.0,1000,0.5797500000342727,1000,0.020213281243713573,1000
holdout,psi,1701,128,native_grpo,pareto,GT,,0,1.035320667305378,396,0.0,396,0.0,396,0.6666666666666666,396,0.024108270202020204,396
holdout,psi,1701,128,native_grpo,pareto,NON_GT,,0,1.0649586602284289,1000,0.0,1000,0.0,1000,0.5761750000920147,1000,0.0198828124992433,1000
holdout,psi,1701,128,native_grpo,psi,ALL,,0,1.057205527966356,1000,0.0,1000,0.0,1000,0.5673999989032745,1000,0.0197703124480322,1000
holdout,psi,1701,128,native_grpo,psi,GT,,0,1.0345649281731042,391,0.0,391,0.0,391,0.670076726342711,391,0.024296675191815855,391
holdout,psi,1701,128,native_grpo,psi,NON_GT,,0,1.0754323135349604,943,0.0,943,0.0,943,0.5189819720238922,943,0.01719495624230734,943
holdout,psi,1701,128,native_grpo,score,ALL,,0,1.064736312974399,1000,0.0,1000,0.0,1000,0.5797500000342727,1000,0.020174218741967346,1000
holdout,psi,1701,128,native_grpo,score,GT,,0,1.034855107816701,397,0.0,397,0.0,397,0.6675062972292192,397,0.024126259445843828,397
holdout,psi,1701,128,native_grpo,score,NON_GT,,0,1.0649403624925295,1000,0.0,1000,0.0,1000,0.5761750000920147,1000,0.019841796872526175,1000
holdout,psi,1701,512,eval,il_sft,ALL,0.010940015412950742,1000,0.9887729311231523,5000,0.373,5000,0.187384375,5000,0.616,5000,0.423678125,5000
holdout,psi,1701,512,eval,il_sft,GT,0.010940015412950742,1000,0.9887729311231523,5000,0.373,5000,0.187384375,5000,0.616,5000,0.423678125,5000
holdout,psi,1701,512,eval,pareto,ALL,0.008073102093456542,1000,0.5903765365439528,5000,0.6058799999323488,5000,0.3332521874022996,5000,0.8313900000670552,5000,0.6651939063074765,5000
holdout,psi,1701,512,eval,pareto,GT,0.006665607356716455,396,0.5589626466168968,1951,0.6565863659661711,1951,0.3833210533059969,1951,0.8441824705279344,1951,0.7000736801640185,1951
holdout,psi,1701,512,eval,pareto,NON_GT,0.0081116554458538,1000,0.5942416961994608,5000,0.603834999968484,5000,0.3300344530825212,5000,0.8297150000948459,5000,0.6643752344482753,5000
holdout,psi,1701,512,eval,psi,ALL,0.008451652265050014,1000,0.5810550165037999,5000,0.595639998626709,5000,0.32347624897919597,5000,0.8389299994409084,5000,0.6701535931033082,5000
holdout,psi,1701,512,eval,psi,GT,0.006611782975638594,391,0.5520680788565941,1926,0.661993769470405,1926,0.3872663551401869,1926,0.8468328141225338,1926,0.7042445482866043,1926
holdout,psi,1701,512,eval,psi,NON_GT,0.010109912552502133,943,0.6376759362552402,4728,0.5281302873959194,4728,0.2709777520840685,4728,0.8201882400425456,4728,0.6481096655724873,4728
holdout,psi,1701,512,eval,score,ALL,0.008079652801922075,1000,0.5907391694370788,5000,0.6054299999153614,5000,0.3329726561403647,5000,0.8311400000539423,5000,0.6647571875409549,5000
holdout,psi,1701,512,eval,score,GT,0.006650042009615191,397,0.5588996620951726,1954,0.6560900716479018,1954,0.3832443065506653,1954,0.8444216990788127,1954,0.6997105296827022,1954
holdout,psi,1701,512,eval,score,NON_GT,0.008118497501643215,1000,0.5946773148422271,5000,0.6033699999511242,5000,0.32972296869547574,5000,0.8293850000817329,5000,0.6638985156811483,5000
holdout,psi,1701,512,native_grpo,il_sft,ALL,0.010940015412950742,1000,1.259065552675724,5000,0.0006,5000,9.375e-06,5000,0.414,5000,0.01421875,5000
holdout,psi,1701,512,native_grpo,il_sft,GT,0.010940015412950742,1000,1.259065552675724,5000,0.0006,5000,9.375e-06,5000,0.414,5000,0.01421875,5000
holdout,psi,1701,512,native_grpo,pareto,ALL,0.008073102093456542,1000,1.0468316170936183,5000,0.0007699999988079071,5000,1.2031249981373548e-05,5000,0.6085900000154972,5000,0.022449374995199032,5000
holdout,psi,1701,512,native_grpo,pareto,GT,0.006665607356716455,396,1.0414629540707379,1951,0.0015376729882111738,1951,2.402614044079959e-05,1951,0.6422347514095336,1951,0.024130253716043056,1951
holdout,psi,1701,512,native_grpo,pareto,NON_GT,0.0081116554458538,1000,1.048068145963922,5000,0.0006300000011920929,5000,9.843750018626451e-06,5000,0.6069800000429153,5000,0.0223322656221746,5000
holdout,psi,1701,512,native_grpo,psi,ALL,0.008451652265050014,1000,1.0387053046103663,5000,0.0006799999952316284,5000,1.0624999925494193e-05,5000,0.6092999992966652,5000,0.022366874961927533,5000
holdout,psi,1701,512,native_grpo,psi,GT,0.006611782975638594,391,1.0382916545447036,1926,0.001557632398753894,1926,2.4338006230529594e-05,1926,0.6453790238836968,1926,0.024305555555555556,1926
holdout,psi,1701,512,native_grpo,psi,NON_GT,0.010109912552502133,943,1.0558995079805675,4728,0.0002749577013369139,4728,4.296214083389279e-06,4728,0.5801607442739248,4728,0.020700150688475097,4728
holdout,psi,1701,512,native_grpo,score,ALL,0.008079652801922075,1000,1.046954507406303,5000,0.0007399999976158143,5000,1.1562499962747098e-05,5000,0.6081399999967217,5000,0.022440624994840473,5000
holdout,psi,1701,512,native_grpo,score,GT,0.006650042009615191,397,1.0414286861339148,1954,0.0015353121801432957,1954,2.3989252814738996e-05,1954,0.6417604912998977,1954,0.024117195496417606,1954
holdout,psi,1701,512,native_grpo,score,NON_GT,0.008118497501643215,1000,1.0482027645926981,5000,0.0006,5000,9.375e-06,5000,0.6065450000245124,5000,0.02232265624681022,5000
holdout,psi,2903,128,eval,il_sft,ALL,,0,0.7624289813786745,1000,0.476,1000,0.225796875,1000,0.722,1000,0.51209375,1000
holdout,psi,2903,128,eval,il_sft,GT,,0,0.7624289813786745,1000,0.476,1000,0.225796875,1000,0.722,1000,0.51209375,1000
holdout,psi,2903,128,eval,pareto,ALL,,0,0.5999877843817513,1000,0.6106500002369285,1000,0.3181320314628771,1000,0.8288500005856156,1000,0.6550750005317852,1000
holdout,psi,2903,128,eval,pareto,GT,,0,0.4609415033512344,396,0.7171717171717171,396,0.4200994318181818,396,0.8863636363636364,396,0.7465277777777778,396
holdout,psi,2903,128,eval,pareto,NON_GT,,0,0.6039781990104102,1000,0.6062250003125519,1000,0.31407226590355275,1000,0.8292750005815178,1000,0.6536500005580019,1000
holdout,psi,2903,128,eval,psi,ALL,,0,0.614851910634224,1000,0.5784999980330467,1000,0.2959187486525625,1000,0.8210999991297722,1000,0.64036406142544,1000
holdout,psi,2903,128,eval,psi,GT,,0,0.45939329729589357,391,0.7186700767263428,391,0.4210358056265985,391,0.887468030690537,391,0.7483615728900256,391
holdout,psi,2903,128,eval,psi,NON_GT,,0,0.6926599873882794,943,0.4866383876552764,943,0.22722776351725704,943,0.7915694587493626,943,0.6020007617490155,943
holdout,psi,2903,128,eval,score,ALL,,0,0.6004879022224918,1000,0.6102000002190471,1000,0.3177835939494893,1000,0.8282500005617738,1000,0.6545429692606443,1000
holdout,psi,2903,128,eval,score,GT,,0,0.4601236772289504,397,0.7178841309823678,397,0.421205919395466,397,0.8866498740554156,397,0.7471662468513854,397
holdout,psi,2903,128,eval,score,NON_GT,,0,0.6044957139108721,1000,0.6057750002946705,1000,0.313679687764612,1000,0.828675000557676,1000,0.6531179692868609,1000
holdout,psi,2903,128,native_grpo,il_sft,ALL,,0,1.1366049400568008,1000,0.0,1000,0.0,1000,0.499,1000,0.01646875,1000
holdout,psi,2903,128,native_grpo,il_sft,GT,,0,1.1366049400568008,1000,0.0,1000,0.0,1000,0.499,1000,0.01646875,1000
holdout,psi,2903,128,native_grpo,pareto,ALL,,0,1.0524926256476748,1000,0.00015000000596046448,1000,2.3437500931322574e-06,1000,0.6067000002413988,1000,0.022355468757404014,1000
holdout,psi,2903,128,native_grpo,pareto,GT,,0,0.9903436313674907,396,0.0,396,0.0,396,0.7222222222222222,396,0.026396780303030304,396
holdout,psi,2903,128,native_grpo,pareto,NON_GT,,0,1.0531380198606808,1000,0.00015000000596046448,1000,2.3437500931322574e-06,1000,0.5966500004120171,1000,0.022025781262957025,1000
holdout,psi,2903,128,native_grpo,psi,ALL,,0,1.0537975839936131,1000,0.000699999988079071,1000,1.0937499813735485e-05,1000,0.5836999987959862,1000,0.02128046869346872,1000
holdout,psi,2903,128,native_grpo,psi,GT,,0,0.9913777355342874,391,0.0,391,0.0,391,0.7212276214833759,391,0.026494565217391304,391
holdout,psi,2903,128,native_grpo,psi,NON_GT,,0,1.0777162691149704,943,0.0007423117583023023,943,1.1598621223473473e-05,943,0.525980911603788,943,0.018783967374613623,943
holdout,psi,2903,128,native_grpo,score,ALL,,0,1.0525471532364705,1000,0.00015000000596046448,1000,2.3437500931322574e-06,1000,0.6065500002399088,1000,0.02232890625661239,1000
holdout,psi,2903,128,native_grpo,score,GT,,0,0.9901247434411902,397,0.0,397,0.0,397,0.7229219143576826,397,0.026369647355163728,397
holdout,psi,2903,128,native_grpo,score,NON_GT,,0,1.0532058154316317,1000,0.00015000000596046448,1000,2.3437500931322574e-06,1000,0.5964250004086643,1000,0.022000000012107192,1000
holdout,psi,2903,512,eval,il_sft,ALL,0.01105800693434503,1000,0.9960613761056215,5000,0.388,5000,0.203328125,5000,0.6208,5000,0.4344125,5000
holdout,psi,2903,512,eval,il_sft,GT,0.01105800693434503,1000,0.9960613761056215,5000,0.388,5000,0.203328125,5000,0.6208,5000,0.4344125,5000
holdout,psi,2903,512,eval,pareto,ALL,0.008189952992499678,1000,0.5880791631387826,5000,0.6111400000214576,5000,0.33761546871620696,5000,0.8314999999976158,5000,0.6674696875169966,5000
holdout,psi,2903,512,eval,pareto,GT,0.0067235824106392835,396,0.542750910360811,1951,0.6750384418247053,1951,0.41252883136852897,1951,0.8523833931317273,1951,0.712591299333675,1951
holdout,psi,2903,512,eval,pareto,NON_GT,0.008208917939712934,1000,0.5922875144744661,5000,0.6082700000703335,5000,0.3341207031510479,5000,0.8297200000286102,5000,0.6665231250343495,5000
holdout,psi,2903,512,eval,psi,ALL,0.008563062417281128,1000,0.5787801357506951,5000,0.6025699985921383,5000,0.3251757801490836,5000,0.8406699994385243,5000,0.6721359368281439,5000
holdout,psi,2903,512,eval,psi,GT,0.006650247817735195,391,0.5353586627170444,1926,0.6801661474558671,1926,0.4164313992731049,1926,0.8561786085150571,1926,0.7169571002076843,1926
holdout,psi,2903,512,eval,psi,NON_GT,0.010252621641383734,943,0.640581123355685,4728,0.5317470386447842,4728,0.2651398581495609,4728,0.8191730116262351,4728,0.6456147219093206,4728
holdout,psi,2903,512,eval,score,ALL,0.008198413493229839,1000,0.588558891708781,5000,0.6106300000020861,5000,0.33731796870362013,5000,0.8311299999806284,5000,0.6670710937517602,5000
holdout,psi,2903,512,eval,score,GT,0.006708479768353788,397,0.5427155097576665,1954,0.6745138178096213,1954,0.41237525588536333,1954,0.8526100307062436,1954,0.7122649053224156,1954
holdout,psi,2903,512,eval,score,NON_GT,0.00821776857052288,1000,0.5928465678062981,5000,0.6077450000505894,5000,0.3337975000133971,5000,0.8292550000112504,5000,0.666081093768531,5000
holdout,psi,2903,512,native_grpo,il_sft,ALL,0.01105800693434503,1000,1.272113529664278,5000,0.0002,5000,3.125e-06,5000,0.4204,5000,0.014765625,5000
holdout,psi,2903,512,native_grpo,il_sft,GT,0.01105800693434503,1000,1.272113529664278,5000,0.0002,5000,3.125e-06,5000,0.4204,5000,0.014765625,5000
holdout,psi,2903,512,native_grpo,pareto,ALL,0.008189952992499678,1000,1.05081662350364,5000,0.0004300000011920929,5000,6.718750018626452e-06,5000,0.613809999923408,5000,0.022486874996805562,5000
holdout,psi,2903,512,native_grpo,pareto,GT,0.0067235824106392835,396,1.040928590410737,1951,0.0005125576627370579,1951,8.00871348026653e-06,1951,0.6586365966171194,1951,0.025435674013326498,1951
holdout,psi,2903,512,native_grpo,pareto,NON_GT,0.008208917939712934,1000,1.0521389594178556,5000,0.0004300000011920929,5000,6.718750018626452e-06,5000,0.611944999955222,5000,0.022394999998353888,5000
holdout,psi,2903,512,native_grpo,psi,ALL,0.008563062417281128,1000,1.0424683488050304,5000,0.0004600000023841858,5000,7.187500037252903e-06,5000,0.6127299992501736,5000,0.022253749960288404,5000
holdout,psi,2903,512,native_grpo,psi,GT,0.006650247817735195,391,1.0375152244343813,1926,0.0005192107995846313,1926,8.112668743509865e-06,1926,0.6630321910695742,1926,0.025660371235721704,1926
holdout,psi,2903,512,native_grpo,psi,NON_GT,0.010252621641383734,943,1.0612873628237782,4728,0.00048646362350273454,4728,7.600994117230227e-06,4728,0.5797377324421998,4728,0.020295645613199676,4728
holdout,psi,2903,512,native_grpo,score,ALL,0.008198413493229839,1000,1.0510107138242872,5000,0.00036999999880790713,5000,5.781249981373549e-06,5000,0.6134799999120831,5000,0.022484374996786936,5000
holdout,psi,2903,512,native_grpo,score,GT,0.006708479768353788,397,1.0410099826760766,1954,0.0005117707267144319,1954,7.996417604912999e-06,1954,0.6581371545547595,1954,0.02541261514841351,1954
holdout,psi,2903,512,native_grpo,score,NON_GT,0.00821776857052288,1000,1.0523476029364394,5000,0.00036999999880790713,5000,5.781249981373549e-06,5000,0.6115849999431521,5000,0.02239218749831198,5000
holdout,score,1701,128,eval,il_sft,ALL,,0,0.7023489626161754,1000,0.52,1000,0.257765625,1000,0.746,1000,0.532640625,1000
holdout,score,1701,128,eval,il_sft,GT,,0,0.7023489626161754,1000,0.52,1000,0.257765625,1000,0.746,1000,0.532640625,1000
holdout,score,1701,128,eval,pareto,ALL,,0,0.622400705676403,1000,0.5886000003859401,1000,0.2950773437828058,1000,0.8153000005409121,1000,0.621577344357851,1000
holdout,score,1701,128,eval,pareto,GT,,0,0.4528111240290331,396,0.73989898989899,396,0.4143386994949495,396,0.8787878787878788,396,0.7416745580808081,396
holdout,score,1701,128,eval,pareto,NON_GT,,0,0.6258490251586601,1000,0.5860750004258006,1000,0.2897878907450067,1000,0.8164750005211681,1000,0.6203253912557557,1000
holdout,score,1701,128,eval,psi,ALL,,0,0.6428243502735358,1000,0.5468499976098538,1000,0.27151952978922056,1000,0.8020999988913536,1000,0.5924703109683469,1000
holdout,score,1701,128,eval,psi,GT,,0,0.4508312016611209,391,0.7416879795396419,391,0.4161205242966752,391,0.8797953964194374,391,0.743925831202046,391
holdout,score,1701,128,eval,psi,NON_GT,,0,0.7458856932708426,943,0.4204135732142569,943,0.1917094708764027,943,0.7599681861390492,943,0.5209363396901713,943
holdout,score,1701,128,eval,score,ALL,,0,0.6221785779346383,1000,0.5881500003680588,1000,0.29506953128618185,1000,0.8153000005409121,1000,0.6213976568522164,1000
holdout,score,1701,128,eval,score,GT,,0,0.45194760150738267,397,0.7405541561712846,397,0.41443639798488663,397,0.8790931989924433,397,0.7422465365239295,397
holdout,score,1701,128,eval,score,NON_GT,,0,0.625657544348423,1000,0.5856250004079193,1000,0.28977031262236413,1000,0.8164750005211681,1000,0.6201308599995973,1000
holdout,score,1701,128,native_grpo,il_sft,ALL,,0,1.1233048626184463,1000,0.0,1000,0.0,1000,0.504,1000,0.017390625,1000
holdout,score,1701,128,native_grpo,il_sft,GT,,0,1.1233048626184463,1000,0.0,1000,0.0,1000,0.504,1000,0.017390625,1000
holdout,score,1701,128,native_grpo,pareto,ALL,,0,1.0665115149188653,1000,0.0,1000,0.0,1000,0.589050000217557,1000,0.02090546876513399,1000
holdout,score,1701,128,native_grpo,pareto,GT,,0,0.9929903300121578,396,0.0,396,0.0,396,0.7171717171717171,396,0.025883838383838384,396
holdout,score,1701,128,native_grpo,pareto,NON_GT,,0,1.0670955751037061,1000,0.0,1000,0.0,1000,0.582100000333041,1000,0.020785937517124695,1000
holdout,score,1701,128,native_grpo,psi,ALL,,0,1.0681939415356536,1000,0.0,1000,0.0,1000,0.567149998575449,1000,0.01977734368899837,1000
holdout,score,1701,128,native_grpo,psi,GT,,0,0.992918154162824,391,0.0,391,0.0,391,0.7212276214833759,391,0.026134910485933503,391
holdout,score,1701,128,native_grpo,psi,NON_GT,,0,1.0999642508458538,943,0.0,943,0.0,943,0.49077412476595234,943,0.016402936095622697,943
holdout,score,1701,128,native_grpo,score,ALL,,0,1.066364062298994,1000,0.0,1000,0.0,1000,0.5892000002235175,1000,0.020876562514179388,1000
holdout,score,1701,128,native_grpo,score,GT,,0,0.9929522852453236,397,0.0,397,0.0,397,0.7178841309823678,397,0.025857997481108314,397
holdout,score,1701,128,native_grpo,score,NON_GT,,0,1.0669472923238201,1000,0.0,1000,0.0,1000,0.5822500003390014,1000,0.020758984391140985,1000
holdout,score,1701,512,eval,il_sft,ALL,0.009509248831964214,1000,0.8915978602770716,5000,0.4046,5000,0.218065625,5000,0.6494,5000,0.458853125,5000
holdout,score,1701,512,eval,il_sft,GT,0.009509248831964214,1000,0.8915978602770716,5000,0.4046,5000,0.218065625,5000,0.6494,5000,0.458853125,5000
holdout,score,1701,512,eval,pareto,ALL,0.007775063762303089,1000,0.5659339064018615,5000,0.6157300002914667,5000,0.3481953125889087,5000,0.8372800002479552,5000,0.6730450003420655,5000
holdout,score,1701,512,eval,pareto,GT,0.005926898516605948,396,0.4959004216444135,1951,0.68118913377755,1951,0.43334347770374165,1951,0.8605843157355203,1951,0.7278318810866222,1951
holdout,score,1701,512,eval,pareto,NON_GT,0.0078019559152808235,1000,0.5706962589837615,5000,0.6147500003062188,5000,0.34470679702370544,5000,0.8358400002717972,5000,0.6723015628554043,5000
holdout,score,1701,512,eval,psi,ALL,0.008573749944582834,1000,0.5806065790043566,5000,0.585879998254776,5000,0.32370702998442574,5000,0.836999999332428,5000,0.6632484366724267,5000
