split,protocol,method,command,mean_PDMS,feasible_rate,hard_failure_rate,pairwise_ADE64,centroid_displacement,Spread_AUC,min_PDMS,max_PDMS,std_PDMS,CVaR25_PDMS,Hit16,Hit8,no_safe_group,EP,NC,DAC,TTC,DDC,Comfort,GT_center_distance,CRN_policy_shift
train,native_grpo,il_sft,left,76.70328952073024,0.6884957107843137,0.10454963235294118,1.9916097217915105,0.22060689885242313,1.5923573848079233,38.13742720672152,96.09281976000271,20.569426711136725,50.31831673390985,0.4730392156862745,0.3909313725490196,0.09436274509803921,76.75209801165084,95.92907475490196,93.38235294117646,86.51960784313725,88.33869485294117,72.03584558823529,0.32832612585332316,0.22436367287574446
train,native_grpo,il_sft,right,74.07387095192148,0.7775065104166666,0.14339192708333334,1.992150532702605,0.24285386937359968,1.5920450302461784,29.736119561196475,96.77535233038695,23.4658805595606,45.99922985427171,0.5546875,0.4791666666666667,0.0,72.27820996049765,99.4873046875,85.888671875,92.49674479166667,97.32259114583333,69.775390625,0.3443426945499695,0.24751773360185325
train,native_grpo,il_sft,straight,70.19833790138918,0.7311809392265194,0.16963052486187846,1.9863604664473244,0.2012236396684337,1.589974227695834,25.090639125869323,96.83879611896468,25.580092880117835,39.264845489654284,0.5379834254143646,0.4442334254143646,0.007596685082872928,72.47626159639555,96.05274516574586,86.78565262430939,85.18646408839778,98.57885877071823,65.72427486187846,0.3378618205661942,0.2048439131020594
train,native_grpo,official_il,left,76.69160500054906,0.6928615196078431,0.10309436274509803,1.992933147093829,0.0,1.5935084539301254,38.14546530937398,96.15975676859641,20.550619229532185,50.73857416640269,0.49019607843137253,0.4007352941176471,0.09313725490196079,76.56736662304682,96.49969362745098,92.96875,86.97916666666667,88.6029411764706,72.10477941176471,0.39031699494986655,0.0
train,native_grpo,official_il,right,74.11352722683712,0.7874348958333334,0.14029947916666666,1.9908464774489403,0.0,1.5909460733334224,29.928338837992726,96.71660921604162,23.25124021346275,46.490400901115926,0.59375,0.5,0.0,71.7055013743762,99.54427083333333,86.26302083333333,92.87109375,97.68880208333333,69.95442708333333,0.42852395303380236,0.0
train,native_grpo,official_il,straight,70.09601987678487,0.7309219613259669,0.17058011049723756,1.9906439883274267,0.0,1.593654011494547,24.50720666425385,96.82887695933344,25.902911745729735,38.63873199489506,0.539364640883978,0.4437154696132597,0.006215469613259668,72.11264027723061,95.72470649171271,87.06405386740332,84.91022099447514,98.67705455801105,66.38035220994475,0.4078883416869562,0.0
train,native_grpo,pareto,left,79.20230575492387,0.6780790441176471,0.09329044117647059,2.070241229791267,1.0027077888302944,1.6576347637410258,39.68593295259899,98.32429241589529,20.836387212591873,52.58347681268134,0.5392156862745098,0.5098039215686274,0.09068627450980392,83.2146237333832,96.76011029411765,93.6734068627451,86.31280637254902,87.06341911764706,69.7686887254902,1.0809508324268804,1.0252835844077317
train,native_grpo,pareto,right,76.86091001965742,0.7552083333333334,0.12613932291666666,2.0633034855127335,0.9518757421368113,1.6509935272236664,29.772603538248678,98.59508771675503,25.064559011399158,44.87784573269945,0.6354166666666666,0.6145833333333334,0.0,79.68934895632371,99.06412760416667,87.98828125,89.87630208333333,96.29720052083333,68.1640625,1.0358938189143274,0.9801814300008118
train,native_grpo,pareto,straight,69.8284251358859,0.6827952348066298,0.1823636049723757,2.060488839011166,1.2152885573952155,1.652841573756044,21.81499708185778,98.78482216426244,28.121599463174046,35.61866451450743,0.612914364640884,0.5714779005524862,0.006215469613259668,76.78928275194454,93.94315435082873,87.41367403314918,79.99827348066299,98.0652192679558,63.885531767955804,1.3448943227971581,1.2350134468889533
train,native_grpo,psi,left,80.11287674981932,0.6846660539215687,0.0857843137254902,2.0769348319839027,1.0773088695006627,1.6629597918660033,40.339404744642174,98.44923477591169,20.515043310150006,53.59850316766939,0.5441176470588235,0.5202205882352942,0.08823529411764706,84.3458568330019,97.11626838235294,94.08700980392157,87.10171568627452,86.91789215686275,69.34742647058823,1.1495703625614249,1.1053683209945173
