step,loss,lr,gradient_norm,seconds
1,0.0019496255590638611,5.208333333333334e-07,0.09364411979913712,6.477392911911011
2,0.0021375224459916353,1.0416666666666667e-06,0.10265444219112396,9.040530681610107
3,0.0016271155145659577,1.5625e-06,0.1467895209789276,11.563034772872925
4,0.0012588891386258183,2.0833333333333334e-06,0.11392411589622498,14.160558700561523
5,0.0008119811682263389,2.604166666666667e-06,0.06728705018758774,16.824270486831665
6,0.004318819814216113,3.125e-06,0.2252538949251175,19.24639344215393
7,0.0011516124941408634,3.6458333333333337e-06,0.13007235527038574,21.790760040283203
8,0.00312660057170433,4.166666666666667e-06,0.17172279953956604,24.26989436149597
9,0.002395008435996715,4.6875000000000004e-06,0.10461853444576263,26.738741636276245
10,0.001831565366956056,5.208333333333334e-06,0.06845661252737045,29.145636796951294
11,0.001142761673690984,5.729166666666667e-06,0.09427499771118164,31.611942291259766
12,0.0018593301647342741,6.25e-06,0.08576609939336777,34.15018606185913
13,0.0010089566421811469,6.770833333333333e-06,0.08308929949998856,36.56722378730774
14,0.002334049037017394,7.2916666666666674e-06,0.14311516284942627,39.19905376434326
15,0.002100805919326376,7.8125e-06,0.10727671533823013,42.00965237617493
16,0.004390397523820866,8.333333333333334e-06,0.3504379987716675,44.83439564704895
17,0.0008967380754256737,8.854166666666667e-06,0.20089174807071686,47.53231167793274
18,0.0031136850848270115,9.375000000000001e-06,0.23103788495063782,50.1225905418396
19,0.00427510890585836,9.895833333333333e-06,0.20771561563014984,52.67891001701355
20,0.0015292114694602787,1.0416666666666668e-05,0.23763707280158997,55.39445686340332
21,0.002602811309770914,1.09375e-05,0.22841601073741913,57.91105365753174
22,0.0019809552359220106,1.1458333333333333e-05,0.4939466416835785,60.37098026275635
23,0.0012712492170976475,1.1979166666666667e-05,0.19330815970897675,62.91852402687073
24,0.0007691092796449084,1.25e-05,0.16269426047801971,65.52505803108215
25,0.0013576637275036774,1.3020833333333334e-05,0.0808170959353447,68.51395750045776
26,0.00208919098804472,1.3541666666666666e-05,0.17200534045696259,70.9969916343689
27,0.0018929957441287115,1.4062500000000001e-05,0.1939239203929901,73.61124610900879
28,0.0015012335679784883,1.4583333333333335e-05,0.15927034616470337,76.1415205001831
29,0.0010857646811928134,1.5104166666666667e-05,0.252235472202301,78.74970364570618
30,0.0019979180142399855,1.5625e-05,0.16955868899822235,81.25208806991577
31,0.0018752972828224301,1.6145833333333334e-05,0.1435094028711319,83.69604468345642
32,0.0038786638433521148,1.6666666666666667e-05,0.30740681290626526,86.3772041797638
33,0.0032968454324873164,1.71875e-05,0.2235984057188034,88.92437291145325
34,0.0015956953720888123,1.7708333333333335e-05,0.21819719672203064,91.50108027458191
35,0.0019427431216172408,1.8229166666666668e-05,0.1762668937444687,94.13743305206299
36,0.0023199133429443464,1.8750000000000002e-05,0.32358235120773315,96.66577172279358
37,0.0009376050929859048,1.9270833333333335e-05,0.20066390931606293,99.26433992385864
38,0.005451203636766877,1.9791666666666665e-05,0.2898814082145691,101.8411648273468
39,0.002310074160050135,2.0312500000000002e-05,0.1619730442762375,104.41369843482971
40,0.0030170892423484474,2.0833333333333336e-05,0.17039914429187775,106.94392085075378
41,0.0022899086616234854,2.1354166666666666e-05,0.14959309995174408,109.48610806465149
42,0.002212960349424975,2.1875e-05,0.13075673580169678,111.95418906211853
43,0.001820919947931543,2.2395833333333337e-05,0.13818886876106262,114.39901947975159
44,0.003614170796936378,2.2916666666666667e-05,0.22052544355392456,116.95110058784485
45,0.0011373573324817698,2.34375e-05,0.24923597276210785,119.50025773048401
46,0.0020690193923655897,2.3958333333333334e-05,0.14277365803718567,122.15259122848511
47,0.001859062638686737,2.4479166666666668e-05,0.14165855944156647,124.75657176971436
48,0.0018976409592141863,2.5e-05,0.22303810715675354,127.23652696609497
49,0.002699785591175896,2.552083333333333e-05,0.16150303184986115,129.66523385047913
50,0.0024560587262385525,2.604166666666667e-05,0.21285925805568695,132.14576864242554
51,0.002590776788565563,2.6562500000000002e-05,0.16160081326961517,134.75707602500916
52,0.0012235434114700183,2.7083333333333332e-05,0.1342519372701645,137.237056016922
53,0.0012340773537289351,2.760416666666667e-05,0.2196447104215622,139.73623609542847
