split,method,NC,DAC,EP,TTC,Comfort,DDC,PDMS
holdout,il_sft,100.0,100.0,87.71680558270717,100.0,99.86,98.6,94.85866899279465
holdout,pareto,100.00000000745058,100.00000000745058,95.44620609849348,99.49299998730422,99.9670000064373,98.66900000751019,97.88583587015526
holdout,psi,100.0,100.0,96.27801875266246,100.0,100.0,98.68800000071525,98.44917448027603
holdout,score,100.00000000834466,100.00000000834466,95.40809150899875,100.00000000834466,99.98200000792741,98.66900000840425,98.08370480021432
train,il_sft,100.0,100.0,88.06519999825564,100.0,99.28385416666667,97.44466145833333,94.90780902705096
train,pareto,100.00000000824609,100.00000000824609,95.47838648750648,99.49218748806743,99.91699219341778,97.54069011178217,97.89057118872542
train,psi,100.0,100.0,96.25188649532294,100.0,100.0,97.58300781347013,98.43828603971788
train,score,100.00000000921621,100.00000000921621,95.4325624126978,100.00000000921621,99.93164063246998,97.5406901127523,98.08550778120917
