method,seed,step,protocol,mean_PDMS,feasible_rate,hard_failure_rate,pairwise_ADE64,centroid_displacement,Spread_AUC,min_PDMS,max_PDMS,std_PDMS,CVaR25_PDMS,Hit16,Hit8,no_safe_group,EP,NC,DAC,TTC,DDC,Comfort,GT_center_distance,CRN_policy_shift
psi,1701,512,eval,90.65467560320505,0.86859375,0.05009375,0.2808503025025129,1.301531998537481,0.23618479178100824,84.11796296044639,95.17988753958137,3.990253272483799,86.57490431716803,0.574,0.56575,0.07475,90.5041937817443,97.484375,97.4375,91.184375,98.034375,99.9515625,1.4138258885040995,1.3059037973880767
psi,1701,512,native_grpo,68.16559730581336,0.643453125,0.207515625,2.0615980203151705,1.3124338542968035,1.6518672379255295,21.267614268883428,97.96962244654496,28.225082737015633,34.465710067442885,0.604,0.564375,0.029,74.10359811227609,92.33671875,85.946875,78.40625,95.70703125,66.925,1.4610296555789013,1.3319909102022647
psi,2903,128,eval,89.59541550575851,0.862125,0.058046875,0.3085730343610048,1.0512057816535234,0.2589272132143378,81.81911968278406,94.70004816109116,4.853674858710968,84.59645416794966,0.57675,0.568125,0.07575,89.06334745470475,97.3046875,96.984375,90.9703125,98.003125,99.99375,1.1706203055472846,1.059788577862084
psi,2903,128,native_grpo,67.23652752680013,0.638484375,0.2138125,2.077991174697876,1.0736573290079832,1.6657433203458787,20.161197164269254,97.89012336265446,28.747177386522196,32.84153529958155,0.605,0.557625,0.02575,72.75926297341283,92.09765625,85.5796875,78.05,95.9359375,67.2328125,1.2305694290171767,1.103653693974018
psi,2903,512,eval,90.59516302256176,0.870125,0.0503125,0.2874262166172266,1.3064918640870602,0.24215079180151225,83.85310794861557,95.13179299589373,4.163022546283352,86.30148822099368,0.5775,0.56875,0.07175,90.39986785264388,97.8234375,97.1421875,91.55625,97.990625,99.990625,1.429988263741471,1.31177995390445
psi,2903,512,native_grpo,68.16032604048847,0.6455,0.20678125,2.0703872418403626,1.32150831284374,1.659504088997841,20.989987649732228,98.04671193907312,28.28980155316491,34.370059098704196,0.6075,0.5635,0.027,74.0310331171554,92.58203125,85.803125,78.7109375,95.74921875,66.7046875,1.4814190476069637,1.345520972326398
score,1701,128,eval,89.05140313614419,0.851234375,0.059421875,0.3310565603673458,1.0237248675487935,0.2787568456083536,80.45830688375278,95.15574509714608,5.3217263076033925,83.56250458711268,0.58125,0.572,0.07225,88.7036388759222,97.47421875,96.6265625,90.375,97.9078125,100.0,1.1440975529894544,1.0346233654618264
score,1701,128,native_grpo,66.95484226890102,0.63178125,0.215828125,2.082770119547844,1.042626081429422,1.6701226136684417,20.129682423505468,97.96922764094309,28.714820761083608,32.965075199151904,0.602,0.5565,0.02575,72.50623481119435,92.06796875,85.3875,77.50625,95.56796875,67.428125,1.1959830369813118,1.0778083760291337
score,1701,512,eval,90.87015228743927,0.87640625,0.047296875,0.282035900272429,1.2023725923262536,0.23717402094602585,84.155989336339,95.53262252464003,4.159577820512792,86.7588267020106,0.57875,0.5685,0.068,90.2831607019025,98.02578125,97.2125,92.0328125,98.14609375,99.9953125,1.320581645027927,1.2062985338643193
score,1701,512,native_grpo,68.25467593800472,0.6471875,0.2054375,2.0601459290981294,1.212947500731796,1.650683637022972,21.290417539668933,98.00392471170463,28.204520346867387,34.62534594020555,0.6065,0.563125,0.0255,73.98016312463206,92.96328125,85.5953125,79.0234375,95.95390625,67.1078125,1.3674781061066343,1.2296618753671646
score,2903,128,eval,90.15098015082755,0.875703125,0.052046875,0.29719328217208385,0.9396940309554338,0.24861861019581558,82.19143683580481,94.93373331790552,4.672401318765887,85.27122083523818,0.5755,0.564375,0.06625,88.82802972314485,97.73359375,97.1,92.1296875,98.0765625,100.0,1.0709212021019912,0.9485927660241723
score,2903,128,native_grpo,67.75744170497956,0.6481875,0.2076875,2.068639223456383,0.9527478753440082,1.6576365070343018,20.376224771227637,97.82176705282852,28.497364054283292,33.558913745502025,0.602,0.548875,0.0245,72.76095664827922,92.7109375,85.6671875,78.9390625,96.146875,67.7921875,1.1188380329068703,0.9800396976321936
score,2903,512,eval,91.09367858646382,0.881609375,0.045609375,0.28664840473234654,1.1957219797037542,0.24171639572829007,85.1093664440192,95.10350700685396,3.6476438626019747,87.36505979440808,0.57775,0.569125,0.06875,90.2743945865403,98.190625,97.246875,92.6015625,98.053125,99.996875,1.321667256267008,1.2001358093321324
score,2903,512,native_grpo,68.56875831070464,0.652828125,0.201140625,2.0687084078788756,1.2149869229644537,1.6582161283493042,21.145960369440232,97.94657724619678,28.084980402059557,34.86974847012376,0.60675,0.5635,0.0265,74.12472316733206,93.02734375,85.978125,79.2609375,95.9703125,66.9671875,1.3778270977571383,1.2346677749305963
