step,loss,lr,gradient_norm,seconds
1,0.033756020304281265,5.208333333333334e-07,0.9466702938079834,6.208531856536865
2,0.011233523167902604,1.0416666666666667e-06,1.112095594406128,8.771734952926636
3,0.014374426798895001,1.5625e-06,1.1738890409469604,11.265397787094116
4,0.020472760894335806,2.0833333333333334e-06,1.337782621383667,13.82676386833191
5,0.02152109357120935,2.604166666666667e-06,1.4325135946273804,16.435855865478516
6,0.014238228744943626,3.125e-06,0.5684012174606323,18.837475061416626
7,0.015958252944983542,3.6458333333333337e-06,0.8587703704833984,21.466001749038696
8,0.013802773813949898,4.166666666666667e-06,0.5315199494361877,24.034785509109497
9,0.02468500897521153,4.6875000000000004e-06,0.4757513105869293,26.54164433479309
10,0.02053465400240384,5.208333333333334e-06,0.5066872239112854,28.96758222579956
11,0.01651322771795094,5.729166666666667e-06,0.3468899726867676,31.569190502166748
12,0.01175533965579234,6.25e-06,0.3611794412136078,34.12863349914551
13,0.01648089208174497,6.770833333333333e-06,0.523643434047699,36.824809312820435
14,0.008616673003416508,7.2916666666666674e-06,0.4558895230293274,39.470568895339966
15,0.015725794117315672,7.8125e-06,0.43849843740463257,42.0856409072876
16,0.019671687186928466,8.333333333333334e-06,0.3131643533706665,44.79118251800537
17,0.02241082300315611,8.854166666666667e-06,0.4029170572757721,47.52111530303955
18,0.010703200881835073,9.375000000000001e-06,0.7566978931427002,50.03057599067688
19,0.048717993893660605,9.895833333333333e-06,1.1925052404403687,52.610506772994995
20,0.010411703609861434,1.0416666666666668e-05,1.0451464653015137,55.37131905555725
21,0.012668690003920346,1.09375e-05,1.079504370689392,57.992584228515625
22,0.01982601551571861,1.1458333333333333e-05,1.6755162477493286,60.624760389328
23,0.009328911284683272,1.1979166666666667e-05,1.0128990411758423,63.10489583015442
24,0.011827971087768674,1.25e-05,1.331549048423767,65.51121306419373
25,0.013964309822767973,1.3020833333333334e-05,0.686095118522644,68.0601418018341
26,0.006573733320692554,1.3541666666666666e-05,0.47116249799728394,70.47059059143066
27,0.008346701506525278,1.4062500000000001e-05,0.5175937414169312,73.29178237915039
28,0.005097193628898822,1.4583333333333335e-05,0.49169430136680603,75.88538384437561
29,0.00936169306805823,1.5104166666666667e-05,0.6039389967918396,78.43319797515869
30,0.014395729536772706,1.5625e-05,0.48232975602149963,81.02408814430237
31,0.00951238845300395,1.6145833333333334e-05,0.40099379420280457,83.52458930015564
32,0.014687027054606006,1.6666666666666667e-05,0.8477522730827332,86.00647616386414
33,0.01305838575353846,1.71875e-05,1.1165828704833984,88.64008021354675
34,0.009614957147277892,1.7708333333333335e-05,1.1402051448822021,91.13883233070374
35,0.007552926195785403,1.8229166666666668e-05,1.0510003566741943,93.75540661811829
