token,method,protocol,pairwise_ADE64,centroid_displacement
000f59162ab05608,il_sft,eval,0.12517280876636505,0.18176522105932236
000f59162ab05608,il_sft,native_grpo,2.033332347869873,0.1965487375855446
000f59162ab05608,official_il,eval,0.14084264636039734,0.0
000f59162ab05608,official_il,native_grpo,2.038522481918335,0.0
000f59162ab05608,pareto,eval,0.23259877413511276,0.3386693000793457
000f59162ab05608,pareto,native_grpo,2.075697422027588,0.35181334614753723
000f59162ab05608,psi,eval,0.2531457617878914,0.5845306217670441
000f59162ab05608,psi,native_grpo,2.0859285593032837,0.6030060648918152
000f59162ab05608,score,eval,0.23491285741329193,0.35473446547985077
000f59162ab05608,score,native_grpo,2.076513648033142,0.3676643818616867
0010ad0f3e78523a,il_sft,eval,0.1404159888625145,0.10643026977777481
0010ad0f3e78523a,il_sft,native_grpo,2.0008400678634644,0.10468835011124611
0010ad0f3e78523a,official_il,eval,0.14747746288776398,0.0
0010ad0f3e78523a,official_il,native_grpo,2.007205009460449,0.0
0010ad0f3e78523a,pareto,eval,0.25889912992715836,0.4899591952562332
0010ad0f3e78523a,pareto,native_grpo,2.079597234725952,0.4922661632299423
0010ad0f3e78523a,psi,eval,0.27714987099170685,0.7073052525520325
0010ad0f3e78523a,psi,native_grpo,2.0962454080581665,0.7004829943180084
0010ad0f3e78523a,score,eval,0.25829124450683594,0.477726474404335
0010ad0f3e78523a,score,native_grpo,2.078965663909912,0.48026007413864136
0016245ac3705a33,il_sft,eval,0.1279103346168995,0.07328804582357407
0016245ac3705a33,il_sft,native_grpo,1.9119853377342224,0.08567747473716736
0016245ac3705a33,official_il,eval,0.12434777617454529,0.0
0016245ac3705a33,official_il,native_grpo,1.9116830825805664,0.0
0016245ac3705a33,pareto,eval,0.2519950419664383,1.3866649866104126
0016245ac3705a33,pareto,native_grpo,1.9906523823738098,1.3955103754997253
0016245ac3705a33,psi,eval,0.2538660913705826,1.4138084650039673
0016245ac3705a33,psi,native_grpo,1.996419072151184,1.4311296939849854
0016245ac3705a33,score,eval,0.25158242881298065,1.3926939964294434
0016245ac3705a33,score,native_grpo,1.990483582019806,1.4021281599998474
0018c28af74453cd,il_sft,eval,0.09152008965611458,0.12455785274505615
0018c28af74453cd,il_sft,native_grpo,1.9823538661003113,0.1070292554795742
0018c28af74453cd,official_il,eval,0.09005454927682877,0.0
0018c28af74453cd,official_il,native_grpo,1.981968879699707,0.0
0018c28af74453cd,pareto,eval,0.17017259448766708,0.5544234216213226
0018c28af74453cd,pareto,native_grpo,2.015673875808716,0.5384882092475891
0018c28af74453cd,psi,eval,0.17790217697620392,0.6118444502353668
