split,method,token,native_epsilon_loss,Hit64_0p5,nearest_teacher_ADE,target_set
holdout,il_sft,025a0d1540ef5632,,0.0,1.2115846872329712,common_PSI_non_GT
holdout,il_sft,025b2d4de25c5036,,0.0,1.3383339643478394,common_PSI_non_GT
holdout,il_sft,0264cfbeb1705e5f,,0.0,0.8702740967273712,common_PSI_non_GT
holdout,il_sft,026aa72c9687531f,,0.0,0.9436564743518829,common_PSI_non_GT
holdout,il_sft,0278e885c45c5154,,0.0,0.9722174406051636,common_PSI_non_GT
holdout,il_sft,028809f9d06e50e2,,0.0,0.8141515254974365,common_PSI_non_GT
holdout,il_sft,028bc160d6975cd7,,0.0,0.9055274128913879,common_PSI_non_GT
holdout,il_sft,02b8603f3d5850e1,,0.0,0.8812731802463531,common_PSI_non_GT
holdout,il_sft,02b98113e7f95e11,0.018570853397250175,0.0,2.174992799758911,common_PSI_non_GT
holdout,il_sft,02ef12eeec9c5667,,0.0,0.646571695804596,common_PSI_non_GT
holdout,il_sft,030c5e8b29875c7e,,0.0,2.028880476951599,common_PSI_non_GT
holdout,il_sft,031e48b9d2475f28,0.14507731050252914,0.0,5.330631732940674,common_PSI_non_GT
holdout,il_sft,0320c11d5e90526b,,0.5,0.6398765593767166,common_PSI_non_GT
holdout,il_sft,0354be0727e25157,0.03498854860663414,0.0,0.6651948988437653,common_PSI_non_GT
holdout,il_sft,03564610bca055a3,,0.0,1.8351098630620122,common_PSI_non_GT
holdout,il_sft,035715cb61c154f7,,0.5,0.482294037938118,common_PSI_non_GT
holdout,il_sft,03604b53d27b5df1,,0.0,4.0832836627960205,common_PSI_non_GT
holdout,il_sft,036e15d2072a575e,,0.0,0.7332729399204254,common_PSI_non_GT
holdout,il_sft,0385e11142ec5794,0.14285659790039062,0.0,3.9360830783843994,common_PSI_non_GT
holdout,il_sft,03925cda82c35516,,0.0,4.553924560546875,common_PSI_non_GT
holdout,il_sft,039a09218dff5c4e,0.015086841769516468,0.0,1.3047019243240356,common_PSI_non_GT
holdout,il_sft,039d0fe08eaa5978,0.09700192883610725,0.0,5.073188066482544,common_PSI_non_GT
holdout,il_sft,03cfd41130a85d6f,,0.0,1.1272847056388855,common_PSI_non_GT
holdout,il_sft,03d1980766465d12,,0.0,3.0864416003246973,common_PSI_non_GT
holdout,il_sft,03d9c9a7f1655e53,,0.0,3.0101125240325928,common_PSI_non_GT
holdout,il_sft,03da7f93518b5cc2,,0.699999988079071,0.37114300201586126,common_PSI_non_GT
holdout,il_sft,03f267002fa2501b,,0.0,0.6974192261695862,common_PSI_non_GT
holdout,il_sft,0414e920d9c050b3,,0.0,1.0332491834305984,common_PSI_non_GT
holdout,il_sft,0424e5fd9a5c5e60,,0.0,3.6509478092193604,common_PSI_non_GT
holdout,il_sft,044d78f66bdd54e6,,0.5,0.5108789503574371,common_PSI_non_GT
holdout,il_sft,044f9c0165705c86,,0.0,1.8964563608169556,common_PSI_non_GT
holdout,il_sft,045cc8c539ae5a7f,,0.25,0.876838892698288,common_PSI_non_GT
holdout,il_sft,046b1cc13f0d5f9d,,1.0,0.47082187235355377,common_PSI_non_GT
holdout,il_sft,0481ff72500154f2,,0.0,1.7516939043998718,common_PSI_non_GT
holdout,il_sft,048fd614c91a5f26,,1.0,0.27682292461395264,common_PSI_non_GT
holdout,il_sft,04ad58422ad45636,,0.0,0.7416453957557678,common_PSI_non_GT
holdout,il_sft,04b561c1fd6952e6,0.00585849629715085,0.0,1.3163074254989624,common_PSI_non_GT
holdout,il_sft,04c3de5a88555549,,0.0,1.8128154277801514,common_PSI_non_GT
holdout,il_sft,04f77fbd6bf3505a,0.0031391711672767997,1.0,0.4293001592159271,common_PSI_non_GT
holdout,il_sft,0502652852d456e7,,0.0,1.66291876207994,common_PSI_non_GT
holdout,il_sft,0506b1697fb05337,,1.0,0.17967163771390915,common_PSI_non_GT
holdout,il_sft,050baf33ffa15653,0.001870231208158657,0.5,0.5527231618762016,common_PSI_non_GT
holdout,il_sft,051836feccf05bf2,,0.0,3.37179828030623,common_PSI_non_GT
holdout,il_sft,05276b180d715093,,0.0,2.566349148750305,common_PSI_non_GT
holdout,il_sft,053ae221b0d351f5,,0.0,0.827264815568924,common_PSI_non_GT
holdout,il_sft,056afbac078f5809,,0.5,0.5347044318914413,common_PSI_non_GT
holdout,il_sft,057ceb19886e5a8b,,0.0,1.2545066475868225,common_PSI_non_GT
holdout,il_sft,0588edb157305bd0,,0.0,0.9442090392112732,common_PSI_non_GT
holdout,il_sft,05986621844f54a2,,0.0,1.7155590653419495,common_PSI_non_GT
holdout,il_sft,059fb1d0f20e58d6,,0.75,0.3936099484562874,common_PSI_non_GT
holdout,il_sft,05b120a146885319,,1.0,0.3569942116737366,common_PSI_non_GT
holdout,il_sft,05b67166cd355f32,,1.0,0.15132591873407364,common_PSI_non_GT
holdout,il_sft,05c91985246d58a6,0.03054957278072834,0.0,1.279071867465973,common_PSI_non_GT
holdout,il_sft,05d064fbefaa59ff,,0.0,5.762611627578735,common_PSI_non_GT
holdout,il_sft,05d20a9632085956,,0.0,1.2914435267448425,common_PSI_non_GT
holdout,il_sft,05d2702b75585b9d,,1.0,0.31271348893642426,common_PSI_non_GT
holdout,il_sft,05d8aab710215fb2,,0.0,2.509542942047119,common_PSI_non_GT
holdout,il_sft,05dbf898486e5e9a,,0.0,1.2191946506500244,common_PSI_non_GT
holdout,il_sft,05e4b380735c5f62,,0.0,0.8383712470531464,common_PSI_non_GT
holdout,il_sft,05f01335f6e15d86,,0.5,0.42821480333805084,common_PSI_non_GT
holdout,il_sft,05f2c075afb65bd7,,0.0,1.6176208853721619,common_PSI_non_GT
holdout,il_sft,05facd6ae2ea5ca3,,0.0,2.312399387359619,common_PSI_non_GT
holdout,il_sft,060bffc1ab755c8e,,0.0,1.355517864227295,common_PSI_non_GT
holdout,il_sft,0625efec6170551d,0.12721595168113708,0.0,4.174677610397339,common_PSI_non_GT
holdout,il_sft,06337d1e70205e01,0.009017113770823926,0.0,1.8184912502765656,common_PSI_non_GT
holdout,il_sft,063ebdc4cd7e5bd9,,0.0,8.708158493041992,common_PSI_non_GT
holdout,il_sft,064bbfac76a95dae,,1.0,0.3229706138372421,common_PSI_non_GT
holdout,il_sft,0650451cf7005935,,0.5,0.7055369466543198,common_PSI_non_GT
holdout,il_sft,06509377e89b593d,0.0074171507731080055,0.0,0.8748308718204498,common_PSI_non_GT
holdout,il_sft,066733dbf9ba5659,,0.0,2.800036668777466,common_PSI_non_GT
holdout,il_sft,068dcca02b575b39,0.004787967773154378,0.0,1.7422437071800232,common_PSI_non_GT
holdout,il_sft,06a2192cd89d5ad9,,0.5,0.449879452586174,common_PSI_non_GT
holdout,il_sft,06f781885ea25f20,,0.0,1.4739664793014526,common_PSI_non_GT
holdout,il_sft,070988681d2b567c,,0.0,0.7804158627986908,common_PSI_non_GT
holdout,il_sft,071d2ff38b4855ed,,0.0,0.7178018987178802,common_PSI_non_GT
holdout,il_sft,0726ca723042500c,0.0011302319529604469,0.699999988079071,0.3193770688899942,common_PSI_non_GT
holdout,il_sft,07325db9f82e5b85,0.001043646247126162,0.5,0.5326498746871948,common_PSI_non_GT
holdout,il_sft,073c4d0738b45047,,0.0,4.898765325546265,common_PSI_non_GT
holdout,il_sft,075b854ab73e58b0,,0.0,2.3961857557296753,common_PSI_non_GT
holdout,il_sft,076f5a91273050e6,,0.0,0.8459635078907013,common_PSI_non_GT
holdout,il_sft,0771dfc6dfc9534e,,0.0,1.2191224098205566,common_PSI_non_GT
holdout,il_sft,078a762f66d35858,0.05927751673493986,0.0,1.8426401580531362,common_PSI_non_GT
holdout,il_sft,07adaac081bb5e33,,0.0,4.247569561004639,common_PSI_non_GT
holdout,il_sft,07bd6c8c7de152a6,,0.5,1.3077806122601032,common_PSI_non_GT
holdout,il_sft,07d26d6aae1e58c4,,0.0,2.126089096069336,common_PSI_non_GT
holdout,il_sft,07e2ce2c99245d66,,0.0,1.7958458811044693,common_PSI_non_GT
holdout,il_sft,080d56728abf583b,,0.0,1.0255372822284698,common_PSI_non_GT
holdout,il_sft,081499c918b456cf,,0.0,1.694189891219139,common_PSI_non_GT
holdout,il_sft,0828de7c8a245189,0.011336310300976038,0.0,2.406189203262329,common_PSI_non_GT
holdout,il_sft,08446e569d0f55ae,,0.0,0.5993548333644867,common_PSI_non_GT
holdout,il_sft,0861bce419a05801,0.014523756690323353,0.0,2.0202468633651733,common_PSI_non_GT
holdout,il_sft,0870814e48d15a8c,,0.0,2.730543375015259,common_PSI_non_GT
holdout,il_sft,088fcfffe7765c28,0.07942206040024757,0.0,1.9052149057388306,common_PSI_non_GT
holdout,il_sft,0890693bc6c45958,,0.0,0.9213115572929382,common_PSI_non_GT
holdout,il_sft,089107cd2d6354e0,,0.0,0.6204336881637573,common_PSI_non_GT
holdout,il_sft,08985a94440452a4,,0.0,1.371555745601654,common_PSI_non_GT
holdout,il_sft,089b0ec6d7d35c09,,0.0,1.243873730301857,common_PSI_non_GT
holdout,il_sft,08a4e9332e3c58c7,,0.0,1.0192851126194,common_PSI_non_GT
holdout,il_sft,08af1475f1b557b4,0.005441815359517932,1.0,0.03899836353957653,common_PSI_non_GT
holdout,il_sft,08b90ea812f95157,0.010379206389188766,0.0,0.7433158755302429,common_PSI_non_GT
holdout,il_sft,08c0a26405bb5539,,0.0,1.4653624296188354,common_PSI_non_GT
holdout,il_sft,08d60831eb6153df,0.254790261387825,0.0,4.893311023712158,common_PSI_non_GT
holdout,il_sft,08e0696d2e495a09,,0.0,1.5236926078796387,common_PSI_non_GT
holdout,il_sft,08f8cfbccab75231,,0.0,2.783542037010193,common_PSI_non_GT
holdout,il_sft,0911b84cff095537,,0.0,0.9732614457607269,common_PSI_non_GT
holdout,il_sft,091d48b63e6d51db,,0.0,2.318205222800966,common_PSI_non_GT
holdout,il_sft,0922396938db513d,,0.0,2.212430387735367,common_PSI_non_GT
holdout,il_sft,092474001b4b5963,,0.0,3.423223376274109,common_PSI_non_GT
holdout,il_sft,092a264767cf5371,,0.0,2.918153762817383,common_PSI_non_GT
holdout,il_sft,0933c861555d5dcf,,0.5,0.8155503794550896,common_PSI_non_GT
holdout,il_sft,0948b48babc45755,0.010662645101547241,0.0,1.6625129580497742,common_PSI_non_GT
holdout,il_sft,095453a7aea65260,,0.0,0.6749754548072815,common_PSI_non_GT
holdout,il_sft,095770e79ccf5d82,,0.0,0.733416736125946,common_PSI_non_GT
holdout,il_sft,095d84b2259156b2,,0.0,0.6054925918579102,common_PSI_non_GT
holdout,il_sft,095eafbb5c8f5b02,,0.0,0.9526602625846863,common_PSI_non_GT
holdout,il_sft,095f95bdbf1054d0,,0.0,0.6661867797374725,common_PSI_non_GT
holdout,il_sft,098248587ff65110,,0.0,2.241624139022324,common_PSI_non_GT
holdout,il_sft,09961e24208b5972,,0.0,2.0390180349349976,common_PSI_non_GT
holdout,il_sft,0996ce03d2325a75,0.005088601261377335,0.0,1.314699947834015,common_PSI_non_GT
holdout,il_sft,099e9eeda4ef5e06,,0.0,1.1953641176223755,common_PSI_non_GT
holdout,il_sft,09bdb2eba08a5475,,0.0,1.2781999111175537,common_PSI_non_GT
holdout,il_sft,09c1004b8520583e,0.0106102772988379,0.0,1.9708304405212402,common_PSI_non_GT
holdout,il_sft,09c3d9dbca6455e5,,0.0,1.0750113129615784,common_PSI_non_GT
holdout,il_sft,09d7ac879b745ba7,,0.0,1.511687457561493,common_PSI_non_GT
holdout,il_sft,09dbbed239265b66,,0.0,1.5132701396942139,common_PSI_non_GT
holdout,il_sft,09f894ccf0f158c2,,1.0,0.45153631269931793,common_PSI_non_GT
holdout,il_sft,0a00a3fd74be5b02,,0.0,4.077099561691284,common_PSI_non_GT
holdout,il_sft,0a02ef840f2d5d8e,,0.0,1.4485106468200684,common_PSI_non_GT
holdout,il_sft,0a1fa3e5707c5ffa,,1.0,0.4462823122739792,common_PSI_non_GT
holdout,il_sft,0a206e6392d05c1e,,0.5,0.9340093210339546,common_PSI_non_GT
holdout,il_sft,0a514fd1a96d5ab0,0.03766916133463383,0.0,1.4152600169181824,common_PSI_non_GT
holdout,il_sft,0a6a37e522035224,,0.0,3.4684040546417236,common_PSI_non_GT
holdout,il_sft,0a76d212e8fe5898,,0.0,0.7569330930709839,common_PSI_non_GT
holdout,il_sft,0a8279d024f354cd,0.041269171983003616,0.0,2.6696828603744507,common_PSI_non_GT
holdout,il_sft,0a87bb919dbb58b6,,0.0,0.8223747909069061,common_PSI_non_GT
holdout,il_sft,0a9574284f8151d6,,1.0,0.35600191354751587,common_PSI_non_GT
holdout,il_sft,0abaac61d3945fa2,0.01066244626417756,0.5,0.4990459904074669,common_PSI_non_GT
holdout,il_sft,0ac4538f106e5ee2,,0.0,1.2463480234146118,common_PSI_non_GT
holdout,il_sft,0ad06e26cbc65097,0.008614568589898529,0.0,1.638439122090606,common_PSI_non_GT
holdout,il_sft,0addaba53f7f5609,,0.0,1.0833666920661926,common_PSI_non_GT
holdout,il_sft,0aff0ac12787583c,,0.0,1.8277931213378906,common_PSI_non_GT
holdout,il_sft,0b05121bb71a5bf3,,0.0,3.4263081550598145,common_PSI_non_GT
holdout,il_sft,0b2061c2aced52de,,0.0,4.114887714385986,common_PSI_non_GT
holdout,il_sft,0b4bbdba95c650c0,,0.0,2.5050398111343384,common_PSI_non_GT
holdout,il_sft,0b50650c5b8155cf,,0.0,0.9333992600440979,common_PSI_non_GT
holdout,il_sft,0b5d1c40521d5b71,,0.0,3.065127730369568,common_PSI_non_GT
holdout,il_sft,0b66798de45c55aa,,0.5,0.652883980423212,common_PSI_non_GT
holdout,il_sft,0b73c50759445882,0.006081013176806226,0.0,1.6027845376336458,common_PSI_non_GT
holdout,il_sft,0b73ecf845c4520c,,0.0,1.4908257722854614,common_PSI_non_GT
holdout,il_sft,0b7ed729c61e5012,,1.0,0.43764033913612366,common_PSI_non_GT
holdout,il_sft,0b8065082f3a5b3b,,0.0,0.7724169492721558,common_PSI_non_GT
holdout,il_sft,0b9022fbfd1d5067,,0.5,0.49329496920108795,common_PSI_non_GT
holdout,il_sft,0bae7b1e9dc65423,,0.0,1.4539518372585256,common_PSI_non_GT
holdout,il_sft,0bb178846562585b,,0.0,1.6657292246818542,common_PSI_non_GT
holdout,il_sft,0bc3c50e1292529c,,1.0,0.3330122232437134,common_PSI_non_GT
holdout,il_sft,0beb530925b9514b,,0.0,0.6890404224395752,common_PSI_non_GT
holdout,il_sft,0bf294a532f15f0c,,1.0,0.07538303732872009,common_PSI_non_GT
holdout,il_sft,0c1cca151a2e50eb,0.0021394557552412152,1.0,0.21115175634622574,common_PSI_non_GT
holdout,il_sft,0c3243fb185b576b,,0.0,2.050817906856537,common_PSI_non_GT
holdout,il_sft,0c3e68a4655550ed,,0.0,1.8149968385696411,common_PSI_non_GT
holdout,il_sft,0c5b70bf40975d11,0.004427672829478979,0.0,0.9988524317741394,common_PSI_non_GT
holdout,il_sft,0c62c0a3a56b554b,,1.0,0.2646837532520294,common_PSI_non_GT
holdout,il_sft,0c7feca286c8526f,,0.5,0.4830298125743866,common_PSI_non_GT
holdout,il_sft,0c9d055f4ccc5d64,0.04795342870056629,0.0,2.2571743428707123,common_PSI_non_GT
holdout,il_sft,0cb030d348f35828,,0.0,0.7702012658119202,common_PSI_non_GT
holdout,il_sft,0cb0ee6d7fe4501f,,1.0,0.3139360100030899,common_PSI_non_GT
holdout,il_sft,0cb726068f4d5c59,0.0005986772412143182,0.5,0.5097172297537327,common_PSI_non_GT
holdout,il_sft,0cc13d4765035a55,0.005311300978064537,0.0,0.9168381094932556,common_PSI_non_GT
holdout,il_sft,0cc977096c725a1f,0.16859734058380127,0.0,4.777913570404053,common_PSI_non_GT
holdout,il_sft,0ce2f0f0561c5ddc,0.00956971850246191,0.0,0.7310745418071747,common_PSI_non_GT
holdout,il_sft,0d03479690145fe3,,0.0,2.582156777381897,common_PSI_non_GT
holdout,il_sft,0d11e51c09a4593e,,0.0,1.3173918724060059,common_PSI_non_GT
holdout,il_sft,0d1c8b7137ee5162,,0.0,1.7895705699920654,common_PSI_non_GT
holdout,il_sft,0d24b5cc9f005fe0,,0.0,1.456789255142212,common_PSI_non_GT
holdout,il_sft,0d38caf0c7c650e8,,0.0,2.4046367406845093,common_PSI_non_GT
holdout,il_sft,0d55fd9dd5a35ee7,,0.0,2.004129409790039,common_PSI_non_GT
holdout,il_sft,0d85ff9ebde25585,,0.0,1.026590645313263,common_PSI_non_GT
holdout,il_sft,0d8b0d4695d9521b,,0.0,0.8499642014503479,common_PSI_non_GT
holdout,il_sft,0d8e1a15f05450c1,,0.0,0.9054800570011139,common_PSI_non_GT
holdout,il_sft,0d913315bd4858d6,,0.0,2.8282480239868164,common_PSI_non_GT
holdout,il_sft,0d92880818895e26,,0.0,0.960227757692337,common_PSI_non_GT
holdout,il_sft,0d9f56cc8fa15657,,0.5,0.7842976115643978,common_PSI_non_GT
holdout,il_sft,0dad8b0db4a3553e,0.015652176924049854,0.0,2.035247325897217,common_PSI_non_GT
holdout,il_sft,0dd1bbbff0815fbe,,0.0,3.620361089706421,common_PSI_non_GT
holdout,il_sft,0de3aa1021d250c8,,0.0,2.255994439125061,common_PSI_non_GT
holdout,il_sft,0deac7a2d4d95125,,1.0,0.4764782190322876,common_PSI_non_GT
holdout,il_sft,0dff173b10b75b6a,,0.0,0.94908806681633,common_PSI_non_GT
holdout,il_sft,0e0a37d474805813,,0.0,4.140947103500366,common_PSI_non_GT
holdout,il_sft,0e31e701a4755513,,0.0,0.5216502249240875,common_PSI_non_GT
holdout,il_sft,0e32616bbf705c71,0.015261949078141018,0.0,0.827428883521117,common_PSI_non_GT
holdout,il_sft,0e34518dff9d5ad2,,0.0,3.8790592411275355,common_PSI_non_GT
holdout,il_sft,0e35a96c6c6d581b,,0.0,1.104384407401085,common_PSI_non_GT
holdout,il_sft,0e4aa3ac90735aa8,0.02346808451693505,0.5,0.7897159233689308,common_PSI_non_GT
holdout,il_sft,0e718bdb5a1e5486,,0.0,0.7762610018253326,common_PSI_non_GT
holdout,il_sft,0e723dc5e74651f5,,0.0,0.6929396986961365,common_PSI_non_GT
holdout,il_sft,0e8c9cb736c75095,,0.0,2.953576683998108,common_PSI_non_GT
holdout,il_sft,0e8f1b9f15eb509d,,0.0,0.8922752737998962,common_PSI_non_GT
holdout,il_sft,0e9bb79dd41f5168,,0.0,4.200421333312988,common_PSI_non_GT
holdout,il_sft,0ea41b3755455cf0,,0.0,0.5873783230781555,common_PSI_non_GT
holdout,il_sft,0eb4ed28874459d0,,0.0,2.9095653295516968,common_PSI_non_GT
holdout,il_sft,0ed03cbf69155bd8,,0.0,1.6210466027259827,common_PSI_non_GT
holdout,il_sft,0ed250eecd7c5aed,,0.0,0.8330475687980652,common_PSI_non_GT
holdout,il_sft,0ee58e583be85ffb,,0.0,2.306195378303528,common_PSI_non_GT
holdout,il_sft,0eea4103d56352dd,0.04308835603296757,1.0,0.4548318386077881,common_PSI_non_GT
holdout,il_sft,0eeb440b2f6651e1,,0.0,1.818278729915619,common_PSI_non_GT
holdout,il_sft,0f023605a35b5d11,,1.0,0.21182990074157715,common_PSI_non_GT
holdout,il_sft,0f0ce770203d553c,,0.0,0.8397943079471588,common_PSI_non_GT
holdout,il_sft,0f12fbd4c48b5142,,1.0,0.3989064544439316,common_PSI_non_GT
holdout,il_sft,0f2189d89039595a,0.015578033704514382,0.5,0.7018825579434633,common_PSI_non_GT
holdout,il_sft,0f276bab4fa85df0,,0.0,0.6830442547798157,common_PSI_non_GT
holdout,il_sft,0f2b1ab7c34a5b6c,,0.699999988079071,1.1792349841100491,common_PSI_non_GT
holdout,il_sft,0f356057e4f95e74,,0.0,2.1163378953933716,common_PSI_non_GT
holdout,il_sft,0f3712b8617055cd,,0.0,3.7147852182388306,common_PSI_non_GT
holdout,il_sft,0f44c6e6440654d0,0.010333634912967682,0.0,0.8505733460187912,common_PSI_non_GT
holdout,il_sft,0f54c1a676a954ce,,1.0,0.22083770483732224,common_PSI_non_GT
holdout,il_sft,0f59dc2d87cb544b,,0.0,1.129058226943016,common_PSI_non_GT
holdout,il_sft,0f88379baed15a88,,0.0,0.9436517655849457,common_PSI_non_GT
holdout,il_sft,0f8937dbf5c05d19,0.045789267867803574,0.0,1.1344949007034302,common_PSI_non_GT
holdout,il_sft,0f9def181e1452a9,0.004518239991739392,1.0,0.4837041348218918,common_PSI_non_GT
holdout,il_sft,0fa2bb1011a65ecf,,1.0,0.31294117867946625,common_PSI_non_GT
holdout,il_sft,0fae6a22120d5bc2,,1.0,0.20898015797138214,common_PSI_non_GT
holdout,il_sft,0fc07a2ef88b5d0d,,0.5,0.5108346194028854,common_PSI_non_GT
holdout,il_sft,0ff4e37ff31d5d4c,,0.0,1.0650080442428589,common_PSI_non_GT
holdout,il_sft,101da9987c395ba4,,0.0,2.206509232521057,common_PSI_non_GT
holdout,il_sft,1020b7405b1c5f51,,1.0,0.15939120203256607,common_PSI_non_GT
holdout,il_sft,102435593589501f,,0.0,0.5887041538953781,common_PSI_non_GT
holdout,il_sft,1035d1c56f0f5ba9,,0.0,3.3460463285446167,common_PSI_non_GT
holdout,il_sft,1049387ba07d52cd,,0.0,0.9333455264568329,common_PSI_non_GT
holdout,il_sft,105b557aa24c5366,,0.0,0.8681798279285431,common_PSI_non_GT
holdout,il_sft,105d830911bd572e,,0.0,4.422206235648858,common_PSI_non_GT
holdout,il_sft,1069f2030bd55408,0.00773562747053802,1.0,0.4969412535429001,common_PSI_non_GT
holdout,il_sft,1081ba3ede735936,,0.0,4.135181665420532,common_PSI_non_GT
holdout,il_sft,108458f899ab5627,0.039574169360900774,0.0,3.0474929623194527,common_PSI_non_GT
holdout,il_sft,1087b81f962154da,,0.5,0.7110883444547653,common_PSI_non_GT
holdout,il_sft,1090fdb8b57850f6,,0.0,4.059666156768799,common_PSI_non_GT
holdout,il_sft,109450d0f70c58d5,,0.0,0.8258069455623627,common_PSI_non_GT
holdout,il_sft,10a7d540ca91502e,,0.0,1.1054915189743042,common_PSI_non_GT
holdout,il_sft,10b7dc9bd96e550a,0.026854874954857666,0.0,1.341123758769431,common_PSI_non_GT
holdout,il_sft,10bc1b218381532d,,0.0,2.5750937461853027,common_PSI_non_GT
holdout,il_sft,10eae6a2b44f5973,,0.0,1.1944284863897003,common_PSI_non_GT
holdout,il_sft,10f6a2a991965daa,,0.5,0.5464393347501755,common_PSI_non_GT
holdout,il_sft,11054ab5a1295993,,0.0,1.5997905731201172,common_PSI_non_GT
holdout,il_sft,1112f86ad71b52b7,,1.0,0.3728562891483307,common_PSI_non_GT
holdout,il_sft,11290c49b1b45c38,0.052414754405617714,0.0,0.6913901567459106,common_PSI_non_GT
holdout,il_sft,113482e1c5615e18,,0.0,4.200578927993774,common_PSI_non_GT
holdout,il_sft,113b14c30cc25989,,0.0,0.671297013759613,common_PSI_non_GT
holdout,il_sft,113cc5fc660656f8,,0.0,2.251459002494812,common_PSI_non_GT
holdout,il_sft,11445d142fef53e6,,1.0,0.41442039608955383,common_PSI_non_GT
holdout,il_sft,114a9052bd6851a2,0.01056142058223486,0.0,1.2256168723106384,common_PSI_non_GT
holdout,il_sft,1157740f547850ae,,0.0,1.7344514727592468,common_PSI_non_GT
holdout,il_sft,11612dd002e1583e,0.01625570748001337,0.0,0.8296113908290863,common_PSI_non_GT
holdout,il_sft,116b808c2f825f23,,0.0,1.8718720078468323,common_PSI_non_GT
holdout,il_sft,116c165fcf045246,,0.0,0.661597490310669,common_PSI_non_GT
holdout,il_sft,116f3217b5875595,,0.5,0.5607068203389645,common_PSI_non_GT
holdout,il_sft,116f667b9c7f5bc3,,0.699999988079071,0.5514892549221857,common_PSI_non_GT
holdout,il_sft,117be7ce4bae59d9,,0.0,1.3276610374450684,common_PSI_non_GT
holdout,il_sft,11838f931a5d5dec,,0.0,1.072904646396637,common_PSI_non_GT
