scope,protocol,model,reference,metric,n,mean_difference,median_difference,ci_low,ci_high,log_cluster_ci_low,log_cluster_ci_high,win_fraction,tie_fraction,log_count
FULL5000,eval,psi_sft,original_grpo_11970,hard_failure_rate,5000,0.0249125,0.0,0.020921796875,0.028915625,0.020717725945219114,0.029502543005775282,0.0972,0.8952,991
FULL5000,eval,psi_sft,original_grpo_11970,zero_score_rate,5000,0.023315625,0.0,0.019515546875,0.027118984375000002,0.019152323073696218,0.027716652327568817,0.0926,0.8998,991
FULL5000,eval,psi_sft,original_grpo_11970,std_PDMS,5000,2.85462051468069,0.18348466589915308,2.607962248618839,3.103165293819128,2.5734894208137162,3.16095218198644,0.6628,0.2894,991
FULL5000,eval,psi_sft,original_grpo_11970,no_safe_group,5000,-0.00195,0.0,-0.00635,0.00245,-0.00748007194004156,0.0030900037241153953,0.018,0.9626,991
FULL5000,eval,psi_sft,original_grpo_11970,best_safe_PDMS,4760,0.591056364897599,0.0,0.51963781743317,0.6575970107062546,0.5192207439189894,0.6663576790797696,0.3476890756302521,0.42815126050420166,974
FULL5000,eval,psi_sft,original_grpo_11970,Hit16,5000,0.07435,0.0,0.0644,0.0843,0.06410681003442535,0.08459574134044254,0.1318,0.816,991
FULL5000,eval,psi_sft,original_grpo_11970,GT_center_distance,5000,-0.06872186555416078,-0.08046375836448574,-0.07661844106007124,-0.06063010014364698,-0.07735748789679513,-0.06081299468922732,0.3718,0.0,991
FULL5000,native_grpo,original_grpo_11970,official_il,pairwise_ADE,5000,-0.0001581725001335144,0.002583548426628113,-0.000652477677166462,0.00035394669130444566,-0.0008303932415508823,0.0005429275851270463,0.5794,0.0,991
FULL5000,native_grpo,original_grpo_11970,official_il,pairwise_ADE64,5000,-0.0001393460512161255,0.0026154518127441406,-0.0006319552046060562,0.0003422831398248673,-0.0008151865931659143,0.0006104204690170118,0.5792,0.0,991
FULL5000,native_grpo,original_grpo_11970,official_il,centroid_displacement,5000,0.49970648549944163,0.46939465403556824,0.49415661587782206,0.5051572724677623,0.49147505635160843,0.5082821821805946,1.0,0.0,991
FULL5000,native_grpo,original_grpo_11970,official_il,feasible_rate,5000,0.080178125,0.046875,0.07606820312500001,0.084196953125,0.07466920687427447,0.08538511289915589,0.6344,0.1442,991
FULL5000,native_grpo,original_grpo_11970,official_il,mean_PDMS,5000,9.833580661183568,5.840539355910757,9.501873166072125,10.173580709894,9.414488581248794,10.24527397975663,0.8834,0.003,991
FULL5000,native_grpo,original_grpo_11970,official_il,min_PDMS,5000,9.221673314398165,1.720707495752313,8.746392573491988,9.683709658793862,8.690306803494963,9.775578715819927,0.57,0.2958,991
