scope,membership,model,protocol,kind,metric,n,mean_difference,median_difference,ci_low,ci_high,log_cluster_ci_low,log_cluster_ci_high,win_fraction,tie_fraction,log_count
NEW4000,PSI_TRAIN,original_grpo_11970,eval,GT,hit16_0p5,1351,-0.22705403404885272,0.0,-0.2496345299777942,-0.2042884900074019,-0.2505384063173008,-0.2038771210808908,0.025166543301258327,0.6861584011843079,485
NEW4000,PSI_TRAIN,original_grpo_11970,eval,GT,mass64_0p5,1351,-0.3166288860103627,-0.1875,-0.33941553710214656,-0.2934169133974833,-0.33989395167013625,-0.2924098044448758,0.13545521835677277,0.17246484085862324,485
NEW4000,PSI_TRAIN,original_grpo_11970,eval,GT,nearest_ADE,1351,0.22292802709917903,0.21066540479660034,0.21361302146515765,0.23222954981094523,0.21284003522851153,0.2337053881973624,0.9193190229459659,0.0,485
NEW4000,PSI_TRAIN,original_grpo_11970,eval,GT,weighted_hit64_0p5,1351,-0.20577350111028866,0.0,-0.22797927461139897,-0.1843079200592154,-0.228887390050447,-0.18320569557778363,0.006661732050333087,0.7809030347890451,485
NEW4000,PSI_TRAIN,psi_sft,eval,GT,hit64_0p5,1351,-0.06217616580310881,0.0,-0.07846039970392302,-0.046632124352331605,-0.0784313725490196,-0.04706699398897741,0.017024426350851222,0.9037749814951888,485
NEW4000,PSI_TRAIN,psi_sft,eval,GT,hit16_0p5,1351,-0.08216136195410807,0.0,-0.09863064396743153,-0.06531735751295335,-0.09941070469113006,-0.06494916882710822,0.03997039230199852,0.8053293856402665,485
NEW4000,PSI_TRAIN,psi_sft,eval,GT,mass64_0p5,1351,-0.20108947076239822,-0.078125,-0.22085550055514436,-0.18223422464840858,-0.22160958513518347,-0.18084324848702893,0.15544041450777202,0.19689119170984457,485
NEW4000,PSI_TRAIN,psi_sft,eval,GT,nearest_ADE,1351,0.09214809475581043,0.07313062995672226,0.08337966981161246,0.10114291724876441,0.08320766448719984,0.10085396850446147,0.7875647668393783,0.0,485
NEW4000,PSI_TRAIN,psi_sft,eval,GT,weighted_hit64_0p5,1351,-0.06217616580310881,0.0,-0.07846039970392302,-0.0458919319022946,-0.07784937595491796,-0.04698512137823023,0.017024426350851222,0.9037749814951888,485
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,hit64_0p5,3276,0.00015262515262515263,0.0,0.0,0.0004578754578754579,0.0,0.0004993550335686685,0.00030525030525030525,0.9996947496947497,760
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,hit16_0p5,3276,3.8156288156288156e-05,0.0,0.0,0.00011446886446886447,0.0,0.0001268670730029128,0.00030525030525030525,0.9996947496947497,760
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,mass64_0p5,3276,2.3847680097680098e-06,0.0,0.0,7.154304029304029e-06,0.0,7.493769991091332e-06,0.00030525030525030525,0.9996947496947497,760
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,nearest_ADE,3276,-0.024959772024690303,-0.011201053857803345,-0.02984619253475369,-0.020288677697362187,-0.030497336889750645,-0.019529428017154973,0.45695970695970695,0.0,760
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,weighted_hit64_0p5,3276,0.00021367521003634647,0.0,0.0,0.0006410256301090394,0.0,0.0006844905742964534,0.00030525030525030525,0.9996947496947497,760
NEW4000,PSI_TRAIN,psi_sft,native_grpo,ALL,hit64_0p5,3276,0.00010175010175010175,0.0,0.0,0.00030525030525030525,0.0,0.00032041526138388204,0.00030525030525030525,0.9996947496947497,760
NEW4000,PSI_TRAIN,psi_sft,native_grpo,ALL,hit16_0p5,3276,2.5437525437525436e-05,0.0,0.0,7.631257631257631e-05,0.0,8.24823908856856e-05,0.00030525030525030525,0.9996947496947497,760
NEW4000,PSI_TRAIN,psi_sft,native_grpo,ALL,mass64_0p5,3276,1.5898453398453398e-06,0.0,0.0,4.7695360195360195e-06,0.0,4.9904582562502365e-06,0.00030525030525030525,0.9996947496947497,760
NEW4000,PSI_TRAIN,psi_sft,native_grpo,ALL,nearest_ADE,3276,0.021262224613528547,0.03697127103805542,0.01544661906403427,0.02718774177616187,0.014938050274996343,0.027857481519808155,0.6092796092796092,0.0,760
NEW4000,PSI_TRAIN,psi_sft,native_grpo,ALL,weighted_hit64_0p5,3276,0.00021367521003634647,0.0,0.0,0.0006410256301090394,0.0,0.000676159861955872,0.00030525030525030525,0.9996947496947497,760
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,hit64_0p5,2910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,hit16_0p5,2910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,mass64_0p5,2910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,nearest_ADE,2910,-0.03441075821922407,-0.02362912893295288,-0.03983496403110396,-0.029021658109840243,-0.04041392984182478,-0.02871917732350515,0.42714776632302404,0.0,738
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,weighted_hit64_0p5,2910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738
NEW4000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,hit64_0p5,2910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738
NEW4000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,hit16_0p5,2910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738
NEW4000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,mass64_0p5,2910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738
NEW4000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,nearest_ADE,2910,0.007846406993177749,0.01882261037826538,0.0011758906837181539,0.01458510617517524,0.0006801915466324473,0.015070685660243837,0.5460481099656357,0.0,738
NEW4000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,weighted_hit64_0p5,2910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,738
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,hit64_0p5,1351,0.0007401924500370096,0.0,0.0,0.0022205773501110288,0.0,0.0023548343139298137,0.0007401924500370096,0.999259807549963,485
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,hit16_0p5,1351,0.0001850481125092524,0.0,0.0,0.0005551443375277572,0.0,0.0005947778595974473,0.0007401924500370096,0.999259807549963,485
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,mass64_0p5,1351,1.1565507031828275e-05,0.0,0.0,3.4696521095484824e-05,0.0,3.647859922178988e-05,0.0007401924500370096,0.999259807549963,485
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,nearest_ADE,1351,0.03315772690833012,0.025722384452819824,0.02724708916742126,0.038931634483912715,0.027532747134127084,0.038949378560301166,0.61880088823094,0.0,485
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,GT,weighted_hit64_0p5,1351,0.0007401924500370096,0.0,0.0,0.0022205773501110288,0.0,0.0023566841808830724,0.0007401924500370096,0.999259807549963,485
NEW4000,PSI_TRAIN,psi_sft,native_grpo,GT,hit64_0p5,1351,0.0007401924500370096,0.0,0.0,0.0022205773501110288,0.0,0.0023566841808830724,0.0007401924500370096,0.999259807549963,485
NEW4000,PSI_TRAIN,psi_sft,native_grpo,GT,hit16_0p5,1351,0.0001850481125092524,0.0,0.0,0.0005551443375277572,0.0,0.0005896574891832821,0.0007401924500370096,0.999259807549963,485
NEW4000,PSI_TRAIN,psi_sft,native_grpo,GT,mass64_0p5,1351,1.1565507031828275e-05,0.0,0.0,3.4696521095484824e-05,0.0,3.67358934169279e-05,0.0007401924500370096,0.999259807549963,485
NEW4000,PSI_TRAIN,psi_sft,native_grpo,GT,nearest_ADE,1351,0.10105130515391521,0.09082591533660889,0.09397034185692436,0.10839060130470511,0.09368807732848428,0.10846270248530482,0.7986676535899334,0.0,485
NEW4000,PSI_TRAIN,psi_sft,native_grpo,GT,weighted_hit64_0p5,1351,0.0007401924500370096,0.0,0.0,0.0022205773501110288,0.0,0.002336494125188482,0.0007401924500370096,0.999259807549963,485
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,ALL,hit64_0p5,724,-0.2969613259668508,0.0,-0.3314917127071823,-0.2610497237569061,-0.3382160423123568,-0.25561751491465706,0.015193370165745856,0.6726519337016574,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,ALL,hit16_0p5,724,-0.2948895027624309,0.0,-0.32839261049723756,-0.2610497237569061,-0.33333642433234417,-0.2579567474908079,0.03038674033149171,0.5870165745856354,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,ALL,mass64_0p5,724,-0.2728547997237569,-0.03125,-0.30240094095303865,-0.24313492748618784,-0.3061068902345012,-0.23804783407760755,0.08701657458563536,0.35220994475138123,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,ALL,nearest_ADE,724,0.2311398102117198,0.21491479501128197,0.21363053719155511,0.24816453227186733,0.21253621484514323,0.25065395164530685,0.850828729281768,0.0,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,ALL,weighted_hit64_0p5,724,-0.2969613259668508,0.0,-0.33152624309392265,-0.26243093922651933,-0.3387762279589444,-0.254588292329494,0.015193370165745856,0.6726519337016574,184
NEW4000,PSI_VALIDATION,psi_sft,eval,ALL,hit64_0p5,724,-0.0718232044198895,0.0,-0.10497237569060773,-0.03863950276243081,-0.1100742918274418,-0.037089822623881115,0.07734806629834254,0.7734806629834254,184
NEW4000,PSI_VALIDATION,psi_sft,eval,ALL,hit16_0p5,724,-0.10531767955801105,0.0,-0.1374395718232044,-0.07423169889502759,-0.1414916860293794,-0.07120150230522777,0.11187845303867404,0.6353591160220995,184
NEW4000,PSI_VALIDATION,psi_sft,eval,ALL,mass64_0p5,724,-0.1974274861878453,-0.015625,-0.2277716030732044,-0.16569783753453038,-0.23047187391342142,-0.16412830588822355,0.18646408839779005,0.2803867403314917,184
NEW4000,PSI_VALIDATION,psi_sft,eval,ALL,nearest_ADE,724,0.07429372145825204,0.06591163575649261,0.05559534659179555,0.0933937051938075,0.05223844975314335,0.0978091132825877,0.6477900552486188,0.0,184
NEW4000,PSI_VALIDATION,psi_sft,eval,ALL,weighted_hit64_0p5,724,-0.0718232044198895,0.0,-0.106353591160221,-0.03729281767955801,-0.10845070422535211,-0.03693078886693017,0.07734806629834254,0.7734806629834254,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,GT,hit64_0p5,724,-0.2969613259668508,0.0,-0.3342541436464088,-0.2610497237569061,-0.33830595419117104,-0.25761270678888365,0.015193370165745856,0.6726519337016574,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,GT,hit16_0p5,724,-0.2948895027624309,0.0,-0.3287292817679558,-0.2638121546961326,-0.33358403308609186,-0.25609948249060877,0.03038674033149171,0.5870165745856354,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,GT,mass64_0p5,724,-0.2728547997237569,-0.03125,-0.30260218836325964,-0.24313654609806631,-0.30678916271741724,-0.23972280955006922,0.08701657458563536,0.35220994475138123,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,GT,nearest_ADE,724,0.2311398102117198,0.21491479501128197,0.214745602531594,0.2488461584387571,0.2114870306642065,0.25045867527942284,0.850828729281768,0.0,184
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,GT,weighted_hit64_0p5,724,-0.2969613259668508,0.0,-0.3328729281767956,-0.26243093922651933,-0.33861690529557964,-0.25568696511284755,0.015193370165745856,0.6726519337016574,184
NEW4000,PSI_VALIDATION,psi_sft,eval,GT,hit64_0p5,724,-0.0718232044198895,0.0,-0.106353591160221,-0.03591160220994475,-0.10885595606871304,-0.03546946035663969,0.07734806629834254,0.7734806629834254,184
NEW4000,PSI_VALIDATION,psi_sft,eval,GT,hit16_0p5,724,-0.10531767955801105,0.0,-0.1377848756906077,-0.07354972375690608,-0.14045820971810172,-0.06965292353823087,0.11187845303867404,0.6353591160220995,184
NEW4000,PSI_VALIDATION,psi_sft,eval,GT,mass64_0p5,724,-0.1974274861878453,-0.015625,-0.22664882596685082,-0.1662201096339779,-0.23086948375908872,-0.16426613308366825,0.18646408839779005,0.2803867403314917,184
NEW4000,PSI_VALIDATION,psi_sft,eval,GT,nearest_ADE,724,0.07429372145825204,0.06591163575649261,0.05505199516954245,0.09394401084687638,0.05112783198963487,0.09700319642030189,0.6477900552486188,0.0,184
NEW4000,PSI_VALIDATION,psi_sft,eval,GT,weighted_hit64_0p5,724,-0.0718232044198895,0.0,-0.10773480662983426,-0.03867403314917127,-0.10794463818657367,-0.035247599538658574,0.07734806629834254,0.7734806629834254,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,hit64_0p5,724,-0.0013812154696132596,0.0,-0.006906077348066298,0.0027624309392265192,-0.0062402496099844,0.002898761375126391,0.0013812154696132596,0.9958563535911602,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,hit16_0p5,724,-0.0003453038674033149,0.0,-0.0017265193370165745,0.0006906077348066298,-0.0016667780748663103,0.0007599363370153461,0.0013812154696132596,0.9958563535911602,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,mass64_0p5,724,-2.158149171270718e-05,0.0,-0.00010790745856353591,4.316298342541436e-05,-9.955114932858362e-05,4.602526109887437e-05,0.0013812154696132596,0.9958563535911602,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,nearest_ADE,724,0.04437649389986175,0.04065674543380737,0.033757280650965414,0.0549179899387926,0.033776884106034764,0.0545416148756998,0.6408839779005525,0.0,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,ALL,weighted_hit64_0p5,724,-0.0013812154696132596,0.0,-0.005559392265193358,0.0027624309392265192,-0.0064777394599779764,0.002932766948421598,0.0013812154696132596,0.9958563535911602,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,ALL,hit64_0p5,724,-0.0027624309392265192,0.0,-0.006906077348066298,0.0,-0.007164615868054263,0.0,0.0,0.9972375690607734,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,ALL,hit16_0p5,724,-0.0006906077348066298,0.0,-0.0017265193370165745,0.0,-0.001816860465116279,0.0,0.0,0.9972375690607734,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,ALL,mass64_0p5,724,-4.316298342541436e-05,0.0,-0.00010790745856353591,0.0,-0.00011161113452891886,0.0,0.0,0.9972375690607734,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,ALL,nearest_ADE,724,0.13104232100162716,0.1276865303516388,0.11782243781368047,0.14379295223901944,0.11680208555978513,0.14547932925529186,0.787292817679558,0.0,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,ALL,weighted_hit64_0p5,724,-0.0027624309392265192,0.0,-0.006906077348066298,0.0,-0.007153332021594501,0.0,0.0,0.9972375690607734,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,hit64_0p5,724,-0.0013812154696132596,0.0,-0.006906077348066298,0.0027624309392265192,-0.0066410484938376705,0.002881948343043444,0.0013812154696132596,0.9958563535911602,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,hit16_0p5,724,-0.0003453038674033149,0.0,-0.0017265193370165745,0.0006906077348066298,-0.0015295253784758712,0.0007364314103414746,0.0013812154696132596,0.9958563535911602,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,mass64_0p5,724,-2.158149171270718e-05,0.0,-0.00010790745856353591,4.316298342541436e-05,-9.645434412387658e-05,4.413997884352601e-05,0.0013812154696132596,0.9958563535911602,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,nearest_ADE,724,0.04437649389986175,0.04065674543380737,0.03422268678881845,0.0545778989297909,0.0337958027051082,0.05527573689943566,0.6408839779005525,0.0,184
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,GT,weighted_hit64_0p5,724,-0.0013812154696132596,0.0,-0.006906077348066298,0.0027624309392265192,-0.006394015345268542,0.002932766948421598,0.0013812154696132596,0.9958563535911602,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,GT,hit64_0p5,724,-0.0027624309392265192,0.0,-0.006906077348066298,0.0,-0.007246376811594203,0.0,0.0,0.9972375690607734,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,GT,hit16_0p5,724,-0.0006906077348066298,0.0,-0.0017265193370165745,0.0,-0.0017909595972071272,0.0,0.0,0.9972375690607734,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,GT,mass64_0p5,724,-4.316298342541436e-05,0.0,-0.00010790745856353591,0.0,-0.00011438506588579795,0.0,0.0,0.9972375690607734,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,GT,nearest_ADE,724,0.13104232100162716,0.1276865303516388,0.11773272573906743,0.144468983690877,0.11654532097253795,0.14597352642233308,0.787292817679558,0.0,184
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,GT,weighted_hit64_0p5,724,-0.0027624309392265192,0.0,-0.006906077348066298,0.0,-0.007310477439934146,0.0,0.0,0.9972375690607734,184
OLD1000,PSI_TRAIN,original_grpo_11970,eval,ALL,hit64_0p5,835,-0.05888223552894211,0.0,-0.07365269461077843,-0.04411177644710578,-0.07504547353931616,-0.04437594727472028,0.00718562874251497,0.8946107784431138,415
OLD1000,PSI_TRAIN,original_grpo_11970,eval,ALL,hit16_0p5,835,-0.06631736526946107,0.0,-0.08068862275449101,-0.05219560878243512,-0.08188916027576079,-0.05229151412355779,0.008383233532934131,0.8538922155688623,415
OLD1000,PSI_TRAIN,original_grpo_11970,eval,ALL,mass64_0p5,835,-0.09183819860279441,0.0,-0.10674486963572855,-0.07681511976047904,-0.10740819788820784,-0.07707526717916684,0.06347305389221557,0.6395209580838324,415
OLD1000,PSI_TRAIN,original_grpo_11970,eval,ALL,nearest_ADE,835,0.001973476483971773,0.01914083957672119,-0.013477343934738708,0.01693970130410737,-0.015190967048549235,0.01840641497256569,0.5425149700598803,0.0,415
OLD1000,PSI_TRAIN,original_grpo_11970,eval,ALL,weighted_hit64_0p5,835,-0.06652694594360398,0.0,-0.08395359265947056,-0.05017664650421655,-0.08327866400070225,-0.050652846364594946,0.00718562874251497,0.8946107784431138,415
OLD1000,PSI_TRAIN,psi_sft,eval,ALL,hit64_0p5,835,0.0061876247504990016,0.0,-0.007784431137724551,0.01976546906187627,-0.0069821974792481116,0.018985296369517846,0.037125748502994015,0.9353293413173652,415
OLD1000,PSI_TRAIN,psi_sft,eval,ALL,hit16_0p5,835,-0.006686626746506986,0.0,-0.01971182634730539,0.006037924151696606,-0.01935811298191346,0.0054596763908761215,0.04910179640718563,0.8826347305389222,415
OLD1000,PSI_TRAIN,psi_sft,eval,ALL,mass64_0p5,835,-0.05549525948103793,0.0,-0.06934272080838323,-0.041538563498003986,-0.06845212142712269,-0.04276063297813049,0.09700598802395209,0.6203592814371257,415
OLD1000,PSI_TRAIN,psi_sft,eval,ALL,nearest_ADE,835,-0.108395774372502,-0.06987118721008301,-0.12461715761694812,-0.09197902749632735,-0.12643745002094528,-0.09113429849122133,0.3401197604790419,0.0,415
OLD1000,PSI_TRAIN,psi_sft,eval,ALL,weighted_hit64_0p5,835,0.004550898360634993,0.0,-0.010059880107462763,0.018745508958658067,-0.008846167329478039,0.01794233290872195,0.037125748502994015,0.9353293413173652,415
OLD1000,PSI_TRAIN,original_grpo_11970,eval,NON_GT,hit64_0p5,767,-0.030638852672750978,0.0,-0.04302477183833116,-0.01912212081703607,-0.042636170256284384,-0.01884577070698192,0.002607561929595828,0.9569752281616688,395
OLD1000,PSI_TRAIN,original_grpo_11970,eval,NON_GT,hit16_0p5,767,-0.03074750108648414,0.0,-0.04226423294219905,-0.020045632333767927,-0.04188814677710593,-0.021028481514992776,0.002607561929595828,0.9439374185136897,395
OLD1000,PSI_TRAIN,original_grpo_11970,eval,NON_GT,mass64_0p5,767,-0.024554541503694047,0.0,-0.03427229329639287,-0.0161910752118644,-0.03333365296619294,-0.016336120948942642,0.011734028683181226,0.9022164276401564,395
OLD1000,PSI_TRAIN,original_grpo_11970,eval,NON_GT,nearest_ADE,767,-0.044557613569568,-0.03628647327423096,-0.05980231090554435,-0.02933317523308807,-0.06173424565155116,-0.0276660851161646,0.4276401564537158,0.0,395
OLD1000,PSI_TRAIN,original_grpo_11970,eval,NON_GT,weighted_hit64_0p5,767,-0.03168187738242019,0.0,-0.04498044313204801,-0.01981747064938601,-0.0442844646132656,-0.01983262171027517,0.002607561929595828,0.9569752281616688,395
OLD1000,PSI_TRAIN,psi_sft,eval,NON_GT,hit64_0p5,767,0.01868752716210343,0.0,0.00630160799652325,0.031078878748370294,0.006768666322875035,0.030886565370589515,0.035202086049543675,0.954367666232073,395
OLD1000,PSI_TRAIN,psi_sft,eval,NON_GT,hit16_0p5,767,0.011136462407648847,0.0,-0.00016297262059973984,0.022327249022164278,0.0006632859193802849,0.022082459407790342,0.041720990873533245,0.9374185136897001,395
OLD1000,PSI_TRAIN,psi_sft,eval,NON_GT,mass64_0p5,767,-0.0009608594089526297,0.0,-0.00967709351912212,0.007464740194480667,-0.009479786592451266,0.007291734395318596,0.0651890482398957,0.8748370273794003,395
OLD1000,PSI_TRAIN,psi_sft,eval,NON_GT,nearest_ADE,767,-0.14637809941324137,-0.1045488715171814,-0.1621418287980005,-0.13018123974350937,-0.16257699174621787,-0.1296596438564209,0.20599739243807041,0.0,395
OLD1000,PSI_TRAIN,psi_sft,eval,NON_GT,weighted_hit64_0p5,767,0.019687092560677362,0.0,0.007234354643576149,0.032465775757833756,0.007420182965535289,0.03284580357869901,0.035202086049543675,0.954367666232073,395
OLD1000,PSI_TRAIN,original_grpo_11970,eval,GT,hit64_0p5,328,-0.16463414634146342,0.0,-0.21036585365853658,-0.12195121951219512,-0.21003534133338658,-0.12215791891689169,0.012195121951219513,0.8109756097560976,219
OLD1000,PSI_TRAIN,original_grpo_11970,eval,GT,hit16_0p5,328,-0.20045731707317074,0.0,-0.24466463414634146,-0.15701219512195122,-0.24529853807166085,-0.1566195121041441,0.018292682926829267,0.7073170731707317,219
OLD1000,PSI_TRAIN,original_grpo_11970,eval,GT,mass64_0p5,328,-0.3132145579268293,-0.15625,-0.357764862804878,-0.2666241901676829,-0.35869371501335534,-0.2660627757423158,0.16158536585365854,0.17073170731707318,219
OLD1000,PSI_TRAIN,original_grpo_11970,eval,GT,nearest_ADE,328,0.21125166442972132,0.20176105201244354,0.19359583525929783,0.22863384585191562,0.19262102369411876,0.22993663542474035,0.9054878048780488,0.0,219
OLD1000,PSI_TRAIN,original_grpo_11970,eval,GT,weighted_hit64_0p5,328,-0.16463414634146342,0.0,-0.2073170731707317,-0.12187499999999972,-0.2094978717744081,-0.11917740984159081,0.012195121951219513,0.8109756097560976,219
OLD1000,PSI_TRAIN,psi_sft,eval,GT,hit64_0p5,328,-0.04573170731707317,0.0,-0.07621951219512195,-0.01524390243902439,-0.07595460642132618,-0.017802837427352374,0.01524390243902439,0.9237804878048781,219
OLD1000,PSI_TRAIN,psi_sft,eval,GT,hit16_0p5,328,-0.07164634146341463,0.0,-0.10289634146341463,-0.040396341463414635,-0.10505208827466979,-0.04071526333346414,0.03048780487804878,0.8201219512195121,219
OLD1000,PSI_TRAIN,psi_sft,eval,GT,mass64_0p5,328,-0.234375,-0.0859375,-0.2733946265243902,-0.19640696455792683,-0.2725502573071995,-0.19849048009769635,0.12804878048780488,0.18902439024390244,219
OLD1000,PSI_TRAIN,psi_sft,eval,GT,nearest_ADE,328,0.09840703826034214,0.07524360530078411,0.0811315486426238,0.1169499309611416,0.08143191225467544,0.11704459557740143,0.8170731707317073,0.0,219
OLD1000,PSI_TRAIN,psi_sft,eval,GT,weighted_hit64_0p5,328,-0.04573170731707317,0.0,-0.07621951219512195,-0.018292682926829267,-0.075,-0.01818181818181818,0.01524390243902439,0.9237804878048781,219
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,hit64_0p5,835,-0.0005988023952095808,0.0,-0.0017964071856287425,0.0,-0.0018821168262895406,0.0,0.0,0.9988023952095808,415
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,hit16_0p5,835,-0.0001497005988023952,0.0,-0.0004491017964071856,0.0,-0.00046992481203007516,0.0,0.0,0.9988023952095808,415
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,mass64_0p5,835,-9.3562874251497e-06,0.0,-2.80688622754491e-05,0.0,-2.9445021392339052e-05,0.0,0.0,0.9988023952095808,415
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,nearest_ADE,835,-0.03079272301611072,-0.024132251739501953,-0.040378346400346585,-0.02104026419673851,-0.040621815846980984,-0.02123330071258881,0.4239520958083832,0.0,415
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,ALL,weighted_hit64_0p5,835,-0.0008383233390168516,0.0,-0.0025149700170505546,0.0,-0.0026382738718240422,0.0,0.0,0.9988023952095808,415
OLD1000,PSI_TRAIN,psi_sft,native_grpo,ALL,hit64_0p5,835,-0.0005988023952095808,0.0,-0.0017964071856287425,0.0,-0.0018657297262132673,0.0,0.0,0.9988023952095808,415
OLD1000,PSI_TRAIN,psi_sft,native_grpo,ALL,hit16_0p5,835,-0.0001497005988023952,0.0,-0.0004491017964071856,0.0,-0.00046125461254612545,0.0,0.0,0.9988023952095808,415
OLD1000,PSI_TRAIN,psi_sft,native_grpo,ALL,mass64_0p5,835,-9.3562874251497e-06,0.0,-2.80688622754491e-05,0.0,-2.970532319391635e-05,0.0,0.0,0.9988023952095808,415
OLD1000,PSI_TRAIN,psi_sft,native_grpo,ALL,nearest_ADE,835,0.0207231730044245,0.035816311836242676,0.009010827255820086,0.03329343816834296,0.007745872575999735,0.03256457866160629,0.615568862275449,0.0,415
OLD1000,PSI_TRAIN,psi_sft,native_grpo,ALL,weighted_hit64_0p5,835,-0.0008383233390168516,0.0,-0.0025149700170505546,0.0,-0.0026249999552965166,0.0,0.0,0.9988023952095808,415
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,hit64_0p5,767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,hit16_0p5,767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,mass64_0p5,767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,nearest_ADE,767,-0.0377586768379112,-0.032464563846588135,-0.04766900315977915,-0.02707935342033341,-0.04836701066651316,-0.027669373429797937,0.4041720990873533,0.0,395
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,NON_GT,weighted_hit64_0p5,767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395
OLD1000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,hit64_0p5,767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395
OLD1000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,hit16_0p5,767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395
OLD1000,PSI_TRAIN,psi_sft,native_grpo,NON_GT,mass64_0p5,767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395
