scope,psi_membership,model,protocol,scenes,pairwise_ADE,pairwise_ADE64,centroid_displacement,feasible_rate,mean_PDMS,min_PDMS,max_PDMS,CVaR25_PDMS,Spread_AUC,hard_failure_rate,zero_score_rate,std_PDMS,no_safe_group,best_safe_PDMS,Hit16,GT_center_distance,EP,NC,DAC,TTC,DDC,Comfort,centroid_abs_dx,centroid_abs_dy,centroid_endpoint_dx,centroid_endpoint_dy,CRN_policy_shift
FULL5000,PSI_TRAIN,official_il,eval,4111,0.14569061909802486,0.14565069974465575,0.0,0.94199252006811,92.55487972153313,89.11486435011216,94.76881135262623,90.32616155765226,0.12210010871249477,0.019752645341765993,0.01934596205302846,2.0691747075709674,0.034845536365847724,95.77824229956514,0.2914132814400389,0.32067757806060193,86.69735714702078,99.70258909024568,98.30485283386038,97.81759304305521,98.55969502554123,99.97871564096327,0.0,0.0,0.0,0.0,0.0
FULL5000,PSI_TRAIN,official_il,native_grpo,4111,1.9942090642753816,1.9941257027285257,0.0,0.7006734979323765,69.91790772053285,22.7068285435701,97.16751011660831,36.56464741171238,1.5961510223705557,0.17427329117003162,0.1695527243979567,27.04927942106819,0.01763561177329117,97.2684015854501,0.5356360982729262,0.3911653099294892,71.95521307502074,95.33606482607638,86.74858611043541,83.24046764777427,97.35427815616639,68.958282656288,0.0,0.0,0.0,0.0,0.0
FULL5000,PSI_TRAIN,original_grpo_11970,eval,4111,0.1708239391679454,0.17076079053720458,0.493173371173117,0.9594342921430309,95.76098309428816,94.85526667144602,96.48344557252116,95.1811426244297,0.14310732591698797,0.0037855752858185357,0.0037855752858185357,0.5264772517453048,0.03077110192167356,96.8692919955593,0.46637071272196545,0.5996397509936925,91.16210498698246,99.85633057650207,99.76511189491607,99.06044757966431,97.87498479688641,100.0,0.43296825322131116,0.15682485883969863,0.2302403107550103,-0.10245215694157928,0.49591603817527413
FULL5000,PSI_TRAIN,original_grpo_11970,native_grpo,4111,1.9930430658757905,1.9929806151490987,0.49130485576199834,0.7871526088542934,79.912972327315,32.21625999639692,98.17504526395648,51.35371302453719,1.5951672331952202,0.08372354658234006,0.08091477134517149,21.80686421099507,0.017392361955728533,98.20127266422327,0.5765020676234492,0.6249826872371187,82.74019359979461,97.00384638774021,94.50863536852347,87.37343407929944,96.2552830819752,70.76289224033081,0.430406407456971,0.15871734561625622,0.23200419812676856,-0.10949965884464555,0.5026270628113203
FULL5000,PSI_TRAIN,psi_sft,eval,4111,0.3029143767029489,0.3028530218477407,0.4183538847769867,0.9279866516662613,93.18614764557016,87.17970251874185,96.50591462345062,89.71042937296056,0.24726640175175302,0.027327596691802482,0.02571986742884943,3.2794521292538,0.03259547555339334,97.49087499168338,0.5465215276088543,0.5307514467934051,89.67829448211825,99.37838269277547,97.92021405983945,96.99396436390172,98.2780573461445,99.99429883240087,0.385690922793377,0.10047757523181924,0.3511676294319069,-0.026684757060188066,0.4502418855791021
FULL5000,PSI_TRAIN,psi_sft,native_grpo,4111,2.2505136913219177,2.2502646153351886,0.4746451593955425,0.6382457127219655,66.65997095025737,17.988691034717107,97.78825577451228,30.883324245421385,1.8008342180423742,0.2080736134760399,0.20190875091218682,29.391550108637773,0.021831671126246656,98.04425291713504,0.562454390659207,0.6355239933877064,72.19284099187513,92.39160180004865,86.04202140598395,77.93078022378984,95.82180430552177,63.1940221357334,0.4296199851457552,0.13016511504322006,0.6271322978598391,-0.04264544716820291,0.8079885534345886
FULL5000,PSI_VALIDATION,official_il,eval,889,0.14453375362031606,0.14465510103059567,0.0,0.8819249156355455,86.1381973137024,82.13901801538013,89.13131119023184,83.45474182793245,0.11990034880684385,0.06800126546681665,0.06687640607424072,2.669284236870632,0.08548931383577053,93.97061713485157,0.22244094488188976,0.6502166178168816,78.69139161843404,98.6062289088864,94.54267435320585,95.75717097862767,97.621098143982,100.0,0.0,0.0,0.0,0.0,0.0
FULL5000,PSI_VALIDATION,official_il,native_grpo,889,1.9923578931858892,1.991847378062451,0.0,0.6545099831271091,64.8659376985886,19.375909738230934,94.45186093643815,32.26371161406462,1.594397935475756,0.22641310461192352,0.2218785151856018,27.730568853297076,0.025871766029246346,95.28975579429202,0.6358267716535433,0.6969054704644495,64.63401498902188,95.43816788526435,81.49079021372329,85.43658605174353,95.66753374578178,69.59540213723285,0.0,0.0,0.0,0.0,0.0
FULL5000,PSI_VALIDATION,original_grpo_11970,eval,889,0.1747726169200059,0.1748457335698323,0.5395158637227035,0.8868813273340832,90.34371607102477,88.52047273739257,91.91781532548926,89.06823799624708,0.14560035628730722,0.04126827896512936,0.04126827896512936,1.2599397362566742,0.09308211473565804,95.61786511738279,0.5905511811023622,0.8702528846826918,84.82407492591504,98.06840551181102,97.69228065241845,95.59898762654669,95.63238188976378,100.0,0.46952638719796597,0.1855153433257804,0.6222095154938199,-0.10553800523348145,0.5421978654119912
FULL5000,PSI_VALIDATION,original_grpo_11970,native_grpo,889,1.996860206931729,1.9963588795055822,0.5385581163775398,0.7055504780652418,73.95276864058688,27.266903967049565,95.90238665452408,44.74460416123667,1.5982250490124235,0.14247047244094488,0.13953529246344207,23.5266359367676,0.031496062992125984,96.68185970310813,0.7007874015748031,0.8885699286154247,75.00511461566474,95.73344347581552,89.75147637795276,86.86726659167604,92.2068335208099,70.56032058492688,0.46740976745352836,0.1880723614794599,0.6158127451506187,-0.11371855027093662,0.5491151209120273
FULL5000,PSI_VALIDATION,psi_sft,eval,889,0.32381464228771534,0.32385701772466685,0.48101287390052,0.8675829583802025,87.10653001294891,79.44645826296369,92.1431990100912,82.67884570928642,0.2634307581206409,0.07251827896512936,0.07097159730033746,4.584599862202707,0.07367829021372328,95.95873464967168,0.6380764904386952,0.8023006808543198,82.19046618684726,98.3179836895388,94.38800618672666,94.78522215973004,96.93563695163104,99.9964848143982,0.4426184275572024,0.12181881720072373,0.6534879238452632,-0.05700536449392681,0.5126030114893168
FULL5000,PSI_VALIDATION,psi_sft,native_grpo,889,2.2735497971956855,2.273360938940059,0.5471469744855562,0.5897251124859393,61.77140416431176,14.364318194341992,95.32152667121704,26.673183898849217,1.8188673717769113,0.26172314398200225,0.2563449100112486,30.065025124673152,0.03065241844769404,96.36574180784201,0.6841957255343082,0.8824095217658179,65.02243447077915,93.27281355455568,79.7947131608549,81.4187289088864,92.31756186726659,62.382241282339706,0.498886075352724,0.14810067853975215,0.9183090779054554,-0.07704562848880132,0.8846173362200923
NEW4000,PSI_TRAIN,official_il,eval,3276,0.14586377756923702,0.14580589204899266,0.0,0.9402234050671551,92.41568905161583,88.88252490986007,94.7028706665829,90.12402283161634,0.12225338693887851,0.0214247557997558,0.020914415445665444,2.135244970231368,0.035637973137973136,95.8265876605722,0.2907509157509158,0.32210594704002166,86.6732626820184,99.67972565628816,98.18089896214896,97.70585317460318,98.5803476037851,99.9732905982906,0.0,0.0,0.0,0.0,0.0
NEW4000,PSI_TRAIN,official_il,native_grpo,3276,1.9940720682597568,1.9938163857393068,0.0,0.7021520146520146,69.97233290081573,22.835889145948876,97.16255344606853,36.70543757962486,1.5960712722879045,0.17352525946275946,0.16875572344322345,26.95921985488153,0.017246642246642248,97.29363301825151,0.5350274725274725,0.39202538497825473,72.09572406047486,95.30820741758242,86.87185210622711,83.14684447496947,97.40084134615384,68.8701923076923,0.0,0.0,0.0,0.0,0.0
NEW4000,PSI_TRAIN,original_grpo_11970,eval,3276,0.17113684150145841,0.17105551899134458,0.49246026081589117,0.9589772206959707,95.67352466669239,94.69867186827415,96.42016440565978,95.05059672372127,0.14337094643031575,0.004750457875457875,0.004750457875457875,0.5627659535962201,0.031364468864468864,96.89443017700209,0.46604090354090355,0.6026829522319422,91.13670111092867,99.81971153846153,99.70524267399267,98.97693452380952,97.90426587301587,100.0,0.4323823664642152,0.1571219817659066,0.22855761379767686,-0.10031560891204411,0.4952292758675795
NEW4000,PSI_TRAIN,original_grpo_11970,native_grpo,3276,1.9929769741637366,1.9927649452863887,0.4903345618542552,0.7881419795482295,79.8657148468027,32.34987632529055,98.16091058209997,51.407668795552425,1.5951365833244626,0.08371012667887667,0.08092471764346765,21.739268961631435,0.017475579975579976,98.22952926830169,0.5735653235653235,0.6276357946071756,82.78217672595248,96.94081959706959,94.56797542735043,87.22575167887668,96.34939713064713,70.65542963980464,0.4295660768418376,0.15895815678191016,0.23055112709419776,-0.10745702125359513,0.5017592472061788
NEW4000,PSI_TRAIN,psi_sft,eval,3276,0.3025505153396336,0.30246358112828925,0.4145433959336235,0.9275841346153846,93.05998473774555,87.17568962895062,96.45237198358915,89.61971862127587,0.24697643641714503,0.028841384310134312,0.027291285103785104,3.2715673443328845,0.032280219780219783,97.49555401806268,0.5452533577533577,0.526986676302675,89.54851544676411,99.2876697954823,97.84512362637362,96.9212644993895,98.28988286019536,99.9928456959707,0.38197695993805836,0.0998466452071955,0.3453724813967106,-0.026789691121805282,0.44650779514413175
NEW4000,PSI_TRAIN,psi_sft,native_grpo,3276,2.24969206159077,2.2492643610025063,0.4709355836627284,0.640625,66.73071958688739,18.134603278958362,97.7525332169404,31.07042897525732,1.8002677983416742,0.20662583943833943,0.2005685286935287,29.258001126185,0.0219017094017094,98.06921829129868,0.5604395604395604,0.6311377230373875,72.34263196246678,92.36993475274726,86.21890262515262,77.8340583028083,95.91250763125763,63.041819291819294,0.42600555319034283,0.1295489065249033,0.6211808247625901,-0.0426435308424035,0.8045386739157059
NEW4000,PSI_VALIDATION,official_il,eval,724,0.14461701824484155,0.14476373515899668,0.0,0.8796616022099447,85.8279999666588,81.94529555527106,88.96160679070827,83.17795685510853,0.11997080340117051,0.0694060773480663,0.06802486187845304,2.6792838915630317,0.08598066298342541,93.83252550712238,0.22375690607734808,0.6371682980296342,78.28088342864469,99.05473066298343,94.06940607734806,96.04411256906077,97.73718059392266,100.0,0.0,0.0,0.0,0.0,0.0
NEW4000,PSI_VALIDATION,official_il,native_grpo,724,1.990711649025672,1.9899490982788044,0.0,0.6508546270718232,64.42032323874386,19.032845982761426,94.4756013334676,31.72712718891846,1.593127754017793,0.23148308011049723,0.22636826657458564,27.980394143727548,0.02451657458563536,95.12010607997155,0.6388121546961326,0.683756078303541,63.999913192478004,96.00418680939227,80.50328038674033,86.12957527624309,95.70528314917127,69.5895200276243,0.0,0.0,0.0,0.0,0.0
NEW4000,PSI_VALIDATION,original_grpo_11970,eval,724,0.17499707194395075,0.1750607159791401,0.545060481721772,0.8909055593922652,90.4774612793368,88.79591651674829,92.08682794081314,89.20000051092508,0.14580165001033749,0.03899775552486188,0.03899775552486188,1.2608178976335398,0.09012430939226519,95.50397209586353,0.5970303867403315,0.8644650005859932,84.75942571681715,98.6878453038674,97.34331837016575,96.29877417127072,95.77542299723757,100.0,0.4737989365416502,0.18779014112705683,0.6277245233730716,-0.10445890571531011,0.5477480835265877
NEW4000,PSI_VALIDATION,original_grpo_11970,native_grpo,724,1.995205212487371,1.9944430515581733,0.5442081323480079,0.7054989640883977,73.989936065784,27.4294457261812,96.01806009028786,44.77018135392442,1.5969295812904505,0.14189830801104972,0.13842368784530387,23.571907312151914,0.028660220994475138,96.54689437891413,0.7075276243093923,0.882116441934988,74.85890323521743,96.3225138121547,89.31716160220995,87.60574930939227,92.29972375690608,70.61248273480663,0.4717182559244211,0.1903092952609803,0.6218177105675745,-0.11247794782917803,0.5547722044364852
NEW4000,PSI_VALIDATION,psi_sft,eval,724,0.3245664156499983,0.32461206462666475,0.4810966459766689,0.868439226519337,87.09941763767767,79.36559840657604,91.91252067405193,82.7071796349873,0.2640539418432594,0.0718232044198895,0.06992403314917127,4.502660227343604,0.07700276243093923,95.87254390486432,0.6443370165745856,0.7843773284585716,82.04570799959689,98.82165055248619,94.01113604972376,95.31681629834254,96.98938190607734,99.99568370165746,0.4420805351849831,0.12203566991924746,0.6503845511714398,-0.05673601305451841,0.5125612297934063
NEW4000,PSI_VALIDATION,psi_sft,native_grpo,724,2.271128130016735,2.270808566999699,0.5456707675977307,0.588074067679558,61.65430263290099,14.097525733099824,95.32207001737585,26.402379062710075,1.8169393565773306,0.2633157803867403,0.25716505524861877,30.213875233481016,0.03038674033149171,96.2380550761246,0.6899171270718232,0.8641593197304196,64.78142258930063,93.9971080801105,78.99257596685082,82.13268301104972,92.35367748618785,62.48489295580111,0.49711562463632936,0.14808562048582247,0.9101020503603952,-0.07572414365838905,0.8828390047201136
OLD1000,PSI_TRAIN,official_il,eval,835,0.1450112572397122,0.1450418255063231,0.0,0.9489333832335329,93.10097389476556,90.02641405821485,95.02751996038425,91.11922319417164,0.12149874407820359,0.013192365269461078,0.013192365269461078,1.8099577249656118,0.03173652694610778,95.58915292211215,0.2940119760479042,0.31507358192098645,86.79188824564095,99.79229041916167,98.79116766467065,98.2559880239521,98.47866766467065,100.0,0.0,0.0,0.0,0.0,0.0
OLD1000,PSI_TRAIN,official_il,native_grpo,835,1.9947465480444675,1.9953392625568869,0.0,0.6948727544910179,69.70437851022545,22.20047820417745,97.18695688629492,36.01227784275275,1.596463910119976,0.17720808383233533,0.17267964071856287,27.402614916669993,0.019161676646706587,97.16931532686674,0.5380239520958083,0.387790931654333,71.40393883747855,95.44535928143712,86.26497005988024,83.60778443113773,97.17159431137725,69.30389221556887,0.0,0.0,0.0,0.0,0.0
OLD1000,PSI_TRAIN,original_grpo_11970,eval,835,0.16959631276724046,0.1696044666859918,0.4959711550417061,0.9612275449101796,96.10411340423279,95.46964340820179,96.73171994693782,95.6933203139157,0.1420730495078121,0.0,0.0,0.38410385382482737,0.02844311377245509,96.77087276858207,0.4676646706586826,0.5877001973930863,91.26177336776354,100.0,100.0,99.3880988023952,97.76010479041916,100.0,0.43526689395933094,0.15565914062861197,0.23684212540438077,-0.11083458968979155,0.4986104493369599
OLD1000,PSI_TRAIN,original_grpo_11970,native_grpo,835,1.993302367011944,1.9938267642152523,0.49511166156052117,0.7832709580838323,80.09838011912134,31.69203593237831,98.23050061456952,51.14202547262598,1.5952874834665995,0.08377619760479042,0.08087574850299402,22.072064255204964,0.017065868263473054,98.09050951959544,0.5880239520958084,0.6145736096990274,82.5754789635154,97.25112275449102,94.27582335329342,87.95284431137725,95.88604041916167,71.18450598802396,0.4337033213434105,0.15777255833639714,0.2377051091479684,-0.11751364776474273,0.5060318100238275
OLD1000,PSI_TRAIN,psi_sft,eval,835,0.3043419333810578,0.3043809353769896,0.4333037787301098,0.9295658682634731,93.68112930549043,87.19544650312034,96.71598131588917,90.06631969933079,0.24840403820226292,0.021388473053892215,0.019554640718562874,3.31038692614113,0.033832335329341316,97.47252191407489,0.551497005988024,0.5455219714971559,90.18746348789091,99.73428143712574,98.21482035928143,97.27919161676647,98.23166167664671,100.0,0.40026211119340566,0.10295293662184013,0.373904042561611,-0.02627306366395094,0.46489204158504566
OLD1000,PSI_TRAIN,psi_sft,native_grpo,835,2.2537372350335834,2.254188966465567,0.48919913556404454,0.6289109281437125,66.38239905373048,17.416225750723875,97.92840798841114,30.14924628740639,1.803056482640569,0.21375374251497006,0.20716691616766467,29.915509948775835,0.02155688622754491,97.94633283475319,0.5703592814371258,0.652732881612431,71.60515809408082,92.47660928143712,85.34805389221557,78.31025449101796,95.46594311377245,63.79116766467066,0.4438006786618404,0.13258271876298738,0.6504820294365912,-0.04265296559133929,0.8215236496068761
OLD1000,PSI_VALIDATION,official_il,eval,165,0.14416839854057992,0.14417842764294508,0.0,0.8918560606060606,87.49930567285128,82.98904868882832,89.87595352511111,84.66924073899017,0.11959120258688927,0.06183712121212121,0.06183712121212121,2.625406964159737,0.08333333333333333,94.57658500126848,0.21666666666666667,0.7074710634288042,80.49265179666125,96.63825757575758,96.61931818181819,94.49810606060606,97.11174242424242,100.0,0.0,0.0,0.0,0.0,0.0
OLD1000,PSI_VALIDATION,official_il,native_grpo,165,1.9995814130161749,2.000176799658573,0.0,0.6705492424242424,66.8212399345134,20.88123191374562,94.34769095189696,34.61817903106958,1.5999713377519087,0.20416666666666666,0.2021780303030303,26.634365760741556,0.031818181818181815,96.04061286322887,0.6227272727272727,0.7546034094007995,67.41637681143263,92.95454545454545,85.82386363636364,82.39583333333333,95.50189393939394,69.62121212121212,0.0,0.0,0.0,0.0,0.0
OLD1000,PSI_VALIDATION,original_grpo_11970,eval,165,0.1737877354816054,0.17390241681626348,0.5151867520177003,0.8692234848484849,89.75685830849206,87.31185882070444,91.17620845582577,88.49008005305387,0.1447171038298896,0.051231060606060606,0.051231060606060606,1.2560864705787906,0.10606060606060606,96.12388646131404,0.5621212121212121,0.8956494185372968,85.1077478191688,95.35037878787878,99.22348484848484,92.5284090909091,95.00473484848484,100.0,0.45077895856264866,0.1755338063068462,0.5980103294054667,-0.11027296311927565,0.517844181078853
OLD1000,PSI_VALIDATION,original_grpo_11970,native_grpo,165,2.004122121948184,2.0047653003172443,0.5137665311495463,0.7057765151515152,73.7896824839644,26.553690430011358,95.39482563941506,44.63237453998861,1.6039094043500495,0.1449810606060606,0.14441287878787878,23.327990629020682,0.04393939393939394,97.27587375341875,0.6712121212121213,0.9168870459283719,75.64667243047606,93.14867424242425,91.65719696969697,83.62689393939394,91.79924242424242,70.33143939393939,0.4485046422842777,0.1782569671896371,0.5894636847756126,-0.11916216340931979,0.5242925241137996
OLD1000,PSI_VALIDATION,psi_sft,eval,165,0.32051595189806187,0.32054396343953684,0.48064529218456964,0.8638257575757575,87.13773825353297,79.80126151159797,93.15538758762105,82.55451987772621,0.26069630348321166,0.07556818181818181,0.07556818181818181,4.9441410478875,0.05909090909090909,96.3292999537798,0.6106060606060606,0.8809461786392992,82.82564756605491,96.10795454545455,96.04166666666667,92.45265151515152,96.69981060606061,100.0,0.4449786340874253,0.12086729375701961,0.6671051469716158,-0.05818724596139156,0.5127863445065238
OLD1000,PSI_VALIDATION,psi_sft,native_grpo,165,2.284175779241504,2.284560437635942,0.553624391375166,0.5969696969696969,62.28523149001723,15.534971175792469,95.31914253413228,27.861442694999145,1.827327268773859,0.2547348484848485,0.2527462121212121,29.411888889661675,0.031818181818181815,96.92929744474291,0.6590909090909091,0.962489196151445,66.07996539314551,90.09469696969697,83.31439393939394,78.28598484848484,92.1590909090909,61.93181818181818,0.506654598496177,0.14816675145517696,0.9543205199819622,-0.08284414374467099,0.8924204392866655
